SOS_CODE_2021,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_3499_15_19_yrs,F_3000_3499_20_24_yrs,F_3000_3499_25_34_yrs,F_3000_3499_35_44_yrs,F_3000_3499_45_54_yrs,F_3000_3499_55_64_yrs,F_3000_3499_65_74_yrs,F_3000_3499_75_84_yrs,F_3000_3499_85ov,F_3000_3499_Tot,F_3500_more_15_19_yrs,F_3500_more_20_24_yrs,F_3500_more_25_34_yrs,F_3500_more_35_44_yrs,F_3500_more_45_54_yrs,F_3500_more_55_64_yrs,F_3500_more_65_74_yrs,F_3500_more_75_84_yrs,F_3500_more_85ov,F_3500_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot
SOS63,113,176,329,350,518,911,1491,584,94,4561,113,179,340,412,576,841,1180,587,186,4418,106,265,539,605,765,834,666,261,62,4102,80,314,602,658,733,779,518,174,27,3886,37,296,574,731,764,749,310,107,21,3584,11,210,599,653,837,810,265,69,10,3467,3,82,374,504,564,481,152,31,6,2194,5,47,290,397,481,449,135,16,11,1835,0,7,161,279,367,285,80,16,0,1196,0,6,149,399,504,378,73,22,3,1534,0,0,13,65,73,56,26,5,0,242,0,8,21,97,126,111,52,15,3,440,213,162,371,403,463,581,499,249,83,3017,2821,2146,5084,6364,7815,9227,6690,2497,571,43220,2377,250,416,475,701,1503,795,212,50,6792,1207,158,208,208,310,546,480,156,21,3289,680,415,459,466,629,1071,1142,400,55,5320,222,308,536,552,900,1713,2990,1382,230,8840,261,330,561,621,942,1543,2416,1194,320,8186,331,478,782,841,1087,1421,1459,596,124,7119
SOS67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS69,10,13,13,12,7,19,13,0,0,79,3,7,11,10,10,11,13,3,0,72,0,8,13,10,6,3,5,0,0,44,0,5,4,3,7,3,3,0,0,26,0,0,15,6,3,7,6,0,0,33,0,0,9,9,6,5,7,0,0,33,0,0,6,0,0,0,0,0,0,5,0,0,4,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,11,18,10,28,30,5,0,110,48,53,92,97,78,98,72,13,4,561,23,8,16,6,14,18,0,0,0,94,6,6,5,5,0,8,0,0,0,28,26,24,21,29,17,15,7,0,0,144,10,24,29,39,29,25,28,8,0,187,0,7,24,24,40,23,29,11,0,158,0,9,30,20,18,12,11,0,0,103
SOS70,146,229,360,270,223,306,481,235,53,2305,113,207,443,329,282,298,516,331,114,2641,123,324,750,506,346,316,366,180,45,2972,103,394,885,593,389,302,262,119,25,3069,90,483,1202,815,572,420,302,99,16,4008,66,545,1596,1083,806,556,260,65,6,4976,27,423,1398,975,685,453,152,35,0,4156,10,189,1241,954,741,493,144,34,3,3810,0,80,874,726,622,401,107,13,6,2826,3,47,980,1455,1255,814,142,18,4,4715,0,4,82,183,177,128,36,3,0,621,4,4,81,251,255,157,49,14,4,821,288,359,1124,850,603,459,310,162,78,4243,3204,3779,12239,9996,7592,5936,3797,1566,414,48524,2544,498,1053,767,561,814,640,202,53,7137,1211,172,231,195,136,170,190,69,14,2379,671,380,443,375,273,334,376,214,37,3102,286,399,593,436,418,539,872,488,94,4129,214,410,701,469,433,511,942,573,179,4432,278,584,1145,703,501,509,731,326,73,4855
SOS71,72,150,274,265,205,190,134,83,13,1380,47,70,191,184,154,168,174,105,52,1143,49,74,211,195,127,131,104,33,18,929,49,95,230,176,101,91,73,32,14,866,49,133,351,252,179,128,82,28,9,1210,33,151,543,304,268,235,93,10,0,1632,8,122,516,293,252,208,51,9,0,1459,8,69,437,330,256,202,38,3,0,1337,0,24,322,227,213,142,38,9,0,978,0,16,285,381,398,288,64,7,0,1440,0,0,41,65,49,36,15,0,0,206,0,0,25,49,70,43,10,0,0,209,211,135,478,379,282,229,114,51,11,1884,1562,1544,4897,3843,3102,2501,1234,445,156,19285,1145,180,288,194,155,210,154,56,9,2401,555,233,384,333,230,140,91,30,22,2011,551,645,1150,831,599,370,226,61,16,4451,150,258,459,451,358,320,274,159,20,2444,86,119,297,301,270,280,328,179,64,1914,78,128,333,301,213,220,201,81,30,1579
SOS72,60,133,296,220,181,129,107,36,5,1171,25,50,124,116,112,113,101,35,8,687,19,52,144,125,106,61,36,8,0,548,11,43,87,84,74,41,19,6,3,373,13,28,82,55,66,40,20,4,0,301,16,27,98,68,73,81,18,0,0,380,4,23,90,55,60,49,18,0,0,304,0,16,79,63,51,65,13,0,0,287,0,6,40,43,38,41,8,0,0,172,0,5,58,98,87,88,21,0,0,362,0,0,3,5,6,9,0,0,0,31,0,0,0,8,16,7,3,0,0,36,149,103,204,159,140,120,70,13,0,962,974,1034,2208,1727,1522,1196,599,144,25,9419,624,109,84,55,48,59,24,11,0,1016,275,209,279,243,181,110,53,10,0,1358,493,807,1392,895,717,419,199,63,20,4997,101,238,536,392,299,211,189,74,16,2047,44,83,202,209,216,202,183,60,12,1193,44,99,237,206,182,116,74,20,0,977
SOS73,65,86,156,153,135,145,170,57,14,978,36,43,83,111,107,117,198,64,15,776,39,64,137,105,95,120,92,44,5,704,48,71,114,133,114,119,58,18,4,689,39,119,185,132,172,131,50,15,0,848,25,112,243,193,200,178,49,11,0,1012,6,54,189,175,194,114,44,3,0,774,0,25,161,183,194,146,28,4,0,741,0,11,98,106,139,97,18,3,0,471,0,9,111,235,303,167,31,0,0,853,0,0,11,26,36,24,5,0,0,104,0,3,13,33,52,14,17,0,0,143,181,165,342,341,333,284,168,52,6,1873,1050,1016,2255,2329,2425,2021,1184,346,60,12684,634,75,157,141,157,292,191,56,15,1712,323,110,143,93,105,103,68,14,6,954,320,336,511,422,350,294,214,72,12,2539,110,148,270,281,255,291,365,142,18,1879,75,83,126,179,181,242,429,155,29,1494,105,108,191,159,180,222,208,85,12,1277
SOS77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SOS79,8,15,44,56,45,40,26,5,0,242,0,12,32,35,50,43,15,5,0,198,0,10,30,21,23,21,13,0,0,123,0,9,25,14,9,9,3,0,0,77,0,8,23,10,18,7,0,0,0,67,0,5,27,7,11,3,4,0,0,49,0,4,24,3,9,6,3,0,0,44,0,0,17,10,7,4,0,0,0,30,0,0,5,6,3,0,0,0,0,26,0,0,8,15,10,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,20,24,82,38,51,70,30,3,0,312,64,99,364,268,280,279,114,17,4,1486,28,5,47,37,33,58,23,6,0,221,6,8,8,7,9,10,9,0,0,54,7,18,29,51,49,39,17,3,0,224,16,35,99,116,110,83,56,9,0,523,5,14,51,64,130,103,61,14,3,451,4,10,46,32,49,51,37,11,0,232
SOS80,751,1307,1002,766,635,1022,1791,1257,359,8880,520,1385,1309,950,829,1122,2265,1882,920,11176,487,1796,2155,1406,1016,1285,1845,1271,539,11801,352,1624,2427,1507,1153,1317,1758,1064,373,11572,310,1823,3380,2191,1595,1667,1714,898,331,13918,166,2045,4363,3036,2182,2020,1655,664,225,16366,65,1860,4830,3144,2157,1890,1152,383,162,15648,17,933,5262,3690,2897,2089,874,291,99,16161,9,258,3478,3385,2748,1810,626,186,55,12555,10,176,4781,7730,6687,3487,768,200,74,23916,4,16,444,1204,1173,623,169,55,19,3704,4,21,358,1647,1973,1055,254,98,46,5453,631,971,1791,1291,953,749,826,702,675,8591,12864,17090,38922,34934,28257,23389,18971,10542,4313,189264,10105,2486,3172,2454,1919,2604,2131,800,212,25884,5822,1128,704,629,560,802,1071,510,146,11365,3410,2331,1298,1004,862,1182,1767,1097,313,13268,1310,2479,1810,1245,1167,1686,2929,2274,672,15567,968,2462,2245,1505,1385,1808,3407,2707,1310,17789,1108,3282,3695,2116,1552,1935,2800,1956,770,19221
SOS82,0,3,0,4,0,0,0,0,0,12,0,0,3,0,0,5,0,6,0,16,4,0,0,0,3,0,3,0,0,18,0,0,0,0,3,4,0,0,0,11,0,3,0,0,9,0,3,0,0,20,0,0,5,0,7,3,7,0,0,22,0,0,0,5,8,4,3,0,0,18,0,0,0,6,0,4,0,0,0,14,0,0,0,3,7,0,0,0,0,20,0,0,5,9,9,7,0,0,0,34,0,0,0,0,0,3,0,0,0,6,0,0,0,3,5,4,4,0,0,14,4,0,0,3,4,5,0,0,0,17,22,17,20,49,50,42,29,13,3,240,15,0,0,4,0,9,6,0,0,31,15,0,0,0,0,0,3,0,0,16,6,0,0,0,0,0,0,5,0,19,0,3,0,4,0,0,3,4,0,13,0,0,3,4,0,5,0,6,0,20,4,0,0,0,3,0,7,0,0,22
SOS83,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,4,0,0,0,9,0,4,3,0,0,3,3,0,0,12,0,0,5,0,0,0,0,0,0,10,0,10,8,3,0,0,3,0,0,24,0,3,6,4,0,9,0,0,0,21,0,3,10,0,7,0,0,0,0,23,0,0,7,6,6,3,0,0,0,18,0,0,0,0,0,3,0,0,0,5,0,0,0,0,11,0,0,0,0,15,0,0,0,3,0,0,3,0,0,11,0,0,0,4,0,5,0,0,0,4,0,5,7,0,10,10,0,0,0,37,15,27,48,29,33,38,19,3,5,221,9,0,0,0,0,3,5,0,0,22,8,0,0,0,0,0,0,0,0,9,5,3,4,0,0,0,4,0,0,16,0,0,0,0,4,3,5,0,0,14,0,3,4,0,3,4,4,0,0,15,0,4,3,3,0,4,5,0,0,22
SOS87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS89,4,8,7,3,3,4,0,0,0,24,0,0,3,3,0,0,0,0,0,17,0,3,0,7,0,4,0,0,0,9,0,5,0,0,0,3,0,0,0,9,0,6,4,3,3,0,0,0,0,15,0,3,11,3,0,3,0,0,0,19,0,0,0,0,0,3,0,0,0,8,0,3,5,0,0,4,0,0,0,7,0,0,0,0,3,4,0,0,0,9,0,0,0,5,7,0,0,0,0,17,0,0,0,4,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,7,0,4,6,7,7,7,7,0,0,36,37,40,53,33,30,35,10,8,0,249,3,6,11,5,4,8,0,0,0,49,4,3,4,0,5,0,0,0,0,22,29,14,10,5,5,0,3,0,0,62,4,12,7,9,6,11,3,0,0,56,4,5,6,5,5,5,5,3,0,33,4,3,5,9,0,0,0,0,0,25
SOS91,0,0,0,5,0,0,8,6,0,21,0,0,0,4,4,4,3,0,0,18,0,0,8,9,4,0,6,0,0,27,3,0,0,11,6,0,4,0,0,25,3,5,5,10,9,0,0,0,0,31,0,0,6,12,12,8,4,0,0,35,0,0,12,6,8,5,7,0,0,35,0,0,4,19,4,10,0,0,0,41,0,0,8,6,7,4,0,0,0,21,0,0,7,13,24,0,3,0,0,43,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,3,3,24,20,12,21,4,3,0,86,34,19,88,112,98,84,42,9,0,494,20,0,11,3,14,14,12,3,0,74,10,0,0,0,3,4,6,0,0,30,0,3,0,3,0,3,7,0,0,20,0,0,0,3,6,4,18,10,5,50,0,0,0,4,4,7,16,4,0,31,6,0,8,9,3,4,9,0,0,36
SOS92,0,3,6,8,8,16,20,14,6,78,4,4,8,15,3,14,24,21,10,109,3,5,6,17,14,29,25,8,0,105,0,7,12,15,10,23,22,4,0,101,0,16,15,16,30,32,7,4,0,127,4,3,18,17,18,15,7,0,0,85,0,3,10,16,12,11,9,0,0,61,0,0,0,8,7,15,0,0,0,35,0,0,4,3,0,6,3,4,0,25,0,0,6,10,12,12,3,0,0,43,0,0,0,0,6,0,5,0,0,9,0,0,0,0,0,4,0,0,0,3,8,10,17,21,16,27,17,13,4,132,51,65,110,164,155,244,169,84,29,1070,19,4,8,13,8,23,22,9,0,108,26,3,4,8,3,5,20,8,0,65,11,8,4,9,3,20,19,10,0,86,4,3,12,13,11,20,45,32,3,134,7,11,5,18,7,29,42,31,20,165,10,8,12,26,22,44,36,15,0,179
SOS93,0,0,3,0,0,5,7,7,6,25,0,0,0,0,13,6,11,9,0,38,0,0,9,0,6,5,0,0,0,27,0,4,3,4,3,6,0,0,0,24,0,3,4,5,4,6,5,0,0,28,0,3,6,0,8,3,0,0,0,19,0,0,0,0,4,8,0,0,0,17,0,0,3,0,3,4,0,0,0,15,0,0,0,0,7,0,0,0,0,6,0,0,0,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,6,10,6,7,3,0,59,20,17,40,33,70,60,47,39,4,330,9,0,0,0,0,5,11,0,0,34,7,0,0,6,5,3,3,0,0,26,0,6,0,4,11,11,9,7,0,46,0,0,3,0,3,3,15,8,4,44,0,0,0,0,16,6,26,16,0,62,0,0,9,0,7,13,5,5,0,53
SOS97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
