SOS_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SOS69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,3,0,0,34,0,0,0,12,6,3,0,0,39,95,112,93,98,71,48,15,0,529,16,17,4,19,25,40,4,0,118,108,135,99,130,104,90,18,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,93,83,84,64,70,41,10,4,451,13,12,13,11,24,29,5,0,101,108,92,97,78,98,72,13,4,561,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,9,10,0,0,38,0,0,7,12,12,10,0,0,44,182,197,178,164,143,88,25,4,979,27,27,22,33,48,65,6,0,222,215,228,198,203,199,163,31,3,1248
SOS70,794,989,483,246,70,0,0,0,2588,21,65,70,48,63,0,0,0,275,34,281,395,528,541,504,211,64,2545,848,1335,956,824,674,504,211,64,5412,6024,8898,7519,6103,4868,3153,1194,228,37975,920,1522,1149,887,566,331,127,41,5544,7790,11752,9620,7817,6100,3989,1528,336,48931,243,257,94,46,12,0,0,0,650,10,19,27,22,12,0,0,0,81,25,97,76,120,136,65,22,8,555,275,368,197,185,157,65,22,8,1285,6101,10791,8999,6841,5353,3471,1395,337,43271,615,1077,803,570,426,266,145,70,3963,6984,12239,9996,7592,5936,3797,1566,414,48524,1036,1253,581,296,84,0,0,0,3240,30,88,98,64,75,0,0,0,354,53,373,473,654,679,568,234,69,3100,1119,1706,1150,1012,836,568,234,69,6700,12125,19681,16514,12941,10217,6620,2587,566,81248,1528,2598,1953,1452,990,596,268,113,9502,14774,23991,19618,15409,12042,7784,3088,749,97454
SOS71,21,35,22,19,6,0,0,0,104,6,27,21,16,11,0,0,0,84,18,71,93,129,144,124,44,9,628,45,135,139,171,160,124,44,9,819,2911,3657,3173,2381,2029,1058,322,57,15598,301,459,343,247,228,124,42,9,1752,3253,4255,3662,2796,2423,1302,407,72,18171,15,17,9,4,5,0,0,0,48,0,8,0,3,5,0,0,0,12,3,18,23,29,32,12,9,0,121,21,38,29,37,41,12,9,0,182,2824,4411,3482,2822,2270,1121,385,128,17446,262,448,323,251,189,99,50,22,1654,3104,4897,3843,3102,2501,1234,445,156,19285,37,52,29,24,4,0,0,0,151,5,39,18,20,10,0,0,0,98,25,83,121,156,179,138,47,15,753,70,174,169,204,200,138,47,15,1006,5735,8073,6663,5199,4303,2181,712,186,33043,558,906,668,495,423,225,92,32,3406,6360,9148,7503,5898,4924,2535,852,231,37454
SOS72,0,5,3,0,0,0,0,0,13,0,8,6,4,5,0,0,0,25,3,20,41,64,67,37,10,0,253,3,40,51,73,74,37,10,0,287,1847,1796,1421,1192,866,456,133,20,7729,134,173,131,113,109,67,19,0,751,1989,2001,1609,1377,1048,556,164,22,8767,3,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,3,3,11,11,0,0,0,42,4,7,8,11,11,0,0,0,45,1824,2030,1600,1381,1075,531,135,26,8596,175,169,118,126,111,64,10,0,779,2007,2208,1727,1522,1196,599,144,25,9419,3,9,3,0,0,0,0,0,19,0,8,8,4,5,0,0,0,23,8,28,49,75,77,43,11,0,290,10,46,58,85,84,43,11,0,332,3672,3826,3027,2573,1938,984,268,44,16325,308,343,250,235,220,131,36,3,1527,3995,4211,3334,2892,2248,1152,311,48,18192
SOS73,56,142,81,46,14,0,0,0,337,5,8,12,10,13,0,0,0,48,0,59,99,163,148,174,59,14,717,60,208,195,213,176,174,59,14,1105,1917,1795,1694,2009,1849,1122,369,42,10799,506,603,558,515,381,217,83,3,2872,2489,2607,2446,2733,2408,1516,512,63,14777,29,53,17,7,5,0,0,0,116,3,5,0,5,4,0,0,0,20,3,10,21,42,37,32,8,0,154,35,71,49,54,47,32,8,0,288,1749,1874,1972,2066,1718,997,299,54,10726,283,315,309,299,259,160,40,6,1671,2070,2255,2329,2425,2021,1184,346,60,12684,82,197,102,56,14,0,0,0,456,9,9,19,14,11,0,0,0,65,4,68,124,203,189,205,63,14,872,98,275,248,268,215,205,63,14,1391,3665,3673,3659,4075,3569,2122,662,98,21520,794,916,865,811,638,374,130,16,4544,4556,4862,4771,5154,4426,2704,856,123,27458
SOS77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,13,12,11,0,0,0,60,0,3,4,4,3,0,0,0,24,12,16,22,18,17,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,5,3,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,13,13,12,0,0,0,70,0,6,4,4,3,0,0,0,24,15,23,22,19,17,0,0,0,94
SOS79,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,8,13,17,16,19,3,0,82,5,9,12,14,23,19,3,0,83,79,221,242,235,219,142,23,4,1164,39,61,52,58,61,41,8,0,317,113,292,305,311,300,205,33,6,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,13,0,0,4,0,0,0,0,0,13,118,276,229,227,206,83,12,4,1149,43,79,38,58,75,28,0,0,320,162,364,268,280,279,114,17,4,1486,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,11,15,21,16,19,8,0,94,3,13,16,16,21,19,8,0,98,194,503,465,458,420,233,38,3,2316,80,140,91,112,135,66,12,0,640,276,661,573,591,579,318,49,7,3052
SOS80,1037,871,1107,1055,289,0,0,0,4358,104,404,400,310,435,0,0,0,1656,123,860,1355,1950,2272,2479,1643,780,11461,1268,2138,2861,3321,2988,2479,1643,780,17475,27402,34309,29863,23333,17990,13472,6660,1844,154870,1649,2103,1478,1047,820,610,462,235,8393,30316,38546,34198,27701,21798,16561,8767,2861,180737,467,354,389,283,53,0,0,0,1540,13,117,115,113,63,0,0,0,424,45,195,427,668,640,389,203,83,2663,521,662,938,1066,762,389,203,83,4631,27919,36575,32825,26345,21991,17889,9786,3802,177129,1506,1685,1170,844,634,691,549,426,7508,29956,38922,34934,28257,23389,18971,10542,4313,189264,1503,1218,1498,1338,344,0,0,0,5901,116,518,515,427,502,0,0,0,2077,167,1060,1783,2623,2908,2867,1845,866,14127,1794,2796,3798,4387,3749,2867,1845,866,22107,55320,70883,62689,49677,39976,31361,16442,5647,331999,3156,3785,2650,1886,1456,1296,1009,662,15897,60266,77465,69135,55949,45186,35529,19303,7174,370000
SOS82,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,4,0,0,0,0,16,38,29,42,44,27,25,14,0,211,0,0,0,0,0,3,0,0,13,41,30,48,47,30,28,15,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,0,3,34,19,48,49,38,25,12,3,227,3,0,3,0,5,5,0,0,11,35,20,49,50,42,29,13,3,240,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,4,3,0,13,0,5,0,9,0,4,3,0,19,69,48,87,93,64,48,23,6,442,4,0,3,0,5,7,0,0,19,75,49,96,100,73,58,30,6,481
SOS83,38,20,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,20,3,0,0,0,0,0,65,21,36,26,29,29,24,6,4,177,21,8,0,10,6,6,0,0,53,82,65,27,41,36,31,6,6,292,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,9,34,42,27,25,31,21,3,5,176,7,5,0,10,8,0,0,0,38,40,48,29,33,38,19,3,5,221,45,23,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45,23,7,0,0,0,0,0,76,58,79,48,51,62,44,9,4,352,25,15,6,17,10,7,0,0,86,121,115,61,75,72,52,9,5,519
SOS87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,17,0,3,6,5,0,0,0,0,19,54,46,43,30,22,10,3,0,216,7,12,21,14,13,10,4,0,74,66,60,62,53,38,21,6,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,76,44,31,23,32,8,4,0,214,4,6,7,7,8,4,0,0,32,74,53,33,30,35,10,8,0,249,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,14,0,3,6,4,3,0,0,0,19,136,94,70,56,56,18,7,0,435,10,17,29,20,18,11,5,0,110,148,108,104,77,78,34,10,4,560
SOS91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,5,0,0,18,0,0,0,3,3,5,0,0,18,38,81,62,83,76,82,12,4,440,14,29,24,27,9,23,0,0,117,47,116,90,115,97,107,15,4,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,65,97,77,68,40,9,0,408,8,23,20,13,18,4,3,0,84,50,88,112,98,84,42,9,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,5,0,0,16,0,0,0,6,3,5,0,0,24,79,151,161,165,146,122,26,4,851,20,49,42,39,23,24,0,0,201,99,202,206,209,181,150,26,4,1074
SOS92,6,6,4,4,4,0,0,0,19,0,0,0,0,4,0,0,0,4,0,5,4,6,10,7,9,4,48,6,9,15,6,20,7,9,4,76,81,69,113,116,173,119,59,13,745,16,15,23,24,34,14,15,0,138,102,90,145,143,228,141,82,22,949,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,9,8,0,0,6,5,0,0,0,21,92,95,140,134,206,157,68,23,914,22,18,22,15,26,17,11,3,137,119,110,164,155,244,169,84,29,1070,7,8,9,6,4,0,0,0,31,0,0,0,0,7,0,0,0,7,0,5,4,8,20,7,10,4,57,9,9,13,10,25,7,10,4,92,176,162,248,250,384,271,133,34,1654,38,29,44,38,62,31,27,9,274,223,202,311,296,471,314,162,48,2017
SOS93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,7,0,0,3,3,0,0,0,3,6,27,22,30,52,46,59,20,5,254,25,113,62,36,14,7,6,0,268,50,137,94,87,58,71,32,6,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,31,56,52,40,31,3,272,10,13,0,12,6,9,3,0,52,37,40,33,70,60,47,39,4,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,11,0,0,3,3,0,0,0,3,13,56,51,56,105,95,97,55,9,528,34,121,64,45,23,16,13,0,318,87,173,125,158,119,119,66,15,859
SOS97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,11
