SOS_CODE_2021,M_Mng_0,M_Mng_1_19,M_Mng_20_29,M_Mng_30_34,M_Mng_35_39,M_Mng_40_44,M_Mng_45_49,M_Mng_50_over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_19,M_Pro_20_29,M_Pro_30_34,M_Pro_35_39,M_Pro_40_44,M_Pro_45_49,M_Pro_50_over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_19,M_TTW_20_29,M_TTW_30_34,M_TTW_35_39,M_TTW_40_44,M_TTW_45_49,M_TTW_50_over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_19,M_CPS_20_29,M_CPS_30_34,M_CPS_35_39,M_CPS_40_44,M_CPS_45_49,M_CPS_50_over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_19,M_CA_20_29,M_CA_30_34,M_CA_35_39,M_CA_40_44,M_CA_45_49,M_CA_50_over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_19,M_Sal_20_29,M_Sal_30_34,M_Sal_35_39,M_Sal_40_44,M_Sal_45_49,M_Sal_50_over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_19,M_MOD_20_29,M_MOD_30_34,M_MOD_35_39,M_MOD_40_44,M_MOD_45_49,M_MOD_50_over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_19,M_Lab_20_29,M_Lab_30_34,M_Lab_35_39,M_Lab_40_44,M_Lab_45_49,M_Lab_50_over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_19,F_Mng_20_29,F_Mng_30_34,F_Mng_35_39,F_Mng_40_44,F_Mng_45_49,F_Mng_50_over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_19,F_Pro_20_29,F_Pro_30_34,F_Pro_35_39,F_Pro_40_44,F_Pro_45_49,F_Pro_50_over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_19,F_TTW_20_29,F_TTW_30_34,F_TTW_35_39,F_TTW_40_44,F_TTW_45_49,F_TTW_50_over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_19,F_CPS_20_29,F_CPS_30_34,F_CPS_35_39,F_CPS_40_44,F_CPS_45_49,F_CPS_50_over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_19,F_CA_20_29,F_CA_30_34,F_CA_35_39,F_CA_40_44,F_CA_45_49,F_CA_50_over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_19,F_Sal_20_29,F_Sal_30_34,F_Sal_35_39,F_Sal_40_44,F_Sal_45_49,F_Sal_50_over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_19,F_MOD_20_29,F_MOD_30_34,F_MOD_35_39,F_MOD_40_44,F_MOD_45_49,F_MOD_50_over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_19,F_Lab_20_29,F_Lab_30_34,F_Lab_35_39,F_Lab_40_44,F_Lab_45_49,F_Lab_50_over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_19,F_ID_NS_20_29,F_ID_NS_30_34,F_ID_NS_35_39,F_ID_NS_40_44,F_ID_NS_45_49,F_ID_NS_50_over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_19,F_Tot_20_29,F_Tot_30_34,F_Tot_35_39,F_Tot_40_44,F_Tot_45_49,F_Tot_50_over,F_Tot_hours_NS,F_Tot_Tot
SOS42,78,92,96,72,261,427,185,654,26,1884,34,66,62,77,180,245,79,168,19,944,107,191,177,152,592,776,239,502,38,2777,35,89,67,52,87,93,37,45,9,525,16,38,29,24,108,102,28,42,9,393,21,121,64,33,84,86,31,75,11,522,107,104,122,68,299,313,148,477,33,1672,104,335,204,172,395,365,129,196,53,1960,25,26,15,6,39,40,8,48,54,263,524,1054,831,664,2057,2441,887,2205,257,10929,62,110,112,94,178,172,95,250,9,1076,146,245,286,239,317,311,109,215,19,1889,28,107,112,91,92,66,14,40,5,558,158,576,509,306,316,135,46,86,39,2171,85,344,373,280,409,222,52,72,11,1838,51,367,268,120,163,73,15,26,15,1099,10,26,24,15,22,18,8,22,0,158,70,492,223,127,148,94,21,50,31,1251,23,15,12,16,14,12,0,5,64,166,635,2285,1922,1281,1662,1106,360,768,196,10214
SOS43,302,543,555,529,1064,2587,1141,5859,216,12791,131,313,245,234,674,887,276,682,37,3481,291,489,474,404,1642,2120,657,1500,135,7701,87,275,157,101,195,300,85,151,36,1395,31,96,76,63,245,220,80,158,7,975,42,375,150,94,208,305,94,200,33,1499,256,285,259,204,618,789,369,1277,104,4161,281,1013,565,455,1070,1320,383,806,131,6016,64,75,44,36,111,116,37,135,237,862,1494,3453,2535,2110,5831,8639,3119,10765,937,38884,251,776,790,565,744,1094,350,1226,114,5902,465,941,1169,936,1042,1032,321,635,86,6631,88,331,332,217,293,213,55,134,31,1694,343,1551,1297,720,663,389,108,203,118,5399,245,1319,1320,830,1280,785,179,248,65,6270,157,1140,625,293,396,188,58,96,70,3021,27,78,89,45,62,57,17,83,5,469,186,1158,597,313,357,336,57,215,76,3296,63,86,58,26,57,47,12,34,182,568,1817,7371,6280,3951,4895,4141,1154,2886,749,33245
SOS47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS49,0,3,0,0,12,6,3,6,0,38,5,0,6,3,10,9,6,12,0,55,9,6,4,0,14,15,7,13,3,82,0,8,3,3,0,0,0,0,0,24,3,0,4,4,4,3,0,0,0,19,4,5,3,4,4,4,0,0,0,25,6,3,5,0,13,15,3,14,3,56,9,24,15,12,12,11,0,14,6,96,0,0,3,0,4,0,5,3,12,21,35,49,41,28,74,67,18,70,28,419,0,3,7,4,8,7,0,0,0,26,11,12,3,10,13,13,3,3,0,72,3,0,0,0,7,5,0,6,4,20,5,10,10,6,7,3,0,9,4,55,5,14,4,0,15,4,3,0,0,40,9,10,3,4,6,0,0,0,0,38,0,0,0,0,0,0,0,0,0,8,3,14,4,10,8,3,0,0,0,42,0,0,0,0,0,0,0,0,3,8,42,68,37,32,56,32,10,24,10,311
SOS50,1555,2537,2671,2308,11170,21008,8867,23936,503,74556,2873,6975,5674,5240,22942,35731,10237,20590,726,110981,4941,5797,6208,5365,23722,33509,11529,30092,1897,123062,1518,7270,4701,2628,4689,6924,2357,3989,540,34610,941,2277,1907,1284,8670,8735,2613,4372,203,30998,729,8433,4178,1893,4835,5145,1599,3291,329,30429,3480,4596,4389,2949,10673,11053,5075,17905,1268,61386,2367,13180,7203,3789,8619,8680,2798,7964,1038,55633,384,795,498,394,1449,1804,551,1596,2584,10055,18780,51852,37428,25848,96770,132591,45626,113730,9084,531710,1888,3277,4455,3832,10585,11147,3904,7025,297,46414,7731,17352,19879,14829,27464,26946,7767,12366,808,135147,1224,4651,4354,2682,5861,3981,982,1877,314,25932,4251,24430,20355,11581,14200,7258,1700,3761,1222,88759,4115,15329,16503,9931,25758,16865,3457,4245,730,96928,2119,20456,11036,4440,6738,3723,885,1193,552,51142,697,1360,1140,668,1581,1073,397,1878,153,8945,1335,11732,7109,3366,4024,2432,545,1790,549,32881,378,887,679,392,1156,881,154,383,1901,6813,23735,99481,85503,51724,97367,74311,19794,34521,6533,492968
SOS51,373,373,325,294,1197,2385,1160,3963,97,10167,444,581,526,530,1901,2749,1000,2263,87,10089,1526,1111,1046,916,3893,6674,3017,9446,483,28113,322,673,484,368,694,1316,403,772,70,5097,131,238,187,157,690,761,337,674,28,3209,143,1197,504,342,768,822,312,518,67,4688,1242,833,705,454,1544,2314,1608,6877,310,15893,650,2237,1213,872,1969,2210,852,2446,309,12757,127,139,75,66,207,331,138,491,468,2032,4959,7377,5069,4003,12866,19576,8813,27461,1924,92053,347,576,664,586,1563,1654,636,1423,75,7516,1179,2105,2235,1991,3265,3299,1148,1955,114,17289,339,834,776,543,1034,768,273,636,58,5258,888,3702,3398,2332,2774,1634,444,913,251,16333,854,2553,2574,1690,4096,2737,624,938,123,16196,494,3266,1966,996,1567,821,227,335,103,9783,279,275,269,122,261,319,234,987,51,2800,416,2880,1775,902,1035,796,229,615,163,8797,94,160,101,65,154,129,37,87,378,1206,4894,16336,13763,9232,15753,12163,3845,7888,1320,85191
SOS52,96,94,72,57,147,365,174,720,28,1751,44,64,44,54,167,313,90,265,14,1058,173,158,164,139,409,671,315,1009,80,3105,60,61,73,45,107,188,53,134,20,730,17,43,29,18,72,76,30,70,6,357,13,81,34,26,60,91,30,79,9,415,205,164,120,67,275,373,201,1014,64,2481,103,261,178,118,252,350,128,322,72,1782,34,31,12,11,31,45,15,49,124,343,736,953,719,522,1515,2474,1047,3654,413,12026,72,88,95,99,184,208,101,299,11,1169,123,228,237,169,293,377,117,271,18,1837,36,115,105,66,123,89,33,82,12,656,150,435,384,288,327,244,64,124,56,2068,123,348,330,180,386,327,89,116,26,1930,55,280,201,96,145,90,26,60,22,969,40,53,42,17,39,40,35,153,7,426,72,450,272,141,134,147,50,96,31,1387,23,18,13,4,13,22,7,20,78,204,710,2025,1678,1055,1651,1540,509,1213,248,10624
SOS53,429,579,568,443,712,2086,991,6538,209,12547,214,316,246,198,523,902,342,1018,37,3806,655,553,506,429,1346,2228,910,3964,191,10771,122,240,138,89,153,313,123,269,27,1469,39,92,76,47,180,221,93,250,8,1011,55,341,154,86,175,212,75,228,22,1360,634,405,319,202,574,915,501,3320,135,7003,281,886,517,362,636,963,422,1505,151,5722,74,68,47,36,74,125,30,198,251,905,2504,3473,2564,1894,4383,7982,3487,17293,1017,44592,317,752,814,550,624,1182,409,1678,124,6447,487,1032,1058,732,953,1091,365,752,50,6518,127,418,352,227,308,277,85,298,34,2127,318,1351,1111,643,668,467,113,282,81,5038,327,1498,1284,744,1226,989,209,491,72,6830,149,1005,586,263,315,242,67,136,51,2810,133,141,157,57,96,116,55,420,34,1212,174,1154,565,327,375,322,115,489,79,3600,56,66,57,38,44,48,17,62,222,606,2092,7428,5979,3582,4609,4736,1429,4598,743,35194
SOS57,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,27,0,32,3,6,0,0,0,0,0,68,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23,0,25,3,5,0,0,0,0,4,68,5,86,0,0,0,0,0,0,0,7,0,12,9,11,5,0,4,4,9,198,5,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,16,0,29
SOS59,9,11,3,0,7,12,3,13,5,57,18,12,11,3,9,22,9,17,4,115,24,14,12,16,28,39,13,93,0,232,3,6,5,7,5,9,4,11,0,51,6,8,3,0,7,11,0,5,0,36,5,4,6,0,5,4,0,5,0,29,23,15,7,14,7,25,8,85,6,182,8,15,16,10,25,29,14,49,4,169,0,0,0,0,0,0,3,3,3,19,95,88,71,48,92,146,51,283,18,899,7,7,4,4,14,8,0,3,0,49,25,23,15,14,19,25,5,6,6,139,9,4,0,0,8,3,0,12,0,34,11,36,37,18,28,19,5,15,0,172,16,21,11,12,16,25,7,9,4,112,9,8,8,4,8,10,0,0,0,47,5,0,0,4,0,4,0,15,0,31,5,20,17,8,18,20,3,29,0,120,0,0,0,0,3,0,0,0,0,11,80,124,94,58,124,106,25,96,12,715
SOS60,152,322,346,325,1442,1775,703,1619,49,6732,287,862,784,747,2927,2392,745,1302,49,10095,242,542,765,627,2746,3060,569,867,126,9548,219,908,789,563,828,616,225,343,83,4574,126,313,260,205,1303,671,191,264,30,3352,101,924,545,255,706,448,162,206,37,3384,157,363,391,221,801,787,315,470,63,3568,167,1168,854,463,1112,840,251,329,92,5286,46,88,74,40,199,154,46,85,205,947,1500,5488,4811,3439,12063,10741,3214,5485,746,47489,189,322,491,448,1201,964,377,698,33,4717,856,1752,2292,1905,3136,2086,696,1014,83,13812,84,358,430,236,518,278,58,76,32,2065,483,2330,2173,1273,1434,618,194,324,138,8967,455,1167,1505,1094,2885,1084,278,324,47,8850,242,1854,1027,381,714,223,65,77,56,4642,27,89,72,45,79,47,19,32,8,409,141,1329,705,245,372,185,43,84,48,3150,32,97,85,56,141,79,17,39,175,718,2520,9301,8784,5683,10482,5556,1742,2655,605,47332
SOS61,174,254,256,228,1162,1717,744,1720,48,6304,206,468,438,420,1671,1674,524,921,36,6356,360,621,590,597,2983,3622,954,1475,149,11352,232,603,590,419,625,530,214,336,55,3595,87,192,186,138,764,588,201,266,22,2451,111,831,395,226,676,568,194,255,31,3293,369,451,525,361,1436,1371,659,1404,124,6696,314,1378,799,588,1665,1257,366,547,142,7057,54,75,60,67,184,171,67,117,271,1059,1902,4874,3836,3053,11160,11502,3914,7045,884,48170,163,304,377,304,906,820,274,578,34,3750,617,1221,1587,1374,2233,1710,500,840,66,10157,116,441,454,289,593,331,71,92,35,2425,615,2508,2618,1545,1590,789,216,415,137,10418,440,1227,1543,1039,2498,1101,215,297,56,8414,326,2281,1237,617,912,353,137,97,89,6049,41,132,114,49,103,85,27,67,8,622,257,1743,1058,526,695,372,95,159,86,4984,68,107,62,56,99,60,9,32,162,654,2638,9961,9045,5791,9641,5615,1541,2570,665,47477
SOS62,36,56,67,44,161,276,99,275,11,1035,48,90,76,67,186,212,65,132,13,883,50,126,120,94,403,509,123,254,35,1718,39,83,59,39,64,69,23,38,6,415,12,32,36,25,76,47,14,37,3,278,14,70,43,20,69,48,15,26,4,313,42,61,55,44,187,205,100,248,27,976,76,185,111,81,203,232,45,116,31,1082,14,14,14,10,26,35,12,24,35,179,330,716,593,415,1372,1642,495,1150,164,6881,41,58,84,58,109,132,44,109,15,644,93,207,242,193,218,196,78,111,19,1351,23,67,81,57,62,42,9,23,4,369,87,333,298,164,140,74,20,50,26,1188,60,225,234,142,287,149,33,35,8,1170,41,259,149,94,102,53,4,21,11,740,5,10,7,8,7,12,6,20,0,78,59,286,135,64,76,62,20,30,16,746,15,11,11,5,17,6,3,3,30,106,429,1457,1235,797,1019,722,215,401,127,6395
SOS63,172,345,317,290,706,1339,503,2178,107,5962,158,347,296,249,661,660,202,480,24,3071,242,415,398,396,1481,2021,497,937,120,6502,101,234,205,134,223,171,78,116,18,1285,41,121,88,68,235,178,62,112,3,906,53,260,137,80,200,182,61,116,17,1114,199,240,237,159,591,771,379,824,85,3489,228,648,409,365,762,748,230,426,96,3909,42,55,44,31,77,105,34,96,171,649,1235,2669,2131,1778,4946,6178,2045,5280,636,26894,142,395,379,317,496,578,198,681,40,3234,335,768,964,688,865,782,253,428,50,5143,73,287,302,137,304,209,32,80,20,1444,316,1106,1078,559,530,303,91,148,64,4193,229,830,851,553,1051,512,89,161,36,4316,123,808,511,234,318,148,52,55,36,2286,34,57,69,29,45,39,16,47,14,351,156,858,480,203,249,225,64,111,56,2407,26,74,42,23,46,36,12,24,102,385,1430,5194,4675,2744,3902,2841,809,1739,422,23755
SOS67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS69,3,5,0,0,5,6,0,0,0,18,5,0,0,0,0,0,0,3,0,15,6,0,4,0,5,11,7,0,0,39,0,9,5,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,5,4,0,9,9,4,5,0,32,3,3,7,4,7,7,0,4,0,34,0,0,0,0,0,3,0,0,4,8,12,17,20,12,27,42,14,20,6,174,0,0,0,0,4,0,0,0,0,5,8,3,5,8,6,5,3,0,0,36,0,0,0,0,3,0,0,0,0,8,4,11,4,0,0,0,0,4,0,19,0,4,5,4,7,0,0,0,0,22,0,9,6,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,5,4,7,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,15,30,23,14,29,13,7,0,0,133
SOS70,140,107,87,133,833,1221,502,1509,30,4555,213,289,253,307,1645,1657,453,928,48,5790,288,278,334,306,1811,2251,674,1463,148,7563,198,333,326,258,768,1228,442,758,89,4404,80,127,131,123,840,615,174,333,24,2440,57,365,288,148,390,280,93,201,23,1854,171,183,281,159,530,579,237,727,45,2917,97,542,397,233,610,537,147,434,75,3063,36,35,34,28,139,156,24,85,201,741,1272,2256,2137,1701,7568,8526,2756,6444,678,33330,206,131,192,218,981,892,327,742,32,3728,607,647,753,782,2484,2114,568,1041,74,9076,59,148,185,130,386,255,43,125,21,1346,287,901,934,623,1340,823,221,397,95,5610,374,524,601,537,2527,1279,325,420,73,6676,120,826,551,274,569,276,67,103,29,2806,24,26,51,14,80,65,21,76,3,368,61,458,399,223,356,203,42,134,31,1917,40,36,37,22,119,57,7,28,145,490,1784,3703,3704,2830,8840,5957,1629,3062,508,32019
SOS71,36,30,29,43,321,326,152,348,14,1304,85,86,79,105,539,492,142,258,28,1811,75,96,81,69,522,639,268,413,31,2196,81,133,100,96,442,377,133,333,30,1723,32,19,33,24,227,133,37,63,5,582,10,102,60,21,122,88,28,58,9,496,28,40,42,33,154,148,87,177,15,733,43,133,89,64,238,198,46,130,17,947,25,9,13,7,56,55,14,38,123,349,412,653,524,455,2617,2457,915,1821,272,10139,65,41,46,42,319,247,115,227,9,1111,224,228,249,304,892,781,193,372,30,3274,21,41,29,30,102,71,17,38,5,356,121,241,228,205,654,277,83,201,39,2044,100,159,163,122,782,349,72,140,25,1922,31,170,106,64,152,93,29,47,11,706,3,12,7,4,24,13,5,10,3,82,29,116,74,51,120,101,25,50,18,582,21,13,6,12,55,43,6,12,92,267,610,1025,912,840,3103,1967,549,1100,235,10342
SOS72,19,21,13,7,83,94,42,136,4,428,29,34,48,23,142,110,23,76,13,503,34,37,40,26,98,147,41,142,12,574,27,58,51,59,137,97,27,72,11,539,6,6,9,5,38,48,11,18,3,137,0,22,23,12,21,21,4,4,4,105,11,18,27,14,42,58,10,98,9,289,20,61,41,37,136,99,16,58,11,483,7,8,0,3,8,10,0,3,50,99,162,262,256,185,707,689,169,605,121,3152,20,11,19,18,86,80,33,114,0,377,57,93,80,48,216,193,49,149,12,892,9,15,21,12,22,26,7,19,0,128,41,121,129,100,200,104,26,63,16,809,29,49,42,44,149,85,19,37,9,464,8,53,48,25,38,27,5,5,4,220,4,4,11,0,9,13,0,9,0,45,12,42,36,15,40,30,3,15,10,210,14,5,3,4,0,0,0,0,57,88,189,396,389,276,763,550,140,416,114,3228
SOS73,46,49,31,31,166,260,107,604,28,1325,44,44,41,29,172,191,51,150,10,724,121,85,90,86,382,586,165,606,45,2161,42,47,43,42,108,132,66,89,10,585,23,19,18,12,100,75,21,58,3,315,4,48,17,22,36,41,10,26,8,209,83,62,43,36,99,143,73,401,22,953,30,155,68,54,203,191,59,358,31,1143,12,7,4,5,21,25,3,43,68,192,405,521,347,312,1279,1643,556,2330,221,7609,46,35,48,51,179,205,89,292,18,955,118,114,123,139,320,265,96,185,17,1381,15,35,48,30,99,57,22,62,8,383,65,161,157,98,235,151,42,75,24,1017,81,135,166,116,478,320,78,118,16,1516,31,154,80,38,93,61,22,32,5,521,12,8,13,7,27,17,3,48,4,140,19,115,78,56,97,49,24,167,10,621,7,8,4,10,20,17,7,9,40,124,396,775,723,548,1541,1151,385,995,148,6660
SOS77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,16,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,11,3,23,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,33,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SOS79,9,0,3,0,0,10,0,6,0,28,8,5,4,5,5,9,0,3,0,35,7,5,0,0,8,6,0,14,0,38,6,0,5,3,0,0,0,0,0,18,3,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,3,22,0,5,4,4,9,9,0,20,6,58,0,0,0,0,0,0,0,0,10,18,39,24,18,22,32,41,12,53,17,242,8,6,0,0,0,5,0,3,0,22,18,9,9,8,10,10,4,8,3,66,0,0,0,0,0,0,0,5,0,7,9,3,4,3,14,9,4,6,0,45,8,5,9,0,4,0,0,5,0,31,6,4,0,5,4,0,3,3,0,13,4,0,0,0,0,0,0,3,0,9,0,6,5,0,16,4,0,11,0,49,0,0,0,0,0,0,0,0,4,5,53,37,19,18,52,25,13,28,11,259
SOS80,750,668,780,808,5113,7144,2841,5530,119,23751,990,2205,1757,1679,11138,12267,2700,4567,191,37489,594,1106,1239,980,4834,6185,1657,2507,262,19371,497,2188,1339,711,1717,1705,701,1036,131,10031,390,768,680,519,4439,2716,680,833,62,11084,222,1964,1014,430,1226,891,307,533,57,6633,221,630,647,335,991,1145,483,938,117,5522,341,2030,1332,543,1481,1556,362,627,160,8439,99,197,161,120,669,642,146,347,468,2851,4102,11755,8956,6113,31621,34261,9879,16926,1557,125176,1263,773,1378,1588,5025,5188,2039,3090,69,20421,2325,3645,4395,3666,11230,8984,2500,3543,185,40477,218,646,664,416,1235,772,186,208,46,4393,947,4762,3349,1899,3238,1569,393,684,175,17018,1260,2604,3159,2142,9033,4611,969,1010,168,24964,496,3519,1690,598,1214,572,155,214,58,8524,35,109,67,54,98,64,22,27,0,472,177,1403,909,286,557,281,63,152,46,3877,123,203,208,154,662,453,99,179,322,2402,6848,17663,15830,10795,32295,22498,6425,9111,1076,122535
SOS82,3,0,0,0,8,7,5,8,0,32,0,3,3,0,8,13,4,7,0,40,0,0,0,0,3,13,5,3,0,31,0,5,0,0,5,0,0,0,0,13,0,0,0,0,3,3,0,0,0,9,0,3,0,0,0,5,0,0,0,5,0,0,0,0,3,3,0,0,0,13,0,0,4,0,0,6,0,0,0,16,0,0,0,0,0,0,0,0,0,4,7,17,10,5,28,53,16,22,3,168,0,0,4,0,9,7,0,3,0,32,4,8,10,10,8,9,0,5,0,56,0,0,7,0,0,5,0,0,0,6,0,7,4,4,0,0,0,0,0,19,0,6,7,6,15,4,3,0,0,38,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,9,29,24,19,34,32,10,9,0,166
SOS83,5,7,0,5,11,9,3,64,0,99,0,0,4,0,8,3,5,9,0,20,0,0,0,0,7,13,8,12,0,40,3,0,0,0,0,0,0,6,0,16,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,4,0,0,11,0,0,0,0,0,0,0,3,0,0,7,12,8,10,22,43,12,97,0,209,3,5,4,3,6,9,0,13,0,35,0,5,5,5,5,4,0,3,0,30,0,0,0,0,3,5,0,0,0,6,6,3,0,3,0,3,0,0,0,17,4,3,0,4,9,5,0,0,0,28,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,18,11,16,26,24,8,22,0,143
SOS87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS89,0,0,0,0,0,3,0,9,0,6,0,0,0,0,8,9,0,0,0,22,5,3,0,0,7,4,4,3,0,20,0,3,6,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,4,0,4,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,15,14,4,22,22,6,13,3,104,8,0,3,3,4,3,0,0,0,20,0,6,5,0,7,7,0,0,0,30,0,0,0,0,3,0,0,0,0,8,0,5,0,3,0,4,0,0,0,11,3,0,0,4,11,0,0,0,0,17,0,14,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,30,12,10,28,9,4,10,0,111
