SOS_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
SOS69,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,0,7,0,18,8,5,7,6,0,0,10,6,3,46,6,3,8,0,0,0,9,8,0,36,0,0,7,6,0,0,16,3,4,42,5,0,3,3,0,0,0,5,3,20,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,39,17,0,3,32,34,8,174,0,0,0,0,0,0,0,0,0,8,0,0,3,5,0,3,0,0,0,18,0,9,0,3,8,3,0,4,0,33,0,4,3,4,3,5,0,8,0,36,0,11,0,3,3,0,0,7,0,22,0,11,0,0,9,4,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36,8,19,22,18,3,18,3,133
SOS70,24,31,251,219,55,332,93,407,37,1444,156,238,811,768,209,287,252,376,89,3174,874,1716,2242,1427,685,505,767,827,210,9251,1195,1543,1849,923,596,286,600,566,152,7711,1137,1140,1351,656,457,203,566,435,129,6087,874,770,830,334,334,168,492,340,87,4231,267,314,221,70,102,66,131,105,29,1301,35,37,9,4,10,5,16,9,4,127,7,0,0,0,4,0,0,0,5,14,4555,5790,7563,4404,2440,1854,2917,3063,741,33330,27,37,57,387,178,614,21,143,37,1495,137,453,166,758,607,387,42,140,50,2761,796,3066,443,1845,1777,644,85,424,148,9222,1055,2482,343,1223,1531,439,73,406,115,7674,979,1617,195,805,1351,362,70,436,83,5899,609,1130,105,459,946,262,59,286,41,3890,108,276,37,124,251,81,12,77,22,983,14,17,0,6,33,11,0,4,6,86,0,0,0,0,0,0,0,0,0,0,3728,9076,1346,5610,6676,2806,368,1917,490,32019
SOS71,0,13,94,72,20,112,15,93,20,443,28,89,189,142,32,64,31,97,29,706,249,520,657,503,150,132,147,240,109,2705,337,478,526,413,131,78,187,165,76,2385,298,305,355,328,116,39,145,153,53,1796,271,308,297,221,101,40,152,138,45,1569,99,94,78,41,26,30,49,54,16,479,9,11,5,10,0,8,5,6,0,47,0,0,0,0,0,0,0,0,0,4,1304,1811,2196,1723,582,496,733,947,349,10139,3,21,19,126,56,160,0,59,21,468,28,177,41,207,140,68,9,30,20,711,235,1087,106,631,491,185,18,133,79,2971,272,813,83,458,430,98,17,111,49,2323,305,589,49,333,391,92,15,122,54,1952,196,445,41,235,326,81,13,100,33,1478,58,139,16,53,76,29,9,25,6,406,3,0,0,4,10,3,0,7,0,30,0,0,0,0,0,0,0,0,0,0,1111,3274,356,2044,1922,706,82,582,267,10342
SOS72,0,7,23,14,0,4,8,32,10,103,4,49,52,56,10,23,9,45,14,266,68,118,126,150,30,30,51,120,11,711,94,137,123,135,30,22,68,107,17,723,103,79,130,104,26,16,73,89,19,639,111,85,89,57,27,10,62,68,13,521,39,31,25,17,10,4,14,19,6,172,6,3,0,0,5,0,6,7,0,17,0,0,0,0,0,0,0,0,0,0,428,503,574,539,137,105,289,483,99,3152,0,9,9,56,9,26,3,22,5,135,12,51,9,86,40,18,0,24,14,261,74,200,30,207,108,67,12,49,17,757,88,200,36,181,103,47,10,37,18,732,98,192,24,155,102,27,7,44,17,665,87,193,11,100,82,27,4,28,6,541,24,46,4,18,17,6,0,8,4,127,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,377,892,128,809,464,220,45,210,88,3228
SOS73,11,8,132,29,9,47,26,155,16,431,30,37,214,61,21,37,60,178,19,649,196,145,472,128,49,28,153,253,38,1473,298,168,445,121,53,20,166,164,39,1479,364,178,469,136,91,32,252,204,27,1749,303,135,347,79,65,28,220,134,37,1343,109,44,69,24,26,13,70,44,12,419,27,10,12,3,3,0,6,11,0,68,0,0,0,0,0,0,0,0,0,0,1325,724,2161,585,315,209,953,1143,192,7609,7,13,23,87,43,149,6,80,9,429,22,64,44,119,96,51,18,99,16,532,149,300,104,212,298,75,32,95,22,1282,249,345,57,208,306,71,23,108,33,1396,303,361,68,225,418,83,35,105,13,1612,180,226,57,140,294,64,18,109,15,1115,49,67,21,22,66,23,7,19,7,273,6,5,0,0,7,0,0,0,3,20,0,0,0,0,0,0,0,0,0,4,955,1381,383,1017,1516,521,140,621,124,6660
SOS77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,16,0,7,4,0,0,0,0,0,0,10,0,0,4,0,0,0,0,9,0,9,0,3,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,6,0,0,4,23,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SOS79,0,0,0,0,0,0,0,0,0,3,0,3,6,0,4,0,0,5,0,17,7,13,7,7,3,0,9,30,5,76,12,14,14,6,0,0,0,11,4,67,4,7,8,0,0,0,3,3,3,36,5,5,0,4,0,0,3,3,0,26,0,0,4,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,35,38,18,13,4,22,58,18,242,0,0,0,4,0,0,0,6,0,13,0,3,0,9,0,0,6,3,0,18,5,24,4,23,8,3,3,25,6,96,13,20,3,9,8,0,0,6,0,54,7,13,0,0,8,3,6,6,0,46,0,6,3,0,6,7,0,0,0,16,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,66,7,45,31,13,9,49,5,259
SOS80,342,246,927,1151,250,1457,256,1313,88,6029,1068,2429,2651,1982,1246,1384,510,1186,272,12732,4344,10432,6099,2761,2912,1706,1480,2305,766,32808,7035,10613,4249,1836,2512,814,1044,1487,719,30317,6572,7528,3044,1335,2278,588,965,1039,590,23945,3521,4510,1844,732,1479,435,901,815,307,14537,745,1504,488,217,350,189,338,253,100,4186,115,205,54,21,47,51,25,35,16,568,16,17,5,0,0,5,0,4,6,58,23751,37489,19371,10031,11084,6633,5522,8439,2851,125176,185,316,250,2243,567,2537,49,546,76,6763,818,2959,700,3528,2954,1798,60,402,245,13468,4350,12704,1364,4230,5874,1656,109,991,723,32002,6563,11178,905,2891,5571,837,59,673,616,29288,5599,7827,656,2232,5367,768,99,573,433,23551,2517,4306,414,1516,3670,674,85,531,232,13943,357,1082,84,349,871,236,12,153,47,3199,23,100,17,25,85,19,0,9,11,299,4,4,0,0,5,3,0,5,9,26,20421,40477,4393,17018,24964,8524,472,3877,2402,122535
SOS82,0,0,0,3,0,0,0,3,0,10,0,0,6,0,0,0,3,0,0,12,4,6,10,0,5,0,0,0,0,30,5,12,14,0,6,0,0,3,0,41,21,11,6,4,0,0,0,0,0,46,5,7,0,0,0,0,5,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,32,40,31,13,9,5,13,16,4,168,0,0,0,5,0,5,0,3,0,16,0,0,0,10,6,0,0,0,0,15,8,5,4,0,6,0,0,0,0,18,6,18,0,4,7,0,0,0,4,41,6,17,0,9,18,0,0,0,0,47,6,8,0,0,3,0,0,0,0,25,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,56,6,19,38,5,0,6,6,166
SOS83,11,0,0,5,0,3,0,0,0,20,22,4,5,4,0,0,0,0,0,35,26,4,14,5,0,0,0,0,0,53,10,10,6,4,0,0,0,5,0,28,9,4,6,0,3,0,0,0,0,29,14,0,4,3,3,0,0,6,0,24,11,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,20,40,16,4,4,0,11,0,209,0,0,0,0,0,3,0,3,0,7,8,0,4,0,8,0,0,6,0,14,11,10,5,3,6,0,0,5,0,37,7,9,4,0,3,0,0,0,0,25,4,8,0,3,5,0,0,0,0,25,4,6,0,4,0,0,0,0,0,21,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,6,17,28,8,0,10,0,143
SOS87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS89,0,0,0,6,0,0,0,0,0,10,0,0,3,7,0,0,0,6,0,18,0,8,8,6,0,4,3,0,0,30,0,6,6,0,0,0,0,8,0,23,0,3,9,3,0,6,0,0,0,14,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,20,19,8,8,4,12,0,104,3,0,0,0,0,10,0,0,0,14,0,0,0,10,0,3,0,4,0,23,0,12,0,0,9,5,0,0,0,31,5,7,0,0,0,0,0,0,0,16,4,3,0,0,0,0,0,0,0,13,7,7,0,0,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,8,11,17,14,0,9,0,111
SOS91,0,0,0,7,0,0,0,0,0,8,0,0,3,0,0,0,8,0,0,16,9,6,28,17,0,0,5,11,3,77,8,3,17,9,0,0,11,5,0,65,14,10,21,12,3,0,13,6,7,79,13,9,22,3,0,0,9,6,3,73,8,0,16,0,5,0,11,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,25,118,49,16,3,63,46,12,382,0,0,0,10,0,0,0,3,0,22,0,3,0,4,0,0,0,0,0,10,4,19,4,12,12,3,0,3,0,55,12,20,5,15,21,0,3,7,0,81,13,17,3,10,12,3,0,9,0,71,10,6,0,0,14,0,0,8,0,43,4,4,0,5,0,0,3,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,64,9,62,64,6,4,45,6,300
SOS92,0,0,8,9,0,6,0,5,0,34,3,4,9,3,0,4,0,11,0,38,11,9,24,8,6,4,4,18,0,71,24,14,34,6,8,4,12,14,0,118,20,11,37,10,8,3,8,11,0,108,39,15,59,15,3,6,9,16,3,167,8,8,13,3,4,3,8,6,0,50,3,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,110,66,188,52,30,29,40,75,11,595,4,0,0,21,0,0,0,5,0,31,3,8,4,17,10,0,0,8,0,49,7,16,5,27,12,9,6,0,0,79,21,20,3,18,26,12,0,11,0,112,30,13,5,18,31,16,0,14,0,123,29,30,10,20,35,14,0,16,0,160,10,8,0,5,14,15,0,11,4,61,8,0,0,5,4,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,101,94,28,129,127,72,9,62,7,639
SOS93,0,0,3,0,0,0,4,0,0,5,0,0,0,0,0,0,0,3,0,9,3,3,8,0,0,0,0,3,0,18,4,7,3,0,6,0,3,4,0,26,9,3,8,0,0,4,7,5,0,38,4,4,12,0,0,0,3,5,3,30,6,3,9,3,0,0,5,5,0,26,3,0,5,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,35,16,45,8,10,9,14,28,0,160,0,0,0,8,0,0,0,0,0,10,0,4,0,0,3,0,0,3,0,9,5,7,3,4,8,0,0,0,0,26,10,4,0,4,0,3,0,3,0,23,8,13,0,7,10,3,0,0,0,39,0,3,5,0,10,8,0,3,0,36,0,3,0,4,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,28,10,34,37,15,6,16,0,166
SOS97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
