SUA_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
2013,11,3,115,64,22,205,13,114,27,569,42,73,208,133,95,101,33,98,4,792,136,281,405,294,232,136,115,233,52,1885,157,250,308,244,244,103,140,180,39,1664,190,213,284,240,261,142,173,248,28,1769,145,203,284,233,224,93,197,222,29,1629,61,70,54,53,59,15,45,50,14,425,9,3,0,9,0,0,3,5,5,38,10,0,0,0,0,0,0,0,0,8,755,1102,1660,1266,1139,799,714,1146,200,8776
2014,3,0,41,57,10,129,9,86,7,344,12,32,87,74,18,45,41,56,10,373,48,174,128,146,60,47,85,88,14,784,87,156,155,118,82,50,94,107,27,875,122,162,159,141,120,67,124,134,30,1063,106,143,108,130,109,44,174,136,21,980,59,58,27,37,36,14,31,40,3,301,11,3,0,0,3,0,4,7,3,36,0,0,0,0,0,0,0,0,0,5,449,735,702,689,441,400,568,664,118,4769
2015,4,8,53,69,9,171,14,94,6,432,44,63,124,117,52,78,28,53,9,554,142,416,214,230,112,96,61,113,28,1419,187,360,189,179,129,70,50,129,23,1324,218,287,183,206,172,96,57,129,17,1361,160,211,131,174,154,73,80,132,17,1133,40,73,30,24,39,21,17,33,5,288,11,9,4,0,4,5,5,7,4,42,0,0,0,0,0,0,5,0,0,3,798,1426,931,1008,677,615,307,690,114,6565
2016,23,28,178,176,68,600,22,342,29,1472,113,254,427,364,187,277,106,331,41,2103,485,1266,849,666,461,345,272,729,107,5191,662,1075,582,563,495,281,284,651,96,4685,739,796,505,567,636,335,348,643,81,4651,598,639,439,384,582,283,331,532,60,3840,167,215,102,98,176,69,116,157,24,1126,33,22,12,5,12,12,17,16,8,124,3,0,0,0,0,0,0,0,8,17,2829,4286,3097,2826,2625,2212,1489,3400,449,23209
2017,13,4,46,45,15,115,6,74,0,319,49,56,113,98,40,80,17,74,3,529,151,284,203,167,116,83,56,192,23,1274,151,214,151,116,116,74,39,171,23,1051,129,144,91,111,132,73,53,114,10,863,160,138,91,108,130,57,68,119,19,892,58,61,22,26,32,19,18,32,7,265,16,4,0,5,0,3,0,5,9,35,3,0,0,0,0,0,0,0,0,3,718,899,715,673,586,502,263,782,100,5241
2018,18,9,135,191,50,507,26,271,12,1215,56,186,345,321,217,244,64,176,28,1637,310,997,760,540,564,305,240,394,81,4189,418,831,557,407,567,214,257,379,82,3703,429,622,464,460,592,250,310,403,70,3602,317,475,451,325,483,211,286,346,60,2958,100,128,84,76,101,57,87,91,21,746,16,10,7,6,10,7,3,6,10,72,0,0,0,0,0,0,0,0,0,3,1669,3255,2802,2321,2584,1795,1263,2077,368,18132
2019,7,3,80,99,25,219,21,189,22,666,42,70,164,145,46,99,41,111,15,728,160,474,322,272,137,149,92,183,22,1811,228,439,245,240,183,115,110,169,26,1755,247,343,215,288,243,135,130,215,32,1854,173,282,150,217,247,128,168,206,20,1596,70,80,53,44,73,39,44,58,9,471,16,6,6,0,4,5,3,3,4,46,4,0,0,0,0,0,0,0,0,8,943,1698,1238,1307,960,886,612,1133,145,8934
2020,8,18,184,178,57,352,34,301,13,1145,98,154,370,304,173,217,73,294,29,1723,423,949,889,540,479,271,256,572,79,4462,518,880,614,464,449,250,242,372,65,3860,607,732,530,493,492,235,309,460,63,3922,523,622,410,389,486,211,301,383,49,3370,216,199,103,89,122,54,95,113,19,1012,74,28,8,10,16,8,10,14,12,185,16,0,0,0,0,0,0,0,6,25,2479,3580,3121,2466,2279,1594,1324,2514,337,19700
2021,24,6,169,171,55,493,27,317,21,1299,73,132,272,277,116,228,60,258,30,1444,273,906,690,495,293,279,158,536,70,3694,435,901,532,428,362,218,150,379,49,3443,538,761,398,464,502,253,225,375,66,3578,409,608,285,391,437,262,257,401,46,3106,141,149,79,66,107,67,70,124,19,823,30,18,17,4,7,3,7,18,7,112,0,0,0,0,0,0,0,0,0,3,1926,3489,2438,2300,1882,1799,953,2406,309,17499
3000,358,265,3501,2909,773,5473,710,5053,536,19574,1110,2122,4907,3205,1801,2191,1863,4987,521,22708,5631,8117,10511,6106,5504,3057,5249,9556,1199,54935,9322,9117,9877,6446,7002,3001,6314,7367,1310,59764,12169,9353,9269,7716,8324,3972,8231,8482,1519,69032,11723,7953,7832,6533,7421,3713,8030,8670,1292,63159,6215,2452,1950,1351,2065,1124,2265,2475,620,20516,2159,262,173,99,278,178,201,362,292,4000,248,10,3,3,20,13,12,37,82,434,48935,39646,48027,34368,33168,22725,32887,46990,7372,314121
3001,4,3,52,114,12,132,13,109,3,440,44,71,176,245,57,59,36,142,17,857,220,238,421,419,161,137,128,326,40,2078,261,267,342,189,185,126,141,152,34,1695,256,219,222,155,156,125,151,168,20,1474,219,116,149,104,123,114,96,115,18,1056,60,58,39,18,38,32,40,39,0,328,12,11,4,0,6,3,3,3,0,41,0,0,0,0,0,0,0,0,0,0,1075,970,1396,1247,745,728,608,1063,137,7967
3002,1093,1894,6840,13032,3703,23187,3362,15258,1035,69396,5516,19708,17415,23176,15539,17239,7616,14003,2274,122487,27591,82454,40354,33035,35334,18373,17055,22381,5501,282075,44005,84947,33471,26620,37480,13775,15774,17893,5278,279247,43511,65377,27347,24829,37771,13501,15492,17921,4134,249863,24221,38109,18431,16525,27663,10355,13014,14827,2498,165647,5578,9883,4015,3318,6685,2952,3277,3808,698,40209,834,1076,306,212,612,386,242,426,255,4353,76,51,9,3,36,26,15,11,87,306,152431,303498,148190,140741,164821,99787,75836,106531,21752,1213582
3003,38,23,244,383,87,743,75,516,44,2140,128,232,440,529,280,382,141,484,42,2665,536,1063,1000,820,602,432,353,987,103,5890,710,1262,759,809,656,390,410,662,97,5764,735,1232,770,869,845,426,487,736,102,6195,582,862,650,768,721,365,499,711,50,5210,186,227,137,137,191,112,118,204,18,1329,48,24,13,12,21,13,17,30,26,199,5,0,0,0,9,0,0,0,3,15,2967,4919,4015,4324,3405,2863,2094,4338,486,29407
3004,72,82,522,803,201,1704,138,939,81,4544,247,664,1133,1203,523,793,248,680,104,5607,1195,3700,2706,2563,1463,1047,609,1209,261,14746,2059,3911,2344,2372,1951,956,809,1293,244,15941,2347,3664,2223,2365,2232,1162,1010,1428,266,16688,1552,2495,1467,1468,1842,1001,889,1222,178,12113,446,725,354,296,467,330,258,339,64,3264,69,70,27,21,54,39,14,50,12,368,5,0,5,0,4,3,0,6,4,32,7993,15309,10791,11091,8730,7027,3973,7157,1218,73295
3005,7,8,109,74,23,221,10,133,14,599,37,101,157,92,76,88,64,85,8,710,149,324,343,147,156,122,236,213,37,1725,226,280,336,140,221,104,283,151,31,1764,198,185,230,102,167,119,253,134,31,1425,116,119,154,56,138,74,222,116,15,1012,32,27,43,10,30,15,43,25,0,225,9,3,8,0,6,0,4,0,0,39,0,0,0,0,0,0,0,0,0,0,764,1047,1387,627,816,731,1119,860,141,7505
3006,20,15,226,216,59,504,66,359,24,1484,76,207,435,260,168,211,166,265,29,1818,304,840,1015,506,414,265,493,478,123,4454,407,844,996,495,474,250,490,492,99,4546,481,787,897,515,560,268,574,471,103,4660,332,479,596,311,399,204,562,369,54,3310,84,98,91,45,70,40,99,92,11,629,11,13,6,3,6,8,5,6,5,53,0,0,0,0,0,0,0,0,0,0,1716,3282,4265,2349,2151,1747,2445,2528,454,20948
3007,278,435,1958,3924,848,7058,724,4298,396,19928,1418,3940,5031,6349,3174,5101,1391,3507,631,30543,7538,17319,12091,9583,7665,5673,3365,5871,1537,70639,11819,18241,10927,8036,9061,4841,3207,5158,1515,72798,11709,15078,9407,8225,10184,5547,3676,5556,1347,70727,7427,9413,6374,5950,8127,4607,3353,5000,836,51075,2347,3114,1611,1242,2463,1672,1082,1488,336,15342,410,339,119,87,272,260,125,176,122,1907,37,25,7,5,20,14,0,8,46,157,42968,67905,47538,43398,41809,34765,16920,31063,6756,333117
3008,7,5,100,110,31,224,26,201,6,718,38,60,152,140,64,143,59,153,23,823,115,240,347,224,184,161,143,268,35,1726,168,292,265,236,192,139,152,199,28,1677,176,289,247,268,253,156,197,238,33,1854,144,204,179,223,206,114,149,199,25,1442,60,50,38,43,48,23,35,42,8,352,4,8,4,0,10,7,0,3,0,44,3,0,0,0,0,0,0,0,3,8,712,1151,1332,1243,1000,970,761,1301,169,8638
3009,16,15,147,265,53,524,37,303,31,1393,52,162,268,304,128,222,57,225,22,1438,253,794,587,653,298,305,157,329,50,3424,417,942,593,707,438,297,185,336,70,3988,536,911,551,817,576,331,274,432,83,4515,416,694,440,657,493,309,281,442,68,3797,113,200,91,121,125,97,69,93,29,940,18,19,0,3,11,6,11,10,12,86,0,0,0,0,0,3,0,0,7,12,1824,3732,2684,3536,2123,2092,1066,2174,368,19593
3010,4,5,49,39,22,124,6,89,8,342,17,64,96,67,59,48,12,104,6,477,84,156,165,134,79,86,49,263,16,1041,89,178,112,133,94,51,63,129,20,863,116,117,115,129,93,66,57,104,16,809,98,107,92,94,80,51,68,109,11,705,33,37,13,11,26,14,26,25,4,191,8,0,0,0,6,0,4,3,0,22,0,0,0,0,0,0,0,0,0,0,447,663,646,617,449,435,292,818,84,4444
3011,46,30,480,442,130,1009,112,606,44,2886,141,495,973,544,372,424,335,495,69,3841,549,1879,2060,955,884,576,877,757,179,8712,998,1742,1819,938,1072,533,979,683,191,8952,1064,1489,1484,949,1194,487,1093,736,154,8644,699,1004,1075,636,924,499,966,710,125,6630,195,266,207,158,207,136,227,190,37,1628,35,19,15,10,12,11,15,25,11,150,3,0,0,0,0,0,0,0,3,10,3719,6929,8110,4630,4793,3673,4591,4190,810,41452
3012,6,8,97,69,29,268,24,157,14,677,29,44,161,150,68,130,53,135,15,791,100,205,324,249,211,139,106,202,27,1573,190,280,246,297,239,139,126,192,41,1748,219,315,287,366,313,144,179,253,38,2116,147,278,208,347,312,118,183,243,37,1865,57,72,36,59,63,26,54,48,13,421,13,9,10,0,5,0,3,5,7,54,0,0,0,0,0,0,0,0,0,7,762,1213,1369,1541,1246,974,731,1233,186,9243
3013,9,11,100,73,48,171,38,132,19,590,19,173,237,113,86,80,107,104,16,926,129,582,523,276,231,103,369,155,60,2427,213,384,415,187,224,84,299,134,41,1985,190,218,327,169,206,72,293,128,35,1648,108,190,266,96,172,64,243,117,25,1270,30,30,48,22,35,17,61,35,9,286,8,5,5,4,12,0,9,0,0,36,0,0,0,0,0,0,0,0,0,6,697,1588,1925,938,1012,597,1405,813,207,9178
3014,42,30,345,446,125,967,89,612,51,2701,115,427,704,773,361,506,227,482,57,3664,560,1618,1547,1197,1031,547,683,811,136,8122,737,1687,1246,976,976,419,691,812,160,7699,830,1298,965,918,1019,411,703,773,117,7032,575,951,749,754,838,369,685,653,89,5656,154,223,167,133,187,97,143,156,22,1275,29,25,7,6,14,7,8,19,6,118,3,0,4,0,0,0,0,0,4,15,3038,6254,5731,5197,4551,3309,3231,4320,647,36282
3015,200,215,1586,2680,460,3954,395,2875,189,12548,663,1410,2847,3087,1321,2194,632,1936,260,14353,3109,7595,6164,4568,3329,2389,1418,2826,578,31983,5626,9855,6041,4253,4432,2199,1581,2732,676,37398,6556,9797,5521,4920,5598,2953,1975,3104,697,41119,4561,6465,3905,3719,4763,2617,1861,2917,456,31261,1445,1819,836,688,1233,836,573,864,151,8447,229,203,59,37,130,104,54,78,68,959,12,11,0,0,9,0,4,6,20,64,22401,37359,26957,23957,21272,17249,8486,17334,3096,178125
3016,80,86,674,875,257,1555,124,1053,82,4782,266,853,1324,1458,722,829,277,862,128,6733,1185,3624,2542,2112,1708,989,754,1452,217,14574,1727,3577,1872,1741,1693,751,790,1173,218,13547,1784,3127,1589,1636,2004,840,848,1133,173,13129,1299,2226,1159,1225,1646,642,828,1030,139,10197,400,638,302,245,395,231,217,285,46,2762,71,67,28,26,51,31,20,38,24,369,12,6,0,0,0,0,0,0,5,37,6826,14198,9497,9314,8485,5868,3866,7036,1036,66126
3017,91,127,699,1326,259,2156,194,1275,113,6241,423,1326,1651,2799,961,1335,588,974,166,10216,1612,4857,3406,3558,2079,1213,1268,1487,371,19845,2328,4432,2667,2435,2375,907,1313,1255,278,17985,2363,3797,2221,2352,2570,976,1397,1366,276,17320,1555,2389,1584,1632,2080,788,1266,1319,202,12807,327,619,358,333,457,241,344,398,44,3132,37,58,31,27,36,20,18,48,12,287,4,0,0,0,3,0,0,0,0,11,8736,17600,12628,14456,10825,7627,6389,8126,1464,87845
3018,12,4,86,86,19,172,19,114,15,519,31,48,115,84,53,84,50,119,5,597,100,164,210,165,132,115,105,244,27,1272,123,177,144,141,114,81,99,161,17,1067,157,176,117,185,167,113,117,203,19,1255,147,182,120,156,163,74,159,205,20,1232,70,62,41,28,44,28,38,65,9,373,16,6,5,0,10,0,7,10,3,54,0,0,0,0,0,0,0,0,0,6,664,819,835,845,697,675,595,1127,120,6376
3019,9,8,103,159,33,218,27,166,16,742,24,90,147,144,85,77,56,105,13,741,141,360,384,236,174,111,156,99,34,1705,202,408,371,217,232,102,211,130,42,1923,288,411,325,243,261,130,226,141,32,2067,222,353,219,202,233,99,222,145,19,1721,52,96,61,43,58,25,41,36,6,415,7,14,4,0,0,0,5,3,5,47,0,0,0,0,0,0,0,0,0,3,954,1741,1618,1258,1082,760,948,829,176,9365
4000,172,83,1085,1244,191,1777,199,2009,172,6932,548,683,1896,1381,549,923,604,1917,153,8657,2643,3257,3708,2293,1672,1204,1490,3241,339,19845,4425,3721,3141,2318,2467,1251,1647,2835,393,22203,5881,3666,3284,2859,3104,1620,2095,3453,491,26464,5994,3233,2968,2871,3043,1631,2296,3707,452,26195,3329,1072,812,561,910,404,730,1072,258,9146,956,108,81,35,116,57,63,191,142,1737,92,0,3,3,9,0,3,17,28,160,24035,15819,16988,13562,12062,8873,9130,18438,2437,121338
4001,422,702,3074,6536,1382,12393,974,8137,522,34143,2653,9115,9596,13512,6818,10128,2995,7999,1143,63966,13380,41914,22658,21158,17091,9783,8220,13129,2553,149896,21573,41620,18461,16857,19052,7255,7522,10264,2511,145110,22076,32345,15924,15009,20530,7767,7727,10469,2245,134089,14876,22823,12022,11617,17281,6752,7272,9201,1573,103410,3981,6962,2819,2367,4432,1882,1618,2295,514,26870,616,818,280,143,421,255,114,237,227,3106,59,44,21,6,16,22,5,23,65,261,79638,156330,84856,87211,87022,56241,36453,61748,11352,660848
4002,17,11,141,190,43,358,32,287,12,1096,47,128,247,206,92,184,88,165,19,1178,210,507,527,439,241,262,213,331,46,2771,311,489,399,379,303,215,218,281,31,2625,398,454,341,380,423,232,304,320,51,2897,365,333,289,329,316,206,320,319,40,2503,105,101,79,63,81,65,67,82,12,653,22,12,7,0,8,4,5,6,9,71,6,0,0,0,0,5,0,0,0,12,1479,2035,2027,1990,1496,1524,1256,1784,211,13803
4003,8,3,58,70,11,150,12,155,8,468,35,45,127,121,42,107,31,159,11,686,131,168,256,209,128,161,85,342,35,1513,137,146,160,178,133,94,87,303,23,1273,161,147,181,221,161,118,108,284,39,1429,158,139,145,231,163,97,132,229,20,1318,58,47,27,59,39,22,42,51,7,347,13,0,4,5,5,0,0,4,7,40,0,0,0,0,0,0,0,0,0,0,699,688,961,1102,688,755,498,1525,149,7070
4004,8,4,56,49,17,125,9,89,8,361,15,54,77,85,34,55,33,65,10,439,87,255,200,252,110,111,89,170,27,1303,97,172,139,175,135,56,87,99,21,984,115,167,129,197,135,83,111,106,23,1079,103,126,130,180,125,63,139,135,24,1026,30,29,25,25,36,11,38,34,6,231,0,0,3,0,3,0,4,3,6,21,0,0,0,0,0,0,0,0,0,0,454,812,765,965,603,508,506,715,117,5450
4005,4,0,76,82,14,192,4,126,12,515,30,78,139,123,58,60,16,87,9,599,116,309,287,192,131,149,77,200,28,1482,195,296,226,205,183,121,82,177,20,1508,219,271,208,228,203,132,96,181,21,1555,176,221,142,195,149,110,108,178,16,1308,57,50,36,34,50,24,34,58,3,340,17,0,0,0,9,0,3,6,5,51,0,0,0,0,0,0,0,0,0,6,807,1231,1116,1070,804,788,416,1008,121,7358
4006,6,4,52,57,15,167,18,90,7,406,26,77,119,115,42,66,40,88,6,583,66,220,192,195,94,96,126,124,6,1112,102,143,137,149,113,66,102,110,17,948,133,166,155,180,146,109,156,137,24,1205,104,120,113,179,125,80,147,120,25,1016,27,27,23,26,24,13,29,26,6,200,4,0,3,0,4,0,3,0,4,18,0,0,0,0,0,0,0,0,0,0,472,763,790,886,559,598,614,706,100,5486
4007,6,5,56,122,13,195,13,164,8,583,24,48,116,111,41,106,20,118,11,593,96,216,280,235,105,126,62,140,15,1286,204,315,292,274,154,110,87,156,29,1623,256,348,288,335,209,162,112,228,29,1962,287,391,289,390,278,177,125,229,17,2189,169,179,82,99,111,68,41,76,10,836,34,22,12,0,21,4,7,6,19,123,0,0,0,0,0,0,0,0,4,8,1070,1529,1414,1560,930,955,468,1125,144,9205
4008,7,8,72,66,17,196,26,124,14,515,19,76,139,141,57,101,104,121,16,777,119,362,369,255,132,131,306,196,31,1896,179,308,270,204,166,81,280,138,39,1664,204,276,340,269,241,136,307,221,41,2038,188,175,288,210,154,100,272,186,51,1614,34,44,57,38,29,14,46,43,6,302,0,0,3,5,0,0,3,10,6,34,0,0,0,0,0,0,0,0,0,0,749,1244,1537,1179,800,754,1342,1029,202,8843
5000,134,88,1049,967,218,1378,305,1715,168,6014,464,694,1823,1036,647,683,860,1716,177,8106,2460,3245,4584,2318,1903,964,2342,3439,401,21653,4283,3732,4547,2375,2559,1024,2815,2780,446,24553,5569,3515,4233,2631,2854,1274,3502,3027,516,27111,5493,3126,3390,2326,2721,1295,3507,3004,467,25332,3052,1003,825,529,802,412,1010,992,213,8841,931,85,71,50,110,54,81,202,109,1689,113,0,0,0,3,3,3,12,27,172,22499,15481,20522,12229,11812,7076,14432,16878,2528,123469
5001,17,15,174,226,50,389,28,296,24,1217,42,95,296,218,77,147,69,213,19,1174,181,509,619,348,265,235,187,313,31,2689,341,604,464,423,328,217,184,339,32,2952,481,701,470,522,413,242,255,364,47,3486,411,590,362,451,434,222,269,327,45,3107,203,174,110,95,118,66,88,126,14,987,30,19,12,7,9,13,7,15,10,124,11,0,0,0,0,0,0,4,0,18,1715,2717,2500,2287,1691,1537,1088,2003,220,15751
5002,0,11,32,69,32,126,6,83,14,377,17,60,80,100,52,46,19,56,10,439,173,508,236,289,200,85,70,147,32,1735,280,491,236,233,242,76,82,130,44,1809,254,312,204,194,220,84,72,101,31,1473,183,230,100,120,126,76,72,80,18,1003,52,62,33,28,48,30,27,28,6,315,11,4,0,0,4,4,5,9,0,31,0,0,0,0,0,0,0,0,0,0,977,1675,918,1031,916,519,353,630,158,7176
5003,18,26,311,410,105,859,98,635,42,2503,105,219,654,476,261,327,256,509,43,2853,460,1228,1588,748,690,513,638,881,106,6853,782,1512,1525,859,877,447,794,841,139,7792,877,1429,1333,951,1027,506,837,779,124,7862,640,1067,942,674,869,401,774,651,64,6085,178,323,206,143,211,104,193,166,28,1544,36,25,3,6,12,12,15,19,5,136,3,0,0,3,0,3,0,0,4,12,3091,5826,6573,4281,4052,3176,3602,4477,559,35640
5004,14,9,196,346,25,470,30,301,26,1414,51,75,313,184,61,133,53,213,13,1099,310,504,728,388,215,176,165,373,48,2909,584,857,834,455,428,260,250,403,70,4149,678,905,710,485,526,329,355,461,56,4513,551,600,467,372,457,296,303,423,56,3529,240,175,123,85,138,126,107,128,25,1141,46,17,7,3,17,12,6,17,11,142,9,0,0,0,0,0,0,3,3,15,2483,3153,3380,2319,1871,1800,1274,2320,310,18915
5005,3,0,73,46,19,113,21,87,9,373,14,41,122,54,48,50,51,47,15,435,86,175,210,92,113,81,102,120,20,994,123,173,176,104,130,88,129,117,25,1066,217,170,174,114,166,88,156,114,25,1215,144,149,139,95,131,62,179,138,24,1065,64,43,27,25,44,12,45,36,3,303,24,8,0,0,3,0,0,4,7,49,4,0,0,0,0,0,0,0,0,5,685,755,920,529,644,494,689,665,127,5501
5006,8,21,215,231,41,433,52,291,24,1309,57,126,341,258,123,192,88,203,19,1415,233,630,712,454,354,229,260,343,46,3263,406,743,615,428,414,222,258,333,37,3460,482,789,542,510,496,262,413,350,74,3919,373,514,438,406,432,212,428,325,47,3184,141,145,113,100,134,54,101,102,14,915,30,17,13,4,9,7,5,13,7,103,4,0,0,0,0,0,0,0,7,14,1732,2992,2989,2387,2007,1616,1614,1968,276,17580
5007,9,14,210,112,43,257,56,165,22,883,26,195,398,141,140,121,206,157,22,1417,204,686,912,309,388,172,551,270,46,3532,411,550,712,334,354,140,519,209,57,3289,356,413,615,268,376,143,564,219,57,3011,288,298,432,201,296,135,475,244,42,2403,78,68,89,41,77,25,134,68,15,582,5,9,4,3,8,0,3,12,5,45,0,0,0,0,0,0,0,0,0,0,1376,2233,3366,1416,1681,990,2499,1341,267,15164
5008,6,5,99,56,35,157,17,106,9,489,28,58,182,77,77,49,57,79,6,619,208,450,638,183,270,108,189,240,37,2315,344,413,667,233,313,83,226,187,70,2536,248,266,393,176,215,83,208,144,54,1792,126,131,192,87,102,47,141,99,18,942,24,29,31,12,12,5,40,18,3,168,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,977,1348,2203,833,1020,530,875,879,198,8866
5009,690,1266,5742,11314,2383,19174,2588,12930,837,56923,3794,13263,15595,20292,9949,15033,6041,11645,1640,97253,21018,66283,39978,28421,26364,13895,15776,18192,4232,234162,34616,69262,36416,24472,29642,11035,15989,15610,3968,241001,34393,52852,29819,22232,30131,11398,15291,15171,3359,214639,22876,34851,21128,15848,24918,9513,13376,12936,2232,157679,6132,10677,5012,3560,6943,3066,3516,3988,747,43646,862,1304,385,232,682,364,263,541,269,4896,54,69,16,8,44,23,9,35,87,346,124436,249833,154090,126386,131055,83498,72836,91039,17373,1050544
5010,4,6,78,50,24,90,28,75,19,377,7,60,135,46,57,45,64,81,15,508,148,333,617,177,232,96,283,190,54,2133,226,297,553,192,242,78,253,173,52,2068,167,167,322,95,155,52,266,124,37,1379,129,120,191,62,118,51,214,97,24,1002,24,22,32,12,28,10,25,19,0,174,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,705,999,1915,644,851,421,1133,763,202,7643
6000,125,26,676,570,120,954,126,883,67,3547,325,286,1164,874,412,599,339,977,90,5064,1451,1783,2542,1606,1104,770,960,1893,199,12314,2091,2363,2110,1522,1384,746,1110,1661,291,13281,2590,2542,2145,1907,1845,996,1388,1962,311,15681,2717,2335,1961,1784,1847,919,1631,2053,289,15536,1221,720,485,342,477,241,445,532,146,4611,323,82,40,18,61,28,36,74,64,723,36,8,0,0,0,0,0,0,19,72,10882,10142,11127,8617,7256,5251,6037,10038,1474,70824
6001,12,12,93,99,38,295,27,146,15,731,41,100,243,202,113,165,77,143,12,1108,190,481,421,319,212,205,200,274,37,2343,240,471,329,331,263,171,209,241,44,2308,281,374,264,383,314,194,232,284,38,2360,224,355,263,310,299,144,252,305,29,2177,77,90,63,64,70,23,42,68,12,513,14,12,0,0,4,3,4,6,7,57,5,0,0,0,0,0,0,0,3,10,1073,1896,1678,1714,1313,1202,1037,1482,198,11597
6002,27,3,147,108,24,348,16,180,16,867,78,103,258,219,107,185,67,213,20,1247,245,476,567,521,264,228,200,569,46,3122,332,442,370,380,284,211,211,290,48,2565,363,431,368,446,362,221,233,376,45,2837,270,318,336,325,294,177,247,352,40,2359,97,93,75,59,66,41,61,71,13,587,26,15,6,0,14,5,6,9,20,93,3,0,0,0,0,0,0,0,3,8,1429,1882,2126,2067,1413,1405,1051,2056,253,13688
6003,82,90,592,969,253,1767,148,985,92,4975,418,1282,1623,1988,1016,1602,304,999,147,9385,2475,7201,4285,4684,3194,2232,1297,2797,541,28708,3615,6887,2818,2843,2899,1138,888,1656,414,23152,3642,5911,2268,2478,3294,1160,853,1371,358,21337,2437,4202,1852,1861,2765,953,979,1341,255,16653,695,1318,494,413,659,292,238,442,93,4649,137,111,41,30,74,46,29,31,36,537,5,11,0,4,0,4,0,0,11,38,13515,27013,13973,15264,14163,9192,4730,9640,1951,109439
6004,40,32,280,448,102,899,103,520,40,2454,167,424,729,881,335,643,227,522,85,4016,901,2302,1607,1620,921,812,720,1153,179,10219,1149,2296,1075,1068,988,548,512,741,141,8517,1298,1987,937,1065,1286,620,583,823,128,8726,944,1440,796,813,1050,531,536,687,98,6894,252,425,191,184,277,145,146,187,28,1839,41,33,16,15,20,15,19,13,12,176,5,3,0,0,4,4,0,0,8,22,4793,8939,5627,6106,4977,4213,2849,4640,717,42858
6005,6,3,68,55,9,136,21,100,11,412,24,39,120,112,36,78,28,66,11,512,111,235,194,177,90,81,82,157,29,1157,150,254,170,156,111,84,94,121,19,1163,189,232,187,195,172,93,137,151,25,1388,147,212,170,180,197,78,136,184,21,1329,67,59,37,26,30,19,26,42,11,310,9,4,4,5,4,0,3,0,3,38,0,0,0,0,0,0,0,0,0,3,712,1043,944,907,657,568,529,822,135,6317
