SUA_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
1025,9380,13447,28192,26456,25322,17941,3642,314,21,124712,4606,2517,5516,5052,5591,12287,22357,14683,6655,79266,606,753,1476,1244,1044,1019,1155,1287,1280,9873,14590,16721,35189,32754,31953,31249,27151,16285,7958,213849,3105,11578,34593,32753,32002,20390,2950,179,9,137566,10634,11415,15958,15729,14048,12522,4302,602,35,85253,1602,1670,3732,2533,2001,2247,670,81,10,14550,230,456,874,590,488,339,100,47,16,3143,15576,25118,55155,51603,48540,35501,8030,913,71,240511,709,1072,1582,1085,1160,847,117,0,0,6569,1774,947,870,678,600,616,184,12,0,5668,2480,2016,2452,1754,1765,1464,299,15,4,12238,18052,27137,57607,53360,50307,36960,8328,922,72,252751,10505,5073,9073,8422,10020,21184,41423,26880,10498,143082,1222,1598,3169,2660,2310,2220,2293,2192,1866,19538,29785,33805,69849,64445,62634,60368,52045,30001,12437,415368
1026,652,818,1768,1647,1582,1231,284,28,8,8011,338,179,526,440,539,1030,1873,1219,580,6732,81,80,191,163,147,106,102,93,44,1012,1075,1082,2481,2245,2270,2370,2256,1346,628,15753,266,875,2195,1919,1936,1375,197,19,0,8769,784,602,1082,999,945,954,349,49,4,5761,71,73,235,130,127,132,46,3,3,816,32,32,75,45,50,28,10,9,4,278,1149,1582,3575,3088,3054,2491,603,79,6,15631,52,88,101,98,72,53,4,0,0,477,104,57,63,56,39,54,19,0,0,397,152,145,165,156,112,109,23,0,0,870,1305,1727,3745,3241,3165,2598,629,82,8,16496,773,409,1074,961,995,1817,3492,2336,967,12825,181,157,382,319,310,226,195,165,79,2010,2257,2296,5201,4520,4469,4643,4314,2581,1054,31332
1027,707,897,2391,2253,1996,1507,395,29,0,10183,467,224,464,394,399,762,1653,1194,534,6085,54,73,173,141,113,106,120,113,103,984,1228,1189,3026,2790,2500,2373,2164,1334,635,17251,332,1039,3174,2871,2788,1862,356,29,0,12446,860,541,1091,1179,926,905,474,78,4,6055,75,55,269,162,99,117,44,6,0,833,21,38,90,45,39,27,17,4,0,280,1287,1674,4628,4246,3861,2907,894,115,10,19618,41,86,64,63,67,46,0,0,0,370,94,50,56,63,27,44,16,0,0,355,137,139,128,124,100,85,20,0,0,728,1422,1815,4753,4374,3956,2993,912,115,10,20351,1031,386,646,614,694,1289,2897,2122,875,10550,117,157,332,289,248,219,231,191,154,1942,2567,2354,5732,5281,4902,4500,4040,2424,1045,32841
1028,938,1042,1970,2252,2600,2132,515,58,5,11515,451,205,416,431,521,1275,3024,2455,1085,9864,56,59,111,107,107,122,165,188,229,1152,1447,1307,2500,2796,3228,3528,3699,2702,1321,22531,246,848,2257,2625,3127,2036,374,18,0,11532,1212,834,1220,1448,1416,1573,628,103,7,8439,100,95,225,155,156,212,79,15,0,1030,26,60,54,47,54,43,20,12,6,306,1586,1834,3746,4279,4755,3861,1096,143,16,21307,53,72,110,81,98,86,11,3,0,506,176,80,65,57,61,93,29,6,0,560,224,150,173,136,163,172,47,7,0,1071,1806,1974,3922,4415,4913,4035,1142,149,19,22378,977,407,668,689,894,2176,5485,4484,1791,17572,118,124,248,233,212,252,303,333,354,2183,2897,2511,4842,5337,6021,6462,6934,4966,2162,42132
1029,329,402,896,805,823,483,89,5,0,3839,128,61,246,194,234,394,564,353,176,2340,19,23,56,40,45,42,37,17,11,298,473,479,1201,1041,1101,930,690,382,189,6477,287,606,1360,1060,1168,711,113,10,5,5316,392,252,444,485,414,325,108,22,0,2435,44,52,116,81,65,69,17,0,0,447,13,16,47,29,26,9,6,0,0,143,742,929,1966,1644,1676,1115,236,29,0,8338,40,31,35,36,25,22,0,0,0,193,68,14,22,16,24,21,11,0,0,173,103,48,57,50,56,38,11,0,0,365,849,975,2024,1698,1728,1152,246,29,0,8699,303,100,337,254,341,643,1043,640,289,3953,96,122,152,108,95,106,70,42,11,806,1243,1192,2513,2061,2163,1905,1364,713,306,13458
1030,244,284,724,802,905,758,178,11,0,3909,197,80,185,206,238,699,1536,968,347,4451,29,27,67,62,54,69,81,69,40,493,468,392,976,1075,1190,1528,1796,1049,387,8861,116,308,850,906,994,658,107,0,0,3949,240,207,415,520,561,640,233,31,3,2855,35,31,104,88,81,112,29,3,0,494,9,14,30,16,27,17,13,0,0,137,407,563,1401,1534,1659,1434,387,41,6,7427,35,45,56,49,41,34,0,0,0,260,40,15,17,14,23,33,12,0,0,156,75,64,77,60,55,66,10,0,0,417,478,629,1480,1600,1719,1493,396,41,6,7843,417,131,286,339,448,1247,2889,1866,586,8197,69,58,130,128,125,151,165,137,62,1015,958,815,1891,2061,2291,2885,3453,2043,656,17055
1031,50732,110961,287664,268587,226884,152010,38128,3834,306,1139108,75004,36990,77437,80925,74194,106900,158394,105587,47148,762574,5358,8124,22412,17830,12809,10451,9356,9223,10344,105909,131097,156068,387507,367342,313888,269362,205878,118653,57794,2007586,11612,83650,355919,358560,296106,182389,36588,2736,164,1327727,51165,83561,133025,130901,110884,92236,39013,6651,514,647956,22565,34448,57290,45657,35370,31899,10624,1400,126,239381,1399,4798,12503,8949,5702,3870,1212,352,105,38891,86742,206460,558745,544067,448068,310390,87433,11141,906,2253956,2831,9190,18863,15059,12882,9615,1358,66,9,69864,10821,10341,10055,6816,5563,5761,1810,197,21,51383,13650,19534,28916,21873,18449,15374,3164,261,23,121249,100388,225991,587660,565940,466513,325766,90602,11403,934,2375205,159204,77943,132709,126623,122250,179509,284152,192861,77872,1353133,11363,17716,46557,37111,26790,22123,18271,16583,15504,212015,270956,321649,766928,729672,615554,527399,393027,220855,94315,3940349
1032,789,917,2417,2028,1960,1605,416,49,4,10183,440,279,573,429,408,830,1718,1385,630,6683,110,101,226,208,152,135,133,184,124,1372,1336,1293,3223,2663,2521,2572,2259,1619,753,18241,420,1094,3194,2712,2588,1931,383,24,0,12338,926,544,1151,1019,907,962,476,84,4,6069,59,63,233,139,116,137,49,11,4,810,33,46,88,53,35,21,10,12,7,302,1436,1743,4665,3927,3637,3054,920,125,10,19521,61,98,155,92,107,69,7,0,0,584,132,65,88,63,45,51,16,7,0,463,192,158,239,157,150,120,23,7,0,1046,1634,1905,4908,4080,3790,3170,946,134,10,20564,1043,452,852,703,701,1382,3063,2452,980,11628,222,204,464,390,336,263,242,302,202,2634,2899,2553,6226,5175,4827,4816,4250,2893,1193,34829
1033,409,446,959,928,1071,981,205,20,0,5018,270,142,375,330,389,813,1536,1158,576,5586,48,43,125,108,95,123,129,128,115,917,731,626,1463,1366,1551,1922,1877,1300,696,11526,164,422,1038,993,1151,993,178,20,0,4955,450,316,621,592,651,719,259,35,3,3655,41,46,74,64,67,79,37,0,0,425,26,27,58,36,36,26,10,4,0,217,684,803,1793,1692,1909,1820,486,52,6,9250,44,72,121,89,75,74,5,0,0,480,75,61,56,41,44,42,9,0,0,327,120,128,173,127,123,117,23,0,0,807,805,936,1968,1819,2027,1936,508,52,6,10056,565,265,582,548,692,1425,2808,2168,902,9959,114,101,230,220,201,268,241,236,170,1791,1482,1301,2775,2593,2920,3624,3555,2458,1086,21798
1034,251,204,579,682,753,734,181,21,4,3401,116,41,128,150,169,598,1351,806,349,3710,35,13,39,48,52,82,66,66,41,440,399,257,745,881,968,1417,1596,895,398,7552,99,204,562,715,805,552,115,11,0,3057,319,167,419,515,549,648,270,29,0,2917,41,22,94,73,50,89,27,4,0,388,18,13,17,25,18,32,11,4,0,141,480,402,1087,1325,1422,1316,421,48,5,6508,9,23,37,28,28,27,3,4,0,156,20,13,20,17,10,33,8,0,0,138,31,34,52,52,38,62,11,0,0,289,510,438,1146,1376,1462,1378,433,51,6,6801,256,89,200,251,300,1072,2475,1584,566,6789,50,27,84,94,107,148,130,108,72,830,819,558,1426,1719,1869,2596,3039,1741,644,14419
1035,1198,1672,3211,2816,2602,2140,530,41,3,14211,611,494,733,556,523,1047,2121,1600,814,8500,81,95,199,174,147,148,148,136,140,1269,1892,2263,4145,3548,3277,3328,2795,1778,958,23983,606,1639,4212,3772,3612,2690,481,30,0,17035,1375,1188,1704,1495,1215,1284,624,91,7,8981,83,130,319,163,137,165,80,9,0,1090,43,85,105,63,49,42,20,7,3,413,2103,3042,6334,5493,5004,4183,1200,143,17,27525,62,109,195,135,96,78,15,0,0,694,197,99,112,53,48,52,27,0,5,592,256,216,303,195,142,131,42,0,5,1281,2363,3256,6642,5687,5153,4314,1239,143,18,28811,1260,770,1058,813,880,1703,3767,2805,1266,14328,163,206,420,352,309,267,276,254,205,2456,3785,4233,8118,6850,6335,6286,5282,3211,1488,45591
1036,5018,7929,15348,15002,14874,10490,2067,150,14,70893,3771,1949,3506,3566,4088,8398,13448,9340,4010,52080,381,452,898,770,652,627,678,763,849,6071,9169,10330,19752,19340,19619,19520,16195,10260,4869,129047,1669,6252,17651,17807,18373,11900,1696,109,6,75471,4971,5898,8735,9108,8326,7346,2340,259,22,47006,1679,2220,3452,2435,2128,2001,579,64,7,14561,126,264,566,357,299,216,68,23,3,1917,8444,14622,30404,29710,29135,21461,4678,451,40,138956,358,724,875,597,610,434,52,8,0,3656,944,634,502,346,312,351,88,7,0,3170,1306,1355,1378,941,918,782,138,9,0,6830,9744,15980,31781,30651,30052,22247,4815,461,41,145784,8093,4041,5693,5523,6765,14370,24952,17187,6581,93205,789,949,1844,1581,1441,1305,1303,1386,1343,11936,18627,20968,39317,37753,38260,37926,31070,19040,7966,250927
2000,9755,10502,25590,29405,36084,34121,10235,1542,159,157388,7348,2394,6308,6691,8060,19163,37537,22309,9087,118894,1344,1066,2683,3107,3234,3667,3470,2679,1635,22889,18448,13966,34580,39196,47378,56946,51245,26527,10876,299168,4447,12151,31433,34728,43719,37041,10250,1763,151,175684,11300,7598,15025,19034,21730,25821,12101,2293,250,115158,1800,1220,3580,2853,3105,4611,1778,293,52,19298,714,643,1290,1179,1412,1215,737,370,92,7655,18258,21621,51341,57797,69971,68687,24868,4717,543,317796,512,797,1289,1049,1356,1378,190,9,0,6584,1207,540,676,597,740,1133,322,49,8,5260,1720,1334,1964,1644,2096,2516,513,50,8,11847,19977,22955,53299,59443,72065,71202,25383,4769,548,329643,15752,4562,10093,11005,14406,33721,72529,43807,15198,221080,2813,2394,5542,6405,7031,7840,7462,5163,2663,47314,38547,29910,68929,76856,93509,112766,105370,53737,18413,598038
2001,393,592,1435,1376,1275,820,181,20,0,6101,271,77,324,305,298,529,993,591,267,3651,36,27,73,64,53,55,62,49,18,442,690,697,1830,1750,1620,1407,1245,659,293,10187,138,578,1934,1854,1729,1046,172,5,4,7452,456,430,686,731,647,545,221,32,0,3753,57,64,202,120,79,81,23,3,0,624,12,30,51,74,49,28,10,3,0,260,667,1099,2875,2781,2499,1702,429,46,5,12099,21,36,76,42,45,36,3,0,0,263,70,35,39,51,15,22,6,0,0,243,94,74,112,98,66,62,6,0,0,510,758,1175,2987,2879,2566,1757,439,46,5,12607,571,153,433,437,454,802,1810,1063,396,6123,57,55,147,129,114,101,124,79,30,831,1388,1376,3571,3442,3135,2664,2371,1187,431,19557
2002,229,293,675,613,712,639,181,18,0,3360,145,69,205,176,191,385,872,710,239,2996,23,26,64,58,57,68,73,80,101,544,396,393,946,841,960,1091,1124,805,339,6900,108,317,805,681,770,615,140,18,0,3443,299,213,419,429,471,470,221,35,4,2552,33,15,74,41,43,94,28,4,6,334,14,17,35,16,27,25,12,6,0,146,448,557,1332,1162,1310,1197,399,58,3,6475,24,30,40,24,29,17,0,0,0,164,24,21,19,17,19,24,10,0,0,131,44,48,61,38,51,42,10,0,0,297,488,603,1394,1202,1363,1239,409,58,3,6770,305,138,297,269,309,637,1569,1272,409,5204,45,55,116,111,115,131,135,145,153,1002,842,795,1807,1580,1787,2010,2117,1477,567,12979
2003,1963,2828,6000,5741,5499,4233,911,70,14,27254,1233,589,1372,1281,1348,2404,5123,3293,1522,18157,179,195,403,312,284,264,294,298,306,2521,3367,3611,7775,7337,7125,6896,6325,3662,1834,47933,640,2434,7308,6753,6752,4509,727,38,8,29176,2320,2411,3614,3586,3171,3026,1127,130,10,19385,317,319,755,460,367,532,157,25,5,2928,59,86,193,106,108,83,32,14,11,691,3337,5253,11867,10900,10399,8151,2053,208,24,52182,110,211,372,250,223,173,20,0,0,1362,368,182,219,166,124,133,47,5,0,1245,479,390,593,414,352,305,67,5,0,2603,3813,5639,12457,11316,10749,8456,2116,210,27,54790,2669,1086,2131,1935,2208,4012,8981,5891,2381,31297,331,402,811,629,604,552,572,522,444,4866,6815,7130,15403,13881,13566,13020,11670,6629,2851,90958
2004,1819,2547,5583,5121,4884,4007,895,64,14,24941,1029,605,1293,1156,1200,2274,4752,3139,1511,16948,145,143,385,321,286,288,242,246,215,2261,2996,3295,7259,6600,6367,6563,5887,3449,1728,44151,524,2412,6780,6050,6120,4137,716,36,4,26783,2255,2009,3234,3316,2769,2865,1091,137,9,17692,244,272,695,411,309,521,172,14,0,2641,47,75,174,130,92,77,30,18,3,639,3068,4768,10880,9904,9300,7600,2009,201,21,47758,91,184,259,181,176,138,23,0,0,1056,373,158,170,111,113,126,42,0,0,1092,464,340,434,293,287,262,63,0,3,2144,3536,5114,11317,10197,9580,7862,2072,205,22,49903,2174,1074,1891,1744,1950,3779,8538,5740,2463,29351,270,305,779,640,599,570,486,416,320,4392,5980,6489,13979,12582,12136,12212,11096,6354,2812,83646
2005,129,92,343,519,610,551,178,10,0,2436,102,32,81,108,131,270,734,509,171,2132,9,10,22,30,44,37,57,83,132,429,245,128,442,657,788,856,967,605,303,4999,38,90,338,469,607,453,101,12,0,2111,168,101,267,434,448,477,216,20,5,2133,26,10,32,54,38,59,26,0,0,250,5,5,5,12,14,9,0,5,0,55,234,207,643,969,1112,997,345,32,3,4557,3,4,16,22,14,11,5,0,0,87,18,3,18,16,18,18,7,0,0,98,22,11,35,34,34,33,16,0,0,185,253,220,679,1005,1148,1032,359,32,3,4738,219,91,336,302,294,530,1312,894,280,4255,30,24,37,55,94,68,108,135,191,745,510,334,1057,1365,1533,1631,1779,1064,472,9742
2006,239,270,607,554,594,510,143,8,3,2935,97,45,156,108,137,276,632,511,298,2266,7,7,42,32,33,27,54,45,22,269,347,326,799,698,767,819,826,561,327,5461,105,360,843,695,701,551,103,11,3,3375,291,156,365,344,380,365,170,19,0,2101,35,21,70,68,53,59,34,0,0,337,7,10,25,20,20,14,13,9,0,113,445,548,1306,1124,1156,990,317,31,10,5923,8,6,32,10,23,14,4,0,0,100,22,14,10,15,13,7,0,0,0,78,31,18,40,33,35,18,7,0,0,182,473,571,1347,1153,1187,1009,326,31,10,6104,212,93,224,190,239,484,1111,941,451,3937,17,19,90,69,67,55,94,81,33,543,704,677,1657,1409,1489,1553,1536,1056,502,10580
2007,398,428,945,1003,1197,1021,247,26,6,5261,196,85,204,174,191,544,1304,886,340,3934,22,26,68,57,61,75,80,118,122,633,608,542,1214,1240,1449,1644,1634,1034,466,9829,158,450,1168,1126,1447,1040,216,17,10,5625,480,283,517,635,652,798,286,50,3,3710,97,40,132,95,85,124,66,6,0,653,19,18,37,30,39,31,9,0,0,184,754,793,1851,1892,2222,1986,578,70,10,10162,18,24,41,30,34,39,7,0,0,201,36,28,25,17,27,36,15,0,0,178,55,49,63,46,65,78,25,0,0,380,812,845,1913,1938,2286,2061,603,74,10,10540,424,148,288,257,330,879,2393,1710,576,6991,54,62,150,112,153,146,171,210,172,1220,1284,1051,2351,2308,2763,3085,3166,1985,753,18753
2008,4752,7126,16241,15659,14730,10933,2511,204,21,72183,2891,1305,2955,3068,3092,6354,13028,8546,3837,45075,324,438,889,826,700,620,821,698,543,5856,7959,8867,20083,19555,18523,17905,16358,9450,4403,123112,1144,5737,20168,18827,18164,11664,1911,158,15,77787,5925,6508,9323,9870,8692,8132,3269,396,31,52150,817,908,1954,1515,1032,1209,462,48,4,7949,106,249,520,400,339,243,95,42,14,2008,7988,13405,31966,30607,28231,21250,5745,646,58,139894,200,494,784,522,570,419,69,6,0,3062,1049,520,503,367,304,326,105,20,0,3197,1250,1009,1292,892,876,743,172,27,0,6263,9242,14412,33254,31500,29112,22001,5919,671,63,146164,6399,2716,5018,4717,5142,10473,23406,15364,6216,79452,672,941,1909,1599,1466,1308,1519,1234,855,11512,16313,18066,40178,37815,35719,33780,30849,17271,7134,237121
2009,414,372,728,1381,1500,979,241,18,0,5624,263,51,134,197,197,439,914,525,139,2858,30,29,31,62,84,52,56,37,55,430,711,448,887,1638,1776,1475,1210,581,192,8914,117,355,964,1673,1924,1232,210,22,0,6495,539,335,361,812,812,688,284,40,0,3879,68,47,93,138,102,112,44,7,0,610,21,29,23,36,37,35,8,8,0,185,743,761,1442,2659,2882,2065,540,74,3,11174,8,12,30,29,32,37,5,0,0,153,78,24,7,18,36,25,5,3,0,204,84,38,39,47,68,67,7,3,0,356,824,802,1479,2701,2952,2132,552,77,3,11525,653,124,190,247,269,703,1670,1021,237,5106,65,45,62,117,157,117,103,70,81,804,1544,970,1727,3066,3378,2951,2322,1172,319,17437
2010,257,379,911,781,782,728,178,35,0,4043,140,81,189,170,165,351,764,612,327,2794,33,38,60,44,43,41,50,54,31,397,433,496,1152,988,999,1118,984,700,359,7233,118,450,1173,937,984,799,152,19,0,4634,342,222,491,500,461,517,222,50,0,2811,34,35,94,57,55,95,33,7,0,406,3,15,31,25,23,22,10,10,0,136,493,717,1795,1510,1533,1429,415,87,10,7987,14,25,30,24,19,21,0,0,0,131,35,29,24,21,9,14,3,3,0,143,49,52,55,50,26,30,5,3,0,271,545,766,1850,1557,1555,1462,421,94,10,8261,341,138,273,267,259,589,1336,1067,521,4796,68,73,129,85,82,88,97,90,57,773,955,977,2254,1913,1893,2136,1857,1245,589,13824
2011,64473,121106,306474,279647,240775,158955,37589,3518,252,1212788,61412,29238,65574,68991,62644,97806,162397,113028,53038,714142,4977,7385,20549,16015,12087,9618,9173,8311,7252,95367,130864,157732,392597,364658,315500,266382,209161,124858,60543,2022295,12342,90375,398796,381451,321080,197863,36766,2564,136,1441377,76232,114714,161667,154590,131835,108063,43973,6857,444,798373,11177,14882,30944,23298,14783,14954,5657,872,103,116672,1543,5046,12553,8751,5890,3674,1236,407,137,39242,101292,225014,603956,568097,473592,324559,87631,10698,818,2395663,2965,9924,19292,14127,12456,8746,1186,66,18,68778,20056,12719,10800,8075,6548,6117,1762,190,20,66285,23024,22647,30091,22197,18999,14868,2944,257,34,135064,124315,247659,634053,590294,492594,339424,90582,10954,857,2530724,133832,59951,100862,98847,97133,157120,285896,203613,86402,1223655,10373,16046,43113,33316,25324,19806,17383,14964,11112,191428,268525,323658,778028,722456,615047,516353,393854,229530,98370,3945813
2012,840,1094,2611,2375,2584,2105,500,37,4,12150,540,254,731,613,628,1159,2230,1565,757,8466,118,115,320,287,268,222,225,167,116,1833,1502,1455,3663,3275,3482,3480,2951,1766,873,22449,310,1176,3242,2875,3258,2506,549,47,3,13966,964,701,1433,1379,1299,1312,542,53,6,7690,108,113,306,172,164,212,66,12,3,1153,51,62,147,109,126,96,26,19,5,633,1429,2050,5114,4534,4856,4122,1180,131,18,23438,71,117,163,130,114,94,11,0,0,702,135,70,126,77,70,89,22,0,0,590,207,191,285,207,187,182,31,0,5,1291,1638,2241,5402,4739,5043,4305,1206,131,18,24736,1210,524,1135,956,1092,1990,4120,2919,1192,15138,264,241,640,577,549,480,476,305,181,3710,3114,3004,7176,6274,6686,6775,5804,3359,1391,43582
2013,324,427,952,875,974,809,191,17,7,4573,227,107,311,278,352,663,1151,722,328,4135,31,44,93,95,103,99,107,74,33,680,578,578,1354,1248,1426,1574,1457,808,365,9391,153,456,1157,962,1059,864,149,15,0,4815,351,283,538,573,597,631,219,21,4,3218,38,36,126,90,75,105,36,0,0,510,23,18,67,43,35,29,13,4,0,231,569,792,1885,1664,1769,1629,425,38,8,8776,35,66,97,60,78,87,10,0,0,440,52,25,54,38,33,34,16,0,0,254,86,95,151,93,114,124,27,0,0,692,658,889,2034,1758,1889,1755,449,38,11,9468,482,201,473,451,591,1180,2224,1351,543,7495,73,83,196,185,210,213,215,127,53,1351,1212,1175,2703,2390,2689,3141,2886,1515,602,18322
2014,181,174,416,449,558,481,141,15,3,2414,102,52,118,140,155,371,627,377,195,2135,14,13,37,48,33,39,35,36,23,285,298,243,570,640,742,887,803,426,219,4833,74,226,456,511,667,509,114,12,0,2567,234,126,253,311,336,372,169,19,0,1818,27,17,58,41,52,85,16,7,0,292,3,8,23,17,8,12,8,3,0,87,344,373,784,875,1063,980,301,36,5,4769,13,29,35,19,25,18,3,0,0,147,22,7,19,22,19,16,8,0,0,107,40,33,56,40,43,38,11,0,0,252,378,410,841,916,1106,1017,312,36,5,5021,222,93,164,202,284,648,1215,708,308,3847,32,29,74,88,80,93,94,67,39,596,639,534,1080,1204,1474,1755,1622,816,346,9468
2015,250,283,714,683,770,565,128,9,4,3419,146,81,178,202,230,403,777,548,251,2806,33,19,43,58,48,42,53,44,41,387,436,389,940,941,1045,1007,957,604,293,6615,90,291,868,831,867,656,118,14,0,3734,287,230,439,438,416,385,148,26,7,2379,41,13,83,38,66,69,24,6,0,336,7,20,31,16,15,15,0,3,0,118,432,554,1419,1324,1361,1133,288,42,3,6565,22,41,48,27,41,17,5,0,0,202,42,18,25,26,27,17,3,0,0,150,60,54,66,52,69,34,13,0,0,354,487,608,1494,1378,1433,1165,296,48,3,6919,333,141,262,287,360,651,1393,980,392,4800,54,55,116,115,116,84,106,69,64,779,880,809,1869,1785,1900,1899,1800,1098,465,12493
2016,849,1097,2660,2405,2373,1925,499,25,9,11831,620,330,826,725,673,1110,2191,1581,760,8823,105,121,302,248,189,211,185,189,98,1649,1575,1541,3792,3376,3236,3250,2874,1797,862,22300,324,1203,3343,2925,3095,2296,481,35,6,13715,984,752,1464,1467,1316,1283,554,74,0,7899,126,97,261,182,163,202,75,10,6,1120,35,52,121,103,67,61,17,4,10,475,1472,2103,5191,4685,4651,3840,1126,124,17,23209,58,127,169,130,106,59,4,0,0,649,175,77,99,73,50,62,14,4,0,550,228,208,263,204,153,119,15,4,0,1199,1695,2314,5459,4884,4804,3957,1142,124,21,24405,1333,591,1237,1155,1198,1906,3920,2928,1229,15495,222,259,603,493,419,428,380,333,163,3303,3248,3166,7295,6540,6425,6290,5443,3386,1406,43207
2017,165,269,637,530,447,438,116,14,0,2617,84,55,166,127,105,189,440,431,250,1847,15,29,57,43,26,37,35,35,22,296,261,353,866,698,575,673,588,477,266,4763,89,340,818,674,588,534,105,9,0,3146,206,169,334,331,252,298,143,26,0,1752,21,15,91,32,14,44,15,0,0,246,8,10,29,15,19,19,0,0,0,96,319,529,1274,1051,863,892,265,35,3,5241,6,12,17,20,23,12,4,0,0,100,17,10,9,11,4,14,0,0,0,64,27,20,28,30,29,22,4,0,0,161,347,550,1303,1079,892,911,270,35,3,5402,181,89,219,175,183,324,784,709,377,3037,40,53,118,77,62,82,71,73,34,597,563,690,1643,1338,1133,1321,1116,813,417,9037
