SUA_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
1035,0,10,..,370,30,398,3,403,..,37,4,42,0,36,..,5,0,5,0,5,..,0,0,0,0,0,..,12,5,18,0,13,..,4,0,4,0,4,..,206,19,224,0,224,..,19,5,27,0,26,..,7,0,7,0,7,..,7,0,7,0,7,..,9,0,9,0,9,..,13,0,16,0,19,..,7,0,7,0,7,..,88,3,86,0,86,..,15,0,15,0,15,..,76,0,74,0,74,..,25,0,25,0,25,..,198,4,202,0,202,..,52,5,54,0,54,..,39,0,39,0,39,..,48,17,58,0,56,..,0,0,0,0,0,..,28,7,38,0,38,..,719,304,1022,12,1028,..,2181,498,2682,21,2700,..,94,11,104,1371,1481,25393,2277,513,2789,1392,29574,48588,..,..,..,..,48588,..,58,0,63,0,63,..,276,36,307,5,311,..,141,0,140,0,140,..,60,19,81,0,81,..,227,129,349,7,359
1036,0,65,..,1188,88,1274,4,1278,..,1505,322,1825,14,1842,..,174,17,194,0,194,..,31,11,39,0,40,..,146,38,189,3,193,..,2309,738,3048,17,3057,..,377,32,403,4,408,..,146,27,179,4,178,..,218,40,258,3,258,..,502,144,656,5,658,..,138,20,155,0,151,..,38,0,38,0,38,..,774,176,949,9,961,..,283,9,288,5,294,..,153,14,163,0,163,..,438,31,470,4,476,..,94,0,93,0,94,..,967,55,1022,12,1031,..,1108,199,1308,13,1319,..,86,5,89,0,94,..,437,101,533,0,536,..,499,138,634,4,640,..,510,188,698,4,704,..,2216,421,2634,44,2680,..,18182,3642,21822,173,22000,..,521,93,617,6391,7006,126564,18706,3734,22444,6571,155575,249774,..,..,..,..,249774,..,224,0,225,0,225,..,2781,504,3284,17,3305,..,106,5,116,5,118,..,505,162,663,5,667,..,1999,508,2512,32,2543
2000,0,15,..,1144,106,1251,10,1258,..,1435,162,1600,25,1626,..,207,21,225,0,231,..,90,58,154,0,154,..,56,14,68,0,68,..,92,8,102,0,102,..,262,24,279,3,285,..,33,5,39,0,42,..,178,25,199,3,204,..,103,10,111,0,116,..,139,15,157,6,163,..,46,3,50,0,50,..,120,24,143,0,143,..,610,24,634,8,641,..,171,20,192,3,192,..,561,31,593,6,598,..,338,76,421,4,419,..,1679,155,1834,22,1853,..,514,37,553,0,548,..,82,8,93,0,93,..,488,145,635,3,642,..,118,33,149,0,149,..,271,194,465,13,479,..,2747,396,3138,56,3197,..,13452,2138,15593,219,15809,..,795,67,862,25098,25960,314543,14246,2206,16451,25317,356315,629316,..,..,..,..,629316,..,465,6,471,0,478,..,495,86,577,14,587,..,152,11,156,0,157,..,334,137,468,9,479,..,1463,922,2390,21,2413
2001,0,7,..,359,45,401,6,408,..,43,6,49,0,49,..,8,0,8,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,11,0,15,0,15,..,8,0,6,0,6,..,0,0,0,0,0,..,17,0,22,0,22,..,16,0,13,0,13,..,4,0,4,0,4,..,19,0,19,0,19,..,21,0,27,0,27,..,21,0,21,0,21,..,4,0,4,0,4,..,35,0,37,0,37,..,14,0,13,0,13,..,73,3,71,0,71,..,44,0,51,0,48,..,18,3,19,0,19,..,9,0,13,0,13,..,6,0,11,0,11,..,24,13,32,0,31,..,234,25,263,5,269,..,1095,121,1216,17,1233,..,34,3,35,453,494,10928,1124,126,1248,477,12651,21309,..,..,..,..,21309,..,24,0,25,0,25,..,37,0,38,4,44,..,6,0,6,0,6,..,11,3,17,0,17,..,41,18,62,0,66
2002,0,9,..,52,0,55,0,55,..,35,4,36,0,36,..,4,0,5,0,5,..,0,0,0,0,0,..,7,0,10,0,10,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,3,3,8,0,8,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,32,7,37,0,37,..,3,0,0,0,0,..,37,0,36,0,36,..,6,4,15,0,13,..,82,5,87,0,88,..,5,0,5,0,5,..,13,0,15,0,13,..,7,9,20,0,20,..,0,0,0,0,0,..,18,11,32,0,32,..,50,17,60,4,66,..,378,73,454,5,458,..,22,11,29,555,584,7184,404,88,482,563,8232,13721,..,..,..,..,13721,..,26,0,27,0,27,..,16,0,16,0,16,..,8,4,10,0,9,..,13,3,20,0,20,..,41,18,60,0,60
2003,0,24,..,871,77,953,13,959,..,72,4,79,0,75,..,80,4,85,0,85,..,9,0,10,0,10,..,31,4,35,0,35,..,16,0,17,0,17,..,231,18,247,3,252,..,29,6,32,0,33,..,29,0,29,0,29,..,31,0,32,0,34,..,38,8,46,0,45,..,10,0,16,0,16,..,23,4,24,0,24,..,113,3,112,6,115,..,41,0,38,0,38,..,125,6,129,0,129,..,44,0,47,0,47,..,322,6,334,6,331,..,99,3,110,6,106,..,66,0,68,0,67,..,75,13,90,0,92,..,5,3,13,0,13,..,89,14,104,0,104,..,559,54,612,17,627,..,3581,409,3987,51,4039,..,179,17,198,2604,2800,51325,3759,424,4183,2658,58167,98523,..,..,..,..,98523,..,66,0,67,0,67,..,174,5,181,4,187,..,25,0,25,0,25,..,134,33,165,0,165,..,732,216,946,16,962
2004,0,22,..,569,38,608,8,618,..,87,4,96,0,96,..,26,0,26,0,26,..,11,0,15,0,15,..,30,7,37,0,37,..,4,0,4,0,4,..,228,21,245,3,252,..,16,0,15,0,17,..,9,0,9,0,9,..,12,5,18,4,20,..,25,4,25,0,25,..,0,0,0,0,0,..,12,0,10,0,10,..,122,0,123,0,128,..,46,3,48,0,48,..,132,3,138,4,136,..,58,9,65,0,65,..,358,21,381,3,385,..,54,3,59,0,59,..,37,0,34,0,34,..,52,12,63,0,63,..,7,3,14,0,14,..,77,21,94,5,95,..,852,441,1293,20,1315,..,3091,712,3805,47,3853,..,159,38,189,2602,2788,46934,3251,742,3992,2648,53577,90175,..,..,..,..,90175,..,81,3,85,0,85,..,192,7,196,5,203,..,42,0,42,0,42,..,115,25,136,4,140,..,402,150,551,3,559
2005,0,0,..,13,0,11,0,11,..,9,0,11,0,11,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,7,0,7,..,7,0,3,0,3,..,6,0,6,0,6,..,17,3,17,0,17,..,13,0,12,0,18,..,6,0,6,0,6,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,42,7,53,0,53,..,196,18,215,3,222,..,12,0,16,443,456,5087,214,18,229,441,5759,9578,..,..,..,..,9578,..,5,0,5,0,5,..,4,0,10,0,10,..,0,0,0,0,0,..,11,0,11,0,11,..,15,6,16,0,16
2006,0,0,..,31,3,35,0,35,..,17,0,23,0,24,..,3,0,3,0,3,..,0,0,0,0,0,..,7,3,10,0,10,..,0,0,0,0,0,..,18,0,18,0,18,..,0,0,3,0,3,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,11,3,17,0,17,..,12,9,17,0,17,..,42,5,46,0,46,..,0,0,0,0,0,..,0,0,0,0,0,..,8,4,10,0,15,..,0,0,0,0,0,..,7,4,4,0,4,..,62,15,69,3,73,..,293,125,412,11,421,..,12,0,13,301,313,5764,306,119,429,307,6503,11195,..,..,..,..,11195,..,5,0,5,0,5,..,28,8,31,0,35,..,0,0,0,0,0,..,9,0,12,0,12,..,129,159,283,0,286
2007,0,0,..,91,11,106,0,106,..,26,4,32,3,32,..,7,0,7,0,7,..,0,0,0,0,0,..,4,3,3,0,3,..,0,0,0,0,0,..,17,5,23,0,23,..,6,0,6,0,6,..,0,0,0,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,4,0,4,..,26,0,26,0,26,..,0,0,0,0,0,..,45,0,49,0,47,..,9,0,12,0,12,..,79,4,84,0,86,..,12,0,9,0,9,..,3,0,3,0,3,..,9,0,13,0,13,..,0,0,0,0,0,..,19,12,27,0,27,..,69,5,76,0,76,..,423,59,478,8,488,..,36,3,40,626,660,10562,454,62,522,632,11712,20313,..,..,..,..,20313,..,8,0,8,0,14,..,13,0,17,0,18,..,21,0,23,0,23,..,18,4,23,0,23,..,31,14,41,5,47
2008,0,71,..,2196,172,2366,29,2396,..,965,154,1114,17,1128,..,172,13,187,0,189,..,31,19,47,0,47,..,99,13,113,0,113,..,444,121,558,0,564,..,293,17,315,5,316,..,188,42,229,0,231,..,238,34,271,0,269,..,162,14,178,0,184,..,158,30,190,0,190,..,20,0,23,0,23,..,337,91,431,10,440,..,417,12,422,0,426,..,148,4,154,5,154,..,455,12,463,0,465,..,140,6,146,0,149,..,1157,31,1184,8,1196,..,424,63,492,5,496,..,181,22,200,6,201,..,248,56,311,0,314,..,147,25,178,0,178,..,340,130,467,8,472,..,2475,683,3162,68,3230,..,13916,2375,16291,197,16491,..,412,58,470,6281,6747,125435,14326,2439,16765,6478,148681,242730,..,..,..,..,242730,..,254,0,254,0,254,..,778,123,904,12,910,..,43,0,47,0,43,..,410,80,489,11,494,..,1723,435,2162,26,2189
2009,0,0,..,45,8,49,3,52,..,69,0,67,0,67,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,12,4,18,0,18,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,6,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,7,0,7,0,7,..,17,0,17,0,17,..,33,0,34,0,37,..,3,0,3,0,3,..,10,0,16,0,16,..,18,0,14,0,14,..,14,6,11,0,11,..,95,8,108,0,108,..,525,45,562,9,575,..,31,0,31,452,480,10145,553,45,593,460,11198,20204,..,..,..,..,20204,..,34,0,34,0,34,..,22,0,22,0,22,..,9,0,9,0,9,..,16,3,18,0,18,..,38,3,45,0,44
2010,0,3,..,86,6,92,3,92,..,36,0,37,0,37,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,37,4,38,0,38,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,17,0,17,..,6,0,6,0,6,..,27,0,29,0,29,..,13,0,13,0,13,..,54,3,54,0,54,..,15,0,15,0,15,..,8,0,7,0,7,..,5,0,5,0,5,..,4,0,10,0,10,..,12,0,13,0,13,..,61,32,96,0,96,..,409,56,470,12,475,..,29,4,31,416,451,7841,439,64,504,424,8764,15198,..,..,..,..,15198,..,17,0,17,0,17,..,12,0,14,0,14,..,0,0,0,0,0,..,10,5,15,0,17,..,41,6,51,0,52
2011,54,5927,..,134429,11548,145983,1501,147476,..,37818,7009,44835,276,45112,..,5728,683,6413,61,6469,..,5660,3479,9136,59,9196,..,6750,1900,8647,64,8712,..,11405,2586,13989,100,14090,..,10059,598,10654,103,10757,..,8654,1610,10267,81,10339,..,6216,871,7088,39,7126,..,4033,385,4414,53,4465,..,8121,1648,9769,64,9832,..,6010,417,6434,72,6499,..,6941,1527,8458,52,8513,..,11305,295,11608,82,11682,..,8463,714,9172,108,9285,..,14329,411,14740,75,14809,..,5052,529,5578,47,5626,..,39141,1949,41096,306,41404,..,18621,2290,20913,171,21083,..,14370,1300,15667,167,15837,..,6954,1491,8443,46,8489,..,13083,3706,16792,112,16901,..,40874,21101,61975,437,62415,..,93689,21897,115589,1969,117563,..,706229,149298,855520,7812,863330,..,12079,3092,15173,98475,113649,1469579,718301,152389,870692,106287,2446560,2913791,..,..,..,..,2913791,..,4555,53,4611,24,4630,..,74120,12800,86919,627,87549,..,572,36,608,12,615,..,61845,18131,79981,556,80530,..,156798,53818,210609,1862,212474
2012,0,3,..,263,31,296,5,300,..,341,61,403,0,408,..,21,0,21,0,21,..,21,16,34,0,34,..,23,7,30,0,30,..,7,0,7,0,7,..,70,6,76,0,76,..,15,3,12,0,12,..,3,0,6,0,6,..,0,0,4,0,4,..,5,0,5,0,5,..,31,6,35,0,35,..,11,0,8,0,8,..,65,4,69,0,69,..,11,3,15,0,15,..,63,3,66,0,69,..,131,38,166,0,168,..,269,52,317,5,318,..,21,0,22,0,22,..,37,7,41,0,41,..,58,40,98,4,98,..,116,86,202,0,201,..,85,99,187,0,188,..,465,157,622,14,636,..,2375,836,3207,31,3243,..,102,24,124,1990,2114,22005,2485,856,3338,2019,27360,42703,..,..,..,..,42703,..,61,0,61,0,61,..,81,18,99,3,97,..,38,0,38,0,34,..,93,59,155,0,159,..,386,482,866,25,891
2013,0,0,..,8,0,8,0,8,..,27,5,36,0,33,..,4,0,4,0,4,..,10,5,8,0,8,..,0,4,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,3,13,0,13,..,3,0,3,0,3,..,3,0,3,0,3,..,9,0,8,0,8,..,12,0,16,0,16,..,33,0,33,0,35,..,3,0,3,0,0,..,36,3,46,0,47,..,4,0,7,0,7,..,83,7,87,3,89,..,14,0,14,0,14,..,0,0,0,0,0,..,11,0,18,0,18,..,0,0,0,0,0,..,5,7,11,0,11,..,154,36,185,6,188,..,477,103,579,7,591,..,31,4,30,745,775,9831,508,105,611,758,11200,19336,..,..,..,..,19336,..,3,0,3,0,3,..,27,4,30,0,32,..,3,0,3,0,3,..,18,6,19,0,19,..,39,20,56,0,56
2014,0,0,..,26,0,29,0,29,..,6,0,6,0,6,..,6,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,3,0,3,0,3,..,10,0,12,0,12,..,7,0,7,0,7,..,34,0,36,0,36,..,5,0,5,0,5,..,0,0,0,0,0,..,15,0,15,0,15,..,0,0,0,0,0,..,12,0,13,0,13,..,37,5,43,0,43,..,212,12,220,0,219,..,12,0,12,324,344,5144,222,12,237,327,5700,10129,..,..,..,..,10129,..,10,0,10,0,10,..,11,3,13,0,13,..,0,0,0,0,0,..,4,0,4,0,4,..,17,4,18,0,18
2015,0,0,..,83,11,86,0,87,..,23,4,26,0,26,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,22,0,22,..,0,0,0,0,0,..,17,0,17,0,18,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,4,8,0,8,..,19,0,19,0,19,..,6,0,6,0,6,..,25,0,28,0,28,..,6,0,6,0,6,..,59,5,58,0,58,..,10,4,13,0,12,..,10,3,13,0,18,..,7,0,7,0,7,..,0,0,0,0,0,..,23,8,35,3,39,..,71,11,81,3,83,..,457,65,523,9,533,..,34,0,31,436,469,6971,488,64,552,444,7973,13388,..,..,..,..,13388,..,46,0,45,0,45,..,23,5,26,0,28,..,3,0,3,0,3,..,10,0,13,0,13,..,56,25,82,0,82
2016,0,31,..,936,164,1100,14,1108,..,352,68,419,4,430,..,10,0,13,0,13,..,3,0,4,0,4,..,9,0,8,0,8,..,67,12,83,0,83,..,216,19,234,4,238,..,25,22,46,0,46,..,9,0,9,0,9,..,14,0,14,0,14,..,0,0,0,0,0,..,96,3,97,0,97,..,7,0,9,0,9,..,112,6,117,0,117,..,32,0,37,0,38,..,129,4,136,0,141,..,141,52,194,0,197,..,416,67,485,3,492,..,30,3,33,0,33,..,76,3,84,0,84,..,67,18,87,0,85,..,138,52,191,0,191,..,33,15,43,4,47,..,927,335,1262,24,1282,..,4318,1169,5477,70,5546,..,116,35,148,1808,1955,19912,4432,1199,5631,1876,27417,38809,..,..,..,..,38809,..,55,0,52,0,52,..,1005,356,1361,18,1379,..,67,0,67,5,69,..,77,36,113,5,114,..,342,211,551,12,567
2017,0,6,..,118,11,128,0,130,..,48,28,79,0,78,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,19,0,19,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,25,0,25,..,15,4,22,0,22,..,27,0,27,0,27,..,61,27,87,0,86,..,123,32,159,0,160,..,7,0,11,0,11,..,5,0,5,0,5,..,9,0,10,0,10,..,0,0,0,0,0,..,39,45,81,0,81,..,72,13,82,5,85,..,532,163,697,9,704,..,19,7,28,359,391,4765,553,173,721,369,5858,9057,..,..,..,..,9057,..,19,0,20,0,20,..,14,6,15,0,16,..,12,0,12,0,16,..,12,6,12,0,12,..,60,54,112,0,112
2018,0,9,..,211,18,235,0,239,..,229,50,284,0,282,..,6,9,14,0,14,..,3,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,104,4,114,0,114,..,3,0,3,0,3,..,27,0,31,0,31,..,3,0,11,0,11,..,11,0,10,0,10,..,0,0,0,0,0,..,5,5,13,0,13,..,85,3,85,0,85,..,17,3,19,0,19,..,87,0,91,0,91,..,31,4,31,0,31,..,219,9,225,0,227,..,36,3,45,0,49,..,20,0,20,0,20,..,38,10,47,0,47,..,5,3,10,0,10,..,29,17,48,0,51,..,294,68,364,18,375,..,1619,280,1900,24,1926,..,66,18,84,1567,1647,18674,1682,297,1988,1588,22253,36391,..,..,..,..,36391,..,40,0,37,0,37,..,90,8,99,4,102,..,21,0,21,0,21,..,56,21,78,0,77,..,164,39,203,0,201
2019,0,7,..,109,12,114,0,113,..,146,29,173,0,177,..,6,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,3,14,0,14,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,5,0,5,..,36,0,36,0,36,..,0,4,3,0,3,..,31,0,31,0,31,..,15,4,14,0,14,..,79,5,84,0,84,..,13,4,10,0,10,..,17,0,16,0,16,..,16,5,20,0,20,..,0,0,0,0,0,..,12,3,16,0,16,..,71,6,79,5,87,..,576,78,658,7,667,..,26,3,32,540,573,9251,606,81,685,547,10488,17592,..,..,..,..,17592,..,13,0,13,0,13,..,10,0,13,0,13,..,4,0,4,0,4,..,14,5,19,0,19,..,48,10,56,0,56
2020,0,3,..,191,12,202,0,202,..,50,5,54,0,54,..,7,3,14,0,14,..,4,0,4,0,4,..,5,4,11,0,11,..,4,0,5,0,5,..,22,0,23,0,26,..,4,0,3,0,3,..,15,3,19,0,19,..,5,0,5,0,5,..,18,4,21,0,21,..,5,0,7,0,7,..,15,0,16,0,16,..,41,0,41,0,41,..,15,0,19,0,19,..,25,0,25,0,25,..,18,0,18,0,18,..,99,0,100,0,100,..,38,10,41,0,41,..,21,0,18,0,18,..,38,8,48,0,46,..,6,0,6,0,6,..,28,13,39,0,39,..,243,22,267,5,274,..,1098,131,1224,12,1237,..,44,0,47,1114,1157,19801,1139,136,1275,1128,22199,38223,..,..,..,..,38223,..,66,3,63,0,67,..,31,7,37,5,40,..,11,0,11,0,11,..,25,11,38,0,38,..,174,57,231,0,231
2021,0,6,..,116,3,120,3,124,..,16,0,16,3,20,..,17,0,17,0,16,..,5,0,4,0,4,..,11,3,16,0,16,..,0,0,0,0,0,..,20,0,20,0,20,..,3,0,3,0,3,..,9,0,9,0,9,..,5,0,5,0,5,..,7,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,55,0,53,0,54,..,14,0,21,0,21,..,36,0,36,0,40,..,21,4,28,0,28,..,133,7,134,0,137,..,21,0,27,0,28,..,11,0,13,0,13,..,37,11,45,0,45,..,4,0,3,0,10,..,32,26,54,0,56,..,150,12,157,3,162,..,800,139,939,30,967,..,64,3,69,937,1010,16576,867,144,1011,968,18547,31835,..,..,..,..,31835,..,58,0,57,0,57,..,59,0,58,0,58,..,15,0,18,0,18,..,24,4,30,0,30,..,156,156,311,8,321
3000,0,21,..,1163,170,1335,11,1348,..,1312,192,1499,23,1523,..,358,51,410,5,418,..,33,18,53,0,53,..,170,96,270,0,267,..,7,0,8,0,8,..,136,9,146,0,146,..,41,0,45,0,45,..,118,9,127,0,128,..,154,32,187,4,192,..,167,23,195,0,197,..,85,20,103,0,103,..,50,9,61,0,58,..,913,36,954,7,959,..,208,17,227,3,226,..,1042,45,1090,16,1103,..,286,25,310,0,310,..,2447,125,2578,24,2600,..,746,48,788,9,794,..,57,5,65,0,65,..,502,117,623,8,627,..,31,6,32,0,32,..,268,194,461,6,471,..,9402,1090,10488,302,10792,..,21228,2787,24018,463,24484,..,1164,110,1270,32088,33360,310002,22387,2901,25294,32552,367847,627965,..,..,..,..,627965,..,1454,25,1481,8,1491,..,300,61,362,6,368,..,12318,1524,13841,448,14290,..,356,89,442,3,449,..,1357,688,2044,28,2072
