SUA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
1036,28,120,80,44,13,0,0,0,287,25,70,45,34,35,0,0,0,208,52,303,406,538,747,983,845,515,4391,112,488,530,620,798,983,845,515,4892,19017,18122,17079,17248,16953,13280,7348,2092,111149,967,950,803,768,659,609,588,488,5839,20097,19563,18412,18640,18409,14879,8782,3098,121878,7,29,14,3,6,0,0,0,58,8,4,13,8,8,0,0,0,42,19,61,76,122,131,73,38,34,548,35,97,108,126,138,73,38,34,649,18572,18746,18449,18834,18800,15472,9465,3925,122260,897,912,787,657,581,650,760,911,6134,19495,19752,19340,19619,19520,16195,10260,4869,129047,36,149,102,43,16,0,0,0,345,34,72,53,41,39,0,0,0,250,72,362,480,659,875,1057,885,550,4944,146,586,637,749,934,1057,885,550,5541,37588,36870,35526,36089,35749,28751,16814,6017,233408,1862,1866,1583,1424,1236,1258,1340,1401,11980,39592,39317,37753,38260,37926,31070,19040,7966,250927
2000,293,287,187,140,57,0,0,0,965,38,75,90,71,115,0,0,0,384,54,439,880,1679,2688,5446,3213,1860,16260,386,803,1154,1886,2855,5446,3213,1860,17606,32269,30035,32579,40101,48688,44697,21640,4652,254655,3388,3510,3933,4134,4274,3989,2357,1025,26613,36044,34352,37663,46126,55812,54129,27203,7533,298872,102,38,20,25,15,0,0,0,202,3,19,16,23,23,0,0,0,90,32,104,211,459,677,494,170,136,2288,141,164,247,514,708,494,170,136,2576,29394,31706,35827,43631,52643,47276,23732,9065,273273,2877,2713,3123,3234,3600,3469,2628,1673,23313,32414,34580,39196,47378,56946,51245,26527,10876,299168,394,324,205,163,65,0,0,0,1164,40,94,110,98,133,0,0,0,470,89,543,1085,2142,3362,5945,3386,1994,18552,529,966,1404,2400,3562,5945,3386,1994,20184,61665,61744,68402,83736,101331,91965,45365,13717,527935,6266,6228,7051,7367,7871,7456,4984,2695,49925,68456,68929,76856,93509,112766,105370,53737,18413,598038
2001,0,7,7,0,0,0,0,0,8,0,3,0,5,3,0,0,0,15,7,26,47,64,79,121,59,35,433,10,34,50,65,83,121,59,35,461,1323,1624,1577,1383,1121,962,433,97,8516,50,81,66,62,52,45,34,8,397,1380,1735,1692,1510,1260,1134,526,145,9369,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,7,9,13,24,9,5,3,76,0,9,9,18,24,9,5,3,80,1327,1751,1675,1549,1319,1173,611,265,9670,65,71,65,54,61,57,46,18,439,1389,1830,1750,1620,1407,1245,659,293,10187,0,3,7,0,0,0,0,0,11,0,9,0,6,3,0,0,0,16,8,29,58,83,107,133,60,42,509,5,41,64,89,105,133,60,42,536,2648,3374,3253,2935,2448,2135,1040,368,18187,115,151,129,110,113,111,81,27,829,2767,3571,3442,3135,2664,2371,1187,431,19557
2002,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,5,6,18,30,37,128,97,63,384,5,4,21,36,40,128,97,63,397,777,807,662,734,813,802,503,112,5217,63,55,54,54,62,63,75,47,466,845,865,738,826,916,993,674,226,6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,10,8,7,0,41,0,4,8,10,10,8,7,0,46,738,874,783,894,1021,1039,719,240,6307,49,64,53,60,65,77,79,102,551,795,946,841,960,1091,1124,805,339,6900,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,5,12,26,41,45,136,110,63,430,5,13,29,41,46,136,110,63,437,1523,1678,1445,1626,1832,1847,1223,355,11522,115,120,106,111,127,136,149,146,1016,1638,1807,1580,1787,2010,2117,1477,567,12979
2003,4,3,4,9,6,0,0,0,34,6,21,10,5,12,0,0,0,50,17,104,157,265,367,514,426,248,2101,22,128,173,282,390,514,426,248,2189,6553,7081,6059,5840,5458,4562,2343,628,38528,379,417,305,317,276,268,206,137,2311,6963,7627,6541,6439,6124,5345,2967,1015,43024,0,4,0,4,0,0,0,0,13,3,3,5,4,0,0,0,0,14,5,19,33,64,92,58,17,11,301,6,28,38,67,92,58,17,11,318,6574,7341,6985,6778,6550,5976,3336,1521,45057,403,408,316,281,256,288,305,297,2554,6981,7775,7337,7125,6896,6325,3662,1834,47933,4,11,4,14,8,0,0,0,44,8,22,16,7,12,0,0,0,63,22,119,195,328,459,574,441,265,2400,30,156,216,345,485,574,441,265,2508,13126,14424,13045,12616,12008,10538,5674,2153,83588,788,826,615,601,528,557,509,436,4860,13946,15403,13881,13566,13020,11670,6629,2851,90958
2004,3,0,4,3,4,0,0,0,19,3,21,18,14,10,0,0,0,69,11,107,169,267,316,568,444,337,2225,14,133,188,288,330,568,444,337,2309,5830,6187,5476,5158,5015,4385,2271,579,34906,326,402,316,322,300,252,195,165,2280,6180,6723,5982,5766,5649,5212,2909,1081,39492,0,3,6,0,0,0,0,0,6,3,0,3,5,4,0,0,0,10,6,19,35,65,86,61,15,22,306,6,25,46,65,89,61,15,22,327,5987,6853,6223,6001,6192,5571,3142,1397,41363,299,387,333,303,289,253,286,312,2464,6293,7259,6600,6367,6563,5887,3449,1728,44151,3,5,7,8,4,0,0,0,30,3,23,21,15,13,0,0,0,81,14,127,203,327,405,627,465,359,2534,22,160,235,350,418,627,465,359,2641,11820,13034,11696,11156,11206,9957,5410,1982,76261,626,787,650,621,590,514,486,474,4741,12471,13979,12582,12136,12212,11096,6354,2812,83646
2005,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,25,25,72,56,33,214,0,5,5,23,26,72,56,33,221,391,382,529,596,673,682,347,78,3677,75,227,176,124,67,65,53,57,846,471,615,713,746,771,819,457,169,4743,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,7,7,10,0,0,37,5,0,0,6,7,10,0,0,43,352,419,629,732,814,895,523,163,4527,28,24,28,49,38,55,81,141,433,379,442,657,788,856,967,605,303,4999,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,8,7,6,3,30,35,83,62,32,251,9,6,5,31,36,83,62,32,264,740,802,1156,1327,1488,1574,870,241,8206,98,244,202,170,108,126,132,200,1279,844,1057,1365,1533,1631,1779,1064,472,9742
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,24,27,60,57,42,226,0,7,10,24,27,60,57,42,227,685,796,665,673,674,609,404,105,4622,27,54,36,35,27,39,35,17,272,716,852,714,727,736,708,492,173,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,3,0,5,29,0,4,0,3,9,3,0,5,29,642,757,663,726,781,774,512,291,5144,29,40,32,27,31,50,50,26,292,668,799,698,767,819,826,561,327,5461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,27,34,65,51,52,253,0,9,14,27,34,65,51,52,254,1326,1557,1330,1400,1458,1379,917,400,9767,56,91,67,63,61,93,79,48,563,1387,1657,1409,1489,1553,1536,1056,502,10580
2007,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,5,6,3,14,48,56,154,136,72,490,3,4,23,48,63,154,136,72,495,1099,1045,989,1177,1314,1298,740,166,7828,81,82,58,91,71,87,75,49,600,1191,1136,1066,1314,1446,1532,949,290,8928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15,14,11,6,4,59,0,8,0,15,14,11,6,4,59,1092,1144,1178,1374,1549,1542,916,338,9136,61,65,60,65,72,78,120,126,636,1153,1214,1240,1449,1644,1634,1034,466,9829,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,5,6,12,19,61,73,161,140,77,543,3,14,23,61,79,161,140,77,558,2198,2192,2165,2550,2863,2845,1651,505,16961,142,152,118,154,145,159,195,175,1237,2338,2351,2308,2763,3085,3166,1985,753,18753
2008,17,12,19,14,10,0,0,0,70,17,43,39,27,29,0,0,0,153,37,243,376,553,786,1408,988,615,5009,65,299,436,601,823,1408,988,615,5239,16470,18331,16678,15658,14301,12393,6325,1825,101981,1008,1470,1150,936,750,684,509,292,6794,17551,20094,18266,17197,15871,14489,7821,2727,114008,4,3,3,4,0,0,0,0,17,5,3,9,7,6,0,0,0,26,6,41,102,151,208,161,50,45,758,15,51,109,163,215,161,50,45,803,15966,19140,18600,17650,17069,15394,8703,3805,116327,848,898,849,711,629,799,703,550,5981,16832,20083,19555,18523,17905,16358,9450,4403,123112,21,17,19,20,9,0,0,0,88,24,46,40,37,39,0,0,0,178,40,283,477,708,989,1568,1040,659,5774,79,348,544,765,1037,1568,1040,659,6042,32440,37466,35278,33311,31368,27792,15024,5630,218310,1857,2362,1997,1649,1371,1488,1210,840,12771,34379,40178,37815,35719,33780,30849,17271,7134,237121
2009,0,0,0,7,0,0,0,0,9,5,3,11,0,3,0,0,0,21,7,20,44,79,74,117,88,30,443,8,21,56,83,82,117,88,30,474,1277,790,1316,1453,1333,949,469,77,7668,70,29,53,69,63,47,29,19,384,1361,837,1423,1603,1476,1113,587,127,8530,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,3,3,16,17,6,3,0,47,5,3,3,23,18,6,3,0,56,1094,858,1577,1672,1406,1151,551,141,8443,66,32,54,75,47,57,30,50,417,1160,887,1638,1776,1475,1210,581,192,8914,0,0,0,3,0,0,0,0,9,4,3,11,3,9,0,0,0,34,3,21,47,93,93,118,90,30,491,13,20,58,100,100,118,90,30,533,2369,1643,2894,3127,2740,2099,1013,223,16114,137,56,115,148,111,100,60,68,800,2519,1727,3066,3378,2951,2322,1172,319,17437
2010,0,0,0,0,0,0,0,0,0,4,3,3,5,0,0,0,0,11,0,15,16,18,55,89,63,66,312,5,17,19,18,54,89,63,66,330,932,1009,852,846,920,736,458,141,5895,71,71,46,34,47,42,35,16,370,1003,1099,921,900,1017,869,551,228,6594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,22,8,0,9,53,0,8,3,9,20,8,0,9,57,851,1089,942,943,1053,934,644,317,6778,75,63,47,45,44,48,54,35,394,933,1152,988,999,1118,984,700,359,7233,0,0,0,0,0,0,0,0,6,4,3,3,6,4,0,0,0,17,0,14,19,20,69,99,63,77,364,0,21,22,27,71,99,63,77,382,1782,2099,1796,1789,1976,1674,1097,462,12675,146,133,94,80,91,89,89,51,768,1932,2254,1913,1893,2136,1857,1245,589,13824
2011,906,910,638,488,239,0,0,0,3185,311,673,590,394,397,0,0,0,2361,394,2576,3881,5794,7566,11984,9674,6167,48039,1620,4154,5106,6676,8202,11984,9674,6167,53585,286428,357098,334305,279329,231549,164946,88777,27813,1770240,15544,24173,18388,13540,10215,7764,6223,3840,99694,303588,385424,357794,299544,249970,184692,104673,37830,1923516,254,282,182,115,37,0,0,0,867,65,130,96,92,68,0,0,0,450,136,371,675,1319,1654,1055,500,615,6329,455,786,953,1525,1758,1055,500,615,7642,274817,370994,347748,302026,255228,199513,116369,52531,1919227,13329,20823,15955,11954,9396,8588,7991,7393,95423,288595,392597,364658,315500,266382,209161,124858,60543,2022295,1163,1192,818,601,282,0,0,0,4050,378,800,684,484,463,0,0,0,2805,530,2947,4554,7114,9213,13045,10176,6785,54370,2073,4939,6060,8201,9960,13045,10176,6785,61230,561244,728091,682055,581356,486779,364458,205140,80348,3689463,28868,44998,34347,25503,19611,16351,14214,11232,195121,592184,778028,722456,615047,516353,393854,229530,98370,3945813
2012,4,3,0,0,3,0,0,0,13,0,9,0,0,0,0,0,0,20,5,26,40,89,150,348,191,115,962,11,43,41,97,156,348,191,115,989,2847,3137,2666,2804,2881,2281,1267,337,18224,305,337,290,305,256,228,134,65,1917,3159,3514,2997,3205,3292,2850,1593,515,21133,0,0,0,0,0,0,0,0,6,0,4,4,0,0,0,0,0,8,0,0,12,14,32,19,5,14,94,4,7,14,14,34,19,5,14,102,2707,3333,2975,3207,3243,2722,1596,740,20518,250,317,286,261,203,213,157,131,1822,2954,3663,3275,3482,3480,2951,1766,873,22449,3,3,3,0,6,0,0,0,14,4,14,5,0,0,0,0,0,23,7,29,44,104,181,363,197,126,1059,11,43,55,112,188,363,197,126,1097,5550,6477,5639,6007,6125,5001,2866,1073,38747,555,656,579,571,462,435,296,197,3743,6113,7176,6274,6686,6775,5804,3359,1391,43582
2013,5,3,0,0,5,0,0,0,10,0,0,0,0,3,0,0,0,3,3,14,27,61,94,147,93,52,489,6,14,26,61,104,147,93,52,508,1125,1234,1016,1104,1372,1183,566,165,7769,97,100,93,102,101,97,49,16,654,1228,1350,1136,1265,1571,1433,704,237,8925,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,3,19,15,12,5,8,59,0,0,3,20,10,12,5,8,64,1072,1255,1153,1310,1460,1341,731,313,8636,86,91,91,98,99,105,71,43,689,1155,1354,1248,1426,1574,1457,808,365,9391,5,3,0,4,8,0,0,0,11,0,0,0,5,3,0,0,0,5,3,12,32,80,105,162,94,64,551,9,19,33,86,115,162,94,64,566,2198,2494,2171,2413,2824,2526,1300,479,16406,179,193,186,193,203,204,123,61,1344,2384,2703,2390,2689,3141,2886,1515,602,18322
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,10,19,39,90,46,36,246,0,6,13,19,40,90,46,36,254,584,467,509,660,781,679,318,85,4082,42,37,42,45,48,49,30,14,300,629,506,565,723,867,822,384,130,4636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,11,3,0,35,0,0,0,3,16,11,3,0,38,518,534,586,705,837,759,388,187,4505,28,34,53,32,41,35,39,32,289,541,570,640,742,887,803,426,219,4833,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,9,12,27,53,99,48,36,285,0,11,14,27,55,99,48,36,287,1104,1002,1099,1366,1612,1433,702,274,8587,74,71,93,73,83,87,63,44,589,1171,1080,1204,1474,1755,1622,816,346,9468
2015,14,122,79,54,13,0,0,0,281,0,3,6,10,14,0,0,0,32,0,9,36,60,111,139,78,39,475,15,137,121,126,139,139,78,39,788,792,722,661,665,707,660,380,98,4691,54,74,58,64,43,46,29,27,398,866,934,837,855,890,843,492,171,5879,12,26,15,14,0,0,0,0,64,0,7,0,9,3,0,0,0,18,0,0,8,20,31,12,9,4,89,9,38,24,42,33,12,9,4,174,752,861,853,955,936,895,557,236,6041,55,48,63,56,36,53,48,52,407,824,940,941,1045,1007,957,604,293,6615,22,150,92,66,14,0,0,0,351,0,9,13,14,18,0,0,0,52,3,10,46,87,140,151,82,46,563,26,166,149,167,175,151,82,46,963,1550,1581,1514,1618,1644,1551,933,334,10732,110,118,120,117,77,101,81,84,805,1687,1869,1785,1900,1899,1800,1098,465,12493
2016,3,4,0,3,3,0,0,0,20,3,0,7,0,0,0,0,0,13,14,25,37,100,118,220,167,141,817,26,34,45,101,119,220,167,141,842,2995,3183,2868,2861,2704,2167,1283,340,18404,287,291,251,225,215,181,142,61,1654,3303,3503,3158,3184,3039,2570,1591,546,20902,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,7,4,20,31,19,15,7,102,0,7,4,24,27,19,15,7,106,2873,3481,3125,3032,3008,2672,1594,765,20546,237,303,251,183,210,185,188,97,1649,3116,3792,3376,3236,3250,2874,1797,862,22300,7,4,0,3,3,0,0,0,17,3,0,7,3,4,0,0,0,18,19,32,43,119,144,237,182,147,914,30,37,51,120,145,237,182,147,946,5865,6660,5994,5894,5717,4843,2874,1103,38951,519,599,498,410,427,366,330,156,3306,6420,7295,6540,6425,6290,5443,3386,1406,43207
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,5,7,12,24,32,36,36,33,192,5,10,14,27,36,36,36,33,198,587,702,591,497,575,460,271,95,3775,41,60,38,38,43,34,30,22,298,641,774,638,559,653,531,334,153,4281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,18,0,0,3,0,0,6,0,3,18,565,807,656,550,630,546,435,242,4420,47,58,45,25,38,43,39,28,321,611,866,698,575,673,588,477,266,4763,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,5,7,16,27,35,41,36,41,210,5,10,18,27,43,41,36,41,222,1155,1511,1241,1044,1208,1010,704,336,8203,94,117,80,66,80,74,72,45,622,1253,1643,1338,1133,1321,1116,813,417,9037
2018,3,0,3,5,0,0,0,0,12,0,6,5,7,0,0,0,0,20,3,29,68,89,137,245,172,87,828,8,37,74,90,141,245,172,87,859,2254,2502,2208,2229,2298,1960,1029,274,14759,184,228,186,201,184,162,138,89,1371,2451,2770,2468,2524,2619,2367,1335,457,16991,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,6,3,5,0,21,36,23,16,5,120,3,9,5,26,35,23,16,5,128,2236,2758,2394,2437,2745,2370,1368,604,16908,194,230,215,144,183,143,159,155,1425,2429,3000,2616,2607,2968,2538,1539,765,18460,3,5,3,4,0,0,0,0,16,0,6,3,7,0,0,0,0,20,6,36,73,107,176,267,186,93,950,11,42,82,121,180,267,186,93,986,4490,5262,4603,4668,5040,4328,2395,882,31669,372,459,402,352,369,303,295,247,2798,4876,5760,5089,5134,5586,4902,2879,1221,35452
2019,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,10,12,31,49,122,118,75,434,11,18,16,35,53,122,118,75,444,1009,1002,996,1019,1044,926,586,170,6753,55,69,57,47,57,64,53,40,446,1076,1086,1062,1102,1153,1115,755,285,7646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,18,7,8,4,3,51,0,4,5,18,10,8,4,3,53,1024,1124,1110,1199,1252,1210,866,445,8227,64,66,49,66,62,58,90,62,527,1090,1192,1158,1285,1329,1284,959,509,8806,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,6,11,10,16,50,55,128,125,78,482,11,16,19,50,67,128,125,78,498,2033,2122,2107,2227,2296,2140,1448,613,14979,123,139,105,113,118,127,138,102,975,2165,2282,2229,2388,2478,2399,1714,795,16453
2020,3,4,0,0,0,0,0,0,8,0,8,7,3,4,0,0,0,17,3,53,51,83,124,255,187,116,869,6,61,55,88,132,255,187,116,904,2143,2491,2166,2159,2214,2032,1140,254,14598,114,148,150,151,117,117,87,39,922,2267,2694,2378,2392,2468,2399,1416,411,16419,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,11,13,21,27,22,14,7,117,6,12,13,24,32,22,14,7,126,2187,2797,2401,2504,2696,2410,1403,568,16970,118,178,140,125,128,130,115,51,992,2308,2988,2554,2656,2851,2559,1534,636,18089,6,4,0,5,0,0,0,0,12,0,4,7,3,7,0,0,0,22,6,63,63,102,152,277,198,124,994,13,73,70,110,163,277,198,124,1027,4331,5283,4569,4665,4909,4438,2543,824,31565,230,328,292,271,245,250,209,93,1918,4574,5681,4929,5047,5318,4958,2949,1045,34506
2021,0,6,0,0,0,0,0,0,4,3,3,0,6,0,0,0,0,20,4,37,45,54,96,169,128,94,619,13,43,42,58,97,169,128,94,643,1840,2089,1862,1934,1944,1685,843,243,12444,137,120,151,115,85,89,78,51,829,1989,2255,2056,2105,2133,1942,1046,386,13915,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,7,13,21,14,4,3,61,0,3,7,14,18,14,4,3,63,1886,2174,2096,2270,2372,2059,1203,567,14632,97,115,125,98,99,106,121,116,879,1989,2292,2228,2383,2497,2179,1329,681,15570,0,4,0,0,3,0,0,0,12,3,3,0,6,0,0,0,0,20,5,38,49,67,115,186,132,92,684,15,45,52,71,120,186,132,92,707,3736,4261,3958,4205,4323,3740,2048,806,27076,231,233,277,213,184,199,194,164,1705,3982,4543,4287,4493,4622,4121,2376,1073,29490
3000,138,179,140,123,60,0,0,0,643,55,126,129,119,145,0,0,0,572,131,693,1202,2603,3948,6992,3442,1333,20330,323,992,1468,2836,4154,6992,3442,1333,21543,34710,33454,34662,41019,47567,39806,18924,3713,253858,5441,6890,6123,6389,6020,4360,2292,770,38285,40480,41337,42255,50245,57737,51158,24659,5816,313688,52,58,33,26,10,0,0,0,182,15,37,28,43,24,0,0,0,155,64,158,325,717,805,673,238,108,3094,132,258,384,791,840,673,238,108,3431,32564,36424,38518,44340,50951,41198,19725,6123,269841,4342,4681,4261,4557,4475,3533,2272,1104,29222,37037,41370,43166,49692,56267,45399,22238,7334,302494,191,239,175,146,71,0,0,0,827,69,162,154,162,169,0,0,0,725,193,852,1531,3318,4754,7662,3677,1441,23429,454,1258,1860,3636,4995,7662,3677,1441,24979,67268,69884,73181,85353,98515,81001,38655,9841,523700,9788,11568,10381,10944,10491,7891,4570,1875,67505,77513,82708,85421,99933,114001,96555,46900,13151,616182
3001,0,3,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,6,4,18,37,60,55,73,48,4,302,3,18,37,62,62,73,48,4,313,700,1115,896,833,745,509,164,14,4979,128,247,165,159,119,88,26,0,941,836,1390,1100,1058,924,678,236,23,6238,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,12,8,10,0,0,43,0,10,6,12,10,10,0,0,45,844,1222,965,826,746,469,148,27,5247,117,210,116,97,106,49,22,5,721,959,1437,1090,930,856,528,171,29,6011,0,3,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,6,5,21,44,74,66,82,50,4,347,11,24,44,76,69,82,50,4,360,1545,2337,1865,1663,1488,980,311,39,10226,247,461,287,255,223,138,43,9,1667,1802,2826,2190,1991,1778,1199,405,51,12251
