SUA_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
5000,71946,66410,138352,12098,12379,24474,948,858,1814,906,871,1778,1355,1164,2516,431,417,853,24655,24310,48969,214,201,413,454,389,847,52,38,92,21,21,39,29041,28279,57326,3178,3236,6417,813,658,1472,45127,44551,89684,24301,15287,39590,141375,126252,267626
5001,8776,9348,18127,1527,1731,3258,71,84,162,48,70,122,77,57,132,23,35,56,3789,4284,8071,12,22,37,31,36,57,8,13,19,0,0,0,4059,4597,8657,333,341,677,130,131,259,6051,6799,12854,1358,984,2339,16185,17133,33316
5002,2564,2608,5170,1063,1186,2247,95,100,194,117,146,265,102,112,213,37,40,76,1107,1326,2435,14,12,29,55,69,125,4,10,18,5,0,5,1541,1817,3351,211,330,544,71,57,127,2879,3390,6273,1113,1049,2158,6556,7051,13600
5003,19348,20223,39569,2854,3078,5935,176,188,369,189,174,361,218,248,469,79,67,139,8161,9265,17425,52,66,116,140,136,276,13,16,24,0,0,0,9034,10155,19185,827,1005,1835,318,271,589,13027,14515,27540,2847,1929,4774,35222,36658,71881
5004,9797,10248,20048,2309,2481,4792,110,139,250,118,123,242,104,120,221,40,32,71,4272,4781,9045,26,32,57,41,55,96,8,8,11,0,0,0,4723,5288,10006,432,504,933,94,93,189,7556,8366,15923,1338,1213,2551,18696,19823,38516
5005,3010,3020,6033,960,1009,1974,25,32,56,44,38,82,47,50,97,26,17,40,689,748,1435,3,3,10,7,4,14,0,0,0,0,0,0,838,897,1730,92,112,201,42,42,79,1927,2058,3986,699,603,1306,5642,5686,11329
5006,9557,9806,19365,1512,1576,3092,96,94,190,103,127,225,104,122,230,53,41,96,3841,4306,8143,25,28,47,68,78,146,12,17,31,6,4,3,4300,4813,9110,307,362,670,147,129,276,6267,6875,13136,2059,1730,3790,17881,18409,36290
5007,6465,5831,12292,1270,1261,2531,159,142,300,165,155,315,241,212,458,84,82,159,2937,2833,5774,46,47,93,40,31,77,7,3,4,0,0,0,3686,3516,7196,722,680,1405,177,143,322,5849,5599,11453,1792,1302,3098,14108,12734,26843
5008,2416,2042,4454,1594,1484,3082,100,92,188,109,100,207,234,189,425,59,49,108,1755,1727,3481,6,13,18,95,91,186,7,9,19,0,0,0,2366,2267,4637,285,358,642,112,70,187,4358,4189,8543,1387,1108,2501,8159,7343,15504
5009,534685,553678,1088362,52198,55358,107556,7596,7901,15494,6692,7271,13967,6059,6255,12315,2090,2177,4266,240235,255087,495318,970,1096,2063,1864,1845,3709,799,816,1614,117,132,246,266414,282581,548998,49742,55431,105175,7631,6843,14479,375999,400215,776205,57785,47096,104883,968467,1000990,1969453
5010,1967,1663,3630,1301,1294,2600,182,179,354,117,103,220,314,246,555,62,43,109,1641,1567,3204,26,24,48,51,46,99,0,0,5,0,3,5,2389,2209,4597,311,337,651,75,85,163,4080,3934,8010,1278,995,2269,7321,6596,13909
6000,46937,45065,91997,6414,6789,13204,2097,2080,4176,1706,1696,3401,1889,2006,3895,307,308,614,579,639,1221,11006,11658,22666,182,176,362,119,117,238,6,3,8,17896,18688,36580,1221,1179,2398,383,274,657,25908,26931,52837,6578,6010,12594,79421,78004,157429
6001,7146,7755,14899,910,998,1915,252,260,516,237,227,461,221,263,483,49,28,79,86,131,212,2420,2871,5291,20,17,31,25,18,41,0,0,0,3300,3809,7115,255,285,531,88,72,160,4547,5171,9718,820,870,1692,12517,13792,26315
6002,8131,8658,16790,1242,1424,2668,290,257,545,283,257,540,242,237,483,31,36,72,86,89,178,2792,3266,6056,17,28,43,11,24,33,0,0,0,3758,4188,7946,372,395,764,95,107,202,5470,6114,11582,857,881,1741,14457,15649,30108
6003,57361,61478,118841,4737,5309,10044,3424,3132,6558,3385,3253,6647,1563,1678,3239,271,334,604,576,585,1162,20310,22100,42410,197,198,394,219,248,471,5,4,5,29956,31534,61492,5646,6088,11733,854,709,1564,41181,43641,84825,5729,5499,11229,104273,110614,214887
6004,22845,24192,47035,1856,2109,3968,993,989,1979,1035,945,1984,764,805,1569,137,138,275,261,274,541,9098,10369,19475,81,85,165,46,54,103,0,4,4,12417,13670,26081,1914,1835,3748,313,290,606,16499,17903,34407,2337,2359,4701,41683,44454,86138
6005,4200,4436,8629,424,480,903,128,133,265,112,121,236,127,156,287,13,17,27,40,55,91,1224,1535,2763,14,15,23,12,13,26,0,0,0,1673,2038,3711,92,86,182,17,35,57,2207,2640,4853,480,458,939,6885,7535,14419
7000,21668,21285,42954,2715,2758,5473,879,880,1758,751,805,1556,1235,1241,2475,390,372,765,513,535,1052,86,76,155,2732,2730,5460,41,50,91,0,0,0,6626,6694,13320,756,833,1591,214,204,422,10312,10484,20803,5850,4325,10180,37832,36105,73934
7001,5174,5349,10523,623,680,1305,290,386,676,432,569,1004,323,336,656,266,335,600,168,187,354,33,30,62,2256,2298,4554,57,69,125,4,0,4,3819,4218,8040,916,1067,1978,154,136,294,5518,6097,11616,923,979,1905,11610,12427,24044
7002,24191,23831,48023,2024,2007,4033,2149,2040,4182,2021,2094,4115,2257,2203,4460,865,964,1834,1226,1259,2484,157,166,326,12733,13275,26010,277,291,569,10,10,17,21697,22297,43995,4239,4897,9133,735,605,1345,28694,29806,58503,6749,5130,11878,59638,58769,118407
8000,345,319,662,23,15,31,66,59,126,18,20,36,11,12,26,0,5,5,7,4,9,0,0,0,0,0,0,173,203,372,0,0,0,277,307,584,36,46,76,8,6,8,341,371,709,132,72,209,819,755,1573
8001,112779,117905,230682,6410,6570,12981,20023,20724,40752,4776,4820,9594,4555,4643,9194,1367,1330,2694,1542,1461,3002,400,424,826,739,696,1436,47518,48607,96128,24,26,46,80943,82736,163671,15339,16122,31462,1690,1266,2952,104382,106689,211068,10381,9434,19811,227539,234027,461566
9000,1132,1132,2267,173,190,360,123,122,249,23,28,53,98,111,207,4,6,9,129,126,249,3,7,12,20,9,31,26,26,51,3,4,6,431,437,869,68,64,130,9,7,14,671,701,1371,588,320,907,2388,2159,4547
