SUA_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
1036,83,740,5850,36720,28958,6644,1355,826,81177,38,524,2831,2273,214,31,5,116,6025,13,590,2597,4708,577,44,17,116,8669,56,1115,5434,6982,791,77,22,232,14694,63,1365,3928,1205,151,34,16,133,6904,18,381,2246,534,26,3,0,56,3266,27,561,2535,1015,35,0,3,61,4236,12,242,1103,657,37,0,0,23,2075,7,81,139,85,66,20,8,7,407,131,2630,9949,3492,310,65,30,278,16888,26,240,443,118,33,18,4,24,908,10,35,54,51,9,4,9,20,203,305,4756,21728,47369,30107,6801,1417,1381,113867
2000,673,4666,31835,127261,72620,11958,2779,4392,256181,70,1771,5236,1576,212,34,17,308,9224,8,28,240,534,135,30,11,23,1006,79,1793,5476,2119,342,63,31,336,10236,25,604,816,206,38,9,6,68,1772,6,17,35,6,0,0,0,0,65,0,12,8,8,4,0,0,0,38,0,3,6,6,3,0,0,0,24,0,23,22,19,16,0,0,0,83,31,657,888,240,63,16,9,74,1980,264,953,686,372,162,31,31,220,2723,20,110,139,167,74,27,38,44,617,1063,8174,39028,130162,73266,12090,2881,5064,271738
2001,6,33,398,3465,3475,436,100,92,8012,0,67,332,205,16,0,0,11,634,0,6,29,74,7,0,0,0,116,0,77,360,278,21,0,0,13,754,0,36,6,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,15,0,55,20,0,0,0,0,3,74,4,19,9,0,3,0,0,0,38,0,0,0,0,4,0,0,0,8,17,181,790,3750,3509,435,102,108,8888
2002,9,42,618,2906,1553,176,49,98,5448,0,129,420,117,9,0,0,28,696,0,0,13,18,4,0,0,0,29,0,129,431,134,7,0,0,24,723,0,13,49,8,5,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,49,8,5,0,0,0,75,0,11,6,4,5,0,0,0,28,0,0,4,3,5,0,0,0,11,11,198,1106,3053,1569,176,50,125,6280
2003,29,275,3938,18957,12184,1391,201,409,37386,6,755,2236,1398,266,18,6,108,4802,8,39,182,224,67,5,0,9,540,18,799,2418,1622,340,27,12,124,5345,5,283,506,192,8,0,0,19,1021,0,16,48,18,8,0,0,0,88,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,14,12,300,555,211,12,3,0,28,1121,0,16,24,19,7,0,0,0,70,3,17,10,17,22,4,0,3,73,59,1405,6942,20827,12561,1425,219,561,43993
2004,28,349,4294,18426,11157,1306,203,413,36178,15,432,1698,537,49,3,0,66,2801,0,42,153,212,33,0,0,6,454,13,475,1853,751,80,4,0,70,3252,9,88,211,68,5,0,0,14,399,0,0,3,9,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,15,9,94,222,76,10,3,0,15,429,8,18,24,22,7,0,0,0,84,3,10,20,20,22,3,0,3,77,61,949,6415,19294,11276,1317,206,503,40027
2005,19,127,1041,2148,965,96,26,57,4471,0,81,104,24,0,0,0,6,218,0,0,3,4,4,0,0,0,15,0,81,111,32,4,0,0,6,234,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,11,0,3,7,4,0,0,0,0,21,0,0,0,0,0,0,0,0,7,15,213,1161,2186,969,103,26,66,4737
2006,6,42,456,2586,1191,138,28,70,4516,3,124,280,98,5,0,0,28,534,0,0,6,3,0,0,0,0,11,10,124,281,101,5,0,0,30,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,32,3,6,3,0,0,3,56,0,0,0,8,0,0,0,0,8,23,193,740,2708,1205,135,31,104,5127
2007,11,58,767,3636,2589,310,52,132,7564,3,134,649,162,10,0,3,39,1015,0,0,7,20,0,0,0,0,32,3,138,659,183,11,0,3,39,1044,0,6,12,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,0,0,0,0,21,0,31,53,29,3,0,0,4,122,0,0,6,5,6,6,0,3,26,21,239,1495,3856,2608,314,58,182,8772
2008,74,722,9555,47224,31154,4186,745,1066,94723,40,1697,4836,1845,315,23,9,193,8960,7,166,749,1096,236,20,7,26,2306,48,1861,5584,2943,551,47,15,221,11267,20,525,1005,344,18,0,4,39,1959,5,64,111,16,0,0,0,0,202,5,81,183,26,0,0,0,4,309,0,20,68,44,6,0,4,0,134,0,10,8,4,0,0,0,0,22,25,706,1377,430,28,0,3,51,2616,37,177,204,91,36,4,3,12,566,3,25,33,43,22,4,10,9,137,188,3488,16759,50726,31791,4246,768,1348,109315
2009,13,63,284,2467,3283,668,122,48,6949,0,39,194,182,21,3,0,5,446,0,0,10,15,0,0,0,0,26,0,42,202,201,23,3,0,5,473,0,5,3,13,0,0,0,0,16,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,9,0,5,9,24,7,0,0,0,41,0,14,4,0,0,0,0,0,24,0,0,0,0,0,0,0,0,4,9,126,494,2693,3311,667,123,57,7487
2010,3,46,634,3458,1781,175,27,84,6220,0,79,206,38,0,0,5,9,341,0,0,0,8,0,0,0,0,6,0,79,210,48,3,0,5,11,348,0,75,237,29,3,0,5,12,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,237,29,3,0,5,12,366,0,5,3,0,0,0,0,0,11,0,0,0,6,0,0,0,0,6,3,208,1085,3540,1793,175,38,112,6953
2011,1071,6750,88749,534832,434758,81671,13514,13874,1175219,335,11017,79365,54363,10648,1055,244,2502,159534,193,3530,35676,64190,19736,2275,352,1348,127297,526,14546,115042,118551,30387,3333,588,3853,286829,959,18997,46711,16268,1876,202,125,1376,86516,855,15926,30280,4689,277,48,34,670,52787,1014,20326,35425,4960,251,24,26,691,62717,1306,24154,40356,7254,254,23,38,933,74315,21,277,291,170,116,50,22,27,985,4152,79687,153068,33337,2775,351,248,3699,277316,202,1781,2156,887,211,50,20,141,5445,60,348,495,441,238,41,36,134,1793,6014,103108,359499,688052,468368,85447,14410,21697,1746604
2012,22,169,1658,9216,4766,607,130,324,16888,9,159,814,481,20,4,0,49,1541,0,0,22,42,6,0,0,0,71,9,161,834,521,32,4,0,54,1616,8,198,720,125,4,0,3,50,1104,0,4,14,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,8,203,733,125,4,0,3,50,1125,22,100,54,16,9,0,0,25,230,0,12,12,20,4,0,0,10,59,59,640,3297,9906,4812,612,132,463,19921
2013,7,88,963,4454,1781,263,55,158,7776,14,255,486,81,9,0,0,41,885,0,18,8,4,6,0,0,0,31,16,270,492,85,9,0,0,41,916,0,96,144,4,0,0,0,12,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,144,4,0,0,0,12,254,6,16,0,0,0,0,0,9,37,0,4,0,4,0,0,0,0,10,30,467,1599,4543,1793,271,62,222,8993
2014,10,40,448,2421,977,125,26,61,4105,0,78,228,40,7,0,0,8,361,0,3,27,0,0,0,0,4,35,0,82,258,41,6,0,0,13,398,0,6,29,5,0,0,0,3,45,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,10,0,0,0,5,55,3,7,14,3,5,0,0,0,34,0,0,0,0,0,0,0,0,7,15,136,748,2479,990,123,23,79,4596
2015,11,32,483,2605,1806,215,32,75,5260,0,38,238,69,3,0,0,6,356,0,50,26,16,0,0,0,0,95,0,86,263,86,3,0,0,10,452,0,85,205,64,0,0,0,11,371,0,0,20,6,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,222,69,0,0,0,11,396,9,20,4,0,0,0,0,0,35,0,0,3,8,0,0,0,0,17,20,228,978,2771,1816,215,40,89,6156
2016,17,103,1614,8892,5289,629,111,314,16961,5,361,1300,192,41,6,3,67,1979,0,9,34,38,17,0,0,5,96,5,373,1337,228,62,6,3,68,2076,0,25,11,3,0,0,0,5,41,0,5,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,36,19,3,0,0,0,5,58,24,110,257,20,9,0,0,18,438,0,6,7,7,8,0,0,4,33,43,631,3229,9149,5363,632,110,409,19573
2017,8,20,298,2075,1018,108,35,50,3609,0,55,241,50,7,0,0,17,363,0,3,0,0,0,0,0,0,6,0,56,238,51,7,0,0,17,368,0,123,170,25,0,0,0,15,329,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,125,172,25,0,0,0,13,337,0,13,0,10,3,0,0,0,27,0,0,0,5,0,0,0,0,9,5,209,714,2159,1025,113,35,88,4348
2018,13,103,1381,8290,4166,481,75,244,14753,11,150,443,121,5,0,0,23,756,0,5,58,32,0,0,0,0,103,11,157,502,155,5,0,0,28,860,19,301,908,117,0,0,0,50,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,4,19,299,911,117,0,0,0,50,1405,7,23,43,10,3,0,0,0,82,3,7,3,7,9,0,0,0,30,52,583,2842,8570,4188,486,79,321,17127
2019,14,44,680,3814,2034,210,38,144,6979,8,190,631,107,10,0,0,131,1070,0,18,17,14,0,3,0,0,55,4,202,643,119,7,3,0,131,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,3,12,5,5,4,0,0,0,29,0,0,6,4,0,0,0,0,9,21,265,1333,3938,2051,218,39,277,8146
2020,15,89,1057,6162,5855,737,131,175,14220,0,41,477,176,17,3,0,15,721,0,21,9,9,0,0,0,0,39,0,58,487,187,17,5,0,15,761,0,57,373,117,3,5,0,11,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,6,0,61,375,117,3,0,0,11,575,12,68,191,10,0,0,0,9,289,0,0,3,9,5,0,0,4,20,27,285,2115,6480,5875,742,127,209,15861
2021,9,87,1318,6208,3383,541,91,136,11775,16,142,891,143,20,0,0,25,1248,0,18,169,123,20,0,0,8,339,15,164,1064,271,35,0,0,29,1589,3,128,362,45,10,0,0,16,565,0,32,8,5,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,157,371,54,6,0,0,16,619,3,12,44,32,17,4,0,0,107,0,3,5,0,7,0,0,4,19,35,434,2808,6565,3446,546,90,189,14111
3000,1675,8058,32657,106548,69541,12946,4074,5005,240492,72,928,4328,1882,444,80,28,260,8027,4,226,1218,793,152,14,17,75,2501,81,1151,5544,2670,602,100,46,344,10528,51,890,2565,646,98,16,14,186,4460,4,28,105,22,12,0,0,3,173,0,4,20,13,3,0,0,3,46,0,0,0,3,0,0,0,0,10,6,34,38,25,11,10,7,14,136,58,950,2733,708,123,24,22,208,4824,796,1707,701,562,305,53,58,545,4722,123,398,301,411,218,81,82,219,1834,2724,12264,41937,110899,70791,13203,4274,6310,262410
3001,10,67,193,1094,1220,173,46,52,2849,3,17,18,57,9,3,0,0,115,11,25,165,149,14,0,0,11,371,12,40,183,205,24,3,0,13,478,3,44,388,162,18,8,0,13,635,9,19,143,77,3,0,0,3,257,0,5,54,3,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,68,586,244,15,7,0,15,949,24,36,29,27,9,0,5,3,144,19,36,31,24,11,0,0,6,137,69,248,1020,1597,1290,187,55,99,4558
3002,704,4803,34214,240445,273828,66105,14388,7011,641500,247,3971,14124,11162,1360,83,35,789,31768,179,3181,17023,44761,4768,239,94,1045,71301,425,7153,31146,55926,6126,324,132,1836,103067,642,9662,17132,6307,699,123,93,763,35425,420,4479,24228,4892,256,33,45,547,34899,460,6277,17966,5546,287,29,16,459,31045,399,9773,15603,4344,262,14,16,327,30739,34,393,720,240,126,78,44,40,1673,1959,30579,75651,21336,1632,278,216,2139,133790,367,1612,794,203,96,21,9,312,3415,80,367,378,328,181,43,32,146,1557,3539,44509,142179,318235,281866,66775,14774,11446,883324
3003,34,180,2224,11896,7562,1143,258,312,23614,12,222,1330,426,21,5,0,68,2086,9,143,135,145,3,3,0,17,453,23,370,1459,562,23,9,7,85,2536,15,383,1171,367,31,3,3,54,2024,0,0,6,19,0,0,0,0,23,0,4,68,69,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,19,385,1236,458,30,5,3,54,2189,89,257,85,28,12,4,0,30,504,3,7,14,20,9,0,0,0,53,167,1198,5026,12968,7640,1154,269,480,28897
3004,61,325,2154,17042,16033,2736,638,524,39513,28,422,1875,518,52,0,0,101,3002,32,407,1977,383,35,7,10,58,2915,66,825,3857,911,83,8,12,160,5915,141,1000,3081,511,34,14,9,130,4918,31,554,1914,645,16,0,5,52,3218,6,87,521,229,3,0,0,9,867,0,61,191,147,8,0,0,10,414,0,3,3,10,6,0,0,0,20,186,1704,5712,1542,67,13,11,202,9440,81,186,60,43,9,3,3,31,418,15,57,175,45,14,5,8,46,373,409,3100,11959,19581,16218,2768,674,962,55662
3005,10,25,107,1288,1927,296,58,59,3772,0,19,126,147,14,6,0,4,307,3,8,88,80,14,3,0,5,199,3,25,213,223,28,3,0,11,499,5,44,201,126,5,0,3,9,387,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,44,208,126,5,0,3,9,396,10,0,0,5,4,0,0,0,22,7,16,0,7,4,0,0,7,38,26,109,523,1646,1969,311,64,86,4736
3006,7,73,497,6013,6260,829,127,159,13971,5,84,202,160,52,16,4,8,518,9,21,301,319,23,0,0,16,677,9,97,502,474,75,14,5,24,1197,0,109,660,271,14,0,0,17,1071,13,20,111,27,3,0,0,6,178,0,5,155,44,0,0,0,0,205,0,4,80,5,0,0,0,0,89,0,0,0,0,0,0,0,0,6,16,140,999,344,20,0,0,23,1543,12,69,30,4,0,0,0,7,131,4,5,11,4,0,0,0,0,28,51,388,2031,6848,6357,848,137,217,16869
3007,218,1131,7215,47375,69493,14688,3495,1772,145389,73,848,8644,9546,801,52,28,356,20352,57,973,7188,21462,3218,228,60,508,33693,127,1823,15833,31008,4017,278,90,869,54048,193,1839,5866,1874,250,31,20,305,10388,72,2648,10717,2202,146,14,9,295,16098,86,2049,6242,1936,136,8,10,157,10628,279,3523,9331,2976,172,13,4,272,16562,5,80,120,52,42,26,12,9,337,639,10143,32278,9039,737,95,55,1046,54022,149,896,665,90,29,3,16,74,1923,33,168,226,183,94,6,9,64,788,1168,14159,56215,87693,74369,15082,3659,3823,256170
3008,9,83,686,3673,2688,380,61,128,7705,8,95,301,123,18,0,0,15,554,9,26,111,57,0,0,0,6,210,14,117,408,175,21,0,3,17,758,6,76,101,29,0,0,0,10,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,77,102,29,0,0,0,10,227,4,5,10,4,7,0,5,0,32,3,21,0,0,4,0,0,0,37,37,301,1210,3884,2717,384,69,159,8759
3009,42,185,1778,7776,7813,945,223,272,19030,13,114,910,560,40,0,0,41,1673,20,163,494,487,31,0,0,31,1220,24,274,1406,1046,69,0,0,71,2889,0,19,165,43,5,0,0,5,233,0,13,92,30,0,0,0,3,143,0,18,168,95,0,0,0,3,293,0,0,4,3,0,0,0,0,3,0,0,3,3,0,0,0,0,11,5,51,433,175,14,0,0,13,687,63,186,96,35,14,0,0,22,414,11,31,44,10,27,3,0,6,131,144,723,3750,9045,7936,955,221,386,23163
3010,5,20,249,1544,1354,189,26,58,3438,0,21,114,28,7,0,0,5,178,0,0,4,0,0,0,0,0,8,0,21,121,28,7,0,0,4,184,0,33,228,50,8,0,0,26,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,228,50,8,0,0,26,343,3,7,0,0,0,0,0,0,15,0,0,0,5,5,0,0,0,6,10,92,593,1634,1370,191,26,86,3989
3011,26,172,1630,11079,9804,1422,207,364,24705,10,246,1442,642,48,0,0,110,2498,15,230,498,388,50,9,0,57,1238,24,475,1944,1028,93,10,9,169,3741,15,217,622,224,14,4,0,18,1120,0,0,22,9,0,0,0,0,36,0,26,15,73,0,0,0,0,120,0,18,37,114,16,0,0,3,185,0,0,4,7,0,0,0,0,13,20,262,704,427,35,4,0,33,1476,47,188,49,24,8,0,0,45,376,16,45,22,23,8,0,0,29,147,128,1147,4353,12577,9950,1428,215,638,30437
3012,27,113,1630,4708,2304,433,91,164,9467,7,194,273,60,5,0,0,24,573,0,30,66,20,0,0,0,5,123,7,230,339,74,5,0,0,28,693,7,67,242,32,0,0,0,20,374,0,5,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,76,244,35,3,0,0,20,385,19,66,10,6,8,0,0,25,134,0,8,5,7,0,0,0,0,28,53,487,2231,4835,2321,438,94,236,10706
3013,9,53,340,2793,1193,213,46,108,4751,8,225,479,133,18,0,0,18,881,0,23,58,36,4,0,0,8,127,8,242,536,171,20,0,0,26,1004,0,67,143,29,3,0,0,5,250,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,153,30,3,0,0,10,267,13,65,26,17,5,0,0,137,262,0,16,11,8,3,0,5,3,46,23,435,1064,3023,1226,213,54,284,6328
3014,36,317,2647,11282,8552,1474,337,368,25007,9,70,873,397,37,0,0,39,1435,10,157,217,126,19,3,0,16,545,14,228,1093,520,55,4,0,57,1975,13,207,681,205,27,5,5,35,1172,0,0,12,7,0,0,0,0,20,0,0,8,8,0,0,0,0,22,0,14,52,35,0,0,0,0,101,0,5,3,11,0,0,0,0,27,13,219,758,271,27,5,7,42,1344,12,53,11,9,4,0,0,10,107,9,15,10,10,13,3,5,8,66,81,825,4530,12098,8649,1492,347,480,28494
3015,249,1340,7053,40018,44927,8389,1834,1201,105022,47,434,5121,3680,208,16,9,189,9717,39,467,3296,4848,589,41,15,117,9403,90,904,8414,8524,799,58,28,306,19120,106,1041,3393,1717,151,15,11,157,6586,19,284,2005,972,37,5,6,51,3385,20,576,3038,1878,135,4,0,61,5721,21,158,972,732,27,0,0,43,1956,16,109,132,47,33,19,6,8,374,188,2169,9542,5339,386,49,26,318,18015,140,412,239,66,34,5,3,37,942,18,109,94,117,37,13,7,35,426,687,4933,25350,54073,46182,8523,1896,1905,143532
3016,37,315,2837,18228,17200,3138,609,450,42814,23,646,3369,2096,101,15,5,121,6377,7,194,853,564,54,8,7,28,1709,30,841,4228,2657,158,23,10,150,8085,10,183,1482,462,35,4,0,30,2201,12,9,38,0,0,0,0,0,60,0,0,36,8,0,0,0,0,44,0,0,10,11,11,0,0,5,31,3,8,5,0,3,0,0,0,21,23,195,1573,484,52,0,4,35,2358,17,47,19,13,7,0,0,4,117,3,10,10,22,17,8,0,12,88,108,1408,8664,21406,17434,3168,626,646,53468
3017,35,329,2743,22903,21332,3178,716,631,51876,59,493,3013,691,122,6,4,111,4500,17,419,1829,621,54,4,15,70,3033,73,912,4848,1310,179,14,19,182,7533,28,385,935,320,19,9,7,51,1754,0,159,1030,195,4,0,0,26,1417,15,76,570,386,11,0,0,12,1059,0,90,260,230,5,0,0,8,587,0,3,9,4,5,0,0,0,21,45,709,2797,1136,44,13,9,95,4845,66,169,54,26,7,0,5,34,361,9,73,24,35,16,0,4,17,178,235,2183,10466,25415,21575,3208,753,960,64797
3018,6,50,545,2393,1837,308,69,91,5301,0,56,382,127,10,0,0,21,590,0,0,24,12,0,5,0,0,42,0,54,400,143,13,6,0,24,638,0,12,68,13,0,0,0,9,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,68,13,0,0,0,9,113,3,4,4,4,0,3,0,0,31,0,0,5,12,5,0,0,7,28,14,128,1021,2569,1859,320,69,132,6109
3019,9,70,464,2198,2907,405,68,102,6210,5,80,165,109,3,0,0,34,390,11,20,42,47,10,0,0,6,126,13,99,204,152,7,0,0,35,516,3,86,212,99,8,0,0,15,421,0,0,55,25,0,0,0,0,82,0,13,70,20,0,0,0,0,104,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,106,340,142,4,0,4,16,624,24,29,9,5,3,0,0,21,92,0,10,3,12,0,0,0,0,28,51,312,1016,2518,2929,406,65,171,7473
4000,288,2113,12525,49975,26249,3976,844,1510,97474,14,633,1950,1229,144,29,11,115,4118,0,4,26,78,25,12,4,5,155,14,635,1976,1302,174,37,9,119,4276,12,210,437,73,12,4,0,29,768,0,22,21,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,11,0,0,0,0,25,7,238,467,86,13,6,0,34,848,110,402,207,240,79,19,7,74,1147,18,87,80,129,58,14,7,36,432,444,3476,15262,51728,26576,4052,876,1774,104172
4001,271,2634,32271,229460,106483,17626,3132,3654,395529,178,5256,30656,23854,2365,247,80,1138,63777,28,902,7240,13100,1962,234,36,241,23733,208,6154,37892,36956,4334,484,118,1376,87507,171,5378,20303,3303,173,31,27,458,29836,58,605,3095,512,22,0,5,55,4352,74,1096,3596,732,38,0,0,63,5599,65,1149,1940,471,10,4,0,37,3677,5,72,86,66,29,14,5,7,289,373,8291,29018,5082,275,56,38,622,43757,135,471,360,207,60,13,9,66,1328,55,230,299,382,155,22,27,82,1244,1039,17785,99840,272090,111302,18194,3318,5793,529364
