SUA_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
2014,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,12,0,0,0,0,0,0,12,3,4,28,0,3,9,15,20,12,20,4,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,25,13,9,10,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,3,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,15
2015,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,0,14,12,5,39,0,4,6,19,12,15,10,10,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,26,12,16,12,0,0,77,0,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,10,13,6,0,42,0,0,0,0,0,0,4,0,0,8,0,9,10,7,4,4,0,0,0,46,0,0,0,16,0,5,3,0,0,20,0,0,0,14,0,0,0,0,0,12,0,0,0,5,5,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,5,0,0,19
2016,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,12,35,0,5,0,0,0,51,0,0,0,7,0,12,28,16,9,68,0,27,40,73,44,41,32,7,0,267,0,0,0,5,0,4,11,12,8,38,0,25,22,59,0,6,0,0,0,118,0,0,4,7,4,0,0,0,0,15,3,13,24,169,50,49,38,5,0,356,0,0,0,3,0,3,5,0,6,12,3,4,10,15,15,0,3,0,0,56,0,0,0,9,4,13,15,11,3,48,0,0,0,7,4,0,0,0,0,13,0,4,7,19,15,7,6,4,0,59,0,11,6,42,20,10,6,0,0,95,0,0,4,81,3,4,4,0,0,96,0,3,0,45,21,11,3,0,0,88,0,0,0,15,36,24,15,6,0,95,0,8,5,8,5,6,4,3,0,39
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,16,4,4,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,7,39,9,12,4,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,12,0,0,0,4,0,0,0,0,0,7,0,0,5,4,3,4,0,0,0,26,0,6,0,5,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2018,0,0,0,0,0,6,26,29,12,65,0,0,0,0,0,0,0,0,0,6,0,0,4,26,6,0,0,0,0,34,0,0,13,11,0,0,0,0,0,25,0,0,0,6,12,7,75,45,20,164,0,15,11,65,49,34,29,8,3,224,0,0,0,0,0,0,0,0,0,3,0,6,0,10,0,0,0,0,0,21,0,0,0,0,4,3,0,0,0,5,3,12,14,105,41,54,28,9,0,261,0,0,0,0,0,5,14,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,26,53,37,19,149,0,0,0,7,5,0,0,0,0,11,0,0,3,9,13,12,3,0,0,41,0,8,6,27,8,4,3,0,0,54,0,0,0,0,0,0,0,0,0,5,0,5,17,27,13,3,0,0,0,71,0,0,0,3,0,3,0,0,0,8,0,0,4,15,4,4,6,0,0,29
2019,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,3,8,21,0,0,0,0,0,31,0,0,0,0,4,4,10,9,4,42,0,0,6,18,17,10,7,13,0,66,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,8,0,4,4,66,7,10,10,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,0,0,0,7,3,9,5,7,0,30,0,0,0,0,3,0,0,0,0,0,0,0,6,4,8,9,0,3,0,23,0,3,0,13,7,4,0,0,0,25,0,0,0,5,0,0,0,0,0,10,0,0,4,5,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,7,0,0,19
2020,0,0,0,0,0,0,9,7,0,16,0,0,4,10,4,3,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,24,69,42,20,167,0,15,23,67,57,47,43,14,0,267,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,0,0,0,18,0,0,0,7,7,0,0,0,0,13,4,4,9,61,20,19,9,4,0,134,0,0,0,3,0,4,7,8,4,22,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,22,35,30,6,110,0,0,0,5,3,3,0,0,0,18,0,9,4,26,20,11,10,6,4,88,0,3,0,31,13,6,5,0,0,69,0,0,8,46,0,0,0,0,0,56,5,0,5,21,17,6,0,0,0,55,0,0,0,0,0,4,0,0,0,3,0,5,0,12,10,7,9,0,0,51
2021,0,0,0,0,4,0,4,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,18,0,0,0,6,4,4,16,25,8,55,0,12,13,53,39,40,24,6,4,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,4,0,0,0,0,6,0,10,13,79,29,19,7,3,0,160,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,11,6,14,20,13,4,74,0,0,0,0,0,0,0,0,0,7,0,6,0,24,10,9,5,4,0,59,0,0,0,32,5,4,5,5,0,55,0,0,0,25,4,0,0,0,0,27,0,0,7,26,9,12,0,0,0,51,0,0,0,3,0,0,0,0,0,5,0,3,0,17,7,3,0,0,0,33
3000,0,0,0,0,0,19,62,38,8,129,0,0,3,8,8,12,11,9,0,49,0,0,4,38,7,4,0,0,0,62,0,0,39,112,3,0,0,0,0,159,0,14,16,107,90,162,356,192,45,975,26,180,364,1719,1682,2142,1492,484,80,8164,0,0,0,7,4,5,0,4,0,26,0,15,0,41,0,12,0,0,0,74,4,45,79,258,330,265,125,24,4,1121,31,272,274,1415,667,623,409,85,6,3784,0,0,0,45,35,25,45,12,9,164,0,6,4,31,10,14,11,0,0,94,0,15,17,117,132,255,283,146,32,996,0,10,24,33,59,27,26,0,0,184,17,90,134,539,332,286,166,76,16,1643,3,10,10,51,12,28,24,3,3,143,7,20,28,486,13,12,5,0,0,573,6,48,52,391,265,123,33,4,0,916,0,0,0,5,10,3,4,0,0,28,8,43,51,288,137,204,229,62,21,1048
3001,0,0,0,0,3,0,3,0,0,5,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,11,6,6,0,4,0,17,0,11,27,108,41,54,48,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,4,0,0,9,0,0,10,41,13,14,7,0,0,93,0,0,0,13,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,12,7,4,0,38,0,3,0,5,0,0,0,0,0,6,0,3,9,31,10,16,3,4,0,74,0,0,0,4,0,0,0,0,0,7,0,0,0,22,0,0,0,0,0,28,0,3,5,19,15,3,0,0,0,47,0,0,0,5,0,0,0,0,0,5,0,0,5,35,5,4,3,0,0,55
3002,0,5,5,20,28,65,151,118,42,430,0,3,16,133,62,96,84,49,16,464,6,55,196,824,242,183,122,53,24,1701,7,63,827,2117,72,76,15,6,0,3184,9,60,93,376,300,395,858,634,257,2974,383,3738,6575,18519,10255,7935,4892,1965,483,54747,0,3,8,97,67,87,70,24,11,376,29,293,271,1250,180,100,79,16,0,2220,8,170,489,1293,1348,901,522,193,85,5013,54,714,1640,7105,3180,2710,1621,448,101,17579,3,13,31,617,262,287,368,161,128,1857,10,163,371,1077,898,838,481,173,27,4045,9,161,290,1013,889,1189,1121,751,337,5756,29,214,410,964,462,348,285,72,20,2815,59,755,1610,4684,2861,1734,1061,443,141,13358,13,203,407,1642,721,610,449,211,77,4327,58,260,495,4165,880,765,625,117,23,7391,23,331,634,2714,877,396,186,38,7,5207,0,29,26,247,104,62,24,19,6,520,131,517,701,1998,662,581,484,154,28,5252
3003,0,0,0,0,0,4,5,12,8,20,0,0,0,5,5,0,0,0,0,9,0,0,0,11,0,0,0,0,0,8,0,0,13,51,0,0,0,0,0,75,0,0,0,5,6,17,38,31,10,113,6,17,38,144,129,169,144,74,13,740,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,13,0,0,3,12,21,13,11,4,0,68,9,18,31,154,86,105,88,15,0,497,0,0,0,5,0,0,0,4,0,8,0,0,0,4,0,0,0,0,0,6,0,5,6,14,7,21,45,34,6,131,0,0,4,3,7,3,3,0,0,20,0,16,13,48,40,33,17,11,3,192,0,4,7,11,8,4,5,0,0,45,0,0,13,104,3,0,0,0,0,129,0,3,12,74,29,6,0,0,0,131,0,3,0,5,4,0,0,0,0,23,0,7,7,19,10,7,15,5,3,71
3004,0,0,0,0,4,14,9,7,0,37,0,0,0,6,4,7,9,9,4,44,0,0,5,46,6,4,0,0,0,68,0,54,109,112,4,0,5,0,0,281,6,7,7,42,32,34,60,37,12,231,14,95,168,568,486,458,316,102,29,2231,0,0,0,3,0,4,0,0,0,4,0,7,6,19,3,0,0,0,0,33,13,97,160,420,323,185,132,25,6,1371,0,68,103,544,270,296,159,37,0,1483,0,6,0,47,17,10,25,8,3,113,0,0,4,10,11,14,17,5,4,65,0,3,18,59,57,91,70,42,13,354,0,9,8,24,24,16,16,7,3,97,5,18,54,144,98,53,37,17,7,432,0,4,5,51,23,21,14,10,3,128,0,6,4,130,18,3,3,0,0,158,0,21,51,246,139,55,28,10,0,546,6,0,0,7,11,4,0,0,0,27,8,24,25,143,49,39,44,24,0,359
3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,13,28,96,51,42,22,3,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,0,0,0,14,0,19,19,57,25,14,0,0,0,140,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,6,9,14,38,26,5,3,0,0,101,0,5,6,9,0,0,0,0,0,14,0,0,0,11,0,0,0,0,0,17,0,0,0,14,4,0,0,0,0,33,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,12
3006,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,7,0,0,0,13,0,0,0,0,0,14,0,0,0,4,4,13,9,7,0,38,0,28,84,201,148,133,76,21,4,694,0,0,0,0,0,0,0,0,0,0,0,9,0,16,0,0,0,0,0,20,0,0,3,13,19,9,0,0,0,54,0,47,62,193,85,53,44,9,0,501,0,0,0,3,0,3,3,0,0,17,0,0,0,0,4,0,0,0,0,4,0,0,3,21,10,17,15,10,6,76,0,6,0,3,4,0,0,0,0,16,0,28,49,102,76,22,17,6,0,305,0,10,6,16,8,0,0,0,0,34,0,0,0,3,0,0,0,0,0,3,0,3,5,45,30,4,0,0,0,91,0,0,0,0,0,0,0,0,0,4,0,10,0,25,9,9,12,0,0,59
3007,0,0,0,8,6,44,115,99,27,310,0,0,17,59,29,46,45,20,12,222,0,0,6,40,25,15,6,8,0,99,0,4,90,373,4,4,0,0,0,478,4,11,26,117,82,127,298,237,101,996,118,1085,2248,6759,4398,3960,3035,1439,439,23478,0,0,3,42,24,43,27,8,6,158,4,19,33,127,40,18,9,0,0,252,0,13,54,145,193,150,89,26,3,677,19,143,308,1790,774,737,428,109,26,4330,4,5,19,214,97,103,181,76,46,731,0,6,9,35,45,45,37,16,3,189,0,49,88,289,261,397,426,347,127,1987,6,45,50,157,100,118,94,12,5,594,13,228,496,1433,916,709,412,205,61,4471,0,23,59,155,59,66,62,22,4,454,15,35,69,576,158,92,78,17,9,1047,15,87,141,847,365,174,69,9,5,1706,0,10,7,56,58,40,36,15,5,226,20,161,194,637,201,228,180,59,18,1703
3008,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,10,9,39,0,6,13,49,46,51,50,25,6,254,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,4,8,0,3,0,0,27,0,3,7,33,25,31,19,3,0,121,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,0,5,35,0,0,0,0,4,4,3,0,0,14,0,0,9,18,11,5,6,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,3,0,13,6,0,0,6,0,21,0,0,0,0,0,0,0,0,0,0,0,6,0,19,4,4,3,0,0,38
3009,0,0,0,0,0,0,11,12,0,23,0,0,0,3,0,0,4,0,0,3,0,0,0,15,0,0,0,0,0,18,0,0,8,28,0,3,0,0,0,34,0,0,0,3,8,14,45,41,12,130,3,30,50,150,178,268,255,149,36,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,0,16,0,0,0,6,18,18,11,0,0,49,6,15,13,112,67,92,56,17,0,386,0,0,0,5,0,9,13,6,3,36,0,0,0,0,0,0,0,0,0,8,0,0,0,12,16,34,65,53,15,205,0,0,0,6,5,3,9,5,0,27,0,18,17,44,52,32,39,16,4,213,3,0,0,22,3,4,4,4,0,51,0,0,0,13,0,0,0,0,0,14,0,12,6,33,34,27,3,0,0,116,0,0,0,0,0,0,0,0,0,10,3,8,4,21,6,14,19,13,3,95
3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,9,0,0,0,0,0,0,9,9,0,13,0,4,7,18,17,14,23,7,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,0,8,8,29,19,17,11,0,0,87,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,8,0,0,5,0,0,0,0,0,0,0,0,3,4,12,7,4,7,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,25,0,0,0,0,0,28,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,13
3011,0,0,0,4,0,6,28,38,14,92,0,0,0,0,0,0,4,0,0,6,0,0,0,15,0,0,0,0,0,22,0,6,5,34,0,3,0,0,0,45,0,0,0,3,9,6,25,14,4,71,7,56,98,326,217,186,114,44,11,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,23,0,3,13,25,26,16,9,0,0,93,7,90,124,415,196,115,65,11,0,1018,0,0,0,8,0,0,0,4,0,24,0,0,0,7,0,4,0,0,0,16,0,3,3,9,16,25,27,8,5,109,0,0,0,10,4,0,0,0,0,14,9,45,72,196,131,71,23,3,0,541,0,7,7,34,6,4,3,0,0,63,0,0,4,18,0,0,0,0,0,21,0,8,17,72,36,23,4,4,0,164,0,0,0,0,0,0,0,0,0,0,0,3,8,33,15,15,8,4,0,91
3012,0,0,0,0,0,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,4,15,10,4,30,0,3,8,45,51,69,56,24,8,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,0,17,4,8,7,48,33,33,36,12,3,178,0,0,0,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,16,6,56,0,0,0,0,0,0,5,0,0,8,0,4,3,9,9,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,13,5,15,8,7,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,6,0,0,26
3013,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,7,5,30,58,148,68,51,16,3,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,9,6,19,5,0,0,0,0,48,0,19,32,124,52,71,32,9,0,333,0,0,0,0,0,0,0,0,4,7,0,0,0,6,4,0,5,0,0,13,0,0,0,5,3,7,0,5,0,16,0,0,0,0,0,0,0,0,0,0,4,10,10,48,12,12,0,0,0,99,0,0,0,12,4,0,0,0,0,17,0,0,0,6,0,0,0,0,0,9,0,3,0,20,7,5,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,9
3014,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,15,0,4,20,79,7,4,0,0,0,113,0,0,0,5,0,0,15,14,8,49,6,34,36,159,118,106,64,19,9,550,0,0,0,0,0,0,0,0,0,0,3,5,3,11,3,4,0,0,0,23,0,0,11,24,21,16,6,0,0,78,0,45,71,238,123,91,51,13,3,632,0,0,0,0,3,0,3,0,0,6,0,0,3,0,0,0,0,0,0,9,0,0,4,6,4,18,11,17,4,65,3,4,6,4,3,6,0,0,0,22,4,22,30,73,39,22,14,4,0,202,4,5,16,45,18,3,0,0,0,93,0,0,0,16,0,0,0,0,0,23,5,9,6,38,25,7,5,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,5,22,10,6,8,0,0,61
3015,0,0,0,7,5,17,42,30,11,117,0,0,9,18,3,14,16,7,3,73,0,0,0,12,11,5,6,9,0,37,0,10,99,308,3,0,0,0,0,425,0,14,26,89,84,89,238,163,83,790,43,365,577,1969,1621,1709,1417,683,201,8583,0,0,0,0,6,5,3,0,3,16,0,6,4,24,0,4,0,0,0,46,0,7,19,81,143,107,76,9,7,457,10,75,83,556,239,218,123,28,10,1334,0,6,6,90,40,34,53,27,7,271,0,3,5,11,11,0,3,7,0,41,0,37,51,177,165,236,281,170,70,1197,3,30,13,40,37,43,21,7,0,186,10,151,253,703,522,361,265,113,36,2416,0,8,6,63,27,13,11,8,5,147,0,10,5,150,10,4,3,0,0,187,7,48,44,293,189,73,24,4,0,681,0,0,0,13,0,0,4,0,0,25,23,86,109,389,163,170,155,67,15,1179
3016,0,0,0,0,0,3,5,0,0,10,0,0,0,4,0,0,3,0,0,11,0,0,0,3,0,0,0,0,0,18,0,4,112,248,7,3,3,0,0,384,0,0,3,17,14,20,59,39,20,171,8,48,68,285,232,174,153,69,20,1052,0,0,0,0,0,0,0,0,0,3,0,11,11,33,6,5,0,0,0,61,0,7,25,45,60,33,16,5,5,181,3,51,94,344,141,95,65,16,0,818,0,0,0,8,0,11,6,0,6,33,0,0,4,10,0,3,0,0,0,21,0,4,3,21,17,33,44,52,19,192,3,15,14,35,9,19,7,3,0,105,4,20,67,140,106,71,41,20,5,481,3,19,19,107,38,16,12,12,0,218,3,6,3,86,17,3,9,0,0,135,0,4,6,70,32,8,0,0,0,129,9,8,0,5,3,3,0,0,0,23,3,17,23,60,30,28,37,14,0,218
3017,0,0,0,4,0,3,14,3,0,23,0,5,0,10,3,5,0,0,0,18,0,0,6,24,8,6,4,0,0,48,0,5,15,72,4,0,0,0,0,97,0,0,11,22,16,13,45,31,7,151,14,85,184,559,374,393,230,84,23,1946,0,0,0,0,0,4,0,0,0,4,0,11,4,23,4,0,4,0,0,47,0,12,88,135,137,62,44,10,3,495,7,61,170,472,254,220,120,25,0,1327,0,0,0,15,11,3,6,4,0,52,0,3,0,6,3,4,6,0,0,34,0,10,14,57,41,77,59,37,16,314,0,3,6,16,14,9,4,0,0,61,4,28,80,175,109,57,31,11,5,508,0,9,28,53,21,22,11,7,4,154,0,3,4,25,3,0,0,0,0,34,0,18,30,107,65,36,12,0,0,272,0,0,0,4,0,0,0,0,0,3,3,20,50,144,41,36,29,5,0,331
3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,3,0,15,0,0,4,19,9,31,27,10,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,10,0,7,7,44,12,23,10,0,0,108,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,7,0,18,0,0,0,3,0,0,0,0,0,4,0,0,4,6,8,7,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,3,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,12
3019,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,7,4,3,17,3,11,20,67,65,65,44,18,7,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,21,0,9,6,39,20,18,11,3,0,106,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,9,8,4,40,0,0,0,0,0,0,0,0,0,5,0,9,3,27,15,21,8,4,0,85,0,0,0,3,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,8,0,0,4,15,4,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,4,4,7,3,8,7,0,0,31
