UCL_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
UCL603001,0,4,4,4,15,8,22,27,87,3,114,0,11,0,11,0,5,4,16,30,0,44,4,22,5,28,17,4,15,43,75,4,118,0,44,3,48,20,19,41,92,118,3,209,9,77,11,94,28,30,59,151,303,6,458,24,233,20,281,33,53,88,370,452,0,818,76,318,31,416,23,38,61,474,398,3,872,149,316,25,491,19,21,43,533,535,6,1072,326,383,43,758,15,15,28,782,392,5,1179,330,295,30,658,16,3,16,672,283,4,969,326,167,31,525,14,7,14,534,157,3,697,304,125,27,454,3,4,9,460,131,3,597,519,154,27,704,7,6,13,712,187,0,899,180,71,12,266,3,4,5,269,64,0,334,132,37,4,177,0,0,0,182,25,0,209,45,9,8,58,0,0,0,58,15,0,71,143,38,7,192,0,0,0,192,38,6,235,302,156,26,488,7,15,22,504,179,15,705,7,0
UCL611001,3,0,0,4,3,0,4,8,41,3,50,0,4,0,4,0,4,6,9,10,0,22,3,6,0,12,0,3,9,21,30,0,49,3,18,7,21,7,5,12,37,80,0,114,5,35,4,39,10,23,33,69,144,3,214,6,104,14,123,16,29,45,172,211,0,386,39,153,14,203,12,29,41,244,199,0,440,88,190,7,290,12,12,23,310,242,5,556,154,163,19,338,9,12,17,355,189,3,543,185,125,7,315,0,10,9,324,110,0,439,143,70,3,215,0,7,8,225,71,0,302,121,46,8,176,0,0,3,174,39,0,219,160,75,17,247,0,5,5,252,50,0,298,77,27,0,99,0,0,0,99,17,0,124,41,14,0,55,0,0,0,55,8,0,67,16,3,0,12,0,0,0,12,0,0,19,34,8,0,44,0,0,0,44,16,0,52,109,81,12,205,4,3,4,206,77,3,292,0,3
UCL612001,0,0,0,3,0,3,3,4,12,0,15,0,0,0,0,0,0,0,0,6,0,5,0,4,0,4,3,0,3,10,14,0,19,0,4,3,8,3,5,7,18,20,0,36,0,10,0,10,3,4,12,17,51,0,71,7,35,3,38,7,14,22,62,75,0,135,14,49,0,57,0,9,10,71,69,0,141,25,37,0,63,0,4,8,66,85,0,151,26,39,0,67,0,3,6,63,64,0,135,45,35,5,80,0,0,0,86,35,0,117,31,16,0,47,3,0,0,51,20,0,68,27,8,4,38,0,0,0,41,17,0,60,38,13,3,60,0,0,0,56,18,0,77,9,7,0,19,0,0,0,19,5,0,21,7,0,0,12,0,0,0,12,0,0,12,3,0,0,3,0,0,0,3,0,0,3,3,5,0,6,0,0,0,6,6,0,14,22,15,0,41,0,0,0,41,28,4,76,0,4
UCL612002,0,0,0,0,0,4,4,4,13,0,14,0,0,0,0,0,0,0,0,4,0,4,0,0,5,0,0,3,5,10,13,0,23,0,10,0,12,11,0,8,24,27,0,48,0,17,0,17,0,8,7,24,58,0,79,7,31,6,46,10,17,27,74,87,0,158,18,72,11,97,4,6,12,112,81,0,189,32,62,9,105,0,4,4,103,84,0,192,49,56,8,101,4,4,5,111,66,0,174,56,35,9,95,5,0,5,95,43,0,142,49,29,5,79,0,0,0,78,25,0,102,24,15,0,40,0,0,0,45,18,0,65,49,15,8,59,0,0,0,65,24,0,90,15,0,6,25,0,0,0,27,6,0,30,15,0,0,13,0,0,0,13,0,0,13,6,0,0,4,0,0,0,4,0,0,4,12,0,0,8,3,0,3,12,0,0,14,29,23,6,55,5,0,3,62,30,4,93,0,5
UCL613001,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,6,0,5,0,3,0,4,10,0,15,0,3,0,5,3,0,3,8,21,0,35,0,16,0,11,0,0,6,20,42,0,58,11,38,3,45,3,4,7,53,30,0,87,18,30,0,48,0,3,3,49,45,0,95,22,25,4,55,0,0,0,54,36,0,89,32,18,4,51,0,0,0,51,20,0,71,19,10,0,28,0,0,0,28,9,0,41,13,4,5,20,0,0,0,20,14,0,35,17,10,3,26,0,0,0,26,4,0,31,8,7,0,10,0,0,0,10,3,0,17,5,3,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,19,11,3,35,0,3,3,42,17,6,58,0,0
UCL614001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,5,5,3,3,0,9,0,7,0,7,0,0,0,7,6,0,11,0,5,5,6,0,0,6,16,7,0,21,0,8,0,11,0,0,0,10,5,0,17,10,15,0,16,0,0,0,16,12,0,28,8,16,0,21,0,0,0,21,9,0,30,12,10,0,21,0,0,0,21,8,0,26,16,3,0,17,0,0,0,17,9,0,21,9,3,0,10,0,0,0,10,5,0,12,4,4,0,10,0,0,0,18,4,0,17,0,0,0,5,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,23,0,0,0,23,10,0,31,0,0
UCL614002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,4,0,0,0,9,8,0,11,0,4,0,10,0,0,0,10,15,0,24,0,3,5,13,5,5,3,14,34,0,51,5,21,0,24,0,0,3,29,29,0,56,10,14,0,27,0,0,3,26,37,0,63,13,11,0,27,0,3,3,30,26,0,54,8,8,0,19,5,0,5,26,15,0,38,9,11,0,15,0,0,4,22,4,0,24,9,3,0,9,0,0,0,9,3,0,9,14,3,0,19,0,0,0,21,9,0,29,6,0,0,8,0,0,0,5,0,0,7,3,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,13,11,4,27,0,0
UCL614003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,8,0,8,0,0,0,7,22,0,30,0,9,0,7,0,0,7,10,13,0,27,0,11,0,7,0,0,0,7,16,0,26,6,12,0,11,0,0,0,14,17,0,33,7,6,0,14,0,0,0,18,22,0,38,4,7,0,12,0,0,0,12,11,0,22,13,3,0,17,0,0,0,17,5,0,20,10,0,0,16,0,0,0,16,0,0,14,4,0,0,11,0,0,0,11,3,0,9,4,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,3,0,0,3,4,0,0,3,0,0,0,3,0,0,9,6,8,0,16,0,0,0,16,5,0,18,0,0
UCL615001,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,0,4,3,10,0,12,6,4,0,4,0,0,0,4,0,0,6,4,0,0,5,0,0,0,5,0,0,5,4,0,0,7,0,0,0,7,3,0,8,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,3,10,0,0,9,0,0
UCL615002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,0,0,4,3,0,3,0,3,0,4,0,0,0,9,8,0,9,0,5,0,7,0,0,0,5,3,0,13,0,3,0,5,0,0,0,10,9,0,14,0,0,0,4,0,0,0,4,0,0,4,0,5,0,5,0,0,0,5,7,0,10,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0
UCL615003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,3,7,0,7,0,0,0,4,0,0,0,4,6,0,6,0,3,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
UCL615004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,3,3,0,9,0,0,0,5,0,0,0,5,7,0,11,0,5,0,5,0,0,0,5,4,0,10,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,6,0,0
UCL615005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,4,0,9,0,9,0,0,0,12,7,0,19,0,0,0,5,0,0,0,8,4,0,13,0,7,0,8,0,0,0,7,6,0,12,0,5,0,5,0,0,0,5,4,0,7,3,3,0,11,0,0,0,11,7,0,17,0,4,0,7,0,0,0,7,3,0,10,0,0,0,3,0,0,0,3,9,0,7,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,5,0,8,0,0
UCL615006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,4,0,4,0,0,0,5,0,0,6,0,3,0,4,0,0,0,4,3,0,10,0,5,0,5,0,0,0,5,0,0,7,0,3,0,5,0,0,0,5,3,0,8,0,4,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,9,0,0
UCL615007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,10,0,5,0,5,0,0,0,5,7,0,4,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,5,0,8,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4,0,0
UCL615008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,4,0,8,0,0,0,0,0,0,0,6,11,0,14,0,5,0,5,0,3,3,7,12,0,20,0,7,0,7,0,0,3,10,29,0,38,3,8,0,14,0,3,8,16,24,0,35,9,8,0,15,0,0,0,19,24,0,51,10,12,0,18,0,0,4,18,11,0,33,4,0,0,7,0,0,0,7,8,0,22,0,3,0,3,0,0,0,8,8,0,9,3,0,0,8,0,0,0,8,3,0,9,3,3,0,8,0,0,0,8,7,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,5,0,3,13,7,0,22,0,0
UCL615009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,4,0,4,0,6,0,0,0,8,3,0,14,0,6,0,9,0,0,0,14,5,0,21,0,7,0,10,0,0,0,10,0,0,10,3,0,0,7,0,0,0,7,4,0,5,4,5,0,7,0,0,0,7,0,0,9,8,0,0,9,0,0,0,9,3,0,10,5,0,0,6,0,0,0,6,0,0,9,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,10,5,0,15,0,0
UCL615010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,5,0,7,0,0,0,0,0,0,0,0,10,0,8,0,4,0,9,0,0,0,9,7,0,14,4,0,0,6,0,0,0,6,7,0,18,0,9,0,12,0,0,0,12,10,0,21,6,0,0,10,0,0,0,10,10,0,18,3,4,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,4,0,7,10,3,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0
UCL615011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,4,0,0,0,4,11,0,15,0,10,0,16,5,0,6,14,12,0,26,0,8,0,6,0,0,0,3,10,0,17,10,7,0,21,0,0,0,22,13,0,37,4,14,0,15,0,0,0,15,12,0,30,4,8,0,6,0,0,0,6,6,0,23,7,0,0,7,0,0,0,7,7,0,11,6,4,0,10,0,0,0,10,0,0,13,13,3,0,11,0,0,0,13,5,0,20,3,0,0,4,0,0,0,4,0,0,4,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,4,4,0,7,0,0,0,7,3,0,11,0,0
UCL615012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,8,0,12,4,8,0,11,0,0,0,11,9,0,16,3,7,0,11,0,0,3,14,6,0,20,9,5,0,13,0,0,0,13,3,0,11,5,4,0,11,0,0,0,11,4,0,18,11,10,0,15,0,0,0,15,3,0,13,5,0,0,7,0,0,0,7,5,0,10,11,0,0,11,0,0,0,11,5,0,20,9,0,0,9,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,11,0,0,0,11,0,0,11,0,0
UCL615013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,3,4,0,10,0,6,0,6,0,0,0,4,6,0,11,0,7,0,12,0,0,0,12,6,0,20,0,6,0,6,0,3,3,10,12,0,26,0,5,0,12,0,0,0,11,19,0,31,8,5,0,17,0,0,0,20,5,0,30,15,5,0,21,0,0,0,19,8,0,26,5,0,0,5,0,0,0,5,0,0,6,4,0,0,9,0,0,0,9,0,0,5,7,0,0,10,0,0,0,10,0,0,10,0,0,0,4,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,11,0,0
UCL615014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,5,0,6,0,6,0,0,0,6,4,0,9,0,4,0,6,0,0,0,6,4,0,14,5,4,0,8,0,0,0,8,8,0,18,3,8,0,10,0,0,0,10,6,0,17,3,0,0,4,0,0,0,4,10,0,11,4,5,0,11,0,0,0,10,0,0,9,3,0,0,13,0,0,0,13,3,0,13,4,5,0,7,0,0,0,7,0,0,7,9,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,3,0,0
UCL615015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,7,0,0,0,7,9,0,13,0,6,0,6,0,0,0,6,6,0,16,0,8,0,6,0,0,0,11,8,0,15,4,10,0,15,0,0,0,16,9,0,26,8,9,0,21,0,0,0,21,8,0,25,10,9,0,22,0,0,0,22,0,0,23,6,5,0,14,0,0,0,14,4,0,21,8,3,0,11,0,0,0,11,0,0,15,21,0,0,22,0,0,0,22,3,0,23,0,6,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,8,0,0
UCL615016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,10,3,0,12,0,3,0,3,0,0,0,3,7,0,8,0,5,0,4,0,0,0,4,6,0,15,5,4,0,9,0,0,0,9,11,0,16,5,6,0,16,0,0,0,16,7,0,20,6,5,0,14,0,0,0,14,4,0,18,7,6,0,16,0,0,0,16,4,0,15,3,0,0,3,0,0,0,3,5,0,4,13,0,0,17,0,0,0,17,0,0,17,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,12,4,0,14,0,0
UCL615017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,3,0,10,0,0,0,0,0,0,0,0,5,0,3,0,11,0,10,0,4,4,11,4,0,15,3,10,0,13,0,0,0,13,14,0,23,6,0,0,10,0,0,0,8,4,0,18,13,4,0,18,0,0,0,18,4,0,23,0,0,3,10,0,0,0,10,4,0,6,0,0,0,7,0,0,0,7,0,0,9,6,8,0,15,0,0,0,15,4,0,14,4,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,0,0,8,0,0
UCL615018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,0,3,0,11,0,9,0,0,0,14,8,0,19,0,6,0,5,0,0,0,8,11,0,17,0,10,0,9,0,0,0,14,3,0,14,11,5,0,7,0,0,0,7,0,0,11,6,7,0,12,0,0,0,12,4,0,11,13,3,0,12,0,0,0,12,6,0,13,4,0,0,5,0,0,0,5,0,0,5,8,4,0,12,0,0,0,12,0,0,12,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,13,0,0,0,13,3,0,17,0,0
