UCL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL621006,0,0,4,8,0,8,0,5,0,25,5,3,5,8,0,5,0,3,0,28,3,14,8,8,3,0,0,4,0,39,14,32,10,13,11,3,0,6,0,80,16,47,11,13,9,0,0,0,4,105,10,20,12,8,11,0,3,0,0,68,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,121,54,47,35,24,5,14,3,349
UCL621007,0,0,0,4,0,5,0,0,0,10,0,0,8,0,0,3,0,0,0,11,4,18,11,8,9,3,0,5,0,52,16,32,14,10,9,0,0,3,3,86,16,31,12,3,5,4,0,8,0,72,8,5,8,3,13,0,5,0,0,51,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,87,56,25,38,11,7,19,6,298
UCL621008,0,0,0,0,0,10,0,0,0,22,0,0,10,7,0,3,3,8,0,29,9,5,25,3,5,7,9,20,4,77,5,9,6,4,3,3,8,24,5,62,6,9,9,11,7,0,16,22,0,84,3,4,18,5,6,6,12,4,0,57,0,3,5,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,64,33,29,32,53,76,12,349
UCL621009,0,0,0,0,0,0,0,4,0,8,0,0,4,8,0,5,0,8,0,31,3,13,15,8,3,5,7,18,0,68,4,9,8,4,12,0,3,22,6,58,6,5,7,9,0,10,0,13,3,63,12,6,11,7,3,5,10,23,0,68,15,4,3,0,5,5,5,6,0,43,0,0,0,0,0,4,0,4,0,7,0,0,0,0,0,0,0,0,0,0,51,34,54,30,29,25,23,96,6,346
UCL621010,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,6,0,0,0,10,6,3,0,4,0,0,0,25,0,37,5,4,4,6,5,4,4,9,0,37,0,5,3,8,8,0,6,11,0,41,6,5,7,10,5,0,3,11,5,51,0,0,4,0,4,0,0,4,0,16,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,17,27,23,27,21,11,13,58,13,206
UCL621011,0,0,5,0,0,10,0,6,0,16,4,0,0,0,0,0,0,4,0,16,7,12,20,15,10,0,0,11,0,73,9,18,16,16,16,0,4,6,0,86,9,6,6,6,6,4,5,0,0,46,5,5,9,3,7,0,3,4,0,38,0,0,0,0,6,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,53,45,45,23,12,34,4,288
UCL621012,0,0,0,6,0,7,0,3,0,22,3,4,5,3,0,7,0,6,0,28,5,22,5,3,6,7,0,0,0,43,19,49,7,9,3,0,0,3,0,90,20,78,8,13,6,5,0,6,4,138,9,27,6,6,10,0,3,3,0,58,9,14,5,0,4,0,0,0,0,27,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,56,194,34,38,32,22,3,20,9,411
UCL621013,0,0,0,0,0,0,0,0,0,10,0,0,8,0,5,3,4,6,0,19,7,6,10,3,4,0,4,13,0,48,8,9,14,3,3,3,7,9,0,53,9,5,4,4,6,3,4,14,3,52,9,3,0,4,8,0,3,10,0,44,0,0,0,3,7,0,0,0,4,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,28,28,40,29,31,18,24,42,7,248
UCL621014,0,0,3,4,0,9,0,9,0,26,4,0,6,7,0,3,5,0,3,28,8,7,9,7,5,8,7,0,0,54,5,18,11,9,0,0,4,6,0,54,6,15,11,11,9,9,0,9,5,76,6,12,11,8,7,7,3,13,3,72,3,4,6,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,56,56,41,31,40,21,40,8,322
UCL621015,0,0,9,6,0,7,0,7,0,31,0,3,0,3,0,5,0,0,0,24,0,14,8,4,6,0,0,6,0,43,19,21,9,7,11,4,0,4,3,87,17,37,12,8,10,8,0,12,0,114,12,21,10,5,14,4,0,5,0,76,5,11,0,3,4,4,0,0,0,23,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,58,106,49,39,56,46,13,28,9,405
UCL621016,0,0,0,5,0,9,0,5,0,27,5,3,7,3,0,0,0,0,0,22,3,16,12,0,6,3,0,0,0,54,11,24,12,4,15,0,0,0,5,67,20,33,11,17,17,4,7,0,6,113,11,31,14,5,14,0,0,4,0,78,0,4,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,117,55,44,48,26,9,21,8,385
UCL621017,0,0,0,4,0,3,0,0,0,7,0,0,0,0,3,4,0,0,0,8,3,9,3,9,0,0,4,0,0,29,5,4,0,4,0,0,7,5,0,25,4,5,0,7,5,0,3,4,0,26,5,9,9,4,6,5,4,10,4,47,0,12,0,0,3,0,0,0,0,15,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18,42,23,22,15,13,16,12,7,172
UCL621018,0,0,0,0,0,7,0,0,0,11,0,0,0,0,0,0,4,6,0,5,0,3,3,4,0,5,6,5,0,30,0,0,0,8,0,5,0,8,0,20,5,3,8,3,8,0,5,6,0,47,11,14,5,12,10,6,7,12,0,69,3,0,4,5,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,18,37,22,23,15,40,0,203
UCL621019,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,6,0,8,12,6,0,0,4,0,0,25,6,7,9,7,5,0,4,4,0,32,9,9,3,10,3,11,3,7,0,55,13,7,9,4,5,4,3,8,0,50,10,0,5,0,4,0,4,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,33,31,40,24,21,12,16,24,0,211
UCL621020,0,0,8,4,0,4,0,3,0,19,0,4,10,4,0,0,5,5,0,32,4,5,19,9,4,4,15,10,4,64,0,5,12,4,11,3,7,9,4,53,4,0,9,9,9,5,11,16,4,67,13,3,10,6,9,4,17,18,4,81,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,65,38,31,19,46,60,10,324
UCL621021,0,0,6,8,0,9,0,4,0,23,0,0,5,7,6,4,0,6,0,36,15,19,31,20,13,11,9,16,0,140,12,27,22,13,25,12,5,8,3,133,14,20,15,12,10,3,6,11,3,95,11,7,9,3,12,0,3,12,0,61,0,3,0,3,3,0,0,3,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,53,83,88,73,70,47,21,65,5,517
UCL621022,0,0,6,4,0,4,0,4,0,18,0,0,9,10,3,0,0,0,0,27,4,11,11,9,9,0,0,3,5,46,19,19,17,11,10,4,7,3,0,83,16,27,12,7,18,8,6,3,0,96,18,27,15,8,22,4,8,9,0,103,10,6,0,0,11,0,0,3,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,74,90,65,43,65,28,16,24,11,416
UCL621023,0,0,0,0,0,4,0,0,0,8,0,4,0,5,0,0,4,5,0,22,0,8,4,10,0,0,17,3,0,43,6,16,8,5,4,3,10,6,0,50,4,4,9,9,0,4,7,7,0,50,3,3,7,13,3,4,7,6,0,47,0,0,5,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,36,38,9,20,47,36,0,237
UCL621024,0,0,4,0,0,3,0,0,0,8,0,0,4,7,0,0,0,3,0,12,10,8,5,3,5,4,4,0,0,36,3,9,16,6,8,4,3,12,0,58,8,4,10,5,4,4,0,9,0,49,11,5,9,7,3,5,6,9,7,57,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,39,39,27,24,16,16,32,9,229
UCL621025,0,0,0,4,0,3,0,0,0,15,0,0,0,0,10,0,0,0,0,16,10,10,15,10,8,0,4,0,0,51,10,18,17,9,9,5,0,9,0,76,8,21,10,7,9,0,3,5,0,63,12,11,11,12,14,0,3,0,0,53,5,4,3,3,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,62,52,40,57,13,15,22,4,303
UCL621026,0,0,4,0,0,0,0,3,0,12,5,0,0,4,0,3,0,10,0,20,3,9,7,8,0,0,5,12,0,40,11,11,11,0,0,5,5,6,0,42,12,3,5,4,7,3,3,8,0,47,18,8,6,4,9,0,3,9,0,76,3,0,3,5,3,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,38,39,31,28,16,17,47,0,258
UCL621027,0,0,0,0,0,0,0,0,0,5,3,0,8,0,0,4,0,0,0,18,6,0,9,0,5,7,3,3,0,33,3,7,4,10,7,3,0,3,3,40,4,0,11,4,8,3,3,6,0,46,4,10,12,10,7,5,5,11,0,63,3,10,0,0,3,7,5,3,0,26,4,4,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,28,32,42,26,31,25,22,34,5,237
UCL621028,0,0,0,0,0,0,0,0,0,8,0,0,4,4,0,0,0,7,0,23,11,8,14,20,10,3,4,17,0,92,7,9,3,4,0,3,8,15,4,57,14,3,10,4,4,6,4,8,0,52,18,6,4,4,3,6,9,12,0,66,7,0,3,0,4,0,0,3,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,56,40,42,42,26,28,31,56,6,323
UCL621029,0,0,4,4,0,0,0,0,0,19,0,4,10,9,0,7,0,0,0,25,3,18,13,4,8,8,10,6,0,68,4,12,9,10,5,7,4,9,0,59,8,12,13,7,6,8,6,11,0,67,16,12,3,10,10,10,7,6,0,78,3,6,3,0,0,0,3,0,0,19,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,36,64,55,46,27,37,29,32,9,330
UCL621030,0,0,0,0,0,3,0,0,0,13,0,0,3,8,0,0,0,0,0,13,4,4,5,7,0,6,0,4,0,35,3,5,4,11,6,0,3,4,3,38,11,3,4,7,3,0,5,8,0,41,15,6,8,4,6,3,6,27,0,82,7,0,6,0,7,5,4,12,3,36,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,49,12,35,34,19,20,23,59,3,261
UCL621031,0,0,4,0,4,0,0,4,0,14,0,0,12,4,0,0,5,4,0,24,3,0,7,12,0,0,5,17,0,52,5,6,6,9,0,0,3,12,7,42,13,4,11,6,8,0,13,6,0,64,9,0,8,7,4,3,3,15,0,53,0,0,0,0,0,0,0,3,0,13,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,33,11,38,37,21,13,24,66,8,258
UCL621032,0,0,0,7,0,0,0,3,0,14,0,0,0,3,0,0,0,4,0,10,0,7,12,8,3,0,11,6,0,52,7,0,9,3,3,0,14,10,3,49,8,3,3,5,3,8,17,7,0,52,6,3,4,7,3,6,9,9,0,52,0,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,44,31,21,13,54,43,3,242
UCL622001,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,5,4,6,0,0,0,3,0,29,9,6,0,4,0,0,0,0,0,24,3,3,6,3,4,4,0,9,0,27,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,20,19,12,14,4,14,0,15,0,104
UCL622002,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,4,6,4,0,0,3,5,8,0,29,3,3,3,0,0,0,4,0,0,33,3,0,4,5,0,0,0,3,0,24,4,3,6,11,10,0,4,4,0,51,9,0,4,5,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,30,17,18,5,21,30,8,165
UCL622003,0,0,3,0,0,3,0,5,0,11,0,0,6,0,0,0,0,0,0,13,5,7,8,0,6,0,3,0,0,42,0,0,8,0,10,0,9,6,3,30,3,3,4,4,3,4,4,5,0,34,3,0,8,4,11,6,13,3,0,43,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,38,11,25,19,31,18,5,176
UCL622004,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,6,4,0,0,0,0,0,14,6,4,3,0,4,0,0,4,0,20,3,9,0,0,4,4,0,5,3,24,5,0,6,0,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,16,17,16,9,3,14,4,95
UCL622005,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,4,4,3,0,0,0,0,0,13,8,6,7,0,3,0,6,0,0,28,3,9,9,4,8,0,0,0,0,30,7,8,12,7,11,0,0,0,0,41,3,4,0,0,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,25,34,24,19,24,6,4,5,0,149
UCL622006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,3,9,0,0,0,0,5,0,20,3,0,0,7,3,0,0,0,0,15,9,3,6,7,4,0,0,3,0,27,6,6,5,0,5,0,5,0,0,35,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,21,14,16,12,6,15,3,124
UCL622007,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,17,9,11,8,3,5,0,0,0,0,33,3,10,4,7,3,0,0,3,0,36,3,8,8,7,10,3,3,6,0,51,0,0,0,0,4,0,0,3,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,24,42,19,16,21,4,4,24,5,160
UCL622008,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,10,0,0,3,6,0,0,0,10,0,18,0,0,0,3,3,3,5,3,0,21,5,0,5,5,0,0,6,6,0,27,3,0,0,0,0,0,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8,21,4,5,23,20,0,101
UCL622009,0,0,0,0,6,0,0,0,0,14,0,0,0,3,0,0,0,0,0,15,0,18,11,6,3,0,4,11,5,55,7,17,9,0,0,0,0,3,0,38,3,19,0,0,0,0,0,3,0,30,4,10,14,10,3,0,0,4,0,44,4,8,5,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,59,30,19,17,15,13,24,12,215
UCL622010,0,0,0,0,0,0,0,0,0,4,0,0,6,0,5,0,0,0,0,10,5,0,4,0,0,0,0,0,0,20,3,0,5,0,6,0,3,8,0,21,4,8,6,8,5,6,0,0,0,27,4,3,4,0,5,3,9,7,0,32,0,3,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,22,14,13,4,12,14,0,112
UCL622011,0,0,0,0,0,3,0,3,0,12,0,0,3,0,0,0,0,4,0,8,8,0,3,6,0,0,0,4,0,26,5,8,4,4,7,0,3,0,0,27,7,7,5,5,4,0,7,7,0,34,4,5,4,0,4,0,3,7,0,22,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,22,12,15,11,11,19,0,135
UCL622012,0,0,0,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,0,7,3,7,10,7,0,5,6,0,0,28,6,4,5,0,3,0,0,0,0,14,0,6,0,5,8,0,3,7,0,29,7,10,6,4,4,3,11,9,0,41,0,0,4,0,8,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,19,17,16,13,20,16,8,147
UCL622013,0,0,3,5,0,0,0,0,0,8,0,0,5,3,0,5,0,4,0,18,7,4,3,4,7,0,0,3,0,35,5,14,9,0,4,0,3,4,0,41,12,9,10,3,9,3,3,4,0,51,6,16,9,5,10,5,0,4,0,53,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,44,48,23,30,13,12,11,4,209
UCL622014,0,0,0,0,0,0,0,3,0,6,0,0,5,0,0,5,0,0,0,11,3,6,11,12,3,0,8,0,0,38,4,3,9,0,5,0,5,3,0,34,0,0,5,4,6,9,0,8,0,27,4,0,0,6,10,0,11,7,0,39,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,29,22,20,18,22,23,6,166
UCL622015,0,0,7,0,0,3,0,0,0,13,0,5,5,3,0,3,0,0,0,12,0,6,5,0,0,0,0,0,0,12,5,12,7,9,8,0,0,0,0,39,14,10,6,5,11,0,4,5,0,57,4,9,7,5,5,0,3,8,0,41,3,7,0,0,0,0,4,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,45,31,26,20,8,17,18,0,181
UCL622016,0,0,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,4,0,8,0,0,4,3,3,5,0,0,0,24,6,5,4,7,0,0,4,3,0,30,6,3,3,3,8,0,0,0,0,29,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,19,20,17,10,10,15,0,115
UCL622017,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,3,0,0,13,0,3,0,3,0,0,4,3,0,14,4,0,3,4,5,0,7,5,0,28,0,0,0,0,3,0,0,7,0,18,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,6,14,10,10,15,18,0,91
UCL622018,0,0,6,0,0,0,0,0,0,6,0,0,0,4,0,0,0,3,0,7,4,6,4,7,0,0,0,0,0,19,5,4,3,4,0,0,0,4,0,17,3,0,5,0,0,0,0,4,5,22,4,3,7,5,0,0,4,5,3,26,0,0,3,0,0,4,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,16,23,7,8,3,24,8,113
UCL622019,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,6,0,0,6,3,5,0,4,0,0,0,0,0,20,3,10,0,4,3,3,0,0,0,35,5,12,0,4,10,4,0,0,0,40,10,19,10,8,5,0,0,0,0,52,7,9,0,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,61,27,16,23,16,8,10,0,179
UCL622020,0,0,5,0,0,7,0,0,0,20,0,0,5,3,0,3,5,5,0,22,6,0,16,6,7,7,6,10,0,46,0,5,4,0,7,3,6,0,0,31,0,9,8,5,5,3,3,16,0,39,0,0,3,3,4,0,9,11,0,34,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,43,19,25,20,30,39,0,195
UCL622021,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,4,14,3,5,0,0,4,8,0,10,0,28,4,3,9,0,0,3,0,7,3,29,3,3,3,0,0,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,17,6,4,18,5,22,10,104
UCL622022,0,0,0,0,0,4,0,0,0,6,0,0,3,0,0,3,0,4,0,13,3,5,10,7,0,0,4,7,0,33,8,9,0,3,4,0,5,0,0,34,10,9,8,13,8,3,9,3,3,61,16,11,8,3,0,0,0,5,0,44,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37,25,31,16,10,12,24,3,192
UCL622023,0,0,0,0,0,3,0,0,0,7,0,0,5,0,0,4,0,3,0,11,0,0,4,3,3,0,0,4,0,17,0,0,3,8,3,0,4,4,0,18,3,5,7,10,0,9,4,7,0,44,6,4,6,7,8,4,0,9,0,49,0,0,0,6,0,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,25,35,13,22,16,21,7,166
UCL622024,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,6,0,0,5,0,0,0,0,3,0,13,7,4,0,0,0,0,0,0,0,20,11,9,3,0,6,0,3,0,0,32,5,11,3,0,0,5,3,6,0,37,0,5,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,17,10,15,10,17,17,4,125
UCL622025,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,6,4,0,22,0,0,3,0,0,0,5,5,0,13,0,0,4,0,5,0,0,0,0,13,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,20,10,9,3,15,12,0,74
UCL622026,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,6,4,0,0,4,3,0,0,4,0,12,0,0,0,0,3,0,0,0,0,13,0,0,5,3,3,3,6,4,0,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,8,12,7,7,11,0,54
UCL622027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,9,0,0,5,0,0,0,0,0,0,10,0,9,6,6,5,3,0,0,0,21,4,9,10,6,3,0,0,7,0,45,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,21,14,13,4,7,15,9,104
UCL631001,101,29,526,418,93,711,106,664,53,2695,223,212,805,505,273,395,211,618,65,3310,1044,1228,1595,951,686,444,523,1123,127,7720,1789,1989,1585,1020,1009,492,701,997,199,9770,2271,2205,1583,1271,1433,642,931,1257,224,11818,2268,1915,1475,1115,1344,554,1076,1267,214,11234,1127,575,349,179,350,144,262,346,103,3434,335,65,24,10,41,22,19,46,42,599,35,6,0,0,4,0,0,0,12,65,9188,8211,7948,5479,5224,3406,3850,6313,1033,50648
UCL679997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12
UCL699994,0,0,0,0,0,0,0,3,0,12,0,0,4,8,0,3,0,8,0,33,9,18,11,6,7,5,10,12,5,79,4,10,11,7,3,9,9,11,4,69,0,8,9,13,6,0,16,11,3,63,7,5,3,3,9,3,5,5,3,42,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,50,48,39,27,21,37,50,11,309
UCL703001,49,68,307,610,230,947,112,549,74,2939,295,694,977,1529,813,672,299,513,140,5931,1672,4779,2684,3276,2458,1152,849,1254,358,18475,2253,4025,2193,2148,2127,719,677,971,267,15382,2115,2760,1548,1463,1807,568,642,875,217,11984,1483,1900,937,792,1278,428,553,624,126,8119,369,593,250,196,359,149,142,180,45,2280,46,53,12,9,42,18,16,14,6,213,7,0,0,0,7,0,0,0,7,20,8280,14866,8906,10020,9119,4654,3284,4979,1228,65347
UCL712001,3,17,76,143,57,197,14,90,15,616,33,130,142,195,114,97,24,68,22,819,319,1085,512,699,410,201,102,227,114,3658,402,861,378,553,351,103,109,171,78,2998,404,593,240,415,339,82,88,170,62,2395,315,507,215,302,290,85,94,152,53,2007,111,167,60,42,82,40,32,48,12,593,12,13,3,6,9,6,6,6,0,51,0,0,0,0,0,0,0,0,0,0,1594,3368,1627,2353,1650,817,468,926,350,13148
UCL714001,0,3,13,18,10,38,5,23,3,108,12,50,49,78,25,14,8,27,8,273,66,215,127,191,90,48,20,63,31,847,68,131,84,122,73,25,21,40,11,579,69,68,57,84,65,15,26,27,12,421,66,71,33,47,65,18,25,34,10,368,21,15,11,18,11,3,11,4,5,95,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,308,556,371,549,330,157,115,225,83,2698
UCL715001,0,3,0,4,0,0,0,5,13,25,0,13,6,17,0,10,0,3,7,49,4,28,6,22,7,14,9,0,13,104,9,24,9,21,10,4,0,7,5,94,9,17,8,8,4,7,0,9,3,67,5,19,4,18,9,0,0,4,3,60,4,3,3,3,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,31,108,32,95,27,47,8,26,42,420
