UCL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL522055,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,4,3,3,0,0,11,0,26,6,3,0,3,0,0,4,0,0,27,6,8,12,8,6,0,6,4,0,43,4,7,4,5,4,0,3,3,0,25,5,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,20,21,20,0,21,21,0,142
UCL522056,0,0,0,0,0,0,0,3,0,8,0,0,3,0,0,0,4,0,0,11,5,5,3,5,0,0,9,0,3,33,11,5,8,0,4,3,9,5,0,37,5,0,10,0,7,0,6,5,4,38,5,3,6,0,6,0,5,6,0,28,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,17,29,4,19,9,39,16,7,176
UCL522057,0,0,0,4,0,0,0,0,0,7,3,0,3,12,0,0,0,0,0,19,5,0,7,15,3,0,0,7,0,41,3,0,5,0,0,0,0,5,0,16,8,0,0,0,0,0,0,5,0,17,4,0,6,0,4,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,25,34,10,6,0,15,0,126
UCL522058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,4,0,10,4,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,13,8,0,3,3,0,0,7,4,0,26,5,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,17,8,6,0,12,10,0,71
UCL522059,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,6,0,0,8,0,0,0,0,0,0,17,0,4,12,3,3,5,4,3,0,31,3,0,6,3,0,0,4,0,3,19,6,0,0,4,4,0,6,4,0,25,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,23,17,12,3,19,14,4,122
UCL522060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,16
UCL522061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,0,0,0,15,3,5,0,0,0,0,3,0,0,20,4,3,6,3,0,0,4,3,0,33,9,4,3,4,3,3,0,8,0,42,3,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,12,8,11,16,7,13,3,119
UCL522062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,4,0,3,0,0,0,9,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,6,0,6,3,0,4,37
UCL522063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,22,0,4,4,0,0,0,0,37
UCL522064,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,13,0,8,3,12,0,0,0,0,8,35,6,0,0,7,0,0,3,0,0,24,0,4,0,5,0,0,0,3,0,21,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,12,34,9,5,5,14,10,104
UCL522065,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,9,3,4,5,0,0,0,0,6,0,16,7,4,0,0,0,0,0,0,0,17,0,0,0,5,0,3,0,0,0,11,11,3,7,4,0,0,3,4,0,38,5,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,14,17,11,10,4,15,21,0,102
UCL522066,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,15,9,4,3,10,3,0,13,11,0,42,12,4,4,8,5,0,3,9,0,46,0,4,10,3,0,6,7,6,0,36,5,0,0,5,5,4,0,7,0,31,3,4,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,14,22,20,15,19,22,35,3,189
UCL522067,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,11,0,3,0,0,0,0,4,5,0,22,0,0,3,3,3,0,3,3,0,18,7,0,6,8,6,0,4,4,7,24,5,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,10,17,12,10,5,13,17,8,102
UCL522068,0,0,4,4,0,0,0,5,0,25,0,0,3,3,3,0,3,0,0,20,0,0,3,6,7,5,5,0,0,29,4,12,10,0,3,5,5,0,3,39,9,11,9,8,8,0,0,0,0,43,3,8,4,8,0,0,4,3,0,37,3,0,3,0,0,0,0,3,0,11,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,40,40,32,23,11,15,15,3,202
UCL522069,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,3,0,5,0,5,0,0,0,0,0,23,3,5,0,0,0,0,0,4,0,16,0,0,5,4,5,0,6,4,0,19,3,0,0,0,0,5,4,7,0,24,3,0,0,0,0,0,4,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,15,10,11,5,9,19,4,96
UCL522070,0,0,0,0,3,0,0,0,0,4,0,0,8,0,0,5,0,0,0,13,0,0,3,0,0,0,6,9,0,22,0,0,3,0,3,3,0,7,0,23,0,0,6,3,0,0,8,3,0,29,0,4,5,4,3,0,3,3,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,26,13,12,10,16,30,0,130
UCL522071,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,4,9,0,6,4,0,0,0,3,9,3,23,0,3,0,3,0,0,0,0,6,14,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,3,8,4,4,10,18,66
UCL531001,109,52,759,692,138,971,218,1154,107,4212,339,404,1234,691,350,448,561,999,118,5141,1703,1687,2375,937,975,428,1203,1621,197,11122,3321,2311,2691,1070,1553,516,1466,1386,231,14540,4852,2657,2800,1492,2105,785,2057,1642,346,18726,4869,2365,2356,1321,2054,743,2075,1736,289,17795,2820,770,628,292,587,249,590,640,130,6706,869,79,56,26,86,31,49,137,75,1400,119,4,0,0,0,0,0,9,14,147,18991,10329,12899,6510,7848,4167,8214,9320,1511,79789
UCL579997,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,8,0,17,0,3,15,0,0,0,11,25,0,62,0,8,30,0,4,0,8,36,4,95,4,8,13,0,0,0,5,21,6,59,0,9,13,0,0,0,3,6,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,83,9,10,0,31,98,6,277
UCL599994,0,0,5,13,7,8,5,13,5,53,4,20,20,39,15,13,16,51,5,185,33,85,82,76,31,20,49,118,6,501,40,67,69,41,32,15,46,40,4,355,15,36,58,17,30,6,57,24,4,248,12,27,27,30,24,9,35,41,5,216,0,9,6,4,10,0,12,6,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,257,272,223,150,77,213,292,33,1614
UCL603001,69,85,453,850,222,1482,114,821,78,4176,376,1175,1343,1801,907,1435,257,880,128,8301,2206,6605,3703,4297,2849,2043,1173,2582,488,25942,3046,6037,2344,2473,2479,996,749,1456,356,19936,3083,5083,1879,2130,2792,976,689,1152,286,18066,2009,3659,1469,1594,2347,803,770,1133,213,13991,560,1163,395,371,543,246,198,381,73,3925,103,94,37,21,65,37,22,30,38,449,6,8,0,4,0,4,0,0,7,32,11452,23906,11618,13539,12205,8022,3979,8428,1668,94821
UCL611001,40,27,235,392,89,783,89,440,42,2129,156,393,644,797,284,573,208,474,75,3608,808,2092,1399,1501,832,724,657,1082,156,9250,984,2013,929,956,854,495,449,684,122,7486,1100,1747,786,948,1103,532,480,750,108,7556,788,1266,662,738,928,476,465,596,88,6012,207,378,170,160,234,136,125,165,22,1593,33,28,18,14,21,12,16,13,11,155,5,3,0,0,4,4,0,0,8,20,4113,7934,4839,5499,4354,3728,2491,4218,635,37810
UCL612001,12,6,59,74,25,223,20,117,5,540,30,82,182,148,90,136,64,119,7,859,145,376,316,263,159,162,149,216,27,1807,156,338,231,247,196,136,146,190,29,1671,198,284,190,284,232,143,184,216,25,1746,154,241,167,214,229,107,184,223,16,1517,38,66,44,45,52,16,24,51,11,339,5,3,0,4,3,3,4,8,3,25,0,0,0,0,0,0,0,0,3,5,732,1398,1182,1272,980,925,759,1135,129,8513
UCL612002,19,3,106,80,20,270,16,139,9,647,57,83,177,183,83,141,47,165,17,954,189,369,428,421,202,180,152,496,42,2478,236,340,269,305,207,151,153,223,32,1916,252,320,273,335,270,166,161,280,33,2098,187,253,258,240,236,138,187,266,37,1796,50,70,59,46,51,36,50,47,12,429,5,12,3,0,4,5,0,10,11,53,0,0,0,0,0,0,0,0,0,3,992,1453,1570,1617,1073,1088,767,1621,198,10383
UCL613001,4,3,60,49,12,108,18,74,4,339,20,37,99,99,32,61,18,62,8,449,90,189,166,145,72,76,69,127,14,940,112,193,132,139,84,70,77,104,16,931,136,181,151,164,144,79,108,122,24,1110,111,156,138,156,166,74,105,164,12,1073,36,43,31,25,25,17,17,33,6,238,3,4,4,5,4,0,3,0,3,30,0,0,0,0,0,0,0,0,0,4,518,812,770,784,548,485,420,685,94,5122
UCL614001,5,0,24,19,9,53,0,31,3,140,7,10,58,38,20,21,9,23,4,188,54,79,151,62,51,26,15,41,11,489,76,102,90,82,64,33,24,42,19,535,69,108,81,66,82,26,15,41,15,498,63,96,74,80,75,38,39,60,8,532,12,25,15,23,17,6,6,18,5,122,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,286,418,489,360,325,202,119,264,57,2508
UCL614002,4,0,18,20,9,37,7,33,0,127,0,13,56,49,30,40,15,34,6,238,53,55,138,84,77,43,47,78,11,581,49,46,69,84,64,37,55,66,11,487,44,43,65,88,74,36,44,64,9,474,29,44,55,69,38,29,62,66,5,391,13,15,13,21,9,4,9,9,4,93,0,0,0,0,0,0,5,5,0,11,0,0,0,0,0,0,0,0,0,0,192,218,417,414,296,226,247,350,40,2405
UCL614003,0,5,28,19,3,35,0,17,0,109,8,8,52,40,15,25,16,18,0,187,32,66,66,49,34,29,40,53,11,374,47,80,57,63,31,28,38,35,11,391,49,53,45,66,47,36,32,52,9,386,49,59,52,78,44,29,44,57,11,419,24,20,17,18,10,3,10,13,3,119,0,4,0,0,0,3,0,4,3,12,0,0,0,0,0,0,0,0,0,0,209,295,323,328,194,185,173,244,46,2003
UCL615001,0,0,0,0,0,4,5,7,0,18,0,0,3,6,3,9,0,9,0,30,3,3,17,6,5,3,5,13,0,58,5,3,8,9,6,8,19,26,5,88,0,0,14,13,3,6,8,20,0,66,4,10,14,15,7,10,16,10,0,86,0,0,0,0,0,0,3,6,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,26,63,39,27,38,56,94,14,372
UCL615002,0,0,3,4,0,3,0,4,0,12,0,0,4,9,3,7,0,7,0,24,5,8,19,0,8,4,12,3,0,67,7,8,8,10,3,5,10,3,0,46,12,13,9,11,17,14,8,14,7,98,11,15,10,8,14,10,15,13,4,99,9,9,3,7,0,0,5,3,3,35,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,41,48,60,50,45,39,44,56,13,404
UCL615003,0,0,4,5,0,0,0,3,0,22,3,0,7,11,0,3,0,12,0,46,14,18,35,10,5,4,11,17,0,115,10,15,10,10,9,3,4,7,0,81,22,3,26,9,8,10,4,17,0,102,17,24,22,17,28,5,12,17,3,153,14,7,4,3,7,6,5,5,0,47,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,83,74,112,75,61,35,46,74,9,563
UCL615004,5,0,6,6,0,0,0,4,0,15,3,0,3,10,0,0,0,9,0,32,10,20,12,11,9,0,9,5,0,71,10,21,11,9,9,3,0,7,0,75,15,13,15,16,9,13,4,7,4,88,8,7,12,10,9,3,7,3,0,58,0,6,3,3,0,0,4,6,4,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,66,63,53,40,30,22,39,14,362
UCL615005,4,0,5,8,3,17,0,15,0,43,3,3,24,25,7,24,5,17,0,113,24,29,34,28,23,16,18,26,0,204,40,31,23,28,12,9,17,27,4,194,36,26,17,34,16,12,23,14,8,191,33,28,15,28,17,14,16,30,0,175,16,11,5,4,6,10,0,8,0,66,5,0,0,0,4,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,164,133,120,155,85,92,82,143,18,997
UCL615006,0,0,7,3,0,7,0,7,0,29,4,0,3,0,0,0,0,6,0,19,7,18,17,5,6,4,3,7,0,66,16,13,9,9,4,6,3,4,0,62,13,22,15,18,14,6,13,9,3,107,23,28,12,23,21,6,12,7,0,133,5,6,3,0,4,0,4,4,0,32,4,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,70,84,61,62,57,39,38,44,4,454
UCL615007,0,0,5,3,0,3,0,7,0,20,0,0,8,9,6,3,5,3,0,39,7,14,13,9,3,5,5,10,3,63,12,17,11,15,7,3,5,0,4,74,11,19,21,16,13,5,10,16,0,103,22,24,8,14,19,8,9,4,0,110,9,0,3,9,0,0,4,0,3,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,60,76,70,71,53,32,29,42,8,433
UCL615008,0,5,18,21,3,18,0,18,4,79,6,0,39,24,11,9,16,23,0,121,18,21,57,36,22,18,29,52,10,261,25,24,37,35,16,21,49,41,8,258,20,23,36,43,31,23,50,67,13,301,22,24,28,40,22,22,43,51,3,262,8,8,10,3,4,7,5,14,3,69,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,97,111,223,202,107,123,198,266,40,1364
UCL615009,0,0,8,10,3,36,4,8,0,66,0,8,14,24,15,20,4,9,0,97,23,48,65,26,28,23,19,22,8,264,27,54,37,28,42,9,17,20,4,236,32,34,35,27,46,18,33,24,3,256,27,26,32,14,34,15,27,32,4,213,5,3,10,10,6,5,3,6,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,176,197,135,173,125,107,125,24,1188
UCL615010,0,0,5,3,4,12,0,13,0,34,4,0,16,3,10,17,0,12,6,82,22,31,42,31,28,13,15,39,0,216,12,41,37,14,24,7,15,27,9,175,14,27,17,12,27,12,8,23,4,150,10,13,15,24,14,8,12,8,0,112,0,9,0,0,3,0,10,4,3,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,73,122,133,90,105,68,58,138,17,799
UCL615011,3,0,26,16,5,41,0,23,0,115,9,11,48,28,17,25,17,31,0,183,36,76,95,81,50,36,36,60,3,464,48,66,52,41,42,31,30,43,6,366,43,48,45,63,39,36,43,45,8,360,37,30,27,40,33,20,43,62,7,304,10,13,8,5,3,6,9,16,0,72,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,197,233,301,276,186,202,178,275,24,1873
UCL615012,0,0,22,27,0,44,8,31,0,137,5,16,42,41,20,28,4,18,0,170,40,106,86,70,44,39,29,34,4,451,68,120,58,55,53,34,32,15,9,438,87,95,53,60,64,39,46,19,11,467,54,69,44,38,45,19,18,36,0,330,5,18,7,13,10,6,7,10,0,79,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,263,429,312,306,235,210,138,153,31,2078
UCL615013,0,0,17,16,4,26,0,7,0,78,5,9,32,34,16,14,9,26,4,146,29,42,71,58,30,30,26,48,7,344,33,36,34,28,29,15,26,49,0,258,27,50,42,40,42,33,35,35,5,308,36,44,41,39,38,21,39,44,4,305,18,17,18,11,10,0,13,11,0,91,0,3,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,152,203,251,226,173,140,154,225,24,1546
UCL615014,0,0,13,11,4,21,0,10,7,67,3,10,22,24,6,22,4,14,0,108,21,66,68,60,34,19,14,22,6,301,66,96,40,36,38,20,13,21,11,336,32,45,27,29,53,23,6,15,0,251,28,30,24,12,22,9,13,15,0,163,4,4,8,3,6,3,5,4,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,154,255,205,176,167,122,54,107,19,1258
UCL615015,3,0,6,10,3,24,9,13,0,67,4,19,40,27,16,24,4,13,4,150,49,102,80,63,72,30,14,34,7,452,63,72,49,55,60,23,14,41,8,380,34,42,32,39,64,21,22,34,10,297,30,28,38,31,64,22,25,25,8,264,4,4,12,7,13,3,5,7,3,59,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,191,264,245,235,285,156,96,166,35,1674
UCL615016,0,0,16,12,5,25,0,24,0,85,3,23,33,30,4,13,7,15,0,121,24,71,60,44,25,16,18,22,0,294,41,61,43,31,33,6,25,19,10,272,35,78,36,58,51,23,26,35,4,344,41,51,41,36,35,18,30,33,0,286,4,17,12,7,6,0,9,12,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,303,242,226,155,111,118,160,14,1477
UCL615017,0,0,19,20,3,32,8,27,0,98,15,17,32,29,11,20,11,11,5,136,44,71,87,61,48,32,23,27,5,407,40,44,47,32,54,23,35,20,11,308,35,46,35,39,57,33,33,38,4,325,38,26,36,27,37,24,37,37,3,280,9,7,8,10,8,3,8,16,4,62,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,174,211,262,221,217,167,158,174,24,1618
UCL615018,0,0,10,15,0,41,0,11,4,86,3,6,25,30,3,12,5,14,0,105,33,52,47,46,28,21,10,24,3,261,30,66,33,31,37,19,17,27,4,265,56,72,50,54,42,23,25,13,4,347,46,56,45,57,44,33,30,44,7,363,17,21,14,10,13,7,12,7,0,119,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,192,278,232,236,176,157,101,143,25,1549
UCL615019,0,0,3,3,0,0,0,4,3,14,0,0,5,3,4,3,0,7,3,33,6,12,18,12,10,18,3,12,3,88,5,7,13,14,7,11,5,14,0,81,12,9,12,21,4,6,7,13,4,86,13,28,12,11,16,12,12,8,0,115,5,3,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,66,77,65,39,52,29,53,12,435
UCL615020,0,0,7,9,0,6,0,13,0,34,0,3,15,12,5,8,6,11,0,53,10,27,20,24,5,3,15,18,3,128,13,11,21,9,4,6,17,21,6,104,16,8,31,17,23,14,25,23,3,160,8,8,19,18,12,7,26,18,0,120,5,3,6,4,0,4,6,9,3,39,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,49,68,112,89,51,49,96,109,19,636
UCL615021,0,0,6,11,3,6,0,14,0,40,3,3,15,10,3,10,10,16,0,78,16,19,32,13,18,10,18,28,0,147,17,13,21,16,16,8,20,21,3,138,15,12,22,22,18,8,18,32,0,157,22,11,16,14,12,17,20,30,8,144,3,0,6,0,7,3,6,6,0,37,4,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,3,3,84,60,111,84,77,70,102,150,20,749
UCL615022,3,0,3,3,0,7,0,6,0,17,4,0,12,5,3,5,0,10,0,37,3,9,15,11,5,11,4,6,0,63,17,3,5,6,7,8,3,14,0,67,6,8,15,10,20,10,16,9,0,90,8,8,10,17,15,3,10,17,3,91,0,4,0,3,0,0,9,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,31,62,49,49,33,46,54,5,384
UCL615023,9,0,10,15,0,20,0,30,0,76,17,11,15,28,4,15,6,38,0,135,23,35,44,25,23,21,36,112,5,320,36,30,39,30,24,17,25,52,3,239,36,26,24,34,27,13,35,64,7,258,48,17,23,30,36,18,37,69,3,277,21,10,7,6,5,3,11,14,4,69,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,178,128,161,156,112,102,152,355,24,1378
UCL615024,0,0,5,6,0,19,0,13,4,51,3,0,11,9,8,7,4,7,0,45,17,32,28,11,17,14,11,12,0,141,25,71,32,22,20,9,7,16,0,204,39,63,28,18,23,7,15,19,3,214,15,29,23,23,16,6,11,9,0,135,8,13,5,3,9,3,4,3,0,46,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,107,210,131,87,93,70,43,78,16,839
UCL615025,0,0,11,8,4,29,0,25,0,77,3,11,22,26,19,16,3,23,0,117,43,74,64,59,58,32,17,27,14,382,44,48,36,44,49,13,15,28,10,293,42,29,27,35,43,21,16,18,8,245,21,21,19,23,42,9,24,28,0,185,3,5,4,3,11,5,5,5,3,48,4,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,162,194,188,192,227,132,80,152,39,1370
UCL615026,0,0,3,9,0,9,0,4,0,22,4,0,4,7,3,11,0,7,0,38,10,8,22,12,5,12,11,8,0,90,14,17,10,18,3,11,3,12,0,85,9,5,11,20,13,5,4,13,3,91,13,17,14,14,16,13,11,22,5,118,7,8,4,0,9,0,0,9,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,60,54,69,88,49,51,20,82,9,480
UCL615027,0,0,8,0,0,8,0,6,0,18,3,3,13,11,10,0,0,6,0,49,12,23,28,17,11,11,11,11,0,130,14,21,29,11,8,8,15,18,0,133,17,15,10,13,10,9,18,19,0,118,15,21,21,21,13,17,21,11,0,146,9,6,6,3,3,0,6,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,67,89,117,85,59,54,82,72,13,644
UCL621001,4,0,3,0,0,4,0,0,0,8,0,0,4,4,5,0,0,3,0,20,4,7,22,5,14,9,11,11,4,71,3,7,7,7,6,7,10,5,0,43,0,4,0,9,7,0,4,5,0,33,8,3,7,9,10,5,10,7,0,47,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,41,28,45,30,27,32,3,240
UCL621002,0,0,0,0,0,3,0,4,0,5,0,0,3,5,0,0,0,3,0,13,6,17,10,16,3,3,0,24,0,81,16,14,9,6,8,4,0,10,0,67,13,12,6,4,8,3,4,19,4,67,18,9,6,10,8,8,9,14,0,86,10,4,5,0,5,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,53,37,41,32,26,13,70,11,345
UCL621003,0,0,5,0,0,0,0,0,0,15,0,0,8,8,6,5,0,9,0,31,7,12,24,14,8,4,13,8,0,86,4,9,5,6,11,9,0,6,0,51,3,6,15,8,7,5,3,14,0,53,3,5,3,5,3,0,5,6,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,51,45,40,23,26,43,3,284
UCL621004,0,0,0,4,0,5,0,5,0,19,0,0,0,4,3,7,0,6,0,20,4,0,16,4,5,5,0,11,0,50,0,0,10,8,7,5,3,3,6,36,12,7,11,11,5,13,7,6,3,69,3,4,9,6,3,7,7,18,0,67,3,0,3,0,0,7,0,0,0,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,29,29,51,32,19,41,23,62,8,292
UCL621005,0,0,0,0,0,6,0,0,0,15,0,3,3,6,0,0,3,5,0,20,8,5,17,5,0,7,0,0,0,47,3,8,9,6,5,0,5,3,0,42,9,7,8,0,15,9,4,7,0,66,7,9,3,0,3,0,9,8,0,42,0,10,0,0,3,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,41,23,35,22,26,28,4,252
