UCL_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
UCL112012,143,925,639,9337,87,11130,3,66,38,1806,35,1945,133,7,22,68,3,227,17,8,5,13,0,45,94,49,32,111,0,282,1141,849,580,8788,112,11467,166,5,62,23,0,254,71,13,9,79,0,179,209,88,74,917,7,1295,32,21,7,40,0,108,41,8,0,16,0,63,149,23,12,12,3,203,266,210,112,3298,24,3920,257,144,28,701,6,1139,28,0,5,3,0,38,9,4,4,41,0,59,8,0,0,0,0,10,25,10,10,50,3,96,47,25,15,31,0,127,68,35,47,27,0,178,50,16,18,39,0,117,19,3,5,26,0,49,8,7,0,0,0,19,315,234,148,2547,19,3270,13,0,0,5,0,22,35,18,4,13,0,76,43,7,13,34,0,88,15,3,0,3,0,18,53,0,10,0,0,66,37,20,10,76,0,139,877,245,195,456,23,1798,33,11,4,226,1741,2012,3425,1743,1185,19579,1986,27916
UCL112013,13,43,43,960,7,1061,0,0,0,119,0,123,5,0,0,6,0,3,14,0,0,4,0,14,8,6,0,17,0,32,58,37,44,737,13,886,0,0,0,0,0,0,0,0,0,3,0,3,9,5,0,96,0,108,7,3,0,3,0,8,4,0,0,4,0,7,14,0,0,0,0,20,13,15,6,187,0,223,46,8,3,70,3,129,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,0,5,0,8,0,12,0,0,0,0,0,6,0,0,5,0,0,7,0,0,0,5,0,8,0,0,0,0,0,3,0,0,0,0,0,0,9,11,4,209,0,241,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,4,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,5,71,20,6,20,0,110,7,0,6,19,180,210,242,100,75,1781,203,2400
UCL112014,137,875,644,7398,116,9172,4,51,25,1132,16,1226,99,11,17,45,0,171,39,7,0,17,4,67,170,60,32,122,3,382,1367,891,619,7058,87,10018,112,3,35,4,4,161,40,5,5,45,0,102,223,69,47,622,5,978,41,13,8,49,0,116,30,10,5,15,0,54,94,10,5,9,0,125,254,138,114,1789,27,2321,110,47,22,288,4,471,33,0,10,0,0,38,28,15,0,13,0,58,0,4,6,9,0,21,49,26,13,67,0,153,68,23,6,21,0,115,111,50,27,28,5,227,70,13,4,42,0,130,24,3,7,16,0,55,74,15,4,5,0,98,404,213,171,1699,20,2509,16,3,5,7,0,24,79,14,19,8,0,119,31,8,6,20,0,62,16,0,3,0,0,24,11,0,6,0,0,16,47,15,17,70,0,147,831,188,142,312,11,1493,43,21,8,211,895,1177,3624,1634,1169,14579,1140,22150
UCL112015,192,1166,1000,11191,144,13694,11,112,60,2878,47,3112,226,6,18,62,6,316,55,20,5,31,0,108,181,62,37,130,3,414,1822,1150,854,9370,168,13362,291,17,78,15,9,402,51,10,17,69,0,145,237,89,47,796,8,1181,60,20,10,95,0,190,55,8,0,22,0,93,375,11,0,7,3,395,315,206,120,2696,38,3372,196,73,34,350,6,653,45,0,0,0,0,51,18,13,3,23,5,60,28,3,0,11,0,42,63,20,9,101,5,198,58,26,22,26,6,131,83,55,44,44,4,228,83,24,8,65,0,184,37,3,6,12,0,62,18,6,0,3,0,38,430,246,188,2083,34,2977,27,3,0,14,0,43,62,6,10,4,0,84,62,10,13,34,0,112,23,5,0,3,0,29,42,6,8,0,0,58,80,31,21,92,0,214,1292,232,190,445,10,2167,71,10,4,188,2895,3165,5357,2115,1598,21226,3283,33583
UCL112016,154,1140,783,14383,131,16590,8,70,45,2949,55,3126,379,12,20,81,8,497,67,20,0,54,0,143,198,85,44,218,0,542,1227,997,694,12980,168,16059,323,14,47,16,0,409,48,9,14,102,0,182,222,88,83,1078,12,1479,74,22,10,69,4,172,37,12,6,25,0,79,544,13,10,20,0,584,259,224,147,4289,32,4955,232,93,44,532,3,899,80,4,0,4,0,90,29,20,5,44,0,102,17,9,6,6,0,27,17,20,15,60,0,113,72,41,12,34,0,164,92,74,36,67,0,272,104,17,23,118,0,265,78,19,19,35,8,154,27,12,3,0,0,42,345,266,201,3129,24,3961,29,0,3,14,0,52,102,20,7,0,0,140,58,12,0,25,0,94,31,7,0,3,0,45,46,0,4,4,0,50,49,22,21,135,0,233,1766,256,171,524,23,2736,68,4,12,279,2026,2387,5599,2059,1402,28664,2403,40127
UCL112017,264,1769,1323,15571,250,19170,10,84,47,2191,27,2362,315,30,35,91,6,485,70,25,7,35,0,146,352,102,87,192,0,731,3383,1684,1193,14982,248,21496,308,17,54,12,4,390,112,27,27,140,6,316,428,132,82,1299,10,1967,77,32,14,108,0,226,57,26,13,22,0,118,260,22,22,24,0,330,716,407,228,5057,58,6464,286,132,53,572,15,1055,55,0,12,0,0,69,22,18,4,61,0,105,13,0,0,4,0,15,88,27,24,104,0,252,68,31,13,26,0,147,130,78,62,55,5,326,128,31,14,70,0,245,57,14,11,30,0,114,21,0,4,3,0,27,831,395,287,3873,38,5423,33,4,0,17,0,56,138,37,13,8,3,204,93,14,12,49,0,172,36,0,3,3,0,46,85,0,10,5,0,105,123,31,23,152,0,337,1537,363,251,580,19,2756,85,8,23,271,1976,2371,8138,3181,2265,31662,2542,47793
UCL112018,117,660,562,13035,161,14526,13,124,49,4777,57,5019,473,10,12,97,0,585,6,12,4,6,0,33,86,39,17,86,3,233,776,676,510,11054,181,13191,474,4,38,5,9,524,29,10,9,58,0,102,109,61,31,1114,13,1330,24,10,3,42,0,75,12,3,5,18,0,39,356,8,3,11,0,370,154,146,117,3278,26,3714,59,60,20,284,6,416,26,3,3,0,0,38,27,6,0,25,0,58,5,0,0,3,0,12,28,16,3,65,0,113,68,24,9,31,0,131,45,25,25,42,0,140,28,16,7,32,0,85,11,0,4,7,0,27,8,10,0,0,0,18,202,160,113,2535,22,3030,5,0,0,0,0,7,39,3,4,0,0,57,27,8,0,20,0,56,10,0,3,0,0,17,278,0,0,0,3,288,24,12,12,73,0,118,1373,151,100,413,26,2059,123,3,7,268,2580,2988,4308,1309,961,25840,2988,35415
UCL112019,235,1152,804,17010,174,19374,8,112,38,3317,50,3514,430,12,47,115,9,610,36,7,8,53,5,108,185,92,46,257,0,575,1284,1013,698,16452,183,19626,366,10,44,27,0,451,52,15,14,123,0,206,232,117,98,2046,9,2506,85,21,15,120,0,240,30,6,5,12,0,43,666,11,9,21,0,710,304,247,166,5900,31,6641,161,105,25,635,5,933,40,4,7,4,0,52,19,10,5,38,0,74,4,6,0,12,0,17,32,11,15,69,0,133,83,27,13,39,0,163,66,63,41,44,3,216,67,14,14,103,0,189,24,6,4,16,0,47,61,8,4,6,0,76,350,253,193,4424,16,5237,28,4,0,7,0,38,77,22,21,7,0,129,48,7,6,49,0,112,53,0,4,5,0,62,67,3,8,3,0,81,44,22,21,116,0,200,3340,285,170,609,21,4429,114,25,10,402,2281,2836,7318,2114,1451,36115,2691,49686
UCL113001,110,615,492,5828,96,7156,3,29,15,778,10,834,68,12,10,36,0,127,20,5,3,11,0,50,118,26,28,47,0,217,1105,607,420,5835,113,8089,83,0,31,0,6,121,49,19,11,49,4,129,153,52,36,565,4,810,16,9,0,36,0,63,13,0,0,8,0,25,111,6,7,10,0,136,234,169,102,2009,18,2538,140,58,13,299,5,522,10,0,0,0,0,6,6,4,4,16,0,23,3,7,0,3,0,9,26,6,5,29,0,72,42,21,11,8,0,79,76,29,19,33,0,160,35,7,12,25,0,86,23,8,4,13,0,48,11,8,0,0,0,15,288,164,122,1613,14,2207,7,11,0,4,0,27,28,12,5,10,0,57,40,0,0,18,0,55,0,4,0,0,0,5,20,9,6,0,0,30,48,20,14,39,3,123,578,145,147,260,9,1141,37,19,11,122,1137,1323,2719,1205,867,12363,1382,18532
UCL113002,73,406,261,3724,66,4526,4,25,8,872,25,934,77,8,3,23,0,109,80,13,0,17,4,111,98,22,12,58,0,189,892,410,261,3486,91,5142,72,7,13,3,0,99,34,6,5,28,4,75,155,46,11,251,4,468,53,9,3,26,0,96,22,7,0,5,0,32,60,3,0,0,0,57,150,86,43,1120,25,1431,115,37,7,111,0,282,6,0,0,0,0,10,7,8,0,9,0,22,8,0,0,0,0,8,29,10,8,26,0,74,20,5,14,10,0,50,31,30,13,8,0,82,57,10,3,23,0,97,22,9,0,7,0,34,4,0,0,0,0,4,219,92,77,880,15,1273,19,3,0,0,0,27,18,3,4,4,0,33,27,3,3,9,0,44,6,0,0,0,0,7,15,0,0,0,0,15,33,19,0,23,3,85,413,74,52,141,5,683,21,7,5,102,852,976,2308,770,487,7653,1038,12263
UCL113003,53,360,202,6812,92,7528,3,35,9,1541,30,1620,38,4,4,19,0,61,26,3,0,42,0,71,33,23,11,43,0,107,270,334,178,5743,82,6605,186,3,41,15,3,254,6,7,4,51,0,67,58,32,18,673,9,794,23,10,4,34,0,72,6,0,0,10,0,17,83,7,0,14,0,111,59,54,35,1413,15,1576,109,76,12,332,0,533,5,0,0,0,0,5,0,3,0,38,0,41,0,0,0,0,0,0,58,38,16,148,0,263,13,12,5,14,0,44,11,9,8,5,0,35,15,0,4,33,0,59,0,3,0,12,0,20,6,0,0,0,0,3,76,75,49,1283,9,1496,0,0,0,10,0,7,7,4,5,4,0,20,14,0,0,13,0,24,0,0,0,0,0,3,9,0,4,0,0,18,21,0,6,45,0,69,209,80,35,225,6,552,12,6,5,199,1404,1624,1191,702,380,13572,1604,17456
UCL113004,68,446,365,1952,18,2852,4,10,3,152,6,178,50,10,10,23,0,87,19,8,4,7,0,39,114,32,15,40,0,208,1044,405,317,2327,40,4137,46,0,11,4,0,58,182,19,12,35,0,250,303,56,35,229,0,626,38,14,5,36,0,93,19,5,6,6,0,39,42,12,3,8,3,63,299,135,82,1015,14,1551,409,41,18,124,7,589,10,0,0,0,0,10,18,0,0,15,0,36,4,5,0,3,0,7,13,5,0,10,0,36,40,20,0,7,0,61,42,22,6,9,3,71,54,19,0,19,0,97,47,3,3,11,0,63,4,0,0,0,0,5,287,104,81,715,9,1200,14,0,4,3,0,18,33,6,5,4,0,51,191,14,7,18,3,230,7,0,3,3,0,16,20,0,0,0,0,21,39,12,4,29,0,78,921,160,123,155,16,1384,70,9,10,35,853,967,3342,894,652,4710,939,10538
UCL113005,50,362,260,6909,174,7753,3,36,15,1706,34,1791,68,12,9,21,0,105,5,0,0,10,0,12,61,19,22,51,0,159,388,360,271,5719,160,6903,76,6,33,0,3,114,11,0,3,33,0,52,63,37,19,592,4,717,10,6,0,28,6,44,4,0,0,4,0,16,73,3,4,10,0,93,86,74,47,1646,17,1867,36,18,3,186,0,245,3,0,0,0,0,3,4,0,3,8,0,15,0,0,0,0,0,0,11,4,3,26,0,46,13,19,4,17,0,58,16,20,12,20,4,71,20,10,0,20,0,44,6,0,0,8,0,24,10,0,0,0,0,15,119,110,59,1396,18,1704,3,0,0,3,0,3,12,0,0,3,0,21,13,0,0,3,0,21,4,0,4,3,0,15,15,0,3,0,0,27,13,5,5,23,0,43,266,62,39,207,18,600,20,15,7,173,1078,1282,1199,679,491,13394,1393,17155
UCL113006,28,244,152,3605,91,4114,3,40,16,1898,61,2021,56,0,3,14,0,75,7,3,0,9,0,15,37,9,5,14,0,65,266,223,121,3230,83,3918,73,0,30,3,4,110,6,6,4,28,0,40,50,5,8,213,6,281,15,3,0,12,0,34,0,5,0,6,0,5,43,6,0,3,0,48,41,42,30,876,17,1004,17,11,0,59,0,91,0,0,0,0,0,0,7,0,0,10,0,20,0,0,0,0,0,5,16,3,5,29,0,55,14,8,5,15,0,39,13,16,11,13,0,49,11,9,0,14,0,35,0,5,0,9,0,14,6,0,0,0,0,4,64,56,26,624,16,786,4,0,0,0,0,3,4,0,0,0,0,5,9,0,0,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,19,0,45,169,48,32,164,5,419,10,0,3,64,1688,1767,764,431,255,7707,1920,11073
UCL113007,71,611,481,4471,26,5662,3,12,9,297,7,327,121,0,5,38,0,164,42,7,5,21,0,78,97,40,20,79,0,246,1185,609,425,4382,33,6626,39,3,14,3,0,60,38,4,5,48,0,94,161,58,32,351,0,599,63,13,17,53,0,146,20,4,4,13,0,39,25,3,3,15,0,55,272,142,94,1660,10,2181,166,60,22,201,0,448,10,4,5,0,0,22,6,5,0,7,0,21,42,8,8,11,0,69,79,16,22,40,0,157,34,15,9,3,0,62,46,32,16,20,0,117,67,11,9,27,0,112,24,4,0,11,0,36,8,8,0,0,0,14,353,155,110,1317,15,1939,20,5,0,11,0,37,47,7,10,4,0,70,46,5,3,19,0,82,0,0,4,6,0,11,19,0,0,0,0,24,57,24,9,61,0,149,468,153,127,203,4,956,34,0,6,55,640,736,2940,1131,838,9133,722,14761
UCL113008,55,365,231,4016,72,4743,0,19,14,714,22,771,94,0,4,26,0,118,17,7,0,15,0,42,48,13,8,23,0,91,464,333,244,3520,100,4657,77,3,39,5,0,128,19,3,0,17,0,38,72,21,14,253,3,370,24,6,0,20,0,51,17,3,0,10,0,33,58,5,0,5,0,73,115,73,37,1074,20,1321,66,8,13,110,0,197,6,0,0,0,0,6,11,7,0,9,0,25,4,0,0,0,0,4,21,7,0,17,0,49,20,7,14,5,0,41,21,26,8,10,0,64,44,14,3,16,0,84,8,0,0,3,0,10,0,0,0,0,0,0,149,114,82,909,14,1272,19,0,0,0,0,20,8,4,0,0,0,12,19,0,6,4,0,21,3,0,0,0,0,6,28,0,0,0,0,30,22,14,4,57,3,106,355,65,42,136,9,611,19,7,4,77,647,754,1519,663,442,7725,850,11197
UCL113009,46,402,336,4047,8,4838,0,21,4,646,3,674,45,0,13,7,0,68,19,3,0,14,0,32,91,32,18,76,0,214,528,381,264,3230,33,4435,30,9,23,6,0,70,18,0,4,11,0,39,65,45,17,309,0,433,9,5,0,23,0,44,16,5,6,8,0,27,33,8,0,9,0,45,90,60,39,790,3,992,49,39,6,113,3,202,5,0,0,0,0,5,0,4,3,6,0,17,10,0,0,10,0,19,31,17,6,47,0,107,19,5,5,7,0,40,23,25,12,14,0,75,28,8,5,27,0,62,3,0,0,0,0,13,4,6,0,0,0,4,123,77,69,817,3,1086,7,0,0,0,0,12,37,6,3,0,0,53,9,5,3,3,0,21,5,0,0,6,0,18,8,4,6,7,0,15,25,6,9,46,0,83,211,79,48,169,0,511,9,3,4,67,229,304,1231,718,514,7280,272,10019
UCL113010,45,324,240,4409,50,5062,4,17,6,788,9,829,41,4,3,16,0,74,17,4,0,20,0,43,55,37,14,74,0,174,446,285,219,4042,48,5039,65,0,18,6,0,89,16,0,0,17,0,37,63,22,12,396,0,494,15,11,3,24,0,50,16,3,0,11,0,33,45,0,0,3,0,50,76,82,59,1236,10,1456,36,23,18,112,0,190,13,0,3,0,0,19,6,0,0,4,0,9,0,0,0,0,0,0,20,6,5,38,0,71,20,4,9,5,0,37,28,26,10,19,0,88,16,10,3,21,0,50,13,0,4,13,0,23,3,3,8,0,0,15,96,58,55,862,11,1089,0,0,0,7,0,9,17,3,0,0,0,24,14,4,0,21,0,38,0,0,0,0,0,0,18,0,0,0,0,18,15,9,6,30,0,57,294,60,53,155,9,575,12,9,4,132,578,731,1226,588,434,8634,689,11563
UCL113011,37,247,210,4389,51,4940,0,39,10,1255,28,1329,66,4,5,27,0,96,9,4,0,8,0,17,45,11,17,31,0,107,294,232,177,3485,56,4239,112,0,29,8,0,145,3,0,0,14,0,21,28,21,11,341,0,400,12,4,0,15,0,31,10,6,3,6,0,19,73,0,0,3,0,75,82,55,29,857,8,1032,21,23,11,90,3,145,0,0,6,0,0,7,7,0,4,13,0,21,0,0,0,0,0,7,0,0,5,7,0,18,34,16,8,8,0,65,18,18,16,10,0,66,16,9,4,15,0,40,3,0,0,7,0,10,3,3,0,4,0,20,83,52,32,754,7,931,5,0,0,0,0,12,22,0,0,0,0,33,16,4,0,17,0,35,3,0,0,0,0,3,0,0,3,0,0,7,7,5,6,19,0,35,321,60,49,125,7,553,13,3,5,120,630,774,1114,469,358,8197,760,10901
UCL113012,86,517,405,4247,64,5321,0,11,5,476,7,511,103,12,3,23,0,145,98,16,5,38,9,155,117,25,27,66,0,232,1313,486,365,4245,73,6482,94,9,20,0,0,127,45,0,4,53,0,105,162,54,40,379,4,637,84,22,11,51,0,168,16,3,0,8,0,29,61,7,0,3,0,66,309,115,56,1382,19,1887,179,48,12,172,9,425,6,0,0,0,0,7,20,3,0,15,0,39,12,0,0,0,0,11,57,19,8,41,0,124,49,9,10,4,0,77,43,24,6,22,0,90,83,12,9,33,5,143,39,8,0,9,0,58,10,0,0,0,0,10,305,140,75,1159,15,1700,20,3,0,0,0,21,42,4,9,0,0,54,40,0,0,8,0,52,0,4,0,0,0,8,11,6,0,0,0,18,77,13,9,57,0,151,652,132,85,177,5,1053,35,3,4,76,607,730,3304,990,682,8855,766,14593
UCL113013,63,413,298,5293,63,6124,6,49,23,1469,24,1571,84,4,4,32,0,127,20,0,4,18,4,44,67,22,8,79,0,174,468,403,290,4726,87,5970,82,5,33,8,0,136,22,6,0,27,0,58,66,39,24,429,3,562,18,3,0,26,0,50,7,3,0,12,0,25,45,9,0,13,0,62,77,80,48,1193,15,1417,40,31,14,129,0,211,3,0,0,3,0,10,0,0,0,3,0,4,5,3,0,4,0,18,8,8,7,28,0,52,40,8,3,16,0,71,25,15,16,5,0,60,35,7,10,40,0,93,12,0,5,10,0,24,22,7,6,3,0,38,141,102,70,1024,11,1345,4,0,0,0,0,7,15,10,9,3,0,38,13,5,5,16,0,41,0,0,0,0,0,0,18,0,0,0,0,19,20,15,4,65,0,112,369,92,73,189,11,737,21,0,4,162,730,921,1447,779,561,10387,909,14081
UCL113014,62,345,331,5679,39,6451,4,40,14,1180,5,1240,64,7,7,18,0,96,8,0,3,9,0,18,68,29,15,86,3,208,561,341,295,4762,42,6001,187,0,27,6,0,225,18,9,3,24,0,53,66,49,30,570,0,716,5,3,0,23,0,33,13,5,0,11,0,27,79,0,5,0,0,89,120,56,60,1250,16,1494,20,16,6,163,0,207,8,0,4,0,0,10,7,3,0,7,0,17,0,0,0,0,0,3,9,3,9,33,0,60,79,13,10,19,0,126,77,38,22,17,0,156,16,4,4,32,0,59,14,5,0,11,0,35,8,0,0,6,0,5,166,80,69,1105,3,1431,0,0,0,3,0,12,65,6,10,5,0,86,32,0,0,10,0,43,4,0,0,3,0,7,32,0,4,0,0,42,26,9,7,58,0,102,281,64,48,149,5,552,26,5,7,119,635,785,1674,651,583,10601,717,14229
UCL113015,68,430,269,3743,50,4567,0,37,17,763,18,837,34,3,3,21,0,69,59,7,0,20,0,90,69,16,10,29,0,122,795,407,256,3207,65,4732,70,0,10,12,0,95,15,5,3,29,0,58,123,31,22,246,3,430,76,12,5,31,4,128,43,3,4,11,4,63,15,0,0,3,3,19,143,67,41,885,13,1153,93,35,12,136,0,278,6,4,0,0,0,9,13,10,0,14,0,38,9,0,0,0,0,14,56,19,8,42,0,125,31,7,8,20,0,66,24,13,9,16,0,68,51,9,3,17,0,79,20,0,0,3,0,27,3,3,0,0,0,7,189,102,54,791,5,1130,5,0,0,3,0,19,5,11,0,4,0,14,24,3,0,4,0,31,0,0,0,0,0,0,5,0,0,0,0,5,39,13,8,29,4,87,292,74,38,143,10,563,26,5,3,76,560,673,1950,760,459,7126,709,11000
UCL113016,59,442,293,6656,180,7633,0,40,17,1919,64,2039,104,4,9,31,3,152,17,0,0,17,0,33,96,26,20,54,0,205,594,415,256,5974,137,7388,161,7,20,6,6,204,18,8,4,34,0,62,89,36,11,471,10,622,24,11,5,22,0,56,15,5,0,8,0,29,167,5,3,3,3,180,120,65,38,1443,18,1688,56,25,5,150,4,239,15,0,0,0,0,15,17,5,3,18,0,39,0,0,0,0,0,0,13,5,0,25,0,47,19,12,13,14,0,55,19,24,10,9,0,59,17,5,4,14,0,41,14,3,0,4,0,16,0,0,0,0,0,9,128,117,63,1350,26,1681,10,0,0,9,0,12,13,0,0,0,0,16,22,0,0,16,0,38,10,0,0,0,0,12,25,0,6,0,0,33,15,3,0,33,0,50,441,56,58,210,5,771,19,8,9,187,1311,1533,1892,789,496,13233,1690,18110
UCL113017,74,524,405,4635,71,5707,4,16,19,535,3,578,62,5,14,43,0,123,38,7,8,21,0,71,98,22,20,54,0,191,959,463,356,4618,66,6467,68,0,24,11,0,107,22,8,4,38,0,75,136,38,27,305,7,517,37,16,5,35,0,94,29,6,0,16,0,47,44,3,5,3,0,55,194,89,90,1424,24,1817,186,69,20,290,0,567,19,3,0,0,0,19,6,0,0,9,0,23,10,0,0,4,0,16,61,18,11,36,4,126,21,8,4,9,0,45,40,21,26,13,0,95,40,10,4,26,0,81,17,4,4,10,0,37,4,0,5,0,0,9,267,156,112,1177,10,1725,22,3,0,7,0,29,17,11,5,0,0,32,27,3,0,8,0,42,0,4,3,0,0,11,19,5,10,0,0,36,33,23,12,35,0,99,362,118,124,185,3,787,26,8,0,85,679,793,2340,968,749,9500,836,14396
UCL113018,4,47,32,861,15,959,0,0,0,33,0,36,9,0,0,0,0,12,0,0,0,0,0,0,3,0,0,4,0,11,90,46,36,822,22,1020,15,0,0,0,0,15,0,0,0,3,0,7,11,9,9,65,0,94,0,0,3,0,0,4,0,0,0,0,0,0,4,3,0,0,0,8,16,14,4,321,0,362,14,0,4,33,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,3,0,16,0,0,0,0,0,3,0,0,8,0,0,9,7,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,23,16,7,230,0,277,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,31,8,4,19,0,56,4,0,0,29,178,215,219,93,66,1793,214,2389
UCL114001,25,202,140,1718,13,2097,0,5,5,123,0,130,20,6,7,20,0,52,0,3,0,0,0,4,41,16,10,25,0,93,359,196,115,1776,26,2468,8,0,4,4,0,19,17,3,0,12,0,37,43,16,11,174,4,249,6,5,0,12,0,26,7,0,0,6,0,18,14,0,0,0,0,21,72,39,33,642,7,791,36,17,6,90,5,153,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,10,3,0,3,0,0,11,23,15,10,7,0,57,3,0,5,10,0,22,9,0,0,6,0,12,0,0,0,0,0,0,66,59,42,505,4,675,4,0,0,0,0,4,12,0,0,0,0,10,6,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,29,0,59,110,52,30,59,6,248,5,3,0,51,185,244,705,371,246,3632,235,5182
