UCL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
UCL421010,5,11,15,23,22,42,3,0,8,13,7,19,42,31,72,7,13,21,0,3,3,3,5,14,14,17,30,0,0,0,0,0,0,0,0,4,4,11,12,0,0,0,8,11,14,4,9,11,0,5,5,0,0,0,0,4,8,0,0,0,9,17,24,11,28,40,0,0,0,0,4,8,0,0,0,0,4,8,14,14,31,90,105,193
UCL421011,3,0,3,12,18,30,0,0,0,5,0,7,15,23,35,13,13,24,0,0,0,0,0,0,13,13,24,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,3,8,9,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,10,19,0,0,0,0,0,3,0,0,0,0,5,3,25,27,49,66,67,135
UCL421012,7,3,9,12,12,27,10,16,27,0,0,0,26,24,49,13,13,21,6,0,6,0,0,0,16,17,31,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,5,11,24,0,0,0,0,0,0,0,0,0,0,0,0,34,34,71,89,99,181
UCL421013,11,12,20,33,30,64,0,0,6,17,10,34,52,44,96,18,29,49,6,0,3,10,7,19,35,39,66,0,0,0,0,8,8,6,3,7,4,9,13,0,0,0,11,18,21,6,10,11,0,3,3,0,0,0,4,11,9,0,0,0,11,20,29,13,42,53,0,0,0,3,3,3,0,0,0,3,4,9,48,51,99,158,180,342
UCL421014,8,3,12,20,24,45,0,0,0,4,5,3,20,24,48,18,16,33,0,0,0,0,0,3,17,19,37,0,0,0,0,3,4,3,6,15,0,0,6,0,0,0,10,11,21,5,10,10,0,0,0,0,0,0,0,8,9,0,0,0,5,17,25,16,25,43,0,4,5,0,4,3,0,0,0,3,6,10,23,31,49,97,112,200
UCL421015,10,5,11,32,31,58,0,0,0,0,0,0,32,33,58,16,19,35,0,0,0,3,0,3,20,18,39,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,9,8,3,3,7,0,3,3,0,0,0,0,5,5,0,0,0,0,8,16,7,15,24,0,0,0,0,0,0,0,0,0,0,0,0,18,21,32,81,88,164
UCL421016,0,0,0,9,10,20,0,6,6,4,4,6,18,17,33,5,11,13,0,8,12,3,7,14,10,26,36,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,3,12,12,0,0,0,0,0,0,0,3,7,0,0,0,8,15,24,11,15,29,0,0,0,0,0,0,0,0,0,0,0,0,6,11,16,54,68,124
UCL421017,0,3,3,28,28,54,3,4,10,3,6,10,34,35,71,11,12,23,3,4,7,6,5,8,17,19,38,5,0,5,0,0,3,3,0,9,3,5,9,0,0,0,6,8,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,10,17,31,0,0,0,0,0,0,0,0,0,0,0,0,15,14,29,79,89,165
UCL421018,0,9,15,44,50,97,0,0,0,0,0,0,44,50,97,34,32,69,0,0,0,3,0,0,38,30,67,0,0,0,0,0,0,4,0,3,3,7,8,0,0,0,10,7,16,4,0,4,0,4,4,0,0,0,0,6,4,0,0,0,3,6,7,12,16,26,0,0,0,0,0,0,0,0,0,0,0,7,43,55,101,144,170,306
UCL421019,4,3,8,24,24,46,0,0,0,0,0,0,24,24,46,24,7,33,0,0,0,0,0,0,24,7,33,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,8,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,4,4,0,9,12,0,0,0,0,3,3,0,0,0,0,3,3,23,22,45,77,72,149
UCL421020,9,4,10,12,29,38,0,0,0,0,5,5,12,29,47,6,8,14,0,0,0,5,0,5,7,9,17,0,0,0,0,0,0,3,0,4,3,4,8,0,0,0,0,5,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,9,6,13,0,0,0,0,8,5,0,0,0,0,8,5,21,24,46,61,83,142
UCL421021,7,4,12,26,18,43,5,4,9,0,0,0,28,24,51,7,12,18,4,0,6,0,0,0,15,8,22,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,0,4,0,5,5,0,0,3,0,0,0,0,5,5,0,0,0,0,12,10,3,13,18,0,0,0,0,0,0,0,0,0,0,0,0,18,15,38,71,68,141
UCL421022,9,9,17,34,31,67,3,0,3,10,3,11,44,36,81,6,19,30,4,0,0,10,7,14,20,30,48,4,0,4,0,0,3,4,0,8,0,7,12,0,0,0,9,10,20,3,10,13,0,9,7,0,0,0,5,5,15,0,0,0,8,23,32,20,32,57,0,0,0,0,5,3,0,0,0,0,5,7,18,27,44,113,138,247
UCL421023,9,7,18,33,16,46,0,5,6,8,4,13,42,27,68,19,10,26,3,0,4,6,6,15,26,21,44,3,0,3,0,0,0,6,8,6,10,0,6,0,0,0,9,7,20,0,8,8,0,0,0,0,0,0,0,5,6,0,0,0,0,13,18,13,22,34,0,0,0,0,0,0,0,0,0,0,0,0,54,40,98,145,117,265
UCL421024,3,6,7,24,31,53,0,0,0,0,0,0,24,25,53,13,15,25,0,3,7,0,0,0,13,22,32,0,0,0,0,0,0,0,0,3,0,7,11,0,0,0,0,16,14,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,8,8,0,22,23,0,0,0,0,0,0,0,0,0,0,0,0,58,50,115,103,133,233
UCL421025,5,0,4,17,20,35,0,0,0,0,11,12,17,25,42,17,16,30,0,0,0,3,6,6,21,19,41,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,5,5,7,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,0,8,8,5,15,20,0,0,0,0,0,0,0,0,0,0,0,0,36,29,62,77,88,161
UCL421026,5,3,3,23,14,37,0,0,0,3,3,11,35,19,46,12,15,27,0,0,0,5,0,0,14,19,32,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,6,7,0,0,0,0,3,3,0,4,4,0,0,0,3,12,16,5,18,21,0,0,0,3,4,9,0,0,0,3,6,10,32,37,65,84,88,171
UCL421027,0,0,3,28,20,45,0,0,0,3,0,4,27,29,52,16,16,29,0,0,0,0,3,3,16,17,33,0,0,4,0,3,3,0,4,4,0,3,3,0,0,0,0,7,12,0,8,9,0,0,0,0,0,0,0,5,3,0,0,0,6,12,17,8,14,25,0,0,0,0,0,4,0,0,0,0,0,4,17,26,46,70,90,166
UCL421028,4,0,6,14,9,19,8,5,8,15,8,25,36,25,58,0,4,4,0,0,0,14,8,26,21,15,30,0,0,0,0,0,0,8,0,7,0,3,4,0,0,0,11,0,9,5,15,19,0,0,0,0,0,0,0,0,0,0,0,0,6,12,26,16,23,39,0,0,0,0,5,5,0,0,0,0,5,4,12,12,25,87,73,156
UCL421029,0,5,0,18,15,35,0,0,0,0,0,0,19,17,34,23,10,33,0,0,0,0,0,0,23,10,33,0,0,0,0,4,4,0,3,0,4,4,0,0,0,0,4,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,13,3,0,4,0,0,0,0,0,0,3,0,4,18,20,43,65,55,126
UCL421030,6,0,4,17,15,33,0,0,0,0,0,0,17,15,33,10,18,25,0,0,0,0,0,0,10,18,25,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,6,5,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,4,4,5,11,7,14,0,0,0,3,0,0,0,0,0,3,0,0,26,27,53,68,65,131
UCL421031,0,7,9,12,17,26,0,0,6,3,6,6,17,25,37,12,13,19,0,0,4,0,0,0,16,14,22,0,0,0,0,4,6,8,0,8,6,3,7,0,0,0,11,5,13,0,5,4,0,0,0,0,0,0,0,3,4,0,0,0,0,3,7,8,9,20,0,0,0,0,0,0,0,0,0,0,0,0,15,16,31,56,65,124
UCL421032,0,3,5,18,20,31,0,0,0,12,12,21,26,34,52,7,8,13,0,0,0,10,3,14,16,11,27,0,0,0,0,4,3,3,4,3,4,6,4,0,0,0,8,7,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,11,24,0,0,0,0,0,0,0,0,0,0,0,0,20,22,39,78,80,151
UCL421033,7,6,12,33,33,69,0,0,0,0,0,0,33,33,69,16,14,28,0,0,0,0,0,0,16,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,15,10,32,79,78,151
UCL421034,9,8,16,25,28,50,0,0,5,4,0,5,25,30,62,24,17,36,4,6,8,0,0,0,23,24,48,5,0,5,0,0,0,0,0,0,0,3,9,0,0,0,4,6,5,0,5,5,0,0,0,0,0,0,0,7,7,0,0,0,0,15,15,4,20,20,0,0,0,7,3,5,0,0,0,4,0,8,65,57,121,138,146,276
UCL421035,5,3,8,23,19,47,0,0,0,6,0,9,31,28,54,14,12,28,0,0,0,3,5,7,18,16,38,0,0,3,0,0,3,0,0,0,0,5,5,0,0,0,3,6,9,0,0,4,0,0,0,0,0,0,0,5,5,0,0,0,0,11,9,7,16,17,0,0,0,4,3,12,0,0,0,3,3,8,22,23,42,78,91,167
UCL421036,7,6,10,48,57,99,0,0,0,8,0,7,52,57,107,19,17,37,18,15,32,3,5,14,46,32,85,4,3,9,0,0,0,3,3,16,0,9,10,0,0,0,10,21,33,8,10,25,0,4,10,0,0,4,0,5,3,0,0,0,14,25,37,26,40,70,0,0,0,4,4,7,0,0,0,3,4,10,23,16,33,159,151,310
UCL421037,6,6,16,36,37,72,0,0,0,0,0,0,36,37,72,22,18,47,0,0,0,0,0,0,22,18,47,0,0,0,0,0,0,0,3,0,3,8,9,0,0,0,5,8,16,0,4,4,0,5,5,0,0,0,0,7,7,0,0,0,0,15,15,4,22,27,0,0,0,0,4,4,0,0,0,0,4,4,45,46,89,119,137,254
UCL421038,0,9,15,24,27,59,4,4,6,9,3,13,39,39,75,18,16,35,0,4,6,6,11,18,26,32,60,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,10,14,24,4,10,12,0,4,4,4,11,15,0,0,0,17,37,51,18,38,58,5,0,3,0,0,0,0,0,0,5,5,3,19,26,50,105,153,259
UCL421039,10,9,15,33,29,63,0,5,7,8,3,7,40,33,77,15,9,29,7,0,9,3,5,6,30,21,47,0,0,0,0,4,4,0,0,0,0,4,5,0,0,0,3,5,12,0,10,5,0,5,5,0,0,0,0,5,5,0,0,0,4,11,20,9,22,27,0,0,0,0,0,0,0,0,0,0,0,0,21,14,39,103,104,205
UCL421040,3,3,8,31,13,52,4,0,4,3,6,15,37,20,65,29,22,52,4,3,8,3,3,4,35,36,68,0,0,0,0,0,0,3,0,3,4,0,3,0,0,0,8,6,11,0,4,4,0,4,4,0,0,0,5,5,8,0,0,0,4,14,14,7,15,26,0,0,0,0,4,4,0,0,0,0,5,6,22,10,31,110,99,208
UCL421041,0,9,9,26,29,51,0,0,0,0,0,0,26,29,51,8,10,24,0,0,0,0,0,0,8,10,21,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,7,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,17,19,45,54,76,137
UCL421042,10,0,8,20,23,44,0,0,0,4,0,8,23,26,49,10,15,24,0,0,0,3,13,13,11,26,40,0,0,0,0,0,0,0,5,5,0,9,8,0,0,0,0,9,14,0,3,3,0,0,0,0,0,0,0,10,10,0,0,0,0,9,15,6,17,26,0,0,0,0,0,0,0,0,0,3,0,3,14,16,33,65,87,150
UCL421043,5,0,5,10,5,14,11,4,12,0,0,0,21,3,30,19,15,29,0,3,3,3,4,4,20,16,36,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,3,7,4,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,5,8,5,10,14,0,0,0,0,3,3,0,0,0,0,3,3,28,27,58,81,59,138
UCL422001,9,5,8,14,10,27,0,3,0,0,0,0,19,13,30,7,3,17,7,0,8,0,0,0,14,11,24,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,3,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,19,13,31,58,42,98
UCL422002,3,10,13,31,24,53,0,0,0,0,0,0,31,24,53,11,13,20,0,0,0,0,0,0,11,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,14,22,48,63,113
UCL422003,0,0,0,4,8,13,0,0,0,0,0,0,4,8,13,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,27,22,21,41
UCL422004,0,0,6,4,4,8,0,0,0,0,0,0,4,4,8,9,8,12,0,0,0,0,0,0,7,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,12,12,22,27,27,54
UCL422005,0,0,4,12,11,22,0,0,0,0,0,0,12,11,22,4,3,5,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,19,29,29,55
UCL422006,0,0,4,3,5,12,0,0,8,0,0,0,8,4,15,5,8,10,0,0,0,4,0,4,8,9,16,0,0,0,0,5,5,0,0,0,0,9,8,0,0,0,3,8,12,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,4,3,16,17,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,26,39,66
UCL422007,0,0,0,8,6,14,0,0,0,0,0,0,8,6,14,0,6,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,8,26,22,20,40
UCL422008,9,3,15,14,11,28,4,3,5,3,0,3,23,20,37,12,7,26,0,0,0,4,7,6,19,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0,15,14,30,72,52,123
UCL422009,0,0,0,5,3,8,0,0,0,0,0,0,7,7,13,7,8,15,0,0,0,0,0,0,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11,15,26,38
UCL422010,0,5,8,6,6,15,5,3,13,10,0,10,24,16,33,5,0,3,3,10,14,0,5,7,10,11,21,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,19,39,52,53,106
UCL422011,0,0,0,12,3,12,0,0,0,0,0,0,12,3,12,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,11,11,21,30,16,51
UCL422012,6,0,10,15,17,24,0,0,6,0,0,0,17,16,33,13,10,25,4,3,4,0,0,0,13,16,28,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,6,14,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,5,9,10,12,22,0,0,0,0,4,4,0,0,0,4,4,3,28,14,43,71,62,134
UCL422013,5,5,4,14,11,25,6,3,4,0,4,4,17,16,34,3,4,7,0,0,0,0,3,8,8,7,17,0,0,0,0,0,0,4,0,3,0,6,6,0,0,0,4,5,8,0,8,3,0,4,8,0,0,0,4,4,5,0,0,0,6,10,15,5,18,27,0,0,0,0,0,0,0,0,0,0,0,4,13,7,16,49,52,99
UCL422014,0,0,0,6,9,10,4,0,4,0,0,0,11,9,16,0,3,5,0,0,0,3,3,7,6,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,6,0,0,0,5,3,12,10,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22,20,41
UCL422015,0,0,0,6,3,7,0,0,0,4,7,6,10,9,14,3,6,10,0,0,0,0,0,0,5,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,6,0,0,0,0,0,4,3,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,17,16,36,32,36,70
UCL422016,0,0,0,9,3,10,0,0,0,0,0,0,9,3,10,0,4,8,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,8,11,15,20,22,39
UCL422017,5,0,5,3,3,12,0,5,5,0,0,0,3,11,7,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,19,18,42
UCL422018,0,0,0,3,3,10,0,0,0,0,0,0,3,3,10,3,4,6,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,17,18,12,30
UCL422019,4,0,4,7,7,14,5,5,4,0,0,0,9,4,17,10,4,12,0,0,0,0,0,4,11,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,3,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,18,17,40,44,41,82
UCL422020,3,3,9,19,21,33,0,0,0,0,0,0,19,21,33,12,3,19,0,0,0,0,0,0,12,3,19,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,6,4,10,0,0,0,0,3,3,0,0,0,0,3,3,18,13,26,49,45,90
UCL422021,3,0,5,12,9,15,0,0,0,0,0,0,12,9,15,0,3,3,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,5,10,8,0,0,0,0,0,0,0,0,0,0,0,0,7,9,17,26,27,55
UCL422022,5,7,10,10,19,30,0,0,0,0,0,0,10,19,30,8,14,26,0,0,0,0,0,0,8,14,26,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,22,9,34,36,61,100
UCL422023,3,0,4,13,13,27,0,0,0,0,0,0,13,13,27,5,3,12,0,0,0,0,0,0,5,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,24,18,45,45,49,96
UCL422024,3,3,6,10,13,23,0,0,0,0,0,0,10,13,23,5,3,11,0,0,0,0,0,0,5,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,21,26,52
UCL422025,0,4,3,11,10,21,0,0,0,0,0,0,11,16,23,13,5,14,0,0,0,0,0,0,9,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,14,7,21,35,39,66
UCL422026,0,9,9,11,13,22,0,0,10,5,3,5,15,22,38,9,9,11,0,3,5,3,3,12,15,14,29,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,5,3,5,0,3,3,0,0,4,0,0,0,0,4,4,0,0,0,0,8,11,6,8,17,0,0,0,0,0,0,0,0,0,0,0,0,11,13,18,46,65,104
UCL422027,0,0,0,4,5,3,0,0,0,0,0,0,4,5,3,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,7,27,19,14,36
UCL422028,4,0,4,5,10,18,0,0,0,0,0,0,5,10,18,7,11,20,0,0,0,0,0,0,7,11,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,19,22,42,44,49,89
UCL422029,9,11,18,17,18,26,0,0,0,0,0,0,17,18,26,8,14,23,0,0,0,0,0,0,8,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,5,0,5,0,0,0,7,0,5,3,6,10,36,50,88
UCL422030,0,0,0,14,8,23,0,0,0,0,0,0,14,10,23,4,5,9,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,16,14,29,38,32,72
UCL422031,0,5,7,11,10,18,0,0,0,0,0,0,11,10,18,8,16,16,0,0,0,0,0,0,8,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,20,15,38,44,49,94
UCL422032,0,3,3,12,15,29,0,0,0,5,0,5,20,16,31,4,8,15,0,0,0,3,3,9,11,12,23,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,9,3,0,5,0,0,0,0,0,0,0,0,4,0,0,0,3,4,13,9,11,18,0,0,0,0,0,0,0,0,0,0,0,0,10,10,23,58,44,104
UCL422033,0,0,0,0,6,5,0,0,3,0,0,0,3,11,12,14,4,18,0,0,3,0,0,0,13,10,20,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,11,3,10,11,0,0,0,0,0,0,0,0,0,0,0,0,29,28,52,51,50,97
UCL422034,6,3,8,15,12,23,0,0,0,0,0,0,15,12,23,16,0,10,0,0,0,0,0,3,13,0,17,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,7,5,5,11,9,0,0,0,0,0,0,0,0,0,0,0,0,14,17,25,48,39,82
UCL422035,12,11,13,20,14,37,0,0,0,0,0,4,21,16,45,14,9,20,0,0,0,6,5,11,20,16,33,0,3,7,0,0,0,0,0,0,0,3,9,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,8,8,6,9,18,0,0,0,0,0,0,0,0,0,0,5,5,13,13,24,68,68,136
UCL422036,0,3,9,23,16,38,0,3,3,0,0,0,23,21,45,12,11,20,0,0,0,0,0,0,12,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,13,5,24,63,43,105
UCL422037,0,0,3,12,9,22,3,0,8,0,0,0,16,11,31,4,12,15,4,0,4,0,3,3,11,11,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,38,39,80
