UCL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
UCL115040,9,30,13,13,0,63,4,5,18,18,26,7,78,0,0,5,0,0,0,3,4,0,0,7,37,0,48,0,0,0,4,15,0,21,23,17,86,91,319,16,555
UCL115041,9,41,12,18,3,96,7,0,20,11,29,5,85,0,0,0,0,3,0,3,0,0,0,7,17,0,30,5,0,3,6,18,6,36,32,16,109,70,291,41,566
UCL115042,6,31,8,12,0,77,3,3,34,21,39,0,101,0,0,0,0,0,0,0,3,0,0,3,7,0,12,0,0,0,0,13,5,15,32,23,109,70,229,19,494
UCL115043,9,29,13,16,0,78,8,0,34,19,33,0,102,0,0,3,0,0,0,10,3,0,7,5,13,4,20,0,0,0,0,7,4,12,27,8,98,74,254,20,480
UCL115044,5,41,7,24,3,90,0,4,28,17,39,3,95,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,3,0,12,4,19,22,11,105,60,226,24,448
UCL115045,0,11,6,6,0,27,0,0,17,13,33,5,69,0,0,0,0,0,0,0,0,0,0,0,12,0,17,0,0,4,0,10,0,12,3,9,32,35,136,14,228
UCL115046,9,31,8,12,0,68,7,4,38,21,32,8,100,0,0,3,0,0,0,3,0,0,0,6,13,0,19,0,0,0,4,4,9,15,27,20,121,89,231,38,528
UCL115047,10,22,6,10,0,57,4,0,26,25,52,0,106,0,0,0,0,0,0,4,0,0,0,5,27,0,36,0,0,0,0,7,0,10,16,15,80,79,270,19,481
UCL115048,22,46,21,21,5,127,15,12,55,37,60,9,185,0,0,0,0,6,0,12,0,0,3,4,19,0,33,0,0,5,0,19,0,28,69,48,190,166,474,18,960
UCL115049,3,18,5,10,0,36,0,3,11,12,22,10,53,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,8,0,9,12,3,50,39,138,10,249
UCL115050,3,60,13,21,0,116,18,15,66,36,32,0,170,0,0,0,3,0,0,6,0,0,9,6,31,0,38,0,0,6,3,14,3,25,50,31,233,124,297,26,763
UCL115051,5,25,11,7,0,55,4,9,42,22,46,0,121,0,0,5,6,7,0,18,0,0,0,0,17,0,15,0,0,5,3,7,0,19,28,20,127,75,224,13,480
UCL115052,0,24,0,13,0,48,3,0,0,13,28,0,49,0,0,0,0,3,0,0,0,0,0,0,19,3,24,0,0,0,0,8,6,12,18,6,49,60,290,23,445
UCL115053,8,5,9,9,0,31,3,3,18,9,15,0,51,0,0,0,3,6,0,8,0,0,0,4,10,0,13,0,0,0,0,6,5,11,12,16,46,31,118,13,233
UCL115054,3,15,7,10,0,51,0,3,17,12,13,0,41,0,0,0,0,0,0,0,0,0,4,0,17,0,24,0,0,0,3,14,0,16,19,17,68,71,185,10,363
UCL115055,7,25,8,15,0,71,0,0,20,20,48,9,91,0,0,4,0,0,0,0,0,0,4,0,35,0,37,0,0,0,4,6,0,10,18,14,81,74,326,23,533
UCL115056,13,15,11,13,4,63,4,4,31,21,58,3,123,0,0,3,0,3,0,11,0,0,0,8,38,0,42,0,0,0,5,21,4,29,24,17,112,109,395,31,689
UCL115057,3,83,25,25,0,146,12,10,42,27,55,6,150,0,0,0,0,10,0,10,0,0,0,0,16,0,21,0,0,3,0,8,0,16,38,21,196,109,344,27,746
UCL115058,8,21,0,10,0,39,0,0,8,16,21,0,49,0,0,4,0,0,0,4,0,0,0,3,10,0,18,0,0,0,4,3,3,10,19,14,67,54,158,18,323
UCL115059,5,31,4,13,0,57,0,0,18,18,60,4,108,0,0,0,0,0,0,0,0,0,0,4,15,0,22,0,0,0,0,11,6,12,17,15,81,46,231,19,402
UCL115060,5,21,10,22,0,60,9,6,38,31,52,3,138,0,0,0,0,3,0,6,0,0,0,7,35,0,47,0,0,3,0,24,12,48,28,13,169,154,531,28,921
UCL115061,0,9,4,6,0,22,0,4,9,16,37,0,71,0,0,0,0,0,0,6,0,0,0,0,5,0,10,0,0,0,0,4,3,3,12,9,32,27,142,12,235
UCL115062,4,25,10,22,3,74,4,4,14,19,22,4,65,0,0,0,0,8,0,10,0,0,4,5,23,0,38,0,0,4,0,6,3,16,24,12,96,81,253,19,481
UCL115063,4,26,9,8,0,67,9,3,26,21,8,0,82,0,0,3,0,0,0,5,0,0,0,0,15,0,20,4,0,4,0,6,0,12,47,13,148,94,147,9,450
UCL115064,35,121,28,30,7,261,53,23,123,53,70,0,321,0,5,20,0,5,0,32,0,0,12,13,20,3,45,4,0,8,6,17,6,36,178,91,529,247,550,45,1639
UCL115065,3,34,13,17,6,80,5,0,24,22,54,6,104,0,0,0,0,4,0,4,0,0,0,0,24,0,28,0,0,6,0,14,0,18,18,3,96,67,301,29,518
UCL115066,9,36,24,22,0,107,6,9,30,28,43,0,120,0,0,0,3,5,0,11,0,0,0,12,59,0,78,0,0,4,0,18,4,28,24,21,116,154,546,23,884
UCL115067,7,24,0,8,0,48,7,4,6,26,50,7,99,0,0,4,0,7,0,16,0,0,5,3,27,0,32,0,0,0,0,10,3,23,24,19,63,62,329,20,507
UCL115068,4,4,4,11,0,26,4,3,8,12,21,4,47,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,3,3,3,15,12,10,40,40,171,18,289
UCL115069,11,24,9,9,3,56,5,3,12,22,30,0,76,0,0,0,0,3,0,4,0,0,0,0,17,0,16,0,0,0,0,14,0,13,10,25,81,64,222,18,423
UCL115070,0,24,17,23,0,78,3,10,43,32,78,0,179,0,0,0,4,6,0,10,0,0,0,9,58,0,69,0,0,3,0,27,4,35,25,18,126,142,682,27,1026
UCL115071,3,24,8,12,5,61,0,0,14,25,30,3,81,0,0,0,0,3,0,3,0,0,0,3,25,0,26,0,0,6,0,13,3,22,14,8,72,74,352,20,544
UCL115072,6,24,12,20,0,74,4,7,22,19,34,10,92,0,0,0,0,3,0,8,6,0,4,3,11,0,16,0,0,3,0,3,4,11,18,12,100,74,270,17,488
UCL115073,5,23,14,10,0,58,3,3,21,22,25,0,71,0,0,0,0,0,0,7,0,0,4,3,19,0,23,3,0,0,0,12,0,17,22,17,82,71,236,18,444
UCL115074,4,8,6,23,3,46,5,3,22,9,37,5,80,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,4,7,20,16,71,51,237,32,435
UCL115075,4,18,3,5,0,32,4,3,16,14,11,0,57,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,9,0,13,18,13,59,40,104,14,247
UCL115076,5,21,4,7,0,49,3,3,18,24,26,5,83,0,0,0,0,7,0,7,0,0,4,5,18,0,24,0,0,0,0,12,3,19,15,10,77,63,227,20,413
UCL115077,3,26,7,15,0,57,13,0,29,35,49,6,130,0,0,0,0,5,0,6,0,0,0,3,21,0,24,0,0,0,0,16,7,19,32,15,96,105,292,23,558
UCL115078,0,11,5,5,0,29,4,0,21,8,19,4,60,0,0,3,4,0,0,7,0,0,0,3,5,0,8,3,0,4,7,3,3,24,28,7,84,57,134,12,317
UCL115079,10,23,12,15,0,73,8,7,14,14,26,3,65,0,0,0,0,0,0,7,0,0,0,3,20,0,26,0,0,0,0,18,3,27,18,20,81,67,280,39,498
UCL115080,8,23,14,14,0,74,3,3,31,32,49,0,122,0,0,0,3,6,0,9,0,0,0,7,39,0,51,0,0,3,9,15,8,32,29,16,108,107,443,29,730
UCL115081,3,21,0,9,0,32,0,0,12,6,16,0,44,0,0,0,0,0,0,0,0,0,0,4,7,0,16,0,0,0,3,10,4,20,16,5,84,50,151,24,331
UCL115082,0,12,4,0,0,14,4,0,7,12,23,3,47,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,3,0,8,6,5,48,39,149,11,253
UCL115083,5,24,11,18,0,60,5,3,40,22,49,4,123,0,0,0,0,0,0,6,0,0,0,4,20,0,28,4,0,0,0,17,7,31,26,12,117,97,374,34,663
UCL115084,5,19,10,3,0,42,0,6,8,11,19,4,46,0,0,0,0,6,0,5,0,0,0,0,8,0,7,0,0,0,0,8,0,15,9,8,54,47,152,24,294
UCL115085,8,25,3,9,0,67,8,4,23,13,16,3,66,0,0,0,5,7,0,10,0,0,0,8,7,0,13,0,0,0,0,6,0,10,53,14,103,86,180,14,441
UCL115086,7,41,11,21,3,95,10,3,31,13,10,0,65,3,0,51,19,73,0,154,0,0,4,5,24,0,34,0,0,9,4,13,13,34,60,28,286,145,418,49,987
UCL115087,3,28,10,17,4,70,0,0,23,15,24,0,65,0,0,0,0,0,0,3,0,0,0,5,16,0,27,0,0,0,5,9,6,16,16,14,79,74,218,16,420
UCL115088,0,31,9,9,0,58,7,5,23,20,34,0,89,0,0,0,0,0,0,6,3,0,0,0,10,0,15,0,0,0,0,5,0,12,22,9,88,70,205,13,412
UCL115089,16,29,13,28,0,92,8,11,45,40,88,5,192,0,0,3,0,5,0,8,3,0,5,0,23,3,31,0,0,0,0,14,3,30,27,32,149,133,600,44,995
UCL115090,0,3,3,5,0,19,0,0,3,9,19,5,38,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,9,4,22,27,104,10,173
UCL115091,0,11,7,6,0,24,0,0,7,7,31,6,41,0,0,0,0,4,0,3,0,0,0,0,9,0,14,0,0,0,0,11,3,14,4,5,30,30,187,16,271
UCL115092,4,18,9,19,0,61,4,6,32,23,55,3,121,0,0,0,0,4,0,5,0,4,0,3,16,0,29,0,0,0,3,8,0,16,14,16,76,73,307,12,505
UCL115093,8,23,12,12,0,69,5,5,20,11,6,0,48,0,0,0,4,5,0,6,0,3,4,3,4,0,11,0,0,9,3,8,0,23,30,27,119,71,169,8,422
UCL115094,11,20,16,20,0,73,7,9,46,35,59,10,158,0,0,0,3,5,0,9,0,0,3,6,14,0,23,0,0,3,0,5,3,21,15,22,104,92,284,19,540
UCL115095,9,19,7,12,0,53,3,4,8,13,12,0,34,0,0,0,0,0,0,0,0,0,0,5,10,0,15,0,0,0,0,5,9,5,15,13,44,35,107,15,220
UCL115096,14,79,23,26,5,169,11,4,57,41,91,15,219,0,0,4,3,0,0,8,0,0,9,14,44,0,61,5,0,6,5,13,5,33,53,29,251,181,560,38,1103
UCL115097,0,11,3,10,0,39,0,3,17,27,67,6,125,0,0,0,0,3,0,9,0,0,4,5,18,0,28,0,0,0,0,12,3,25,28,19,71,105,346,26,594
UCL115098,5,26,3,14,0,57,0,0,17,8,12,4,50,0,0,0,3,4,0,7,0,0,0,0,6,0,5,0,0,0,0,3,0,11,10,7,61,52,103,11,241
UCL115099,4,31,9,23,0,72,8,5,41,36,73,4,172,0,0,0,0,3,0,3,0,0,4,5,22,0,34,0,0,0,5,18,4,29,17,20,110,102,323,38,614
UCL115100,5,30,12,10,0,61,13,4,32,30,56,13,145,0,0,6,0,0,0,9,0,0,3,4,11,0,17,0,0,5,9,13,0,25,34,11,139,75,259,29,547
UCL115101,10,38,15,11,0,89,3,9,37,20,32,9,117,0,0,0,0,4,0,7,4,0,0,7,17,0,27,0,0,0,0,9,3,15,48,23,140,125,278,30,638
UCL115102,0,13,3,22,0,44,4,0,20,23,44,9,99,0,0,0,0,0,0,4,0,0,0,0,19,0,22,0,0,0,0,4,4,15,13,8,54,51,252,24,406
UCL115103,0,21,0,3,0,27,0,0,5,12,8,5,28,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,6,0,8,3,0,46,24,115,22,210
UCL115104,3,26,7,6,0,52,12,6,28,18,13,0,78,0,0,0,0,0,0,4,0,0,0,4,15,0,18,0,0,0,0,0,0,7,49,16,114,66,145,13,408
UCL115105,0,18,7,6,0,37,5,0,23,15,30,3,85,0,0,0,0,0,0,0,0,0,4,0,10,0,14,0,0,0,0,9,0,15,16,14,75,70,233,18,425
UCL115106,5,22,8,15,0,55,10,5,42,23,46,7,134,0,0,3,0,3,0,9,0,0,5,3,16,0,23,0,0,0,0,14,0,24,26,21,107,103,331,35,618
UCL115107,15,75,26,24,3,168,40,18,84,53,36,9,234,3,4,12,8,8,0,32,0,3,9,9,23,0,46,0,0,27,9,12,5,54,121,56,398,200,306,36,1113
UCL115108,13,46,7,12,7,110,8,10,35,13,17,0,75,0,0,3,9,0,0,12,0,0,5,6,11,0,31,6,0,6,4,13,0,27,122,68,252,171,258,14,891
UCL115109,6,36,14,14,3,85,12,4,36,23,47,5,130,0,0,4,0,8,0,18,3,0,0,3,34,0,42,0,0,0,6,14,0,19,41,25,158,119,390,40,766
UCL115110,14,54,10,25,3,115,14,0,40,35,55,6,149,0,0,0,0,0,0,4,3,0,3,4,33,3,45,0,0,4,4,10,5,17,37,22,164,111,422,44,801
UCL115111,10,54,13,38,0,123,8,0,44,37,54,6,148,0,0,0,0,4,0,8,0,0,9,0,47,0,53,0,0,5,3,13,7,30,20,12,182,103,451,24,792
UCL115112,8,31,6,7,0,57,3,10,33,17,46,3,116,0,0,6,0,0,0,8,0,0,0,4,33,0,39,0,0,8,4,13,3,32,29,18,180,145,473,35,882
UCL115113,5,45,9,17,0,88,6,0,21,13,29,4,81,0,0,0,0,0,0,0,0,0,6,0,4,0,8,0,0,0,0,8,4,14,26,16,110,57,232,30,475
UCL115114,0,20,9,13,0,38,12,0,28,13,24,3,82,0,0,5,4,7,0,12,0,0,0,0,16,0,18,0,0,5,3,15,10,33,31,9,90,60,339,36,567
UCL115115,31,96,30,26,7,204,35,24,120,63,74,7,335,0,0,12,9,10,3,33,0,0,14,11,40,0,69,11,5,30,20,19,13,95,137,79,512,281,546,53,1600
UCL115116,11,90,31,41,0,195,24,11,98,70,109,10,335,0,0,4,4,10,0,19,0,0,0,6,28,0,35,0,0,7,3,21,5,38,71,42,283,220,552,45,1205
UCL115117,0,14,5,8,3,32,3,0,12,12,23,0,63,0,0,4,0,4,0,11,0,0,0,0,11,0,12,0,0,0,0,0,0,10,16,9,49,40,162,13,287
UCL115118,9,21,10,6,0,53,5,3,28,17,19,0,75,0,0,7,0,6,0,12,0,0,0,4,13,0,18,0,0,0,0,3,0,4,32,21,107,68,196,15,441
UCL115119,16,87,17,30,5,185,23,17,78,47,58,4,222,0,0,8,0,0,0,8,4,0,7,9,35,0,53,4,0,5,7,36,5,58,90,47,300,229,666,54,1382
UCL115120,5,64,11,19,0,129,10,10,37,34,37,0,134,0,3,0,0,9,0,15,0,0,6,11,57,3,76,0,0,6,9,27,8,52,57,34,240,229,633,37,1224
UCL115121,6,9,3,12,0,32,4,5,5,10,41,3,56,0,0,3,0,0,0,0,0,0,0,0,13,0,15,0,0,0,7,10,0,12,8,11,37,56,260,16,389
UCL115122,0,27,10,22,0,67,3,6,30,28,61,7,127,0,0,0,0,0,0,0,0,0,3,6,26,0,32,0,0,0,0,10,3,20,14,6,111,74,353,28,587
UCL115123,9,37,14,10,0,80,7,5,34,14,20,4,78,6,0,5,0,7,0,16,0,0,0,4,9,0,22,4,0,0,0,7,0,16,50,20,126,100,234,18,547
UCL115124,15,114,23,22,6,204,29,10,126,73,101,10,352,0,0,4,3,6,0,14,0,0,4,14,49,0,72,0,0,9,3,22,14,47,89,37,449,259,630,73,1542
UCL115125,15,42,12,19,0,103,21,13,63,30,48,5,170,7,0,3,0,10,0,21,0,0,4,3,16,0,29,0,0,4,5,0,6,20,57,32,212,152,384,35,874
UCL115126,5,22,10,10,0,57,12,4,29,16,16,3,84,0,0,0,5,0,0,5,0,0,0,0,3,0,7,0,0,0,4,0,0,10,37,23,112,67,130,9,382
UCL115127,5,20,4,12,0,52,3,3,18,16,24,0,68,0,0,5,0,0,0,9,0,0,0,4,16,0,14,0,0,0,0,5,5,11,27,9,84,53,188,17,376
UCL115128,15,35,16,9,5,101,22,9,53,36,34,5,162,4,0,15,0,5,0,18,0,0,3,6,17,0,25,7,0,20,9,12,5,51,87,35,245,152,238,31,791
UCL115129,9,52,15,10,0,117,25,4,48,14,18,3,104,3,0,0,0,5,0,11,5,0,8,0,14,0,26,5,0,9,7,5,0,30,128,32,266,101,152,17,699
UCL115130,5,28,8,12,4,56,13,4,33,22,63,6,136,0,0,0,0,3,0,4,0,0,0,0,19,0,25,0,0,0,0,17,3,21,26,16,104,94,425,28,683
UCL115131,4,24,9,18,0,64,5,4,48,48,103,9,219,0,0,0,0,10,0,9,3,0,0,7,33,4,48,0,0,3,3,28,8,40,35,15,126,156,616,28,968
UCL115132,7,39,8,7,0,74,19,11,46,11,17,0,106,0,0,0,0,4,0,4,0,0,0,3,15,0,15,0,0,3,0,3,0,7,49,20,167,59,178,8,484
UCL115133,0,9,7,9,0,26,10,4,33,23,38,7,104,0,0,0,0,0,0,4,0,0,0,3,3,0,9,0,0,0,3,10,0,10,21,11,73,74,206,11,404
UCL115134,9,60,19,30,3,142,6,13,45,42,68,12,182,0,0,4,0,7,0,9,0,0,8,5,48,0,60,0,0,0,0,14,0,24,36,34,201,148,590,44,1049
UCL115135,9,34,12,15,0,77,5,9,19,21,38,0,95,0,0,0,0,3,0,6,0,0,6,6,17,0,26,0,0,0,0,16,12,31,28,16,108,94,299,44,587
UCL115136,0,37,11,22,4,101,5,0,35,26,32,4,101,0,0,3,0,6,0,13,0,0,3,3,32,0,36,0,0,3,0,12,8,32,39,13,141,130,412,31,765
UCL115137,7,62,24,34,0,152,11,14,61,41,88,4,220,0,0,4,6,13,0,27,0,0,0,5,51,0,60,0,0,4,9,33,10,51,66,33,214,186,757,37,1293
UCL115138,8,47,10,12,0,89,26,19,84,34,60,5,215,0,0,0,0,9,0,5,0,0,3,8,16,0,32,0,0,4,0,11,5,15,62,35,202,122,327,18,763
UCL115139,8,26,0,12,0,51,4,0,23,15,28,9,82,0,0,0,0,4,0,9,0,0,0,0,27,3,32,0,0,3,0,3,0,11,8,26,91,80,315,18,548
UCL115140,0,20,5,10,0,37,11,4,20,12,20,0,65,0,0,0,5,0,0,5,0,0,0,4,14,0,22,0,0,0,3,3,0,13,23,6,67,56,154,12,319
UCL115141,4,27,5,7,0,54,0,3,8,10,21,3,42,0,0,0,0,3,0,4,0,0,0,0,10,0,15,0,0,0,0,15,9,21,12,7,73,51,224,15,382
UCL115142,9,18,6,9,0,51,5,3,32,29,29,9,103,0,0,4,0,5,0,13,0,0,0,0,17,0,17,0,0,0,7,12,0,19,37,17,106,89,266,19,535
UCL115143,13,44,19,26,4,129,10,4,32,24,48,5,124,0,0,3,0,0,0,6,0,0,3,0,19,0,16,0,0,0,0,7,0,8,52,31,149,100,312,20,670
UCL115144,10,49,9,13,0,95,11,3,45,35,54,5,143,0,0,3,0,3,0,4,0,0,10,0,27,0,32,0,0,0,0,16,0,23,30,20,149,94,337,20,647
UCL115145,3,46,9,11,0,69,7,11,33,12,44,7,112,0,0,0,0,0,0,0,0,0,3,4,11,0,18,3,0,0,0,3,4,9,31,25,140,63,141,12,410
UCL115146,15,63,16,18,0,132,16,14,55,23,39,3,149,0,6,4,0,0,0,17,3,0,4,10,10,0,28,0,0,10,3,15,0,25,92,55,251,145,315,13,877
UCL115147,4,23,4,0,0,54,8,0,20,16,17,0,60,0,0,0,0,0,0,0,0,0,0,3,8,0,11,0,0,0,0,0,0,3,47,9,90,78,148,11,384
UCL115148,4,13,5,8,0,34,5,0,13,16,19,3,52,0,0,0,0,4,0,4,0,0,0,0,12,0,17,0,0,0,0,5,0,9,14,4,43,43,198,20,326
UCL115149,7,22,5,13,4,56,8,4,21,7,13,0,49,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,8,10,73,57,95,11,258
UCL115150,0,14,4,11,0,32,4,4,5,8,7,6,37,0,0,0,0,3,0,3,0,0,5,3,10,0,22,0,0,0,0,12,0,19,17,5,53,61,179,9,331
UCL115151,6,12,5,21,0,50,4,0,16,14,47,0,85,0,0,0,0,0,0,6,0,0,0,0,12,0,21,0,0,5,4,9,0,19,6,12,67,72,363,16,539
UCL115152,4,13,3,12,0,36,0,0,10,14,23,0,51,0,0,0,0,0,0,4,0,0,3,0,12,0,14,0,0,0,5,4,3,13,5,7,39,32,135,15,227
UCL115153,12,14,11,5,0,40,0,0,3,7,10,0,27,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,7,4,13,15,13,52,45,121,15,259
UCL115154,7,31,7,14,0,56,0,6,13,13,20,0,60,0,0,0,0,0,0,0,0,0,0,0,21,0,23,0,0,5,0,13,4,22,5,10,65,47,190,23,347
UCL115155,9,45,11,39,0,114,12,7,34,43,60,9,166,0,0,0,6,3,0,9,3,0,3,3,29,3,38,0,0,0,5,27,8,41,42,30,168,130,508,52,918
UCL115156,3,9,8,4,0,33,0,4,23,10,25,0,63,0,0,0,0,5,0,5,0,0,0,0,6,0,9,0,0,0,0,6,0,6,14,7,50,40,138,3,250
UCL115157,4,7,5,5,0,23,3,0,11,5,21,0,39,0,0,0,0,0,0,0,0,0,0,0,15,0,13,0,0,0,0,0,0,8,8,3,28,22,145,15,219
UCL115158,14,53,14,16,3,97,6,3,24,9,43,7,99,0,0,0,0,0,0,0,0,0,0,8,21,0,33,0,0,0,0,10,9,23,24,32,173,97,402,35,757
UCL115159,7,34,8,14,4,79,0,3,26,17,24,3,70,0,0,0,0,5,0,7,0,0,0,5,25,0,35,0,0,6,7,15,6,30,27,24,115,124,342,28,659
UCL115160,11,77,16,22,0,154,15,6,45,25,35,4,128,0,0,0,0,3,0,6,0,0,4,3,48,0,59,0,0,0,6,14,6,30,76,35,253,200,520,19,1106
UCL115161,10,40,17,31,4,111,14,11,75,52,151,15,324,0,0,0,0,4,0,11,0,0,0,6,45,0,58,0,0,0,0,19,4,27,40,26,158,137,608,53,1022
UCL115162,20,76,24,22,0,166,32,9,69,43,73,5,230,0,0,0,5,6,0,13,5,0,11,4,37,0,52,0,0,5,9,15,0,26,72,49,263,173,434,26,1007
UCL115163,5,13,7,16,0,42,6,9,21,28,42,6,106,0,3,0,5,4,3,12,0,0,0,3,29,0,38,0,0,7,5,6,6,20,17,17,77,91,330,23,557
UCL115164,0,9,3,9,0,22,0,0,16,12,26,0,58,0,0,0,0,0,0,0,0,3,0,0,19,0,23,0,0,0,0,11,0,13,5,4,42,39,191,9,294
UCL115165,4,16,4,7,0,25,0,0,15,7,28,3,48,0,0,0,0,0,0,3,0,0,0,0,12,0,16,0,0,0,3,10,0,17,9,3,54,38,198,17,313
UCL121001,6,6,0,4,0,20,3,0,12,6,12,0,30,0,0,0,0,4,0,4,0,0,0,0,11,0,12,0,0,0,0,10,0,10,12,8,31,29,136,16,225
UCL121002,4,9,0,0,0,22,6,0,9,7,10,3,28,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,5,5,6,6,4,22,9,48,11,100
UCL121003,6,10,0,3,0,23,0,0,6,5,5,0,22,0,0,0,0,0,0,5,0,0,0,0,3,0,6,0,0,0,0,4,0,4,13,15,63,30,72,0,205
UCL121004,0,12,8,11,0,36,0,8,18,8,28,3,59,0,0,0,0,0,0,6,0,0,0,5,15,0,14,0,0,0,0,4,3,10,6,9,50,43,164,5,279
UCL121005,0,11,4,4,0,19,3,5,4,11,8,0,30,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,5,0,10,20,5,36,30,89,10,186
UCL121006,7,16,0,0,0,25,0,0,11,12,9,0,32,0,0,0,0,7,0,3,0,0,0,0,4,0,4,0,0,0,0,4,0,7,11,5,41,30,94,9,189
UCL121007,0,4,0,5,0,11,0,0,10,6,15,3,33,0,0,0,0,4,0,4,0,0,0,0,8,0,4,0,0,0,0,0,3,0,6,7,30,15,101,13,168
UCL121008,0,0,0,3,0,4,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,6,30,0,37
UCL121009,0,4,0,4,0,15,0,0,4,4,10,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,7,5,3,28,18,111,9,176
UCL121010,0,12,3,0,4,28,7,0,11,3,12,0,28,0,0,0,0,0,0,3,0,0,0,0,4,0,7,0,0,6,5,3,0,14,17,10,65,28,80,9,211
UCL121011,4,0,6,5,0,18,0,0,3,3,30,4,45,0,0,0,0,4,0,3,0,0,0,0,4,0,4,0,0,0,3,0,3,5,3,3,19,29,90,13,151
UCL121012,5,12,3,5,0,31,7,0,14,17,14,0,50,0,0,0,0,0,0,3,0,0,0,0,15,0,19,0,0,3,0,7,0,13,16,16,80,50,149,12,306
UCL121013,4,14,4,0,4,34,6,0,13,9,4,5,37,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,14,4,41,28,45,10,146
UCL121014,0,10,0,8,0,19,3,0,0,3,17,0,23,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,3,0,8,8,4,21,17,84,4,143
UCL121015,6,13,3,3,0,46,9,6,3,8,9,4,34,0,0,3,0,0,0,4,0,0,0,0,10,0,13,5,0,6,0,8,0,12,45,19,82,50,104,7,305
UCL121016,4,8,4,6,0,18,0,0,9,3,11,0,27,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,4,0,5,3,12,5,7,49,21,86,4,171
UCL121017,0,24,5,6,6,41,9,7,16,15,13,0,59,0,0,0,0,4,0,3,0,0,5,0,15,0,19,0,0,0,0,7,4,9,27,15,79,66,127,12,327
UCL121018,0,3,5,0,0,11,0,0,10,7,17,0,40,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,0,0,14,3,13,5,0,32,35,168,5,247
UCL121019,5,17,9,3,0,38,12,7,29,12,14,4,64,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,25,17,92,34,91,7,267
UCL121020,6,17,3,4,0,38,10,5,21,8,11,0,52,4,0,7,0,0,0,9,0,0,4,5,0,0,14,0,0,7,0,4,0,8,28,17,81,28,64,7,222
UCL121021,5,17,0,9,0,38,0,0,8,5,7,4,24,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,4,6,4,8,46,20,82,13,167
UCL121022,0,14,0,4,0,24,0,0,6,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,7,6,4,5,34,11,68,11,133
UCL121023,0,0,0,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,4,0,0,0,0,3,0,9,0,0,0,0,3,4,8,10,3,13,16,48,4,87
UCL121024,0,3,0,0,0,10,0,0,0,5,13,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,7,21,80,9,116
UCL121025,3,17,3,6,0,44,8,3,18,6,17,0,51,0,0,6,0,0,0,4,0,0,0,0,13,0,20,0,0,5,3,5,0,9,28,14,80,27,83,5,243
UCL121026,3,35,14,7,0,68,8,0,19,10,12,0,54,4,0,0,0,0,0,3,0,0,0,0,4,0,8,0,0,0,0,4,0,11,22,14,89,62,115,12,314
