UCL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
UCL521001,4,11,0,7,0,23,0,0,3,5,4,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,5,0,7,0,4,27,24,114,7,172
UCL521002,3,9,0,8,0,24,0,0,8,7,8,0,26,0,0,0,0,0,0,0,0,0,0,0,21,0,23,0,0,4,0,3,0,8,5,4,30,30,130,13,211
UCL521003,4,12,0,4,0,15,4,0,5,8,15,0,30,0,0,0,4,0,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,4,3,6,25,27,64,8,140
UCL521004,0,23,0,8,3,29,0,0,3,0,9,0,14,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,9,27,8,67
UCL521005,5,17,0,7,3,30,0,0,6,4,6,0,16,0,0,0,0,0,0,0,0,0,0,6,14,0,14,0,0,0,0,5,0,6,6,6,48,29,175,10,280
UCL521006,3,15,5,11,0,36,0,6,9,12,17,0,40,0,0,0,0,0,0,0,0,0,0,3,10,0,13,0,0,0,3,0,0,8,3,7,45,35,160,9,262
UCL521007,0,7,0,3,0,11,0,0,8,8,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,23,21,51,6,113
UCL521008,0,6,5,7,0,17,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,3,0,4,0,4,20,14,42,4,86
UCL521009,3,6,5,3,0,19,0,0,3,4,6,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,4,0,7,0,11,19,12,69,7,118
UCL521010,4,5,0,10,0,19,0,0,8,5,26,0,37,0,0,0,0,5,0,4,0,0,0,0,8,0,11,0,0,0,0,0,0,6,0,4,22,11,125,5,172
UCL521011,4,4,5,7,0,23,0,0,10,0,11,0,21,0,0,0,0,0,0,0,0,0,4,0,9,0,12,0,0,0,0,0,0,0,3,4,31,28,124,8,200
UCL521012,3,6,3,10,0,17,5,0,10,0,5,0,27,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,5,0,6,9,14,22,27,88,3,164
UCL521013,0,5,9,13,4,25,3,0,14,5,19,0,38,0,0,0,0,0,0,3,0,0,0,3,12,0,18,0,0,0,0,8,0,10,9,6,34,49,167,11,281
UCL521014,7,3,0,6,3,23,0,0,10,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,3,8,3,6,15,20,84,16,153
UCL521015,0,9,4,4,0,19,0,0,3,6,5,0,19,0,0,0,0,0,0,0,0,0,0,0,9,0,16,0,0,0,4,5,0,9,0,0,26,30,98,7,166
UCL521016,4,13,0,9,0,29,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,7,4,5,24,18,104,5,156
UCL521017,5,14,3,0,0,18,4,0,5,3,5,0,20,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,6,3,4,0,12,10,4,44,22,67,14,159
UCL521018,0,10,4,5,0,19,0,0,10,5,8,0,30,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,24,108,6,176
UCL521019,0,8,0,9,0,9,0,0,0,4,0,0,12,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,6,7,19,0,40,31,92,8,191
UCL521020,0,8,3,4,0,17,0,0,0,3,8,5,20,0,0,3,6,0,0,0,0,0,0,0,8,0,4,0,0,0,0,3,4,6,5,0,17,19,103,13,164
UCL521021,3,3,0,8,0,23,0,0,4,8,6,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,9,0,12,3,8,66,40,120,8,248
UCL521022,12,18,0,3,5,40,10,3,28,8,3,0,48,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,5,0,0,12,23,25,119,65,76,11,315
UCL521023,5,3,0,0,0,18,4,0,6,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,8,3,22,10,64,3,111
UCL521024,3,32,0,14,0,61,0,4,14,7,23,3,63,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,5,8,16,20,14,77,23,106,18,253
UCL521025,0,8,5,3,0,19,0,0,6,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,3,0,8,0,0,0,5,3,0,10,16,7,56,44,100,8,228
UCL521026,0,13,7,5,0,26,0,6,9,9,10,0,42,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,4,11,4,17,8,14,46,45,136,18,263
UCL521027,0,0,4,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,5,0,5,3,0,12,13,89,7,123
UCL521028,0,4,0,3,0,10,0,0,7,5,12,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,24,12,73,13,132
UCL521029,0,15,0,6,0,23,0,0,7,5,3,0,17,0,0,0,0,0,0,0,0,0,4,0,5,0,16,0,0,7,0,7,0,13,4,4,60,31,88,17,202
UCL521030,0,5,0,0,0,13,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,7,6,3,46,32,72,25,187
UCL521031,0,8,5,4,0,16,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,3,0,8,4,27,26,69,8,141
UCL521032,0,11,0,5,0,18,3,0,4,4,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,3,8,6,3,29,19,39,10,111
UCL521033,3,6,0,4,0,14,0,0,9,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,23,13,37,3,86
UCL521034,0,8,0,9,0,20,0,0,0,8,10,0,17,0,0,0,0,4,0,3,0,0,0,0,8,0,5,0,0,0,4,14,4,23,5,0,31,41,119,20,209
UCL521035,3,5,0,0,0,11,4,0,4,7,4,0,24,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,4,0,7,6,6,25,22,64,10,132
UCL521036,0,4,0,3,0,10,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,3,8,14,13,43,7,91
UCL521037,5,7,5,15,0,23,0,0,3,7,15,0,31,0,0,0,0,3,0,0,0,0,0,0,3,0,13,0,0,0,0,8,0,6,0,8,20,22,125,14,182
UCL521038,8,4,4,9,3,21,0,0,12,7,13,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,19,15,74,10,127
UCL521039,7,15,4,7,0,38,4,3,26,9,5,0,52,0,0,0,0,0,0,3,0,0,0,0,8,0,9,3,0,3,4,4,0,15,26,13,87,47,90,9,283
UCL521040,3,13,6,4,0,24,0,0,10,0,10,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,0,14,0,19,10,10,58,38,128,11,261
UCL521041,5,11,4,8,0,28,0,4,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,5,10,27,34,172,3,256
UCL521042,6,5,0,4,3,13,0,0,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6,8,30,23,70,13,151
UCL521043,3,12,3,8,0,29,10,0,14,8,10,7,39,0,0,0,0,0,0,0,0,0,5,0,4,0,8,0,0,0,0,0,4,11,21,4,62,24,89,8,198
UCL521044,0,6,0,0,0,10,0,0,3,6,6,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,4,0,7,0,0,21,16,72,9,117
UCL521045,0,0,3,0,0,5,0,0,4,9,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,18,38,0,76
UCL521046,0,0,0,7,0,9,4,0,0,0,9,0,11,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,12,16,53,5,89
UCL521047,0,8,4,4,0,19,0,0,6,3,8,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,7,0,0,28,19,71,3,127
UCL521048,3,8,0,3,0,24,3,5,11,6,11,4,42,0,0,0,0,0,0,0,0,0,0,5,8,0,15,0,0,0,0,0,4,10,10,17,32,32,92,12,201
UCL521049,4,4,0,0,0,15,0,0,9,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,19,4,12,0,46
UCL521050,0,8,3,3,0,23,4,0,4,3,5,3,23,0,0,0,0,0,0,0,0,0,4,0,9,0,16,0,0,0,0,0,0,6,9,3,37,19,107,13,185
UCL521051,0,4,0,5,0,14,0,5,4,7,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,8,0,0,20,25,115,12,172
UCL521052,3,11,0,8,0,27,3,0,3,8,13,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,5,3,3,23,14,70,11,122
UCL522001,4,8,0,4,0,19,0,7,3,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,3,14,5,13,0,42
UCL522002,0,3,0,0,0,13,0,0,5,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,3,10,0,17,16,41,0,88
UCL522003,0,9,3,3,0,15,0,0,0,0,3,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,9,4,15,4,32
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11
UCL522005,7,4,0,5,0,15,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,26,3,49
UCL522006,0,15,6,6,0,37,4,0,18,3,3,0,33,0,0,3,0,0,0,3,0,0,3,0,5,0,5,0,0,0,0,0,0,9,17,7,61,32,62,0,178
UCL522007,0,5,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,27,5,54
UCL522008,0,7,0,0,0,8,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,7,21,0,47
UCL522009,0,4,5,4,0,13,0,0,0,7,5,0,13,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,5,0,5,0,0,11,18,75,3,112
UCL522010,0,7,0,4,0,17,0,0,9,9,4,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,3,38,19,49,4,114
UCL522011,0,5,0,4,6,14,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,3,0,3,4,3,16,9,49,5,86
UCL522012,0,5,3,3,0,9,0,0,0,0,4,0,6,0,0,3,0,3,0,5,0,0,0,0,0,0,9,0,0,0,0,4,3,8,0,3,17,24,59,11,122
UCL522013,0,3,0,4,0,9,0,0,5,0,11,0,18,0,0,0,0,3,0,5,0,0,0,0,3,0,3,0,0,0,0,3,0,3,4,5,13,17,76,3,118
UCL522014,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,34,0,40
UCL522015,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,5,0,0,0,7,7,0,37,16,46,4,105
UCL522016,0,0,0,0,0,4,0,0,4,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,5,26,4,45
UCL522017,0,4,5,6,0,7,0,4,3,4,11,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,4,0,4,13,12,49,0,78
UCL522018,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,3,4,4,25
UCL522019,0,0,0,4,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,27,0,39
UCL522020,0,0,0,4,0,8,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,6,33
UCL522021,0,9,0,6,0,18,0,0,3,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,18,18,34,3,75
UCL522022,0,0,0,0,0,0,0,0,4,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,12,8,16,5,45
UCL522023,0,8,0,0,0,11,0,0,3,3,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,11,11,41,5,75
UCL522024,9,4,3,0,0,21,5,3,8,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9,10,12,30,10,17,0,85
UCL522025,0,3,0,7,0,9,0,0,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,4,16,8,42,10,74
UCL522026,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,3,31,3,48
UCL522027,0,0,0,0,0,4,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,10,10,36,3,70
UCL522028,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,17,0,27
UCL522029,0,0,0,5,0,5,0,0,4,4,7,0,16,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,5,0,7,0,0,5,14,59,3,83
UCL522030,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,7,30,0,60
UCL522031,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,6,0,18
UCL522032,0,5,0,0,0,7,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,15,3,34
UCL522033,4,0,0,4,0,12,0,0,0,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,4,5,6,53,3,76
UCL522034,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10
UCL522035,0,0,0,6,0,9,0,0,8,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,10,9,30,0,53
UCL522036,0,3,0,3,0,7,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,9,28,5,47
UCL522037,0,9,3,5,0,14,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,41,0,73
UCL522038,3,4,0,3,0,17,0,0,12,3,3,0,20,0,0,4,0,0,0,4,0,0,0,0,7,0,12,0,0,0,0,3,0,6,3,0,37,17,73,3,144
UCL522039,0,3,0,4,0,11,0,0,4,0,8,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,20,15,44,8,94
UCL522040,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,10,7,34,0,58
UCL522041,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,3,0,9,0,4,0,10,51,0,67
UCL522042,3,3,3,4,0,12,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,3,0,3,3,3,19,16,74,3,117
UCL522043,0,0,0,6,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,12,4,21
UCL522044,3,0,0,0,4,5,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,3,9,4,25
UCL522045,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,12
UCL522046,0,0,0,3,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,5,25,3,45
UCL522047,5,3,0,12,0,27,0,0,3,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,12,4,39,0,70
UCL522048,3,9,4,0,0,15,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,6,13,13,35,0,67
UCL522049,0,9,0,0,0,13,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,3,18,0,53
UCL522050,0,11,0,0,0,14,0,0,3,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,11,31,7,75
UCL522051,0,0,0,4,0,4,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,4,0,4,0,0,6,12,43,0,59
UCL522052,0,4,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,5,0,19
UCL522053,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,11
UCL522054,0,0,0,3,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,4,19,0,32
UCL522055,0,5,0,3,0,11,0,3,6,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,19,21,49,7,97
UCL522056,0,6,0,3,0,11,0,0,4,3,4,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,4,3,0,22,10,56,10,101
UCL522057,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,23,16,29,4,87
UCL522058,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,5,6,14,0,36
UCL522059,0,0,0,3,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,5,9,14,30,6,66
UCL522060,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,9
UCL522061,0,3,0,4,0,8,0,0,0,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,6,0,15,11,34,4,74
UCL522062,0,8,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,14
UCL522063,0,4,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,3,0,18
UCL522064,0,10,0,10,0,15,0,0,0,0,6,3,12,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,7,0,7,6,0,10,5,33,0,55
UCL522065,7,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,7,11,6,21,0,46
UCL522066,0,3,0,4,0,10,3,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,3,0,17,19,57,9,108
UCL522067,5,4,0,0,0,10,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,4,4,5,13,15,33,4,67
UCL522068,0,0,5,7,0,10,0,3,4,3,11,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,4,0,8,0,4,15,27,71,5,131
UCL522069,0,4,0,7,0,7,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,8,3,25,0,47
UCL522070,0,4,0,3,0,7,0,0,0,0,5,0,9,0,0,0,0,4,0,4,0,0,0,0,6,0,6,0,0,0,0,3,0,3,4,0,6,7,52,0,69
UCL522071,0,8,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,8,0,12,9,31
UCL531001,549,1953,641,1245,135,4902,363,308,1810,1013,1324,202,5026,29,15,161,93,279,36,609,41,16,160,233,1424,75,1950,67,24,287,251,895,345,1875,2030,1648,11167,7958,24221,2476,49508
UCL579997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,17,3,31,3,3,35,29,110,12,199
UCL599994,3,21,14,8,0,60,6,14,55,21,37,7,130,0,0,13,0,4,0,17,0,0,5,3,25,0,40,4,0,9,4,23,10,52,82,42,305,175,483,45,1126
UCL603001,749,3507,700,1221,111,8918,2521,1022,5258,1866,3078,353,14091,225,75,576,193,375,38,1477,302,69,511,324,1336,58,2600,245,25,344,130,466,259,1469,12477,3748,22786,8598,20085,1881,69574
UCL611001,207,1509,315,567,62,3301,874,379,2289,932,1630,153,6267,34,11,106,60,134,19,363,69,14,146,130,704,25,1088,53,3,107,59,247,103,570,2941,989,7466,3401,9873,807,25473
UCL612001,49,242,71,168,6,602,147,88,394,217,492,51,1395,0,0,7,4,14,0,28,9,9,19,26,188,3,261,0,3,14,8,67,36,120,324,203,1064,730,2784,230,5331
UCL612002,52,310,97,168,17,699,120,53,365,249,573,37,1405,0,4,17,6,35,4,63,4,0,31,29,221,6,294,4,0,16,15,88,42,152,424,175,1314,938,3500,272,6626
UCL613001,30,226,46,109,3,454,43,35,184,131,274,15,692,0,0,11,0,9,0,26,0,5,15,12,102,3,140,0,0,9,8,44,9,68,158,122,693,444,1762,103,3284
UCL614001,12,78,28,54,3,206,17,21,85,55,110,13,309,5,3,21,3,24,0,55,3,0,10,14,57,0,82,0,0,9,0,22,5,37,118,62,369,232,893,59,1737
UCL614002,11,27,17,46,3,108,7,9,47,63,166,15,315,0,0,6,3,11,0,24,0,3,3,12,42,0,60,0,0,0,0,30,9,43,49,24,170,167,835,67,1314
UCL614003,6,67,13,45,6,145,26,21,69,59,118,13,303,0,0,0,0,6,0,6,6,0,3,8,46,0,60,0,0,0,0,12,7,23,68,43,234,172,695,47,1255
UCL615001,0,3,4,3,0,13,3,0,6,4,19,0,37,0,0,0,0,3,0,0,0,0,0,0,10,0,8,0,0,0,0,3,0,5,7,4,11,23,134,14,194
UCL615002,4,10,8,7,0,25,3,0,18,4,17,3,46,0,0,0,0,0,0,6,0,0,0,0,3,0,12,0,0,0,0,7,0,13,5,9,48,47,131,10,257
UCL615003,3,29,8,3,0,53,6,0,20,8,12,0,44,0,0,0,0,5,0,6,0,0,0,0,9,0,14,0,0,0,0,9,4,10,18,9,85,49,199,19,375
UCL615004,0,12,0,6,0,31,8,3,10,9,16,0,38,0,0,0,0,0,0,0,0,3,3,0,8,0,11,0,0,0,0,0,5,7,17,15,51,27,109,18,230
UCL615005,8,15,3,9,4,46,7,12,35,20,45,0,123,0,0,0,3,4,3,16,0,0,7,3,8,0,20,0,0,3,3,12,3,24,40,35,135,81,302,22,609
UCL615006,3,12,0,6,0,32,6,8,21,12,21,0,75,0,0,0,0,0,0,0,0,0,4,0,5,0,12,0,0,0,3,7,5,9,27,20,68,42,122,15,287
UCL615007,0,13,6,15,0,41,12,7,12,13,22,0,63,0,0,0,0,0,0,3,0,0,0,0,4,0,6,0,0,0,0,0,0,4,28,8,48,56,129,10,276
UCL615008,8,22,8,33,0,77,6,3,27,20,64,4,129,0,0,6,4,9,0,12,0,0,3,3,25,0,31,0,0,0,0,17,7,26,25,18,93,90,494,39,757
UCL615009,5,36,6,16,0,73,0,11,55,20,48,11,143,0,0,5,3,7,5,13,0,0,0,0,33,0,33,0,0,3,0,8,0,15,14,20,140,88,423,34,715
UCL615010,0,28,5,18,0,55,7,9,23,17,29,5,90,0,0,3,0,9,0,6,0,0,0,0,18,0,21,0,0,0,3,0,5,11,29,14,130,59,272,27,528
UCL615011,9,43,11,29,0,104,21,9,67,41,123,12,273,0,0,0,3,3,3,8,0,0,0,8,45,0,57,0,0,0,0,6,7,18,67,31,204,136,678,53,1172
UCL615012,10,77,25,35,5,190,34,23,102,60,107,9,332,0,0,3,0,6,0,14,4,6,9,4,61,0,80,3,0,8,0,14,7,32,111,54,337,210,684,46,1444
UCL615013,6,33,5,23,0,82,13,10,58,30,82,8,207,0,0,0,0,10,0,16,0,0,8,7,33,0,47,0,0,0,3,12,8,25,41,26,179,126,513,60,947
UCL615014,14,44,18,25,0,121,14,7,52,27,57,6,161,4,0,4,0,4,0,16,3,0,4,5,27,0,46,0,0,0,4,5,0,10,69,44,221,152,405,22,901
UCL615015,13,44,18,23,0,123,19,7,52,35,102,9,221,4,0,7,3,8,0,15,0,0,5,8,29,0,46,4,0,6,0,11,4,25,95,40,243,186,550,39,1148
UCL615016,14,73,11,30,5,142,28,17,81,35,75,4,242,0,0,0,0,4,0,8,0,0,7,5,30,3,52,0,0,0,0,21,7,31,66,35,241,130,515,38,1016
UCL615017,9,44,11,33,0,108,13,9,56,41,95,9,229,0,0,4,0,11,0,17,0,0,0,3,55,0,56,0,0,6,4,14,4,30,41,22,177,133,596,30,995
UCL615018,13,71,13,28,0,141,17,11,61,40,91,3,221,0,0,7,7,5,0,9,4,0,0,10,28,0,44,3,0,0,5,13,4,24,64,38,214,149,538,18,1016
