UCL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL515003,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,288,289,576,17,33,48,7,0,7,0,3,3,0,0,0,9,0,11,15,26,42,344,353,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,5,10,9,7,16,0,0,0,0,0,0,0,0,0,0,0,0,21,48,65,62,81,144,4,0,3,440,484,921
UCL515004,0,3,3,13,0,15,0,0,0,0,0,0,0,0,0,373,325,702,32,18,49,5,0,5,0,0,0,3,0,5,18,6,30,41,20,56,486,374,858,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,4,0,3,12,5,11,0,0,0,0,0,0,0,0,0,0,0,3,11,38,46,59,76,140,0,0,0,570,493,1065
UCL515005,0,0,0,15,0,16,0,0,0,0,0,0,0,0,0,364,379,744,33,13,45,8,0,8,4,0,4,0,3,4,16,0,14,10,8,17,444,412,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,5,3,3,12,0,11,13,6,16,0,0,0,0,0,0,0,0,0,0,0,0,12,28,42,72,78,152,4,0,3,541,524,1066
UCL515006,0,0,0,52,8,62,0,0,0,0,0,0,0,0,3,495,524,1021,47,65,114,18,3,22,7,0,11,20,19,35,9,0,8,52,68,125,698,699,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,6,9,13,11,9,17,0,0,0,0,0,0,0,0,0,0,0,0,21,29,52,69,87,159,17,10,26,817,834,1649
UCL515007,0,0,0,16,0,20,0,0,0,0,0,0,0,0,0,305,302,608,14,14,31,9,0,9,0,0,0,3,3,9,15,0,15,10,9,18,379,340,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,9,9,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,40,72,107,91,105,197,3,0,5,513,524,1037
UCL515008,0,0,0,5,5,3,0,0,0,0,0,0,4,0,4,261,209,467,28,19,45,0,0,0,0,0,4,4,0,4,5,4,11,11,19,26,321,249,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,58,34,89,4,0,3,388,302,692
UCL515009,0,0,0,8,6,11,0,0,0,0,0,0,0,0,0,329,347,677,26,31,51,3,0,6,0,0,5,9,3,10,12,0,16,27,25,58,408,413,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,3,7,3,7,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,50,56,105,63,80,142,0,6,6,530,557,1094
UCL515010,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,317,318,638,27,40,66,9,0,11,3,0,3,8,6,10,11,9,24,52,65,117,429,443,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,23,25,43,43,49,93,6,6,13,508,515,1028
UCL515011,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,388,350,740,44,40,83,12,0,12,0,0,0,3,0,4,13,8,14,18,21,36,482,412,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,5,0,5,3,5,12,12,5,15,0,0,0,0,0,0,0,0,0,0,0,0,14,35,50,67,90,153,5,5,7,579,548,1128
UCL515012,0,0,0,17,6,25,0,0,0,0,0,0,0,0,0,390,418,810,27,33,61,4,0,4,6,0,6,0,0,0,22,9,26,7,6,13,477,468,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,5,9,0,0,0,0,0,0,0,0,0,4,0,4,10,29,39,85,79,159,0,0,0,578,583,1160
UCL515013,0,0,0,16,0,17,0,0,0,0,0,0,0,0,0,478,442,922,42,29,76,10,0,10,13,5,14,38,52,91,6,0,17,55,70,126,659,604,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,8,8,15,8,8,22,0,0,0,0,0,0,4,0,4,4,0,3,38,62,102,107,83,191,8,5,10,825,770,1596
UCL515014,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,81,86,168,21,12,34,0,0,0,0,0,0,0,4,9,0,0,4,64,72,140,172,184,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,9,9,8,11,22,0,0,5,184,205,393
UCL515015,0,0,0,7,3,13,0,0,0,0,0,0,0,0,0,497,373,877,44,52,99,12,0,12,6,0,6,6,3,7,11,0,13,8,9,23,589,446,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11,18,24,67,56,113,3,0,6,678,523,1199
UCL515016,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,192,209,400,22,12,38,9,0,8,0,6,4,12,4,13,9,7,18,14,9,23,265,246,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,9,9,0,14,0,0,0,0,0,0,0,0,5,0,0,7,18,39,54,57,49,110,3,7,6,349,349,695
UCL515017,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,140,129,269,26,14,35,8,0,8,0,0,0,7,8,16,11,3,13,21,25,47,221,188,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,10,18,28,47,34,86,10,3,13,289,241,529
UCL515018,0,0,0,21,5,29,0,0,0,0,0,0,0,0,0,246,222,467,26,19,46,6,0,13,0,0,0,3,0,3,0,0,0,4,9,18,312,258,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,10,0,0,0,0,0,0,11,5,10,11,0,8,15,5,21,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,66,45,112,3,8,10,399,318,719
UCL515019,0,0,0,50,14,66,0,0,0,0,0,0,0,0,0,606,477,1084,77,58,139,16,0,16,3,0,3,3,0,3,11,7,18,26,39,63,790,595,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,5,5,12,0,0,0,0,0,0,0,0,0,5,0,5,14,21,40,37,66,108,14,4,21,867,697,1563
UCL515020,0,0,0,11,5,13,0,0,0,0,0,0,0,6,7,621,657,1279,86,100,182,15,0,15,13,8,21,29,16,50,19,5,27,85,125,213,875,929,1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,13,13,6,13,0,0,0,0,0,0,0,0,0,0,0,0,24,32,58,72,92,163,11,9,25,998,1067,2064
UCL515021,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,310,267,575,15,11,29,0,0,0,3,0,3,3,0,8,6,0,7,3,0,5,338,286,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,26,31,55,60,55,115,0,4,4,429,369,801
UCL515022,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,716,624,1343,69,62,131,17,0,17,3,0,3,11,4,14,8,3,11,30,28,57,871,724,1593,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,13,35,44,87,101,185,5,0,8,987,863,1847
UCL515023,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,409,321,732,19,23,43,16,0,16,7,0,7,12,4,13,0,3,4,37,34,67,509,391,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,30,43,40,66,108,3,4,9,571,489,1057
UCL515024,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,238,219,455,23,13,36,8,0,8,0,0,0,9,0,8,8,0,3,18,20,38,297,252,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,18,30,29,34,62,0,0,6,343,308,648
UCL515025,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,268,216,484,22,22,48,3,0,3,0,0,0,0,0,4,7,0,8,6,14,18,313,256,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,16,15,32,35,47,85,10,3,16,373,330,700
UCL515026,4,0,7,15,4,13,0,0,0,0,0,0,0,0,3,399,335,737,22,20,43,24,0,21,0,0,0,0,0,0,12,8,20,9,3,10,485,379,868,0,0,0,0,0,0,0,0,0,6,9,8,0,0,0,0,0,0,3,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,9,14,0,3,6,0,0,0,0,0,0,6,3,8,16,41,63,77,89,171,8,8,12,602,522,1126
UCL515027,0,0,0,18,3,24,0,0,0,0,0,0,0,0,0,584,548,1129,48,45,92,15,0,15,0,0,0,3,0,8,15,0,14,42,55,97,725,653,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,4,8,11,8,8,17,0,0,0,6,0,6,0,0,0,6,0,6,18,25,37,58,88,148,4,11,17,819,786,1603
UCL515028,0,0,0,66,20,85,0,0,0,0,0,0,3,0,3,744,604,1347,64,71,136,12,0,12,20,6,21,36,9,38,20,8,29,62,78,137,1019,798,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,34,0,3,0,3,0,3,17,15,40,8,13,23,32,26,58,0,0,0,3,0,3,0,0,0,4,3,5,14,35,51,194,166,361,10,0,14,1278,1035,2314
UCL515029,0,0,0,136,62,203,0,0,0,0,0,0,0,0,0,141,92,233,26,8,38,0,0,0,4,6,6,3,8,12,12,0,10,8,20,28,328,201,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,7,7,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,5,11,9,63,48,112,0,3,4,401,260,662
UCL515030,5,0,4,20,6,22,0,0,0,0,0,0,0,0,0,439,463,906,34,44,83,12,0,12,6,0,6,4,0,5,17,8,27,12,21,28,545,544,1092,4,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,9,4,11,12,9,19,3,0,6,4,0,6,0,0,0,4,3,6,32,39,67,129,126,259,5,6,9,722,718,1445
UCL515031,0,0,0,7,4,14,0,0,0,0,0,0,0,0,0,302,339,642,30,22,53,3,0,3,0,0,6,5,0,10,21,8,25,30,21,52,400,407,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,29,49,74,93,73,166,17,8,21,544,539,1077
UCL515032,0,4,4,9,0,12,0,0,0,0,0,0,0,0,0,244,233,475,21,13,33,16,0,16,0,0,0,0,0,0,5,6,16,6,7,12,305,260,566,0,0,0,0,0,0,0,0,0,7,5,8,0,0,0,0,0,0,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,17,18,5,27,0,0,0,0,0,0,0,0,0,0,0,0,17,49,64,66,49,106,3,0,4,411,364,775
UCL515033,0,0,0,200,59,259,0,0,0,0,0,0,0,0,0,350,340,691,39,37,75,10,0,9,8,0,7,6,10,14,5,8,14,32,46,77,643,510,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,3,0,3,8,6,12,3,4,10,8,11,18,0,0,0,0,0,0,0,0,0,0,0,0,3,25,34,155,95,247,9,9,14,820,643,1466
UCL515034,7,4,8,18,8,24,0,0,0,0,0,0,0,0,0,336,310,642,30,25,53,12,0,12,0,0,0,0,0,5,37,7,45,6,7,14,448,366,813,4,10,10,0,0,0,0,0,0,6,8,11,0,0,0,0,0,0,10,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,23,29,21,49,0,0,3,0,0,0,3,0,4,3,4,5,28,47,74,119,79,196,0,4,3,629,512,1137
UCL515035,0,0,0,12,4,14,0,0,0,0,0,0,0,0,0,177,164,343,9,23,28,5,0,5,0,0,0,0,0,0,8,0,8,12,9,23,215,200,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,6,14,14,29,45,78,4,4,9,260,263,521
UCL515036,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,321,279,601,25,17,43,11,3,9,3,0,3,0,0,0,9,3,15,6,15,22,385,317,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,4,3,12,0,0,0,0,0,0,0,0,0,0,0,4,17,15,35,79,53,134,4,3,14,489,398,894
UCL515037,0,0,0,73,10,91,0,0,0,0,0,0,3,0,3,301,226,521,40,26,64,5,0,5,5,0,6,4,7,12,15,3,14,3,18,21,447,298,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,16,0,0,0,0,0,0,9,3,16,4,0,9,13,7,23,0,0,0,5,0,5,0,0,0,5,0,5,0,7,7,111,90,200,10,0,10,582,405,981
UCL515038,0,0,0,11,3,16,0,0,0,0,0,0,0,3,3,270,296,564,9,21,27,16,0,16,0,0,0,0,0,0,13,6,14,4,8,14,324,334,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,18,32,55,80,56,140,5,4,13,442,435,875
UCL521001,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,90,87,179,12,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,115,92,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,33,28,54,0,0,0,144,123,264
UCL521002,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,95,104,200,6,9,16,3,0,3,0,0,0,0,0,0,7,4,10,0,6,6,117,112,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,10,21,28,32,16,48,0,0,0,163,158,322
UCL521003,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,74,75,152,5,5,13,6,0,6,0,0,0,0,3,3,3,0,9,11,3,13,102,93,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,9,20,24,13,36,0,0,0,136,119,257
UCL521004,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,14,8,23,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,36,58,46,52,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,9,49,62,112
UCL521005,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,183,132,315,3,3,8,3,0,3,0,0,0,4,0,4,0,0,0,8,22,33,210,160,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,4,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,9,18,37,42,80,3,3,9,263,216,484
UCL521006,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,144,142,285,3,0,8,7,0,7,0,0,0,0,0,0,0,0,3,0,4,3,158,150,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,14,21,27,36,66,4,0,0,201,204,404
UCL521007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,62,113,6,5,9,0,0,0,0,0,0,0,0,0,4,3,5,11,5,14,71,79,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,12,16,25,0,0,0,91,103,194
UCL521008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,48,104,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,8,16,21,73,72,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,10,10,16,0,0,0,84,84,170
UCL521009,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,78,49,125,4,6,6,0,0,0,3,0,3,5,0,4,8,0,8,5,9,20,98,71,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,11,5,15,0,5,3,113,83,196
UCL521010,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,102,99,198,11,9,16,4,0,4,0,0,0,0,0,0,6,0,7,4,3,13,129,107,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,25,17,41,4,0,3,162,137,292
UCL521011,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,118,110,227,7,6,9,4,0,4,0,0,0,0,0,0,3,0,3,0,0,4,142,122,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,16,15,35,0,0,0,157,149,306
UCL521012,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,92,92,181,0,3,8,7,0,7,0,0,0,0,0,0,6,0,6,4,0,4,111,91,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,29,18,44,0,0,0,137,120,257
UCL521013,0,0,0,9,4,10,0,0,0,0,0,0,0,0,0,137,133,271,10,6,17,7,0,9,3,0,3,0,0,0,5,0,5,4,3,6,170,149,323,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,7,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,9,23,36,33,39,73,3,3,5,226,222,444
UCL521014,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,121,87,201,5,10,15,7,0,7,0,0,0,0,0,0,0,0,4,6,20,30,142,118,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,18,9,23,3,0,3,164,128,289
UCL521015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,89,198,0,7,8,3,0,3,0,0,0,3,6,3,5,0,9,5,11,18,137,107,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,17,11,15,23,0,0,4,162,135,297
UCL521016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,77,200,7,7,18,0,0,0,0,0,0,0,0,0,3,0,8,15,8,18,156,93,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,6,0,0,0,0,0,0,4,0,4,4,0,4,4,11,16,13,18,28,0,0,4,180,118,295
UCL521017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,96,254,4,14,19,0,0,0,0,0,0,0,0,0,0,0,0,11,13,28,177,122,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,5,8,15,0,0,0,191,138,335
UCL521018,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,102,80,185,3,3,8,0,0,0,0,0,0,0,0,0,3,0,3,3,7,5,125,86,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,19,21,39,0,0,0,141,121,264
UCL521019,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,64,80,148,7,6,15,0,0,0,0,0,0,5,3,6,3,0,3,29,33,59,120,124,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,29,21,16,37,3,0,3,151,152,304
