UCL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL222039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,69,132,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,69,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,0,7,11,5,0,5,76,87,159
UCL222040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,55,112,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,70,59,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,21,42,13,9,24,5,0,5,99,92,187
UCL222041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,43,101,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,59,52,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,15,0,9,10,0,0,0,67,72,144
UCL222042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35,70,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,46,41,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,46,49,97
UCL222043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,48,98,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,53,51,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,32,6,11,26,0,0,6,70,87,158
UCL222044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,37,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,50,41,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12,4,3,14,0,0,0,57,51,118
UCL222045,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,44,28,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,31,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,23,9,14,20,0,0,0,67,61,123
UCL222046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,44,89,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,53,47,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,14,9,10,16,0,0,0,69,69,135
UCL222047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,28,26,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,7,5,0,0,0,32,36,67
UCL222048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,52,0,5,5,0,0,0,0,0,0,0,0,0,3,0,3,6,17,16,39,38,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,4,0,5,44,45,87
UCL222049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,65,3,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45,32,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,30,4,6,17,0,0,0,64,57,125
UCL222050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,73,139,5,3,7,6,0,6,0,0,0,0,0,0,4,0,4,5,9,7,85,83,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,17,28,12,14,26,3,0,3,112,116,221
UCL222051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,26,62,7,0,14,0,0,0,0,0,0,0,0,0,0,3,4,10,10,20,68,41,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,39,11,15,31,0,0,0,96,78,175
UCL222052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,54,118,3,0,3,9,0,9,0,0,0,0,0,0,0,0,0,3,9,6,81,59,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,9,7,16,0,0,4,94,86,179
UCL222053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,55,124,9,5,15,0,0,0,0,0,0,0,0,0,0,6,6,0,0,5,83,62,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,6,11,11,0,0,0,92,73,166
UCL222054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,40,85,0,3,3,0,0,0,0,0,0,5,0,5,0,0,4,0,0,3,48,46,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,19,8,14,13,0,0,0,66,65,125
UCL222055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,42,81,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,7,8,9,47,49,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,7,10,14,0,0,3,58,63,127
UCL222056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,0,0,3,0,0,0,0,0,0,0,0,0,5,5,15,57,39,98,73,55,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,23,4,8,17,0,0,0,93,72,166
UCL222057,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,60,29,90,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,32,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,19,21,33,10,13,20,0,0,0,87,69,158
UCL222058,0,0,0,10,3,12,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,27,13,41,42,28,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,5,7,3,0,3,54,36,90
UCL222059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,26,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,35,36,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,6,8,0,0,0,40,50,88
UCL222060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,21,57,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,46,31,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,7,14,0,0,0,55,44,92
UCL222061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,38,79,5,0,8,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,51,46,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,8,16,4,9,15,0,0,6,60,64,124
UCL222062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,65,123,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,4,6,6,73,76,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,34,10,16,23,0,3,4,92,111,206
UCL222063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,48,113,3,7,5,0,0,0,5,0,5,0,0,0,0,0,0,4,6,8,69,64,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,30,10,15,22,0,0,0,101,92,190
UCL222064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,42,84,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,46,46,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,4,10,12,0,0,0,52,69,120
UCL222065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,32,72,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,31,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,3,9,14,0,3,3,55,45,102
UCL222066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,33,77,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,51,31,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,3,7,8,0,0,3,60,49,110
UCL222067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,29,63,5,0,0,7,0,7,0,0,0,0,0,0,0,0,0,10,11,19,49,42,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,15,0,0,0,53,56,115
UCL222068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,38,33,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,28,8,8,17,0,0,0,61,51,111
UCL222069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,42,92,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,61,48,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,16,9,15,29,0,0,0,78,82,155
UCL222070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,31,70,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,40,40,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,17,4,9,7,0,0,0,56,54,103
UCL222071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,48,117,0,11,6,4,0,4,0,0,0,0,0,0,6,3,6,4,8,13,82,60,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,26,5,9,14,0,0,0,94,88,183
UCL222072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,23,62,6,5,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,49,28,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,14,5,10,15,0,0,0,61,48,105
UCL222073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,29,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,14,61,34,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,20,4,8,11,3,0,3,70,56,129
UCL222074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,45,6,0,6,4,0,4,0,0,0,0,0,0,0,0,0,10,3,15,47,21,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,4,12,14,0,0,0,52,45,101
UCL222075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,60,148,6,4,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,98,66,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,20,27,10,13,22,0,0,0,115,94,213
UCL222076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,50,111,8,11,15,0,0,0,0,0,0,0,0,4,3,0,3,5,7,13,75,70,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,5,7,10,4,6,4,89,82,169
UCL222077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,37,94,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30,75,53,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,5,12,18,4,3,5,88,81,164
UCL222078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,26,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,10,18,0,0,0,46,40,84
UCL222079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,119,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,62,64,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,39,73,13,28,39,6,0,6,121,127,246
UCL222080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,28,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,50,37,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,8,10,18,0,0,0,62,51,117
UCL222081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,29,60,6,0,3,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,43,25,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,24,0,5,10,0,0,0,60,46,101
UCL222082,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,25,26,58,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,41,31,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,23,6,12,20,0,0,0,62,62,120
UCL222083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,43,101,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,64,47,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,0,7,7,0,0,0,65,55,119
UCL222084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,40,89,4,4,7,6,0,6,0,0,0,0,0,0,0,0,0,0,3,3,62,46,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,9,6,19,0,4,4,75,69,141
UCL222085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,40,78,4,4,5,4,0,4,0,0,0,0,0,0,0,0,0,0,3,9,56,45,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,41,8,10,17,0,0,0,79,78,157
UCL222086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,42,104,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,47,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,22,44,15,11,30,0,0,0,110,82,188
UCL222087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,63,131,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,86,72,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,13,7,14,22,0,0,3,100,97,196
UCL222088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,21,54,3,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,42,22,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,4,8,14,0,0,0,55,36,90
UCL222089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,59,4,0,4,5,0,5,0,0,0,0,0,0,0,0,0,0,3,0,39,29,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,19,0,6,8,5,0,5,45,48,93
UCL222090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,31,74,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,48,35,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,6,8,10,5,0,7,56,58,110
UCL222091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,56,125,6,8,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,82,66,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,15,14,18,28,0,0,0,99,92,197
UCL222092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,53,126,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,58,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,20,3,9,12,0,0,0,87,78,171
UCL222093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,84,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,50,47,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,9,24,6,7,17,0,0,3,66,71,138
