UCL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
UCL321044,264,162,72,10,103,111,20,88,281,27,211,584,65,1373,27,11,9,0,6,8,0,8,10,6,17,46,3,102,41,13,14,3,10,18,8,24,39,3,29,44,0,149,8,8,6,0,3,5,0,3,9,0,5,11,0,41,5,3,0,0,5,3,3,0,0,0,6,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,17,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,10,0,17,6,3,0,0,0,0,0,0,3,0,5,7,0,12,91,38,36,9,27,42,13,39,66,10,61,148,7,373,15,0,7,0,4,7,5,4,8,0,9,21,204,252,370,203,114,19,131,158,32,128,357,37,279,752,276,1995,55,42,11,0
UCL321045,51,77,19,3,16,21,3,12,74,7,56,599,36,877,0,0,0,0,0,0,0,0,0,0,0,29,0,37,5,6,3,0,0,3,0,0,0,0,5,24,0,39,0,0,0,0,0,0,0,0,0,0,4,14,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,6,11,5,0,0,5,8,0,0,3,0,11,103,6,142,0,0,0,0,0,3,3,0,0,0,0,12,51,68,68,85,21,3,20,28,9,10,82,7,67,713,88,1085,29,51,6,0
UCL321046,84,56,28,4,29,34,4,11,54,3,55,258,12,501,0,0,0,0,0,0,0,0,0,0,0,5,0,7,9,0,0,0,0,0,0,0,4,0,4,6,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,3,0,0,6,0,5,23,0,52,0,0,0,0,0,3,0,0,0,0,0,0,5,6,89,56,28,5,29,39,4,11,58,3,59,287,23,556,30,28,7,0
UCL321047,92,105,28,10,52,46,7,30,93,8,58,359,27,679,4,0,0,0,0,4,0,0,0,0,3,6,0,10,0,0,0,0,0,3,0,0,0,0,3,13,0,25,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,8,8,3,8,3,0,6,26,5,58,3,0,4,0,0,0,0,0,4,0,0,10,36,52,102,110,39,10,60,57,13,34,102,10,68,391,65,786,23,46,11,0
UCL321048,60,47,25,0,39,25,5,26,56,13,42,209,12,408,3,0,4,0,0,0,0,0,0,0,0,11,0,16,8,0,0,0,3,5,3,3,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,3,9,3,3,3,0,3,31,5,62,0,5,0,0,0,0,0,0,0,0,0,4,48,60,78,55,26,5,43,41,8,23,61,13,47,247,64,523,9,11,6,0
UCL321049,62,70,16,0,23,20,4,16,70,3,46,282,3,482,0,0,0,0,0,0,0,0,3,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,8,0,0,0,6,0,0,5,0,3,13,0,29,0,0,0,0,0,0,0,0,3,0,0,0,46,50,68,76,16,0,28,22,4,17,79,9,50,291,54,559,21,35,3,0
UCL321050,70,81,26,0,39,27,10,20,95,4,51,369,28,669,0,0,0,0,4,0,0,4,4,0,0,14,0,27,0,0,0,0,0,0,0,3,5,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,6,4,0,3,29,3,61,0,0,0,0,0,0,0,0,0,0,0,4,90,98,75,83,31,0,45,36,10,19,98,3,59,409,116,830,28,38,6,0
UCL321051,84,59,21,24,40,38,6,24,74,9,75,421,23,709,6,0,0,0,0,0,0,0,4,0,0,14,0,23,7,6,0,6,10,5,0,0,11,0,10,18,0,55,0,0,0,0,3,3,0,0,0,4,3,12,0,21,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,10,10,13,15,0,0,14,4,19,55,4,127,3,0,0,0,0,0,0,0,3,0,0,6,124,141,108,72,30,34,59,46,13,26,91,10,90,481,149,984,28,24,10,0
UCL321052,13,30,4,6,89,30,11,3,14,8,28,608,61,841,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,42,47,15,30,4,6,88,29,13,9,14,8,27,617,98,895,0,9,0,0
UCL321053,14,22,4,0,21,10,0,0,4,0,12,309,51,440,0,0,0,0,0,0,0,0,0,0,0,33,0,36,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,49,0,63,0,0,0,0,0,0,0,0,0,0,0,4,30,38,15,28,4,0,26,10,6,0,6,0,12,362,83,533,10,19,0,0
UCL321054,48,12,16,0,5,25,3,9,43,3,41,232,17,391,4,3,0,0,3,0,0,0,0,0,0,13,0,26,15,3,8,0,7,6,0,0,4,0,6,40,0,79,0,0,0,0,6,0,0,0,4,0,0,19,0,28,4,0,0,0,0,0,0,0,0,0,0,9,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,11,26,9,11,0,15,5,4,0,13,0,13,95,8,169,8,4,0,0,0,0,0,0,3,0,0,3,36,47,80,25,24,5,22,36,6,13,61,6,55,336,64,611,25,10,4,0
UCL321055,76,100,35,5,61,66,16,22,55,15,54,466,40,817,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,3,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,6,0,0,8,4,0,3,0,3,3,46,6,66,4,0,0,0,6,3,0,0,0,0,0,0,101,117,89,100,36,5,71,70,18,23,60,15,61,514,150,1004,21,47,7,0
UCL321056,107,77,21,6,63,51,5,19,84,19,59,315,27,628,3,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,5,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,4,0,0,4,0,3,25,0,48,5,7,3,0,0,5,0,7,6,0,5,17,52,83,123,85,26,4,67,55,12,27,94,21,69,358,84,760,35,22,4,0
UCL321057,145,86,33,19,60,70,10,26,103,17,59,251,22,607,0,5,0,0,3,0,0,0,0,0,3,7,0,13,8,0,3,3,0,0,0,0,0,0,6,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,5,14,4,3,3,4,9,3,4,6,0,11,21,5,53,6,0,0,0,4,0,0,0,5,0,0,7,65,82,159,96,30,20,70,74,15,32,115,16,68,283,87,734,17,25,9,0
UCL321058,90,112,28,8,54,38,5,13,94,10,73,441,29,785,7,0,0,0,0,0,0,0,0,0,4,11,3,29,10,5,0,0,3,3,4,7,3,0,7,19,0,35,0,0,0,0,0,0,0,0,0,0,6,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,7,3,4,9,6,3,16,52,3,92,3,4,7,0,0,3,0,0,0,0,5,12,70,107,115,126,33,3,58,47,3,19,98,16,86,507,101,980,26,44,5,0
UCL321059,77,83,22,4,22,22,3,11,81,5,61,606,33,907,6,0,6,0,0,0,0,0,5,0,3,25,0,52,6,12,5,0,8,4,0,4,10,0,3,46,0,86,5,0,0,0,0,3,0,0,0,0,0,11,0,20,4,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,6,5,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,17,0,23,21,25,11,5,7,11,0,3,17,4,16,127,0,216,0,0,0,0,0,0,0,0,0,0,0,0,41,50,96,104,35,8,28,31,4,19,94,6,80,733,82,1168,42,48,13,0
UCL321060,96,64,32,6,39,27,16,22,73,20,79,285,23,572,3,4,0,0,3,0,0,0,0,0,0,3,0,10,6,0,0,0,3,9,0,4,0,0,8,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,8,11,5,0,0,7,8,0,5,6,0,15,21,0,60,0,0,3,3,0,0,0,0,0,0,0,3,45,56,107,68,43,12,46,35,16,30,79,19,98,314,67,685,16,15,7,0
UCL321061,91,68,34,3,47,42,11,34,72,3,66,218,22,501,6,0,0,0,5,3,0,0,0,0,0,14,4,24,9,7,3,0,7,3,0,0,3,0,9,16,3,36,5,0,0,0,3,3,0,0,5,0,5,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,11,17,9,3,0,12,11,0,4,10,0,9,45,9,93,3,0,3,0,0,0,0,0,0,0,0,8,69,81,111,71,43,4,56,60,15,38,85,8,77,265,94,674,23,23,14,0
UCL321062,10,10,6,0,117,78,18,7,22,3,32,569,168,970,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,10,88,93,13,14,6,0,117,78,18,7,22,3,32,590,256,1079,6,5,0,0
UCL321063,80,71,26,4,34,33,3,16,87,0,87,465,29,776,4,0,0,0,0,0,0,0,4,0,3,21,0,33,12,5,0,0,3,0,0,0,7,0,11,20,3,48,6,3,3,0,0,0,0,0,0,0,0,13,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,3,13,5,16,29,5,8,3,9,9,0,4,10,5,14,79,9,149,0,0,0,0,0,0,0,0,0,0,0,4,42,51,105,74,43,9,40,37,3,20,104,4,99,546,81,968,32,28,9,0
UCL321064,78,17,38,0,36,31,8,11,21,13,28,235,18,437,4,0,0,0,3,0,0,0,0,3,0,6,0,25,4,0,3,0,0,0,0,4,0,0,4,10,3,20,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,4,9,0,3,3,0,0,36,3,72,4,0,0,0,3,3,0,0,4,0,0,8,102,118,89,17,42,0,43,42,7,15,33,13,30,278,121,624,17,9,16,0
UCL321065,170,131,39,11,71,70,18,39,127,14,112,509,49,1033,5,9,0,0,0,4,0,0,3,0,3,26,0,43,21,7,4,0,10,12,3,7,9,0,4,25,0,63,7,0,0,0,6,0,0,0,8,0,0,10,0,22,4,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,17,3,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,23,3,4,16,22,4,7,22,4,13,83,0,179,4,0,0,0,4,0,0,0,0,0,0,0,50,57,213,152,46,8,92,98,23,50,148,15,127,595,102,1272,54,54,11,0
UCL321066,77,36,12,3,22,31,9,28,53,0,40,139,4,317,6,0,0,0,0,7,0,3,4,0,4,16,0,34,8,11,0,0,0,4,0,0,3,3,0,11,0,32,3,0,0,0,0,0,0,0,0,0,5,7,0,25,0,0,0,0,0,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,3,0,0,3,0,12,23,13,3,0,9,19,0,6,22,6,13,53,0,126,0,0,3,0,0,5,0,0,3,0,0,10,44,58,104,46,21,3,32,54,11,35,70,14,57,196,50,504,10,14,5,0
UCL321067,8,11,0,0,29,11,0,0,12,3,8,396,53,533,4,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,0,0,0,0,0,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,56,58,5,10,6,0,34,15,0,0,15,3,13,414,112,606,6,3,0,0
