UCL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
UCL112002,3240,3893,977,306,1526,1191,274,638,3881,310,2949,16689,1779,30609,51,51,17,0,48,23,10,7,43,7,34,251,39,474,181,81,54,23,85,86,19,41,115,22,109,351,25,832,70,23,20,5,32,33,7,12,23,11,46,130,13,295,41,6,14,13,27,24,9,7,20,6,26,76,12,196,14,8,4,3,14,0,6,0,9,0,14,80,28,154,17,25,8,5,17,8,0,0,14,0,29,389,29,509,3,3,3,0,0,5,0,0,3,0,13,141,9,174,6,17,0,0,35,9,4,0,13,0,30,624,21,739,18,28,17,0,12,9,0,4,25,8,22,115,12,208,15,7,3,0,7,4,0,0,10,0,13,134,11,194,418,254,138,55,280,207,47,85,271,63,335,2285,204,3779,87,44,13,0,24,36,8,22,39,15,30,130,1545,1850,3743,4195,1123,359,1836,1437,329,741,4196,383,3318,19108,3532,36230,1096,2016,335,8
UCL112003,2428,2465,861,184,983,1123,244,557,3153,232,2700,12502,775,22792,91,74,33,7,35,38,10,18,63,4,70,309,23,612,423,174,132,29,167,212,37,93,233,61,289,919,64,2070,122,52,37,12,57,58,11,27,60,23,91,392,16,747,96,14,33,15,49,53,13,16,56,10,82,295,21,577,18,9,6,0,12,17,0,8,15,3,15,80,0,135,23,22,13,0,24,13,7,3,27,6,43,434,19,572,14,3,10,0,17,3,4,0,19,0,20,263,10,344,11,13,7,5,14,13,0,5,12,0,11,185,0,243,82,58,33,8,30,40,9,18,70,12,70,270,12,537,10,18,6,0,6,11,5,3,22,0,20,102,3,177,884,429,317,82,396,448,94,187,567,117,717,3247,180,6017,38,15,13,11,15,25,8,5,33,7,26,116,1012,1240,3348,2916,1194,273,1398,1597,351,747,3757,361,3441,15867,1964,30049,969,1367,351,0
UCL112004,2381,1528,840,153,823,952,192,434,1633,217,1554,10160,588,17621,59,34,29,4,30,33,5,11,30,8,43,252,18,468,387,122,121,36,120,143,29,80,125,40,198,832,46,1724,79,26,27,3,27,38,3,12,29,15,42,241,13,447,84,13,27,15,47,44,7,11,25,12,48,211,19,427,11,8,4,0,7,10,0,5,8,0,5,67,0,104,12,15,10,0,11,5,0,3,13,0,12,226,8,295,8,5,5,0,7,8,0,4,12,0,9,161,3,209,6,3,6,0,18,15,0,0,7,0,14,622,13,687,39,20,14,3,10,9,4,3,26,5,29,209,9,337,29,20,14,0,14,12,4,7,13,3,24,148,10,262,728,271,256,67,301,314,52,136,284,85,424,2973,149,4962,55,16,19,0,15,30,0,11,21,10,25,102,949,1169,3168,1826,1119,223,1140,1299,244,573,1935,304,1999,13231,1684,23762,774,798,284,4
UCL112005,2748,2475,656,284,1335,1119,316,656,3119,300,1940,9517,2088,20274,31,21,12,4,25,14,4,12,36,0,19,110,62,285,156,38,45,23,76,73,20,34,61,20,49,152,49,514,28,4,15,6,19,12,0,3,9,0,5,62,17,139,18,0,9,4,9,8,5,7,12,9,11,31,23,93,3,3,0,0,0,0,0,0,0,0,0,14,46,65,12,12,0,0,17,8,0,3,8,3,16,175,37,263,7,4,0,0,3,5,0,0,0,0,3,42,27,88,3,3,0,0,9,4,0,0,3,0,5,91,10,117,7,5,0,3,12,4,0,3,10,0,8,44,16,87,7,0,5,0,7,6,4,0,0,0,4,31,13,69,280,98,83,40,179,136,36,61,152,35,127,749,293,1715,64,36,17,3,34,28,13,22,27,8,33,60,1005,1216,3095,2602,757,326,1555,1281,358,744,3298,347,2099,10320,3397,23211,693,994,167,4
UCL112006,3410,3916,959,313,1792,1514,368,760,3736,338,2700,17468,1441,31181,35,40,19,3,24,22,8,9,21,4,38,240,21,402,92,44,21,7,46,53,10,19,53,15,44,201,19,446,49,12,9,0,23,18,5,10,14,6,15,77,12,177,23,7,8,4,15,12,0,3,3,0,8,48,7,104,4,3,5,0,5,7,0,6,0,0,8,77,3,108,18,21,6,4,29,9,8,0,10,3,24,432,9,528,3,5,0,0,6,4,0,0,11,0,14,221,9,263,18,26,8,0,59,13,3,0,11,0,33,1756,31,1944,8,5,4,0,4,0,0,0,0,0,10,82,3,101,8,14,7,0,22,10,3,0,17,0,38,189,4,280,253,175,81,24,239,152,30,52,145,31,239,3326,112,4348,99,41,24,21,50,48,6,27,53,11,27,130,2922,3246,3771,4138,1066,355,2077,1712,412,836,3931,381,2965,20925,4467,38783,1238,1990,318,5
UCL112007,727,534,257,52,299,315,92,144,458,73,407,3362,182,5642,8,7,0,0,4,3,0,0,4,0,7,29,3,58,48,18,26,0,26,15,3,10,23,4,12,83,7,205,11,0,5,5,10,7,0,0,7,6,3,33,4,65,11,0,5,3,6,7,0,0,4,5,7,18,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,3,44,0,60,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,56,0,56,0,0,0,0,0,0,0,0,3,0,4,4,0,8,0,0,0,0,4,0,0,0,3,0,0,9,0,20,92,34,42,9,58,39,6,15,46,11,36,295,15,540,31,18,8,4,16,6,0,12,14,10,13,65,331,471,848,588,306,65,371,359,98,167,516,89,457,3721,529,6654,190,243,54,0
UCL112008,3173,1808,983,460,1224,1403,376,680,2235,395,1698,8095,700,16906,58,27,18,12,22,21,7,13,28,5,37,119,15,276,250,69,88,41,75,117,28,56,89,24,99,305,31,824,60,17,26,17,35,39,6,20,34,10,27,132,7,281,45,11,12,8,26,32,9,14,15,9,35,74,16,195,8,3,4,0,8,3,0,0,7,4,4,39,0,61,12,13,4,0,14,0,0,0,7,0,11,166,10,223,4,0,0,3,5,0,0,0,3,0,0,48,0,66,4,5,0,0,3,0,0,0,7,0,0,142,8,163,11,3,6,4,5,7,3,0,13,0,9,69,8,109,20,10,0,4,3,3,4,4,6,3,4,42,4,79,477,163,170,92,196,227,51,99,204,53,222,1133,97,2291,111,44,44,11,63,65,17,25,46,25,38,206,888,1353,3763,2013,1199,563,1480,1696,449,810,2486,474,1958,9428,1686,20554,558,640,183,0
UCL112009,2733,2392,743,253,1243,1067,394,636,2512,241,2038,10400,1184,19971,47,24,18,5,24,18,8,9,38,4,31,179,27,354,144,54,38,17,76,70,24,48,60,15,67,205,21,542,33,14,10,12,17,21,7,12,16,4,25,73,10,170,37,6,11,5,18,18,6,12,20,5,11,62,17,155,8,6,3,0,0,0,0,0,9,0,7,42,32,89,13,17,6,0,12,3,3,0,15,0,19,261,10,339,9,0,3,0,9,3,0,0,6,0,4,151,10,192,3,5,0,0,21,3,0,0,4,0,18,389,11,452,12,3,8,0,5,0,0,3,15,0,23,71,0,119,13,0,3,0,5,6,0,0,5,3,14,107,6,147,316,133,97,44,196,147,53,84,181,44,211,1541,146,2549,79,35,20,6,40,36,10,16,23,6,21,93,1189,1440,3125,2551,857,301,1477,1251,450,735,2721,294,2282,12034,2518,23963,900,1128,234,6
UCL112010,1225,1618,415,99,616,497,96,259,1321,146,982,8509,684,13992,41,48,9,3,92,35,14,12,34,3,42,657,45,915,35,19,10,0,18,14,0,16,17,7,15,102,4,202,12,10,0,0,5,13,5,0,7,0,4,71,3,108,212,46,64,53,115,90,23,32,47,22,73,313,34,769,15,8,4,0,9,6,0,0,10,0,9,82,4,123,11,20,4,0,20,5,0,0,8,0,18,593,23,682,5,4,0,0,3,0,0,0,0,0,5,208,0,224,27,31,7,0,80,13,6,0,22,4,39,1862,56,2106,11,3,4,0,3,0,0,0,3,0,4,95,5,121,8,8,0,0,3,0,0,3,6,0,7,139,0,172,371,197,107,63,364,175,44,61,149,44,222,4121,175,5439,51,32,14,24,26,23,6,10,17,0,35,110,1144,1369,1648,1847,534,183,1003,697,155,326,1482,198,1231,12741,2003,20799,525,863,192,0
UCL112011,2090,2266,537,120,1153,878,235,509,2756,217,1745,9522,890,17968,28,13,6,4,11,10,6,7,18,8,11,78,7,155,74,34,32,9,56,49,8,17,60,12,39,145,17,369,16,7,7,3,14,15,7,9,15,4,14,41,0,105,15,7,5,0,9,7,4,0,12,3,9,10,0,45,0,0,0,0,0,0,0,0,0,0,0,10,6,17,3,11,0,0,17,3,3,0,8,0,17,150,6,198,4,0,0,0,4,0,0,0,0,0,0,16,0,27,3,5,0,0,7,3,0,0,5,0,3,67,0,86,4,4,0,0,6,0,0,0,10,4,5,31,0,48,9,7,0,0,11,0,0,0,3,0,3,40,0,51,155,77,64,18,134,94,25,35,118,22,105,590,28,1102,49,9,11,0,27,20,5,9,29,9,11,71,780,943,2293,2357,605,138,1310,991,267,552,2901,245,1859,10184,1699,20015,601,989,162,4
UCL112012,2634,2936,912,218,1276,1247,328,720,3725,339,2556,12147,954,23275,46,30,10,0,28,21,8,15,50,9,41,212,12,378,134,90,43,13,48,70,22,52,102,19,95,280,21,676,36,16,13,4,17,26,5,14,33,13,28,148,11,278,47,11,9,7,24,31,5,10,23,8,25,61,3,170,4,3,0,0,7,7,0,0,3,0,11,59,3,92,21,20,4,3,14,3,0,0,22,0,28,252,18,354,4,5,0,0,3,0,0,0,0,0,9,121,0,145,8,13,0,0,12,0,0,0,4,0,10,226,3,274,22,17,3,3,11,15,4,7,29,6,28,133,10,220,15,7,3,0,3,6,3,8,8,0,17,99,6,161,331,210,102,34,171,173,46,101,278,49,296,1605,88,2758,53,26,19,6,27,27,11,18,30,13,23,111,1640,1882,3021,3174,1025,259,1471,1446,379,835,4035,398,2875,13862,2680,27916,850,1448,279,3
UCL112013,138,212,55,0,77,65,13,27,183,15,149,1290,66,2008,0,0,6,0,4,0,0,0,0,0,5,23,4,32,5,5,4,0,0,0,0,0,3,0,6,20,0,38,5,0,0,0,0,3,0,0,0,0,0,4,0,12,12,0,5,0,7,5,0,0,3,0,3,6,0,20,3,3,0,0,3,0,0,0,0,0,0,4,0,5,0,0,0,0,3,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,4,0,0,0,0,0,0,13,0,19,0,0,0,0,0,0,0,0,3,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,10,23,5,9,0,15,7,0,3,9,3,14,94,4,163,7,4,3,0,6,3,4,0,8,0,3,22,168,223,175,225,64,0,99,79,19,28,192,21,172,1408,246,2400,51,125,27,0
UCL112014,2339,2073,740,278,1085,1129,275,491,2538,279,1925,9627,812,18291,93,69,43,7,68,58,23,23,63,16,73,383,25,740,231,70,67,39,101,110,32,52,93,21,101,322,31,856,65,24,30,9,30,34,7,22,30,8,35,106,6,262,45,13,23,16,27,31,9,5,17,4,26,82,6,196,10,4,3,0,9,5,3,0,5,0,6,36,0,62,15,20,6,0,15,8,4,4,8,6,14,155,4,222,6,4,0,0,3,5,0,0,0,0,4,71,3,94,10,7,3,0,16,6,5,3,8,5,5,107,0,137,29,8,6,0,5,14,0,5,32,5,29,95,8,183,14,17,4,3,24,14,6,0,16,5,23,149,7,244,522,233,201,82,303,290,79,114,269,68,311,1507,92,3009,45,22,21,4,25,23,14,16,18,10,16,60,679,848,2905,2333,960,362,1409,1440,365,624,2826,354,2256,11192,1584,22150,619,997,192,0
UCL112015,3368,3084,976,328,1667,1340,517,906,4069,383,2771,13782,1723,26740,64,39,20,3,36,35,11,24,51,3,43,192,48,428,365,123,117,41,191,174,54,93,169,40,188,467,58,1337,92,17,37,17,40,52,16,22,32,15,42,122,13,327,74,17,29,18,52,52,19,18,46,8,42,122,7,322,6,3,0,0,12,4,3,0,5,5,11,67,23,127,18,36,16,0,27,17,13,0,17,7,32,381,24,533,7,3,3,0,10,5,0,0,3,0,21,169,11,216,17,15,0,0,32,5,0,5,10,0,21,564,17,659,41,29,10,3,21,23,10,3,28,4,39,141,16,274,23,15,4,4,14,12,0,6,21,4,22,96,12,176,722,301,235,95,435,371,127,172,380,90,458,2315,219,4397,101,64,32,14,62,49,17,36,72,13,36,143,2055,2449,4193,3451,1239,438,2168,1761,659,1109,4520,490,3269,16237,4005,33583,898,1376,247,8
UCL112016,3445,3810,1015,277,1632,1479,336,835,4614,346,3094,18976,1381,33442,44,40,20,6,36,27,8,14,54,5,50,287,14,498,164,56,43,17,79,77,20,29,82,22,76,350,28,767,58,17,18,12,38,33,3,17,31,9,36,134,11,298,65,9,15,14,43,36,6,16,25,9,34,121,9,285,0,4,6,4,6,6,3,3,0,5,9,89,3,112,17,24,0,4,25,10,8,3,19,5,30,470,17,593,13,10,8,0,14,5,0,3,20,0,21,243,3,309,14,20,4,0,31,17,0,0,12,0,29,794,18,916,14,21,0,0,4,3,3,3,23,0,14,159,7,230,9,15,6,0,16,8,3,0,25,0,29,272,13,386,414,215,128,52,292,222,60,95,297,52,317,2916,131,4386,79,44,26,12,47,48,5,29,50,8,26,160,1952,2296,3931,4068,1167,338,1968,1747,402,956,4956,410,3437,22048,3460,40127,1164,1994,363,4
UCL112017,5281,4101,1751,565,2050,2255,557,1211,4980,567,3899,20666,1528,38660,134,77,51,14,55,58,19,32,84,18,84,429,28,836,577,197,203,73,219,260,58,143,259,57,280,1118,70,2527,150,37,68,31,54,79,28,34,54,32,85,370,25,737,86,18,26,15,50,34,10,13,41,9,45,190,12,394,11,7,10,4,5,12,5,5,6,9,20,94,5,154,13,31,12,5,24,12,0,4,17,3,32,456,13,576,11,8,12,3,13,3,0,0,6,0,21,232,0,286,7,14,0,0,19,15,0,0,7,0,13,404,13,480,45,31,16,9,29,22,8,9,56,6,48,255,9,440,33,28,20,4,19,18,5,9,23,8,35,255,5,389,1073,443,414,147,491,531,132,250,553,146,654,3797,182,6827,156,60,39,13,71,71,16,42,68,26,66,210,1756,2303,6512,4601,2206,727,2611,2855,699,1505,5601,741,4622,24672,3464,47793,1357,1998,468,13
UCL112018,3416,3832,1030,331,1725,1536,434,792,3937,412,2693,15257,1364,28800,32,26,5,0,26,14,8,8,25,0,26,246,14,362,99,40,29,18,57,60,10,21,48,16,72,194,11,460,18,9,8,5,21,17,4,5,12,3,14,70,3,142,19,6,7,0,17,12,0,3,7,0,13,48,8,101,6,3,0,3,9,5,0,0,0,4,10,88,0,107,17,26,13,0,41,9,4,5,12,0,42,941,35,1094,7,3,0,0,5,0,3,0,0,0,6,411,6,437,3,6,6,0,19,0,0,0,9,0,7,700,10,757,10,14,0,3,3,10,0,0,13,0,15,75,5,123,5,9,4,0,5,4,0,0,7,0,12,125,0,155,212,139,70,30,193,123,33,40,134,33,209,2884,94,3736,100,50,34,14,45,48,13,19,48,11,40,131,2505,2879,3725,4024,1130,375,1965,1708,480,849,4121,454,2942,18271,3960,35415,937,1773,312,5
UCL112019,4472,5440,1481,371,2186,1833,550,1092,5209,482,3555,22918,1746,41189,55,41,23,5,30,28,16,19,56,5,38,347,13,543,182,84,42,19,91,73,25,51,74,15,90,298,29,726,53,23,29,18,20,33,9,13,38,11,36,147,13,310,43,9,20,4,26,16,0,7,12,7,23,102,6,196,26,18,10,0,45,22,15,5,34,0,96,911,25,1118,23,34,5,0,27,7,9,4,21,0,43,719,23,867,9,5,4,0,11,4,0,4,7,0,19,317,6,370,12,19,6,0,46,8,5,0,16,0,30,958,20,1100,17,27,12,0,9,9,0,0,29,4,23,118,0,210,15,20,3,0,14,12,3,0,20,0,26,338,15,437,431,289,151,47,323,217,78,110,302,40,420,4246,160,5889,104,63,35,44,44,48,11,32,75,8,63,179,2145,2605,5007,5792,1666,458,2557,2104,643,1233,5585,528,4039,27343,4053,49686,1466,2843,498,5
UCL113001,2152,1358,746,239,878,1131,274,588,1891,310,1492,7782,532,14914,51,32,16,6,17,27,6,19,46,11,42,213,9,374,149,47,55,27,59,99,14,34,74,26,74,303,27,708,48,19,20,8,14,20,3,10,25,7,26,152,13,280,15,4,8,7,15,10,6,0,13,4,13,57,4,113,0,0,0,0,3,0,0,0,0,0,3,16,0,25,4,7,0,4,7,8,6,3,16,0,12,167,19,231,0,0,0,0,0,3,0,0,7,0,6,69,5,91,7,5,0,0,12,5,0,0,0,0,9,122,3,157,14,11,5,0,11,6,0,0,16,0,19,140,3,205,10,3,3,0,3,11,0,0,8,4,7,63,3,104,304,126,118,52,140,192,36,70,208,57,208,1302,90,2293,82,30,40,46,35,61,18,30,66,8,89,94,995,1327,2545,1511,897,334,1054,1379,326,684,2168,378,1791,9184,1620,18532,534,599,193,0
UCL113002,1497,1007,482,151,594,606,189,337,1256,168,994,4701,382,9313,33,22,11,3,15,20,11,3,23,12,20,102,5,203,177,54,63,23,82,77,21,34,84,27,100,221,31,676,62,10,19,17,27,29,3,11,29,5,30,99,3,229,57,19,20,8,34,23,6,6,20,10,23,98,20,251,5,0,0,0,4,0,0,0,0,0,4,13,0,22,12,7,0,7,11,3,0,0,3,0,10,111,3,154,0,4,0,0,4,3,0,0,0,0,9,56,0,62,4,5,0,0,3,0,0,0,3,0,10,105,5,120,10,6,4,0,3,4,4,5,10,0,13,41,0,83,4,8,3,0,3,6,0,0,5,0,4,32,0,60,365,140,124,56,185,157,49,63,173,49,227,875,67,1870,48,26,10,15,26,24,6,17,19,5,19,115,835,1083,1904,1173,614,225,808,790,239,418,1452,221,1242,5691,1289,12263,399,436,106,0
UCL113003,2298,2002,555,164,1294,965,249,547,1980,222,1359,7479,752,15006,17,7,4,0,7,7,3,0,7,0,5,50,4,90,43,26,8,0,26,19,4,12,19,4,26,58,3,167,29,3,0,4,12,8,3,3,6,0,14,40,0,81,26,4,8,11,18,18,0,0,4,5,9,15,5,70,0,0,0,0,0,0,0,0,0,0,0,16,3,27,14,15,0,0,13,11,0,0,5,0,18,178,10,243,0,0,0,0,0,0,0,0,0,0,0,21,4,30,0,4,0,0,7,0,0,0,7,0,8,71,5,94,4,3,3,0,5,3,0,5,6,0,5,27,0,51,0,0,0,0,0,0,0,0,0,0,0,28,0,35,122,69,25,16,94,64,17,23,53,16,88,513,37,884,64,43,12,0,37,26,4,18,35,3,17,98,1327,1561,2486,2108,589,181,1427,1063,272,591,2073,235,1467,8089,2112,17456,580,916,146,4
UCL113004,490,475,208,42,151,237,41,122,602,63,514,4413,277,6683,20,24,12,8,0,6,3,9,13,4,21,199,12,301,60,43,32,8,16,28,7,8,61,7,75,427,20,677,29,17,3,5,6,15,0,4,18,3,33,404,10,495,6,8,3,7,0,4,5,0,3,0,17,283,6,327,0,0,0,0,4,0,0,0,0,0,3,44,0,56,5,3,0,0,3,0,0,3,3,0,13,98,6,123,5,3,9,0,0,3,0,0,4,0,7,110,4,124,0,0,0,0,0,0,0,0,5,0,0,47,0,50,22,34,12,0,0,9,0,6,29,4,27,580,13,695,7,6,3,0,4,3,0,0,7,0,6,67,5,105,155,141,75,27,40,66,20,27,144,23,192,2248,78,2959,12,5,0,0,0,0,0,0,7,0,3,45,829,894,656,622,287,69,187,306,60,153,752,80,715,6706,1180,10538,198,364,82,0
UCL113005,2114,1779,574,214,1037,960,303,563,2183,230,1609,7627,634,14895,26,16,4,0,6,13,5,10,26,3,13,75,5,155,68,30,24,10,43,55,15,21,43,8,35,90,3,286,27,12,6,8,14,18,0,6,8,3,17,36,4,108,10,0,0,0,3,3,3,0,0,0,3,29,0,43,0,0,0,0,0,0,0,0,0,0,0,18,0,17,7,7,0,0,12,5,0,0,3,0,4,94,9,133,3,3,3,0,3,0,0,0,0,0,4,35,4,52,0,4,0,0,6,9,0,0,4,0,3,106,0,127,6,3,0,5,5,0,0,8,7,0,10,37,4,67,8,4,0,0,0,3,0,0,3,0,5,38,0,54,152,78,44,26,81,105,24,45,95,21,104,556,36,1038,76,39,22,3,32,31,9,24,48,9,25,96,967,1227,2343,1899,642,244,1156,1100,332,632,2326,257,1739,8277,1637,17155,514,692,131,0
