UCL_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
UCL415048,825,2100,16,23,0,0,16,23,15,21,0,0,0,0,0,0,0,0,18,20,0,0,0,0,0,0,0,0,0,0,0,10,860,2159,51,..,912,2159
UCL415049,638,1553,68,103,0,0,70,112,28,44,0,0,0,0,0,0,0,0,28,44,0,0,0,0,0,0,0,3,0,3,3,7,736,1721,89,..,822,1721
UCL421001,458,916,30,43,4,6,38,47,0,0,0,0,0,0,0,0,0,0,0,0,47,61,5,14,0,0,3,8,59,83,7,5,560,1056,140,..,697,1056
UCL421002,194,408,5,4,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,10,197,430,237,..,436,430
UCL421003,320,853,12,11,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,331,874,28,..,359,874
UCL421004,358,734,52,68,0,0,51,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,409,800,113,..,522,800
UCL421005,325,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,4,0,0,330,686,34,..,364,686
UCL421006,224,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,667,8,..,233,667
UCL421007,281,567,0,7,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,5,0,3,0,0,7,15,0,4,293,594,338,..,627,594
UCL421008,320,681,63,122,0,0,63,122,3,6,0,0,0,0,0,0,0,0,3,6,3,10,0,0,0,0,4,7,10,22,3,3,398,834,117,..,520,834
UCL421009,290,672,12,16,0,0,12,16,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,307,696,49,..,353,696
UCL421010,215,580,4,5,0,0,4,5,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,221,583,16,..,240,583
UCL421011,257,515,10,16,0,0,10,16,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,267,532,46,..,308,532
UCL421012,252,520,12,10,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,264,541,59,..,323,541
UCL421013,336,907,4,15,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,349,924,29,..,377,924
UCL421014,247,622,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,257,637,19,..,281,637
UCL421015,222,536,8,11,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,548,35,..,267,548
UCL421016,176,489,3,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,494,9,..,186,494
UCL421017,174,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,477,11,..,187,477
UCL421018,461,1003,8,5,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,471,1014,41,..,511,1014
UCL421019,237,484,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,3,4,4,0,0,0,0,0,0,5,6,0,0,243,497,107,..,351,497
UCL421020,221,483,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,4,5,4,5,0,0,233,500,36,..,267,500
UCL421021,199,440,15,22,0,0,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,5,219,474,44,..,259,474
UCL421022,397,931,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,932,29,..,432,932
UCL421023,271,675,9,11,0,0,9,11,3,8,0,0,0,0,0,0,0,0,3,8,27,74,0,0,0,0,0,0,25,76,5,6,314,781,27,..,336,781
UCL421024,333,691,3,7,0,0,3,7,5,4,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,11,3,13,3,5,347,719,73,..,421,719
UCL421025,349,705,4,4,0,0,0,5,6,5,0,0,0,0,0,0,0,0,6,5,22,25,0,0,0,0,0,0,22,25,0,0,373,737,64,..,438,737
UCL421026,315,637,6,12,0,0,6,12,6,0,0,0,0,0,0,0,0,0,6,0,4,8,0,0,0,0,0,14,8,26,0,0,332,676,54,..,383,676
UCL421027,212,509,0,3,0,3,4,8,21,30,0,0,0,0,0,0,0,0,21,30,5,4,0,0,0,0,0,0,5,4,5,10,247,557,24,..,271,557
UCL421028,171,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,508,12,..,183,508
UCL421029,205,424,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,208,427,53,..,262,427
UCL421030,249,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,11,12,6,3,264,504,47,..,313,504
UCL421031,274,569,8,6,3,5,11,11,4,5,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,287,589,204,..,486,589
UCL421032,224,512,16,26,0,0,16,26,3,8,0,0,0,0,0,0,0,0,3,8,3,3,4,10,0,0,0,0,10,8,0,0,250,552,56,..,305,552
UCL421033,93,498,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,4,12,6,5,102,513,18,..,115,513
UCL421034,444,923,17,32,0,6,20,33,13,13,0,0,0,0,0,0,0,0,13,13,0,3,0,0,0,0,0,0,4,3,0,0,477,972,120,..,604,972
UCL421035,313,645,22,29,0,0,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,10,0,0,341,685,45,..,382,685
UCL421036,311,923,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,935,23,..,336,935
UCL421037,354,753,5,8,0,0,5,8,10,8,0,0,0,0,0,0,0,0,10,8,0,11,0,12,0,0,0,0,8,18,0,6,375,797,158,..,532,797
UCL421038,326,859,18,25,0,0,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,877,12,..,359,877
UCL421039,231,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,617,15,..,244,617
UCL421040,208,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,5,0,0,207,611,11,..,217,611
UCL421041,189,429,7,8,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,206,449,52,..,252,449
UCL421042,325,666,18,24,0,0,18,24,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,7,5,7,0,0,349,701,38,..,387,701
UCL421043,282,560,9,12,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,5,7,0,0,302,574,51,..,348,574
UCL422001,87,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,96,248,14,..,99,248
UCL422002,75,373,8,10,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,385,16,..,103,385
UCL422003,130,234,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,136,245,105,..,243,245
UCL422004,112,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,15,18,129,227,376,..,503,227
UCL422005,86,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,7,0,0,93,189,111,..,205,189
UCL422006,179,333,11,14,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,190,354,27,..,219,354
UCL422007,111,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,116,203,233,..,351,203
UCL422008,146,354,26,49,0,0,26,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,404,11,..,182,404
UCL422009,107,211,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,110,214,43,..,159,214
UCL422010,133,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,339,14,..,152,339
UCL422011,109,196,0,9,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,5,6,0,0,110,212,31,..,147,212
UCL422012,189,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,191,447,19,..,209,447
UCL422013,108,291,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,298,0,..,112,298
UCL422014,81,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,185,11,..,92,185
UCL422015,186,327,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,3,0,3,190,336,186,..,372,336
UCL422016,68,154,4,9,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,11,16,0,0,80,174,15,..,96,174
UCL422017,86,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,9,9,0,0,97,177,150,..,247,177
UCL422018,85,160,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,96,179,12,..,111,179
UCL422019,222,410,9,12,0,0,9,12,4,3,0,0,0,0,0,0,0,0,4,3,10,6,3,3,0,0,0,3,9,19,0,0,243,442,216,..,459,442
UCL422020,132,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,5,11,0,0,132,285,72,..,202,285
UCL422021,88,176,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,98,192,34,..,129,192
UCL422022,61,329,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,331,6,..,71,331
UCL422023,110,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,248,24,..,138,248
UCL422024,53,229,6,13,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,241,7,..,68,241
UCL422025,146,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,7,13,0,0,152,299,25,..,177,299
UCL422026,147,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,395,8,..,157,395
UCL422027,30,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,33,59,72,..,104,59
UCL422028,95,204,3,10,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5,3,0,3,105,226,27,..,135,226
UCL422029,58,262,9,17,0,0,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,277,14,..,76,277
UCL422030,142,278,5,6,0,0,5,6,10,8,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,3,8,3,8,0,0,154,293,85,..,239,293
UCL422031,132,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,289,22,..,156,289
UCL422032,106,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,296,12,..,118,296
UCL422033,83,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,14,20,0,4,97,221,11,..,108,221
UCL422034,127,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,290,12,..,141,290
UCL422035,149,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,151,423,13,..,165,423
UCL422036,193,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,428,25,..,224,428
UCL422037,111,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,282,10,..,121,282
UCL422038,108,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,109,238,13,..,122,238
UCL422039,102,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,198,90,..,194,198
UCL422040,112,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,6,0,0,118,221,149,..,265,221
UCL422041,141,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,140,295,239,..,379,295
UCL422042,139,259,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,264,79,..,219,264
UCL422043,71,125,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,5,0,0,78,129,94,..,171,129
UCL422044,135,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,5,142,274,265,..,410,274
UCL422045,233,421,8,11,0,0,8,11,11,19,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0,0,0,0,0,0,0,0,256,459,403,..,657,459
UCL422046,172,349,7,9,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,5,0,0,187,368,25,..,206,368
UCL422047,69,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,138,85,..,154,138
UCL422048,163,314,6,4,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,166,322,45,..,211,322
UCL422049,120,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,4,8,0,0,120,265,66,..,183,265
UCL422050,83,180,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,181,18,..,108,181
UCL422051,170,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,364,12,..,187,364
UCL422052,221,406,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,3,4,0,0,228,418,229,..,456,418
UCL422053,89,146,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,4,7,10,4,4,105,165,198,..,303,165
UCL422054,98,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,203,7,..,109,203
UCL422055,144,289,7,5,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,155,296,25,..,179,296
UCL422056,116,247,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,249,23,..,138,249
UCL422057,130,343,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,135,351,11,..,145,351
UCL422058,87,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,196,30,..,123,196
UCL422059,166,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,174,398,23,..,196,398
UCL422060,103,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,105,189,36,..,140,189
UCL422061,65,110,6,4,0,0,3,5,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,73,119,116,..,191,119
UCL422062,69,199,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,68,202,0,..,68,202
UCL422063,63,266,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,3,67,276,12,..,84,276
UCL431001,50354,127840,321,780,50,121,373,902,29,49,46,52,0,5,3,11,20,49,104,169,275,517,251,402,41,89,94,224,664,1224,286,550,51767,130687,17024,..,68796,130687
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
UCL499994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
UCL501001,582882,1589002,79026,148105,30958,62484,109986,210592,18883,30468,14370,22805,16121,26200,9300,16017,735,1509,59408,96994,851,1188,927,1305,66,126,355,714,2198,3329,744,1425,755215,1901339,70264,..,825485,1901339
UCL511001,23878,61713,2775,4318,438,802,3206,5124,450,682,104,160,15,27,32,53,9,12,610,933,133,185,90,135,12,7,12,20,238,350,50,87,27979,68201,2864,..,30845,68201
UCL512001,10806,26056,910,1319,98,146,1006,1461,45,60,0,0,0,0,0,0,18,39,59,99,27,41,67,96,0,0,3,4,99,142,18,36,11993,27786,1728,..,13723,27786
UCL512002,9111,22350,989,1486,123,233,1110,1722,12,21,0,0,17,26,0,0,20,47,47,85,42,59,100,136,3,6,13,30,152,232,17,42,10445,24428,2153,..,12599,24428
UCL512003,10202,25598,1225,1953,285,571,1512,2522,198,315,15,14,0,3,0,0,9,10,224,342,27,45,16,20,16,24,13,19,74,111,27,60,12033,28635,1781,..,13817,28635
UCL512004,8106,21815,1369,2540,202,447,1569,2985,127,201,0,0,0,0,0,0,3,6,125,205,34,51,101,151,0,0,16,24,148,225,18,37,9972,25265,1686,..,11661,25265
UCL513001,3469,10445,472,984,222,429,695,1407,118,261,0,0,0,0,0,0,3,10,124,268,142,286,4,9,14,30,18,40,182,360,63,111,4532,12592,722,..,5250,12592
UCL513002,3269,7817,373,589,40,67,413,658,89,111,0,0,0,0,0,0,0,0,90,112,21,35,4,8,0,0,4,8,32,48,29,66,3828,8703,772,..,4604,8703
UCL513003,4015,12152,534,1093,142,246,676,1342,91,141,30,46,40,73,137,198,0,0,298,465,41,74,15,22,0,4,7,12,60,113,13,34,5062,14104,1240,..,6307,14104
UCL513004,3347,9715,642,1436,249,604,883,2038,258,395,116,178,75,123,0,0,0,0,453,694,29,56,15,27,4,0,17,46,65,127,18,32,4766,12611,1462,..,6224,12611
UCL513005,3629,9856,77,130,17,27,97,154,0,0,0,0,0,0,0,0,0,11,7,8,0,0,0,0,0,0,0,0,0,0,4,3,3737,10024,428,..,4164,10024
UCL514001,2589,6012,106,159,0,0,106,159,104,149,0,0,0,0,0,0,0,0,104,149,11,21,0,0,0,0,0,4,15,26,6,14,2819,6368,402,..,3215,6368
UCL514002,2214,5539,168,391,70,160,241,553,20,36,0,0,0,3,0,0,0,0,25,39,0,0,0,0,0,0,0,0,0,0,9,20,2480,6150,1672,..,4151,6150
UCL514003,2351,6012,125,202,82,148,207,347,4,4,0,0,0,0,0,0,0,5,3,5,0,0,16,52,0,0,0,0,16,52,17,33,2596,6458,525,..,3124,6458
UCL514004,2297,5462,128,194,11,14,136,216,16,21,0,0,0,0,0,0,0,3,12,25,17,27,12,17,0,0,0,0,30,44,8,13,2484,5758,444,..,2929,5758
UCL515001,474,925,37,45,16,19,49,65,4,9,0,0,0,0,0,0,0,0,4,9,0,0,5,4,0,0,0,7,8,16,6,3,547,1013,459,..,1007,1013
UCL515002,485,1127,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,3,0,0,0,0,12,17,0,0,498,1148,196,..,695,1148
UCL515003,879,1930,51,67,0,0,51,67,7,7,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,3,0,3,5,4,947,2011,199,..,1145,2011
UCL515004,717,1921,6,9,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,1925,58,..,775,1925
UCL515005,844,2092,55,80,0,0,55,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,2175,69,..,971,2175
UCL515006,1106,2753,183,288,28,42,207,329,41,46,0,0,0,0,0,0,0,0,41,46,57,98,0,8,7,10,4,0,67,127,12,22,1440,3278,383,..,1819,3278
UCL515007,627,1756,16,26,0,0,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,10,648,1795,106,..,751,1795
UCL515008,328,1032,7,15,10,23,15,36,6,10,24,38,0,0,0,0,0,0,25,42,0,4,0,0,0,4,0,0,3,13,3,7,388,1123,126,..,507,1123
UCL515009,1096,2342,59,89,0,0,59,89,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,8,0,0,4,15,0,0,1167,2445,275,..,1443,2445
UCL515010,697,1886,82,127,0,0,78,126,0,0,0,0,0,0,0,0,0,0,0,0,18,32,0,0,0,6,4,15,25,51,11,23,819,2084,306,..,1126,2084
UCL515011,993,2391,38,65,0,0,38,65,5,5,0,0,0,0,0,0,0,0,5,5,0,8,0,0,0,0,0,0,7,14,6,3,1044,2472,113,..,1153,2472
UCL515012,746,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,2017,76,..,823,2017
UCL515013,826,2250,18,40,8,21,25,53,50,75,0,0,0,0,0,0,0,0,50,75,67,151,7,15,0,5,11,42,87,215,5,12,992,2602,240,..,1236,2602
UCL515014,265,739,42,78,9,13,47,89,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,3,3,0,5,8,13,6,8,326,856,62,..,384,856
UCL515015,988,2375,72,125,9,29,83,153,0,5,0,0,0,0,0,0,0,0,0,5,13,18,0,0,0,0,3,0,9,14,0,3,1084,2554,124,..,1212,2554
UCL515016,587,1261,25,47,5,9,25,57,4,9,0,0,0,0,0,0,0,0,4,9,4,11,0,5,0,0,0,0,7,15,6,5,639,1341,587,..,1221,1341
UCL515017,368,811,45,88,20,36,72,120,0,0,0,0,0,0,0,0,0,3,0,3,19,38,0,9,4,3,0,0,27,48,9,30,479,1018,230,..,708,1018
UCL515018,508,1278,47,80,12,16,61,96,12,17,0,0,0,0,0,0,0,0,12,17,0,3,0,0,0,0,0,0,0,3,3,3,580,1393,142,..,725,1393
UCL515019,1175,2997,121,207,4,3,126,215,5,7,0,0,0,0,0,0,0,0,5,7,0,3,0,0,0,0,0,0,5,9,6,12,1313,3231,203,..,1515,3231
UCL515020,821,2476,192,446,28,73,222,520,117,261,0,0,0,0,0,0,0,0,117,261,121,190,4,3,0,3,37,90,159,286,23,49,1336,3587,324,..,1660,3587
UCL515021,556,1408,32,40,0,0,32,40,0,0,0,0,0,0,0,0,0,0,0,0,14,18,39,56,0,0,0,0,57,70,0,4,645,1522,67,..,716,1522
UCL515022,1457,3475,189,229,4,0,189,231,18,24,0,0,0,0,0,0,0,0,18,24,0,3,0,0,0,5,0,0,3,9,18,16,1677,3754,233,..,1909,3754
UCL515023,859,1930,40,61,0,0,43,58,3,5,0,0,0,0,0,0,0,0,3,5,8,3,0,0,0,0,0,0,8,3,0,0,909,2004,222,..,1129,2004
UCL515024,505,1176,49,74,0,0,49,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,8,12,3,14,572,1272,156,..,724,1272
UCL515025,659,1534,26,46,0,0,26,46,4,9,0,0,0,0,0,0,0,0,3,7,3,0,8,12,0,0,0,0,15,20,0,0,706,1601,119,..,820,1601
UCL515026,748,2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,2122,49,..,803,2122
UCL515027,1317,2944,133,181,0,0,133,181,6,10,0,0,0,0,0,0,0,0,6,10,4,3,0,0,0,0,3,8,7,14,4,4,1465,3153,281,..,1744,3153
UCL515028,1213,3370,35,46,18,28,52,78,28,45,0,0,0,0,0,0,0,0,28,45,0,3,0,0,0,0,0,0,0,3,3,8,1305,3495,969,..,2276,3495
UCL515029,322,793,11,14,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,338,808,183,..,518,808
UCL515030,1193,3081,162,244,0,0,162,244,4,0,0,0,0,0,0,0,0,0,6,4,27,36,8,17,4,3,0,0,39,60,5,7,1406,3398,157,..,1561,3398
