UCL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
UCL122133,35,0,0,33,0,72,11,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,21,0,24,0,0,0,0,0,0,10,0,0,26,0,40,5,0,0,0,0,5,0,0,0,3,0,4,66,0,0,64,0,127
UCL122134,55,0,0,0,0,55,66,0,0,0,0,66,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,136
UCL122135,20,0,0,0,0,25,18,0,0,0,0,22,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,10,0,0,0,0,13,0,0,0,0,0,0,22,6,0,0,0,34,0,0,0,0,0,3,5,0,0,0,0,9,63,8,0,6,6,78
UCL122136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,38,0,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,41,0,3,0,0,42
UCL122137,62,0,0,0,0,62,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,14,0,0,0,0,14,4,0,0,0,0,6,0,0,0,0,0,3,27,0,7,0,0,32,4,0,0,0,0,4,6,0,0,0,0,6,106,0,7,0,0,116
UCL122138,69,0,0,0,0,72,36,0,0,0,0,36,11,0,0,0,0,11,4,0,0,0,0,4,5,0,3,0,0,4,20,0,0,0,0,20,4,0,0,0,0,4,0,0,3,0,0,3,30,0,6,0,0,41,0,0,0,0,0,0,4,0,0,0,0,4,147,0,6,0,0,156
UCL122139,58,0,0,0,0,58,38,0,0,0,0,38,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,111
UCL122140,43,0,0,0,0,43,21,0,0,0,0,21,5,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,3,71
UCL122141,45,0,0,0,0,45,71,0,0,0,0,71,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,137,0,0,0,0,141
UCL122142,27,0,0,0,0,30,30,0,0,0,0,33,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,19,0,0,0,0,0,0,4,0,0,0,0,4,81,0,0,4,0,85
UCL122143,30,4,0,0,0,35,21,0,0,0,0,22,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,69,4,0,0,0,73
UCL122144,70,0,0,0,0,69,44,0,0,0,0,46,16,4,9,0,0,27,0,0,0,0,0,0,0,3,0,0,0,3,22,0,6,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,36,8,8,0,0,55,0,0,0,0,0,0,6,0,0,0,0,6,155,8,8,0,0,171
UCL122145,67,0,0,0,0,64,16,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,4,102,0,0,0,0,109
UCL122146,65,0,0,0,0,70,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,15,3,0,0,0,0,3,3,0,0,0,0,3,106,0,0,0,0,107
UCL122147,44,0,0,0,0,43,21,0,0,0,0,22,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,3,93,0,0,4,0,95
UCL122148,62,0,0,0,0,62,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,14,5,0,0,0,0,5,6,0,0,0,0,6,91,0,0,0,0,91
UCL122149,55,0,0,0,0,58,46,0,0,0,0,46,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,4,0,0,0,0,4,7,0,0,0,0,7,131,0,0,0,0,129
UCL122150,62,0,0,0,0,61,92,4,0,0,0,91,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,5,0,0,0,0,5,170,3,0,0,0,171
UCL122151,61,0,0,5,0,67,33,0,0,0,0,29,5,0,0,0,0,9,0,0,3,0,0,4,3,0,0,0,0,3,7,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,23,0,3,0,0,26,0,0,0,0,0,0,3,0,0,0,0,3,118,4,3,9,0,127
UCL122152,88,0,0,0,0,85,34,0,0,0,0,34,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,19,3,0,0,0,0,3,3,0,0,0,0,3,132,3,0,0,0,136
UCL122153,71,0,0,0,0,70,52,0,0,0,0,52,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,140,0,0,0,0,141
UCL122154,69,0,0,0,0,68,63,0,0,0,0,69,11,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,22,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,151,0,7,4,0,160
UCL122155,83,0,0,5,0,82,61,0,0,0,0,65,12,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,31,6,0,0,0,38,8,0,0,0,0,8,4,0,0,0,3,9,183,11,0,4,3,198
UCL122156,79,0,0,0,0,77,57,0,0,0,0,63,7,0,3,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,23,0,7,0,0,28,5,0,0,0,0,5,0,0,0,0,0,4,161,0,8,0,0,169
UCL122157,47,0,0,0,0,47,62,0,0,0,0,62,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,122
UCL122158,38,0,0,0,0,41,18,0,0,0,0,18,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,4,0,0,0,0,8,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,89
UCL131001,88102,440,199,1245,560,90545,64348,296,113,263,172,65193,9025,187,104,38,71,9423,148,9,9,0,10,172,362,17,8,0,4,400,10874,79,123,193,134,11400,2879,36,26,263,116,3326,188,3,0,15,6,216,23484,327,264,524,342,24935,7982,65,102,197,159,8507,3225,21,22,136,85,3491,187132,1151,692,2365,1315,192660
UCL179997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL199994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL201001,384975,69254,37981,1118,289,493621,465538,84272,56274,644,319,607042,166756,87875,137475,1654,546,394316,11233,9577,12144,8,31,32995,1871,2057,3554,20,40,7538,38013,15065,16319,560,176,70128,5844,1737,1702,914,89,10287,1164,534,593,26,22,2340,224871,116854,171787,3185,901,517594,12824,8600,6086,147,60,27717,14644,4254,3591,120,123,22723,1102854,283230,275722,5212,1691,1668713
UCL203001,11906,1182,202,16,12,13320,12540,800,94,15,15,13464,7259,2071,571,10,21,9928,861,462,68,0,3,1390,140,152,37,0,3,336,1556,335,85,8,9,1988,122,38,13,5,3,178,47,20,0,0,0,67,9979,3077,778,23,38,13889,426,154,14,4,4,604,422,127,23,0,6,578,35271,5345,1102,57,72,41851
UCL203002,12311,594,55,38,19,13014,12964,372,45,8,21,13408,6114,1392,166,14,10,7690,858,405,81,0,0,1344,216,117,24,0,0,354,1943,227,38,7,12,2224,148,17,8,9,0,182,47,11,7,0,0,59,9319,2167,310,30,27,11858,408,49,5,0,0,465,434,70,10,0,4,524,35439,3246,429,81,75,39271
UCL203003,19374,1707,382,111,14,21589,21657,1366,329,9,18,23388,11159,3219,1228,34,28,15669,1502,844,107,0,0,2456,278,330,67,5,9,680,2520,584,157,20,21,3298,243,89,22,119,6,472,81,46,5,0,0,133,15777,5110,1586,168,63,22705,638,401,26,51,7,1114,747,185,41,5,0,985,58195,8772,2368,343,101,69783
UCL211001,3989,204,23,5,0,4225,4700,129,22,0,7,4858,2485,668,146,3,0,3306,584,202,53,0,0,848,43,15,6,0,0,62,541,94,17,6,0,656,218,15,0,0,0,238,20,12,0,0,0,30,3884,1010,224,11,0,5140,101,11,3,0,0,125,233,78,5,30,7,357,12911,1437,282,47,15,14696
UCL211002,4711,459,11,0,0,5188,11069,449,26,0,14,11554,4932,664,31,0,4,5635,188,121,0,0,0,314,60,49,0,0,0,115,890,91,9,0,0,987,118,51,0,0,0,170,38,14,0,0,0,51,6225,988,41,10,4,7272,156,29,3,0,0,194,403,44,0,0,0,446,22565,1978,86,10,21,24655
UCL212001,1994,177,10,17,0,2194,3626,120,0,0,0,3752,851,289,0,5,4,1146,135,25,36,0,0,194,15,50,4,0,0,68,239,53,15,0,0,303,18,5,10,9,0,44,5,8,0,0,0,15,1263,432,58,12,3,1772,131,16,0,0,0,146,81,9,3,0,0,95,7093,751,71,36,4,7964
UCL212002,1835,160,0,33,0,2028,1535,60,0,5,4,1608,679,238,14,0,0,928,203,151,0,0,0,351,24,7,0,0,0,31,241,43,0,4,5,292,22,5,0,4,0,36,3,0,0,0,0,4,1175,445,10,3,3,1644,62,29,0,0,0,95,87,39,0,0,0,123,4688,745,15,47,10,5505
UCL212003,3605,310,137,35,11,4105,3808,148,59,6,0,4018,2037,551,461,7,7,3077,336,175,104,0,0,624,55,19,57,0,0,139,730,129,90,3,11,958,124,18,27,15,0,189,28,12,16,0,0,64,3320,908,767,32,21,5046,194,38,60,3,3,307,235,45,34,3,7,329,11179,1450,1060,81,41,13808
UCL212004,3229,169,22,5,0,3430,2865,115,9,0,0,2986,903,133,26,5,0,1067,24,21,0,0,0,45,21,0,0,0,0,21,251,32,9,0,0,291,19,0,0,0,0,21,9,0,0,0,0,8,1228,186,27,8,0,1443,115,9,0,0,0,121,110,9,5,0,0,122,7544,484,62,12,0,8107
UCL212005,5261,375,6,102,8,5745,5693,135,3,7,5,5850,2497,938,12,8,0,3460,576,209,10,4,0,803,118,62,25,14,0,215,910,130,3,16,7,1057,154,55,0,30,7,243,48,18,0,3,0,75,4301,1416,53,68,13,5856,224,74,0,87,0,391,301,75,0,20,3,400,15787,2076,58,285,31,18240
UCL212006,3763,198,261,0,0,4225,6245,94,207,0,0,6540,1571,212,392,0,0,2176,62,13,47,0,0,123,17,12,16,0,0,44,372,20,70,0,0,460,22,0,4,0,0,22,7,0,3,0,0,14,2048,257,533,0,0,2838,73,23,17,0,0,112,115,14,21,0,0,150,12243,580,1033,0,4,13864
UCL212007,2529,167,16,0,8,2715,3169,125,7,0,0,3304,1054,201,21,0,0,1281,0,3,0,0,0,3,4,0,0,0,0,4,285,32,8,0,0,322,21,0,0,6,0,25,0,0,0,0,0,3,1363,239,22,6,4,1637,152,40,0,0,0,191,60,8,0,0,0,78,7272,581,49,6,12,7922
UCL212008,3324,128,252,53,4,3759,3893,72,64,8,8,4038,1278,183,370,0,0,1842,199,15,125,0,0,333,27,13,25,0,0,67,374,24,46,3,0,452,38,0,17,11,0,68,11,0,4,0,0,19,1927,230,592,17,3,2779,59,53,32,3,0,145,119,6,31,0,0,167,9326,496,975,75,17,10889
UCL212009,4343,391,69,8,9,4808,3801,199,63,0,0,4066,1494,587,226,16,3,2328,369,124,73,0,0,567,48,31,42,0,0,128,517,129,55,0,4,701,42,16,18,5,0,92,16,5,8,0,0,24,2490,888,424,23,6,3838,111,71,43,0,0,228,138,29,14,0,4,188,10876,1584,622,38,19,13131
UCL213001,1976,190,10,15,0,2187,1452,47,3,0,0,1507,667,201,30,4,0,908,145,83,12,0,0,235,49,48,4,0,0,102,293,37,3,0,0,340,14,10,0,0,0,29,8,9,0,0,0,20,1179,383,54,11,4,1631,65,72,0,0,0,139,106,31,0,0,0,140,4776,723,70,26,11,5602
UCL213002,1998,60,0,4,6,2061,1281,22,0,0,0,1304,428,47,0,3,0,485,59,76,0,0,0,138,25,6,0,0,0,35,226,13,5,3,0,245,18,0,0,7,0,17,3,0,0,0,0,3,755,148,0,14,3,921,42,3,0,0,0,48,71,3,0,0,0,72,4144,234,11,21,7,4414
UCL213003,1821,129,0,11,0,1962,1505,29,0,7,3,1544,504,183,0,6,0,696,148,69,3,0,0,224,26,21,0,0,0,43,227,34,0,0,0,268,22,14,0,26,0,62,9,9,0,0,0,17,940,328,3,34,3,1310,38,24,0,3,0,64,72,32,0,3,0,109,4380,549,0,50,8,4985
UCL213004,1777,97,57,41,0,1969,2141,60,29,0,0,2227,698,107,85,0,0,891,46,3,24,0,0,72,9,0,0,0,0,7,164,10,21,0,0,192,7,0,0,22,0,31,9,4,0,0,0,11,924,125,132,22,0,1202,52,3,0,4,0,63,75,4,3,0,0,92,4971,291,219,70,4,5553
UCL213005,2426,122,25,0,0,2577,2340,25,0,0,0,2361,967,86,0,4,0,1055,9,5,0,0,0,15,10,0,0,0,0,8,195,8,3,0,0,206,11,6,0,0,0,16,8,0,0,0,0,6,1199,106,0,4,0,1309,103,4,0,0,0,110,70,4,0,0,0,78,6142,259,29,4,0,6438
UCL213006,1116,118,4,0,0,1244,1717,76,10,0,0,1793,298,104,12,0,0,412,14,20,0,0,0,31,9,10,4,0,0,18,89,43,0,0,0,131,0,0,0,0,0,4,0,0,0,0,0,0,403,182,16,0,0,601,26,4,0,0,0,30,28,3,0,0,0,30,3284,381,33,0,0,3698
UCL213007,2329,70,51,9,0,2461,2102,15,13,0,3,2127,938,125,179,4,0,1239,176,65,45,0,0,287,12,5,18,0,0,36,246,19,28,0,0,289,25,4,12,6,0,36,6,4,5,0,0,14,1397,220,281,3,0,1904,75,29,11,0,0,115,86,15,13,0,0,112,5991,345,366,11,6,6719
UCL213008,1423,204,8,0,0,1639,2541,109,0,0,0,2651,736,207,17,0,5,969,26,0,0,0,0,28,22,9,15,0,0,43,172,30,0,0,0,198,18,11,4,0,0,37,9,0,0,0,0,11,979,262,37,0,5,1283,48,15,0,0,0,69,49,10,0,0,0,57,5048,595,48,0,10,5695
UCL213009,1580,104,0,0,0,1691,1901,58,0,0,0,1956,549,69,0,0,0,625,22,6,0,0,0,27,5,4,0,0,0,14,158,26,0,0,0,186,11,0,0,0,0,12,8,0,0,0,0,8,752,108,0,0,0,863,30,37,0,0,0,66,44,14,0,0,0,57,4305,320,0,0,0,4635
UCL213010,2234,196,23,8,5,2469,1819,72,15,0,0,1899,726,278,126,0,0,1132,242,167,44,0,0,447,49,28,6,0,0,84,302,48,18,4,0,368,27,13,0,14,0,56,7,12,4,0,0,22,1345,545,198,16,0,2102,51,60,3,0,0,106,119,38,8,5,0,177,5565,906,244,33,6,6756
UCL213011,1949,67,84,0,0,2102,1373,20,31,0,0,1421,864,118,233,3,0,1218,167,81,24,0,0,275,49,23,11,0,0,87,266,15,10,0,0,294,26,4,6,0,0,41,15,0,7,0,0,23,1392,250,295,0,0,1946,37,7,9,0,0,53,153,23,12,0,0,190,4908,366,424,3,7,5712
UCL213012,1628,87,12,16,0,1744,1264,29,3,0,4,1301,422,136,26,6,0,582,135,76,3,0,0,214,12,6,0,0,0,18,221,37,3,3,0,262,20,12,3,6,0,39,4,4,0,0,0,10,812,269,35,14,0,1129,48,3,0,0,0,54,65,11,0,0,0,79,3815,399,55,32,7,4303
UCL213013,1820,84,82,27,4,2021,1587,49,21,0,3,1667,869,197,214,4,0,1285,135,51,24,0,0,211,12,11,13,0,0,38,177,23,21,0,4,225,121,4,4,0,0,135,8,3,0,0,0,15,1324,289,274,6,0,1896,41,10,7,3,0,66,70,11,9,0,0,93,4838,445,396,35,17,5733
UCL213014,1340,84,34,5,0,1467,1230,22,13,3,0,1265,424,142,188,0,0,758,128,39,55,0,0,210,20,4,20,0,0,45,229,49,17,0,6,299,23,10,0,10,0,47,5,4,4,0,0,9,830,243,279,10,3,1366,53,10,3,0,0,68,54,12,14,0,0,79,3509,368,336,20,9,4246
UCL213015,803,68,0,0,0,873,2626,137,4,0,4,2767,718,112,3,0,0,834,11,0,0,0,0,11,7,6,0,0,0,8,126,12,0,0,0,142,16,0,0,0,0,19,4,0,0,0,0,4,884,135,4,0,0,1019,36,5,0,0,0,41,73,4,0,0,0,78,4423,349,7,0,4,4780
UCL213016,2817,174,0,10,0,3008,2363,81,0,0,0,2443,908,444,0,3,0,1360,249,116,5,0,0,362,23,49,0,0,0,69,312,83,0,3,0,407,24,15,0,5,0,47,7,10,0,0,0,12,1525,714,5,12,0,2255,62,29,0,0,0,84,164,133,0,0,0,297,6928,1123,5,28,9,8087
UCL213017,2309,104,102,155,0,2675,2649,31,31,6,0,2716,901,134,77,0,4,1119,111,68,14,0,0,198,7,0,5,0,0,16,233,38,21,0,0,291,23,0,5,3,0,33,5,0,0,0,0,12,1283,242,129,6,4,1666,50,4,42,27,0,121,71,3,4,0,3,83,6358,389,318,189,8,7264
UCL213018,1375,154,3,47,0,1580,907,40,4,0,0,949,338,159,3,3,0,507,49,47,0,0,0,94,4,8,0,0,0,13,127,42,4,3,0,164,14,0,0,4,0,20,4,0,0,0,0,5,531,253,9,5,0,801,32,11,0,3,0,47,42,14,0,0,0,64,2891,469,13,62,0,3437
UCL214001,1099,64,0,3,0,1172,820,15,0,3,0,843,385,107,3,6,4,503,65,36,0,0,0,97,3,6,0,0,0,8,136,18,0,4,0,158,32,5,0,0,0,38,0,3,0,0,0,3,622,172,3,12,3,815,35,20,0,0,0,56,54,14,0,0,0,72,2625,293,11,17,7,2950
UCL214002,544,18,3,0,0,564,1127,19,0,0,0,1147,134,35,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,41,5,0,0,0,44,4,0,0,0,0,3,0,0,0,0,0,0,181,40,0,0,0,221,14,0,0,0,0,14,9,0,0,0,0,9,1873,83,3,0,0,1961
UCL214003,1633,109,0,7,4,1756,1043,39,0,5,4,1089,463,249,0,4,0,714,136,76,0,0,0,214,12,13,0,0,0,26,147,30,0,0,0,178,13,10,0,0,0,23,7,4,0,0,0,15,775,382,6,4,0,1168,39,27,0,0,0,71,89,27,0,25,0,137,3580,583,9,34,7,4212
UCL214004,875,22,0,3,0,902,552,11,0,4,3,570,305,62,0,0,0,365,74,39,0,0,0,115,11,22,0,0,0,28,119,7,0,0,0,125,16,5,0,6,0,30,5,3,0,0,0,9,532,130,0,5,0,673,24,0,0,0,0,26,48,12,0,0,0,63,2037,175,3,16,5,2235
UCL214005,166,10,0,0,0,178,138,7,3,0,0,147,14,11,0,0,0,28,4,3,0,0,0,10,0,0,0,0,0,0,19,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,38,23,0,0,0,62,5,0,0,0,0,5,12,7,0,0,0,15,353,42,0,0,0,405
UCL214006,1152,168,20,6,3,1348,566,30,16,0,5,620,422,73,24,0,0,515,6,6,21,0,0,30,0,3,13,0,0,21,124,17,4,0,0,144,4,3,3,3,3,14,3,0,0,0,0,3,547,103,64,3,5,729,48,17,4,0,0,71,58,15,5,0,0,72,2377,331,111,7,9,2836
UCL214007,303,23,0,0,0,320,1036,77,0,0,0,1114,281,45,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,53,6,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,334,56,0,0,0,386,11,0,0,0,0,11,27,0,0,0,0,24,1704,151,0,0,0,1862
UCL214008,1619,47,13,4,0,1679,1217,16,3,0,0,1243,366,96,54,0,0,519,121,13,15,0,0,151,11,22,0,0,0,33,216,24,0,0,3,242,22,9,0,15,0,46,9,11,0,0,0,16,743,176,72,15,3,1005,51,17,0,0,3,73,67,6,0,0,0,81,3698,265,90,16,10,4072
UCL214009,1188,95,3,38,5,1319,1348,46,7,0,3,1394,233,61,4,0,0,299,42,44,0,0,0,87,14,12,0,0,0,28,106,12,0,0,0,122,3,0,0,3,0,11,4,4,0,0,0,7,402,130,5,9,0,547,28,9,0,0,0,42,35,3,0,0,0,38,3003,285,11,42,4,3348
UCL214010,1270,95,4,0,0,1368,576,28,0,0,0,597,247,43,0,0,0,289,5,32,0,0,0,37,0,8,0,0,0,16,97,8,0,0,0,107,7,0,0,0,0,3,0,0,0,0,0,0,359,96,3,0,0,461,24,4,0,0,0,30,24,12,0,0,0,31,2256,227,9,0,0,2493
UCL214011,833,182,9,0,0,1023,1343,39,5,0,0,1394,390,58,11,0,0,458,16,21,0,0,0,36,0,0,0,0,0,0,104,16,0,0,0,124,9,6,0,7,0,25,0,0,0,0,0,5,525,107,10,7,0,648,35,70,0,0,0,107,43,20,0,0,0,63,2780,408,23,14,6,3231
UCL214012,953,86,7,0,0,1050,712,10,0,0,0,725,244,120,9,0,0,366,52,29,0,0,0,82,14,17,0,0,0,29,110,24,0,0,0,141,6,5,0,7,0,24,3,4,0,0,0,7,421,204,9,7,0,646,24,6,0,0,0,30,53,11,0,0,0,63,2165,317,12,18,3,2519
UCL214013,708,68,0,8,0,781,636,22,0,4,0,666,240,87,0,6,0,338,41,24,0,0,0,67,7,22,0,0,0,25,74,21,0,7,0,107,9,0,0,0,0,9,0,0,0,0,0,0,373,156,0,15,0,544,27,3,0,7,0,42,17,6,0,0,0,26,1761,257,0,34,0,2052
UCL214014,1169,99,8,42,7,1321,550,21,0,0,3,574,249,105,19,0,0,373,69,51,7,0,0,124,8,4,0,0,0,13,104,30,0,3,3,139,11,0,6,20,0,38,3,0,0,0,0,6,454,187,30,27,3,698,34,0,0,5,0,37,50,4,3,10,7,77,2254,311,43,85,24,2719
UCL214015,972,33,6,4,0,1016,683,3,0,0,0,686,287,16,6,0,0,310,44,0,3,0,0,46,23,0,14,0,0,34,97,3,3,0,0,107,13,0,0,8,0,29,11,0,0,0,0,7,472,21,32,17,0,541,24,7,0,0,0,32,46,0,0,0,0,50,2197,71,32,22,0,2317
UCL214016,1349,105,4,24,10,1495,808,14,5,0,0,831,397,102,17,5,0,521,84,38,9,0,0,138,13,20,12,0,0,42,210,26,8,10,0,250,11,0,0,5,5,24,7,0,0,0,0,15,730,184,47,18,5,979,55,23,0,3,0,81,83,11,6,4,0,101,3025,343,61,52,13,3496
UCL214017,1170,93,18,9,0,1284,477,12,3,4,0,495,166,22,8,0,0,199,0,9,0,0,0,9,0,0,0,0,0,0,62,14,7,4,0,83,3,0,0,0,0,10,4,0,0,0,0,0,237,45,18,5,0,304,53,45,0,0,0,102,28,4,0,0,0,29,1967,198,39,10,4,2214
UCL214018,1972,97,8,5,5,2081,859,22,5,3,8,887,549,110,10,0,0,671,0,0,0,0,0,0,0,6,0,0,0,10,121,23,6,0,0,149,5,4,0,3,0,10,3,0,0,0,0,4,685,147,8,4,3,846,59,10,0,0,0,69,76,8,0,0,0,83,3650,281,15,17,11,3973
UCL214019,852,27,0,8,0,892,642,3,0,0,0,646,325,105,0,4,0,431,152,47,0,0,0,198,13,7,0,0,0,21,125,28,0,0,0,155,21,5,0,6,0,28,4,3,0,0,0,6,638,194,0,6,4,841,26,4,0,0,0,28,48,8,0,0,0,57,2205,239,3,12,6,2465
