UCL_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
UCL222011,..,14,14,37,0,42,14,0,14,20,0,20,15,0,15,8,0,8,93,21,115
UCL222012,..,34,34,74,3,76,15,0,15,17,0,17,3,0,3,7,0,7,117,41,157
UCL222013,..,36,36,37,0,43,10,0,12,8,0,8,0,0,0,3,0,3,61,40,103
UCL222014,..,31,31,45,0,42,22,0,22,29,0,29,12,0,12,5,0,5,109,29,139
UCL222015,..,18,18,46,0,52,27,0,27,20,0,20,7,0,7,8,0,8,113,25,131
UCL222016,..,37,37,42,0,42,12,0,12,10,0,10,3,0,3,6,0,6,65,43,112
UCL222017,..,54,54,31,4,35,13,0,13,0,0,0,4,0,4,0,0,0,45,60,103
UCL222018,..,13,13,11,3,15,3,0,6,6,0,6,0,0,0,0,0,0,21,15,37
UCL222019,..,20,20,46,9,50,16,0,19,26,0,26,6,0,6,12,0,12,107,24,131
UCL222020,..,30,30,45,0,45,15,0,15,19,0,19,0,0,0,0,0,0,80,30,107
UCL222021,..,36,36,41,0,45,19,0,19,11,0,11,9,0,9,7,0,7,81,36,119
UCL222022,..,44,44,37,3,40,19,0,19,14,0,14,3,0,3,3,0,3,70,41,118
UCL222023,..,24,24,56,5,57,27,0,27,28,0,28,7,0,7,14,0,14,132,29,159
UCL222024,..,8,8,6,0,6,8,5,7,3,0,3,0,0,0,0,0,0,15,11,31
UCL222025,..,33,33,30,3,38,7,0,11,10,0,10,3,0,3,0,0,0,54,38,87
UCL222026,..,15,15,42,0,48,24,0,24,16,0,16,17,0,17,0,0,0,97,20,117
UCL222027,..,36,36,55,0,57,18,0,18,17,0,17,8,0,8,3,0,3,101,36,134
UCL222028,..,26,26,30,6,38,30,0,27,14,0,14,5,0,5,0,0,0,89,32,120
UCL222029,..,49,49,29,0,29,10,0,10,15,0,15,0,0,0,0,0,0,53,49,99
UCL222030,..,23,23,32,5,39,11,0,11,11,0,11,0,0,0,7,0,7,59,28,91
UCL222031,..,46,46,49,3,51,8,0,8,14,0,14,7,0,7,0,0,0,82,48,126
UCL222032,..,54,54,50,6,54,15,0,14,9,0,9,6,0,6,0,0,0,76,60,137
UCL222033,..,30,30,47,3,51,15,0,15,20,0,18,4,0,4,0,0,0,83,34,121
UCL222034,..,55,55,36,0,36,22,0,22,15,0,15,8,0,8,0,0,0,81,57,137
UCL222035,..,56,56,63,6,63,15,0,15,4,0,12,0,0,0,5,0,5,87,64,151
UCL222036,..,30,30,30,0,30,5,0,5,10,0,10,3,0,3,6,0,4,52,33,89
UCL222037,..,16,16,41,0,41,10,0,10,18,0,18,4,0,4,3,0,3,80,18,95
UCL222038,..,11,11,20,0,18,10,0,10,20,0,20,3,0,3,0,0,0,60,10,73
UCL222039,..,15,15,44,0,44,21,0,21,17,0,17,3,0,3,6,0,6,89,15,102
UCL222040,..,50,50,78,0,76,16,0,16,22,0,22,10,0,10,3,0,3,131,54,178
UCL222041,..,29,29,42,0,45,14,0,14,6,0,6,11,0,11,3,0,3,81,28,109
UCL222042,..,39,39,47,3,49,8,0,8,5,0,5,0,0,0,3,0,3,71,38,114
UCL222043,..,66,66,64,0,66,18,0,18,14,0,14,8,0,8,3,0,3,118,68,187
UCL222044,..,75,75,49,0,59,9,0,9,13,0,13,4,0,4,0,0,0,78,77,161
UCL222045,..,9,9,33,0,34,18,0,18,19,0,18,8,0,8,6,0,6,82,11,94
UCL222046,..,49,49,63,5,62,14,0,14,14,0,14,8,0,8,0,0,0,101,59,159
UCL222047,..,37,37,35,9,40,11,0,11,12,0,12,0,0,0,0,0,0,58,47,97
UCL222048,..,30,30,39,4,41,10,0,10,6,0,6,0,0,0,0,0,0,58,31,87
UCL222049,..,41,41,54,3,55,8,0,6,18,0,18,3,0,3,0,0,0,77,42,122
UCL222050,..,68,68,86,6,90,23,0,23,18,0,18,9,0,9,3,0,3,133,72,205
UCL222051,..,64,64,101,3,100,14,0,14,21,0,21,5,0,5,0,0,0,137,72,208
UCL222052,..,36,36,58,9,62,24,0,24,18,0,18,14,0,14,4,0,4,120,38,161
UCL222053,..,55,55,62,7,72,28,3,32,13,0,17,8,0,8,3,0,3,116,68,189
UCL222054,..,24,24,39,0,38,14,0,16,15,0,15,5,0,5,4,0,4,77,26,105
UCL222055,..,70,70,69,4,77,16,0,16,8,0,8,11,0,11,4,0,4,103,71,182
UCL222056,..,20,20,7,4,7,6,0,3,3,0,4,0,0,0,0,6,6,18,31,41
UCL222057,..,37,37,31,3,37,16,0,16,22,0,22,8,0,8,3,0,3,83,44,120
UCL222058,..,13,13,9,7,15,4,0,4,3,0,3,0,0,0,0,5,4,11,23,36
UCL222059,..,19,19,30,0,36,10,0,13,9,0,9,4,0,4,0,0,0,61,22,82
UCL222060,..,44,44,30,0,28,9,0,9,7,0,7,3,0,3,0,0,0,50,40,96
UCL222061,..,12,12,29,0,29,13,0,13,22,0,22,4,0,4,0,0,0,62,12,72
UCL222062,..,71,71,70,4,77,19,0,18,11,0,11,5,0,8,0,0,0,106,80,181
UCL222063,..,52,52,82,7,84,21,0,21,14,0,19,10,0,10,0,0,0,129,58,188
UCL222064,..,19,19,18,0,18,8,0,8,18,0,18,7,0,7,5,0,5,62,19,80
UCL222065,..,27,27,29,0,31,9,0,9,11,0,11,3,0,3,0,0,0,55,25,84
UCL222066,..,42,42,49,0,49,13,0,15,12,0,11,7,0,7,0,0,0,71,42,112
UCL222067,..,34,34,42,0,44,12,0,12,4,0,4,0,0,0,0,0,0,57,38,96
UCL222068,..,11,11,20,0,20,14,0,14,16,0,16,7,0,7,0,0,0,56,13,68
UCL222069,..,82,82,67,6,68,16,0,16,20,0,20,7,0,7,5,0,5,117,82,201
UCL222070,..,39,39,38,0,45,7,0,7,12,0,12,3,0,3,5,0,5,55,42,100
UCL222071,..,35,35,55,3,56,24,0,24,14,0,14,14,0,14,0,0,0,106,39,147
UCL222072,..,52,52,68,3,74,15,0,15,4,0,4,6,0,6,0,0,0,93,53,147
UCL222073,..,28,28,22,4,26,14,0,15,9,0,9,6,0,6,7,0,7,54,36,86
UCL222074,..,22,22,23,0,29,6,0,6,10,0,10,4,0,4,4,0,4,46,23,75
UCL222075,..,35,35,65,4,65,17,0,17,24,0,24,18,0,18,7,0,7,127,39,167
UCL222076,..,81,81,57,5,62,21,0,22,17,0,17,11,0,11,8,0,8,113,80,194
UCL222077,..,92,92,84,8,86,24,0,24,10,0,10,10,0,10,0,0,0,125,92,222
UCL222078,..,58,58,38,4,39,14,0,14,16,0,16,5,0,5,3,0,3,69,59,129
UCL222079,..,36,36,61,0,64,31,0,31,29,0,25,13,0,13,5,0,5,134,43,173
UCL222080,..,55,55,57,0,57,19,0,19,9,0,9,6,0,6,0,0,0,93,55,146
UCL222081,..,42,42,45,0,50,7,0,7,7,0,7,4,0,4,0,0,0,67,44,112
UCL222082,..,32,32,21,3,21,15,0,15,7,4,8,6,0,6,0,0,0,49,42,94
UCL222083,..,12,12,24,0,27,15,0,20,20,0,20,3,0,3,0,0,0,63,20,81
UCL222084,..,95,95,66,6,75,14,0,14,12,0,12,9,0,9,3,0,3,104,101,205
UCL222085,..,47,47,44,6,51,11,0,11,15,0,15,7,0,7,0,0,0,78,52,132
UCL222086,..,18,18,50,0,57,18,0,18,22,0,22,5,0,10,7,0,7,107,22,129
UCL222087,..,81,81,83,0,84,21,0,21,19,0,19,9,0,9,0,0,0,131,81,214
UCL222088,..,63,63,45,5,46,9,0,9,7,0,7,0,0,0,3,0,3,65,67,133
UCL222089,..,24,24,40,0,40,17,0,17,5,0,5,5,0,5,3,0,3,65,24,88
UCL222090,..,20,20,24,0,28,8,0,8,14,0,14,4,0,4,0,0,0,56,20,78
UCL222091,..,45,45,47,0,46,27,0,27,25,0,25,15,0,15,0,0,0,114,40,156
UCL222092,..,15,15,26,0,29,23,0,23,23,0,23,10,0,10,3,0,3,92,19,110
UCL222093,..,87,87,68,4,67,22,0,22,13,0,13,3,0,3,0,0,0,108,89,197
UCL222094,..,46,46,59,5,61,21,0,21,8,0,8,4,0,4,4,0,4,95,47,139
UCL222095,..,21,21,24,0,24,15,0,15,10,0,10,3,0,3,0,0,0,51,21,73
UCL222096,..,33,33,43,0,40,26,0,26,30,0,30,10,0,10,3,0,3,116,34,148
UCL222097,..,19,19,31,3,37,14,0,14,22,0,22,11,0,11,10,0,10,82,22,106
UCL222098,..,23,23,47,4,53,18,0,18,20,0,20,11,0,11,0,0,0,102,26,124
UCL222099,..,20,20,33,4,30,16,0,16,9,0,9,3,0,3,8,0,8,58,23,80
UCL222100,..,53,53,45,7,47,8,0,8,7,0,7,0,0,0,0,0,0,61,61,117
UCL222101,..,28,28,38,0,37,3,0,3,21,0,21,5,0,5,0,0,0,76,27,99
UCL222102,..,51,51,56,4,68,18,0,19,22,0,22,11,0,11,5,0,5,111,56,170
UCL222103,..,8,8,21,0,21,5,0,5,19,0,19,9,0,9,3,0,3,60,8,70
UCL222104,..,31,31,45,0,51,19,0,19,11,0,10,4,0,4,6,0,6,84,31,118
UCL222105,..,31,31,31,3,33,12,0,12,10,0,10,3,0,3,0,0,0,61,32,92
UCL231001,..,31273,31273,56910,2484,59395,20277,312,20594,21337,99,21431,11106,28,11138,5362,27,5393,114997,34223,149218
UCL279997,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL299994,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL301001,..,197737,197737,244861,28517,273380,132671,7743,140415,131232,2608,133832,53077,867,53938,28591,362,28959,590436,237832,828265
UCL302001,..,53002,53002,71110,8660,79771,35029,2160,37192,33433,739,34172,12628,178,12805,6181,103,6284,158384,64842,223227
UCL302002,..,26685,26685,39115,3325,42447,15042,853,15892,15241,309,15549,5731,59,5794,2217,20,2235,77350,31250,108603
UCL303001,..,15277,15277,17284,2028,19319,8370,367,8732,7459,102,7555,2910,29,2939,1741,18,1759,37756,17825,55588
UCL303002,..,13276,13276,13649,1209,14861,5523,271,5792,4744,70,4814,2194,13,2206,1322,9,1331,27431,14848,42276
UCL303003,..,16805,16805,19675,2149,21822,9690,515,10209,8511,160,8680,3607,35,3649,1958,14,1972,43445,19682,63128
UCL311001,..,6362,6362,6822,568,7389,2671,96,2763,2264,40,2301,1025,11,1029,657,11,668,13438,7088,20520
UCL311002,..,6403,6403,9216,721,9940,2834,85,2921,2232,14,2248,1031,4,1035,609,0,609,15926,7239,23163
UCL311003,..,7689,7689,9290,813,10105,4314,177,4490,4195,36,4232,1859,11,1868,879,0,881,20536,8731,29265
UCL311004,..,6760,6760,7178,646,7824,3274,124,3403,3303,42,3341,1360,10,1365,706,7,708,15816,7578,23395
UCL312001,..,3097,3097,4478,242,4718,797,19,816,554,0,559,235,4,236,136,0,136,6201,3352,9553
UCL312002,..,3736,3736,3930,402,4337,1925,64,1989,1840,13,1854,787,5,793,386,0,386,8871,4220,13089
UCL312003,..,3033,3033,3236,276,3511,1040,46,1083,833,5,841,373,0,373,261,0,265,5746,3351,9097
UCL312004,..,2234,2234,2460,238,2693,1226,38,1260,1065,8,1069,484,4,485,227,0,229,5464,2515,7981
UCL313001,..,1090,1090,1296,199,1497,516,55,571,510,17,521,175,3,174,60,5,69,2556,1367,3922
UCL313002,..,1225,1225,2234,104,2337,577,16,594,605,4,608,231,0,231,114,0,111,3755,1347,5106
UCL313003,..,1128,1128,1404,103,1503,596,27,627,590,3,592,287,0,293,183,0,183,3058,1265,4321
UCL313004,..,1107,1107,1354,129,1482,688,29,715,805,3,811,415,0,419,200,0,199,3462,1268,4736
UCL313005,..,736,736,1123,102,1228,667,13,677,675,5,679,319,0,319,204,0,204,2984,852,3836
UCL313006,..,2474,2474,2517,232,2748,1024,28,1050,856,9,863,370,4,370,222,4,222,4986,2745,7729
UCL313007,..,495,495,1371,26,1397,511,5,519,637,0,637,306,0,306,159,0,159,2980,524,3512
UCL313008,..,1172,1172,1240,119,1365,490,21,515,420,10,434,218,5,220,137,3,140,2514,1333,3848
UCL313009,..,1755,1755,1718,196,1916,875,38,917,863,13,873,438,0,441,302,0,302,4202,2001,6203
UCL313010,..,1865,1865,1931,126,2053,696,16,710,563,4,566,281,0,281,172,0,175,3639,2013,5651
UCL313011,..,447,447,748,82,824,622,20,637,638,4,637,317,0,317,239,0,239,2562,544,3108
UCL313012,..,1789,1789,2517,156,2670,965,25,990,942,4,946,413,0,413,177,0,177,5012,1967,6978
UCL314001,..,1038,1038,968,79,1051,369,16,379,259,10,270,126,0,130,83,0,81,1803,1144,2948
UCL314002,..,1101,1101,1133,79,1221,381,10,387,355,4,352,136,0,135,54,0,51,2059,1198,3256
UCL314003,..,925,925,985,68,1050,446,14,456,359,0,363,177,0,180,106,0,106,2073,1005,3081
UCL314004,..,419,419,711,66,772,331,4,334,341,0,344,139,0,139,68,0,68,1591,494,2083
UCL314005,..,533,533,604,61,669,287,12,296,297,0,297,119,0,117,57,0,57,1362,605,1967
UCL314006,..,1070,1070,1174,106,1281,415,35,453,375,8,377,202,8,210,107,3,118,2278,1227,3504
UCL314007,..,924,924,963,76,1042,354,17,373,282,0,282,144,0,144,71,0,71,1807,1016,2826
UCL314008,..,645,645,676,53,730,278,16,290,272,10,280,149,0,146,85,0,84,1457,728,2184
UCL314009,..,218,218,600,33,633,463,3,463,503,0,502,256,0,256,189,0,188,2009,259,2266
UCL314010,..,684,684,706,95,807,322,51,375,282,41,325,117,23,142,120,21,139,1542,921,2468
UCL314011,..,551,551,598,58,660,259,11,272,260,5,267,138,0,136,66,0,66,1324,621,1947
UCL314012,..,447,447,692,54,751,319,4,324,325,0,325,140,0,140,89,0,89,1574,505,2079
UCL314013,..,933,933,789,77,869,350,17,368,260,5,270,123,4,130,127,0,127,1654,1036,2692
UCL314014,..,172,172,432,41,466,306,7,312,363,0,363,174,0,174,126,0,126,1396,213,1611
UCL314015,..,253,253,599,42,645,276,3,280,346,0,346,167,0,167,112,0,112,1491,303,1798
UCL314016,..,964,964,1054,98,1149,398,19,414,326,13,343,168,10,170,132,5,136,2082,1098,3183
UCL314017,..,555,555,658,64,728,427,12,435,522,0,524,266,0,266,98,0,98,1974,640,2611
UCL314018,..,178,178,572,22,592,448,6,452,616,0,616,216,0,216,72,0,72,1920,201,2125
UCL314019,..,411,411,617,44,665,302,8,313,292,4,295,117,0,117,53,0,53,1380,467,1843
UCL314020,..,773,773,710,66,776,312,21,326,331,6,339,144,0,144,56,0,56,1549,863,2410
UCL314021,..,848,848,1692,80,1770,509,7,516,440,0,441,225,0,225,98,0,98,2968,941,3903
UCL314022,..,665,665,1193,70,1262,411,14,424,398,0,397,179,0,179,82,0,82,2262,742,3008
UCL314023,..,821,821,1239,63,1304,523,6,525,562,5,567,231,0,231,109,0,109,2665,895,3559
UCL315001,..,113,113,189,22,208,41,0,43,37,0,37,14,0,14,6,0,6,295,135,428
UCL315002,..,69,69,289,11,295,155,0,155,183,0,183,84,0,84,44,0,44,751,77,829
UCL315003,..,175,175,245,12,256,40,0,42,39,0,43,22,0,22,10,0,10,353,192,547
UCL315004,..,39,39,39,0,38,50,0,50,27,0,27,19,0,19,61,0,61,187,43,236
UCL315005,..,147,147,144,9,153,54,0,52,45,0,47,19,0,19,14,0,14,282,155,435
UCL315006,..,50,50,68,3,72,39,0,43,46,0,46,24,0,24,51,0,51,228,58,286
UCL315007,..,381,381,517,48,565,171,6,177,125,4,129,51,0,53,41,0,41,907,438,1341
UCL315008,..,384,384,443,37,481,220,7,227,218,0,218,106,0,106,57,0,57,1044,429,1472
UCL315009,..,338,338,398,24,422,141,0,141,95,0,95,57,0,59,26,0,29,712,366,1081
UCL315010,..,315,315,509,59,564,141,4,151,100,0,100,47,0,47,27,0,27,826,379,1207
UCL315011,..,215,215,419,21,439,51,0,51,12,0,12,7,0,7,0,0,0,495,233,732
UCL315012,..,260,260,398,30,433,223,0,220,293,0,293,145,0,145,78,0,78,1128,292,1418
UCL315013,..,151,151,204,25,230,113,3,111,99,0,96,45,0,45,27,0,27,479,177,658
UCL315014,..,220,220,213,22,236,49,0,58,22,0,22,11,0,11,8,0,8,303,247,552
UCL315015,..,93,93,218,9,227,130,0,129,128,0,128,49,0,49,55,0,55,576,107,683
UCL315016,..,69,69,245,12,257,147,0,152,227,0,227,110,0,110,82,0,82,818,88,899
UCL315017,..,395,395,333,26,364,101,3,106,79,0,79,46,0,46,30,0,30,589,430,1021
UCL315018,..,69,69,45,4,48,63,0,64,40,0,40,29,0,29,55,0,55,232,76,307
UCL315019,..,307,307,168,20,185,58,0,60,38,0,38,18,0,18,11,0,11,294,328,625
UCL315020,..,264,264,243,21,263,89,7,93,114,0,114,46,0,46,15,0,15,498,289,786
UCL315021,..,201,201,169,19,185,49,0,51,43,0,43,23,0,23,22,0,22,306,219,526
UCL315022,..,270,270,237,29,261,116,5,116,109,0,109,54,0,61,40,0,40,556,305,860
UCL315023,..,186,186,172,13,177,60,0,66,54,0,54,17,0,17,9,0,9,318,200,513
UCL315024,..,233,233,197,18,212,80,4,85,71,0,71,29,0,29,24,0,24,403,256,654
UCL315025,..,330,330,630,43,674,116,0,119,59,3,62,36,0,36,27,0,27,877,373,1252
UCL315026,..,374,374,465,25,500,195,4,194,165,0,171,81,0,81,31,0,31,944,406,1356
UCL315027,..,257,257,303,18,320,66,0,62,55,0,55,34,0,34,11,0,11,466,282,751
UCL315028,..,65,65,148,7,154,73,3,77,76,0,76,36,0,36,29,0,29,369,79,441
UCL315029,..,109,109,265,7,272,106,0,106,130,0,130,78,0,78,32,0,32,609,116,732
UCL315030,..,36,36,45,6,51,44,3,44,35,0,35,36,0,36,82,0,82,239,44,285
UCL315031,..,225,225,251,22,269,120,0,122,116,0,116,60,0,60,21,0,21,569,252,818
UCL315032,..,477,477,752,48,799,221,0,225,206,0,206,91,0,91,59,0,59,1326,528,1853
UCL315033,..,213,213,240,20,257,63,0,65,37,0,41,16,0,16,0,0,0,356,234,595
UCL315034,..,49,49,129,15,146,65,0,66,63,0,63,34,0,34,13,0,13,303,69,373
UCL315035,..,167,167,315,23,337,168,0,168,216,0,216,89,0,96,64,0,64,863,191,1052
UCL315036,..,220,220,212,19,237,74,6,78,52,0,52,26,0,21,23,0,20,382,244,627
UCL315037,..,217,217,505,39,547,221,0,227,245,4,246,105,0,104,60,0,60,1135,270,1402
UCL315038,..,69,69,210,9,224,100,0,100,134,0,134,66,0,66,41,0,41,552,75,626
UCL315039,..,56,56,41,3,44,31,0,27,33,0,33,22,0,22,52,0,52,174,65,234
UCL315040,..,48,48,39,11,46,10,3,16,9,0,10,4,0,4,0,0,0,52,61,119
UCL315041,..,94,94,185,11,196,80,3,79,61,0,62,22,0,22,10,0,10,355,104,464
UCL315042,..,303,303,415,18,432,125,0,127,113,0,113,58,0,58,23,0,23,731,321,1053
UCL315043,..,164,164,182,27,210,50,0,51,34,0,34,12,0,12,10,0,10,288,191,479
UCL315044,..,659,659,630,36,666,180,4,183,155,0,155,79,0,79,44,0,44,1079,697,1779
UCL315045,..,134,134,379,19,398,205,3,210,164,0,164,58,0,58,36,0,36,847,160,1008
UCL315046,..,188,188,222,19,236,111,8,122,101,9,107,52,7,67,39,0,46,530,232,764
UCL315047,..,116,116,245,14,255,108,0,108,102,0,102,60,0,60,37,0,37,557,128,684
UCL315048,..,205,205,279,15,297,83,3,84,53,0,53,21,0,21,24,0,24,459,227,688
UCL315049,..,279,279,318,35,350,114,0,118,83,3,90,46,0,46,39,0,39,601,324,917
UCL315050,..,505,505,481,55,535,220,12,235,154,0,150,77,0,77,50,0,50,973,573,1551
UCL315051,..,309,309,589,43,634,282,6,287,279,3,278,107,0,107,61,0,61,1316,364,1676
UCL315052,..,178,178,384,22,403,160,0,161,198,0,194,118,0,120,73,0,73,930,204,1131
UCL315053,..,363,363,317,34,346,138,7,142,95,0,95,54,0,54,27,0,27,634,396,1030
UCL315054,..,350,350,448,40,483,195,6,200,186,0,184,88,0,89,77,0,77,993,388,1385
UCL315055,..,642,642,597,86,681,126,7,132,69,3,73,23,0,23,20,0,20,829,733,1565
UCL315056,..,212,212,229,13,242,84,0,84,55,0,58,39,0,39,19,0,19,432,232,659
UCL315057,..,439,439,541,35,571,151,0,151,97,0,96,34,0,36,24,0,24,847,474,1314
UCL315058,..,126,126,326,15,337,211,3,208,256,0,256,135,0,135,48,0,48,969,141,1110
UCL315059,..,85,85,150,4,164,88,5,95,113,0,116,45,0,45,16,0,16,410,97,510
UCL315060,..,83,83,221,6,226,127,0,127,166,0,166,90,0,90,43,0,43,654,92,746
UCL315061,..,114,114,113,9,123,63,3,63,75,0,75,42,0,42,12,0,12,306,127,429
UCL315062,..,205,205,161,18,172,62,5,67,43,0,42,22,0,22,8,0,8,301,227,527
UCL315063,..,161,161,182,13,193,61,0,63,60,0,57,21,4,25,21,0,21,342,176,517
UCL315064,..,89,89,135,12,146,68,0,70,84,0,84,44,0,44,24,0,24,353,95,448
UCL315065,..,198,198,152,17,169,51,0,50,26,0,26,15,0,15,4,0,4,245,214,454
UCL315066,..,166,166,353,28,381,197,0,195,224,4,224,74,0,74,34,0,34,872,198,1070
UCL315067,..,213,213,378,41,418,106,4,103,85,0,83,41,0,41,33,0,33,639,257,890
UCL315068,..,200,200,210,16,221,76,0,81,84,0,84,30,0,30,32,0,32,426,216,642
UCL315069,..,428,428,310,41,348,108,5,114,66,0,66,19,0,19,25,0,25,531,478,1011
UCL315070,..,194,194,186,11,198,70,0,72,88,0,83,41,0,41,25,0,24,407,213,614
UCL315071,..,63,63,147,10,154,51,5,53,62,0,64,30,0,30,14,0,14,289,77,369
UCL315072,..,137,137,134,15,145,41,6,42,29,3,29,21,7,27,12,0,12,226,168,398
UCL315073,..,247,247,276,26,302,87,0,89,53,0,53,28,0,28,28,0,28,479,278,758
UCL315074,..,539,539,499,43,537,147,9,151,103,0,105,61,0,61,43,0,43,843,586,1429
UCL315075,..,167,167,216,13,232,42,3,50,29,3,29,6,0,6,7,0,7,298,185,484
UCL315076,..,447,447,507,38,548,252,3,256,193,0,193,88,0,88,72,0,72,1110,489,1599
UCL315077,..,105,105,81,13,94,60,5,64,62,0,62,52,0,52,120,0,120,375,118,491
UCL315078,..,298,298,353,19,373,136,0,136,128,0,128,66,0,66,51,0,51,732,313,1045
UCL315079,..,157,157,239,23,265,117,0,117,78,0,78,30,0,32,14,0,14,489,182,672
UCL315080,..,504,504,651,100,750,186,16,209,142,8,151,55,5,54,14,0,14,1046,637,1684
UCL315081,..,428,428,423,31,453,166,5,170,142,0,147,81,0,81,41,0,41,853,460,1317
UCL315082,..,172,172,213,18,229,41,3,44,32,0,32,13,0,13,0,0,0,305,192,494
UCL315083,..,29,29,121,8,126,78,0,76,58,0,58,33,0,33,9,0,9,305,41,344
UCL315084,..,151,151,388,20,407,108,0,105,66,0,68,40,0,39,24,0,24,620,169,789
UCL315085,..,323,323,354,39,394,175,0,177,130,0,130,71,0,71,41,0,41,765,366,1128
UCL315086,..,704,704,644,104,745,184,0,186,68,0,63,35,0,35,26,0,26,954,810,1760
UCL315087,..,62,62,286,6,290,134,0,134,203,0,201,101,0,101,49,0,49,776,68,842
UCL315088,..,356,356,387,28,411,179,4,182,151,4,150,83,0,83,43,0,43,843,386,1231
UCL315089,..,286,286,297,16,309,124,4,127,107,0,107,59,0,59,35,0,30,612,312,927
UCL315090,..,772,772,725,34,759,196,12,207,172,4,179,86,3,90,38,0,39,1221,826,2048
UCL315091,..,172,172,161,19,178,83,5,92,115,0,115,89,0,89,104,0,104,546,193,742
UCL315092,..,446,446,522,23,550,64,0,63,38,0,38,18,0,18,8,0,8,646,474,1123
UCL315093,..,159,159,161,14,173,43,5,45,29,0,29,15,0,15,8,0,8,253,175,423
UCL315094,..,220,220,432,34,466,117,0,118,85,0,85,35,0,35,20,0,20,692,250,944
UCL315095,..,259,259,245,32,275,89,12,103,79,0,86,43,3,50,32,0,30,489,308,795
UCL315096,..,216,216,404,37,438,191,0,191,217,0,217,98,0,98,40,0,40,944,250,1192
UCL315097,..,112,112,193,19,212,104,0,112,105,0,105,53,0,56,38,0,38,496,138,635
UCL315098,..,242,242,348,35,383,185,14,197,238,0,238,117,0,120,60,0,60,945,293,1238
UCL315099,..,137,137,336,16,351,219,0,220,272,0,276,147,0,147,68,0,68,1050,153,1201
UCL315100,..,130,130,149,4,153,64,0,64,72,0,72,38,0,38,20,0,20,345,134,478
UCL315101,..,83,83,190,10,201,106,0,105,124,0,124,62,0,62,27,0,27,507,90,595
UCL315102,..,277,277,273,16,289,84,0,82,59,0,59,24,0,24,14,0,14,451,295,754
UCL315103,..,149,149,203,22,217,56,0,62,53,0,52,14,0,14,6,0,6,331,172,506
UCL315104,..,193,193,319,17,339,128,3,132,106,0,105,47,0,47,32,0,32,629,214,844
UCL315105,..,161,161,357,12,367,46,0,48,27,0,27,7,0,7,3,0,3,440,174,611
UCL315106,..,113,113,206,13,215,114,0,118,135,0,135,49,0,49,23,0,23,528,128,654
UCL315107,..,204,204,317,41,352,176,3,176,146,0,146,56,0,56,30,0,28,716,249,966
UCL315108,..,24,24,26,0,32,28,0,28,44,0,44,32,0,32,84,0,84,208,31,242
UCL315109,..,120,120,181,9,193,54,4,54,41,0,41,18,0,18,5,0,5,300,136,436
UCL321001,..,75,75,77,13,93,39,4,42,15,0,15,16,0,16,8,0,8,151,95,247
UCL321002,..,130,130,114,3,126,41,0,41,36,0,36,8,0,8,8,0,8,210,136,347
UCL321003,..,62,62,91,3,94,34,0,34,13,0,13,16,0,16,3,0,3,154,66,224
UCL321004,..,46,46,83,0,84,19,0,19,25,0,20,13,0,13,10,0,10,148,46,196
UCL321005,..,48,48,108,6,108,35,0,40,38,0,38,15,0,15,10,0,10,199,55,256
UCL321006,..,27,27,45,0,50,33,0,33,40,0,40,27,0,27,19,0,19,160,29,191
UCL321007,..,110,110,142,8,145,79,7,85,92,0,93,43,0,43,21,0,21,383,125,506
UCL321008,..,139,139,199,19,214,30,3,36,20,0,20,15,0,15,7,0,7,271,160,428
UCL321009,..,183,183,164,10,169,57,0,56,49,0,49,26,0,26,7,0,7,299,196,492
UCL321010,..,85,85,102,7,109,38,0,38,53,0,53,27,0,27,14,0,14,231,91,324
UCL321011,..,25,25,93,0,92,32,0,32,47,0,47,27,0,27,11,0,11,210,29,239
UCL321012,..,135,135,105,12,117,22,0,22,19,0,19,3,0,3,0,0,0,152,146,298
UCL321013,..,39,39,114,7,122,41,0,41,53,0,53,12,0,18,6,0,6,228,50,276
UCL321014,..,24,24,61,3,57,30,3,37,37,0,37,10,0,10,7,0,7,145,35,180
UCL321015,..,169,169,171,0,177,40,0,40,40,0,40,15,0,15,7,0,7,277,169,444
UCL321016,..,114,114,110,4,113,29,0,27,10,0,10,7,0,7,9,0,9,162,121,284
UCL321017,..,32,32,162,0,162,40,4,50,49,0,49,24,0,24,16,0,16,298,32,332
UCL321018,..,49,49,87,9,96,16,0,16,39,0,39,20,0,20,17,0,17,189,54,245
UCL321019,..,42,42,110,5,115,54,0,54,56,0,56,34,0,34,24,0,24,278,48,328
