UCL_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
UCL321008,4,0,0,0,0,0,0,16,0,19,0,0,8,0,0,0,12,0,0,22,0,0,4,0,0,0,4,3,0,11,0,0,0,0,0,0,4,0,0,9,5,0,18,0,3,0,9,9,0,42,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,17,3,4,0,20,8,0,0,4,0,5,0,5,0,18,3,4,0,0,6,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,6,6,0,0,0,0,0,0,8,0,12,3,5,4,0,4,0,0,3,0,17,0,11,0,6,5,0,0,0,0,25,0,18,3,21,3,0,0,0,0,46,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7
UCL321009,14,0,3,0,0,0,0,5,0,26,0,0,0,0,0,0,3,0,0,7,0,0,12,6,0,0,0,3,0,21,0,0,10,0,7,0,0,0,0,19,6,0,23,0,6,6,9,7,0,67,0,0,3,0,0,0,0,0,0,6,3,0,0,0,0,34,0,4,0,43,10,0,4,9,0,0,0,17,0,39,5,6,7,0,12,6,6,7,0,42,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,4,16,12,0,10,0,0,0,0,42,0,3,0,4,6,0,0,11,0,19,8,15,7,8,14,0,9,9,5,75,5,32,0,16,4,0,0,5,0,58,10,39,0,22,5,0,0,10,0,90,6,0,0,0,0,0,0,0,0,3,0,0,12,3,3,0,0,0,0,22,0,0,4,0,0,0,0,4,5,13
UCL321010,16,4,0,0,0,0,3,22,3,52,0,0,10,0,0,0,0,0,0,14,0,3,12,0,3,0,6,10,0,30,0,0,6,0,0,0,0,0,0,11,0,0,7,0,0,0,0,5,0,14,0,0,0,0,4,3,0,3,0,12,4,0,5,0,0,22,0,5,0,34,0,0,0,5,4,7,0,9,0,14,4,0,0,0,9,0,11,0,0,18,0,0,0,0,4,0,0,0,0,0,6,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,7,0,0,0,4,0,0,0,6,0,9,0,4,0,10,9,0,0,6,0,33,0,16,0,12,0,0,0,0,0,34,4,13,0,11,4,0,0,3,0,42,0,0,0,0,0,0,0,0,0,3,6,4,9,4,0,0,0,0,0,19,0,0,0,0,0,0,0,5,3,17
UCL321011,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,7,3,0,19,7,6,32,0,0,3,19,0,9,76,0,0,12,0,0,0,0,0,0,14,7,6,18,0,8,0,3,7,0,53,5,0,0,0,0,0,0,0,0,9,4,0,5,0,3,20,0,0,0,32,9,0,0,6,0,3,0,12,0,25,0,0,0,0,0,0,6,5,0,25,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,13,0,0,6,0,0,0,0,0,0,9,0,3,4,0,4,0,0,5,0,15,0,9,0,8,0,0,0,0,0,23,0,6,0,15,6,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,12,3,0,8,0,0,0,0,0,5,22
UCL321012,0,0,0,0,0,0,5,5,0,9,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,3,12,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,15,0,0,0,5,0,0,0,0,0,13,4,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,5,0,3,0,13,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,4,4
UCL321013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,6,0,4,0,0,3,0,11,0,0,0,0,0,0,0,0,0,4,9,0,27,0,4,0,9,15,0,64,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,18,0,3,0,35,3,0,5,9,0,3,0,3,0,20,0,0,0,0,5,0,0,0,0,7,5,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,4,3,3,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,8,0,21,5,3,0,4,0,0,0,0,0,16,3,22,0,9,0,0,0,0,0,35,5,20,0,19,9,0,0,0,0,60,0,0,0,0,0,0,0,0,0,3,0,0,14,4,4,0,0,0,0,18,6,0,3,0,4,0,0,0,6,17
UCL321014,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,17,0,0,9,0,0,0,5,0,0,21,0,0,0,0,0,0,0,0,0,12,6,0,14,0,3,0,5,15,0,46,0,0,0,0,3,0,0,0,0,4,6,0,3,0,0,13,0,7,0,27,0,0,0,3,0,0,0,4,0,10,0,0,0,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,4,0,4,0,4,3,4,10,0,0,0,0,20,0,15,3,6,3,0,0,3,0,29,0,7,0,13,5,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,4,0,13,0,3,0,0,0,0,19,0,0,6,0,0,0,0,0,0,10
UCL321015,12,0,7,0,0,0,0,20,0,47,0,0,4,0,0,0,7,0,0,7,0,0,8,0,0,0,0,4,0,9,0,0,8,0,3,0,0,0,0,16,3,0,17,0,0,0,13,14,0,41,5,0,0,0,0,7,0,0,0,6,5,0,3,4,3,35,0,11,0,52,7,0,4,8,0,0,0,4,0,22,0,0,0,0,8,0,8,0,0,13,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,3,0,0,0,3,10,0,15,0,0,7,8,15,0,5,8,0,52,5,19,0,14,0,0,0,3,0,40,0,16,0,27,10,0,0,11,0,73,3,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,4,0,11,0,0,0,0,6,0,0,0,12,17
UCL321016,4,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,3,4,0,15,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,7,0,3,0,25,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,3,0,9,0,0,0,7,0,20,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5
UCL321017,10,3,0,0,6,0,0,0,0,20,0,0,4,0,0,0,0,0,0,6,5,0,7,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,6,12,0,14,0,7,0,0,3,0,35,7,0,0,0,0,4,0,0,0,7,3,0,0,0,4,16,0,0,0,27,4,0,7,7,0,0,0,4,0,20,0,3,0,0,0,0,4,0,0,16,0,3,0,0,0,0,0,0,0,8,0,10,0,0,10,0,0,0,0,27,0,0,0,0,4,7,0,0,0,12,11,20,0,0,14,0,0,0,0,52,0,0,0,0,4,0,0,0,0,6,9,11,0,9,4,0,0,0,0,34,9,57,4,18,6,0,0,0,0,88,4,43,0,24,9,0,0,0,0,85,0,3,0,4,0,0,0,0,0,11,4,4,9,3,0,0,0,0,0,23,0,0,0,0,4,0,0,0,0,9
UCL321018,0,0,0,0,0,0,0,3,0,5,0,0,9,0,0,0,10,0,0,18,8,0,3,0,5,0,6,8,0,25,0,0,3,0,0,0,0,0,0,7,7,0,24,0,7,0,3,5,0,50,3,0,0,0,0,0,0,0,0,3,3,0,6,0,0,3,0,0,0,17,0,0,3,0,0,3,0,0,0,8,0,0,6,0,3,0,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,3,0,5,0,0,0,0,10,0,0,0,0,3,0,0,5,0,8,0,0,0,4,6,0,0,0,0,18,0,7,0,15,0,0,0,0,0,26,5,16,0,17,13,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,12,8,0,5,0,3,0,0,3,0,24
UCL321019,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,13,0,0,32,0,5,14,0,4,0,3,5,0,28,4,0,6,0,3,0,0,0,0,12,11,0,19,0,8,0,8,6,0,60,0,0,6,0,5,0,6,0,0,13,6,0,0,0,0,26,0,3,0,37,3,0,0,4,0,0,0,9,0,20,0,0,0,0,4,0,14,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,6,0,0,0,6,0,7,5,0,0,0,0,0,0,13,6,6,3,0,0,0,0,7,0,19,7,9,4,13,8,0,6,4,0,44,0,23,0,10,0,0,0,0,0,38,10,28,0,25,21,0,0,6,0,84,0,0,0,0,0,0,0,0,0,4,0,0,13,4,3,0,0,0,0,19,5,0,3,3,4,0,5,3,11,31
UCL321020,3,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,6,0,0,7,0,0,0,6,0,0,17,0,0,0,0,0,0,3,0,0,4,8,0,24,0,12,0,3,8,0,55,0,0,0,0,0,4,0,0,0,7,5,0,6,0,0,25,0,7,0,41,0,0,9,12,0,10,0,9,0,41,0,0,0,0,8,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,3,0,7,0,0,0,0,14,0,5,0,0,0,0,0,3,0,9,0,0,7,3,8,0,0,3,0,24,3,17,0,4,0,0,0,0,0,32,0,16,4,37,9,0,0,7,0,66,0,0,0,0,0,0,0,0,0,4,0,0,12,3,0,0,0,0,0,22,4,0,0,0,4,0,4,6,4,14
UCL321021,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,21,0,0,28,0,0,4,0,0,0,0,0,0,7,0,0,4,0,4,0,0,0,0,9,4,0,14,0,0,0,14,7,3,37,5,3,0,0,0,0,7,0,0,17,0,0,0,0,0,22,0,4,0,30,0,0,0,8,0,4,0,8,0,16,5,0,3,0,3,0,17,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,3,0,6,0,3,3,4,5,0,0,0,0,15,0,10,0,9,3,0,0,0,0,25,0,9,0,18,6,0,0,3,0,39,0,0,4,0,0,0,0,0,0,3,0,0,10,0,4,0,0,0,0,12,0,0,0,3,0,0,0,0,3,11
UCL321022,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,0,0,0,21,0,0,4,0,0,0,0,0,0,5,9,0,23,0,4,0,4,8,0,46,0,0,0,0,3,0,0,0,0,10,11,6,0,0,0,14,0,0,0,32,5,0,3,10,0,0,0,8,0,24,0,0,4,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,7,0,0,4,0,0,0,0,19,0,0,4,0,0,0,0,0,0,6,3,3,0,4,9,0,0,0,0,24,0,12,0,8,0,0,0,4,0,29,6,18,0,14,4,0,0,0,0,41,4,0,0,5,0,0,0,0,0,12,0,0,6,3,0,0,0,0,0,12,3,0,0,0,3,0,0,4,0,14
UCL321023,7,0,0,0,0,0,15,11,0,41,0,0,9,0,0,0,4,0,0,16,3,0,17,0,0,0,9,11,0,48,3,0,0,0,3,0,5,0,0,9,7,0,8,0,3,0,7,3,0,24,0,0,0,0,0,0,0,0,0,6,6,0,0,0,5,29,0,5,0,43,3,0,3,3,0,0,0,6,0,16,6,0,0,0,0,0,17,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,4,0,13,0,0,0,0,4,0,7,5,0,18,0,15,0,8,0,0,0,0,0,26,6,5,0,8,5,0,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,16,0,0,0,0,0,0,4,5,0,15
UCL321024,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,7,3,0,22,4,0,0,0,0,0,0,4,0,4,0,0,14,0,0,0,0,3,0,27,4,0,0,0,0,0,0,0,0,8,3,0,6,0,3,17,3,0,0,30,0,0,4,4,0,3,0,4,0,15,0,0,0,0,0,0,11,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,0,16,0,10,0,4,0,0,0,3,0,20,0,6,0,10,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,11,0,0,0,0,0,0,0,3,7,19
UCL321025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,4,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,0,6,5,0,21,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,7,0,6,0,25,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,5,0,0,4,0,14,0,0,0,0,6,0,0,5,0,14,0,12,0,3,4,0,0,3,0,13,3,6,6,10,3,0,0,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5
UCL321026,0,4,0,0,0,0,0,0,0,4,0,3,15,0,3,0,15,0,0,38,0,0,8,0,5,0,8,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,18,0,0,4,0,0,0,5,0,0,6,0,0,0,0,0,15,0,3,0,20,0,0,0,8,0,0,0,3,0,14,0,3,6,0,0,0,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,10,0,0,0,0,0,0,4,7,0,13,0,4,3,0,6,0,0,0,0,9,0,6,0,3,0,0,0,0,0,16,0,8,0,11,6,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,0,0,0,0,5,0,22
UCL321027,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,4,0,0,4,6,0,5,0,0,4,0,0,0,10,0,0,7,0,0,0,3,0,0,6,4,0,18,0,3,0,10,11,0,47,0,0,0,0,6,0,0,0,0,3,9,0,0,0,0,21,3,5,0,37,5,0,5,13,0,4,0,7,0,38,0,0,0,0,7,0,6,0,0,16,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,3,0,4,0,0,0,0,15,0,0,0,3,0,0,0,7,0,9,0,6,4,15,12,0,3,0,0,38,0,12,0,15,3,0,0,0,0,35,4,12,0,18,15,0,0,6,0,54,0,0,3,0,0,0,0,5,0,9,0,0,9,5,0,0,0,0,0,11,4,0,8,0,7,0,0,4,4,21
UCL321028,10,0,0,0,0,0,0,10,0,22,4,3,34,0,3,0,49,6,0,95,0,0,15,0,5,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,14,0,10,0,13,16,0,47,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,6,0,0,0,15,8,0,0,6,0,5,0,13,0,28,0,0,0,0,4,0,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0,0,3,0,0,0,0,4,0,14,0,0,0,0,3,0,4,7,0,14,0,5,0,3,4,0,5,3,0,25,0,20,0,3,4,0,0,0,0,37,0,7,0,12,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,23,0,3,3,0,4,0,9,5,3,27
UCL321029,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,18,0,4,0,0,0,3,0,0,0,3,4,0,0,0,0,8,0,0,0,13,0,0,0,3,0,0,0,4,0,13,0,5,0,0,5,0,7,4,0,26,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,7,3,9,0,0,9,0,0,0,0,18,7,4,3,0,5,0,0,9,0,21,0,0,0,3,8,0,0,0,0,14,0,13,0,9,0,0,0,0,0,25,4,13,5,22,3,0,0,4,0,52,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,3,0,4,0,3,0,3,0,6,23
UCL321030,0,0,0,0,0,0,4,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16,5,27,0,0,0,0,0,0,6,4,0,9,3,0,10,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,6,0,10,0,4,0,4,6,0,0,0,0,12,0,5,0,0,5,0,0,3,0,11,4,7,0,9,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6
UCL321031,4,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,4,3,0,4,3,0,3,4,3,0,16,0,0,0,0,0,0,0,0,0,4,7,0,28,0,3,0,11,13,0,55,3,5,0,0,3,4,0,5,0,14,12,0,0,0,0,25,0,3,0,44,7,0,5,3,0,0,0,4,0,19,0,0,0,0,6,0,9,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,14,0,0,4,3,0,3,0,24,0,0,7,0,0,0,0,7,0,15,4,0,3,9,0,0,0,0,0,20,4,31,0,10,0,0,0,5,4,52,3,19,4,33,6,0,0,0,0,74,0,8,0,3,0,0,0,0,0,9,0,0,9,4,0,0,0,0,0,11,4,3,0,0,0,0,6,0,12,30
UCL321032,0,0,0,0,4,0,0,0,0,7,0,3,3,0,0,0,8,0,0,23,7,0,12,3,3,5,0,3,0,36,0,0,4,0,0,0,4,0,0,8,25,0,66,0,13,0,12,18,5,131,5,0,0,0,6,6,5,0,0,16,16,0,7,0,3,56,0,10,0,97,14,4,15,23,6,6,0,13,0,82,3,0,0,0,11,0,7,0,0,30,0,0,0,0,3,0,0,0,0,6,6,10,0,0,6,0,0,0,0,25,0,0,7,0,3,5,0,0,0,19,5,18,6,0,4,0,0,0,0,39,3,0,4,0,3,0,0,30,5,47,9,7,5,5,12,0,0,0,0,37,7,40,5,11,3,0,0,3,0,71,3,34,0,59,22,0,0,4,0,127,3,5,6,3,0,0,0,0,0,18,7,0,26,11,4,0,0,3,0,57,4,9,6,5,7,4,0,3,8,43
UCL321033,0,0,0,0,0,0,6,6,0,6,0,0,3,0,0,0,3,0,0,8,0,3,0,0,0,0,4,4,0,15,0,0,0,0,0,0,0,0,0,3,0,0,29,0,6,0,0,13,0,44,0,0,0,0,4,0,3,0,0,12,5,4,5,3,0,34,3,0,0,51,10,3,13,26,0,6,0,12,0,88,3,7,0,8,9,9,6,0,0,35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,10,0,0,0,0,5,0,0,0,0,11,5,0,0,10,0,0,5,20,0,40,4,3,0,3,3,0,0,8,0,28,5,22,0,17,0,0,0,3,0,40,0,14,4,22,7,0,0,0,0,53,0,0,0,5,0,0,0,0,0,3,0,0,8,9,3,0,0,0,0,20,3,0,7,6,0,0,0,0,4,26
UCL321034,3,0,4,0,0,3,0,4,0,11,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,3,0,10,0,0,0,7,3,0,25,0,0,0,0,5,5,0,0,0,9,10,0,4,0,3,17,0,3,0,39,14,0,3,5,0,0,0,9,0,34,0,0,0,0,3,0,12,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,10,9,4,10,18,16,0,22,15,5,79,0,26,0,8,3,0,0,4,0,41,5,25,3,29,9,0,0,0,0,73,0,0,0,0,0,0,0,0,0,6,0,0,9,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,11,8
