UCL_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
UCL112002,584,921,1932,1648,1609,1271,398,52,7,8418,3,5,4,19,17,16,3,3,0,66,0,0,6,3,0,0,0,0,0,18,31,36,60,69,67,62,13,0,0,341,0,0,4,16,14,3,0,0,0,45,5,17,36,44,41,27,4,0,0,182,8,9,15,15,13,14,6,0,0,70,158,139,213,174,139,125,41,0,0,975,218,109,117,63,87,50,18,0,0,662,0,3,19,27,25,29,8,0,0,118,5,12,20,28,16,11,0,0,0,91,3,19,31,38,28,26,12,0,0,157,3,6,19,15,22,11,5,0,0,83,10,28,95,75,49,51,25,0,0,321,11,14,63,50,71,46,14,0,0,267,4,38,178,166,169,110,19,0,0,687,41,101,287,312,376,243,40,0,0,1388,88,321,553,426,441,380,85,8,0,2298,23,20,27,20,10,14,0,0,0,110,16,41,70,60,59,40,12,0,0,297
UCL112003,284,435,992,1339,1531,1376,522,69,4,6559,0,0,11,4,6,6,0,0,0,36,0,0,0,0,4,0,0,0,0,4,7,16,24,27,36,20,11,0,0,152,0,0,5,5,10,7,0,0,0,25,0,11,22,37,21,19,7,0,0,119,0,7,11,16,18,14,7,0,0,73,88,69,112,85,120,83,38,5,0,600,94,79,97,78,84,69,11,0,0,517,5,0,7,17,26,30,5,0,0,102,5,4,12,14,22,24,9,0,0,88,0,3,24,37,44,28,9,0,0,152,0,0,21,16,15,10,9,0,0,86,5,24,65,109,136,93,47,0,0,475,3,10,29,35,42,54,15,0,0,188,4,12,78,136,155,110,25,3,0,525,16,41,158,265,358,313,106,5,0,1261,17,75,241,357,459,411,143,8,0,1714,9,6,21,41,47,26,22,4,0,178,6,21,37,49,49,27,15,0,0,212
UCL112004,322,336,812,973,1141,998,509,119,8,5228,6,4,14,8,6,8,7,0,0,56,0,0,6,0,5,0,0,0,0,3,15,6,21,30,35,33,14,0,0,156,0,0,0,4,3,6,0,0,0,11,3,3,16,35,28,33,19,0,0,138,8,3,11,24,16,18,6,0,0,82,72,58,75,77,127,113,53,14,0,590,117,72,79,55,51,52,18,3,3,452,0,0,14,16,12,21,12,4,0,75,0,0,10,16,13,5,3,0,0,61,0,3,19,55,39,17,12,0,0,152,4,5,14,30,33,24,8,7,0,122,5,12,61,89,118,83,48,8,0,421,7,0,13,31,53,18,17,3,0,148,0,7,26,46,52,39,13,0,0,176,15,35,77,133,241,189,71,9,0,764,16,72,236,226,263,276,96,8,0,1203,5,10,18,15,18,13,6,0,0,85,16,15,33,35,38,27,7,3,0,169
UCL112005,270,453,1001,862,870,685,160,20,4,4322,0,0,9,7,10,9,0,0,0,29,0,3,14,18,18,6,0,0,0,58,20,22,38,41,40,28,6,0,0,189,0,0,4,3,6,0,0,0,0,18,5,7,18,18,13,15,6,0,0,84,3,3,12,6,12,3,3,0,0,47,85,63,126,109,117,67,11,0,0,579,138,79,142,78,72,62,5,0,0,574,3,0,11,16,8,18,12,0,0,71,0,4,5,5,4,0,0,0,0,13,0,11,23,24,27,9,0,0,0,96,5,4,16,17,15,8,0,0,0,66,0,13,41,29,34,11,7,0,0,140,5,19,50,48,65,37,4,0,0,225,4,13,49,56,56,23,3,0,0,204,7,37,95,116,95,51,17,0,0,423,34,100,214,238,217,207,44,4,0,1053,5,7,12,15,9,0,3,0,0,51,5,21,54,36,32,13,3,0,0,173
UCL112006,590,781,2564,1838,1516,1324,460,75,10,9162,0,3,23,10,8,21,11,9,0,83,0,4,8,4,5,4,0,0,0,28,20,19,91,52,33,29,10,0,0,262,0,0,14,13,11,16,0,0,0,51,0,18,51,46,39,41,9,0,0,204,3,7,26,13,36,21,10,0,0,128,193,127,245,172,152,144,28,3,0,1059,175,100,160,105,92,78,27,0,0,748,4,8,18,23,25,34,9,0,0,117,5,16,13,16,10,4,3,0,0,68,5,15,56,38,37,29,0,0,0,178,0,4,30,27,21,13,7,0,0,108,5,39,119,78,61,55,18,3,0,385,4,27,63,60,54,46,5,0,0,264,4,46,190,160,157,96,14,0,0,677,29,97,285,347,270,215,76,6,0,1315,53,262,922,582,475,460,106,6,0,2865,20,20,38,32,16,13,4,0,0,144,21,38,89,51,44,39,16,0,0,311
UCL112007,115,89,264,281,305,267,98,21,3,1445,0,0,4,0,4,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,11,7,9,14,19,3,0,0,0,72,0,0,0,0,5,0,0,0,0,4,0,0,8,8,13,3,0,0,0,40,0,0,0,0,5,0,0,0,0,20,23,14,18,25,30,39,11,0,0,157,43,21,28,28,29,30,5,8,0,183,0,0,0,3,8,8,6,0,0,27,0,0,0,3,0,0,0,0,0,7,0,7,7,7,13,6,4,0,0,34,0,0,0,3,8,3,0,0,0,16,0,5,13,14,16,3,3,0,0,46,0,0,4,9,12,17,0,0,0,44,0,3,14,33,21,13,0,0,0,82,4,7,35,54,47,30,0,0,0,180,5,24,76,70,90,79,11,0,0,354,12,4,6,7,9,5,5,0,0,36,5,10,19,19,15,10,0,0,0,71
UCL112008,231,231,475,600,667,677,255,42,3,3196,0,0,0,4,6,4,5,0,0,18,0,0,0,0,0,0,0,0,0,5,4,0,12,14,8,13,6,0,0,58,0,0,0,8,6,12,0,0,0,27,0,3,13,19,22,20,3,0,0,76,0,0,0,7,10,5,0,0,0,16,82,55,67,88,93,95,31,0,0,514,103,54,54,52,58,79,11,5,0,416,0,0,3,4,10,12,3,0,0,37,0,0,3,3,0,4,6,0,0,22,0,0,15,13,3,20,3,0,0,55,9,3,18,18,29,16,6,0,0,94,3,8,14,20,33,27,14,0,0,128,0,0,18,20,37,26,7,0,0,102,0,4,18,43,44,39,8,0,0,152,5,24,77,92,94,103,33,0,0,437,28,57,192,193,257,281,76,9,0,1095,0,0,8,11,11,11,3,0,0,34,3,7,23,31,37,24,13,0,0,138
UCL112009,309,535,1257,1073,951,948,263,39,0,5381,0,0,12,11,11,6,4,0,0,45,0,5,3,5,0,0,0,0,0,11,12,22,52,32,33,21,7,0,0,170,0,0,0,0,5,4,0,0,0,14,3,15,32,26,11,17,5,0,0,114,4,7,11,7,7,10,0,0,0,55,103,68,147,127,104,95,21,0,0,659,108,56,91,66,57,50,11,0,0,446,0,6,12,17,17,20,5,4,0,82,0,11,7,9,0,7,0,0,0,38,0,8,26,13,21,19,0,0,0,79,3,10,15,9,14,11,7,0,0,72,8,19,52,33,44,33,16,0,0,203,9,20,33,37,51,46,9,4,0,207,4,30,111,130,155,87,9,0,0,525,17,52,123,132,113,126,30,3,0,594,27,93,382,305,310,280,84,0,0,1479,7,8,11,8,8,8,0,0,0,43,15,26,48,35,48,24,6,0,0,198
UCL112010,322,480,1309,1131,972,887,307,48,4,5470,3,17,64,63,64,41,21,4,0,276,0,0,0,0,0,0,0,0,0,0,29,52,225,166,143,89,18,0,0,729,0,0,7,13,5,4,0,0,0,34,0,10,20,11,16,11,14,0,0,74,4,4,21,15,16,16,8,0,0,84,145,73,116,105,110,97,29,0,0,672,65,47,68,40,51,52,14,6,0,342,0,4,12,6,16,19,5,0,0,62,3,4,7,3,3,0,0,0,0,15,7,4,19,20,23,11,3,0,0,84,0,6,7,5,9,6,4,0,0,37,3,23,67,42,35,32,10,6,0,217,3,6,44,35,31,34,6,5,0,160,0,10,50,54,47,35,0,0,0,206,10,25,122,122,130,86,27,3,0,528,16,81,232,262,202,184,50,9,0,1033,10,6,8,9,3,0,0,0,0,38,13,22,53,30,18,20,10,0,0,165
UCL112011,268,465,1245,910,854,591,103,11,0,4442,0,8,11,14,12,10,3,0,0,45,0,3,23,14,19,5,0,0,0,71,7,10,44,36,40,21,5,0,0,165,0,3,8,8,0,3,0,0,0,21,5,11,43,32,24,28,3,0,0,138,0,3,15,16,5,6,0,0,0,49,77,85,152,118,102,61,12,0,0,619,113,78,82,59,45,34,9,0,0,418,0,4,19,12,27,16,0,0,0,75,0,4,8,4,5,5,0,0,0,22,0,6,44,28,30,13,0,0,0,116,4,8,18,14,14,4,3,0,0,67,3,18,54,35,20,15,0,0,0,145,3,16,65,50,60,34,4,0,0,228,0,17,49,54,54,25,0,0,0,193,14,37,88,102,79,52,12,0,0,385,27,123,352,233,220,188,39,0,0,1184,0,9,15,5,11,0,0,0,0,36,10,27,64,31,24,16,0,0,0,176
UCL112012,434,548,1276,1203,1180,1069,307,41,4,6062,12,8,23,13,23,11,4,4,0,82,0,0,0,0,0,0,0,0,0,0,8,20,37,44,37,48,8,0,0,209,0,0,8,0,0,9,0,0,0,21,0,4,30,19,14,20,3,0,0,88,0,5,13,3,16,9,6,0,0,56,153,113,153,132,140,101,24,0,0,812,153,75,96,56,55,50,13,0,0,497,0,0,3,12,17,18,3,0,0,58,3,4,11,6,12,0,0,0,0,36,0,12,36,26,18,24,4,0,0,125,0,4,18,17,15,14,9,0,0,65,7,30,60,69,57,44,13,0,0,283,6,19,46,33,47,50,5,0,0,211,6,14,33,59,65,55,14,0,0,238,8,49,155,232,210,172,36,3,0,869,35,135,426,432,479,472,108,3,0,2095,8,7,10,15,20,8,4,0,0,64,8,18,65,37,50,44,11,0,0,230
UCL112013,29,39,118,121,111,103,32,8,0,574,0,0,6,4,3,0,4,0,0,18,0,0,4,0,0,0,0,0,0,3,0,5,3,0,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,15,0,0,0,4,6,3,0,0,0,9,15,7,15,10,12,10,0,0,0,70,7,8,8,3,0,5,7,0,0,30,0,0,0,5,3,0,0,0,0,17,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,4,0,0,6,0,0,0,0,6,0,4,5,6,0,0,0,0,0,16,0,0,4,6,7,7,3,0,0,28,0,0,11,9,7,9,0,0,0,35,0,3,28,21,28,17,4,0,0,94,0,13,31,33,31,26,0,0,0,137,0,0,0,0,0,0,0,0,0,9,0,4,9,3,3,8,0,0,0,20
UCL112014,265,457,979,936,904,788,243,33,0,4608,3,4,13,0,5,4,0,0,0,35,0,3,8,4,0,0,0,0,0,20,9,10,29,32,35,32,4,0,0,146,0,5,4,3,8,6,0,0,0,16,5,19,47,42,26,24,8,0,0,164,0,0,12,13,12,11,4,0,0,60,76,59,97,88,74,67,15,0,0,481,97,45,57,26,30,19,3,0,0,276,4,3,15,8,23,17,6,0,0,80,0,0,5,9,14,13,0,0,0,40,0,8,37,23,27,29,0,0,0,133,0,3,13,13,10,14,9,3,0,68,8,11,55,48,43,36,7,0,0,205,3,4,28,26,29,29,0,0,0,125,0,11,53,38,44,36,3,0,0,183,12,37,105,127,158,100,33,0,0,576,33,119,320,264,318,284,65,9,0,1410,6,9,13,10,5,5,3,0,0,54,12,15,42,44,41,31,13,0,0,199
UCL112015,430,643,1691,1307,1236,1026,242,41,5,6610,0,3,13,4,8,0,3,0,0,38,0,0,0,0,0,0,0,0,0,3,11,19,42,30,34,35,4,0,0,172,0,0,0,3,5,5,0,0,0,12,0,24,38,40,23,14,7,0,0,152,0,5,7,16,17,5,0,0,0,55,157,118,195,156,135,103,27,0,0,891,178,110,144,107,76,42,8,3,0,666,0,6,17,17,14,23,9,0,0,89,3,0,0,7,3,0,4,0,0,26,0,8,29,24,9,12,0,0,0,81,0,7,44,15,11,12,3,0,0,96,5,20,70,41,42,33,3,0,0,211,4,14,51,59,55,33,13,0,0,237,13,40,106,128,111,69,6,0,0,466,14,51,168,147,182,123,23,0,0,706,23,156,504,442,417,359,83,6,0,1988,8,15,20,18,10,11,3,0,0,80,8,33,79,50,31,22,13,0,0,243
UCL112016,596,803,2260,1978,1773,1338,452,74,5,9284,4,9,22,18,15,14,14,5,0,94,0,18,73,52,13,6,0,0,0,176,7,17,59,46,36,24,9,0,0,194,0,0,10,0,4,4,3,0,0,27,3,12,37,44,32,28,12,0,0,181,0,14,21,15,11,16,0,0,0,74,211,118,218,168,149,129,27,0,0,1032,215,106,159,117,68,71,21,0,0,761,0,12,23,32,27,31,7,0,0,145,0,3,15,14,11,3,3,0,0,61,0,11,46,29,38,20,11,0,0,158,3,4,34,24,26,17,12,0,0,119,5,23,105,86,71,59,13,0,0,363,5,19,62,82,71,67,9,0,0,316,10,47,161,230,235,126,23,0,0,827,32,83,275,325,333,207,60,9,0,1308,52,251,807,665,587,483,106,9,0,2957,15,10,16,12,14,6,4,0,0,82,22,26,92,86,67,37,9,3,0,350
UCL112017,710,793,1652,1958,2126,1770,593,89,11,9694,0,3,4,6,4,11,8,0,0,33,0,0,0,3,0,3,0,0,0,4,20,17,29,32,28,31,8,3,0,164,0,0,27,69,89,59,3,0,0,253,3,10,23,48,63,48,14,3,0,208,3,7,9,15,18,26,9,0,0,78,235,153,166,186,188,198,58,5,0,1200,330,176,171,134,113,109,28,0,0,1066,5,5,17,19,37,29,10,0,0,120,7,5,17,13,13,15,6,0,0,73,3,10,22,45,57,37,3,5,0,183,4,11,29,32,43,34,15,5,0,167,10,25,81,108,105,89,25,0,0,442,3,26,41,76,92,91,19,0,0,351,5,24,80,134,173,97,14,0,0,531,26,73,265,347,421,284,55,6,0,1480,89,270,633,632,798,713,161,9,0,3309,26,12,19,13,24,13,9,0,0,116,13,40,74,85,69,69,22,0,0,375
UCL112018,555,727,1940,1525,1317,1203,385,65,7,7729,3,8,20,15,12,13,3,0,0,75,0,5,0,0,0,0,0,0,0,9,19,44,173,133,72,55,10,0,0,510,0,0,5,9,8,9,0,0,0,25,6,4,29,26,19,28,8,0,0,122,6,5,13,23,17,21,4,0,0,82,180,105,198,138,173,132,35,0,0,959,189,81,146,103,72,72,9,3,0,678,4,15,26,24,41,37,11,0,0,140,0,9,22,15,8,6,0,0,0,59,0,10,36,26,34,26,4,0,0,151,0,9,30,14,23,11,4,7,0,90,3,27,84,61,62,33,12,4,0,284,3,21,45,68,75,54,15,0,0,281,3,16,65,102,94,70,14,0,0,361,29,64,207,205,231,195,47,6,0,991,43,194,594,441,421,418,113,12,0,2236,14,7,10,14,14,5,9,0,0,73,21,28,72,54,50,49,14,4,0,294
UCL112019,869,1196,2768,2363,2162,1870,603,93,10,11933,4,11,16,14,14,15,17,4,0,103,0,0,3,3,0,0,0,0,0,6,32,29,71,87,51,47,9,0,0,334,0,9,7,10,16,10,0,0,0,56,12,20,46,67,46,44,15,0,0,241,0,15,25,28,29,24,8,0,0,125,271,230,254,202,180,166,55,0,0,1363,290,190,175,118,96,85,22,6,0,984,7,10,28,29,43,38,16,0,0,171,5,8,24,18,7,7,0,0,0,73,7,15,52,63,44,30,4,0,0,220,5,14,43,26,18,10,9,0,0,122,15,59,132,112,79,74,18,5,0,488,12,35,96,113,90,92,17,0,0,451,14,42,134,173,192,133,27,0,0,720,33,127,346,392,469,341,88,4,0,1806,89,328,913,730,717,612,145,12,0,3546,15,12,20,15,12,9,0,0,0,86,33,60,121,90,71,76,22,3,0,472
UCL113001,227,269,605,720,715,710,284,39,9,3578,3,7,6,7,17,14,7,0,0,56,0,0,0,0,0,0,0,0,0,5,8,3,18,17,15,21,10,0,0,99,0,0,0,4,6,0,0,0,0,7,4,4,8,12,21,15,12,0,0,76,0,9,4,6,4,8,3,0,0,31,85,52,81,68,81,83,35,0,0,474,71,49,60,55,63,42,24,0,0,362,0,0,3,6,9,17,4,5,0,45,0,0,0,5,3,3,0,0,0,19,0,6,5,15,11,8,5,3,0,53,0,0,12,7,17,12,4,0,0,59,7,8,35,46,39,41,12,0,0,184,0,5,23,32,40,28,8,0,0,128,0,8,21,44,55,28,7,0,0,168,8,15,75,101,135,113,21,0,0,470,15,70,205,236,252,298,77,0,0,1152,3,10,8,10,9,13,4,3,0,53,11,10,30,33,34,17,11,0,0,150
UCL113002,145,150,371,381,447,437,183,22,0,2147,0,0,0,3,3,4,4,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,6,4,15,6,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,3,22,13,17,5,6,0,0,71,0,0,0,3,9,5,0,0,0,13,45,26,54,62,67,59,21,4,0,335,45,34,35,54,60,48,11,0,0,278,0,0,0,8,8,8,0,0,0,25,6,5,0,0,3,6,0,0,0,16,0,0,11,5,11,11,0,0,0,41,0,3,11,8,17,8,3,0,0,49,0,3,9,15,18,17,7,0,0,74,0,4,13,24,31,20,11,0,0,102,6,3,21,39,37,50,9,0,0,163,0,6,38,42,37,51,16,0,0,194,8,34,109,93,118,157,37,0,0,556,4,6,6,5,5,3,0,0,0,35,5,3,8,20,26,12,6,0,0,84
UCL113003,230,321,764,645,657,704,216,14,6,3564,0,0,0,0,0,0,3,0,0,15,6,0,11,18,7,18,5,0,0,55,0,0,4,4,12,5,0,0,0,29,0,0,4,4,0,9,0,0,0,15,0,3,16,5,9,6,3,0,0,46,0,4,7,7,9,4,5,0,0,31,100,37,75,68,67,87,22,3,0,460,76,39,61,55,47,57,19,0,0,358,0,0,7,6,8,15,3,0,0,39,0,3,4,6,6,3,0,0,0,19,0,12,17,12,6,4,0,0,0,51,0,8,3,9,10,0,0,0,0,41,0,0,23,7,14,13,0,0,0,66,0,10,26,21,33,38,6,0,0,138,0,10,41,38,55,51,9,0,0,207,5,19,127,94,110,84,17,0,0,460,29,88,303,235,217,291,59,6,0,1215,3,10,15,8,10,4,3,0,0,48,6,24,31,16,21,22,11,0,0,133
UCL113004,96,135,722,584,491,369,174,19,0,2591,0,3,10,4,10,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,8,4,29,10,11,11,0,0,0,65,0,0,0,0,0,0,0,0,0,3,0,6,10,15,12,7,3,0,0,54,0,0,10,6,8,3,0,0,0,28,38,33,82,59,28,30,15,0,0,288,45,87,210,93,56,41,15,0,0,538,0,0,10,6,3,6,4,0,0,32,0,5,14,20,6,13,0,0,0,58,0,0,5,13,3,5,0,0,0,39,0,4,14,7,15,12,3,0,0,57,0,8,85,86,43,27,11,0,0,250,0,6,42,26,20,17,3,0,0,120,0,3,11,23,14,10,3,0,0,63,3,14,49,61,64,58,11,0,0,266,0,17,104,94,105,95,30,0,0,444,0,7,15,10,10,7,0,0,0,59,5,4,41,24,16,14,0,0,0,119
UCL113005,240,325,654,602,598,563,146,31,4,3163,0,0,5,12,3,12,10,6,0,44,0,0,0,0,0,0,0,0,0,0,3,3,10,12,3,15,4,0,0,54,0,0,0,9,4,5,0,0,0,21,0,0,9,17,17,11,6,0,0,50,0,3,5,6,7,0,0,0,0,26,67,58,80,62,74,52,16,0,0,410,82,62,51,41,37,42,4,0,0,314,0,4,3,14,5,7,3,0,0,43,0,3,8,8,3,4,0,0,0,27,0,3,17,12,19,5,0,0,0,64,0,5,13,7,5,7,0,0,0,38,0,7,20,29,18,11,8,0,0,98,3,8,22,23,23,26,8,0,0,116,0,24,63,80,93,41,11,0,0,304,10,25,76,103,85,83,15,0,0,404,11,83,201,174,212,202,30,0,0,912,0,3,10,5,5,7,0,0,0,33,5,5,22,21,32,13,6,0,0,112
UCL113006,131,145,336,266,279,275,92,14,5,1546,0,3,4,3,0,6,0,4,0,12,0,0,0,0,0,0,0,0,0,0,3,0,10,6,4,4,6,0,0,33,0,0,0,0,5,0,0,0,0,7,5,0,10,5,8,9,0,0,0,33,0,3,4,0,3,0,0,0,0,12,35,25,45,34,47,31,11,0,0,218,62,36,22,25,21,16,0,0,0,188,0,3,8,4,3,6,3,0,0,29,8,0,0,0,0,4,0,0,0,9,3,4,3,3,3,5,0,0,0,22,0,3,0,0,3,4,0,0,0,11,0,5,7,14,10,7,0,0,0,43,0,4,12,34,11,15,7,0,0,85,0,0,16,28,23,16,7,0,0,88,0,16,38,37,54,43,13,0,0,197,9,43,112,121,136,121,37,3,0,587,0,4,0,0,0,4,0,0,0,7,0,0,15,11,8,6,4,0,0,53
UCL113007,204,234,520,698,696,654,194,25,3,3236,4,0,0,6,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7,6,3,12,15,19,20,8,0,0,81,0,0,3,0,4,3,0,0,0,11,0,0,14,20,21,21,7,0,0,92,0,0,3,4,7,4,0,0,0,23,45,30,52,37,47,53,13,0,0,285,100,46,37,42,44,14,3,4,0,291,0,0,4,12,12,11,3,0,0,43,0,4,0,3,4,3,0,0,0,18,0,3,18,20,30,16,3,0,0,92,4,5,5,11,16,11,0,0,0,55,0,8,44,54,56,41,10,0,0,220,0,5,9,13,29,21,5,0,0,76,6,7,44,75,68,47,6,0,0,247,8,28,107,152,150,134,26,3,0,605,9,32,156,178,162,175,41,7,0,753,5,4,6,7,4,6,0,0,0,41,3,13,18,24,31,15,3,0,0,108
UCL113008,131,218,463,385,430,401,100,19,5,2144,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,18,0,4,8,10,17,3,0,0,0,42,0,0,0,0,4,3,5,0,0,15,0,0,10,7,7,4,4,0,0,39,0,4,12,9,8,10,0,0,0,44,26,23,51,44,54,52,6,0,0,256,46,39,34,29,32,37,8,0,0,226,0,4,8,3,6,13,7,0,0,45,0,3,6,0,0,0,0,0,0,12,0,6,30,13,16,6,0,0,0,69,0,6,4,4,7,3,0,0,0,21,3,10,24,16,9,12,5,0,0,75,0,10,19,22,15,29,0,0,0,106,0,16,48,48,59,54,6,0,0,238,5,14,45,45,68,33,13,0,0,223,7,33,100,84,97,119,22,3,0,468,0,0,6,5,5,0,3,0,0,20,8,3,23,9,20,6,3,3,0,77
UCL113009,185,209,484,562,579,411,95,6,3,2521,0,0,3,0,0,3,0,0,0,9,0,0,6,11,7,0,0,0,0,12,4,3,10,20,26,15,3,0,0,71,0,0,4,6,3,0,0,0,0,16,0,5,21,14,19,12,3,0,0,71,0,0,17,10,18,0,5,0,0,46,40,30,34,43,51,47,8,0,0,262,100,42,26,19,32,12,0,0,0,222,0,3,5,5,10,12,3,0,0,42,0,0,0,0,4,0,0,0,0,9,0,3,17,32,20,18,3,0,0,94,6,6,11,12,10,4,0,0,0,49,0,13,21,41,41,18,3,0,0,134,0,8,26,24,34,18,3,0,0,118,5,13,44,61,67,31,0,0,0,224,5,14,51,75,54,30,9,0,0,239,21,40,126,153,143,104,20,0,0,609,5,4,3,10,3,8,0,0,0,24,9,6,22,18,21,14,6,0,0,89
