UCL_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL122052,0,0,0,7,5,6,5,0,0,27,3,0,0,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,10,12,13,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,10,12,8,3,0,0,53,0,0,0,0,3,7,20,6,0,40,0,0,0,0,3,0,4,0,0,12,4,6,3,16,19,17,24,12,0,106,0,0,0,8,8,12,6,0,0,27,4,0,5,3,8,11,3,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,8,15,13,15,5,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122053,0,0,6,6,6,7,3,0,0,26,0,0,0,0,8,7,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,10,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,6,11,13,3,0,0,52,0,0,4,0,6,12,18,16,10,73,0,0,3,0,0,0,0,3,0,13,3,0,11,11,21,33,23,21,10,129,0,0,0,3,0,0,0,0,0,12,5,0,3,4,5,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,10,8,4,7,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122054,0,4,25,11,17,10,3,0,0,66,0,0,0,0,0,5,9,0,0,20,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,0,0,0,4,3,7,24,11,21,19,14,0,0,97,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,3,7,29,15,21,19,14,0,0,102,5,0,0,0,0,7,19,7,4,47,5,0,7,5,10,6,13,3,0,47,12,10,35,22,28,26,36,12,6,190,0,4,9,7,12,8,3,0,0,39,0,3,5,8,3,8,3,0,0,34,0,0,0,0,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,4,0,3,20,15,18,14,7,0,0,85,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4
UCL122055,0,4,7,9,15,15,7,0,0,52,0,0,0,4,9,0,4,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,10,19,13,9,4,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,10,19,14,9,4,0,78,0,0,0,0,5,8,27,20,0,70,0,0,0,0,0,0,0,5,0,7,7,6,10,10,23,27,43,34,4,154,0,0,0,4,16,10,0,0,0,31,0,3,0,9,8,17,7,5,0,57,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,3,13,24,32,10,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122056,4,5,0,15,9,0,0,0,0,37,5,0,0,4,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,14,11,4,12,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,16,11,4,12,0,0,57,8,0,0,0,8,11,23,15,0,59,0,0,0,0,0,0,0,0,0,3,11,6,4,22,17,11,29,17,0,122,0,0,4,9,4,3,0,0,0,27,0,0,0,5,11,6,0,0,0,30,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,3,12,12,8,4,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122057,0,7,6,12,10,8,6,0,0,48,0,0,0,0,0,4,4,0,0,13,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,4,10,12,19,11,4,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,12,19,12,4,0,0,65,4,0,0,5,4,5,17,0,4,38,0,0,0,0,0,0,0,0,0,0,8,6,13,15,20,14,19,0,4,103,3,0,5,4,12,6,0,0,0,31,9,0,0,3,12,7,0,0,0,31,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,7,11,6,23,11,4,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,4,0,0,0,6
UCL122058,0,9,13,11,11,7,5,0,0,53,4,0,4,0,3,4,4,0,0,20,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,5,16,16,17,11,4,0,0,82,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,9,3,5,20,18,18,14,5,0,0,92,0,0,7,3,9,18,36,22,3,93,0,0,4,0,4,4,4,0,0,17,7,13,28,22,32,30,45,31,3,202,0,3,3,13,5,10,0,0,0,30,4,0,13,4,11,11,0,0,0,36,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,21,18,16,3,0,0,75,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL122059,0,11,19,19,16,12,5,0,0,76,0,0,0,6,3,4,0,0,0,16,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,13,17,18,16,18,6,0,0,91,0,0,6,0,3,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,13,3,15,20,18,15,18,7,0,0,102,0,0,0,3,0,7,20,11,3,56,0,0,3,0,0,0,5,0,0,11,3,17,31,25,22,29,33,13,3,170,0,4,8,10,10,13,5,0,0,47,7,4,9,8,17,8,4,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,15,20,25,22,4,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL122060,0,4,10,14,11,4,0,0,0,44,0,0,0,4,6,5,6,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,7,10,19,11,13,4,0,0,71,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,7,14,17,11,16,4,0,0,74,3,7,8,0,0,3,31,7,5,61,5,0,5,3,5,6,6,3,0,32,4,7,25,23,24,30,36,12,9,165,0,4,0,6,10,9,0,0,0,29,5,0,3,6,3,8,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,3,10,18,9,12,0,0,0,63,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6
UCL122061,0,0,0,0,3,0,0,0,0,13,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,3,0,11,5,0,0,0,27,4,0,8,3,0,5,6,4,0,26,0,8,3,3,6,0,0,3,0,19,4,8,18,5,10,12,13,9,0,69,0,0,0,0,0,4,0,0,0,7,0,0,3,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122062,0,3,17,13,15,17,5,0,0,65,4,4,3,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,8,18,8,15,16,8,0,0,79,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,8,18,8,21,19,8,0,0,84,7,0,0,0,4,0,15,5,0,35,5,3,0,0,4,4,0,5,0,18,8,15,23,8,33,28,19,8,0,142,5,0,6,5,9,8,0,0,0,32,5,5,11,4,5,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,6,12,13,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
UCL122063,4,4,14,15,5,10,3,0,0,50,0,0,4,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,18,16,8,17,4,4,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,18,16,8,17,4,4,0,70,3,3,3,0,3,5,16,6,0,45,0,0,0,0,0,3,0,0,0,9,11,4,22,20,10,22,18,12,0,120,0,0,10,4,6,0,0,0,0,16,5,0,8,4,10,9,6,0,0,29,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,15,13,12,9,6,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3
UCL122064,0,5,4,6,11,12,4,0,0,30,0,0,4,4,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,7,10,10,6,0,0,46,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,10,9,10,10,15,6,0,0,52,4,0,5,5,5,12,12,5,6,60,0,0,0,6,4,4,5,0,0,12,6,8,13,13,26,32,16,5,6,127,0,0,5,5,8,0,0,0,0,21,0,3,5,7,0,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,7,9,7,0,0,0,43,0,0,3,4,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,5,0,0,4,4,0,0,0,0,0,9
UCL122065,0,3,8,12,10,10,0,0,0,45,0,0,4,3,8,6,0,0,0,20,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,16,16,9,26,0,0,0,73,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,6,16,16,9,23,0,0,0,79,0,0,0,0,3,18,38,25,3,92,0,0,0,0,0,0,9,3,0,13,4,6,16,11,16,45,46,25,3,177,0,0,12,0,8,12,0,0,0,32,0,0,0,5,8,10,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,6,25,5,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL122066,0,3,9,21,17,17,5,0,0,74,5,0,3,0,3,3,3,0,0,17,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,8,11,24,17,22,10,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,11,24,17,24,10,0,0,102,8,0,0,0,3,4,16,7,0,36,0,0,0,0,0,0,0,0,0,3,15,8,11,22,22,32,25,7,0,138,0,5,6,8,19,0,0,0,0,39,3,10,4,6,12,10,0,0,0,53,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,21,12,14,29,16,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122067,6,0,3,8,14,15,4,0,0,51,12,0,0,0,5,5,7,0,0,32,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,5,6,12,23,19,11,0,0,87,0,4,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,10,14,4,8,10,23,26,11,0,0,102,3,0,7,4,6,6,28,13,3,78,0,0,0,0,3,0,0,0,0,11,29,4,12,20,33,37,32,12,3,186,0,3,5,11,19,9,0,0,0,44,4,3,5,3,15,11,0,0,0,40,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,9,14,35,22,5,0,0,89,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6
UCL122068,0,0,3,6,8,7,4,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,4,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,4,0,0,26,0,0,0,7,0,4,10,0,0,30,3,0,0,7,0,4,0,0,0,21,4,3,4,19,9,15,13,3,0,73,0,0,8,0,6,3,5,0,0,17,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122069,0,3,12,9,13,15,7,0,0,51,0,5,0,0,4,3,5,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,12,9,18,21,7,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,12,16,21,7,0,0,74,6,0,0,5,3,12,10,12,4,44,0,0,0,0,0,0,0,0,0,5,6,3,15,10,24,32,17,13,4,128,0,0,0,3,6,9,0,0,0,18,3,0,4,9,13,17,5,0,0,50,4,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,7,13,20,18,9,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122070,4,0,8,17,16,13,9,0,0,73,5,3,5,5,10,6,0,0,0,27,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,5,10,25,27,16,13,0,0,107,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,15,26,27,16,13,0,0,112,5,4,0,0,6,3,7,11,3,47,0,0,0,0,0,0,0,0,0,0,15,12,13,25,30,22,22,13,3,160,0,0,4,10,12,10,5,0,0,39,6,3,0,10,9,5,3,0,0,49,3,0,8,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,7,12,19,14,20,9,3,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122071,0,0,18,16,7,5,0,0,0,49,3,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,22,16,13,9,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,6,3,22,16,9,9,0,0,0,70,4,0,0,0,3,8,25,17,3,65,0,0,0,0,0,0,0,0,0,7,16,5,21,16,17,19,25,24,3,142,0,3,10,7,9,5,0,0,0,32,3,5,7,8,5,11,7,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,21,16,14,9,8,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5
UCL122072,0,3,6,7,10,11,0,0,0,41,3,0,0,0,3,0,0,4,0,11,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,9,6,4,9,13,6,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,4,9,13,6,3,0,60,0,0,0,0,3,11,13,8,0,40,0,0,0,0,0,0,0,0,0,5,9,9,10,13,12,26,16,16,0,104,0,3,0,3,3,4,0,0,0,18,7,4,3,3,4,5,0,0,0,29,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,7,9,9,9,7,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
UCL122073,0,0,3,4,4,4,0,0,0,20,3,0,0,4,7,9,0,0,0,19,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,9,13,10,12,0,0,0,46,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,4,9,13,10,10,3,0,0,50,0,0,3,0,3,18,27,14,0,69,0,0,0,0,3,0,3,3,0,13,5,4,14,13,15,29,36,14,3,133,0,4,0,9,8,3,0,0,0,16,3,4,4,4,6,13,0,0,0,34,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,10,12,13,9,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,10
UCL122074,0,0,0,4,4,10,0,0,0,24,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,11,4,6,16,0,0,0,40,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,11,4,8,10,0,0,0,44,3,0,0,4,6,13,26,19,0,79,0,0,0,3,0,4,4,0,0,14,6,6,11,10,16,29,35,22,0,131,0,4,6,3,3,5,0,0,0,14,0,0,5,0,4,6,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,8,0,5,13,0,0,0,40,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL122075,0,3,11,10,11,8,0,0,0,40,5,4,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,6,16,13,15,11,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,16,14,15,11,4,0,0,69,0,0,0,3,4,0,7,5,0,25,0,0,0,0,0,0,0,0,0,10,4,8,17,15,19,16,9,8,0,101,0,5,6,8,6,10,0,0,0,29,9,5,3,4,7,5,0,0,0,25,0,0,5,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,7,10,16,16,11,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122076,6,0,3,11,8,10,0,0,0,41,0,0,0,0,3,5,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,20,12,14,3,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,5,0,3,20,12,19,5,0,0,57,3,0,5,0,0,6,9,5,0,23,0,0,0,0,0,0,0,0,0,0,3,4,8,20,13,20,14,5,0,84,3,0,5,4,8,5,0,0,0,33,5,0,0,4,10,6,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,13,12,10,7,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122077,0,3,10,7,8,11,0,0,0,32,4,0,0,3,4,3,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,14,6,6,18,4,0,0,61,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,4,14,13,6,18,4,0,0,63,5,0,0,0,3,14,27,8,0,63,3,0,0,0,0,0,0,3,0,9,11,12,13,11,18,32,30,12,0,138,0,3,4,5,10,7,0,0,0,26,5,0,3,7,4,9,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,6,14,7,8,20,0,0,0,54,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,6,0,0,0,0,5,0,0,0,9
UCL122078,0,0,0,3,5,9,0,0,0,26,0,0,3,0,0,6,3,0,0,23,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,19,10,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,9,5,19,10,0,0,53,3,0,0,0,0,3,17,18,3,49,0,0,0,5,0,0,0,3,0,12,3,0,9,10,11,21,32,18,3,107,0,0,6,0,4,4,0,0,0,19,4,0,6,0,0,3,11,0,0,30,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,5,5,7,8,15,10,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5
