UCL_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL415047,14,46,92,93,124,80,8,0,0,453,25,16,18,20,12,23,8,0,0,112,3,0,4,4,3,5,3,0,0,19,0,0,0,4,0,3,0,0,0,14,34,64,115,112,140,112,20,0,0,597,0,0,7,0,5,0,0,0,0,11,3,0,3,0,0,0,0,0,0,12,3,0,3,0,3,3,0,0,0,22,39,61,117,118,146,117,19,0,0,626,21,3,12,7,10,28,94,31,14,226,3,0,3,9,4,5,5,0,0,31,65,73,133,127,160,150,113,33,19,878,4,15,40,58,69,28,4,0,0,220,33,17,47,62,59,72,14,0,0,298,3,5,9,10,8,3,0,0,0,40,5,5,0,0,0,0,0,0,0,12,38,42,91,127,136,107,24,0,0,571,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,9,3,0,3,3,0,0,0,0,0,15
UCL415048,5,23,42,82,119,74,6,0,0,344,27,22,10,19,29,39,23,0,0,177,0,3,0,0,4,3,0,0,0,16,3,0,0,0,0,0,0,0,0,12,30,49,62,108,154,112,34,3,0,547,0,0,0,0,3,3,0,0,0,16,9,6,0,0,0,6,0,0,0,17,9,9,0,0,3,3,0,0,0,31,37,54,58,108,153,124,36,3,0,583,27,7,3,7,7,40,112,75,20,298,0,0,3,8,10,7,8,3,0,39,62,61,67,125,174,170,154,82,20,912,0,11,26,41,64,41,10,0,0,183,38,22,24,72,96,56,22,0,0,333,4,0,8,9,3,4,0,0,0,26,0,0,0,0,0,0,0,0,0,3,42,31,57,115,168,98,28,0,0,546,0,0,0,0,0,0,0,0,0,9,6,6,0,6,3,0,0,0,0,15,6,3,4,6,5,4,0,0,0,27
UCL415049,6,16,61,75,78,65,12,0,0,313,11,9,9,15,17,22,9,0,0,100,0,3,3,0,4,9,5,0,0,20,0,0,0,3,0,0,0,0,0,3,20,33,73,91,97,92,26,0,0,441,3,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,3,0,5,0,0,0,0,0,0,14,26,37,82,96,103,93,22,0,0,456,14,8,13,6,17,29,89,81,29,290,0,0,5,4,3,0,0,0,0,20,42,41,91,105,121,128,119,89,29,768,0,13,33,40,48,40,4,0,0,176,31,21,34,54,51,34,10,5,0,239,4,3,0,7,3,7,0,0,0,29,0,0,0,0,0,0,0,0,0,0,35,31,70,101,96,87,16,5,0,444,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,0,0,0,3,5,0,0,0,0,6,0,0,0,8
UCL421001,3,8,24,34,15,36,3,0,0,131,9,0,8,5,8,11,13,0,0,41,0,4,6,0,0,3,4,0,0,22,0,0,3,0,0,0,0,0,0,7,9,13,30,38,29,56,24,0,0,197,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,9,13,35,40,30,55,24,0,0,206,4,0,0,7,13,38,118,66,33,281,0,0,8,0,0,7,3,10,0,38,18,13,42,46,41,101,142,79,31,521,0,5,8,12,18,16,0,0,0,62,9,10,15,15,10,35,11,0,0,99,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,13,23,32,30,54,10,5,0,177,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,9
UCL421002,0,6,16,9,14,18,5,0,0,70,3,0,3,9,4,8,9,0,0,31,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,4,19,18,21,28,17,6,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,19,18,21,28,17,6,0,111,0,0,0,0,3,10,35,27,8,80,0,0,0,0,6,4,10,5,0,27,8,4,22,18,28,40,63,29,11,221,0,0,3,6,9,9,4,0,0,36,5,0,8,12,15,16,5,0,0,63,0,0,4,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,15,19,29,25,12,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5
UCL421003,6,22,32,30,49,34,4,0,0,173,4,9,0,3,7,12,3,0,0,34,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,10,29,34,38,54,49,11,0,0,219,0,0,5,4,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,8,0,3,5,0,0,0,0,0,0,12,10,32,38,33,58,47,11,0,0,236,9,4,3,5,8,17,42,19,5,108,0,0,0,0,0,0,0,0,0,14,19,38,43,42,65,67,53,19,5,354,0,6,20,16,28,19,0,0,0,90,14,14,15,22,29,21,8,0,0,125,0,5,5,3,4,5,0,0,0,20,0,0,0,0,0,0,0,0,0,3,13,19,36,42,62,46,15,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,9
UCL421004,4,7,9,23,23,32,13,0,0,110,4,4,11,5,8,16,11,8,0,60,0,0,0,3,3,0,0,0,0,9,0,0,0,5,0,0,0,0,0,4,10,10,22,32,33,46,22,3,0,178,0,0,0,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,9,10,10,24,32,38,46,22,3,0,186,8,3,3,6,4,26,60,38,10,166,3,3,0,8,0,5,14,5,0,31,19,19,30,49,42,78,91,49,12,382,0,8,9,4,10,19,4,0,0,59,8,0,18,8,20,24,9,0,0,99,0,0,0,0,4,5,0,0,0,15,0,0,0,0,0,0,0,0,0,5,11,8,28,17,35,52,15,0,0,165,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,7,0,0,5,0,3,3,0,0,0,6
UCL421005,0,6,29,25,22,31,10,0,0,130,3,5,3,3,7,9,3,5,0,40,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,8,9,33,30,33,37,16,8,0,181,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,33,30,33,44,16,8,0,181,0,0,0,5,0,8,40,25,17,99,0,6,4,4,0,8,4,8,0,38,8,13,38,41,38,62,61,39,14,320,0,4,8,9,17,7,0,0,0,56,7,3,17,19,13,23,6,0,0,85,0,0,6,0,0,4,0,0,0,15,0,0,0,0,0,3,0,0,0,4,6,10,36,27,27,34,13,0,0,160,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8
UCL421006,4,3,17,42,36,42,0,3,0,148,9,6,3,0,8,4,0,0,0,33,4,0,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,5,16,7,23,44,47,45,4,5,0,187,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,22,11,23,44,47,48,4,5,0,196,9,0,0,0,3,12,25,8,4,68,0,0,0,0,0,0,0,0,0,7,30,11,27,47,49,61,29,13,4,264,5,8,15,21,14,11,0,0,0,75,14,8,11,19,21,19,0,0,0,85,0,0,6,0,4,3,0,0,0,9,0,0,0,0,3,0,0,0,0,3,17,17,24,43,41,39,0,0,0,182,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,9
UCL421007,0,0,20,25,19,25,7,0,0,92,0,3,6,3,8,10,8,0,0,34,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,24,30,28,40,10,0,0,136,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,24,28,28,40,10,0,0,143,5,0,0,4,4,20,63,31,3,141,0,0,0,0,0,3,7,4,0,16,11,4,30,42,31,63,79,39,3,297,0,0,3,13,18,15,0,0,0,53,0,7,13,7,16,15,3,0,0,63,0,0,5,0,3,10,0,0,0,16,0,0,0,4,0,0,0,0,0,7,4,11,20,23,40,37,3,0,0,138,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL421008,0,12,32,31,32,31,8,0,0,148,8,0,3,6,5,10,6,0,0,42,0,0,3,0,3,4,6,0,0,19,0,0,0,0,0,0,0,0,0,3,7,14,40,34,46,42,22,3,0,206,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,3,0,0,0,8,4,0,4,0,0,4,0,0,0,9,13,13,39,34,46,45,22,3,0,218,7,0,3,4,0,21,79,36,14,166,3,0,9,6,5,3,10,5,0,47,18,15,49,47,60,75,110,43,13,434,4,5,10,11,17,16,5,0,0,63,9,0,24,19,21,36,9,0,0,116,3,0,0,3,4,3,0,0,0,21,0,0,0,3,0,0,0,0,0,9,15,6,39,31,42,51,11,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL421009,3,16,30,19,33,11,9,0,0,129,5,0,0,7,3,7,7,3,0,35,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,5,13,23,32,29,44,20,15,9,0,181,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,17,23,36,29,41,21,15,9,0,183,0,0,0,0,0,15,35,19,18,83,0,0,0,0,4,0,4,6,0,12,14,23,34,34,47,40,48,28,18,286,8,5,11,23,13,4,4,0,0,67,5,5,20,12,18,25,7,0,0,94,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,8,27,40,38,26,9,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3
UCL421010,0,8,26,39,26,19,4,0,0,123,10,5,4,4,3,8,0,0,0,41,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,10,18,33,40,35,29,7,0,0,170,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,10,18,33,45,41,29,10,0,0,175,7,0,0,0,3,6,27,10,0,47,0,0,0,7,0,0,0,0,0,15,15,18,32,54,48,35,31,10,0,245,0,0,16,14,21,8,0,0,0,57,7,12,17,20,22,11,6,0,0,91,0,0,3,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,12,32,39,43,24,4,0,0,155,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,9
UCL421011,3,7,13,17,13,18,3,0,0,84,0,0,0,0,0,8,5,0,0,19,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,0,3,7,7,16,17,20,24,12,0,0,110,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,7,10,20,20,20,27,12,0,0,118,3,4,3,4,10,18,40,28,10,123,0,0,5,0,0,9,0,3,0,22,11,13,29,24,28,44,56,35,14,261,0,6,8,3,10,9,0,0,0,41,0,9,5,11,11,13,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,18,11,20,20,6,0,0,99,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
UCL421012,6,0,10,16,12,13,3,0,0,64,5,4,3,0,0,12,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,7,19,19,17,23,5,3,0,100,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,10,7,21,19,17,25,5,3,0,108,5,5,6,0,14,17,43,22,3,112,3,5,0,5,4,4,8,0,0,32,20,12,23,25,35,47,59,27,3,250,0,3,12,6,11,4,3,0,0,37,5,5,4,11,16,13,5,0,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,15,22,26,19,14,0,0,102,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
UCL421013,9,9,36,35,51,43,10,0,0,191,14,4,5,8,8,17,6,0,0,66,0,0,0,3,0,7,0,0,0,9,0,0,4,0,0,0,0,0,0,3,21,12,45,45,63,65,23,5,0,268,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,8,21,13,51,49,63,65,23,5,0,280,10,0,3,4,0,17,38,13,5,85,0,0,7,3,9,8,6,0,0,38,35,14,54,55,73,84,64,11,7,408,0,0,21,16,30,22,7,0,0,98,12,11,19,31,43,33,10,0,0,146,0,4,3,5,6,5,0,0,0,22,0,0,0,0,0,0,0,0,0,3,19,17,40,46,76,58,16,0,0,261,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,7
UCL421014,4,11,26,22,41,24,0,0,0,129,8,3,0,4,0,11,5,0,0,26,0,3,0,6,0,5,0,0,0,8,0,0,4,0,0,0,0,0,0,3,13,11,32,35,44,35,13,0,0,174,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,9,15,17,32,35,44,33,11,0,0,183,8,3,0,0,0,7,18,19,14,81,0,0,0,0,0,0,0,0,14,24,23,21,31,34,50,46,37,20,26,287,0,6,12,15,18,11,0,0,0,59,17,3,19,22,20,14,7,0,0,95,0,0,4,5,9,4,0,0,0,23,0,0,0,0,0,0,0,0,0,4,21,16,31,36,43,32,6,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
UCL421015,0,6,10,12,24,20,7,0,0,80,3,0,0,4,6,3,5,0,0,21,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,5,3,13,12,20,30,25,10,0,0,114,0,0,0,0,0,4,0,0,0,6,0,6,0,3,0,0,0,0,0,0,0,6,0,7,0,4,0,0,0,13,4,12,12,24,26,27,10,0,0,119,14,3,9,7,10,23,17,16,6,105,0,0,4,4,0,0,4,0,0,18,24,13,23,36,39,51,31,21,9,246,0,9,3,13,4,9,0,0,0,39,5,4,8,11,10,15,0,0,0,55,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,9,8,12,26,15,26,0,0,0,98,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,0,0,0,4
UCL421016,3,9,5,15,35,28,3,0,0,102,0,9,3,3,5,12,13,0,0,42,0,0,0,0,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,10,19,15,18,38,48,17,0,0,156,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,10,19,19,22,38,52,17,0,0,162,5,0,4,0,3,6,29,11,0,57,0,0,0,0,4,0,0,0,0,7,16,16,19,22,45,55,43,11,0,218,0,5,8,10,20,20,0,0,0,55,12,11,11,9,20,16,9,0,0,80,3,0,0,7,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,4,14,12,18,25,35,44,6,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
UCL421017,0,4,17,31,28,16,0,0,0,100,4,0,0,8,9,5,3,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,8,20,43,39,19,7,0,0,144,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,6,8,18,43,39,27,7,0,0,143,7,0,0,0,0,7,11,5,0,38,0,0,0,6,0,5,3,0,0,14,15,8,24,45,41,30,22,5,0,192,0,6,10,18,6,11,0,0,0,52,3,0,6,22,16,13,0,0,0,65,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,8,8,24,41,20,21,3,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,4,3,0,0,0,0,5
UCL421018,11,26,43,43,52,42,14,0,0,235,9,5,3,7,3,13,14,3,0,52,0,0,3,0,3,3,6,0,0,9,0,0,0,0,0,0,0,0,0,5,25,29,48,51,62,52,29,4,0,304,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,22,29,49,51,66,56,31,4,0,317,8,0,6,4,6,14,38,28,8,119,0,0,5,5,3,11,5,6,0,36,31,35,58,58,71,85,73,39,10,470,6,8,21,16,20,18,0,0,0,102,12,7,29,36,23,22,10,0,0,133,0,0,4,3,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,4,18,15,49,51,44,53,16,3,0,254,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3
UCL421019,0,9,19,30,19,29,9,0,0,120,5,0,0,0,3,0,6,0,0,20,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,10,10,26,28,14,33,15,3,0,148,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,24,28,20,36,15,3,0,153,0,0,0,5,4,3,25,27,16,86,0,0,0,3,0,4,0,7,0,22,12,10,31,41,24,50,39,39,11,260,0,3,8,7,13,18,8,0,0,53,5,7,18,11,8,20,3,0,0,67,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,6,32,19,22,31,9,4,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4
UCL421020,0,7,23,16,20,14,3,0,0,100,8,0,0,0,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,24,16,30,18,11,0,0,119,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,9,11,30,16,30,19,11,0,0,129,6,0,0,0,4,10,18,31,12,88,0,0,8,5,8,0,0,0,3,20,15,14,35,24,35,26,32,36,13,236,0,3,7,7,11,19,3,0,0,51,4,0,11,10,9,6,0,0,0,49,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,3,23,14,15,28,4,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL421021,0,3,12,15,14,14,7,0,0,66,3,3,3,4,0,0,4,0,0,18,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,6,16,24,17,13,15,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,20,24,17,13,9,0,0,107,6,3,4,0,4,12,29,24,9,87,0,0,0,0,0,3,0,9,0,16,10,8,27,30,24,35,44,29,9,212,0,0,7,9,12,3,0,0,0,30,0,3,9,9,7,15,6,0,0,45,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,11,22,17,22,7,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL421022,0,11,32,43,53,39,8,0,0,184,8,10,11,4,8,13,8,0,0,63,0,0,0,3,0,3,0,0,0,7,0,0,3,0,0,0,0,0,0,8,8,23,42,48,61,56,18,0,0,258,0,0,0,0,4,6,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,6,0,0,0,8,11,23,44,48,64,60,18,0,0,272,6,4,0,0,3,20,53,17,0,116,0,4,0,0,0,0,3,4,0,15,19,28,54,51,67,77,69,22,4,396,0,4,26,22,22,15,6,0,0,99,5,8,21,15,36,44,11,0,0,137,0,4,8,3,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,9,6,13,50,46,64,62,18,0,0,258,0,0,0,0,4,0,0,0,0,6,5,0,3,0,0,0,0,0,0,8,5,0,3,0,4,0,0,0,0,13
UCL421023,6,13,41,35,26,30,9,0,0,152,4,3,16,9,9,7,0,3,0,56,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,8,14,58,50,37,34,12,3,0,215,0,0,4,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,5,8,19,59,50,37,37,12,3,0,223,9,5,3,6,3,19,24,20,4,94,0,3,6,7,3,5,4,0,0,33,20,23,71,66,40,63,36,21,6,359,0,7,17,20,19,14,3,0,0,86,9,9,27,28,15,16,3,0,0,107,0,0,3,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,19,53,53,35,34,12,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
UCL421024,4,4,25,20,13,31,10,0,0,109,0,0,10,5,8,9,6,4,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,41,29,20,42,20,3,0,164,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,7,3,4,42,28,20,46,20,3,0,170,9,0,0,3,11,14,37,37,14,128,3,0,8,9,9,10,4,5,0,48,15,12,51,41,32,72,66,45,13,344,0,0,15,10,12,20,5,0,0,61,3,4,15,14,8,17,11,0,0,70,0,0,4,5,0,3,0,0,0,11,0,0,0,0,4,0,0,0,0,12,5,10,33,24,24,45,15,4,0,155,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
