SED_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED30026,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,0,0,6,0,5,0,14,0,0,0,0,0,3,0,15,0,12,0,35,6,0,0,6,0,6,0,15,4,27,0,58,0,3,3,17,0,25,3,17,3,34,0,108,6,7,3,29,9,35,9,19,5,34,0,157,15,18,5,43,15,75,15,26,7,31,0,251,11,17,3,76,19,78,5,19,11,29,0,266,107,51,4,230,44,210,17,41,9,42,0,749,164,48,4,372,88,97,19,25,5,25,0,852,255,40,8,397,96,103,25,23,3,24,0,969,310,29,9,252,75,42,20,13,4,7,0,763,1022,53,26,726,171,235,19,21
SED30027,0,0,0,6,0,0,0,0,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,5,0,0,0,3,0,8,0,5,0,0,0,0,0,5,0,6,0,16,0,4,0,4,0,0,6,8,5,18,0,41,0,3,0,0,0,7,0,16,9,27,0,67,0,7,0,3,0,23,6,17,5,38,0,102,3,16,0,25,0,60,10,33,11,51,7,216,15,47,4,71,20,102,20,45,26,52,0,407,14,29,5,119,24,98,14,30,15,45,0,397,59,35,3,141,29,91,13,30,13,39,4,461,193,69,23,365,87,145,36,43,15,48,4,1015,263,42,13,343,63,80,24,16,5,22,0,874,253,28,6,251,47,55,15,17,3,9,0,689,173,12,5,128,32,30,11,13,0,7,0,418,380,38,9,235,39,65,7,9
SED30028,0,0,0,0,0,0,0,0,0,11,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,3,0,16,0,15,0,0,0,0,0,0,0,5,0,17,0,23,6,4,0,3,0,0,0,13,4,31,0,59,0,0,0,3,0,13,0,24,3,38,0,84,0,13,0,12,5,58,5,35,7,44,3,172,15,13,4,51,3,98,3,31,0,45,0,261,24,15,0,76,12,92,5,26,7,17,0,269,24,9,3,109,10,130,6,17,11,22,4,341,121,22,9,290,31,243,11,30,25,23,0,813,204,23,13,323,37,66,12,24,10,15,0,712,223,15,4,222,38,96,11,6,13,7,0,632,182,4,8,157,23,25,5,0,0,0,0,412,494,19,7,300,72,137,20,12
SED30029,0,3,0,0,0,0,0,0,0,10,0,22,0,0,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,3,0,0,0,6,0,9,0,20,0,0,0,0,0,0,0,8,6,13,0,32,4,6,0,3,0,8,3,14,6,25,0,67,0,8,0,3,0,18,0,18,13,37,3,99,7,21,0,24,3,36,4,26,6,54,0,206,15,27,4,68,15,64,13,36,14,61,0,310,16,23,10,81,17,82,18,29,13,52,0,338,38,30,0,117,13,95,15,15,15,28,0,384,132,44,18,270,65,166,29,28,17,43,5,812,172,34,11,317,82,61,19,20,8,24,3,753,173,31,6,239,41,60,11,7,6,19,0,596,151,14,7,139,21,22,12,6,0,3,3,379,310,29,13,253,45,94,10,23
SED30030,0,0,0,0,0,4,0,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,17,0,0,0,3,0,3,0,8,0,10,0,21,0,0,0,0,0,9,0,12,8,8,0,36,0,0,0,0,0,14,3,9,4,21,0,52,0,11,4,10,0,27,0,21,4,22,0,101,3,17,0,36,5,47,0,21,6,22,0,172,13,8,3,24,5,42,7,13,8,23,0,144,15,17,0,45,11,42,10,8,6,12,0,169,83,31,10,139,39,133,22,32,10,30,0,525,121,37,5,225,50,51,16,13,3,24,0,537,171,28,7,291,51,78,14,17,3,16,0,669,173,23,4,226,58,38,6,7,0,11,0,557,1177,72,23,902,194,304,31,37
SED30031,5,0,0,0,0,5,0,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,6,0,19,4,0,0,0,0,0,0,3,0,9,0,18,8,0,0,0,3,9,0,0,0,19,0,35,4,5,0,10,3,14,0,12,6,11,0,59,21,0,0,21,3,34,0,16,4,21,0,125,16,3,0,44,6,54,5,12,0,13,0,167,23,0,0,41,0,59,4,3,4,12,0,156,32,7,0,59,10,57,5,3,5,10,0,190,135,17,9,181,19,147,6,11,5,12,4,553,157,20,7,234,27,37,12,8,0,4,4,509,144,13,9,146,22,61,6,0,4,7,0,410,147,6,4,125,15,15,4,4,0,0,0,317,372,17,14,237,35,102,13,10
SED30032,3,0,0,0,0,4,0,0,4,14,0,20,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,3,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,5,0,15,0,31,3,3,0,3,0,0,0,15,0,20,0,45,0,3,0,3,0,10,0,19,6,69,0,120,0,13,0,15,0,31,5,31,5,72,0,177,11,24,3,42,6,73,9,48,14,118,0,340,26,42,8,82,12,104,13,50,11,103,0,442,23,35,8,125,9,88,11,43,10,61,0,417,47,29,3,140,17,85,8,27,9,37,0,404,144,41,9,287,35,116,18,27,17,62,0,751,131,38,3,207,23,44,15,14,7,30,5,510,131,12,11,138,18,34,7,13,3,13,0,373,94,9,3,78,15,23,8,8,0,0,0,226,139,10,0,89,13,31,12,11
SED30033,0,0,0,0,0,0,0,0,0,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,10,0,0,0,0,0,0,0,0,0,7,0,11,0,3,0,0,0,0,0,9,0,14,0,20,0,0,0,0,0,0,0,11,0,13,0,31,3,4,0,3,0,7,0,10,3,54,0,85,4,6,0,9,0,30,0,29,0,65,0,140,6,20,0,23,0,51,4,42,12,97,0,264,24,41,3,77,7,87,5,52,7,87,0,392,22,30,4,79,12,79,3,27,8,48,0,316,50,17,0,84,13,72,13,19,6,39,0,318,141,35,9,239,22,113,7,27,13,49,0,661,142,34,4,191,29,61,9,21,0,15,0,507,130,26,10,122,17,35,9,7,3,5,0,360,85,5,9,67,8,5,3,3,0,3,0,194,176,13,4,100,17,38,7,5
SED30034,3,0,0,0,0,0,0,0,0,14,0,18,3,0,0,0,0,0,0,0,0,3,0,12,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,7,0,11,4,0,0,3,0,0,4,6,0,5,0,24,5,0,0,4,0,0,0,10,0,12,4,33,0,9,0,8,3,14,0,23,3,44,0,107,5,5,4,19,4,48,3,27,4,48,0,159,13,32,6,35,4,62,8,38,13,49,5,253,41,31,5,81,5,104,8,30,12,58,0,370,38,17,4,136,4,77,3,25,13,32,5,356,76,22,0,130,12,71,5,18,8,29,0,370,179,44,9,278,35,83,9,25,16,50,0,729,190,19,6,219,27,49,7,13,3,16,0,549,135,22,8,147,23,37,13,3,8,8,0,402,129,15,4,83,9,14,3,5,0,0,0,264,224,21,7,120,26,35,10,5
SED30035,0,0,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,8,0,19,6,0,0,5,0,0,0,3,0,7,0,21,7,4,0,0,0,16,0,9,0,20,0,57,0,3,0,9,0,22,0,10,3,23,0,73,7,15,0,24,5,47,0,21,10,44,3,177,14,12,0,65,10,86,9,19,8,34,0,249,23,9,3,98,7,90,8,22,8,22,0,289,72,17,6,146,11,101,11,15,4,20,0,398,278,29,15,333,56,149,18,36,17,32,0,963,347,26,12,328,61,79,29,10,11,20,0,929,311,12,4,238,44,61,10,10,10,8,0,712,233,14,4,121,33,26,10,0,4,3,0,449,400,21,16,208,54,50,8,11
SED30036,0,0,0,0,0,4,0,3,3,52,0,72,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,6,0,20,0,27,0,0,0,0,0,4,0,11,3,9,0,29,0,0,0,0,0,0,0,17,0,54,0,84,0,11,0,0,0,11,0,34,4,39,0,97,0,9,4,6,0,32,3,46,12,97,6,208,0,15,4,13,4,93,0,62,18,103,4,314,15,37,11,19,7,157,7,72,23,102,5,464,23,52,10,108,27,215,14,84,21,98,5,656,43,36,4,108,30,158,16,57,16,89,3,561,70,23,9,123,34,139,10,40,9,59,5,513,283,50,14,295,55,241,31,70,18,89,3,1150,256,52,16,242,63,99,17,25,11,45,0,831,231,24,12,162,56,79,10,12,5,44,0,634,195,13,9,109,20,27,7,5,3,15,0,396,337,13,6,171,40,92,8,10
SED30037,0,0,0,0,0,3,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,16,0,18,0,0,0,0,0,0,0,4,0,14,0,26,0,0,0,5,0,13,0,10,3,29,0,60,0,0,0,5,0,42,0,17,4,39,0,120,0,11,0,16,3,72,4,39,8,65,0,225,12,15,8,66,19,126,8,42,24,52,7,375,24,19,0,79,22,120,7,29,11,54,0,376,55,13,4,120,33,124,4,20,11,26,0,415,210,41,13,290,87,159,20,36,27,42,0,923,240,30,10,256,78,79,16,16,5,28,0,756,229,26,9,191,40,64,19,14,8,7,0,604,185,12,10,109,24,25,6,3,3,8,0,389,366,9,9,161,43,44,5,6
SED30038,0,0,0,0,0,3,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,6,0,12,0,25,0,6,0,0,0,7,0,13,0,43,0,69,0,4,0,4,0,17,0,23,8,55,0,109,6,9,3,19,8,61,0,39,14,65,3,222,20,13,5,48,16,107,5,48,19,64,0,353,24,13,0,80,32,120,19,31,12,45,3,379,56,15,9,114,24,120,12,24,10,32,0,420,217,40,11,314,80,182,17,38,15,52,0,970,261,20,6,261,55,80,14,22,7,22,0,747,279,23,7,217,68,67,9,6,7,10,0,682,217,21,4,144,37,31,7,3,0,5,0,474,433,15,13,211,51,54,14,10
SED30039,0,0,0,0,0,0,0,0,5,8,0,15,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,5,0,14,0,20,0,0,0,0,0,6,0,11,0,15,0,32,0,3,0,4,0,12,0,21,0,27,0,75,0,3,3,13,4,58,0,29,7,39,0,159,7,24,0,32,8,116,6,44,12,47,0,295,19,37,4,96,14,191,8,40,23,52,4,491,53,27,7,170,29,185,12,43,15,42,0,585,89,41,4,196,35,167,16,36,6,45,3,632,399,82,27,543,147,391,44,50,27,53,0,1763,521,60,16,519,100,151,31,27,12,36,3,1475,527,38,10,439,110,137,23,29,11,22,3,1347,473,16,15,263,59,54,15,8,10,11,0,919,964,34,21,467,100,179,22,16
SED30040,3,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,6,0,12,0,16,0,0,0,3,0,11,0,16,5,16,0,54,0,0,0,4,0,15,0,20,7,23,3,78,8,20,0,19,0,30,8,20,5,36,0,145,6,38,3,43,17,66,9,36,11,43,3,270,18,24,0,83,23,64,12,21,5,45,5,298,39,38,3,106,21,58,12,29,12,28,0,343,155,78,8,313,44,153,32,27,11,40,0,863,189,50,8,325,64,74,28,19,7,24,0,798,184,34,17,281,52,58,11,16,5,7,0,658,173,14,6,164,40,14,8,5,3,8,0,435,431,47,8,382,61,134,32,14
SED30041,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,4,0,13,3,3,0,0,0,0,0,9,0,8,0,21,0,3,0,5,0,3,0,9,0,35,0,52,4,9,0,12,0,17,0,12,0,33,0,89,6,3,4,20,4,37,3,24,9,46,3,149,21,15,4,49,6,61,4,23,3,37,0,228,34,12,3,66,9,62,5,13,3,30,0,240,41,18,0,102,16,66,7,14,8,24,0,292,200,43,15,289,40,142,17,30,12,28,0,812,208,23,5,325,50,66,16,10,9,13,5,727,237,19,6,233,51,64,13,3,9,13,0,651,213,17,6,131,34,34,16,6,0,5,0,467,463,23,16,284,67,96,17,7
SED30042,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,3,0,21,0,34,0,3,0,4,0,12,0,13,3,23,0,58,0,6,0,4,0,38,4,18,10,31,0,116,3,11,4,25,5,79,9,29,9,49,0,225,13,27,5,75,24,137,16,48,11,53,0,403,18,34,7,132,27,134,13,30,17,44,0,454,50,23,9,154,39,163,8,33,14,33,0,522,300,56,15,410,84,272,26,40,24,66,0,1293,361,39,15,445,102,98,20,25,10,34,0,1146,307,33,15,322,72,116,18,15,8,15,0,916,264,20,4,179,47,38,9,9,6,11,0,579,527,27,14,279,47,101,16,7
SED30043,0,0,0,0,0,0,0,0,0,15,0,19,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,3,0,7,0,18,0,32,0,0,0,0,0,3,0,8,3,24,0,49,3,3,0,3,3,9,0,13,5,53,4,99,8,5,0,18,0,36,0,29,12,48,0,164,11,9,0,25,3,73,4,42,8,85,9,277,29,20,5,72,18,120,10,46,19,82,0,428,20,13,3,128,31,115,13,41,13,40,0,411,66,21,9,125,35,105,10,23,7,29,0,425,235,44,19,298,87,202,21,24,23,58,0,1010,235,24,14,224,59,74,16,18,16,20,0,695,225,16,3,184,27,56,11,9,6,8,0,553,148,7,6,89,23,23,5,4,0,3,0,309,275,18,16,133,38,37,12,3
SED30044,0,0,0,0,0,4,0,0,0,14,0,26,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,3,0,13,0,15,0,0,0,3,0,8,0,5,0,20,0,35,0,0,0,0,0,8,0,12,3,24,0,48,0,0,0,8,0,19,4,28,12,44,0,112,4,15,3,7,0,46,0,45,7,46,0,178,13,22,3,32,11,136,9,46,16,90,0,384,29,33,7,118,24,193,17,70,22,82,0,600,36,29,3,132,22,208,13,39,23,42,0,561,64,50,3,167,58,173,17,39,17,35,0,632,354,62,25,432,97,249,23,50,22,84,0,1399,368,43,13,357,66,109,16,30,9,25,0,1043,294,25,9,260,62,91,8,16,5,15,5,795,249,18,4,148,32,31,0,11,0,12,3,512,513,24,8,236,45,72,11,15
SED30045,0,0,0,4,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,13,0,15,0,0,0,0,0,0,0,5,0,6,0,16,0,0,0,0,0,9,0,9,3,16,0,51,0,5,0,6,0,18,0,17,0,24,0,79,3,9,3,23,0,48,5,29,14,47,0,180,10,17,8,42,4,83,7,31,11,46,0,258,9,17,9,63,9,80,9,31,8,31,0,259,40,25,5,79,28,81,5,15,6,26,0,305,164,44,13,311,54,199,22,23,18,57,3,906,234,41,12,347,75,76,23,20,5,26,0,858,244,21,11,357,55,92,15,24,6,14,0,831,290,23,7,193,49,41,6,7,0,6,0,614,877,29,18,583,126,199,19,19
SED30046,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,12,0,23,0,0,0,0,0,8,0,9,0,13,0,32,0,5,0,0,0,14,5,14,3,45,0,84,3,7,0,3,0,41,0,30,7,54,0,152,14,19,0,25,9,99,9,53,16,84,5,319,12,34,10,76,21,162,21,67,16,70,3,490,33,33,4,120,26,122,18,27,16,49,5,442,58,37,5,150,25,127,9,37,11,30,0,490,284,67,18,335,78,200,31,46,19,52,4,1135,279,39,17,276,78,93,18,26,5,29,3,860,248,32,9,212,54,70,15,15,0,23,0,669,185,16,4,117,29,29,3,7,5,10,0,407,389,17,9,217,48,85,5,13
SED30047,0,0,0,0,0,0,0,0,3,6,0,10,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,6,0,4,0,11,0,19,0,0,0,4,0,5,0,6,0,24,0,40,0,0,0,10,0,14,0,15,6,32,0,71,3,7,0,15,0,49,0,18,3,28,0,119,10,12,0,53,7,69,0,30,0,43,0,226,18,12,0,76,9,68,0,12,3,24,0,227,43,12,0,135,4,87,4,14,4,26,0,336,148,36,9,289,37,172,14,26,15,36,0,773,203,22,16,339,29,64,7,18,6,13,0,716,250,7,4,223,41,67,7,14,8,8,0,626,176,10,0,163,19,27,3,0,3,5,0,415,448,24,15,305,49,93,18,8
SED30048,0,0,0,0,0,0,0,0,0,21,0,23,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,3,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,0,21,0,0,0,0,0,4,0,5,4,23,0,35,0,4,0,0,0,5,0,11,0,21,0,48,0,0,0,4,0,21,8,20,0,17,0,73,3,13,0,16,0,36,10,29,3,25,0,143,7,23,6,12,0,36,4,37,13,38,0,177,10,14,4,28,6,63,4,18,5,24,0,175,16,13,4,45,15,77,6,20,9,19,0,214,59,22,7,119,31,199,15,24,13,34,0,525,73,34,17,135,47,56,16,22,7,23,0,431,137,24,12,160,56,101,15,11,3,15,0,526,153,14,7,134,41,30,5,13,8,5,0,403,1126,93,31,938,179,477,35,62
SED30049,0,0,0,0,0,3,0,0,0,31,0,40,0,0,0,0,0,0,0,3,0,12,0,12,0,0,0,0,0,0,0,8,0,15,0,23,0,0,0,0,0,0,0,10,0,4,0,15,4,0,0,0,0,4,0,4,0,19,0,31,0,0,0,3,0,6,0,9,0,25,0,47,5,10,0,6,0,11,3,23,4,34,0,98,0,15,0,11,3,29,3,24,8,45,0,145,7,16,3,20,6,78,7,32,9,48,5,236,16,43,4,58,10,86,9,51,5,53,0,341,23,16,5,78,17,100,8,44,0,46,0,338,46,35,10,105,15,107,4,41,8,36,0,404,183,63,14,321,47,245,18,41,16,81,0,1028,272,52,11,367,60,106,13,37,14,31,0,966,305,35,4,352,52,114,16,25,4,30,0,931,318,23,9,241,56,50,9,14,4,12,0,736,920,65,19,575,88,231,16,37
SED30050,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,10,0,17,5,0,0,3,0,5,0,8,0,9,0,29,3,10,0,7,0,21,0,27,11,21,0,92,5,3,4,6,0,47,3,17,5,24,0,121,10,25,5,48,11,47,8,30,5,41,0,232,7,21,3,58,13,49,13,29,9,22,0,231,29,26,3,99,8,44,9,18,6,24,0,273,95,39,14,207,46,97,24,31,15,38,0,595,117,48,6,198,44,47,10,20,4,27,0,526,124,28,5,170,29,46,10,7,4,13,0,438,110,8,7,101,22,17,8,9,4,6,0,287,284,34,13,265,49,102,11,11
SED30051,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,18,0,39,0,4,0,0,0,3,0,11,0,11,0,38,3,3,0,0,0,12,0,15,5,72,0,116,3,9,0,6,0,25,0,28,9,85,4,176,8,20,3,32,4,61,4,50,3,109,4,305,14,30,0,77,9,90,6,40,9,87,5,380,30,14,0,82,7,74,7,38,13,56,3,312,49,19,4,102,15,70,10,23,3,43,0,327,178,35,4,256,35,112,13,23,6,49,0,706,163,34,6,215,23,57,9,14,0,27,0,551,160,18,3,130,14,23,7,4,7,6,0,386,105,10,4,85,14,12,9,3,0,6,0,243,188,14,0,115,23,35,13,7
SED30052,0,0,0,0,0,0,0,0,0,16,0,17,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,6,0,7,7,0,0,0,0,0,0,4,0,6,0,14,0,0,0,0,0,8,0,6,4,16,0,32,0,0,0,0,0,9,0,10,0,12,0,33,0,0,0,0,0,8,0,13,0,8,0,36,4,13,0,4,0,24,7,21,6,24,0,91,6,9,0,16,5,37,5,16,0,14,0,110,10,9,0,22,5,49,0,13,4,12,0,116,11,4,0,37,8,49,0,13,6,8,0,145,67,22,7,86,14,148,5,25,13,16,0,406,59,14,0,101,19,24,5,10,0,14,0,243,99,18,6,63,14,53,6,10,0,11,0,281,97,12,3,76,24,16,3,4,0,7,0,243,549,48,6,332,110,238,19,32
