SED_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SED70001,3295,3280,6577,656,534,1192,218,273,494,123,119,241,362,275,642,1358,1203,2564,1700,1831,3529,26.5,23.2,24.9,41.3,36.7,39,30.4,28.2,29.3,40,51,83,15,40,58,117,158,274,69,85,155,372,203,576,69,84,150,36,32,68,480,320,800,3610,3558,7165,460,456,919,3011,2967,5982,723,725,1452
SED70002,3762,4078,7843,2246,1867,4116,457,781,1245,130,179,307,101,76,180,2931,2915,5845,569,891,1459,3.4,2.7,3,77.9,71.4,74.5,75.3,69.5,72.3,257,347,604,56,169,224,577,961,1540,369,386,750,827,456,1282,42,63,103,48,65,116,914,588,1504,3459,3522,6988,1015,1178,2196,1792,1835,3629,2336,2595,4936
SED70003,3556,3456,7016,974,671,1638,203,339,541,88,118,208,167,168,334,1429,1292,2721,1685,1889,3570,11.5,12.9,12.2,40.2,37.5,38.8,35.6,32.6,34.1,36,51,88,15,42,56,145,242,386,102,152,258,521,279,800,97,111,204,82,65,149,700,451,1158,3591,3600,7191,580,589,1169,2630,2773,5399,1146,1108,2259
SED70004,3271,3177,6452,959,802,1765,202,273,480,111,106,214,180,150,328,1456,1333,2795,1330,1476,2806,12.3,11.4,11.9,44.5,42,43.3,39,37.2,38.1,59,75,138,24,42,73,142,233,374,129,157,287,487,244,727,43,63,106,35,48,87,571,355,924,3080,3053,6129,608,653,1258,2253,2271,4521,1098,1082,2183
SED70005,3201,3314,6518,1711,1307,3014,362,645,1005,140,174,318,107,92,200,2317,2218,4536,520,743,1261,4.6,4.2,4.4,72.4,66.9,69.6,69.1,64.1,66.5,87,128,211,23,91,117,220,451,669,256,312,569,952,541,1491,54,69,131,45,72,117,1055,685,1740,3039,2991,6027,775,819,1596,1683,1569,3256,1828,1965,3798
SED70006,3354,3653,7009,1771,1535,3302,366,717,1085,157,202,361,116,97,209,2415,2549,4960,705,894,1598,4.9,3.6,4.3,71.9,69.7,70.8,68.4,67.2,67.8,216,363,581,67,187,258,479,759,1240,262,320,581,803,428,1226,28,45,74,43,60,95,870,532,1403,3105,3243,6348,841,951,1799,1860,1938,3801,1810,1980,3795
SED70007,3200,3457,6654,1911,1515,3428,357,781,1139,140,178,321,84,85,166,2495,2556,5051,474,683,1158,3.2,3.2,3.2,77.9,74,75.9,75.4,71.6,73.4,82,114,198,38,115,149,262,514,779,307,393,694,1039,633,1665,60,90,153,42,57,101,1142,782,1923,3054,3280,6340,886,974,1856,1583,1612,3194,2037,2292,4334
SED70008,3756,3898,7653,1752,1422,3165,579,860,1435,156,175,337,130,91,227,2615,2547,5162,842,1061,1906,5,3.7,4.3,69.6,65.4,67.5,66.2,63,64.5,402,432,838,92,174,269,697,953,1647,303,335,637,686,358,1047,36,46,83,40,71,109,762,479,1238,3436,3460,6890,922,988,1910,1967,1975,3940,2128,2232,4362
SED70009,3975,3693,7670,1117,821,1937,290,472,762,175,126,298,152,147,300,1736,1568,3303,1618,1628,3244,8.7,9.6,9.2,43.6,42.5,43,39.8,38.4,39.1,49,75,121,18,69,91,143,251,394,173,221,389,810,369,1179,93,86,175,44,42,88,945,495,1448,3772,3462,7235,515,545,1068,2941,2727,5669,1045,1038,2080
SED70010,3287,3280,6570,1483,1118,2604,338,625,956,148,122,274,140,146,282,2108,2009,4115,674,860,1533,6.5,7.3,6.9,64.1,61.2,62.6,59.9,56.8,58.3,75,99,179,30,94,126,214,377,596,201,269,466,876,517,1393,54,101,161,45,51,96,979,672,1646,3014,3004,6012,634,674,1306,1865,1846,3711,1501,1568,3067
SED70011,3227,3519,6748,1667,1447,3119,429,710,1140,100,180,280,111,94,208,2304,2437,4745,674,839,1508,4.7,3.9,4.3,71.4,69.3,70.3,68.1,66.5,67.3,290,386,671,79,178,261,618,948,1564,320,309,627,628,320,941,39,36,70,46,65,108,704,419,1122,2763,2885,5644,823,938,1765,1486,1449,2936,1897,2183,4075
SED70012,3476,3339,6817,1989,1627,3618,449,677,1127,145,159,303,83,81,159,2660,2545,5204,485,553,1037,3,3.1,3.1,76.6,76.1,76.3,74.2,73.7,74,301,341,640,78,160,242,633,840,1472,307,349,651,763,328,1095,30,43,74,51,52,99,844,423,1268,2637,2647,5281,1040,1007,2047,1223,1168,2389,2279,2318,4596
SED70013,4000,3631,7633,1939,1363,3301,383,756,1142,190,180,374,115,68,181,2630,2367,4996,876,854,1735,4.3,2.9,3.6,65.8,65.2,65.5,63,63.3,63.1,38,101,142,25,108,132,189,441,624,241,399,638,1413,541,1954,61,93,163,53,57,114,1532,698,2232,3751,3447,7204,526,556,1084,2755,2485,5242,1304,1306,2610
SED70014,2922,3122,6047,791,663,1448,218,319,539,96,97,195,217,172,381,1318,1251,2563,1242,1552,2791,16.3,13.5,14.9,45,40,42.4,37.7,34.6,36.1,44,52,101,19,42,56,135,199,339,102,120,219,340,209,547,52,74,131,43,57,101,437,337,773,2861,2988,5850,659,687,1345,2088,2279,4368,1096,1100,2200
SED70015,3359,3604,6962,1622,1239,2864,500,806,1304,131,166,298,106,106,207,2362,2313,4676,714,1038,1756,4.4,4.5,4.5,70.2,64.3,67.2,67.2,61.3,64.1,292,327,628,60,162,223,454,791,1245,278,313,589,714,314,1029,29,62,93,37,49,89,788,427,1210,3097,3332,6424,700,768,1464,1893,2048,3932,1650,1800,3453
SED70016,3159,3393,6550,1372,1074,2448,401,661,1060,128,128,256,157,132,285,2051,1989,4040,804,1077,1875,7.6,6.5,7.1,64.9,58.7,61.7,60,54.9,57.4,104,129,234,45,101,144,319,483,801,192,277,467,706,396,1100,76,71,141,45,50,90,821,515,1331,3138,3284,6418,563,592,1154,2110,2173,4284,1348,1453,2805
SED70017,3348,3361,6707,1517,1323,2833,287,448,738,135,141,283,97,77,173,2036,1992,4025,736,848,1583,4.8,3.9,4.3,60.9,59.2,60,58,56.9,57.4,121,152,273,30,94,121,251,506,758,231,293,528,790,384,1180,64,67,133,38,61,100,891,519,1408,2783,2672,5449,791,874,1671,1645,1572,3213,1634,1719,3355
SED70018,3509,3558,7067,946,813,1755,213,397,607,125,119,240,226,195,422,1511,1516,3029,1572,1676,3253,15.2,12.7,14,43.1,42.7,42.9,36.5,37.2,36.9,57,103,159,23,80,107,149,292,444,105,137,243,500,230,729,47,68,117,70,73,146,620,374,995,3677,3707,7383,494,540,1035,2770,2758,5520,1071,1178,2245
SED70019,4182,3978,8163,1511,1238,2747,367,556,922,111,152,259,79,94,177,2067,2041,4110,1791,1591,3378,4,4.6,4.3,49.4,51.3,50.3,47.5,48.9,48.2,138,166,306,44,107,153,276,508,787,184,245,427,726,400,1126,43,81,122,52,72,128,824,555,1381,3552,3685,7234,742,803,1550,2333,2374,4712,1634,1802,3443
SED70020,4930,3425,8364,2165,1349,3515,391,732,1121,216,199,417,87,70,157,2856,2350,5207,1759,831,2589,3,3.1,3,57.9,68.5,62.2,56.2,66.3,60.3,73,112,177,32,115,146,250,467,718,293,381,680,1408,547,1949,63,73,135,59,78,139,1528,698,2228,3568,3227,6799,736,553,1294,2440,2244,4689,1631,1358,2986
SED70021,3529,3715,7245,1785,1535,3317,585,861,1441,120,184,305,96,97,198,2580,2677,5264,685,821,1508,3.8,3.7,3.8,73.2,72.1,72.6,70.4,69.4,69.9,513,608,1120,97,223,319,716,1055,1766,290,279,569,569,271,848,41,42,83,45,42,85,653,360,1013,3060,3118,6180,896,995,1894,1523,1526,3046,2171,2379,4552
SED70022,5316,4630,9945,3023,2175,5200,678,987,1667,211,194,403,118,102,218,4036,3451,7488,578,677,1259,2.9,2.9,2.9,75.9,74.6,75.3,73.7,72.5,73.1,643,645,1284,127,180,309,1167,1310,2481,535,457,990,746,368,1115,42,53,94,60,38,99,849,464,1307,3358,2964,6320,1740,1656,3397,1147,954,2100,3749,3461,7208
SED70023,3172,3261,6436,1511,1156,2670,420,695,1122,123,156,279,109,94,203,2168,2106,4272,744,897,1641,5,4.5,4.8,68.3,64.6,66.4,64.9,61.6,63.2,179,200,379,50,103,162,364,541,903,274,296,569,733,386,1123,37,75,107,53,65,117,827,520,1342,3145,3153,6293,560,559,1123,2136,2089,4220,1321,1418,2739
SED70024,4098,4280,8375,2612,2008,4617,449,935,1389,193,251,438,99,97,195,3354,3293,6647,444,731,1180,3,2.9,2.9,81.9,76.9,79.4,79.5,74.7,77,194,253,439,61,160,216,493,826,1313,398,530,926,1193,695,1890,59,91,145,56,60,116,1315,840,2154,3931,4082,8010,1223,1274,2492,1510,1504,3007,3150,3405,6560
SED70025,3746,3815,7562,2052,1553,3603,455,818,1271,151,171,320,99,92,191,2751,2632,5384,717,919,1630,3.6,3.6,3.6,73.6,69,71.3,70.9,66.6,68.7,275,309,578,87,161,245,604,881,1481,329,358,682,809,394,1207,37,46,82,57,57,120,901,501,1403,3660,3674,7338,827,818,1647,2076,2094,4175,2106,2120,4224
SED79494,1567,1486,3052,132,121,252,60,73,132,50,63,115,70,58,127,312,320,633,645,605,1251,22.5,18.6,0,19.8,21.5,0,15.4,17.5,0,32,50,84,20,34,60,91,166,259,63,85,157,231,92,324,16,14,30,19,23,39,261,125,389,541,431,972,721,747,1469,289,235,525,779,786,1563
SED79797,83,11,94,40,6,46,0,0,6,12,0,12,4,0,4,58,3,63,6,4,8,3.6,0,3.3,65.9,45.5,63.5,63.5,45.5,61.5,0,0,0,0,0,0,6,0,7,6,0,6,16,6,23,6,0,3,6,0,6,25,4,32,42,10,53,15,0,18,21,3,29,35,5,37
SED80001,32595,34404,67000,16754,12308,29061,4409,7981,12393,1116,1538,2657,927,704,1632,23206,22533,45738,8321,10803,19123,4,3.1,3.6,71.2,65.5,68.3,68.4,63.5,65.8,2445,2130,4574,895,1514,2403,5144,6946,12091,3275,4316,7592,6986,3927,10914,347,519,857,505,892,1398,7833,5335,13168,34176,35362,69537,4852,4989,9847,24005,25096,49102,12849,13279,26128
SED80002,37981,39861,77845,18531,13878,32409,5917,9697,15617,1267,1660,2927,1241,1025,2267,26953,26271,53228,9556,12226,21781,4.6,3.9,4.3,71,65.9,68.4,67.7,63.3,65.5,5154,4901,10050,1288,2121,3413,8112,10008,18120,3148,4120,7271,5984,3461,9450,389,478,870,437,812,1247,6805,4754,11566,36754,38095,74847,7901,7883,15778,23325,24305,47627,18924,19443,38371
SED80003,38241,39418,77651,18989,15555,34549,5875,8926,14804,1096,1580,2670,1164,1000,2163,27130,27052,54185,8380,9995,18378,4.3,3.7,4,70.9,68.6,69.8,67.9,66.1,67,7695,7740,15434,1669,2577,4243,10465,11691,22153,2166,2619,4785,2914,1595,4508,216,268,482,254,469,728,3389,2326,5716,28896,29931,58824,11317,11917,23235,14473,15377,29850,24306,25073,49379
SED80004,34625,37470,72089,17126,13451,30579,5067,8136,13206,997,1503,2496,910,762,1676,24103,23852,47958,9142,12255,21400,3.8,3.2,3.5,69.6,63.7,66.5,67,61.6,64.2,5937,5397,11334,1433,2336,3764,8811,10625,19437,2954,3808,6758,4158,2277,6438,202,349,555,392,723,1110,4757,3349,8106,33613,35943,69556,7468,7614,15076,20478,22222,42708,18476,19250,37721
SED80005,37829,38580,76406,21579,15292,36875,5624,9661,15277,1203,1665,2866,1161,1015,2171,29565,27628,57192,6943,9727,16673,3.9,3.7,3.8,78.2,71.6,74.9,75.1,69,72,6226,5126,11355,1186,1798,2979,8013,10061,18076,3711,4254,7966,5121,3333,8450,321,423,740,419,723,1141,5863,4478,10339,38442,38967,77407,8696,8361,17062,21192,21678,42873,22745,22647,45393
SED89494,315,249,560,61,49,108,25,54,83,9,6,19,29,21,48,135,129,264,89,88,169,22.6,14.7,0,42.5,51.8,0,32.9,44.2,0,10,21,36,0,7,10,21,50,69,16,22,36,46,18,68,8,3,10,0,4,6,57,26,78,78,45,120,153,189,348,46,23,68,182,207,383
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,2068,1887,3953,810,534,1347,246,473,719,87,92,178,24,28,53,1163,1129,2297,599,482,1086,2.1,2.5,2.3,56.4,59.9,58.1,55.2,58.5,56.7,37,71,101,13,52,71,132,214,348,117,180,299,502,184,685,35,53,84,17,44,59,556,276,834,1593,1593,3184,322,331,650,1131,1132,2265,670,701,1369
SED99494,6,4,11,3,6,5,4,0,4,0,0,0,0,0,4,5,4,8,0,0,0,16.7,33.3,0,66.7,100,0,55.6,66.7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,6,4,0,0,0,5,6,4
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
