SED_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SED24308,256,812,342,351,30,2131,320,254,1036,766,1213,119,3702,12,5,57,54,98,7,234,41,12,73,126,501,21,769,62,16,103,99,355,143,776,1520,828,4805,3570,8442,715,19874
SED24408,245,793,215,302,41,1796,254,270,1075,838,1145,107,3675,3,9,50,40,79,10,183,16,14,55,89,462,11,642,10,3,41,66,247,90,464,854,776,3685,3057,8056,681,17113
SED24504,449,1087,270,339,25,2801,455,365,1180,583,609,99,3290,50,35,178,87,117,9,481,35,19,134,151,518,17,879,58,24,175,97,311,97,758,2426,1556,6679,3856,7564,663,22742
SED24606,319,1035,169,101,34,2562,1250,339,2134,413,257,106,4497,67,26,266,82,67,10,521,87,17,176,105,165,10,558,212,40,533,110,92,114,1093,5875,1663,13059,2903,2395,622,26523
SED24703,463,1999,261,164,60,5975,2306,551,3261,575,439,110,7240,275,67,747,188,152,22,1453,284,54,548,287,319,43,1544,554,57,950,271,199,281,2306,16830,2764,28403,6372,4932,1408,60702
SED24808,365,1085,466,538,50,2903,345,266,1261,988,1209,133,4207,12,10,78,69,152,10,324,45,15,118,174,772,23,1150,60,12,169,173,528,215,1165,2083,992,6122,5194,11545,1013,26955
SED24904,283,931,286,389,37,2102,305,220,1068,699,1012,101,3405,4,15,36,36,70,6,165,10,3,53,116,543,23,756,12,13,87,87,315,170,678,818,739,3889,3003,8293,906,17659
SED25003,275,868,344,365,48,2360,551,282,1481,886,973,139,4321,30,11,86,63,81,7,269,57,8,138,182,545,33,966,101,13,240,182,343,132,1004,2737,970,6872,4405,7470,837,23300
SED25102,429,1240,360,328,20,3051,430,344,1161,735,776,94,3538,29,26,122,79,116,8,380,72,24,133,153,586,19,988,54,13,185,141,318,93,814,2148,1303,6321,4037,7891,575,22272
SED25205,447,1509,378,299,37,3396,607,362,1565,607,643,84,3875,40,18,171,93,99,7,435,47,30,150,178,437,20,858,81,37,300,154,282,104,956,3089,1490,9427,4485,6537,626,25654
SED25302,369,1266,322,253,45,2765,527,337,1479,677,705,86,3809,20,44,137,89,111,16,419,33,17,123,151,431,23,779,47,22,247,142,225,79,762,2007,1282,6956,4060,6562,634,21493
SED25402,207,780,249,387,42,1961,374,277,1244,786,1265,129,4073,12,3,38,41,75,6,171,21,3,48,119,592,20,799,14,7,78,68,370,96,632,1023,762,3873,3075,9629,674,19037
SED25501,237,924,177,154,36,2523,834,263,1739,441,349,98,3716,50,14,109,37,37,0,247,102,26,217,144,196,20,695,264,27,426,120,109,134,1085,6274,1202,10640,3072,2670,657,24510
SED25605,244,798,216,174,34,2094,572,214,1416,594,533,101,3427,22,8,63,41,48,5,182,63,11,189,180,366,26,834,189,21,326,158,232,162,1089,3683,919,7906,3400,4080,735,20725
SED25704,230,839,212,343,35,1809,246,254,952,721,1166,138,3481,5,7,34,45,102,8,205,21,20,45,104,664,25,873,8,4,46,70,341,133,602,666,687,3622,2910,9000,805,17694
SED25802,354,1103,381,560,47,2856,352,308,1241,898,1236,143,4182,16,9,79,83,169,12,368,20,9,80,154,827,30,1117,18,17,98,110,476,145,865,1291,1005,4905,3968,11297,863,23329
SED25905,211,788,293,308,36,2032,416,207,1156,803,875,112,3572,19,12,67,40,62,4,207,40,19,142,185,540,22,951,100,10,294,193,374,144,1117,2145,746,6198,4136,7278,741,21239
SED26005,237,875,385,366,46,2428,567,302,1659,1109,1185,136,4950,19,9,61,74,94,10,268,55,21,165,224,642,24,1134,128,14,322,259,495,186,1400,2953,975,7789,5434,8973,958,27079
SED26102,279,1030,235,247,45,2172,363,190,993,650,785,98,3069,37,15,136,106,145,17,457,33,17,95,126,427,18,713,41,16,194,148,305,111,809,1494,872,5379,3545,7314,736,19342
SED26207,344,1185,260,227,42,2587,534,249,1224,433,414,67,2918,33,12,138,69,88,3,347,53,16,138,136,423,20,789,71,13,277,117,240,130,849,2462,1157,8041,3443,5575,626,21306
SED26303,642,1694,270,156,35,4542,1652,588,2304,509,403,90,5552,175,70,519,119,92,13,990,143,56,308,161,255,11,946,141,41,461,112,152,111,1017,7301,2728,14556,3588,3753,558,32477
SED26406,376,1543,290,209,28,3937,1060,339,2065,564,559,77,4658,55,27,216,79,74,8,460,115,28,223,161,335,23,882,287,32,510,162,176,173,1342,7128,1630,13268,4001,4316,762,31112
SED26504,275,808,234,352,30,1917,314,308,1121,821,964,89,3625,13,10,40,48,87,11,214,16,9,58,122,487,16,700,16,12,64,74,302,98,565,958,903,4010,3152,8121,716,17858
SED26603,518,1532,362,294,32,3907,1080,451,1925,758,629,126,4979,70,41,290,97,100,6,617,114,32,262,201,397,22,1025,160,32,383,182,248,154,1150,5623,1941,12310,4843,6031,831,31577
SED26708,273,887,263,302,20,2071,278,264,1018,658,1060,118,3394,21,13,93,56,87,3,275,31,15,46,97,505,14,713,32,23,109,89,320,119,697,1237,942,4785,3401,9175,809,20347
SED26806,375,1319,233,153,30,3505,1505,433,2649,473,356,110,5529,157,45,558,152,113,19,1042,144,29,352,186,343,19,1072,299,49,732,159,162,152,1552,8616,2165,19415,4507,4067,843,39618
SED26903,472,1193,286,259,36,3154,832,391,1685,685,669,92,4351,73,26,243,87,75,13,518,98,28,227,187,342,19,890,131,29,332,152,231,160,1039,4307,1539,10103,4126,5319,788,26183
SED27003,435,1572,182,138,40,4055,1834,543,2972,440,368,78,6231,238,65,699,164,98,20,1288,177,48,332,174,322,34,1092,233,51,725,153,140,148,1454,9288,2683,20632,3949,4009,725,41282
SED27101,401,1278,324,237,23,3135,732,410,1749,723,663,89,4368,45,15,145,66,69,11,348,128,40,262,188,340,21,968,141,17,310,138,183,101,886,4502,1606,10201,3989,5274,579,26151
SED27208,212,755,239,294,22,1756,288,266,1064,819,1220,129,3796,9,19,81,62,124,14,310,27,12,40,94,500,14,687,11,8,61,68,285,107,548,953,799,3676,3053,8588,765,17827
SED27305,220,902,299,241,30,2185,440,240,1263,611,608,104,3266,17,4,93,60,67,7,239,49,17,147,154,520,15,912,94,29,259,134,280,74,866,2471,888,7088,3732,6031,555,20761
SED27406,382,1236,301,185,41,2958,745,326,1577,562,424,88,3719,59,32,227,94,88,15,514,71,36,219,147,271,21,778,160,34,412,137,161,97,1001,4220,1641,11220,3876,4250,601,25804
SED27504,384,940,316,436,31,2394,500,336,1449,1047,1272,148,4749,8,4,31,27,81,0,154,30,23,79,149,682,20,981,24,9,86,112,364,134,728,1333,1030,4624,3721,9038,829,20574
SED27608,588,2272,565,477,50,4983,891,696,3019,1184,1350,136,7276,58,28,214,114,149,13,575,64,30,206,265,607,37,1213,75,17,329,160,338,119,1043,3950,2050,12362,5999,10550,790,35696
SED27708,275,1017,254,397,34,2336,460,397,1469,876,1257,138,4594,10,10,62,53,114,12,260,23,11,74,124,563,18,810,13,12,73,65,326,107,589,1266,988,4839,3294,9183,750,20317
SED27807,182,604,186,191,23,1510,372,173,1139,537,651,86,2955,16,7,100,48,65,9,254,37,17,157,207,386,30,838,117,8,277,155,317,206,1090,2306,678,6346,3370,5157,793,18652
SED27907,310,1093,356,427,43,2649,311,275,1059,623,803,104,3177,14,14,98,71,99,5,302,36,14,108,172,580,25,921,28,17,130,116,357,110,769,1572,1006,5697,4238,8927,677,22111
SED28007,331,1219,357,408,54,2797,461,233,1450,713,773,109,3747,18,12,136,71,76,11,322,35,20,147,194,557,33,984,92,16,278,177,394,156,1117,2437,1063,8756,4786,8404,902,26357
SED28107,355,1210,482,311,70,3382,1084,420,2596,1366,1214,218,6900,70,19,178,109,114,16,508,158,23,261,320,584,49,1394,468,36,660,378,502,377,2422,9749,1651,15560,8121,9355,1759,46198
SED28203,235,672,273,227,25,1899,676,235,1703,864,830,132,4443,29,12,81,54,51,8,232,72,8,126,194,446,47,901,133,21,293,199,353,205,1197,3386,849,7382,4453,6208,987,23269
SED28301,305,1043,256,190,43,2508,782,325,1620,535,434,98,3794,36,12,134,56,61,6,312,84,35,207,173,354,20,864,132,32,407,138,174,94,973,4020,1308,9465,3425,4323,595,23130
SED28408,364,1197,289,365,28,2787,733,460,1776,778,1027,106,4881,31,18,110,56,99,3,310,40,17,89,117,398,13,675,31,9,124,89,224,65,539,2202,1265,6008,3120,7080,510,20199
SED28507,313,1013,431,397,49,2792,501,273,1437,945,1103,108,4375,39,22,151,91,140,4,432,71,15,134,178,587,22,1009,153,18,288,187,461,192,1293,4120,1169,8411,5017,9280,957,28950
SED28607,541,1547,282,216,38,3669,934,433,1710,482,398,80,4041,110,43,352,122,144,16,801,103,42,272,173,352,18,955,133,33,418,154,198,102,1035,5133,2205,13069,4307,5464,643,30817
SED28704,538,1720,608,645,56,4244,741,501,2291,1339,1432,178,6483,31,33,161,118,164,9,509,81,21,191,319,947,46,1601,122,31,261,209,566,170,1361,3496,1684,9855,6970,13619,988,36619
SED28803,390,1325,498,502,66,3491,826,375,2467,1330,1298,174,6468,27,19,120,80,89,10,345,80,18,207,310,805,42,1459,211,28,415,347,559,323,1883,4923,1390,11924,7839,11293,1468,38833
SED29494,10,25,9,9,0,76,35,13,52,24,41,8,167,3,0,16,4,12,0,32,0,0,8,5,14,0,35,4,4,21,8,23,16,68,149,53,385,164,432,59,1239
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,6
SED30001,199,842,258,358,27,2074,489,233,1626,806,849,103,4110,18,8,66,52,71,4,221,59,16,165,150,515,18,913,113,13,238,150,349,175,1032,2701,755,6814,3650,6771,693,21383
SED30002,216,941,259,305,34,2230,631,297,1937,608,679,92,4237,23,9,84,53,84,8,249,50,13,162,133,402,17,778,71,10,188,102,188,81,648,2551,1062,7446,3365,5575,523,20507
SED30003,179,731,326,448,26,1901,272,197,1214,844,1255,104,3887,9,3,59,38,92,5,202,17,12,91,160,586,21,885,26,12,95,97,367,123,728,1069,643,4249,3457,8408,616,18439
SED30004,268,1003,323,393,56,2534,507,308,1789,879,996,111,4602,25,4,93,48,113,7,300,55,28,165,143,442,21,847,26,14,111,107,285,100,638,1725,898,5691,3741,7948,712,20720
SED30005,191,743,232,282,21,1895,610,213,1461,747,882,125,4031,30,7,146,101,202,18,507,42,6,125,139,455,30,794,63,12,179,128,323,112,818,2023,683,5265,3463,6565,651,18651
SED30006,130,565,234,239,37,1469,370,148,812,482,520,92,2415,17,9,89,83,119,9,330,15,3,83,137,414,13,673,50,18,129,118,315,83,703,1372,527,3911,3114,5608,600,15135
SED30007,265,1045,311,366,38,2431,612,262,1780,781,1006,100,4541,18,11,92,64,121,5,315,22,13,95,151,496,16,791,45,7,157,95,253,99,661,1702,845,5980,3390,7231,549,19692
SED30008,286,1206,232,275,25,2680,776,347,2053,513,471,71,4228,46,28,219,78,105,8,483,55,32,199,155,351,21,812,112,18,362,128,227,93,938,3724,1595,11233,3700,5381,568,26197
SED30009,108,596,175,375,19,1381,208,148,944,581,1348,86,3321,3,3,17,15,62,8,107,10,6,45,68,415,12,565,8,3,54,36,260,103,458,458,375,2561,1695,6605,478,12178
SED30010,159,579,295,505,32,1728,235,208,1020,903,1305,84,3760,4,4,37,41,96,5,178,16,14,105,148,611,23,922,33,9,103,135,525,174,983,919,567,3738,3549,9543,707,19029
SED30011,121,706,162,360,34,1505,70,67,520,315,578,48,1602,5,0,13,11,54,8,83,12,0,33,58,491,19,616,9,8,37,43,270,115,480,483,363,2860,1942,8811,681,15143
SED30012,214,986,261,330,49,2235,479,217,1352,592,639,88,3364,43,9,188,101,175,14,528,29,13,125,172,387,21,747,67,17,219,138,247,102,778,1653,726,5920,3389,6366,614,18666
SED30013,159,681,169,315,25,1509,220,158,918,493,906,78,2775,3,3,18,13,42,8,92,3,8,36,70,377,8,514,9,8,63,46,270,81,475,566,447,2804,1816,6384,564,12583
SED30014,217,732,251,339,41,1877,569,313,1792,719,1040,129,4566,24,12,92,61,110,9,313,76,23,186,121,443,29,880,33,7,125,98,286,140,686,1597,868,5709,3330,7021,697,19224
SED30015,102,670,160,363,21,1419,42,57,426,334,585,58,1499,0,0,0,9,26,0,42,8,7,39,60,412,8,533,10,4,55,56,280,130,532,334,288,2517,1810,7344,696,12988
SED30016,201,783,247,334,34,1857,405,218,1412,827,1090,106,4070,8,7,74,56,132,12,295,16,10,79,136,474,11,731,32,9,112,113,336,95,705,1130,665,4339,3278,7866,587,17860
SED30017,179,708,289,385,25,1826,210,171,999,742,945,88,3156,8,7,45,43,96,7,205,28,19,104,140,618,16,930,30,6,100,139,349,86,709,943,636,4052,3317,8187,517,17659
SED30018,301,1218,261,266,35,2635,611,261,1644,492,483,62,3541,24,6,130,47,91,3,312,43,14,161,138,343,17,725,79,7,224,119,199,72,702,2834,1141,8163,3241,5003,491,20870
SED30019,280,967,199,207,27,2241,980,352,2346,547,529,108,4865,48,23,214,67,115,12,477,63,34,220,143,310,16,795,121,23,356,105,193,98,895,4045,1632,11987,3701,4924,656,26946
SED30020,199,869,346,476,26,2163,198,140,1023,626,1065,78,3138,0,0,26,24,71,5,133,19,4,57,99,627,11,815,14,11,78,77,346,83,617,736,550,3666,2866,8927,518,17265
SED30021,143,618,221,391,50,1545,146,136,564,426,689,104,2065,8,0,35,31,96,13,192,10,11,59,67,335,8,490,3,0,54,43,230,149,480,559,417,2748,2170,6867,842,13603
SED30022,280,1065,457,577,36,2753,471,267,1498,1170,1335,106,4841,25,10,128,165,278,12,617,38,21,140,277,866,37,1382,63,17,196,245,613,180,1311,1766,908,6229,5780,12847,902,28430
SED30023,344,1264,233,199,33,3047,882,314,2111,381,308,76,4066,63,28,287,63,82,13,538,80,33,168,131,239,20,674,115,24,300,92,120,65,714,4530,1682,11058,2764,3457,469,23967
SED30024,205,894,273,307,30,2019,418,166,1206,562,744,96,3200,22,6,108,73,129,12,343,29,11,81,135,349,21,632,42,10,185,137,313,83,779,1297,628,4842,3060,6472,542,16840
SED30025,303,1209,331,416,35,2774,490,307,1743,633,712,71,3950,31,19,99,63,113,7,331,58,30,160,157,476,18,898,54,24,174,110,211,86,653,2202,1233,7529,3738,6744,470,21918
SED30026,343,1137,278,325,33,2727,538,326,1552,531,575,72,3593,41,21,142,57,74,3,347,46,23,164,127,372,16,749,59,11,153,65,187,50,530,2703,1394,7874,3298,5514,387,21176
SED30027,187,666,248,340,23,1698,298,187,958,713,879,92,3125,14,4,84,100,217,21,442,20,14,89,141,542,27,830,37,13,126,111,358,115,771,1108,593,3822,3214,7467,563,16769
SED30028,159,792,151,408,19,1665,127,103,583,364,664,49,1893,6,0,18,13,39,0,79,11,5,43,78,496,8,645,6,5,61,65,447,97,686,611,468,3020,2031,8963,507,15597
SED30029,190,628,242,328,40,1660,249,152,842,613,744,79,2678,8,12,68,42,106,9,244,14,16,45,81,486,19,661,19,11,100,107,344,95,679,901,596,3270,2705,7119,536,15125
SED30030,356,1431,230,248,36,3110,1006,382,2481,578,490,90,5024,49,30,196,75,86,10,439,63,30,191,127,311,16,731,94,14,281,99,150,72,713,3967,1652,11096,3174,4576,536,25000
SED30031,143,605,120,299,19,1303,77,81,439,235,307,31,1169,3,3,25,14,49,4,104,5,4,25,54,369,10,472,6,0,35,36,198,77,361,387,362,2328,1625,6439,494,11631
SED30032,145,591,198,397,30,1470,119,97,555,518,965,60,2315,12,0,17,25,65,9,129,8,7,42,83,495,16,650,6,8,61,68,342,105,592,432,378,2191,1995,7383,598,12970
SED30033,150,653,183,304,21,1465,304,184,1126,649,1353,93,3704,0,3,11,19,54,4,100,12,4,37,92,433,19,600,7,3,44,61,225,74,418,658,447,2704,2044,6111,453,12419
SED30034,176,729,246,387,33,1731,146,125,697,493,819,80,2348,7,5,22,20,62,0,122,24,11,61,66,460,20,642,22,8,74,90,323,148,656,621,479,2852,2278,7395,799,14414
SED30035,133,759,231,420,25,1757,177,201,918,528,984,82,2889,5,0,30,17,48,0,103,7,9,48,87,568,7,729,3,0,50,59,354,87,549,596,500,3020,2347,8740,508,15705
SED30036,152,592,224,322,36,1668,359,168,1255,658,835,81,3359,11,5,52,44,44,3,166,52,16,156,168,460,35,891,67,19,184,137,325,131,870,1788,591,4993,3025,5866,628,16888
SED30037,186,713,246,400,23,1787,206,193,930,635,1025,58,3060,11,3,38,29,83,0,166,9,0,71,108,482,20,691,19,6,64,64,309,93,552,808,579,3259,2696,7454,446,15247
SED30038,170,720,249,482,31,1861,181,189,819,629,1066,75,2964,3,3,30,23,74,5,146,20,16,71,111,525,7,751,14,0,64,74,325,90,570,704,580,3129,2745,8174,477,15811
SED30039,235,997,315,475,46,2441,478,294,1622,916,1005,90,4399,12,7,60,53,90,6,228,38,22,129,175,662,31,1067,73,18,188,163,475,130,1041,2079,951,6344,4500,9969,734,24579
SED30040,200,874,227,306,41,1909,534,245,1628,681,1000,98,4183,12,4,61,50,111,8,254,14,10,77,129,478,6,715,30,8,118,111,292,73,628,1253,679,4826,2991,7128,495,17370
SED30041,243,1065,266,437,41,2425,236,158,1068,554,918,98,3032,3,3,29,31,98,7,170,12,17,66,103,514,16,728,12,9,46,50,237,62,419,937,641,3818,2341,7944,585,16267
SED30042,204,773,286,487,24,1986,203,197,1009,803,1151,64,3428,4,16,44,37,101,12,217,24,12,84,152,629,15,922,24,12,80,107,436,91,751,836,667,4006,3573,9362,505,18950
SED30043,142,582,267,463,31,1670,111,128,574,491,804,62,2174,3,0,17,15,67,8,110,18,4,49,79,474,8,632,21,3,62,70,309,104,568,594,415,2590,2301,7588,561,14054
SED30044,162,623,304,475,28,1746,203,167,832,768,1073,84,3128,7,3,35,36,105,5,185,19,8,79,162,802,21,1092,39,14,112,143,550,161,1014,883,520,3346,3380,10157,689,18976
SED30045,248,888,231,336,30,2161,311,232,1251,614,750,71,3233,26,6,103,52,85,10,276,33,20,122,142,470,15,807,57,17,154,103,270,91,698,1803,964,6000,3468,6761,579,19573
SED30046,182,658,286,452,31,1779,212,158,858,749,1005,79,3065,7,4,58,47,105,8,233,23,12,67,158,560,22,842,19,3,102,126,406,139,805,889,546,3586,3265,8571,579,17446
SED30047,174,789,212,358,28,1707,300,162,1200,541,943,110,3252,6,0,18,23,56,10,109,10,6,88,114,717,27,960,20,9,69,61,380,109,643,771,531,3828,2341,9060,594,17125
SED30048,339,1528,215,201,38,4161,1171,270,2202,351,322,72,4382,60,22,242,60,82,7,464,99,32,273,93,211,22,726,216,26,394,83,122,76,910,6735,1542,12419,2560,3245,509,26999
SED30049,242,1211,276,298,27,2757,728,282,1914,567,514,99,4107,22,13,133,61,80,11,318,63,38,208,157,359,8,825,145,24,284,111,207,102,875,3792,1086,8980,3202,4658,522,22245
SED30050,208,804,238,262,34,1864,429,182,1430,645,898,93,3669,20,9,77,59,118,7,301,20,12,110,158,399,16,718,40,15,161,116,236,81,648,1455,715,5308,3103,6463,561,17606
SED30051,130,594,206,391,15,1461,161,131,751,522,1221,84,2868,0,4,7,19,51,4,83,9,7,37,57,443,8,563,9,5,47,63,260,75,457,431,375,2131,1914,6630,456,11937
SED30052,249,1009,196,189,35,2602,1166,355,2550,499,454,100,5130,71,24,350,92,123,14,679,102,36,298,210,397,24,1066,226,36,549,192,221,178,1391,6270,1880,16067,4416,5322,926,34876
SED30053,212,1021,279,280,50,2291,580,201,1465,625,571,98,3542,36,29,227,135,203,16,643,28,14,167,187,442,21,865,71,12,271,143,282,138,921,2087,797,6783,3757,6301,708,20433
SED30054,361,1350,227,216,31,3233,919,325,2089,416,359,66,4176,70,35,172,77,69,8,432,72,29,187,96,239,5,621,99,28,261,84,136,64,669,4235,1585,10006,2544,3551,418,22338
SED30055,117,564,179,374,25,1346,105,109,590,348,650,73,1870,4,0,11,8,46,4,74,6,7,49,62,626,14,774,0,6,39,50,351,79,524,338,355,2258,1736,8711,537,13933
SED30056,349,1208,264,253,39,3226,769,276,1539,439,361,69,3457,38,18,109,44,58,6,271,89,30,159,100,234,13,620,123,22,217,71,111,47,590,4298,1313,8106,2675,3569,429,20402
SED30057,134,450,221,446,16,1355,122,137,679,761,1366,99,3161,5,0,33,30,82,3,159,13,8,36,113,506,7,685,9,10,57,79,360,138,656,416,418,2540,2725,8555,610,15269
SED30058,320,1256,251,313,33,2962,649,280,1628,512,479,75,3629,30,8,115,39,71,4,277,73,25,180,118,352,15,769,89,21,229,98,163,68,674,3199,1215,7994,2947,4590,454,20399
SED30059,282,1040,374,405,40,2564,569,258,1339,807,850,123,3945,18,12,125,116,177,10,458,33,14,137,222,559,21,985,51,19,196,176,332,115,887,1785,879,5773,4105,7648,672,20855
SED30060,205,712,293,527,25,1928,182,179,996,748,1215,88,3406,6,0,32,33,90,10,173,40,12,116,130,666,22,993,12,6,62,63,331,78,558,616,578,3365,2929,8750,544,16774
SED30061,184,879,221,346,29,2097,491,250,1751,535,780,87,3897,10,3,47,28,58,4,156,26,3,78,105,394,19,630,31,7,58,46,212,76,423,1536,693,4925,2337,6136,433,16063
SED30062,210,850,340,490,15,2152,365,274,1659,1037,1370,113,4826,5,9,60,57,133,10,270,30,18,99,176,655,23,1002,42,8,141,142,384,125,843,1414,813,5630,4347,9910,673,22792
SED30063,124,614,229,403,27,1536,104,86,525,466,775,64,2016,0,5,13,11,53,0,86,7,9,27,52,350,8,459,16,12,41,47,262,101,471,412,346,2244,1903,6270,562,11740
SED30064,189,655,253,354,25,1694,273,182,1157,740,959,92,3405,11,12,64,43,96,8,238,17,11,72,130,496,12,735,22,5,95,114,336,93,670,827,581,3602,2782,7265,549,15601
SED30065,268,933,284,358,36,2166,441,214,1402,746,892,82,3783,13,13,90,70,128,14,327,23,23,116,177,550,16,903,42,9,179,120,336,101,786,1361,798,5203,3503,7764,564,19199
SED30066,183,725,221,207,23,1568,339,146,916,486,586,85,2555,29,13,73,58,90,9,270,21,9,97,134,365,13,644,48,11,177,116,243,90,681,1150,630,4505,2828,5619,575,15313
SED30067,217,898,225,307,30,2078,541,282,1787,675,676,74,4024,22,15,153,51,109,7,363,51,32,204,142,418,19,866,70,13,246,138,253,92,813,2491,1236,8550,3828,6340,563,23001
SED30068,186,696,231,276,26,1666,279,144,908,580,660,82,2647,15,6,49,30,52,5,162,25,19,80,112,376,15,630,38,9,119,100,244,64,579,1267,680,4157,3035,5505,455,15092
SED30069,196,834,296,399,26,2049,358,237,1336,690,871,90,3591,20,12,85,60,91,10,273,28,14,105,161,563,23,891,45,17,175,114,307,78,729,1578,872,5625,3697,7655,509,19932
SED30070,112,466,187,331,19,1237,107,108,576,591,934,55,2375,6,0,23,23,65,6,131,3,8,48,82,451,13,605,8,11,56,76,281,88,524,446,353,2125,2292,6602,462,12284
SED30071,169,648,217,343,34,1630,278,209,974,697,1011,100,3269,8,0,40,40,76,5,176,20,17,73,93,425,18,642,23,12,89,92,316,95,631,957,664,3606,2885,6826,584,15511
SED30072,179,714,273,363,24,1780,213,151,839,724,949,73,2954,7,6,47,36,74,5,169,25,16,86,138,593,9,865,27,7,103,119,334,88,677,877,569,3479,3329,7939,495,16687
SED30073,169,725,242,429,23,1798,299,188,1240,617,1134,85,3561,0,0,14,14,51,3,82,14,7,45,69,568,12,721,5,6,32,36,287,72,437,773,521,3269,2012,7707,463,14759
SED30074,233,877,260,358,33,2087,414,262,1532,730,900,87,3925,17,3,74,57,105,7,266,31,19,119,138,405,13,724,45,19,173,150,285,92,757,1887,965,6071,3578,6461,540,19484
SED30075,179,668,278,434,36,1831,196,135,705,551,778,71,2446,7,12,54,50,118,12,252,9,11,66,122,545,20,777,16,8,101,100,391,120,737,799,532,3130,2912,7923,641,15929
SED30076,303,1268,223,177,43,3373,1296,324,2675,501,470,92,5355,96,49,348,102,114,6,717,92,34,301,148,321,23,925,200,30,406,121,197,134,1083,6376,1713,13778,3754,4485,776,30884
SED30077,152,685,184,328,36,1534,117,83,620,406,822,87,2145,4,4,13,11,44,3,81,9,3,45,59,429,17,560,6,0,52,55,261,93,473,489,392,2680,1898,6459,565,12471
SED30078,181,715,214,233,39,1764,556,209,1455,667,670,120,3681,36,13,147,114,213,21,545,52,14,136,175,399,37,806,76,10,249,150,281,133,901,2094,703,5909,3605,5803,733,18844
SED30079,243,1172,309,471,38,2643,339,199,1225,625,752,77,3215,13,6,81,53,68,3,228,58,21,133,176,556,17,954,56,7,134,107,321,95,720,1705,783,5645,3521,7365,530,19548
SED30080,286,1151,239,247,30,2535,846,348,2379,618,651,90,4929,35,17,190,50,77,6,371,54,31,206,151,346,20,797,93,24,242,110,189,90,749,3183,1390,9959,3332,5509,518,23895
SED30081,154,813,236,243,26,1990,675,202,1692,574,562,111,3817,29,9,80,33,65,9,221,87,20,193,129,290,18,738,159,22,339,118,231,169,1040,3712,761,7835,3104,4281,729,20417
SED30082,138,613,236,168,32,1507,565,169,1231,444,474,83,2979,49,11,188,134,214,29,630,40,11,134,174,378,31,768,101,16,282,169,224,129,918,2161,730,6565,3645,5341,799,19241
SED30083,232,848,374,443,34,2204,356,221,1208,900,996,90,3777,20,6,107,121,237,10,504,24,17,91,203,653,21,1013,51,8,142,147,448,127,921,1299,685,4737,4278,8963,648,20609
SED30084,135,715,268,481,32,1792,179,213,1056,687,1088,82,3302,9,3,31,28,84,8,157,11,15,68,107,479,27,706,10,3,42,69,264,77,464,566,508,3066,2467,7783,477,14872
SED30085,248,977,219,216,24,2378,684,241,1811,503,546,82,3863,40,11,128,54,54,3,290,74,27,204,150,286,26,766,180,19,352,141,231,168,1080,3931,995,8586,3027,4373,645,21543
SED30086,286,1002,289,402,36,2446,471,240,1396,661,1046,72,3891,8,3,24,27,56,4,129,22,15,86,112,447,18,697,21,9,67,58,226,68,450,1429,826,4614,2647,6863,419,16804
SED30087,257,1064,288,449,31,2678,628,280,1913,774,1319,100,5022,9,8,44,33,89,7,185,25,19,112,131,496,26,816,51,6,103,66,228,82,534,1995,808,5453,2724,7079,510,18575
SED30088,222,929,212,319,24,2144,526,246,1607,533,829,90,3830,22,12,62,45,103,12,251,32,15,104,120,400,5,675,25,3,71,61,239,67,473,1705,770,5367,2633,6500,501,17481
SED30089,136,707,159,296,31,1484,143,104,546,271,473,56,1595,0,4,7,8,27,4,45,6,7,33,61,332,20,459,8,3,35,30,201,108,382,579,361,2479,1492,6188,560,11656
SED30090,124,674,165,290,17,1386,123,116,590,335,575,67,1807,0,0,12,14,33,3,65,3,9,28,65,437,8,545,7,3,39,50,299,91,492,378,378,2583,1860,6210,531,11944
SED30091,136,565,233,374,18,1475,256,132,850,661,1053,94,3046,9,7,34,34,85,0,172,24,13,98,142,463,19,760,60,8,124,93,382,150,814,1054,474,3544,2875,7519,608,16074
SED30092,173,796,194,349,29,1667,231,149,836,473,678,66,2432,3,4,27,31,68,3,136,7,12,59,146,662,31,911,20,13,76,79,364,113,659,722,530,3758,2813,9598,680,18104
