SOSR_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
SOSR521,2810,2468,899,169,1707,1298,307,704,2598,295,1993,16495,1207,27316,113,98,39,9,64,44,12,33,99,12,78,714,51,1177,513,219,150,31,235,205,37,137,267,56,265,1038,80,2322,74,34,29,10,36,38,9,24,30,10,40,298,12,521,54,8,10,6,30,29,7,3,17,4,27,115,12,247,9,0,0,0,0,0,0,0,0,0,3,27,0,38,29,30,6,0,30,9,9,4,22,7,30,636,34,791,0,0,5,0,0,3,0,0,0,0,3,123,4,140,9,0,5,4,11,9,0,0,10,4,9,133,0,165,19,24,6,0,9,12,3,4,21,0,18,126,9,198,42,27,14,0,18,17,3,8,34,4,35,338,14,498,869,444,267,51,439,376,74,218,502,101,498,3549,211,6105,137,78,37,18,82,69,17,35,72,25,53,391,3768,4510,3814,2990,1201,241,2228,1740,395,960,3173,422,2547,20432,5192,37925,1167,1297,360,13
SOSR522,1551,1309,499,86,1228,828,187,398,1336,173,1217,10171,883,16506,54,51,22,0,28,20,5,18,43,8,45,318,21,546,260,93,79,25,117,132,24,68,139,38,139,569,39,1245,36,11,14,4,21,16,6,4,22,3,19,136,7,251,15,5,3,0,10,14,0,9,7,0,12,57,3,103,0,0,0,0,0,0,0,0,5,0,0,13,4,19,15,6,6,0,7,5,4,3,7,0,3,168,11,214,0,0,0,0,0,0,0,0,0,0,0,39,0,44,3,0,0,0,10,6,0,4,0,0,5,86,0,106,11,4,3,0,4,7,0,3,12,0,15,57,5,93,13,15,9,3,9,10,3,4,13,0,19,109,5,172,411,196,129,37,208,205,42,112,244,51,259,1551,93,2797,37,29,17,9,37,24,4,14,20,11,17,173,1985,2282,1998,1537,645,132,1472,1059,233,517,1606,238,1495,11896,2958,21588,579,644,193,3
SOSR531,9525,8898,3469,356,4636,4169,821,1689,8754,789,7610,74064,6741,115588,436,317,147,17,183,181,32,90,271,37,303,3032,323,4755,2140,926,730,109,817,845,143,400,1030,183,1117,6575,524,12458,326,131,126,27,147,181,23,80,164,35,208,1771,109,2815,243,51,57,21,154,158,31,46,85,42,140,890,85,1598,9,9,15,0,18,8,0,0,6,0,17,145,123,326,94,75,40,4,126,47,14,13,46,7,127,1719,206,2371,16,11,10,0,11,7,0,3,9,0,24,483,53,604,47,33,10,0,41,31,3,17,29,5,43,359,109,639,113,74,37,9,46,51,5,23,88,16,97,794,61,1227,230,175,105,16,122,94,14,33,173,19,184,1878,162,2892,3655,1799,1263,207,1664,1597,269,703,1899,342,2267,17638,1757,29675,291,132,114,24,140,135,31,87,148,32,145,1226,16410,18388,13471,10828,4841,582,6443,5901,1122,2486,10806,1168,10018,92926,24904,163652,5871,6099,2086,40
SOSR579,3,10,4,0,0,8,0,0,7,0,5,124,0,151,0,5,0,0,0,4,0,0,0,0,0,18,0,28,0,3,0,0,0,0,0,0,0,0,0,24,0,30,0,0,0,0,0,0,0,0,0,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,40,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,15,7,4,0,0,0,6,0,0,4,0,7,124,3,146,0,0,0,0,0,0,0,0,0,0,0,0,211,217,14,16,8,0,0,9,0,0,8,3,8,248,226,514,13,17,4,0
SOSR599,293,303,99,0,151,136,32,73,567,28,340,1899,1589,4775,27,19,4,0,8,17,0,3,24,0,16,141,61,271,48,21,19,0,21,12,3,10,34,7,35,238,53,431,10,6,5,0,3,4,0,0,9,0,6,117,19,166,3,0,0,0,3,5,0,0,3,0,0,64,25,95,3,0,0,0,0,0,0,0,6,0,0,26,13,41,0,3,3,0,4,0,0,0,8,0,8,74,8,106,0,0,0,0,0,0,0,0,6,0,0,27,5,40,5,0,0,0,0,0,0,0,5,0,0,47,8,63,7,5,0,0,3,3,0,6,9,0,3,72,16,116,6,5,0,0,5,0,0,0,4,0,13,61,11,97,99,66,33,9,49,41,4,20,108,10,85,864,211,1429,6,3,3,0,9,4,0,4,13,0,8,27,1795,1851,399,371,130,11,198,185,33,103,688,40,430,2794,3591,8055,76,126,20,0
SOSR603,17694,15404,5148,1349,6877,6242,1559,3154,20702,1729,14577,81804,6198,147645,259,197,86,16,112,79,27,34,237,24,190,1063,61,1930,1673,673,534,188,614,715,135,280,834,162,989,3218,225,7421,424,125,141,73,189,211,41,74,197,61,290,1222,61,2378,435,97,117,95,249,224,52,44,182,60,259,1044,65,2122,58,48,20,4,51,35,5,3,47,12,85,838,34,1125,146,129,49,16,144,67,17,21,117,20,204,3395,73,4133,64,85,33,11,87,42,20,7,109,16,168,6571,90,7165,82,115,35,4,235,55,17,11,100,11,210,9635,177,10509,155,153,59,25,80,66,17,22,234,16,213,1594,45,2333,134,102,41,7,70,45,10,15,126,5,177,1454,53,2046,3438,1726,1108,440,1830,1541,329,519,2178,393,2787,30030,891,41164,424,199,106,37,194,197,62,134,274,57,156,766,6900,8644,21555,17335,6365,1837,8913,7977,1951,3806,23156,2179,17517,112598,13993,197451,6381,8360,1804,27
SOSR611,7854,7351,2152,569,3309,2819,791,1801,8701,876,6189,35076,2634,63837,81,70,27,4,55,36,12,24,102,10,79,443,21,776,672,265,197,59,248,278,57,137,333,90,339,1102,83,2681,173,54,60,39,79,94,23,41,80,37,111,365,31,815,117,20,25,23,61,56,22,29,42,27,59,234,15,505,9,15,5,4,12,14,3,5,12,0,22,401,11,479,47,63,10,0,55,26,6,8,42,7,71,1245,41,1545,15,14,12,5,19,11,8,11,26,5,38,1015,17,1129,78,61,12,13,141,36,17,15,70,13,141,3459,63,3952,53,44,16,0,15,11,0,5,51,4,51,401,19,586,38,35,20,0,26,14,12,3,42,10,44,516,15,709,1288,644,385,149,713,571,149,274,798,200,964,9183,313,13174,217,90,52,33,115,105,27,57,98,31,79,392,3030,3930,9357,8088,2589,752,4133,3490,974,2134,9590,1113,7233,44644,5975,80943,2621,3666,743,16
SOSR612,5111,4660,1343,275,2273,1855,558,1312,5419,520,3731,19726,1640,37625,68,53,24,0,34,20,7,10,56,3,40,290,22,498,373,138,120,40,193,161,35,110,198,45,200,515,63,1449,74,33,16,8,39,44,4,23,36,17,49,162,16,370,34,15,7,12,30,17,8,4,12,3,20,102,6,208,7,7,0,0,7,5,0,0,3,0,9,75,3,100,24,10,9,0,40,10,0,3,17,0,29,371,19,502,8,6,3,0,0,4,0,0,12,0,6,361,4,395,16,15,0,0,24,6,5,0,5,0,11,762,9,838,24,18,10,0,17,14,4,10,26,8,28,132,8,240,16,14,5,4,19,15,0,9,24,0,23,122,4,209,644,316,189,66,412,298,69,178,391,85,418,2893,147,4809,177,93,48,14,81,93,25,67,96,28,68,266,1743,2425,5935,5067,1575,350,2772,2243,643,1553,5903,633,4218,22890,3535,44860,1457,2011,367,12
SOSR613,1621,1236,425,93,586,574,198,347,1300,153,1060,5695,417,10750,13,8,0,5,6,4,0,4,19,0,14,62,9,109,138,44,47,9,58,70,16,27,43,11,57,167,24,476,42,14,13,6,14,25,3,18,10,7,14,71,12,172,16,3,4,0,8,15,7,0,3,3,0,16,0,43,0,0,0,0,0,0,0,0,0,0,0,4,0,11,7,4,3,0,10,5,0,0,0,0,8,61,4,96,0,0,0,0,0,0,0,0,0,0,4,42,0,44,0,3,0,0,0,0,0,0,0,0,0,74,0,85,8,9,0,0,0,0,0,3,5,0,8,24,3,50,3,3,6,0,6,0,0,0,0,0,4,30,0,44,238,89,73,26,103,123,27,57,86,25,111,556,43,1140,89,35,16,6,29,25,5,28,19,13,28,122,555,832,1944,1354,518,125,720,722,232,426,1406,191,1194,6374,1021,12723,454,551,128,0
SOSR614,1928,1586,459,100,894,654,201,449,1906,201,1314,7657,590,14153,29,20,11,4,18,10,3,8,28,9,30,84,9,194,153,51,63,16,71,78,23,47,79,22,102,235,24,625,44,16,23,7,27,25,0,7,15,4,21,67,8,175,11,0,4,0,12,6,5,0,8,0,4,33,4,63,0,0,0,0,0,0,0,0,0,0,0,4,0,6,12,10,0,0,9,0,0,0,3,0,12,71,4,108,0,0,0,0,0,0,0,0,0,0,0,30,0,40,0,0,0,0,0,0,0,0,0,0,0,62,0,72,3,9,0,0,5,6,0,3,17,0,8,58,3,93,10,5,0,0,4,5,0,3,6,0,3,44,0,67,259,115,96,30,146,130,32,64,157,32,181,693,45,1437,83,34,20,4,44,29,4,25,43,3,20,140,844,1163,2267,1736,578,141,1087,816,238,537,2103,241,1517,8491,1471,16757,570,705,118,5
SOSR615,7784,5950,1982,465,3262,2845,744,1781,6834,782,5202,28802,2219,53594,155,75,52,4,59,54,14,40,104,13,92,457,24,858,914,318,251,59,398,381,105,219,347,92,467,1124,102,3090,177,44,63,19,78,96,21,38,70,23,112,348,21,801,62,16,13,10,31,30,0,8,24,7,22,150,12,293,14,7,0,0,3,6,0,4,6,0,11,74,3,109,35,30,4,3,30,9,4,0,22,4,39,358,10,498,9,8,0,4,7,3,0,0,6,0,9,268,4,313,13,17,0,0,18,11,0,5,9,0,16,584,19,662,42,44,13,0,22,11,3,7,52,3,48,216,7,373,34,33,12,6,24,16,4,8,40,0,47,243,3,385,1456,578,406,110,672,605,157,327,684,146,862,3815,205,7378,283,102,62,18,120,113,35,67,123,34,93,469,2847,3909,9515,6629,2450,586,4051,3566,929,2166,7636,963,6159,33088,5264,64877,2276,2617,535,13
SOSR621,2489,1754,688,126,1063,920,233,544,2090,243,1578,9955,655,17746,64,34,27,9,16,21,5,12,39,6,34,151,5,310,286,99,88,25,118,123,23,54,121,34,140,467,29,1113,50,21,25,3,22,34,11,20,23,7,30,158,12,310,23,3,9,8,9,12,0,4,16,3,20,55,0,122,0,3,0,0,6,0,0,0,0,0,4,18,0,27,15,11,3,3,7,8,0,0,6,0,10,122,9,175,0,0,0,0,3,0,0,0,5,0,3,91,0,112,8,5,3,0,0,5,0,0,0,0,7,151,0,162,14,19,7,0,4,3,0,0,19,0,11,104,4,170,17,14,10,0,8,11,0,0,15,0,24,90,4,162,473,206,164,42,193,220,44,86,252,47,279,1407,66,2665,90,37,21,8,38,25,6,28,45,11,32,212,1128,1551,3049,1995,879,178,1289,1170,285,654,2392,293,1885,11578,1853,21957,830,839,214,4
SOSR622,1142,743,320,58,454,417,78,217,938,96,767,4008,280,7402,19,8,7,3,11,15,5,6,6,3,15,71,7,129,119,53,29,14,62,53,8,37,68,19,69,211,16,531,26,9,19,0,9,13,0,5,13,9,17,74,3,140,4,0,3,0,4,3,4,0,4,0,3,21,0,34,0,0,0,0,0,0,0,0,0,0,0,9,0,8,7,8,3,0,3,6,0,0,7,0,3,40,4,66,0,0,0,0,0,0,0,0,6,0,5,35,0,38,0,3,0,0,3,0,0,0,0,0,5,31,0,44,16,4,12,0,3,4,0,0,9,0,4,40,0,71,3,0,3,0,3,0,0,0,0,0,4,22,0,35,193,86,76,18,106,100,21,55,116,31,128,553,32,1105,46,22,18,0,19,17,3,17,29,3,24,90,535,734,1380,858,409,74,581,537,98,289,1077,133,920,4648,845,9236,359,352,112,0
SOSR631,10504,7970,2946,244,3780,3567,763,1932,9065,840,7265,52304,3125,87080,217,144,63,8,91,103,19,49,151,20,153,960,51,1673,1157,427,353,52,417,468,83,241,538,102,650,2420,149,5274,271,82,93,18,114,125,21,43,121,17,183,839,50,1561,86,31,22,8,44,39,7,14,42,13,48,292,21,522,10,6,4,0,3,4,0,4,8,0,9,62,0,91,45,28,11,0,37,12,3,8,19,3,44,613,31,795,18,24,9,0,15,4,0,0,12,4,20,327,3,415,25,11,6,0,24,13,5,4,9,5,18,495,18,586,116,62,48,8,48,48,4,13,76,3,84,586,13,933,71,35,38,5,34,36,3,14,58,8,56,382,10,624,2019,847,645,94,832,851,148,387,1037,179,1268,6972,341,12475,423,187,97,20,183,198,42,102,204,57,171,966,5871,7805,12951,8997,3695,359,4791,4613,958,2424,10310,1079,8702,60245,9330,107361,4512,4318,1244,18
SOSR679,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,3,19,0,0,0,0
SOSR699,100,108,27,3,39,38,14,27,250,11,101,435,122,973,6,0,0,0,0,0,0,0,8,0,7,6,5,27,7,7,3,0,3,0,0,0,11,0,9,17,11,53,0,0,0,0,4,0,0,0,5,0,0,14,3,19,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,4,0,0,0,0,0,5,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,8,5,13,3,0,0,0,0,0,0,0,7,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,7,18,14,10,0,10,4,0,3,25,3,20,73,20,153,5,8,0,0,0,0,0,0,7,0,0,16,215,243,120,121,37,5,53,45,18,38,288,12,117,529,357,1377,24,29,11,0
SOSR703,4345,5830,1549,224,2593,1968,582,1020,5898,443,5747,50994,3733,75693,244,212,91,15,171,119,35,48,215,24,230,1883,92,2939,449,249,181,38,250,181,50,128,278,42,364,2250,119,3812,140,96,67,30,68,87,15,42,78,19,149,1196,62,1802,276,87,80,47,208,165,36,50,124,40,207,1468,75,2356,21,21,5,0,30,3,4,8,23,0,30,514,24,647,411,397,134,46,689,218,107,49,227,57,615,8010,277,10452,54,37,27,6,64,23,15,5,28,3,108,2197,34,2519,98,134,24,13,308,70,24,12,76,11,225,7786,133,8704,51,70,21,0,47,33,11,4,70,3,85,855,25,1173,36,68,26,3,58,20,9,7,67,3,108,1723,65,2109,1787,1373,644,208,1889,917,304,355,1193,205,2122,27892,913,36504,76,57,26,13,72,36,20,23,67,16,63,484,9252,10010,6209,7261,2215,445,4549,2929,905,1398,7160,667,7930,79374,13898,122207,3024,4383,1004,22
SOSR712,933,1407,324,106,918,550,258,227,1282,136,1271,10925,655,16574,58,96,25,8,84,32,11,9,48,8,61,721,29,1061,90,57,36,11,56,51,9,25,72,11,69,398,22,707,27,20,16,5,19,24,3,5,23,3,30,226,10,351,12,9,9,3,14,11,3,4,12,0,18,116,10,182,0,9,0,0,14,3,0,0,5,0,13,228,13,269,24,36,6,0,45,16,6,7,14,0,44,728,18,893,0,3,3,0,4,3,0,0,7,0,12,341,0,366,11,17,3,0,53,13,3,0,5,0,40,1243,36,1413,24,25,4,0,19,3,0,0,24,0,47,697,15,840,14,15,14,0,26,11,3,6,7,0,38,461,14,580,260,285,107,27,328,170,38,52,222,34,368,5157,170,6667,14,8,5,4,16,5,6,0,10,0,14,136,1412,1608,1206,1702,432,138,1267,726,308,283,1510,169,1658,16216,2236,24855,643,1062,227,9
SOSR714,197,312,67,31,224,156,49,60,280,39,304,2679,275,4109,6,15,7,0,6,10,4,3,7,4,8,103,0,149,13,11,0,0,7,7,0,3,7,0,10,61,5,96,4,4,0,0,0,0,0,0,5,0,5,32,5,51,3,0,0,0,0,4,0,0,0,0,0,21,0,35,0,0,0,0,0,0,0,0,0,0,5,22,0,29,7,7,7,0,20,0,0,0,0,0,10,214,13,282,0,0,0,0,0,0,0,0,0,0,0,37,0,34,5,5,0,0,7,0,0,0,0,0,8,295,0,323,0,0,0,0,0,0,0,0,5,0,3,24,4,27,5,0,0,0,6,3,3,0,4,0,0,63,0,80,35,49,17,3,65,24,6,6,28,4,53,876,31,1115,8,10,5,3,11,3,0,0,0,0,3,64,658,755,243,370,82,34,300,181,56,73,309,42,367,3610,968,5980,112,196,44,0
SOSR715,221,721,94,47,691,925,300,159,556,66,925,10779,750,15104,15,24,8,0,12,7,4,3,11,0,18,201,4,294,11,14,10,0,7,7,3,0,16,0,14,103,3,153,8,3,0,0,0,5,0,0,6,5,0,41,4,64,0,0,0,0,5,0,0,0,3,0,0,34,0,46,0,0,0,0,0,0,0,0,0,0,3,21,4,31,6,6,0,0,5,3,4,0,0,0,8,189,3,217,0,0,0,0,5,0,0,0,0,0,0,58,0,63,0,0,0,0,0,0,0,0,0,0,5,142,0,155,0,0,0,0,0,0,0,0,0,0,0,35,0,45,4,3,0,0,3,0,0,0,4,0,0,97,5,112,46,57,18,5,32,29,10,8,41,8,63,919,36,1177,0,4,0,0,6,8,9,0,3,3,9,104,1215,1347,267,783,115,48,729,959,318,171,606,82,992,11801,2000,17625,140,332,54,0
SOSR721,221,488,54,30,650,518,146,96,365,37,499,8149,314,10823,8,11,3,0,11,0,0,0,6,0,5,148,12,209,8,15,3,0,0,0,3,5,7,0,4,76,3,118,5,5,5,0,0,0,0,0,10,0,5,35,0,55,0,0,0,0,0,0,0,0,0,0,0,27,0,33,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,4,0,0,0,0,0,0,0,0,8,133,0,159,0,0,0,0,0,0,0,0,0,0,0,52,0,56,0,0,0,0,3,0,0,0,0,0,6,72,0,78,0,0,0,0,0,0,0,0,0,0,0,27,0,30,3,5,0,0,0,0,0,0,0,0,4,33,4,48,33,47,12,0,21,6,6,3,24,7,29,613,25,799,4,6,0,0,10,4,0,0,5,0,7,75,684,776,263,537,62,30,682,523,149,102,399,46,538,8840,1021,12403,150,248,28,0
SOSR722,227,409,75,43,893,505,167,123,256,45,462,7592,639,10593,9,12,0,0,4,5,0,0,10,0,12,88,10,138,14,7,3,0,5,3,0,8,13,3,10,53,9,107,0,0,0,0,0,0,0,0,0,0,0,33,0,39,0,0,0,0,0,3,5,0,0,0,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,0,0,0,0,0,0,0,3,53,4,65,0,0,0,0,0,0,0,0,0,0,0,18,0,17,0,0,0,0,0,0,0,0,0,0,0,30,0,30,6,0,0,0,0,0,0,0,6,0,3,15,0,27,3,0,0,0,0,0,0,0,0,0,0,20,0,21,40,19,14,0,19,16,9,8,26,3,27,324,21,481,9,3,3,0,3,4,0,3,4,3,8,77,583,693,272,436,92,46,921,520,172,134,291,49,499,7992,1245,11762,136,164,40,0
SOSR731,1404,1609,484,52,1243,967,228,409,1310,155,1637,17843,1996,26512,72,41,27,3,38,26,3,17,31,3,57,452,30,703,106,63,44,7,58,51,16,29,54,13,73,503,25,855,35,19,24,5,24,19,4,13,14,7,19,255,11,395,18,9,4,0,20,11,6,6,11,0,17,102,4,161,0,0,0,0,0,0,0,0,0,0,0,18,0,24,43,26,12,0,42,17,9,7,12,5,37,574,56,781,3,0,4,0,6,0,0,0,3,0,9,64,0,76,3,4,0,0,0,9,0,0,4,0,7,56,0,74,15,6,5,0,6,0,0,3,3,0,13,110,4,157,14,14,4,0,5,3,0,4,4,0,14,117,0,168,313,184,113,16,203,135,47,82,137,31,244,2243,135,3399,41,20,15,5,31,23,12,6,18,6,22,268,3862,4267,1753,1816,619,75,1480,1126,277,504,1472,196,1908,20353,5987,34172,829,1021,264,8
