SOSR_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SOSR721,0,5,3,0,0,0,0,0,12,0,6,6,6,0,0,0,0,14,0,17,27,39,41,13,0,0,138,4,29,29,45,41,13,0,0,163,967,953,752,632,438,214,54,7,4026,65,95,78,59,59,24,7,0,378,1036,1074,855,735,538,247,67,11,4560,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,8,7,0,0,0,21,5,3,3,8,7,0,0,0,28,991,1084,854,708,535,224,54,16,4466,70,85,62,60,56,29,4,0,370,1060,1177,919,775,592,253,57,16,4858,0,7,3,0,0,0,0,0,12,0,6,3,6,0,0,0,0,14,3,17,27,46,46,16,0,0,159,4,31,31,48,45,16,0,0,190,1956,2041,1610,1343,969,437,110,27,8490,132,177,134,118,113,51,11,0,747,2094,2255,1775,1515,1137,505,120,26,9427
SOSR722,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,6,3,21,25,28,27,6,0,114,6,9,21,28,34,27,6,0,127,877,837,670,557,425,241,74,13,3709,73,84,58,48,51,42,15,0,374,950,926,750,642,508,314,99,17,4205,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,20,3,3,3,4,7,0,0,0,19,833,942,747,675,540,305,82,12,4130,105,84,63,60,54,32,10,0,417,947,1028,807,739,599,341,91,11,4563,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,14,4,6,21,28,37,25,10,0,132,4,11,27,32,40,25,10,0,148,1718,1781,1420,1227,969,545,161,24,7835,183,166,119,116,105,82,18,3,787,1901,1957,1557,1381,1108,648,187,28,8767
SOSR731,56,142,81,46,14,0,0,0,337,5,8,12,10,13,0,0,0,48,0,59,99,163,148,174,59,14,717,60,208,195,213,176,174,59,14,1105,1917,1795,1694,2009,1849,1122,369,42,10799,506,603,558,515,381,217,83,3,2872,2489,2607,2446,2733,2408,1516,512,63,14777,29,53,17,7,5,0,0,0,116,3,5,0,5,4,0,0,0,20,3,10,21,42,37,32,8,0,154,35,71,49,54,47,32,8,0,288,1749,1874,1972,2066,1718,997,299,54,10726,283,315,309,299,259,160,40,6,1671,2070,2255,2329,2425,2021,1184,346,60,12684,82,197,102,56,14,0,0,0,456,9,9,19,14,11,0,0,0,65,4,68,124,203,189,205,63,14,872,98,275,248,268,215,205,63,14,1391,3665,3673,3659,4075,3569,2122,662,98,21520,794,916,865,811,638,374,130,16,4544,4556,4862,4771,5154,4426,2704,856,123,27458
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,13,12,11,0,0,0,60,0,3,4,4,3,0,0,0,24,12,16,22,18,17,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,5,3,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,13,13,12,0,0,0,70,0,6,4,4,3,0,0,0,24,15,23,22,19,17,0,0,0,94
SOSR799,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,8,13,17,16,19,3,0,82,5,9,12,14,23,19,3,0,83,79,221,242,235,219,142,23,4,1164,39,61,52,58,61,41,8,0,317,113,292,305,311,300,205,33,6,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,13,0,0,4,0,0,0,0,0,13,118,276,229,227,206,83,12,4,1149,43,79,38,58,75,28,0,0,320,162,364,268,280,279,114,17,4,1486,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,11,15,21,16,19,8,0,94,3,13,16,16,21,19,8,0,98,194,503,465,458,420,233,38,3,2316,80,140,91,112,135,66,12,0,640,276,661,573,591,579,318,49,7,3052
SOSR802,1037,871,1107,1055,289,0,0,0,4358,104,404,400,310,435,0,0,0,1656,123,860,1355,1950,2272,2479,1643,780,11461,1268,2138,2861,3321,2988,2479,1643,780,17475,27402,34309,29863,23333,17990,13472,6660,1844,154870,1649,2103,1478,1047,820,610,462,235,8393,30316,38546,34198,27701,21798,16561,8767,2861,180737,467,354,389,283,53,0,0,0,1540,13,117,115,113,63,0,0,0,424,45,195,427,668,640,389,203,83,2663,521,662,938,1066,762,389,203,83,4631,27919,36575,32825,26345,21991,17889,9786,3802,177129,1506,1685,1170,844,634,691,549,426,7508,29956,38922,34934,28257,23389,18971,10542,4313,189264,1503,1218,1498,1338,344,0,0,0,5901,116,518,515,427,502,0,0,0,2077,167,1060,1783,2623,2908,2867,1845,866,14127,1794,2796,3798,4387,3749,2867,1845,866,22107,55320,70883,62689,49677,39976,31361,16442,5647,331999,3156,3785,2650,1886,1456,1296,1009,662,15897,60266,77465,69135,55949,45186,35529,19303,7174,370000
SOSR822,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,4,0,0,0,0,16,38,29,42,44,27,25,14,0,211,0,0,0,0,0,3,0,0,13,41,30,48,47,30,28,15,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,0,3,34,19,48,49,38,25,12,3,227,3,0,3,0,5,5,0,0,11,35,20,49,50,42,29,13,3,240,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,4,3,0,13,0,5,0,9,0,4,3,0,19,69,48,87,93,64,48,23,6,442,4,0,3,0,5,7,0,0,19,75,49,96,100,73,58,30,6,481
SOSR831,38,20,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,20,3,0,0,0,0,0,65,21,36,26,29,29,24,6,4,177,21,8,0,10,6,6,0,0,53,82,65,27,41,36,31,6,6,292,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,9,34,42,27,25,31,21,3,5,176,7,5,0,10,8,0,0,0,38,40,48,29,33,38,19,3,5,221,45,23,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45,23,7,0,0,0,0,0,76,58,79,48,51,62,44,9,4,352,25,15,6,17,10,7,0,0,86,121,115,61,75,72,52,9,5,519
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,17,0,3,6,5,0,0,0,0,19,54,46,43,30,22,10,3,0,216,7,12,21,14,13,10,4,0,74,66,60,62,53,38,21,6,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,76,44,31,23,32,8,4,0,214,4,6,7,7,8,4,0,0,32,74,53,33,30,35,10,8,0,249,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,14,0,3,6,4,3,0,0,0,19,136,94,70,56,56,18,7,0,435,10,17,29,20,18,11,5,0,110,148,108,104,77,78,34,10,4,560
SOSR915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,5,0,0,18,0,0,0,3,3,5,0,0,18,38,81,62,83,76,82,12,4,440,14,29,24,27,9,23,0,0,117,47,116,90,115,97,107,15,4,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,65,97,77,68,40,9,0,408,8,23,20,13,18,4,3,0,84,50,88,112,98,84,42,9,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,5,0,0,16,0,0,0,6,3,5,0,0,24,79,151,161,165,146,122,26,4,851,20,49,42,39,23,24,0,0,201,99,202,206,209,181,150,26,4,1074
SOSR921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,9,7,9,4,44,0,5,9,6,9,7,9,4,46,59,50,80,94,136,94,47,9,554,15,8,14,13,18,7,10,0,78,72,56,98,109,160,110,57,17,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,11,0,0,0,6,6,0,0,0,8,65,59,99,107,165,130,55,16,706,10,9,15,9,13,11,7,3,77,74,70,115,122,179,148,67,20,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,10,7,10,4,51,0,5,6,8,12,7,10,4,50,130,105,175,196,299,221,101,33,1259,24,14,29,23,33,18,13,3,159,151,126,209,228,344,258,129,38,1472
SOSR922,6,6,4,4,4,0,0,0,19,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,6,6,12,4,9,0,0,0,26,25,24,37,26,40,25,13,5,193,5,9,9,7,12,6,4,0,52,29,35,54,38,65,32,19,3,275,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,26,31,41,27,44,23,12,0,211,5,11,10,3,14,3,3,0,55,40,43,46,33,59,28,13,0,274,7,8,4,6,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,9,8,12,6,10,0,0,0,38,49,53,76,52,82,45,28,6,394,14,19,17,13,29,12,13,0,113,71,76,102,69,129,57,40,11,550
SOSR931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,7,0,0,3,3,0,0,0,3,6,27,22,30,52,46,59,20,5,254,25,113,62,36,14,7,6,0,268,50,137,94,87,58,71,32,6,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,31,56,52,40,31,3,272,10,13,0,12,6,9,3,0,52,37,40,33,70,60,47,39,4,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,11,0,0,3,3,0,0,0,3,13,56,51,56,105,95,97,55,9,528,34,121,64,45,23,16,13,0,318,87,173,125,158,119,119,66,15,859
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,11
