SOSR_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
SOSR703,10,10,27,50,65,90,98,68,27,435,23,7,14,20,94,160,193,129,33,681,158,726,1124,914,625,475,240,85,38,4375,4,0,9,15,45,67,70,53,23,287,370,336,613,737,664,655,533,241,94,4251,9920,4874,8633,6580,4455,2840,1393,378,54,39126,1244,757,1225,990,745,572,332,161,62,6087,12100,6984,12239,9996,7592,5936,3797,1566,414,60623,14,72,269,523,1054,1555,1621,858,229,6209,1063,830,1475,1203,992,843,587,217,45,7261,17,21,67,157,353,538,664,345,55,2215,0,6,0,10,10,40,93,166,120,445,19,81,203,443,798,1198,1171,525,111,4549,45,44,85,139,360,693,869,503,180,2929,28,27,50,109,126,172,205,146,47,905,57,21,40,56,161,341,396,261,60,1398,343,1087,1646,1441,1126,852,450,160,49,7160,5,0,9,32,83,155,203,137,40,667,982,650,1012,1245,1226,1240,969,446,160,7930,19881,10584,17164,13117,9087,5794,2852,786,110,79374
SOSR712,0,4,5,29,31,39,35,24,17,178,9,7,4,9,18,30,34,26,11,145,22,132,254,172,147,108,51,24,8,920,4,0,0,5,9,20,12,20,4,83,73,51,140,133,164,164,113,55,30,929,2096,943,1793,1309,918,682,279,67,11,8101,210,108,221,174,149,136,75,41,13,1123,2503,1326,2576,2002,1665,1461,802,317,124,12776,6,17,56,94,191,315,299,144,70,1206,219,180,334,293,231,242,123,58,20,1702,3,4,17,20,70,125,109,67,13,432,0,0,0,0,3,8,36,44,44,138,11,24,74,134,250,339,271,119,36,1267,23,19,26,47,90,172,193,117,42,726,7,6,12,34,58,74,64,33,19,308,14,7,7,10,27,59,81,42,19,283,57,203,399,273,245,192,90,38,12,1510,4,0,0,12,24,46,43,37,11,169,191,116,206,235,273,290,202,93,41,1658,4289,1950,3429,2663,1819,1359,562,130,16,16216
SOSR714,0,0,3,0,15,15,5,5,0,34,3,0,0,0,4,14,12,7,0,34,3,38,45,28,31,19,14,0,0,176,0,0,0,0,7,5,3,0,0,22,15,21,41,26,26,38,16,15,5,190,482,222,424,279,185,125,48,8,5,1781,116,62,97,65,48,39,14,7,3,452,644,355,637,440,365,316,150,50,17,2971,0,8,11,12,31,86,55,31,10,243,56,45,67,51,53,57,33,13,0,370,0,0,8,4,17,25,17,7,3,82,0,0,0,0,0,4,16,12,7,34,3,4,14,33,69,86,64,21,6,300,7,3,12,11,27,54,43,24,3,181,0,0,4,0,18,14,12,7,0,56,4,0,8,0,10,18,21,8,0,73,13,52,68,49,57,37,26,8,0,309,0,0,0,3,6,12,9,4,0,42,55,34,56,40,55,67,31,23,7,367,1007,496,831,542,357,235,119,28,5,3610
SOSR715,0,9,19,33,58,46,35,4,3,199,8,3,0,14,24,29,8,3,0,86,10,39,70,63,48,38,13,0,0,287,0,0,0,10,6,8,9,0,0,38,66,38,67,94,98,83,40,13,0,496,1719,1110,1212,873,564,261,87,18,3,5838,260,118,186,150,109,82,32,7,0,940,2120,1424,1687,1399,1072,728,282,77,16,8804,0,9,3,43,49,76,49,24,3,267,95,50,96,142,171,136,66,24,3,783,0,0,0,8,24,46,30,9,0,115,0,0,0,0,5,9,16,13,6,48,6,31,43,122,196,204,102,23,5,729,111,157,102,143,171,160,86,23,4,959,10,9,27,48,76,79,51,3,3,318,18,10,6,25,36,46,17,13,0,171,34,93,129,154,102,66,23,6,0,606,0,0,5,13,18,21,17,4,0,82,164,93,118,162,182,172,75,22,6,992,3491,2295,2312,1741,1118,589,201,42,9,11801
SOSR721,3,4,7,12,19,27,10,3,0,75,4,0,0,7,17,15,7,10,0,69,10,40,46,53,31,24,14,3,0,225,0,0,0,5,0,0,5,0,0,21,23,24,45,40,56,55,28,9,0,285,1221,868,901,619,426,260,89,14,5,4405,113,60,87,58,69,64,41,3,0,486,1437,1060,1177,919,775,592,253,57,16,6298,0,3,12,25,52,81,54,22,7,263,76,54,59,88,106,89,41,6,6,537,0,0,0,0,11,15,15,12,0,62,0,0,0,0,3,3,7,9,3,30,8,15,54,124,177,182,86,24,0,682,56,79,67,64,100,93,51,16,4,523,10,3,13,20,36,46,10,7,3,149,10,0,0,17,19,24,15,15,0,102,18,72,81,87,65,46,23,4,3,399,0,0,0,5,13,8,17,8,0,46,72,46,72,74,97,95,54,24,0,538,2517,1736,1741,1220,875,521,196,24,8,8840
SOSR722,3,0,12,9,22,29,14,8,5,100,3,0,0,3,6,10,13,7,0,57,3,10,29,18,34,24,18,0,0,146,0,0,0,0,4,11,5,0,0,22,15,16,23,48,50,66,39,15,0,268,1163,769,758,507,364,230,101,27,0,3920,164,93,105,69,74,63,44,6,0,625,1389,947,1028,807,739,599,341,91,11,5954,0,3,3,19,52,85,85,22,6,272,50,18,41,66,82,100,56,16,0,436,0,0,0,5,15,23,36,11,0,92,0,0,0,3,3,8,21,16,0,46,11,18,74,173,236,216,138,45,8,921,45,52,61,62,93,109,70,29,3,520,8,3,12,14,38,48,35,16,5,172,10,0,0,19,18,39,36,13,0,134,13,28,56,45,52,50,32,0,0,291,0,0,0,5,9,26,7,3,0,49,54,33,46,71,89,114,67,29,3,499,2455,1578,1480,1045,727,450,199,52,6,7992
SOSR731,5,4,8,13,22,26,15,13,0,103,9,6,4,4,23,81,60,30,11,224,27,123,162,178,146,126,50,17,5,829,0,0,3,3,11,15,22,15,4,77,76,58,104,155,215,208,119,42,10,986,2632,1462,1496,1390,1317,875,422,93,14,9694,443,316,356,351,350,302,181,47,5,2356,3275,2070,2255,2329,2425,2021,1184,346,60,15958,0,13,56,126,305,524,492,205,39,1753,230,176,214,276,327,314,192,71,13,1816,7,9,12,35,84,185,189,88,9,619,0,3,3,0,3,13,23,23,14,75,7,37,56,155,298,410,347,142,21,1480,36,64,59,74,161,276,305,124,22,1126,10,13,12,31,44,61,63,38,5,277,18,3,4,15,58,168,144,67,13,504,63,193,251,278,279,251,120,29,12,1472,0,0,3,12,23,49,57,53,4,196,199,127,179,264,361,394,269,97,11,1908,5268,3167,3142,2810,2814,1970,949,209,26,20353
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,15,12,8,0,0,0,58
SOSR799,0,0,0,9,7,20,8,4,0,44,0,0,0,5,3,10,9,0,0,29,0,6,27,30,15,24,3,5,0,109,0,0,0,0,0,4,0,0,0,8,3,3,14,25,24,17,13,4,0,99,153,88,182,120,84,73,32,4,0,745,32,48,105,71,105,98,33,0,0,482,190,162,364,268,280,279,114,17,4,1675,0,0,0,14,27,60,58,5,0,165,11,7,36,30,34,35,22,0,0,179,0,0,0,8,13,18,28,4,0,81,0,0,0,4,3,0,5,0,0,8,0,0,9,12,43,60,39,4,0,169,0,6,14,19,35,58,36,5,0,181,0,3,0,4,24,31,13,3,0,84,0,0,0,6,10,22,15,0,0,61,6,14,41,55,50,48,22,8,0,237,0,0,0,0,3,9,4,0,0,24,10,11,25,41,56,45,27,3,0,217,355,149,356,269,183,166,91,12,3,1580
SOSR802,28,35,82,154,238,316,451,509,273,2086,34,35,70,155,295,590,860,762,331,3137,983,5879,6558,5090,4043,2717,1511,770,394,27941,9,8,28,66,141,230,310,421,292,1511,1499,2509,3822,4031,3789,3739,3204,1828,919,25334,33288,18572,25026,21572,15359,10448,6462,2467,600,133789,2316,2146,2156,1767,1458,1161,1020,575,317,12931,40037,29956,38922,34934,28257,23389,18971,10542,4313,229301,88,366,1179,2460,4689,7528,9213,6663,2773,34966,5461,5575,7299,6743,5269,4287,3567,1860,615,40674,65,127,343,747,1464,2488,3497,2530,876,12130,5,7,3,17,33,99,347,963,1152,2623,130,307,707,1531,2688,3924,4476,2791,882,17440,124,163,246,503,1140,2360,3935,3648,1910,14036,74,74,160,293,465,641,1003,964,502,4183,72,76,126,284,556,1072,1673,1494,612,5971,2101,8748,10198,8294,6802,4661,2640,1289,578,45310,18,23,53,134,289,497,781,900,542,3219,3798,4059,5868,6550,6651,6742,5738,3177,1406,43977,67377,40137,52785,44918,32043,21003,12238,4628,1080,276216
SOSR822,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,6,0,0,8,0,3,3,6,9,6,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,8,6,4,0,24,56,26,16,31,31,13,13,0,0,178,0,3,0,3,0,3,4,0,0,17,59,35,20,49,50,42,29,13,3,304,0,0,0,3,12,15,15,15,0,57,8,5,5,11,11,8,4,3,0,51,0,0,0,0,0,5,0,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,24,0,0,0,0,5,8,4,6,6,25,0,0,0,0,0,3,5,0,0,9,0,0,0,0,0,4,6,0,0,9,4,7,7,14,15,5,0,3,0,48,0,0,0,0,0,0,0,0,0,0,7,3,0,10,14,16,7,7,0,47,112,56,35,67,60,24,20,0,0,375
SOSR831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,8,8,4,7,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,6,0,4,6,0,0,0,21,33,27,28,17,16,11,5,0,0,141,0,7,5,6,10,13,0,0,0,42,38,40,48,29,33,38,19,3,5,264,0,0,0,3,9,11,12,3,0,42,4,13,12,5,3,9,3,0,0,53,0,0,0,0,0,3,6,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,15,0,0,0,0,0,3,8,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,12,0,7,8,12,8,9,0,0,0,48,0,0,0,0,0,0,0,0,0,4,3,3,13,7,3,7,4,0,0,36,77,81,75,35,35,29,18,3,0,349
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,8,5,8,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,7,5,6,5,8,0,0,0,29,15,39,33,19,13,11,0,0,0,132,0,3,7,7,4,6,4,0,0,40,21,74,53,33,30,35,10,8,0,273,0,0,0,3,3,20,10,3,4,42,5,12,9,8,3,6,3,0,0,53,0,0,0,0,0,3,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,3,0,17,0,0,0,0,3,4,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,4,40,19,20,14,11,0,0,0,108,0,0,0,0,3,0,0,0,0,6,0,9,12,8,14,14,5,0,0,62,35,75,57,37,28,11,4,0,0,253
SOSR915,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,3,5,0,3,3,8,0,0,0,19,0,0,0,0,0,0,0,0,0,3,4,0,3,8,6,3,5,0,0,31,104,34,62,71,55,47,25,5,0,393,17,13,23,26,18,18,4,4,0,113,126,50,88,112,98,84,42,9,0,620,0,0,0,0,7,10,12,0,0,30,13,12,12,11,5,16,5,0,0,82,3,0,0,3,7,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,10,16,3,0,51,0,0,0,0,3,3,10,4,0,22,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,6,3,9,4,3,7,5,0,0,0,38,0,0,0,0,0,0,0,0,0,5,4,0,3,7,13,7,10,5,0,62,221,67,121,121,125,106,73,7,4,845
SOSR921,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,11,0,11,12,10,10,10,3,0,0,59,0,0,0,0,0,4,0,0,3,12,0,0,0,12,12,22,13,6,5,69,98,51,45,67,72,97,71,20,5,538,19,7,12,18,14,11,10,8,6,103,125,74,70,115,122,179,148,67,20,917,0,0,4,5,15,36,39,32,12,142,11,12,9,21,20,20,17,11,0,113,0,0,0,4,3,18,18,15,3,61,0,0,0,0,0,0,3,8,4,20,0,0,0,0,7,18,26,5,3,62,0,0,0,0,0,20,43,15,13,81,0,0,0,5,0,6,0,6,0,23,0,0,0,0,0,11,13,4,0,31,0,14,14,24,11,21,8,0,0,98,0,0,0,0,0,0,4,5,0,17,9,3,0,17,17,41,26,11,4,121,208,104,90,116,145,188,114,37,12,1009
SOSR922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,3,3,0,20,61,19,22,33,24,33,13,4,0,213,14,10,13,13,7,13,8,5,0,74,76,40,43,46,33,59,28,13,0,349,0,0,0,3,4,5,5,3,5,20,9,3,0,3,0,7,0,0,4,35,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,7,0,24,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,17,0,0,0,0,0,0,3,0,0,5,3,4,0,4,5,8,3,6,0,30,125,48,51,70,43,72,26,10,3,444
SOSR931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,9,0,0,0,0,10,0,3,0,0,24,0,0,0,0,0,3,0,0,0,3,0,0,0,0,12,9,4,3,6,26,36,23,27,25,27,33,19,12,0,204,12,8,11,4,15,10,7,8,0,72,47,37,40,33,70,60,47,39,4,371,0,0,0,0,10,12,17,12,7,61,9,0,5,0,13,3,8,9,0,37,0,0,0,0,7,0,7,4,6,20,0,0,0,0,0,0,9,4,0,9,0,0,0,0,15,11,23,8,0,51,0,0,0,0,11,4,19,8,5,44,0,0,0,0,0,3,6,0,0,7,0,0,0,0,0,0,3,5,0,9,0,5,4,7,19,3,4,0,0,35,0,0,0,0,4,3,4,0,0,16,0,3,0,5,14,12,11,5,6,51,83,43,49,48,64,57,52,24,3,416
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9
