SOSR_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
SOSR499,0,0,0,0,74,74,0,0,0,0,111,108,28,6,9,0,273,320,48,30,29,0,178,289,49,38,54,6,152,299,79,44,88,8,89,311,96,31,58,16,18,214,19,4,13,0,0,40,3,0,0,3,0,7,328,153,260,30,892,1668,0,0,0,0,112,112,4,3,0,3,88,95,39,11,12,0,243,305,50,28,26,0,137,245,42,30,28,10,73,178,91,27,45,6,27,197,80,8,31,11,13,141,6,0,6,8,0,26,5,0,0,3,0,10,311,110,152,39,702,1306,0,0,0,0,186,186,7,3,0,3,199,206,66,19,23,0,523,627,100,65,50,3,313,534,87,71,82,10,225,478,168,69,136,15,117,513,170,39,93,24,32,359,30,4,21,14,0,64,9,0,0,11,0,11,637,261,406,75,1594,2975
SOSR501,64,14,14,17,60538,60648,1271,75,43,34,63395,64814,41731,1940,2076,122,99090,144955,89219,5396,7760,210,44654,147237,83098,6453,13671,726,26329,130284,73533,5000,16257,1662,15180,111637,61154,3264,12711,3373,6205,86701,33266,1293,5037,4652,1950,46197,9016,265,939,4683,474,15377,392350,23695,58511,15481,317815,807849,67,21,14,17,57784,57892,2865,206,79,34,60354,63540,58155,3642,3515,194,85428,150941,94402,7238,11077,817,37152,150691,82272,7750,19460,2182,21745,133403,71518,5801,23390,5668,11667,118041,55769,3313,18693,12949,4894,95610,24535,1018,7742,18357,1691,53346,4718,170,1757,17294,624,24562,394307,29148,85730,57510,281336,848032,127,27,28,35,118323,118535,4136,280,123,62,123750,128352,99889,5578,5591,315,184521,295897,183626,12632,18836,1030,81804,297929,165369,14204,33131,2909,48075,263686,145055,10797,39651,7332,26847,229678,116925,6574,31400,16319,11103,182320,57797,2306,12780,23014,3638,99540,13732,437,2695,21975,1098,39936,786658,52845,144237,72993,599151,1655875
SOSR511,0,0,0,0,2315,2312,57,3,0,0,1894,1951,1337,88,60,3,3075,4567,2736,228,305,12,1598,4882,2839,277,572,22,1037,4750,2942,218,778,73,541,4551,2642,162,541,170,176,3690,1412,54,193,207,43,1901,353,8,28,172,19,584,14322,1035,2483,663,10691,29199,9,3,0,0,2321,2329,93,5,0,5,1791,1888,1797,163,124,13,2661,4762,2925,318,425,35,1343,5039,2902,338,793,97,916,5044,2900,244,1058,214,410,4828,2383,147,766,550,137,3978,1059,39,260,814,45,2221,172,5,50,693,19,942,14230,1260,3472,2431,9632,31028,8,3,4,0,4634,4649,150,8,0,0,3684,3838,3138,252,185,23,5728,9322,5667,545,730,48,2939,9920,5742,616,1364,124,1950,9801,5840,465,1839,285,950,9377,5024,306,1303,720,319,7670,2468,91,451,1022,87,4119,523,18,79,868,37,1523,28560,2296,5951,3089,20330,60227
SOSR512,5,0,0,4,3680,3694,98,12,0,3,3127,3238,2084,122,111,3,5105,7417,3935,326,399,18,2723,7407,4248,458,880,57,1974,7607,4460,408,1146,162,1322,7498,4080,261,985,299,481,6098,2335,105,363,407,144,3357,662,22,77,355,30,1143,21899,1702,3955,1312,18589,47455,7,0,0,0,3482,3487,167,23,4,4,2852,3044,2590,189,168,18,4301,7268,4193,462,634,58,2344,7697,4443,517,1255,170,1693,8081,4384,397,1584,406,960,7735,3789,230,1196,944,343,6500,1775,63,495,1371,107,3805,371,21,99,1267,28,1776,21718,1904,5437,4231,16114,49404,14,0,0,3,7161,7185,262,34,3,8,5978,6283,4675,306,274,19,9411,14681,8127,791,1036,77,5070,15102,8691,971,2135,221,3668,15690,8847,803,2731,571,2282,15229,7866,485,2182,1234,819,12592,4109,173,855,1775,254,7165,1027,37,179,1626,52,2918,43613,3604,9394,5541,34701,96858
SOSR513,5,0,0,0,2019,2021,48,5,0,0,1745,1796,1468,84,79,6,3744,5376,3079,209,325,15,2035,5664,2625,273,502,32,1312,4739,2136,202,614,68,696,3721,1128,139,285,84,190,1823,507,26,107,117,55,814,106,7,16,64,12,207,11101,944,1923,382,11800,26160,3,0,0,0,1804,1813,65,5,4,0,1612,1686,2058,144,135,7,3678,6031,3123,252,380,44,1829,5635,2347,267,566,63,1063,4315,1759,190,619,177,461,3205,934,95,336,286,126,1774,359,33,112,332,29,860,57,5,28,195,13,300,10713,989,2184,1103,10620,25619,8,0,0,0,3821,3837,112,11,4,0,3362,3483,3528,229,214,17,7425,11408,6208,460,701,56,3868,11301,4971,538,1073,97,2373,9050,3895,394,1237,245,1161,6923,2062,230,620,365,316,3599,870,58,222,448,79,1677,161,10,40,262,24,503,21822,1936,4109,1485,22424,51774
SOSR514,0,0,0,0,876,876,12,4,0,0,596,616,363,28,23,3,1172,1583,957,68,100,10,717,1850,1005,114,208,12,493,1829,977,84,307,32,275,1670,1094,66,281,80,137,1657,568,22,95,69,26,777,124,5,14,75,9,226,5094,389,1026,278,4304,11094,0,0,0,0,743,744,25,0,0,0,503,533,522,50,36,5,1022,1637,1115,132,173,11,689,2123,956,162,316,30,466,1933,1007,105,373,98,219,1797,997,65,306,197,75,1645,419,13,102,291,23,849,66,0,30,245,7,346,5112,531,1333,877,3751,11600,0,0,0,0,1622,1625,40,6,0,3,1103,1148,888,80,54,4,2191,3227,2073,206,274,16,1408,3973,1963,281,518,40,963,3760,1980,189,679,129,492,3470,2090,134,590,273,216,3298,980,36,197,362,47,1624,189,5,43,323,14,567,10203,924,2352,1157,8055,22690
SOSR515,5,0,0,0,2653,2657,81,6,0,0,2202,2289,1665,87,78,7,3916,5755,2972,269,275,19,2221,5755,3198,371,686,39,1705,5998,3374,307,1018,110,1123,5946,3062,234,922,246,476,4934,1670,83,348,295,150,2547,413,8,57,250,34,755,16434,1370,3391,967,14475,36634,10,0,0,3,2428,2441,132,13,0,0,2046,2191,2119,156,138,22,3733,6169,3255,350,410,56,2024,6095,3122,390,800,131,1388,5835,3334,352,1111,305,758,5868,2836,201,879,708,266,4901,1167,49,307,953,65,2538,208,4,84,749,23,1077,16191,1526,3730,2938,12719,37107,10,0,0,3,5083,5095,212,16,0,4,4249,4481,3785,246,215,32,7645,11923,6226,618,684,77,4241,11851,6319,767,1489,170,3091,11838,6710,665,2134,416,1886,11810,5896,435,1803,957,742,9832,2836,132,653,1249,214,5083,625,13,138,1001,51,1831,32627,2895,7126,3902,27197,73743
SOSR521,5,0,0,4,965,977,51,4,0,0,839,897,569,35,22,3,1444,2075,1065,102,125,12,844,2137,1201,155,279,26,855,2513,1480,176,493,59,653,2859,1430,108,479,129,279,2418,718,62,164,148,84,1177,178,3,24,102,17,320,6698,640,1598,474,5979,15377,11,0,0,0,940,953,66,6,3,4,766,847,758,57,35,9,1408,2271,1166,122,159,33,847,2332,1213,180,332,52,687,2473,1449,166,498,175,418,2706,1298,95,367,341,144,2245,533,28,157,412,41,1169,90,0,28,311,11,436,6581,667,1579,1333,5271,15431,14,0,0,4,1905,1926,117,13,3,5,1613,1740,1326,95,63,5,2852,4346,2229,225,281,44,1693,4477,2415,338,609,80,1540,4984,2929,343,987,234,1068,5562,2727,204,849,462,418,4668,1246,86,324,565,132,2347,271,5,50,411,24,754,13274,1308,3178,1804,11245,30808
SOSR522,19,0,0,0,611,632,66,0,3,0,487,557,335,29,14,3,895,1263,559,51,38,3,553,1202,633,81,131,4,494,1348,792,118,286,45,309,1543,838,76,280,79,158,1432,439,22,130,61,42,688,114,8,10,43,5,176,3779,385,887,240,3554,8847,22,0,0,0,556,577,71,5,3,0,529,612,418,33,24,9,820,1292,567,77,59,15,506,1218,630,84,163,29,349,1262,820,90,278,95,232,1517,715,42,198,183,84,1225,323,12,63,230,20,648,42,8,9,137,3,201,3611,339,802,695,3107,8560,37,0,0,0,1166,1206,129,10,8,0,1020,1168,749,56,35,6,1707,2556,1125,121,96,16,1061,2419,1264,171,293,38,845,2606,1610,208,562,138,544,3061,1556,118,481,265,248,2656,762,34,188,289,65,1336,151,11,22,181,9,375,7392,726,1689,936,6662,17404
SOSR531,17,4,8,3,4710,4741,166,10,3,9,4456,4644,2758,166,144,12,6981,10059,6256,468,642,19,4109,11495,8383,710,1383,70,3185,13733,9350,732,2077,242,2064,14468,7679,481,1692,438,764,11045,3232,156,499,449,173,4509,508,16,54,220,40,841,38339,2742,6506,1463,26487,75535,21,0,0,0,4166,4187,148,11,0,4,2916,3081,2712,136,138,16,4311,7309,6052,337,524,51,2349,9310,7875,471,1205,174,1958,11683,9003,433,1656,447,1118,12660,6452,208,1087,872,302,8919,2144,51,332,967,67,3563,213,7,51,521,22,805,34622,1662,4992,3050,17204,61530,35,7,8,6,8875,8927,312,28,7,7,7370,7726,5466,301,283,23,11291,17368,12303,803,1159,72,6464,20805,16252,1188,2589,247,5137,25420,18351,1171,3735,692,3179,27127,14129,687,2779,1312,1062,19970,5380,204,838,1414,246,8074,718,24,104,743,57,1649,72960,4405,11498,4516,43690,137066
SOSR579,0,0,0,0,7,7,0,0,0,0,25,25,25,0,0,0,69,99,75,13,9,0,64,157,61,3,11,0,24,103,35,5,9,0,3,55,9,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,205,30,37,3,189,455,0,0,0,0,3,3,0,0,0,0,11,11,4,0,0,0,7,14,0,0,5,0,7,11,3,0,0,0,0,9,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,33,61,0,0,0,0,6,6,0,0,0,0,31,31,32,0,0,0,83,116,75,13,11,0,72,170,66,8,17,0,27,109,33,5,16,0,7,62,14,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,217,25,44,3,227,516
SOSR599,0,0,0,0,114,118,4,3,0,0,294,295,71,28,30,4,686,822,190,91,66,0,579,926,131,128,117,12,460,842,212,88,155,12,204,667,198,30,119,35,61,444,49,7,32,17,16,118,0,4,9,0,7,14,861,371,524,83,2408,4247,0,0,0,0,145,147,13,0,0,0,248,256,104,24,25,0,531,692,143,55,56,8,347,613,113,34,97,15,216,468,231,34,118,18,74,477,164,17,81,23,22,316,19,0,3,16,0,38,0,0,3,9,4,16,791,175,385,93,1589,3030,0,0,0,0,259,261,10,3,0,0,539,562,180,60,56,4,1220,1512,336,141,119,16,924,1543,241,166,211,24,673,1313,442,126,271,30,277,1144,371,48,199,57,83,758,65,8,33,33,15,155,0,4,5,14,3,30,1648,548,909,175,3998,7285
SOSR603,3,4,0,0,5356,5357,159,7,8,4,6067,6254,5115,193,228,21,11588,17136,6559,402,642,21,4698,12326,6006,520,1341,78,3095,11047,6098,510,1804,222,2025,10655,6150,322,1494,435,966,9363,3598,146,634,649,252,5279,975,21,95,652,56,1795,34654,2120,6251,2086,34103,79218,4,0,3,7,5114,5121,367,12,6,0,5783,6173,6047,343,323,23,10160,16898,6678,613,1023,68,4613,12997,6181,696,1947,194,2949,11958,6319,638,2758,592,1741,12048,5758,346,2452,1634,763,10946,2762,114,1039,2497,280,6683,487,18,221,2251,104,3084,34598,2780,9769,7252,31501,85913,8,4,3,4,10468,10486,532,29,12,4,11848,12423,11162,535,552,42,21754,34039,13240,1010,1669,88,9312,25323,12185,1213,3288,269,6049,23007,12418,1149,4560,817,3766,22706,11898,667,3943,2064,1727,20305,6353,250,1677,3149,531,11961,1462,44,314,2900,159,4881,69256,4903,16023,9343,65608,165131
SOSR611,0,0,0,0,2333,2342,74,3,3,5,2695,2776,1853,90,72,3,4265,6280,2481,174,304,17,1768,4738,2532,232,598,22,1278,4658,2601,217,752,93,804,4467,2502,147,595,208,362,3806,1630,53,250,312,114,2358,421,15,54,276,33,794,14096,923,2628,927,13647,32220,3,0,0,0,2295,2302,154,8,6,5,2450,2625,2220,161,142,9,3523,6050,2536,291,464,38,1703,5027,2670,343,909,102,1187,5211,2645,283,1087,300,646,4964,2327,198,1018,705,310,4552,1237,50,413,1127,116,2943,236,6,88,1029,53,1412,14028,1333,4130,3316,12278,35084,8,0,0,0,4627,4638,228,12,5,5,5150,5399,4074,248,216,13,7781,12328,5013,464,764,51,3472,9767,5199,572,1506,125,2463,9868,5248,507,1839,388,1444,9428,4830,336,1616,911,664,8358,2868,102,664,1439,229,5299,656,19,143,1301,83,2208,28124,2261,6756,4240,25919,67303
SOSR612,0,0,0,0,1281,1283,45,3,0,0,1214,1266,791,52,44,0,1980,2870,1068,122,164,5,938,2305,1279,176,426,22,745,2642,1516,151,522,51,444,2690,1539,115,458,140,187,2439,1059,37,160,217,70,1540,262,0,27,171,10,472,7557,662,1798,607,6887,17512,0,0,0,0,1238,1241,86,8,0,0,1224,1318,936,107,76,5,1878,3007,1255,205,245,19,916,2639,1307,216,571,87,688,2866,1582,182,730,218,401,3119,1545,106,599,446,147,2846,762,29,194,714,39,1743,135,3,44,581,20,785,7598,870,2462,2072,6559,19567,0,4,0,0,2522,2524,132,14,0,0,2439,2582,1722,160,126,5,3864,5878,2325,324,406,26,1854,4941,2581,394,995,105,1432,5504,3100,336,1253,274,843,5814,3078,221,1063,590,334,5288,1818,71,351,931,112,3287,392,8,72,751,34,1254,15158,1528,4268,2678,13443,37076
SOSR613,0,0,0,0,358,358,10,0,0,0,298,309,171,8,9,0,423,606,296,36,43,0,233,606,361,42,90,9,193,691,549,40,152,18,123,872,596,30,114,37,68,847,383,9,53,91,14,542,115,0,5,62,6,188,2482,164,456,215,1709,5030,0,0,0,0,351,351,11,0,0,0,317,332,231,27,14,5,373,651,340,42,62,7,212,663,413,55,146,19,187,820,588,63,199,69,113,1027,580,37,161,154,44,973,280,15,76,279,19,672,54,5,20,201,8,278,2496,237,688,728,1624,5771,0,0,0,0,712,713,24,0,0,0,613,643,404,35,26,5,795,1259,630,75,110,8,439,1264,773,102,234,29,382,1514,1138,99,352,80,232,1898,1177,62,272,190,118,1817,665,23,130,370,32,1218,168,5,24,267,10,471,4980,395,1147,946,3337,10800
SOSR614,0,0,0,0,449,449,16,0,0,0,432,451,232,19,17,0,674,938,418,39,59,0,399,912,384,62,145,5,307,912,659,77,225,24,233,1214,701,27,181,51,101,1059,350,18,66,68,26,527,73,4,8,55,6,144,2821,254,707,207,2624,6611,0,0,0,0,432,437,20,0,0,0,384,406,285,34,21,0,683,1016,450,48,70,4,418,991,486,81,204,19,269,1061,673,82,245,68,151,1216,623,41,225,187,70,1142,271,15,71,313,11,683,39,0,10,173,4,222,2846,289,846,764,2429,7173,0,0,0,0,884,890,33,4,0,0,818,854,513,52,37,0,1351,1954,871,86,125,4,815,1907,870,149,346,29,583,1967,1332,154,477,93,386,2430,1316,65,405,235,174,2200,623,26,137,380,34,1205,111,5,19,222,5,366,5665,542,1552,968,5054,13783
SOSR615,0,0,0,0,1742,1746,54,4,0,0,1520,1575,1129,52,67,4,2441,3688,1737,135,191,0,1231,3288,1835,225,489,21,983,3552,2450,239,734,95,676,4196,2890,187,689,258,351,4374,1691,67,274,305,107,2452,420,13,34,251,43,764,12201,925,2491,941,9086,25639,0,0,0,0,1527,1527,94,7,0,3,1483,1591,1432,120,97,0,2272,3927,1835,221,333,29,1184,3599,2036,277,750,83,881,4031,2595,253,999,289,511,4646,2722,172,874,760,208,4744,1286,52,341,1191,89,2967,206,6,61,877,30,1180,12208,1116,3463,3234,8179,28202,0,0,0,0,3272,3270,147,12,5,3,3006,3169,2558,166,168,10,4708,7612,3568,359,524,29,2409,6894,3873,503,1237,113,1858,7584,5042,493,1737,381,1182,8836,5615,360,1568,1019,555,9113,2977,125,618,1496,202,5420,625,23,98,1127,70,1944,24406,2039,5951,4175,17265,53837
SOSR621,0,0,0,0,540,540,6,0,0,0,487,493,301,15,21,4,800,1136,583,51,60,7,482,1168,740,76,156,13,393,1370,1004,81,316,40,276,1718,1127,58,286,66,127,1663,575,30,124,118,33,878,107,0,14,76,11,201,4436,315,975,319,3140,9179,0,0,0,0,479,479,19,0,0,0,394,420,395,23,23,5,704,1150,654,58,90,8,403,1216,823,77,199,28,291,1430,1093,91,330,98,208,1818,992,57,270,230,79,1625,403,9,115,305,24,857,48,0,18,193,10,270,4427,330,1045,868,2594,9263,0,0,0,0,1022,1022,28,0,0,0,884,916,694,42,45,7,1501,2286,1236,104,148,11,879,2385,1561,158,349,40,686,2800,2093,170,648,134,491,3538,2119,119,561,292,198,3294,974,41,234,426,56,1735,151,4,33,273,14,478,8865,644,2021,1182,5732,18445
SOSR622,0,0,0,0,205,205,6,0,0,0,192,191,107,9,10,0,269,396,202,18,25,0,188,441,290,27,76,4,190,593,470,36,135,19,147,807,520,49,205,38,51,866,250,18,50,54,19,388,43,5,9,38,0,98,1883,163,508,155,1266,3979,4,0,0,0,211,214,10,0,0,0,148,160,134,11,11,0,248,418,225,16,45,0,172,458,340,37,90,18,118,602,522,36,171,41,85,857,447,17,147,108,45,757,170,3,50,119,8,357,24,0,6,91,0,134,1881,127,512,376,1038,3945,4,0,0,0,413,418,11,0,0,0,337,347,244,19,20,0,521,810,429,45,66,0,361,897,633,64,167,17,310,1192,987,73,301,61,236,1662,964,68,347,143,97,1622,418,20,100,176,26,744,69,3,21,131,6,232,3769,291,1023,539,2305,7925
SOSR631,5,0,0,0,3198,3202,55,0,0,3,2353,2414,1448,85,76,3,3565,5182,3235,211,338,13,2199,6007,4446,364,875,60,2000,7739,5887,430,1617,176,1523,9634,5406,356,1341,379,652,8133,2246,90,395,372,146,3249,341,9,43,173,30,600,23066,1549,4695,1179,15673,46159,5,0,0,0,2811,2821,103,11,10,0,2031,2146,1869,105,121,12,2980,5084,3774,233,415,38,1910,6364,4900,328,933,146,1511,7815,6106,325,1444,405,954,9227,4588,173,914,709,312,6690,1437,22,253,718,66,2497,135,4,48,367,7,571,22914,1192,4134,2397,12585,43220,11,0,0,0,6005,6019,156,10,12,0,4385,4564,3318,186,201,16,6549,10269,7004,444,751,51,4111,12366,9345,687,1806,204,3510,15552,11995,753,3060,580,2477,18867,9996,523,2253,1086,962,14821,3679,116,652,1095,211,5751,479,16,88,541,38,1169,45972,2742,8830,3575,28257,89376
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,14,19
SOSR699,0,0,0,0,43,43,3,0,0,0,61,71,10,8,4,0,116,135,13,8,9,4,62,99,17,16,26,0,74,130,25,21,26,0,24,104,24,13,27,0,22,90,4,3,0,6,7,18,0,0,0,0,0,0,99,69,103,11,405,689,0,0,0,0,48,48,0,0,0,0,50,53,13,5,0,0,76,92,21,13,9,0,57,97,21,15,13,0,36,78,29,12,35,0,19,98,16,7,26,15,10,72,0,3,3,6,0,13,0,0,0,0,0,4,99,53,89,27,291,561,0,0,0,0,95,95,5,0,0,0,118,119,26,6,7,0,187,228,35,27,19,6,116,198,29,30,37,0,104,203,61,29,62,5,44,199,43,20,53,16,29,163,4,3,6,10,7,31,0,0,0,0,0,3,206,125,191,35,696,1248
SOSR703,23,0,0,0,3310,3340,222,7,4,0,4215,4451,3798,137,172,4,7644,11752,5587,330,499,16,3192,9620,4379,396,867,57,2120,7817,3384,348,975,104,1294,6100,2264,234,796,173,528,3989,949,64,199,165,143,1528,157,12,29,106,30,336,20764,1529,3538,627,22471,48931,11,0,0,0,3198,3204,335,17,7,7,3413,3779,4743,262,272,16,6943,12239,5566,484,720,69,3164,9996,4068,431,1046,164,1883,7592,3052,342,1139,409,998,5936,1757,196,821,683,347,3797,537,39,275,643,72,1566,57,6,54,290,16,414,20124,1775,4327,2269,20029,48524,33,0,0,0,6507,6547,557,30,13,5,7622,8228,8544,394,447,19,14589,23991,11153,813,1218,80,6352,19618,8443,821,1909,222,4004,15409,6437,691,2113,511,2290,12042,4019,427,1612,854,873,7784,1488,113,474,810,215,3088,216,15,83,393,46,749,40885,3303,7868,2898,42499,97454
SOSR712,5,0,0,0,733,739,26,0,3,0,569,606,666,30,34,3,1456,2184,1011,56,80,4,762,1906,755,88,160,14,445,1466,788,83,188,22,298,1382,430,50,148,34,122,780,145,16,35,34,28,252,28,3,3,13,6,48,3843,331,639,122,4417,9362,4,0,0,0,685,689,56,4,0,0,573,638,850,53,41,0,1626,2576,979,99,111,10,800,2002,774,90,211,30,563,1665,701,66,253,86,358,1461,316,48,164,147,139,802,99,13,55,107,40,317,22,5,10,77,14,124,3789,373,851,457,4799,10276,11,0,0,0,1419,1428,80,3,5,3,1141,1235,1517,80,76,10,3081,4759,1984,152,191,18,1561,3916,1525,183,369,50,1012,3131,1488,151,445,106,653,2837,739,95,305,179,257,1581,240,32,92,141,69,570,45,4,15,85,22,169,7635,704,1494,588,9218,19635
SOSR714,0,0,0,0,170,172,13,5,0,0,205,219,142,3,9,0,414,573,212,16,24,0,170,420,126,20,36,3,133,317,153,14,43,7,88,298,85,20,41,7,42,197,29,3,16,13,10,77,5,0,0,3,0,16,765,85,170,36,1230,2280,0,0,0,0,142,147,28,7,0,0,179,208,211,15,15,9,393,637,196,29,22,5,194,440,127,29,53,7,141,365,122,26,64,36,73,316,57,11,26,39,20,150,19,0,10,20,7,50,3,0,0,10,5,17,756,108,193,120,1148,2327,3,0,0,0,312,320,40,6,0,0,380,424,349,18,29,9,806,1208,410,41,41,4,366,857,249,44,90,13,273,675,277,42,104,44,154,612,146,32,62,46,64,347,52,9,27,26,14,129,10,0,0,18,3,30,1525,189,356,158,2382,4610
SOSR715,63,5,3,0,770,836,198,8,0,3,482,688,638,26,17,10,809,1498,707,46,45,11,516,1331,543,53,74,24,324,1013,371,56,99,45,175,739,178,23,46,30,45,327,42,0,14,15,9,77,5,0,3,4,0,10,2739,215,301,139,3134,6525,82,3,0,0,632,724,260,13,0,4,425,705,704,42,23,34,884,1687,709,64,56,43,524,1399,507,56,91,80,346,1072,321,48,73,119,164,728,109,16,36,81,44,282,15,6,7,45,7,77,0,0,0,13,0,16,2704,244,290,409,3039,6681,148,6,0,0,1403,1560,455,18,3,9,903,1388,1341,74,44,42,1693,3181,1418,110,108,55,1042,2730,1049,110,159,95,678,2090,688,105,176,164,337,1467,288,38,81,115,91,606,52,5,15,55,21,147,8,0,4,11,4,29,5441,460,587,544,6165,13205
SOSR721,39,4,0,0,465,506,149,10,3,0,357,527,469,20,27,4,557,1074,466,24,33,3,336,855,404,41,74,18,201,735,318,31,49,22,124,538,140,17,29,26,41,247,26,5,7,16,9,67,3,0,0,0,4,11,2016,146,221,94,2095,4560,65,0,0,0,442,511,166,10,5,4,364,546,551,37,23,20,545,1177,487,44,35,22,332,919,390,48,55,51,231,775,242,33,78,93,154,592,95,17,26,64,41,253,9,4,5,28,10,57,0,0,0,11,3,16,2014,190,231,299,2118,4858,107,3,0,0,909,1023,320,19,8,4,726,1071,1018,63,46,30,1099,2255,951,66,71,23,667,1775,799,88,124,70,430,1515,557,58,131,110,273,1137,240,35,56,92,83,505,38,4,13,46,19,120,3,0,0,13,8,26,4033,332,454,392,4207,9427
