SOSR_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
SOSR513,0,0,0,0,0,4,4,0,0,7,0,0,0,19,0,0,4,0,0,26,0,3,0,13,6,0,0,3,0,22,0,0,4,14,0,0,0,0,0,21,0,0,9,18,6,8,11,10,6,65,8,81,112,493,234,203,96,19,7,1249,0,0,0,5,5,9,3,0,0,16,0,3,0,14,3,0,0,0,0,24,0,0,0,7,6,0,0,0,0,13,3,50,76,326,116,79,28,4,0,682,0,0,0,10,12,0,5,0,0,27,0,0,0,4,0,0,0,0,0,8,0,13,11,75,36,39,28,15,4,228,0,0,4,22,12,9,11,0,0,60,5,38,52,193,115,57,27,5,3,506,0,7,0,41,8,4,0,0,0,58,0,0,0,44,0,0,0,0,0,46,5,23,14,155,64,23,9,0,0,284,0,0,0,0,0,0,0,0,0,5,0,3,3,59,10,12,6,0,0,103
SOSR514,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,9,0,0,0,6,0,0,0,0,0,3,0,0,4,8,6,3,12,9,3,39,10,21,33,115,54,72,38,9,3,355,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,6,0,18,8,65,24,15,11,0,0,147,0,0,0,4,0,0,0,0,10,18,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,18,12,11,3,70,0,0,0,10,0,8,3,0,0,23,4,5,7,37,25,12,19,10,6,131,0,3,0,5,0,0,0,0,5,14,0,0,0,32,0,0,0,0,0,31,3,0,0,18,11,8,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,5,4,3,0,51
SOSR515,0,0,0,0,0,4,0,0,0,10,0,0,4,9,0,8,0,0,0,18,0,0,3,30,20,11,9,0,6,77,0,3,0,10,0,0,0,0,0,9,0,0,4,19,19,14,51,35,8,158,23,63,117,443,264,271,178,46,12,1415,0,0,0,0,0,5,4,3,0,16,0,7,3,6,0,0,0,0,0,24,0,0,4,7,11,0,6,0,0,23,8,82,74,309,123,76,26,13,0,712,0,0,0,12,7,4,6,0,3,37,0,0,0,0,0,0,0,0,0,6,0,0,9,44,39,66,77,45,15,297,0,3,3,16,7,15,9,4,0,63,3,24,30,125,78,52,30,8,5,368,0,0,3,20,0,3,0,0,0,34,5,0,0,86,3,4,0,0,0,88,0,23,25,93,61,32,9,0,0,247,0,0,0,0,0,0,0,0,0,6,3,10,8,50,30,31,26,9,0,153
SOSR521,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,7,4,9,22,11,4,59,4,10,33,138,110,123,68,14,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,11,3,26,26,135,48,35,14,0,0,287,0,0,0,5,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,27,28,17,7,103,0,0,0,0,5,5,0,0,0,13,0,11,15,64,34,26,7,3,0,166,0,0,0,3,0,0,0,0,0,12,0,0,0,43,0,0,0,0,0,43,0,5,4,32,16,7,3,0,0,75,0,0,0,0,0,0,0,0,0,0,0,5,3,12,10,14,14,0,0,45
SOSR522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,8,12,7,16,6,0,41,0,5,20,64,40,67,51,9,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,11,6,29,11,15,9,0,0,73,0,0,0,3,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,15,11,0,46,0,0,0,0,0,0,4,0,0,6,0,3,10,18,10,6,8,5,0,54,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,7,0,3,4,8,4,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,5,0,0,0,23
SOSR531,0,0,0,0,0,4,6,0,0,16,0,0,4,13,4,8,3,0,0,30,0,0,0,5,5,15,10,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,6,49,33,45,102,50,12,310,6,58,80,463,397,498,222,53,12,1780,0,0,0,0,0,0,0,3,0,8,0,4,0,9,0,5,0,0,0,22,0,0,5,8,19,10,7,0,0,51,3,36,28,162,81,71,20,9,0,406,0,0,0,18,15,6,22,11,0,69,0,0,0,0,0,0,0,0,0,3,0,7,14,86,97,166,110,46,3,536,0,0,3,33,29,36,19,8,0,121,3,40,74,222,235,140,75,29,9,834,0,0,0,11,3,3,0,5,0,25,0,0,0,61,0,8,0,0,0,69,5,10,11,83,65,27,13,0,0,221,0,0,0,3,0,0,0,0,0,7,4,20,16,71,43,59,55,17,4,276
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR599,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,7,10,42,19,22,12,3,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,21,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,15,3,0,0,4,0,0,0,0,0,7,0,0,5,7,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,5,0,0,21
SOSR603,0,0,0,0,0,5,3,0,0,11,0,0,5,8,0,0,0,0,0,22,0,0,8,34,8,9,3,0,0,72,3,64,246,1515,4,9,4,0,0,1847,0,4,5,31,25,28,104,83,42,311,7,38,48,216,159,153,126,60,18,819,0,0,0,0,0,0,3,0,0,3,16,14,19,180,11,3,0,0,0,244,0,0,7,17,38,15,7,3,0,79,0,40,52,313,108,91,68,10,3,691,0,0,0,35,19,24,45,39,28,195,0,0,0,0,3,0,0,0,0,4,0,12,15,43,43,71,85,85,37,390,0,7,23,78,26,9,16,10,0,178,5,27,31,147,77,63,72,17,16,465,7,15,35,263,16,15,15,4,0,367,0,4,5,182,4,0,0,0,0,203,4,22,32,140,60,20,10,0,0,294,0,0,0,3,0,7,5,0,0,21,7,31,47,151,63,63,63,27,0,459
SOSR611,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,10,27,50,17,0,0,0,0,106,4,46,126,480,13,4,0,0,0,676,0,0,0,12,8,7,51,68,17,165,0,16,16,70,67,64,37,24,4,297,0,0,0,5,0,0,0,0,0,4,4,11,16,57,5,0,0,0,0,96,0,0,0,6,21,3,5,0,0,36,0,6,20,148,68,54,31,11,0,338,0,0,0,9,5,17,10,4,11,50,0,0,0,3,0,0,0,0,0,3,0,5,4,7,17,34,47,36,9,163,0,6,6,17,5,3,7,0,3,45,0,4,18,38,27,9,16,7,0,134,3,7,11,72,11,4,3,0,0,117,0,3,0,44,0,0,0,0,0,56,6,3,13,41,18,8,0,0,0,92,0,0,0,0,0,0,0,0,0,3,0,5,5,42,26,10,22,6,4,124
SOSR612,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,13,95,0,0,0,0,0,117,0,0,0,4,0,8,33,17,10,67,0,4,8,37,31,32,29,14,7,165,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,12,0,0,0,0,5,3,0,0,0,12,0,9,15,71,28,34,33,7,0,184,0,0,0,0,3,8,3,3,5,17,0,0,0,3,0,0,0,0,0,5,0,0,3,8,6,21,22,26,9,86,0,3,0,0,3,0,0,0,0,11,0,0,0,15,5,16,6,0,0,56,0,10,4,35,11,0,0,3,0,67,0,0,5,67,0,0,0,0,0,73,0,5,0,18,12,13,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,8,14,5,10,10,4,0,54
SOSR613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,10,0,0,0,0,0,4,20,24,5,60,0,0,6,13,8,6,12,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,18,5,6,12,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,10,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,7,0,0,0,4,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10
SOSR614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,9,5,10,4,30,0,4,0,16,15,28,23,7,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,19,7,5,7,4,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,8,12,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,4,3,0,28,0,0,0,7,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,4,0,0,21
SOSR615,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,19,89,0,0,0,0,0,106,0,0,0,7,7,7,58,48,20,156,0,9,11,89,65,90,75,40,4,393,0,0,0,0,0,0,0,0,0,0,5,3,0,18,5,0,0,0,0,26,0,0,0,0,10,0,4,0,0,16,0,14,4,73,30,28,22,9,0,189,0,0,0,4,3,5,4,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,15,13,32,41,42,17,160,0,5,0,5,5,3,6,0,0,21,0,10,10,38,25,9,13,6,3,117,0,0,0,17,0,0,0,0,0,21,0,0,4,17,0,0,0,0,0,22,0,3,0,17,23,10,4,0,0,62,0,0,0,0,3,0,0,0,0,3,0,0,4,33,15,11,23,9,0,92
SOSR621,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,36,0,0,0,4,4,8,27,18,0,64,0,0,4,18,28,36,35,6,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,6,0,26,10,11,7,7,0,62,0,0,0,0,6,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,20,8,0,50,0,4,7,0,0,3,0,0,0,12,0,4,0,14,11,12,7,5,0,57,0,0,0,5,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,7,0,0,0,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,7,4,19,7,3,9,0,0,47
SOSR622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,3,0,0,0,0,5,0,7,6,3,20,0,0,0,8,10,18,19,6,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,11,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,6,0,28,0,0,0,0,0,4,3,0,0,5,0,0,0,0,4,4,3,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,0,4,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,4,9,0,0,23
SOSR631,0,0,0,0,0,0,6,5,0,9,0,0,0,0,3,0,5,0,0,8,0,0,0,0,0,0,0,0,0,6,0,6,9,54,0,0,0,0,0,65,0,3,6,17,28,40,60,34,4,192,9,21,30,143,163,202,135,38,6,742,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,25,0,0,0,0,22,12,3,0,0,38,0,14,12,91,42,30,21,6,0,211,0,0,0,16,6,7,17,3,0,43,0,0,0,0,0,0,0,0,0,6,0,7,4,13,24,51,52,23,4,178,0,0,0,13,18,9,11,0,0,55,0,4,8,64,41,49,29,10,0,210,0,0,0,15,4,5,0,0,4,32,0,0,0,35,0,5,0,0,0,35,0,0,0,37,24,11,8,0,0,89,0,0,0,0,6,0,0,0,0,3,0,11,17,62,36,57,48,16,0,250
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR703,0,0,0,0,4,0,0,0,0,8,0,0,3,16,0,0,0,0,0,28,0,0,8,46,17,14,4,4,0,85,0,35,177,919,16,14,5,0,0,1171,0,3,0,37,5,14,26,21,5,109,7,41,62,346,208,204,112,32,6,1003,0,0,0,0,0,0,0,0,0,3,15,30,22,118,18,7,0,0,0,206,0,12,20,53,70,40,21,0,0,223,13,213,368,1328,509,324,207,58,14,3025,0,0,3,29,9,6,6,3,0,49,0,0,4,5,4,0,4,0,0,18,0,3,10,44,37,42,22,24,9,188,0,5,13,45,29,31,26,17,0,172,4,27,32,116,55,26,9,6,0,279,6,47,42,295,46,31,21,15,7,514,4,12,4,238,9,3,0,0,0,280,5,35,66,251,123,76,40,17,0,604,0,0,0,10,0,0,0,0,0,18,3,19,14,88,23,19,17,4,0,191
SOSR712,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,4,0,0,0,8,0,0,0,4,0,6,0,0,0,8,0,9,11,72,4,3,0,0,0,97,0,0,0,8,3,5,4,0,4,24,4,44,42,150,62,73,35,9,4,421,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,23,0,0,5,14,11,10,3,0,0,38,3,19,19,175,58,36,24,0,3,330,0,0,0,5,0,0,0,0,0,7,0,0,0,8,0,0,7,0,0,15,0,0,0,9,13,15,9,9,0,48,0,0,0,3,0,0,0,0,0,9,0,9,17,30,14,11,3,4,0,89,0,4,3,33,9,3,0,0,0,50,0,0,0,28,3,3,0,0,0,39,0,0,4,27,18,7,0,0,0,52,0,0,0,0,0,0,0,0,0,0,15,50,24,117,39,37,10,3,0,302
SOSR714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,58,0,0,0,0,0,64,0,0,0,0,4,0,0,0,0,7,0,0,4,13,12,8,5,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,9,0,6,9,49,22,26,10,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,14,0,0,0,17,0,0,0,0,0,18,0,0,0,9,0,0,0,0,0,9,0,0,0,5,4,6,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9
SOSR715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,17,0,0,0,5,0,0,0,0,0,3,0,7,4,33,17,18,6,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,0,0,0,16,5,13,3,41,18,10,3,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,22,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,6,6,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,5
SOSR721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,4,0,0,4,0,0,3,0,4,0,30,12,17,7,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,5,4,4,0,0,0,13,0,3,0,30,4,4,0,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,11,0,0,0,4,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,3,0,0,3,4,12,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SOSR722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,15,9,9,17,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,6,0,0,0,8,12,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,6
SOSR731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,8,0,0,0,5,0,0,0,0,0,5,0,0,0,3,9,5,12,4,0,26,0,8,12,58,63,63,24,9,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,3,17,8,9,0,0,49,0,7,11,36,37,29,22,6,0,150,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,6,4,0,27,0,0,0,0,0,3,0,0,0,5,0,0,5,9,9,3,4,0,0,43,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,9,0,10,6,35,22,24,11,5,0,109,0,0,0,0,0,0,0,0,0,0,0,5,4,14,0,7,15,0,4,47
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,8,0,0,0,12,9,12,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
