SOSR_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
SOSR599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR603,910,208,16,4,1145,24,6,27,1171,60,0,1236,2567,661,43,20,3278,19,12,28,3310,63,5,3379,698,133,87,4,925,4,0,7,933,15,0,949,31,11,0,20,64,0,4,4,63,4,3,72,4204,1008,147,49,5411,45,22,70,5482,146,9,5640,52,16,0,0,70,18,0,18,83,6,0,84,82,23,5,8,116,3,3,9,122,6,0,127,134,38,7,8,185,19,8,22,204,10,0,219,4339,1049,152,53,5599,62,28,92,5687,156,9,5855,1126,343,51,36,1559,67,23,92,1648,223,8,1885,7,0,0,10,15,0,0,0,15,0,9,28,5478,1393,199,106,7171,133,52,183,7352,380,29,7767,1583,296,30,3,1916,20,14,32,1947,95,0,2047,2784,615,53,13,3466,35,14,45,3516,87,0,3604,156,26,28,0,212,5,0,0,219,12,0,232,19,10,0,25,55,0,0,0,55,3,4,62,4546,947,114,47,5653,55,28,84
SOSR611,331,66,0,3,401,6,9,6,413,21,0,440,948,181,17,8,1149,9,0,11,1159,38,0,1196,269,38,30,0,341,4,4,8,351,10,0,358,8,3,0,6,17,0,0,0,17,0,0,21,1558,289,48,13,1908,20,7,30,1942,71,5,2015,18,6,0,0,29,3,0,3,28,0,0,34,24,9,0,0,34,0,0,7,40,3,0,44,38,19,0,0,60,9,0,11,73,7,0,76,1600,306,48,13,1970,29,12,39,2010,76,5,2090,583,191,17,17,811,36,9,40,862,140,3,1000,0,0,0,0,3,0,0,0,3,0,0,3,2189,502,62,30,2792,61,22,84,2870,216,5,3097,536,113,12,0,660,14,8,17,681,43,5,729,1160,197,18,14,1383,16,3,12,1399,41,5,1443,62,11,13,0,87,0,0,0,86,0,0,91,6,0,0,4,9,0,0,0,9,0,5,19,1769,319,43,18,2148,26,8,36
SOSR612,153,27,0,0,179,7,0,9,191,21,0,209,503,66,16,5,585,4,3,9,594,17,4,612,113,11,18,0,157,0,0,0,157,5,0,160,3,0,0,4,9,0,0,0,8,0,0,12,775,106,37,12,929,12,9,15,945,48,3,996,9,0,0,0,13,6,0,6,14,0,0,14,20,6,0,0,20,3,0,4,27,0,0,26,25,0,0,0,30,5,0,11,36,0,0,41,802,109,39,8,958,22,12,26,983,48,3,1036,310,73,8,13,403,11,7,24,423,99,4,521,4,0,0,0,5,0,0,0,6,0,5,11,1109,180,47,22,1362,34,20,49,1409,141,10,1567,248,46,13,4,311,6,3,12,325,23,0,346,536,89,16,0,637,0,5,5,642,24,0,674,33,8,4,0,36,0,0,0,36,4,0,44,3,0,0,3,9,0,0,0,9,0,0,7,819,136,31,8,999,6,13,18
SOSR613,26,15,5,0,39,0,0,0,39,0,0,42,137,22,0,3,162,0,0,0,165,3,0,169,38,5,0,0,48,0,0,0,48,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,201,44,11,3,250,0,0,0,257,9,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,44,11,3,252,4,0,4,256,9,0,265,73,15,0,0,87,8,3,10,100,15,0,115,0,0,0,0,0,0,0,0,0,0,5,5,269,56,10,3,344,12,3,16,353,25,5,383,65,17,5,0,89,0,0,0,91,5,0,97,182,16,0,0,206,4,0,7,210,8,0,216,7,4,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,4,0,0,4,262,33,8,0,309,4,3,9
SOSR614,76,7,5,3,84,0,0,0,89,5,0,94,210,27,7,0,242,5,0,5,247,3,0,252,45,0,13,0,66,0,0,0,66,3,0,63,3,0,0,0,8,0,0,0,8,0,0,8,332,39,19,3,397,5,0,0,400,22,0,421,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,3,0,0,0,3,0,0,3,338,41,19,3,407,5,0,0,406,22,0,422,131,29,0,0,162,3,0,7,166,20,0,181,0,0,0,0,0,0,0,0,0,0,0,0,467,67,27,6,563,3,0,9,572,34,0,607,85,14,3,0,103,0,0,0,104,14,0,117,237,55,7,3,293,3,0,3,295,12,0,306,27,5,3,0,32,0,0,0,32,0,0,32,3,0,0,10,11,0,0,0,11,0,0,11,350,72,13,11,433,3,0,3
SOSR615,222,41,3,0,269,6,6,10,280,14,0,290,866,116,30,11,1014,5,3,8,1021,29,0,1045,234,17,34,0,292,3,0,3,296,4,0,299,22,0,0,15,43,0,0,0,40,0,4,47,1346,180,72,23,1617,14,9,21,1642,43,3,1684,8,0,0,0,7,5,0,5,14,0,0,13,26,6,0,0,35,0,0,0,39,7,0,43,34,11,0,0,45,4,0,4,51,5,0,53,1381,186,68,23,1664,15,13,24,1690,46,3,1741,494,106,29,6,639,33,4,38,679,94,0,775,4,0,0,0,4,0,0,0,4,0,4,12,1876,295,103,36,2307,44,17,63,2368,139,12,2522,410,77,7,3,493,4,0,8,501,28,3,535,987,131,10,15,1142,13,6,19,1161,38,0,1200,65,11,14,0,89,4,0,6,92,0,0,96,10,5,0,11,22,0,0,0,22,0,0,21,1471,219,32,24,1744,23,6,38
SOSR621,72,5,3,3,84,0,0,0,84,4,0,92,262,49,8,0,323,4,0,4,331,9,0,340,62,20,17,0,101,0,0,0,101,8,0,105,0,0,0,0,0,0,0,0,0,0,0,0,400,76,32,8,509,4,0,4,513,17,0,534,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,8,0,0,0,8,4,0,13,6,3,0,0,8,0,0,0,8,5,0,16,410,76,32,8,524,4,0,4,523,22,0,550,148,34,5,0,194,5,5,8,197,24,0,226,0,0,0,0,0,0,0,0,0,0,0,0,560,112,35,8,710,10,5,5,721,50,0,774,152,24,5,0,182,0,0,6,179,19,0,197,309,61,13,3,386,3,0,4,391,12,0,400,11,4,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,473,88,22,10,591,3,0,9
SOSR622,33,3,0,0,38,0,0,0,38,4,0,45,70,12,0,0,91,0,0,0,91,0,0,94,21,5,0,3,32,0,0,0,32,0,0,32,4,0,0,4,12,0,0,0,12,0,0,12,126,27,11,12,171,0,0,0,167,8,0,178,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,4,0,0,5,3,0,0,0,9,0,0,0,4,0,0,5,134,27,13,12,178,0,0,0,179,11,0,188,52,9,0,4,66,0,0,3,64,15,0,84,0,0,0,0,0,0,0,0,0,0,0,0,187,33,13,13,236,4,3,7,246,22,0,275,59,11,0,0,70,0,0,0,70,6,0,80,94,19,3,0,116,0,0,0,119,5,0,122,6,0,0,0,10,0,0,0,10,0,0,10,0,0,0,6,5,0,0,0,5,0,0,5,158,38,5,6,205,0,0,0
SOSR631,424,74,8,0,509,3,0,3,517,32,0,550,1457,248,29,12,1754,8,0,15,1762,47,7,1812,317,37,35,6,399,6,0,6,405,21,0,426,22,0,0,16,40,0,0,0,40,0,0,39,2224,364,72,31,2693,18,6,19,2717,103,8,2828,8,3,0,0,10,0,0,0,9,0,0,9,25,8,0,0,36,0,6,6,38,0,0,40,31,12,0,0,46,0,4,4,45,3,0,48,2261,375,70,35,2739,18,10,26,2764,106,8,2879,735,131,27,34,929,24,9,31,960,129,0,1089,0,0,0,0,3,0,0,0,3,0,7,11,2991,507,101,73,3675,38,15,55,3728,232,21,3979,933,147,19,3,1101,10,12,19,1121,67,0,1189,1700,330,32,26,2091,13,0,16,2110,97,6,2206,103,15,12,0,135,0,0,0,134,5,0,141,22,0,0,37,55,0,0,0,63,4,0,64,2758,495,74,65,3391,25,12,36
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR703,1576,200,37,14,1829,16,3,23,1852,64,0,1922,1351,253,37,6,1644,7,0,7,1652,45,0,1692,558,76,73,8,718,14,0,14,729,22,0,747,27,3,0,29,61,0,0,0,61,4,8,63,3508,525,154,54,4248,33,3,41,4287,137,10,4429,40,7,0,3,50,13,0,13,60,3,0,63,72,10,0,0,79,3,0,4,83,4,0,92,107,16,0,3,131,16,0,16,149,10,0,154,3614,546,155,62,4379,50,6,54,4435,136,10,4583,1156,177,64,38,1427,32,5,37,1465,145,8,1612,12,0,0,8,19,0,0,0,23,0,19,38,4786,724,220,99,5827,79,15,94,5915,284,34,6231,2125,227,32,6,2397,39,0,39,2438,82,4,2518,1274,221,33,13,1534,20,8,25,1559,54,0,1614,110,40,19,3,173,0,0,0,172,6,0,182,15,0,0,26,47,0,0,0,47,3,0,52,3524,488,86,52,4147,61,9,66
SOSR712,320,50,4,0,372,8,5,6,374,15,3,397,281,54,8,6,345,0,0,4,348,7,5,355,105,13,20,0,136,0,0,0,136,4,0,140,0,0,0,6,8,4,0,4,12,0,0,15,704,116,32,8,863,7,0,11,877,24,6,907,8,0,0,0,8,0,0,0,8,3,0,14,7,0,0,0,7,5,0,0,4,0,0,4,12,0,0,0,15,5,0,0,17,3,0,18,714,120,32,8,879,11,6,13,896,23,6,926,233,36,8,11,285,11,4,16,300,73,0,373,0,0,0,0,0,0,0,0,3,0,0,0,949,156,41,19,1168,21,6,27,1193,98,9,1301,408,48,3,0,461,5,0,5,465,12,0,486,273,49,3,4,329,0,0,5,336,14,4,349,28,0,4,0,33,0,0,0,33,0,0,33,0,0,0,6,7,0,0,0,5,0,5,13,713,101,19,9,834,3,4,10
SOSR714,65,11,6,4,92,0,0,0,90,3,0,97,41,9,0,0,48,3,0,3,52,0,0,52,30,0,4,0,40,0,0,0,40,0,0,41,0,0,0,9,6,0,0,0,6,0,0,9,144,25,7,11,183,3,0,0,189,5,0,196,3,0,0,0,3,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,0,0,7,147,25,7,11,190,10,0,9,196,5,0,203,38,5,3,0,44,5,0,5,54,23,4,73,6,0,0,0,6,0,0,0,6,0,9,16,185,32,15,11,238,10,0,15,250,24,16,294,105,6,4,0,111,0,0,0,118,9,0,126,41,8,0,0,48,5,0,5,46,6,0,53,5,8,0,0,14,0,0,0,14,0,0,16,3,0,0,4,12,0,0,0,12,3,0,15,154,17,5,8,182,5,0,5
SOSR715,115,7,8,0,134,4,0,4,136,11,0,147,70,17,0,5,87,0,0,0,90,16,0,109,22,0,6,0,37,0,0,0,35,0,0,37,3,0,0,5,10,0,0,0,10,9,0,17,209,29,18,13,263,8,0,8,269,42,0,311,0,0,0,0,7,29,0,37,38,5,0,43,5,0,0,0,4,9,8,14,17,4,0,25,7,3,0,0,11,36,13,49,59,3,5,67,219,35,18,13,278,41,13,52,331,46,5,376,85,40,5,5,135,26,17,42,173,336,9,519,0,0,0,0,0,0,0,0,0,0,14,15,302,74,22,18,415,61,27,94,508,386,24,914,149,24,10,0,184,12,0,12,196,15,0,210,99,23,0,5,126,10,4,9,142,21,0,162,12,0,8,0,13,0,0,0,18,0,0,20,5,0,0,4,10,0,0,0,10,4,0,17,264,57,10,11,335,21,4,27
SOSR721,73,9,3,0,84,0,0,4,88,11,0,103,58,23,0,0,76,0,0,0,80,12,0,90,10,0,9,3,21,0,0,0,21,0,0,21,4,0,0,7,6,0,0,0,6,3,0,11,145,30,13,8,194,5,3,4,200,26,0,229,0,0,0,0,0,5,0,5,9,0,0,7,0,3,0,0,3,0,9,9,11,0,0,7,0,3,0,0,4,5,9,14,15,0,0,17,151,30,13,8,197,12,8,14,219,28,0,246,86,31,3,0,119,28,3,32,150,292,4,443,0,0,0,0,0,0,0,0,3,0,8,9,231,60,18,11,322,41,9,51,372,318,13,700,106,10,0,0,123,0,0,0,121,15,0,136,74,35,0,4,113,5,0,3,111,18,0,130,0,3,3,0,5,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,4,182,43,5,4,235,5,3,5
SOSR722,27,8,0,0,39,0,6,3,41,10,0,52,42,18,0,0,62,5,0,6,68,27,0,91,0,0,0,0,4,0,0,0,4,3,0,6,0,0,0,0,4,0,0,0,4,0,0,5,72,22,0,5,104,6,3,9,118,32,0,152,0,3,0,0,8,11,0,11,23,8,0,27,4,0,0,0,4,3,7,8,19,0,0,22,6,4,0,0,14,16,7,27,40,5,0,43,80,31,0,5,118,26,12,41,155,46,0,201,47,34,3,0,92,28,8,32,119,245,0,370,3,0,0,0,4,0,0,0,4,0,22,28,131,74,6,3,213,49,16,72,276,290,23,594,53,19,0,0,79,7,3,12,89,16,0,102,33,36,0,4,72,4,5,14,82,33,4,120,0,0,5,0,5,0,0,0,5,4,0,7,7,0,0,6,11,0,0,0,11,0,0,9,92,58,10,7,166,16,6,22
SOSR731,296,23,0,5,325,4,0,0,331,12,3,345,238,39,3,0,282,5,4,8,287,10,0,297,103,8,14,0,127,0,0,0,127,0,0,131,8,0,0,12,17,3,0,3,25,0,0,23,641,70,23,18,752,6,0,14,762,23,6,796,11,0,0,0,10,16,0,16,29,4,0,37,8,6,0,0,7,0,0,0,10,0,0,12,14,7,0,0,25,16,0,16,41,9,0,49,661,76,23,18,776,25,0,26,807,33,6,843,202,51,9,10,278,31,0,31,313,228,8,546,8,0,0,0,7,0,0,0,7,0,19,30,866,127,37,34,1061,60,5,59,1121,265,31,1413,489,26,9,0,525,4,0,4,527,20,4,550,317,49,11,0,375,14,0,14,386,17,5,405,31,0,5,0,40,0,0,0,44,0,0,44,5,0,0,13,14,0,0,0,20,0,0,22,837,75,21,18,956,19,0,19
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR802,5060,674,138,31,5901,60,13,74,5968,180,19,6164,6390,1190,107,46,7728,51,15,70,7795,133,17,7949,2521,368,415,19,3326,13,0,17,3345,51,3,3398,101,18,0,73,199,0,0,0,198,7,25,229,14076,2243,658,168,17149,126,29,159,17307,368,63,17734,144,29,3,0,170,23,0,23,195,8,0,198,199,27,6,0,229,5,0,11,236,10,3,244,340,51,3,3,398,27,0,27,425,16,3,449,14418,2296,662,171,17551,149,38,182,17736,381,65,18180,3053,531,128,55,3764,86,17,106,3867,308,15,4184,27,4,3,30,60,0,0,0,61,3,48,111,17496,2828,796,258,21376,236,46,285,21660,693,128,22478,8629,974,158,32,9789,92,20,115,9905,267,13,10183,6973,1019,104,32,8121,57,21,78,8200,172,6,8376,634,109,99,9,858,0,0,0,860,22,4,884,44,15,3,57,124,0,0,0,124,3,12,140,16275,2123,365,130,18896,149,50,201
SOSR822,3,3,5,0,7,0,0,0,7,0,0,7,8,4,0,0,9,0,0,0,9,0,0,9,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,4,0,23,0,0,0,23,0,0,23,17,6,3,0,27,0,0,0,27,0,0,27,12,5,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,3,0,43,0,0,0
SOSR831,4,0,0,0,3,0,0,0,3,0,0,3,11,0,0,0,11,0,0,0,11,0,0,11,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,25,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,25,0,0,0,25,0,0,25,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,26,0,0,0,26,0,0,26,4,0,0,0,11,0,0,0,11,0,0,11,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,18,0,0,0
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
