SOSR_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Other_0_14,M_Other_15_24,M_Other_25_34,M_Other_35_44,M_Other_45_54,M_Other_55_64,M_Other_65_74,M_Other_75_84,M_Other_85_over,M_Other_Tot,M_None_0_14,M_None_15_24,M_None_25_34,M_None_35_44,M_None_45_54,M_None_55_64,M_None_65_74,M_None_75_84,M_None_85_over,M_None_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
SOSR331,29,106,289,793,2236,5185,6706,3632,753,19726,2745,1668,1462,1940,2182,2529,2053,915,176,15668,48,55,93,211,606,1704,2991,1890,380,7959,4,5,6,11,32,102,237,392,221,1022,53,123,180,437,1423,3181,4079,2160,335,11964,74,77,96,246,1005,2917,4787,3231,720,13147,33,33,45,93,211,412,670,569,185,2249,65,50,41,148,465,1378,1994,1287,231,5659,930,1508,1529,2035,2894,3332,2244,727,136,15337,8,19,28,68,181,494,874,705,192,2562,1756,1121,883,1432,2452,3755,3077,1249,302,16035,30725,17270,13468,15810,19421,17961,11144,3797,537,130130,4661,3539,4184,4350,5148,4703,3223,1509,327,31654,40451,24818,21406,25861,34129,38217,31383,14142,2696,233099,43,140,383,1159,3381,7180,8005,4119,976,25390,1804,1685,1953,2699,3427,3670,2946,1176,215,19570,45,36,97,329,1113,1978,2169,1090,191,7055,0,4,3,9,26,67,187,339,289,925,84,114,218,427,1018,2141,2360,1237,215,7809,76,85,86,174,505,1445,2204,1616,554,6754
SOSR379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,10,0,0,0,0,39,0,9,24,40,31,3,0,0,0,107,0,4,37,55,42,3,3,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR399,3,3,15,39,65,175,248,69,3,622,51,47,71,75,54,73,70,6,4,463,0,0,0,15,11,46,107,31,5,215,0,0,0,0,0,5,12,4,3,22,0,0,14,15,47,87,142,47,0,355,0,3,6,15,33,101,188,48,3,402,0,0,4,6,4,12,24,11,0,64,0,3,4,9,27,56,82,26,4,202,40,83,151,169,148,156,102,15,0,864,0,0,0,5,7,25,33,12,0,81,49,49,49,72,94,144,130,21,0,605,502,339,647,445,330,472,408,90,3,3236,136,238,421,469,419,341,224,40,3,2284,753,719,1301,1194,1042,1297,1253,283,23,7861,0,3,21,36,96,266,236,48,10,723,30,65,114,84,81,118,99,23,0,615,0,0,3,8,34,61,56,13,0,177,0,0,0,0,0,6,6,4,3,22,0,0,9,22,30,79,60,16,7,219,0,4,6,7,18,57,62,29,7,188
SOSR401,85,290,1085,2191,4564,8812,11578,8515,3802,40924,7884,6261,7162,6772,5671,4999,4286,2335,820,46194,113,145,322,651,1200,3220,5832,4548,1880,17914,4,14,20,35,68,236,732,1747,1879,4728,188,433,902,2443,4928,8502,10606,6772,2168,36947,196,202,332,697,2413,6128,9981,8291,3958,32201,164,155,197,292,505,903,1362,1357,751,5674,221,120,207,334,806,2051,3169,2674,1193,10770,2105,5860,8268,7971,8191,7191,4836,2266,1088,47785,34,27,74,158,509,1150,1956,1850,1029,6795,6009,3765,4114,5261,6774,8353,7370,4082,1992,47716,86695,58440,64937,56568,46035,34383,19915,8005,2146,377119,7037,5272,5945,5533,5389,4568,3009,1842,938,39540,108662,78175,89123,82765,76573,71483,58214,32643,12507,610146,98,460,1520,3283,7904,15350,21316,16931,9512,76371,5352,6741,9153,9108,8304,8484,7883,4568,1895,61493,98,139,364,985,2443,4241,5765,4091,1942,20077,11,17,16,23,64,194,795,2355,4069,7546,166,426,1058,2097,3959,6607,8266,5968,2815,31361,166,182,323,493,1300,3037,5545,6176,5052,22278
SOSR412,3,25,103,233,466,865,1040,788,306,3833,870,637,700,579,497,473,386,230,75,4446,16,10,27,39,105,303,479,434,138,1554,0,0,0,0,10,26,69,181,132,419,24,50,77,152,425,827,1006,615,187,3364,15,28,35,58,214,556,877,726,325,2835,15,11,14,24,30,97,121,121,66,509,20,18,22,33,107,235,333,304,101,1178,226,613,750,687,704,637,418,185,72,4288,3,0,3,12,49,110,162,175,87,604,547,354,379,441,591,711,543,320,145,4032,7018,4084,4009,3442,3364,2596,1562,569,172,26821,802,480,475,452,507,400,303,182,103,3695,9357,5986,6174,5552,6024,5918,4848,2729,990,47572,3,49,152,346,835,1438,1769,1569,721,6889,635,675,945,863,884,811,702,495,139,6148,13,14,32,88,189,362,462,384,147,1684,0,0,0,0,6,18,72,219,249,570,24,36,91,170,400,628,768,630,234,2985,31,16,31,66,124,313,480,630,360,2043
SOSR413,5,28,83,146,403,818,1275,1011,366,4135,663,474,447,432,450,445,441,296,80,3729,8,13,22,46,91,240,554,537,161,1672,0,0,0,4,7,17,75,177,145,433,17,27,52,117,339,729,1011,763,215,3265,13,14,29,44,181,497,924,934,353,2992,9,7,9,27,42,84,142,132,55,509,15,11,14,25,83,200,355,322,133,1156,179,474,514,532,628,646,509,248,73,3802,4,0,4,6,33,105,167,200,93,621,452,243,241,306,482,644,662,406,138,3583,5829,3314,3089,2883,2949,2671,1950,920,221,23824,724,559,844,746,615,526,381,217,104,4732,7737,4938,5052,4896,5437,5845,5811,3729,1181,44620,3,47,124,246,627,1342,2053,1722,808,6976,506,535,649,640,696,818,830,454,156,5280,3,10,22,89,176,344,550,421,170,1790,0,0,0,6,7,17,69,213,305,617,19,34,86,176,301,582,788,602,251,2849,8,19,30,55,116,278,571,613,424,2116
SOSR414,3,7,20,62,130,275,516,442,146,1605,230,139,178,136,155,146,163,121,42,1312,3,3,4,9,25,86,228,209,57,627,0,0,0,0,4,9,35,77,65,185,6,9,24,50,94,189,356,312,71,1099,4,8,9,22,56,167,400,399,156,1217,0,3,6,9,13,28,48,49,25,177,6,4,5,0,31,50,125,117,54,392,62,151,185,171,227,230,217,123,37,1393,0,0,0,3,14,29,79,90,37,253,155,85,78,84,149,220,246,145,48,1219,1982,1060,1138,1069,1025,886,786,420,67,8433,156,113,122,115,140,133,117,98,34,1025,2542,1509,1674,1592,1759,1905,2281,1544,451,15259,3,15,38,82,207,468,879,716,324,2745,153,164,214,215,245,256,323,184,52,1801,9,5,3,22,57,117,220,158,60,649,0,0,0,0,4,6,30,80,111,232,3,19,19,37,112,152,288,222,102,952,6,3,0,14,30,85,257,238,177,817
SOSR415,15,23,106,248,531,1228,1792,1280,501,5722,886,564,563,619,570,704,602,322,94,4922,9,14,20,55,121,335,742,655,238,2194,0,0,0,0,5,22,90,217,228,571,17,37,68,159,417,910,1402,920,291,4218,28,19,26,60,248,722,1351,1141,461,4060,11,8,13,31,56,118,178,184,75,675,17,11,22,37,114,328,506,424,141,1600,225,478,662,650,781,827,709,332,126,4784,6,4,5,7,41,132,240,239,106,777,543,306,324,420,593,897,871,443,231,4627,7664,4155,4286,3889,3870,3551,2715,1090,266,31499,815,542,508,561,628,643,537,394,152,4786,10020,5918,6220,6141,6840,7954,7952,4589,1568,57207,17,38,139,333,882,1861,2630,2113,1047,9059,595,604,785,857,909,1019,989,621,252,6627,8,14,31,77,236,482,639,536,212,2231,0,0,0,5,4,33,98,331,494,966,15,33,73,173,350,732,1034,795,349,3552,17,9,18,50,132,340,639,794,546,2536
SOSR421,0,4,19,65,145,371,520,352,143,1622,201,136,142,156,144,206,193,77,28,1302,0,3,3,9,29,107,219,164,73,627,0,0,0,0,0,8,26,59,65,159,4,13,18,42,101,246,417,258,79,1169,5,8,5,18,63,196,398,302,142,1134,0,0,6,8,9,27,55,57,21,184,0,0,7,0,22,81,135,113,41,397,51,106,154,185,195,270,179,78,40,1257,0,0,0,6,10,48,60,59,34,212,122,65,63,91,166,281,235,114,54,1191,2077,1085,1046,1022,1070,1086,832,299,72,8588,236,143,153,183,205,221,209,120,56,1524,2658,1511,1533,1637,1901,2441,2443,1228,448,15796,5,7,33,88,235,583,719,510,298,2488,162,146,196,202,207,262,271,141,55,1652,3,6,5,20,54,119,204,126,49,590,0,0,0,0,0,6,35,67,148,252,4,7,20,36,85,217,271,208,81,922,0,6,8,12,40,107,177,183,166,705
SOSR422,3,3,10,43,103,264,376,227,65,1094,114,50,77,91,83,115,125,60,21,738,0,0,5,5,34,60,166,95,30,386,0,0,0,0,0,7,19,27,14,66,0,10,11,24,92,221,286,151,33,829,3,0,9,14,56,149,253,173,51,706,4,0,4,4,10,14,38,38,12,126,0,0,8,8,19,69,127,77,15,320,25,83,102,101,170,185,161,47,14,895,0,0,3,3,15,31,60,34,16,161,71,45,33,54,124,179,159,61,21,741,1141,644,602,562,635,720,528,219,41,5088,145,102,82,89,147,191,169,77,15,1020,1486,912,906,891,1228,1682,1655,805,198,9764,3,0,22,40,132,365,453,284,88,1392,72,73,92,114,127,200,182,89,25,975,0,0,0,20,42,84,95,61,16,324,0,0,0,0,0,3,25,25,38,90,4,9,27,39,83,161,166,111,27,617,8,8,6,13,26,84,120,115,46,426
SOSR431,13,33,97,250,664,1795,2153,1166,230,6398,999,683,528,716,810,935,759,333,54,5813,9,14,28,52,173,553,982,567,119,2495,0,0,0,0,10,25,68,125,56,276,28,54,68,132,490,1180,1584,778,152,4468,7,20,27,60,299,1024,1594,995,247,4279,12,16,13,21,53,143,188,128,47,611,18,10,16,41,105,409,569,318,76,1552,195,449,443,645,916,1082,723,197,33,4680,3,7,4,12,57,159,282,208,49,776,485,314,277,411,816,1202,932,340,78,4856,10166,5853,4492,5140,6583,6463,4020,1304,209,44225,1148,911,931,1091,1229,1293,983,452,88,8122,12910,8132,6667,8119,10966,13220,10839,4625,878,76352,19,56,115,346,1069,2276,2589,1299,334,8104,656,636,671,877,1039,1210,960,387,76,6506,8,13,33,105,320,615,671,325,47,2135,0,0,0,0,4,23,34,99,61,214,30,34,70,155,373,759,897,428,107,2849,26,15,18,56,143,416,625,419,165,1871
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,0,10,6,21,32,37,13,0,123,21,26,28,21,19,12,9,4,0,153,0,0,0,0,6,10,19,0,4,40,0,0,0,0,0,0,0,0,0,5,0,0,3,6,21,32,34,6,0,98,5,0,3,0,0,17,33,8,0,65,0,0,0,0,0,5,4,0,0,11,0,0,0,0,4,13,11,3,0,33,11,40,53,45,52,46,19,3,0,267,0,0,4,0,3,4,3,0,0,21,9,14,14,20,36,42,25,5,0,162,127,89,143,124,101,92,54,17,0,744,42,43,97,94,96,101,53,7,0,538,208,182,320,289,299,311,214,40,7,1873,0,4,15,12,14,46,47,8,0,141,17,40,34,37,22,18,24,0,0,196,0,0,0,0,0,11,12,0,0,31,0,0,0,0,0,4,0,4,0,8,0,0,3,0,8,12,12,7,0,46,0,0,4,0,8,7,13,0,3,33
SOSR501,145,471,1532,3232,6253,11460,15274,10975,3995,53339,12622,9151,10003,10115,8283,6447,5177,2767,867,65433,207,259,543,1060,2081,4784,8327,6519,2241,26024,3,19,22,44,97,288,940,2224,1972,5596,304,611,1271,3426,7010,11051,13870,8616,2383,48545,271,246,462,1109,3630,8738,14009,11169,4315,43947,201,154,247,489,709,1228,1890,2065,1041,8029,269,159,256,472,1135,2632,4492,3876,1441,14729,4010,9159,12158,11760,10639,8501,5608,2608,972,65414,45,59,101,302,650,1397,2460,2623,1181,8807,9415,5907,6079,7591,9522,10843,9845,5351,2374,66923,161306,93283,104253,102625,81485,57724,32311,12072,2747,647799,13576,9974,13693,13094,11827,8957,5474,3198,1742,81543,199184,125463,144955,147237,130284,111637,86701,46197,15377,1007026,212,802,2271,4928,11216,20217,27203,20550,10057,97459,8718,9888,13318,13305,11910,10861,9319,5039,1837,84190,170,230,664,1870,4081,6435,8108,5493,2216,29253,12,21,15,30,57,254,871,2819,4109,8182,290,670,1321,2860,5273,8629,10896,7158,2914,40016,201,229,329,703,1760,4122,7371,7742,5180,27638
SOSR511,8,29,70,163,304,564,776,517,151,2591,753,353,402,368,341,244,237,132,33,2871,7,7,15,48,78,226,351,251,82,1065,0,0,0,4,0,16,35,103,75,234,19,26,47,117,302,459,639,354,94,2054,12,14,22,46,122,328,559,437,185,1720,5,5,14,13,39,51,76,84,37,335,12,8,10,17,54,124,216,194,47,689,211,379,478,461,462,440,302,117,44,2898,0,0,9,9,24,60,116,88,38,346,409,222,200,259,323,460,380,205,77,2529,5879,2935,2945,3098,2716,2147,1279,481,107,21594,624,461,628,627,586,476,290,145,67,3896,7763,4269,4567,4882,4750,4551,3690,1901,584,36962,17,33,116,266,633,1070,1308,872,409,4728,464,415,509,585,498,485,427,202,66,3652,3,4,26,77,162,277,352,234,87,1222,0,0,3,0,8,17,45,123,166,364,14,34,68,126,224,394,483,287,127,1752,9,11,10,30,68,171,299,313,212,1116
SOSR512,13,35,90,224,496,870,1212,857,349,4139,955,580,527,546,477,493,369,200,74,4228,12,9,36,45,157,330,616,459,180,1845,0,0,0,7,10,23,79,194,152,460,27,32,95,186,432,832,937,627,177,3328,19,14,31,48,219,571,900,799,360,2962,16,5,18,22,50,101,156,156,91,624,21,4,10,9,80,230,397,301,113,1163,245,533,660,642,753,703,466,210,88,4305,0,4,3,11,36,113,177,197,98,636,583,352,301,382,505,663,574,381,144,3887,8899,4773,4854,4600,4356,3507,2182,825,194,34194,1326,834,1109,1077,990,871,548,310,110,7165,11900,6935,7417,7407,7607,7498,6098,3357,1143,59351,17,37,135,326,818,1499,1909,1504,757,7000,621,610,791,800,831,780,667,395,159,5653,10,9,31,106,252,409,580,405,174,1974,0,0,0,3,11,31,68,229,353,691,16,38,96,188,380,676,801,523,216,2928,11,13,23,47,130,334,531,501,408,2002
SOSR513,3,11,52,99,199,362,303,182,45,1260,439,226,320,335,243,217,108,44,9,1944,3,4,13,37,59,148,157,104,45,576,0,0,3,0,0,15,21,38,31,105,17,26,52,103,247,365,261,139,23,1232,13,9,16,39,103,260,254,173,56,931,12,6,29,19,27,44,50,37,11,227,18,9,7,8,36,100,98,69,21,372,133,202,304,301,272,242,113,46,21,1629,0,0,5,10,17,35,58,53,15,185,306,117,173,187,261,232,174,101,43,1593,6311,2600,3618,3763,2773,1744,682,187,39,21704,1243,704,943,963,847,633,215,104,19,5684,8401,3815,5376,5664,4739,3721,1823,814,207,34557,5,19,69,146,331,482,445,294,101,1879,312,250,479,460,358,305,200,88,24,2476,0,7,16,81,128,128,107,93,24,588,0,0,0,0,3,5,21,60,77,165,15,15,63,94,177,245,215,121,46,996,18,10,18,25,79,126,138,131,62,610
SOSR514,0,9,18,49,98,209,303,207,55,957,209,110,111,144,114,97,91,42,13,947,3,4,11,15,18,84,153,112,29,432,0,0,0,0,0,11,21,40,21,94,4,13,12,38,72,156,262,133,22,716,4,0,11,14,48,106,234,174,57,650,3,9,4,8,13,20,39,26,7,121,5,0,3,7,18,57,103,53,17,265,58,106,118,168,157,159,120,43,16,940,0,0,0,3,16,19,54,47,11,149,139,67,63,74,126,138,169,84,36,899,2253,1030,1082,1207,1089,833,584,213,44,8326,339,194,220,238,258,191,130,71,31,1674,2967,1491,1583,1850,1829,1670,1657,777,226,14058,3,4,23,82,191,349,500,331,140,1635,143,103,168,200,177,146,163,80,30,1215,4,0,8,27,63,102,133,76,20,445,0,0,0,0,0,3,16,43,53,119,3,3,24,42,83,140,186,98,28,618,7,0,6,10,36,68,139,107,63,436
SOSR515,8,19,77,164,356,767,987,604,197,3183,589,363,361,394,336,374,277,153,45,2896,3,9,24,25,79,256,435,347,106,1289,0,0,0,0,4,7,45,104,89,254,16,41,67,141,321,660,713,490,114,2557,23,6,22,55,201,450,757,560,181,2250,10,6,7,14,39,85,103,126,47,445,17,13,11,25,58,198,281,222,64,900,171,344,402,473,492,516,337,155,50,2940,6,3,10,10,32,66,149,135,54,458,394,204,189,267,372,500,473,261,97,2755,7234,3339,3904,3649,3454,2725,1729,603,134,26776,1399,751,901,913,904,784,560,305,109,6626,9751,4949,5755,5755,5998,5946,4934,2547,755,46388,20,35,86,238,610,1143,1481,959,434,4992,429,396,575,602,615,598,534,236,73,4056,8,3,31,72,171,301,392,290,76,1340,0,0,0,3,8,13,61,120,175,376,15,27,65,137,316,504,585,308,129,2091,9,13,14,45,116,235,399,326,199,1359
SOSR521,6,6,20,67,140,369,552,289,85,1545,251,132,149,159,152,177,170,73,13,1281,3,4,6,3,31,135,216,156,48,605,0,0,0,3,7,5,24,39,28,110,8,20,29,60,169,265,414,201,46,1218,3,14,9,28,82,250,358,235,74,1059,4,0,7,10,27,42,65,46,14,208,3,0,8,14,31,108,206,126,30,521,86,112,160,206,210,247,198,68,21,1304,0,0,0,7,12,46,76,64,17,227,145,73,67,102,161,257,236,103,37,1192,2725,1322,1354,1320,1376,1256,764,282,67,10451,521,240,341,337,421,416,276,153,38,2743,3704,1870,2075,2137,2513,2859,2418,1177,320,19079,3,16,46,100,256,544,704,427,182,2271,170,157,204,213,251,295,267,126,32,1709,0,7,11,38,79,149,167,106,38,596,0,0,0,0,0,9,21,38,54,131,5,9,34,68,149,249,301,153,52,1012,12,14,12,32,55,128,194,156,85,686
SOSR522,0,3,16,24,81,200,295,174,37,830,100,69,66,81,98,99,102,46,7,669,3,4,0,6,18,80,107,109,19,342,0,0,0,0,0,4,25,18,11,69,5,15,23,56,106,192,237,137,27,793,3,3,12,19,53,140,225,158,46,660,4,5,0,6,11,22,27,31,12,113,8,0,0,5,21,53,106,76,19,293,41,71,82,104,132,125,111,36,12,716,0,0,4,3,4,25,55,37,8,145,82,40,37,68,107,150,142,57,12,688,1560,866,900,732,727,664,459,159,40,6105,337,156,174,178,205,219,166,86,28,1548,2114,1187,1263,1202,1348,1543,1432,688,176,10961,4,3,23,56,129,278,387,224,64,1162,56,69,102,112,136,161,146,56,16,871,0,0,5,14,34,81,93,62,17,300,0,0,0,0,4,5,12,25,19,65,6,9,20,69,133,173,158,90,23,676,10,9,12,23,44,75,111,87,39,404
SOSR531,4,51,95,259,672,1571,1955,1013,215,5822,847,563,529,704,764,753,603,248,43,5050,12,11,23,54,205,569,956,597,111,2533,0,3,0,5,8,22,40,134,54,255,24,42,75,158,559,1022,1315,631,108,3933,17,25,27,57,333,941,1468,928,218,4016,14,9,22,29,63,134,176,152,49,652,15,13,13,20,97,329,529,345,66,1428,292,487,483,640,861,923,621,206,28,4534,3,5,7,11,53,129,244,198,49,712,518,340,275,456,728,1044,935,372,80,4748,10737,6351,5691,6566,7690,7200,4232,1313,196,49974,1539,1718,3039,2985,2806,2246,1326,530,104,16293,13828,9381,10059,11495,13733,14468,11045,4509,841,89366,10,41,138,341,1017,2154,2416,1194,325,7642,549,536,578,789,1041,1083,819,317,60,5777,16,10,26,121,343,669,705,355,65,2304,0,3,0,0,4,28,66,117,104,326,18,30,72,145,366,611,757,406,111,2506,15,15,26,44,142,387,613,481,166,1885
SOSR579,0,0,0,0,0,0,0,0,0,11,0,0,0,8,4,4,0,0,0,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,15,54,75,45,23,0,0,0,218,0,14,44,70,43,20,4,0,0,204,0,30,99,157,103,55,14,0,0,455,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR599,0,6,4,14,23,53,55,18,0,175,14,22,39,36,21,12,19,9,0,171,0,0,0,5,13,17,34,7,0,72,0,0,0,0,0,0,0,0,0,3,0,6,4,12,16,33,44,10,0,133,0,3,0,8,18,26,51,17,0,129,0,0,0,5,7,0,3,3,0,25,0,0,0,4,7,10,20,4,0,54,9,47,73,66,72,42,18,9,0,337,0,0,0,0,5,4,15,0,0,26,13,22,23,30,37,52,42,7,0,223,255,164,303,277,186,168,124,15,4,1496,101,176,396,530,514,334,158,50,10,2281,389,414,822,926,842,667,444,118,14,4639,0,0,4,22,34,70,80,10,6,222,11,33,41,38,28,29,21,3,0,200,0,0,4,5,9,19,20,4,0,59,0,0,0,0,0,0,0,0,0,0,0,4,10,8,14,15,24,0,6,74,0,0,8,3,10,13,18,3,0,57
SOSR603,15,66,224,424,892,1579,2211,1525,583,7517,1294,1017,1078,1016,898,779,657,352,121,7225,17,32,51,106,193,532,983,757,276,2948,0,4,3,4,8,44,149,291,258,758,43,76,150,292,570,1044,1395,898,257,4710,34,23,45,109,320,858,1486,1280,540,4690,16,19,21,46,74,151,272,243,104,941,22,21,30,65,149,347,500,429,171,1727,466,1300,1607,1513,1469,1203,788,367,159,8875,0,5,7,23,78,155,310,335,153,1071,953,672,678,820,1045,1206,1093,635,316,7408,12853,8036,12736,7997,6167,4877,3161,1261,305,57395,1313,948,1280,983,943,772,581,369,135,7337,16626,11613,17136,12326,11047,10655,9363,5279,1795,95846,18,109,320,704,1480,2895,4010,2988,1507,14036,923,1240,1483,1436,1364,1362,1305,732,270,10112,16,31,64,187,393,677,1013,711,335,3415,5,0,3,4,9,26,152,366,514,1071,36,81,171,272,507,868,1105,812,334,4199,23,37,59,80,182,431,827,967,690,3287
SOSR611,15,24,93,183,401,673,941,701,282,3309,713,486,504,429,359,340,337,206,53,3439,0,11,27,42,75,223,377,318,99,1177,0,0,0,5,9,21,57,122,119,338,11,37,71,140,285,495,622,422,119,2194,15,22,15,48,130,390,657,578,218,2065,7,10,17,25,53,57,99,117,46,429,3,6,16,35,104,167,297,236,72,942,258,554,715,572,615,472,332,158,65,3746,0,0,4,10,43,105,159,160,81,561,411,266,312,300,419,490,432,279,131,3027,5182,3478,4417,3072,2643,2019,1232,530,122,22696,550,498,488,355,339,333,219,182,70,3041,6943,5114,6280,4738,4658,4467,3806,2358,794,39168,10,48,120,298,732,1204,1616,1350,664,6046,461,553,685,705,655,554,551,364,122,4646,0,15,23,63,173,300,402,293,141,1419,0,0,0,0,11,13,42,141,210,413,10,34,86,154,254,376,526,383,127,1943,10,15,15,37,98,183,358,424,296,1425
