SOSR_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
SOSR614,0,0,0,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,25,22,39,4,0,3,5,4,0,0,79,0,0,0,0,0,0,0,0,0,3,0,13,0,4,0,0,0,0,0,22,5,3,0,3,0,0,0,0,0,9,67,128,39,22,9,10,12,8,3,300,0,0,0,0,0,0,0,0,0,0,13,16,10,6,10,4,3,8,0,72,25,28,19,15,15,5,5,5,5,128,153,38,694,96,44,39,139,129,36,1369,3,0,7,16,0,3,3,12,0,54,4,0,8,6,0,0,8,7,5,40,0,0,0,6,0,0,0,0,0,14,3,5,13,5,4,3,13,9,7,68,301,292,802,188,95,65,188,197,59,2178,0,0,0,0,0,0,0,0,0,3,0,22,0,0,3,0,0,0,0,23,24,67,5,0,7,0,0,3,0,98,0,4,0,0,0,0,0,0,0,4
SOSR615,0,9,0,0,0,0,0,0,0,15,6,58,3,0,0,0,0,0,0,77,66,173,32,25,17,10,14,49,5,401,7,5,0,0,0,0,0,0,0,14,14,55,8,4,11,4,0,0,0,99,18,22,4,5,0,0,0,0,4,49,224,624,93,106,69,30,28,74,12,1272,0,0,0,0,0,0,0,0,0,0,84,72,39,54,24,15,15,16,4,321,158,101,108,74,51,37,32,33,4,600,708,187,2253,240,168,174,616,517,86,4953,24,5,31,29,15,26,46,51,0,230,21,10,22,25,9,8,30,23,8,145,10,4,9,8,3,5,3,11,6,56,32,23,37,12,9,14,63,41,44,281,1382,1345,2632,592,375,317,857,824,178,8505,3,15,0,0,0,0,0,0,0,17,13,59,0,0,4,4,0,0,0,77,53,293,7,42,31,11,0,25,0,471,7,15,0,0,4,0,0,0,0,25
SOSR621,0,0,0,0,0,0,0,0,0,0,4,44,0,0,5,0,0,4,4,60,33,89,9,14,12,4,0,25,0,187,4,6,0,0,0,0,0,0,0,5,10,32,0,0,3,0,0,0,0,46,3,9,0,4,0,0,0,0,0,21,104,278,43,55,31,11,4,26,9,554,0,0,0,0,0,0,0,0,0,0,38,31,28,11,12,3,0,3,4,135,50,31,49,29,15,12,7,22,5,213,258,57,760,80,48,42,228,190,35,1699,9,0,11,10,3,5,13,23,0,76,19,4,11,8,8,3,10,19,0,84,12,9,0,8,3,0,0,3,0,32,22,10,7,7,5,3,20,28,17,114,556,595,928,222,138,91,283,349,72,3230,0,6,0,0,0,0,0,0,0,3,12,28,0,0,0,0,0,0,0,41,25,139,0,23,16,6,0,10,8,231,0,3,0,0,0,0,0,0,0,7
SOSR622,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,21,8,24,3,4,0,0,0,4,0,57,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,33,101,18,14,6,3,4,12,0,205,0,0,0,0,0,0,0,0,0,0,19,20,9,5,0,4,0,0,4,62,22,14,18,7,12,5,3,5,0,94,85,22,303,24,20,22,98,63,15,653,0,4,10,0,4,3,9,10,0,32,4,5,0,3,0,0,4,3,0,21,0,0,0,4,0,0,0,0,0,10,10,0,8,0,0,8,5,14,4,49,201,213,379,80,56,39,124,113,25,1219,0,4,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,17,15,46,3,7,4,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0
SOSR631,0,8,0,0,0,0,0,0,0,18,56,187,8,8,12,0,0,4,6,277,208,303,36,29,28,10,6,64,17,704,10,13,0,6,0,0,0,4,0,29,48,148,15,14,7,0,4,4,3,253,18,34,3,7,12,0,0,3,0,85,733,1271,215,164,122,67,49,207,37,2860,4,0,0,0,0,0,0,0,0,7,312,215,134,66,43,27,29,58,7,891,402,207,230,115,67,61,45,81,33,1234,1950,292,4165,398,263,257,1113,1009,189,9636,47,15,37,23,22,21,71,80,6,317,76,30,57,37,15,17,45,52,4,330,21,18,21,17,4,0,9,17,3,122,125,33,94,32,12,23,92,94,55,560,4021,2782,5021,919,601,481,1473,1673,362,17333,5,23,0,0,0,0,0,0,0,31,50,219,8,9,22,0,0,3,7,316,163,603,22,68,79,14,0,30,6,977,6,27,0,3,0,0,0,0,0,45
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,4,21,4,0,0,7,7,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,9,11,12,31,8,0,3,7,20,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SOSR703,4,17,0,4,0,0,0,0,3,31,60,326,12,4,11,0,3,0,4,425,457,986,161,302,250,161,106,145,46,2627,15,28,7,13,6,4,0,5,0,84,115,267,19,39,31,5,6,4,3,487,64,79,8,21,18,4,0,3,4,208,977,2457,582,671,473,219,261,266,82,5989,3,3,10,4,3,6,0,0,0,25,230,202,183,183,91,31,51,58,12,1039,448,345,470,519,222,91,129,128,49,2394,992,446,4197,928,491,299,688,591,161,8800,44,32,73,95,36,40,55,77,9,456,69,49,95,74,47,34,48,61,3,471,29,55,37,32,17,8,25,18,8,225,48,56,93,80,40,29,51,63,92,550,3553,5353,5937,2972,1720,934,1427,1421,487,23810,7,31,0,0,3,0,0,0,0,47,47,323,9,8,25,0,0,0,0,412,446,1518,51,350,360,147,10,66,37,2992,22,73,0,10,16,3,0,3,0,130
SOSR712,3,0,0,0,0,0,0,0,0,4,10,62,3,0,6,0,0,0,0,74,97,196,21,57,46,16,5,4,14,453,3,4,0,0,0,0,0,0,0,14,15,50,5,10,5,0,0,0,0,89,17,17,0,9,5,0,0,0,0,47,172,482,106,188,66,34,28,54,25,1146,0,0,0,5,0,0,0,0,0,4,28,35,29,45,13,11,0,6,0,173,88,73,95,171,30,20,18,17,12,524,216,85,762,239,93,63,127,142,43,1767,9,10,6,23,5,5,7,5,0,63,6,13,12,28,5,3,9,9,6,90,3,9,9,3,0,0,3,4,6,43,10,16,22,27,3,7,12,13,19,138,666,1068,1068,812,273,153,213,254,120,4630,0,8,0,0,0,0,0,0,0,15,13,72,0,9,0,0,0,0,6,95,87,407,11,50,57,15,0,9,8,651,0,12,0,0,6,0,0,0,0,23
SOSR714,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,21,30,10,19,5,9,0,7,3,95,0,0,0,0,0,0,0,0,0,4,0,6,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,22,71,13,27,14,6,7,13,4,188,0,0,0,0,0,0,0,0,0,0,4,5,10,13,4,0,0,6,0,46,15,22,8,30,10,7,0,8,0,101,39,21,200,58,7,10,27,30,13,407,4,3,3,5,0,0,0,0,3,24,3,4,0,0,0,0,0,7,0,17,0,0,0,3,0,0,0,0,0,9,4,0,4,0,0,3,5,0,10,38,127,168,253,163,50,40,46,71,34,951,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,8,17,52,0,9,25,0,0,0,0,103,0,3,0,0,0,0,0,0,0,3
SOSR715,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,51,3,9,10,0,4,3,0,115,0,0,0,0,0,0,0,0,0,0,7,22,0,3,0,0,0,0,0,36,5,6,0,3,0,0,0,0,0,15,59,130,9,23,17,8,7,5,4,264,0,0,0,0,0,0,0,0,0,0,12,21,7,14,0,4,3,3,0,69,20,21,10,34,14,4,12,3,0,115,68,47,332,74,25,12,62,35,15,664,0,13,7,14,5,3,3,10,0,40,11,11,6,20,3,0,8,9,4,71,0,0,0,0,0,0,0,4,0,3,9,16,14,19,4,0,12,15,23,108,220,341,387,216,74,25,109,82,38,1495,0,9,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,12,23,89,0,6,18,0,0,3,0,142,0,8,0,0,0,0,0,0,0,9
SOSR721,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,18,25,7,10,9,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,8,53,80,19,32,7,3,0,3,0,203,0,0,0,0,0,0,0,0,0,0,8,6,10,11,10,3,0,0,0,43,16,13,27,33,3,0,5,10,3,116,85,46,236,75,18,14,54,49,11,586,0,4,11,7,3,4,3,9,0,47,6,10,4,15,3,0,0,3,0,35,0,0,0,0,0,0,0,0,0,0,3,3,6,13,3,0,11,14,3,60,202,204,320,203,48,27,84,93,20,1195,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,20,52,0,6,6,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0
SOSR722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,5,6,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,5,26,48,9,11,8,0,0,8,0,109,0,0,0,0,0,0,0,0,0,0,8,7,3,12,3,0,0,4,0,34,7,9,7,17,5,0,0,3,0,53,63,31,96,52,13,6,23,60,12,359,5,18,0,16,0,0,0,6,3,50,5,6,3,11,0,0,0,4,0,32,0,0,0,0,0,0,0,0,0,0,6,7,6,11,0,5,10,15,9,51,131,144,126,126,35,18,39,96,20,728,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,13,41,3,8,6,0,0,0,0,73,0,5,0,0,0,0,0,0,0,0
SOSR731,3,0,0,0,0,0,0,0,0,3,5,17,0,0,0,0,0,0,0,21,26,41,5,12,5,0,0,0,0,105,0,6,0,0,0,0,0,0,0,12,11,13,5,0,0,0,0,0,0,34,14,11,0,0,6,0,0,0,0,31,128,188,41,42,24,10,13,39,7,488,0,0,0,0,0,0,0,0,0,0,67,52,30,28,11,4,13,12,4,220,99,57,73,78,27,6,15,22,0,383,479,139,1459,186,107,47,310,314,61,3104,15,23,33,22,5,5,23,55,0,180,14,13,31,20,9,4,21,24,0,130,3,0,0,3,3,0,3,3,0,24,21,15,42,14,4,6,35,45,26,209,897,568,1720,409,207,95,427,512,107,4950,0,3,0,0,0,0,0,0,0,9,7,30,0,0,0,0,0,0,0,44,49,109,4,8,16,0,0,11,0,200,3,7,0,0,0,0,0,0,0,13
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,6,6,0,0,0,19,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,9,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,11,5,0,0,3,0,9,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,3,0,13,13,5,20,7,3,6,13,20,0,77,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,15,23,37,30,16,11,4,12,40,8,182,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
SOSR802,42,109,3,3,10,0,6,3,4,179,806,3175,72,36,169,8,13,14,54,4344,4834,7883,695,763,1432,631,448,622,366,17681,105,221,18,21,48,20,9,17,7,462,831,1683,99,139,276,32,23,27,44,3152,459,498,43,77,138,9,12,3,22,1265,6884,15393,1953,1811,2880,945,649,937,631,32074,6,6,12,8,0,0,0,0,0,40,1036,1089,600,420,450,161,159,167,71,4153,1729,1629,1269,963,837,333,274,362,183,7578,2598,1592,8549,1593,1374,674,1076,1382,374,19205,124,129,141,211,111,117,71,125,11,1036,207,233,210,178,126,85,108,124,38,1311,122,238,97,65,58,36,36,43,17,715,168,256,204,117,118,56,107,116,267,1405,19934,34132,13964,6396,8025,3117,2984,3949,2094,94607,38,175,0,10,20,7,0,4,4,253,700,2322,48,52,180,13,0,8,36,3361,4021,8292,269,1237,2036,557,33,292,339,17085,100,257,6,42,65,12,0,5,10,502
SOSR822,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,22,0,0,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,13,3,4,3,4,0,0,0,0,0,16,10,3,24,5,0,0,3,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,45,24,9,4,5,4,8,5,128,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
SOSR831,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,25,11,0,0,0,0,0,4,0,39,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,11,18,0,32,3,0,0,0,6,0,68,5,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,20,38,9,4,0,0,0,3,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,4,8,3,0,4,0,5,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,14,7,9,8,0,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
SOSR915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,8,12,3,3,6,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,5,0,17,5,0,0,3,0,0,0,0,0,13,18,9,75,9,0,3,11,18,3,137,0,0,3,4,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,6,14,41,23,88,33,12,3,24,27,5,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
SOSR921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,3,10,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,4,0,0,0,15,5,0,4,0,0,0,0,0,0,14,21,9,104,11,0,3,7,14,3,171,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,4,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,11,41,33,124,17,13,13,10,23,3,279,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
SOSR922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,6,8,4,17,4,5,0,0,6,0,44,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,14,29,15,18,9,4,0,4,11,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
