SOSR_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
SOSR603,466,4,0,9,471,87,0,563,6278,1139,130,30,7580,90,37,128,7714,405,9,8125,9474,2135,160,58,11822,95,41,134,11957,376,6,12344,1017,192,166,11,1398,11,0,13,1409,52,3,1456,74,26,4,85,187,0,3,4,191,21,8,227,16844,3499,462,186,20990,199,85,278,21271,855,27,22152,145,38,0,0,190,34,4,38,232,40,0,264,273,64,3,10,347,16,18,32,383,28,0,411,423,100,3,10,538,50,19,69,613,63,0,674,17266,3599,469,193,21534,248,103,349,21884,913,25,22826,2861,762,107,84,3820,163,41,204,4018,945,15,4978,19,0,0,21,45,0,0,0,50,3,42,94,20152,4365,580,299,25389,410,147,553,25948,1866,88,27898
SOSR611,130,0,3,4,130,16,0,151,2226,400,38,9,2669,46,22,67,2734,160,3,2898,3878,712,54,31,4679,51,12,59,4735,177,7,4923,394,69,56,4,516,5,4,8,527,11,0,540,32,4,0,20,58,0,0,0,58,4,3,66,6523,1188,143,63,7919,100,32,134,8053,354,23,8428,39,18,0,0,60,13,0,13,70,22,0,94,66,30,0,0,99,8,9,18,120,11,0,132,107,46,0,0,159,20,9,31,190,31,0,225,6630,1237,143,63,8077,125,42,162,8241,386,23,8645,1549,449,45,47,2084,88,26,106,2196,505,5,2704,8,4,0,9,16,0,0,0,16,0,7,22,8187,1685,188,114,10175,206,65,278,10453,893,30,11377
SOSR612,44,0,0,0,44,9,0,53,1043,158,43,16,1257,32,12,41,1299,92,0,1392,1835,291,64,13,2199,21,14,35,2233,94,4,2336,184,23,32,0,239,0,0,0,239,11,0,251,13,0,0,17,28,0,0,3,29,0,4,34,3074,470,134,49,3726,52,27,79,3807,196,8,4012,34,12,4,0,55,11,0,11,69,12,0,76,52,8,0,4,65,11,0,8,78,9,0,85,87,23,8,4,117,22,0,22,144,16,0,163,3158,491,148,50,3844,78,32,99,3947,215,8,4168,777,195,35,21,1028,40,13,60,1086,357,6,1443,5,0,0,6,13,0,0,0,7,0,10,19,3948,686,177,77,4879,116,47,161,5039,571,18,5638
SOSR613,16,0,0,0,16,0,0,15,253,58,16,0,329,0,0,0,327,22,0,355,555,65,15,7,645,9,6,13,662,28,0,690,52,9,8,0,67,0,0,0,67,0,0,70,0,0,0,0,0,0,5,5,3,0,0,3,863,136,41,7,1043,14,7,16,1063,57,0,1119,7,0,5,0,14,5,0,5,21,0,0,21,7,0,0,0,7,7,0,7,16,0,0,16,14,0,5,0,23,6,0,11,31,0,0,31,883,136,46,12,1066,19,10,32,1093,57,0,1152,210,45,8,4,268,14,9,23,288,76,0,370,0,6,0,0,6,0,0,0,6,0,6,9,1087,184,51,19,1338,35,21,56,1391,133,6,1529
SOSR614,9,0,0,0,9,0,0,9,344,56,17,10,427,0,3,9,435,41,0,474,745,142,19,4,910,12,0,7,925,46,0,967,103,17,16,0,132,0,0,0,132,4,0,137,8,0,0,10,21,0,0,0,21,0,0,21,1203,215,52,21,1491,12,9,20,1510,94,0,1606,16,0,0,6,16,3,0,3,18,0,0,18,7,4,0,0,15,0,3,3,17,0,0,17,20,4,0,6,27,3,3,5,31,0,0,31,1230,222,52,25,1524,13,9,20,1546,94,0,1641,318,60,16,6,398,13,9,19,419,81,0,502,6,0,0,0,6,0,0,0,6,0,7,5,1543,279,70,30,1920,31,14,40,1963,178,8,2155
SOSR615,65,0,0,0,65,5,0,65,1496,238,39,15,1785,17,18,37,1824,98,3,1920,3241,433,77,35,3788,51,13,57,3852,138,0,3988,346,51,78,6,477,8,3,8,489,12,3,500,40,6,0,47,90,0,0,3,92,7,4,103,5124,728,188,103,6143,77,31,107,6250,251,9,6507,20,12,0,0,33,19,3,24,59,0,0,64,74,17,3,0,97,13,7,19,114,9,0,125,100,25,3,0,129,36,15,43,171,16,0,192,5221,753,193,106,6270,111,43,149,6426,269,9,6701,1252,240,66,30,1580,78,20,98,1674,376,0,2053,19,0,0,0,19,0,0,0,19,0,23,41,6488,988,255,137,7869,183,64,248,8119,646,28,8791
SOSR621,34,0,0,0,39,0,0,42,550,85,16,3,656,9,5,13,669,40,0,710,1062,231,39,17,1345,12,0,11,1357,62,0,1423,92,26,27,0,146,0,0,0,146,7,0,156,3,0,0,18,22,0,0,0,22,3,0,23,1709,343,79,34,2170,20,6,23,2192,119,0,2309,0,0,0,0,0,0,0,0,8,5,0,10,31,10,5,0,40,0,0,0,40,5,0,44,33,10,5,0,39,0,0,0,45,8,0,50,1742,350,85,34,2209,22,6,26,2234,123,0,2360,357,91,18,10,469,9,3,13,486,121,0,605,3,0,0,0,3,0,0,0,3,0,4,9,2107,439,99,45,2681,29,4,39,2721,242,5,2974
SOSR622,8,0,0,0,8,0,0,10,222,52,14,0,287,0,0,0,285,25,0,308,311,78,4,0,390,0,0,0,396,24,0,422,40,8,7,3,56,0,0,0,56,0,0,56,6,4,0,9,19,0,0,0,19,5,3,17,577,139,24,11,749,0,0,0,752,54,3,806,0,0,0,0,4,0,0,0,3,0,0,3,8,0,5,0,14,0,0,0,17,0,0,18,12,0,5,0,15,0,0,3,21,0,0,26,592,143,25,11,768,4,3,6,774,52,3,834,167,28,8,4,205,0,0,3,210,79,3,295,4,0,0,0,4,0,0,0,4,0,0,4,759,170,32,16,982,6,5,16,990,130,3,1126
SOSR631,158,3,0,3,160,24,0,181,3460,534,84,29,4102,25,29,51,4158,248,0,4407,5823,1127,170,71,7188,57,11,72,7261,380,10,7648,552,92,69,6,717,6,0,6,726,40,0,767,71,5,0,113,193,0,0,0,199,9,6,209,9903,1757,324,227,12211,86,42,128,12341,676,12,13030,53,9,0,0,65,14,8,21,90,14,0,98,102,30,0,10,146,0,8,11,152,21,0,173,157,43,0,10,208,21,10,28,244,34,0,269,10058,1803,325,236,12422,108,52,162,12585,705,12,13304,1990,449,110,94,2645,52,22,75,2717,592,10,3320,20,3,0,0,29,0,0,0,29,0,48,74,12067,2256,438,337,15089,157,76,237,15325,1299,75,16698
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR703,200,3,3,3,205,19,6,230,7236,758,159,42,8201,122,17,141,8342,320,6,8668,4176,725,125,32,5053,39,10,48,5102,187,4,5293,785,128,119,10,1041,13,0,13,1056,35,0,1091,64,9,0,88,162,0,0,0,162,10,7,182,12252,1627,411,173,14458,180,26,202,14661,547,21,15230,116,16,7,3,144,45,0,45,187,6,0,194,193,45,0,0,238,11,22,32,272,11,0,283,310,66,9,3,379,59,22,81,462,21,0,479,12561,1684,418,174,14838,234,47,282,15120,570,21,15713,2436,372,113,66,2988,79,14,93,3076,514,8,3597,31,0,0,14,47,8,0,8,55,0,51,110,15026,2060,532,259,17874,321,61,385,18255,1081,83,19424
SOSR712,8,0,0,0,8,0,0,8,1383,153,20,6,1561,14,4,23,1581,53,7,1633,820,156,18,8,1001,4,7,10,1011,34,6,1054,153,24,34,0,210,0,0,0,211,3,0,215,15,0,0,14,30,11,0,11,40,0,14,50,2367,329,72,24,2794,32,13,43,2834,95,25,2955,19,6,0,0,24,4,0,4,28,5,0,31,17,0,0,0,17,8,9,17,29,3,0,32,30,6,0,0,42,14,9,15,58,7,0,65,2400,338,72,24,2833,38,19,58,2893,102,25,3022,527,75,14,18,633,16,6,23,649,216,7,872,0,0,0,0,0,0,0,0,3,0,6,10,2924,414,82,45,3466,60,24,83,3546,320,41,3902
SOSR714,3,0,0,0,3,0,0,3,276,33,15,4,328,10,4,8,336,24,0,363,109,20,0,3,129,3,0,3,138,8,4,143,38,13,10,0,59,0,0,0,59,0,0,63,5,0,0,23,28,0,0,0,28,6,0,36,433,62,22,25,544,9,4,14,555,41,4,603,3,0,0,0,3,11,0,11,12,0,0,12,0,0,0,0,0,0,6,6,9,0,0,9,4,0,0,0,4,11,6,16,18,0,0,18,441,62,22,25,550,26,8,29,576,41,4,626,85,9,3,10,104,11,0,11,115,64,3,182,7,0,0,0,7,0,0,0,7,0,42,45,526,73,28,28,656,35,8,45,699,105,47,857
SOSR715,5,0,0,0,5,0,0,9,508,51,17,5,584,21,3,23,602,69,0,673,242,66,0,8,319,14,4,21,338,75,0,419,43,7,21,0,73,0,0,0,73,9,0,82,6,0,0,23,35,0,0,0,35,16,0,44,804,127,39,37,1002,34,8,44,1054,170,0,1219,12,13,5,0,23,106,6,116,142,17,0,162,10,11,0,0,20,13,14,25,50,22,0,73,21,20,5,0,45,120,25,144,192,39,3,232,826,150,36,37,1051,155,35,194,1242,209,3,1454,211,137,14,26,383,85,29,117,500,1152,29,1673,5,0,0,0,5,0,0,0,5,7,36,48,1038,287,52,61,1438,240,64,306,1745,1364,65,3173
SOSR721,0,0,0,0,0,0,0,5,298,30,9,0,336,0,5,9,345,62,0,400,193,104,3,16,313,4,5,10,322,54,0,375,18,7,21,3,45,0,0,0,45,3,0,51,6,0,0,8,12,0,0,0,12,11,0,25,513,140,28,22,705,7,7,13,716,129,0,850,0,4,0,0,11,25,0,25,34,7,0,39,0,3,0,0,12,0,10,10,19,4,0,22,4,5,0,0,12,25,10,35,47,13,0,60,515,143,28,27,723,35,15,47,763,138,0,911,167,93,8,14,281,61,10,70,352,828,13,1192,3,0,0,0,3,4,0,4,6,0,14,23,690,240,41,34,1006,97,29,123,1129,965,25,2126
SOSR722,0,0,0,0,0,0,0,0,144,52,0,3,200,16,3,20,217,58,0,274,116,96,0,5,220,29,4,30,258,83,4,340,8,0,17,0,20,0,0,0,20,8,0,25,9,5,0,9,21,0,0,0,21,5,0,25,273,145,14,21,467,41,8,55,518,151,4,670,14,12,0,0,23,54,5,58,83,15,0,98,8,5,0,0,8,7,19,25,34,13,0,50,23,12,0,0,33,61,22,86,120,26,0,150,299,166,14,21,499,106,30,139,636,182,4,817,143,97,13,13,267,69,21,90,359,707,0,1067,3,7,0,0,4,0,0,0,4,0,54,59,446,267,29,34,774,173,47,224,1001,884,60,1947
SOSR731,24,0,0,0,24,5,0,28,1640,99,49,8,1787,9,9,12,1800,59,11,1873,900,170,26,10,1111,25,3,29,1135,59,0,1197,156,12,33,0,202,3,0,3,205,10,0,216,23,0,0,34,57,8,0,8,67,4,8,76,2718,282,109,46,3151,40,7,50,3204,138,17,3366,33,12,0,0,48,75,0,79,127,21,0,143,16,10,0,4,27,0,0,3,31,8,0,35,49,20,0,3,77,78,4,79,152,23,0,176,2770,295,111,48,3232,116,12,131,3358,162,17,3538,436,137,35,33,637,66,10,79,721,742,8,1464,11,0,0,14,27,0,0,0,27,3,83,111,3220,428,144,95,3888,190,26,214,4101,906,108,5113
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR802,1680,27,15,35,1718,244,5,1964,30401,3365,589,113,34470,329,98,421,34896,1341,35,36270,21996,3423,388,116,25923,196,60,257,26182,678,37,26891,3766,589,647,49,5048,16,0,21,5071,130,10,5211,213,37,14,213,475,0,0,6,475,19,44,543,56382,7418,1640,478,65918,541,166,701,66616,2171,127,68917,494,75,18,5,585,62,11,74,660,24,0,689,606,72,13,10,696,38,11,48,740,39,4,783,1102,147,28,9,1281,100,22,119,1403,62,4,1471,57480,7563,1664,491,67199,638,184,822,68021,2234,131,70387,7844,1356,276,148,9623,215,47,263,9883,1270,32,11184,82,17,5,78,182,0,0,0,187,12,116,313,65405,8938,1945,714,77002,855,230,1084,78091,3511,273,81883
SOSR822,0,0,0,0,0,0,0,0,41,13,10,0,64,0,0,0,64,0,0,64,56,11,0,0,65,0,0,0,67,0,0,67,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,97,21,13,0,133,0,0,0,131,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,21,13,0,133,0,0,0,131,0,0,131,5,4,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,109,29,13,0,143,0,0,0,144,0,0,144
SOSR831,4,0,0,0,4,0,0,4,36,5,0,0,39,0,0,0,39,0,0,39,17,0,0,0,23,0,0,0,23,0,0,23,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,70,4,0,0,69,0,0,0,69,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,0,0,69,0,0,0,69,0,0,71,7,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,77,4,0,0,81,0,0,0,81,0,0,78
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR915,0,0,0,0,0,0,0,0,75,4,0,0,86,0,0,0,86,0,0,86,76,5,0,0,86,0,0,0,86,0,0,86,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,5,6,0,0,0,6,0,0,6,164,14,0,4,184,0,0,0,184,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,162,14,0,4,187,0,0,0,187,0,0,186,29,0,5,0,39,0,0,0,39,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,196,18,5,6,221,0,0,0,221,0,0,228
SOSR921,0,0,0,0,0,0,0,0,51,15,7,0,75,0,0,0,71,0,0,74,52,14,5,0,74,0,0,0,74,13,0,87,4,0,5,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,112,27,8,3,155,0,0,0,151,17,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,27,8,3,155,0,0,0,151,17,0,174,9,3,0,0,14,0,0,0,14,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,115,40,8,8,171,0,0,0,167,19,0,190
SOSR922,0,0,0,0,0,0,0,0,33,0,0,0,33,0,0,0,33,0,0,38,24,15,0,0,40,0,0,0,40,6,0,43,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,68,16,0,0,83,0,0,0,83,6,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,16,0,0,83,0,0,0,83,6,0,87,13,15,0,0,32,0,0,0,32,0,0,36,3,0,0,0,3,0,0,0,3,0,0,3,79,32,0,0,117,0,0,0,117,3,0,123
SOSR931,0,0,0,0,0,0,0,0,13,7,0,0,21,0,0,0,21,4,0,23,16,6,0,0,23,0,0,0,23,5,0,31,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,37,15,0,0,55,0,0,0,55,5,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,10,0,0,0,0,0,0,10,10,10,0,0,10,37,15,0,0,55,0,10,10,61,5,0,67,3,0,0,0,3,3,0,3,9,3,0,9,0,0,0,0,0,0,0,0,0,0,9,9,37,15,0,0,57,3,10,10,65,11,9,86
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
