SOSR_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
SOSR515,0,0,0,8,44,31,250,418,111,77,92,117,23,15,30,1224,4,0,5,3,30,7,9,5,0,3,4,0,0,0,0,64,0,4,8,16,18,10,19,6,3,6,0,3,0,0,17,110,0,4,19,32,66,84,324,100,9,11,18,21,18,9,8,726,0,0,0,0,10,5,16,8,11,3,3,4,6,0,0,79,0,0,0,0,5,0,21,37,8,3,26,19,0,0,6,124,0,0,0,4,8,21,104,66,33,14,18,23,7,3,22,319,109,308,1654,1070,692,393,747,318,29,22,35,43,24,3,251,5700,0,0,28,39,24,43,58,18,3,8,14,15,12,13,4,287,0,0,0,4,13,12,40,26,13,10,7,8,5,0,9,141,22,48,171,136,186,137,466,291,74,57,67,122,92,85,83,2047,252,720,2255,1855,1802,1348,3293,2094,407,348,443,630,282,179,712,16625
SOSR521,0,0,0,7,17,21,97,164,42,38,41,41,30,0,14,510,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,0,0,3,11,3,0,0,0,0,0,0,0,0,0,3,24,0,0,5,9,29,25,129,55,12,3,9,10,12,12,10,309,0,0,0,0,3,6,5,3,0,0,3,0,0,0,0,16,0,0,0,0,0,0,8,8,0,0,18,20,7,0,0,60,0,0,0,6,3,11,23,13,4,10,6,7,0,0,6,95,53,147,657,426,258,162,307,137,8,9,13,21,7,0,103,2322,0,3,7,9,16,12,16,9,0,0,0,0,3,0,0,78,0,0,0,0,4,0,10,12,0,6,4,0,4,0,0,43,10,20,91,58,53,41,139,69,15,16,20,43,12,48,25,652,114,305,905,728,697,520,1079,736,131,112,156,190,102,71,263,6117
SOSR522,0,0,0,4,15,3,23,25,8,4,11,9,0,0,3,113,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,7,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,8,0,0,3,7,7,17,31,18,0,3,0,5,8,0,0,102,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,6,0,0,0,0,0,0,10,10,0,0,3,4,0,0,0,23,27,90,389,219,138,77,141,64,12,6,10,11,4,0,52,1245,0,0,6,0,0,3,7,11,3,0,0,3,0,0,4,43,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,15,9,9,32,22,23,20,40,28,8,3,15,20,4,0,15,251,56,160,508,362,353,241,406,287,74,36,62,82,23,13,135,2797
SOSR531,0,0,0,12,62,42,181,242,40,30,31,43,21,9,49,767,5,10,6,10,68,8,12,4,0,0,5,0,0,0,0,124,3,9,21,30,40,31,45,19,0,3,0,7,0,0,5,223,0,10,22,74,185,236,727,254,30,29,37,60,19,10,57,1752,5,5,5,4,13,4,11,6,0,0,0,4,0,0,24,76,0,0,0,0,4,3,14,18,3,5,16,27,5,0,12,97,0,0,3,13,17,23,69,57,9,10,14,19,16,0,12,264,168,587,3215,2164,1692,1161,2020,624,55,36,69,89,30,14,544,12458,3,10,60,90,64,63,116,69,9,3,10,13,12,0,14,541,0,0,0,18,116,57,41,44,4,12,6,5,7,10,98,418,35,107,436,369,452,366,691,300,45,55,94,232,70,81,312,3648,419,1434,4559,3794,4224,3093,5489,2582,344,325,471,766,273,179,1804,29754
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,6,3,0,0,3,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,3,0,0,25,0,0,4,7,14,19,46,20,0,5,6,8,3,0,16,148
SOSR599,0,0,0,0,0,0,6,12,0,0,0,0,0,0,8,35,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,18,3,0,4,0,0,0,9,6,55,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,7,80,51,48,38,43,27,8,4,14,31,16,12,53,431,0,4,0,0,3,4,4,4,0,0,0,10,5,3,4,43,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,11,0,0,8,8,20,8,30,13,12,10,16,57,23,12,44,258,7,25,109,106,143,110,179,110,28,22,56,166,79,92,210,1431
SOSR603,0,0,5,22,137,80,213,212,79,60,86,65,49,3,29,1054,23,32,28,28,95,42,27,22,4,0,0,5,0,0,9,314,7,3,11,20,23,23,64,56,16,26,26,19,12,0,7,304,3,14,39,94,93,125,261,89,29,23,36,49,22,18,6,899,0,0,6,9,30,21,91,299,115,74,64,53,21,0,11,789,0,0,0,0,8,12,41,188,25,29,28,21,3,0,6,365,0,0,0,8,24,35,163,94,31,23,11,16,12,4,6,427,269,907,1986,1299,724,452,806,403,71,53,68,80,35,18,246,7421,0,11,49,100,88,130,209,131,23,21,28,42,22,5,16,873,0,0,3,20,18,24,112,349,87,90,77,107,46,4,41,978,94,201,273,344,372,410,994,957,341,332,336,281,116,21,101,5182,625,2082,3259,2706,2588,2215,6011,8786,3046,2874,2671,2385,855,175,950,41226
SOSR611,0,0,0,8,57,68,99,73,29,16,43,26,8,0,15,445,7,0,11,0,27,13,9,6,0,0,0,0,0,0,5,85,4,5,6,0,5,6,25,22,8,5,9,8,6,0,0,109,0,0,15,25,34,33,75,23,0,0,5,10,5,6,4,246,0,0,0,0,10,0,25,48,44,27,38,28,10,7,3,251,0,0,0,0,0,7,11,42,3,15,8,6,0,0,0,93,0,0,0,0,4,15,33,22,3,9,11,3,0,0,3,122,97,375,808,500,298,108,245,89,16,16,12,20,15,4,75,2681,0,0,8,33,23,29,61,32,0,11,9,11,0,0,0,216,0,0,0,5,12,0,22,82,37,11,23,25,12,0,4,237,21,57,120,106,111,81,445,422,154,138,149,160,95,19,47,2114,177,813,1199,917,888,633,1889,2442,915,931,871,832,344,66,290,13206
SOSR612,0,0,0,6,34,27,40,47,14,4,20,16,0,3,15,226,5,4,3,0,13,3,0,0,0,0,0,0,0,0,0,32,0,4,3,3,4,4,0,7,0,0,0,0,0,0,0,22,0,5,3,10,18,13,33,9,0,0,0,5,0,0,7,113,0,0,0,0,3,4,22,32,11,22,17,10,4,7,6,135,0,0,0,0,0,0,9,28,3,12,21,25,5,0,4,110,0,0,0,0,0,3,20,5,11,5,5,4,3,0,3,61,55,211,496,286,141,51,81,33,7,5,4,10,3,3,58,1449,0,0,11,13,10,18,27,13,0,0,5,0,3,0,8,110,0,0,0,3,3,0,10,16,0,3,7,11,0,0,5,62,11,37,66,43,53,53,72,40,11,17,24,64,23,25,30,581,104,383,707,485,423,320,569,535,187,230,259,285,95,52,172,4818
SOSR613,0,0,0,0,8,10,3,8,3,3,0,4,0,0,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,4,0,8,3,0,0,0,0,0,0,0,13,27,63,179,99,35,18,27,13,0,3,0,0,0,0,18,476,0,0,0,10,0,4,0,9,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,6,10,12,14,5,3,13,13,3,12,0,12,0,0,4,110,48,174,244,156,104,74,96,96,31,36,20,30,5,0,35,1148
SOSR614,0,0,5,0,3,9,14,6,3,0,0,0,0,0,0,51,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,0,9,15,5,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,13,0,5,0,4,0,0,0,21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,6,5,4,0,3,0,0,0,0,3,0,19,18,74,209,138,55,31,50,18,5,0,3,0,0,0,25,625,0,0,0,4,5,6,10,10,0,0,0,4,0,0,0,46,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,10,12,18,20,20,18,22,17,5,4,3,3,0,0,4,140,41,141,298,226,160,131,163,115,47,21,28,22,9,6,53,1444
SOSR615,0,0,0,5,38,29,30,55,10,20,20,15,8,0,14,239,0,0,7,8,9,3,8,0,0,3,0,0,0,0,0,32,0,0,4,0,3,0,0,3,4,0,0,4,0,0,0,25,0,3,6,11,22,22,87,9,7,10,22,9,0,0,5,216,0,0,0,5,5,0,0,19,8,3,0,4,3,0,0,55,0,0,0,0,0,0,7,12,0,0,7,5,0,0,0,31,0,0,0,3,12,3,25,22,5,0,6,5,0,0,8,78,96,445,987,605,334,145,213,82,14,10,11,17,11,0,115,3090,0,0,13,26,13,15,35,32,5,4,3,7,3,0,0,163,0,0,0,0,3,3,0,8,3,0,0,5,0,0,0,20,17,65,112,87,73,60,115,90,21,29,18,45,20,16,24,796,170,794,1345,1037,833,456,842,670,191,222,214,220,84,28,272,7382
SOSR621,0,0,0,3,16,5,18,20,6,7,6,9,0,0,3,85,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3,0,9,0,6,0,0,7,0,0,0,0,24,0,0,0,9,16,16,32,12,7,0,4,5,0,0,3,107,0,0,0,0,0,0,3,8,0,9,3,0,0,0,0,23,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,17,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,18,40,147,315,220,120,64,101,29,3,4,4,3,0,3,52,1113,0,0,7,6,10,5,30,13,7,3,0,0,6,0,0,94,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,8,16,53,38,43,36,42,27,10,8,3,12,11,0,8,317,69,249,482,401,318,205,337,211,84,66,55,50,21,11,105,2667
SOSR622,0,0,0,0,4,0,8,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,9,3,6,0,0,0,0,8,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,18,15,63,168,94,66,28,51,16,4,0,0,7,0,0,18,531,0,0,0,4,10,8,8,4,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,18,26,15,11,14,11,0,0,3,13,0,0,3,128,20,111,223,178,168,91,130,59,12,6,13,29,4,0,58,1112
SOSR631,0,0,0,13,34,27,69,51,16,9,17,10,5,0,12,262,0,3,4,4,34,13,4,9,0,0,0,3,0,0,0,83,0,3,11,8,7,15,15,10,0,0,5,3,0,0,0,78,0,5,22,35,57,76,131,43,10,8,19,4,10,0,3,423,0,0,3,4,10,9,4,11,6,6,10,0,0,3,6,73,0,0,0,0,0,4,8,15,0,6,10,5,0,0,5,55,0,0,0,6,0,10,28,21,9,6,6,7,10,0,10,110,98,481,1479,1034,673,393,598,152,33,28,26,32,12,11,219,5274,0,6,41,76,80,58,114,54,13,5,16,7,7,4,10,491,0,0,0,3,0,0,11,23,8,0,0,3,0,0,3,62,19,85,217,205,197,128,220,107,32,26,39,104,69,8,39,1509,225,918,2182,1908,1741,1192,1799,921,226,214,244,306,171,35,436,12503
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,8,9,4,6,4,0,0,0,0,0,0,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,0,0,0,8,0,0,9,39,4,6,14,23,13,8,26,11,5,9,8,9,0,0,18,161
SOSR703,0,3,5,107,486,306,1490,1439,310,286,250,286,79,18,95,5162,3,0,4,8,25,6,18,4,7,12,0,0,0,0,0,92,0,5,19,41,36,29,33,21,5,22,15,17,12,0,5,266,3,3,9,20,24,41,194,100,47,21,39,70,16,8,9,599,0,0,9,29,65,42,138,233,131,119,131,111,31,3,19,1056,0,0,0,6,9,14,83,175,41,32,22,16,0,0,9,405,0,0,10,40,78,99,251,146,44,30,34,41,15,6,28,814,43,193,720,501,345,286,649,536,88,62,80,129,63,20,99,3812,0,0,14,42,31,46,71,78,8,11,24,16,16,3,6,381,0,0,0,47,129,85,149,223,84,76,68,81,49,7,31,1020,20,74,252,729,694,515,1159,968,309,217,229,377,124,23,153,5852,125,595,1736,2510,3036,2558,7450,7885,2226,2198,2070,2283,831,164,895,36574
SOSR712,0,0,0,3,56,53,142,119,41,32,30,55,25,13,19,582,0,0,0,0,6,0,5,3,0,0,0,0,0,0,0,17,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,14,0,0,0,4,9,13,66,47,4,0,10,3,0,0,5,166,0,0,0,5,0,10,18,42,19,9,7,10,0,3,3,123,0,0,0,0,0,10,17,27,0,0,5,3,0,0,0,65,0,0,0,0,5,5,24,6,0,0,6,6,0,0,0,61,4,44,159,117,65,62,98,74,16,14,12,5,11,9,21,707,0,0,5,21,16,36,34,84,33,45,67,117,104,98,14,678,0,0,0,9,7,13,12,18,4,12,6,14,0,4,0,87,0,16,41,49,57,89,444,193,77,56,42,43,24,23,26,1181,13,113,272,335,394,460,1538,1279,388,355,416,524,246,184,159,6676
SOSR714,0,0,0,0,16,19,37,67,8,8,15,21,0,0,13,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,12,0,5,0,0,6,0,0,31,0,0,0,0,0,0,0,16,6,6,7,0,0,0,0,35,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,6,0,8,0,3,0,0,0,0,0,0,20,0,4,14,22,6,11,14,5,0,0,0,4,0,0,5,96,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,17,0,0,0,0,0,0,3,5,0,0,6,0,5,0,4,25,0,0,4,0,11,17,37,32,14,14,3,8,5,0,0,138,0,14,39,51,76,85,194,287,92,71,68,62,31,9,50,1115
SOSR715,0,0,0,4,13,10,24,28,11,8,11,8,4,0,12,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,19,3,0,7,0,3,0,0,0,38,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,4,0,0,0,0,3,0,0,28,3,5,31,21,20,8,17,19,3,5,5,7,3,0,3,153,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,11,0,0,9,16,27,14,61,39,5,7,8,8,7,3,9,223,9,17,61,72,112,102,259,214,53,51,76,78,25,7,48,1175
SOSR721,0,0,0,0,5,3,8,15,4,5,4,7,3,0,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,8,6,0,0,3,0,0,0,0,25,0,0,0,0,0,0,0,7,0,0,5,4,0,0,0,22,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,11,5,0,0,0,0,0,0,25,0,6,19,15,20,9,12,5,3,3,5,6,0,0,6,118,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,11,0,0,9,21,15,21,38,12,6,10,8,6,5,0,8,160,3,19,37,56,70,76,162,129,50,32,45,50,30,4,31,797
SOSR722,0,0,0,0,6,0,4,6,0,0,6,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,4,33,12,11,8,14,4,0,3,0,5,4,0,6,107,0,0,3,0,0,0,3,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,6,3,14,22,17,7,0,6,3,5,0,3,96,3,18,44,53,44,50,86,64,21,8,22,26,18,0,21,481
SOSR731,0,0,0,14,33,32,32,38,7,11,6,12,0,0,12,203,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,10,36,5,5,0,0,5,8,0,3,80,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,15,0,0,0,13,17,13,25,24,10,9,10,17,6,0,9,147,18,51,218,141,81,62,130,67,3,5,10,18,6,0,54,855,0,0,22,8,6,9,9,13,0,0,3,7,0,4,0,82,0,0,0,20,42,22,25,26,3,6,4,21,5,0,19,193,4,25,64,75,71,48,91,56,7,16,20,52,56,16,36,630,32,131,434,468,435,324,533,352,69,54,81,171,98,25,195,3405
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,0,0,0,0,0,4,22
SOSR799,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,19,13,11,6,26,6,0,3,4,27,12,11,6,144,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,5,7,9,9,0,6,10,35,25,3,8,124,0,15,31,38,47,32,70,39,7,13,25,83,52,30,22,492
SOSR802,0,3,32,158,608,562,1107,1201,281,250,290,304,125,48,86,5051,42,39,71,84,430,121,103,62,10,11,15,8,5,0,18,1009,8,24,62,135,160,129,272,159,47,43,37,22,17,17,28,1166,0,38,57,183,217,330,689,453,56,84,62,100,28,17,23,2333,0,17,55,122,518,566,926,637,91,109,90,89,35,14,24,3298,0,0,6,15,60,84,161,183,47,36,38,23,10,3,15,690,0,6,14,81,166,219,477,308,53,71,65,67,25,8,44,1616,454,1560,3805,2541,1833,1212,2201,1221,180,153,163,151,99,54,312,15952,19,29,163,338,346,432,705,513,92,138,139,180,157,67,44,3365,0,5,21,552,839,592,745,559,153,154,134,126,68,4,127,4077,296,701,1830,2143,2355,2546,4438,3121,794,953,1100,1200,545,125,421,22566,1448,4599,9387,9468,12383,13078,28194,22087,5457,6487,6309,5690,2606,738,2471,130394
SOSR822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,5,7,9,10,6,5,4,0,0,0,0,0,0,0,0,62
SOSR831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,5,6,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,0,0,0,0,0,6,0,21,0,4,11,7,9,7,17,3,0,0,0,11,0,10,0,85
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
