SOSR_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
SOSR513,0,0,0,3,0,0,0,0,0,3,3,3,6,85,15,6,12,9,3,141,0,0,0,23,6,6,6,5,0,46,0,0,0,0,0,0,0,3,0,4,0,0,0,19,3,0,0,0,0,22,0,0,0,5,0,0,0,0,0,10,0,0,4,33,5,9,0,0,0,61,0,0,0,0,0,0,0,0,0,8,0,3,5,23,6,3,0,0,0,42,0,0,0,10,5,3,0,3,0,19,0,0,0,19,0,0,0,0,0,21,0,0,0,15,7,5,15,8,3,61,9,84,102,530,281,289,105,21,0,1408,0,0,0,0,0,3,3,0,0,14,0,0,0,31,6,5,0,0,0,37,0,0,6,10,8,8,3,0,0,29,0,66,87,206,114,50,9,0,0,538,0,0,0,5,4,5,3,4,0,23,0,0,0,0,0,0,0,0,0,4,0,11,15,62,42,51,27,16,4,222
SOSR514,0,0,0,0,0,0,0,0,0,0,0,0,3,24,12,0,12,4,0,63,0,3,0,37,6,0,8,11,11,74,0,3,3,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,6,0,0,0,5,0,6,21,12,3,52,0,15,19,104,88,61,50,13,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,0,0,0,0,9,4,0,0,0,10,0,9,16,32,20,9,0,0,0,88,0,0,0,0,5,3,3,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,6,24,10,0,66
SOSR515,0,0,0,0,0,0,0,0,0,0,0,7,4,63,13,27,15,11,0,141,0,4,3,21,6,16,43,55,29,171,0,6,0,6,0,0,4,0,0,12,0,0,3,13,0,0,0,0,0,19,0,0,0,4,0,0,0,0,0,11,0,3,5,42,14,13,12,0,0,91,0,0,0,0,0,5,3,5,0,10,0,0,3,3,0,0,0,0,0,17,0,0,4,31,18,3,4,0,4,77,0,0,0,15,0,0,0,0,0,14,0,6,9,13,12,16,60,33,11,151,12,61,86,436,293,304,188,62,10,1451,0,0,0,0,0,0,0,3,4,13,0,4,0,13,0,8,0,0,0,26,0,0,3,11,10,8,3,0,0,38,7,63,77,238,95,32,0,0,0,506,0,0,0,12,3,7,3,4,0,24,0,0,0,7,3,0,0,0,0,12,0,0,11,42,26,61,63,38,10,242
SOSR521,0,0,0,0,3,0,0,0,0,3,0,3,5,32,3,4,10,4,0,61,0,0,0,10,0,11,11,13,8,56,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,3,3,4,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,5,4,0,0,7,0,0,0,4,0,0,0,0,0,3,0,0,0,8,6,12,21,17,4,67,0,14,10,151,114,140,93,25,3,552,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,7,4,39,42,91,44,0,0,0,0,226,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,21,21,14,3,82
SOSR522,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,4,0,4,0,19,0,0,0,0,0,4,10,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,6,0,0,3,0,3,4,11,11,0,31,0,7,19,58,55,56,44,11,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,26,4,8,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,4,5,8,22,15,10,3,60
SOSR531,0,0,0,20,3,0,0,0,0,32,0,0,7,110,45,36,46,28,11,286,0,0,8,60,10,55,159,93,28,408,0,0,5,5,0,7,3,0,0,20,0,0,6,15,3,3,0,0,0,32,0,0,0,5,8,0,0,0,0,17,0,10,14,69,36,29,25,4,0,174,0,0,0,0,0,0,17,11,0,31,0,0,0,16,11,3,9,0,0,40,0,0,3,15,7,10,11,0,0,46,0,0,0,11,0,0,0,0,0,16,0,0,9,34,34,62,124,77,9,350,7,44,122,685,545,650,393,85,4,2531,0,0,0,3,0,7,4,3,0,22,0,0,6,26,0,0,3,0,0,36,0,0,3,16,29,15,4,0,0,66,0,22,43,189,66,27,0,0,0,359,0,0,0,12,12,11,21,0,5,59,0,0,0,10,5,0,0,0,0,20,0,0,9,73,91,147,107,52,11,499
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,5,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,13
SOSR599,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,7,0,16,0,0,3,11,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,8,0,0,0,6,0,0,0,0,0,4,0,0,0,6,0,0,5,0,0,12,5,5,10,50,27,32,16,9,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,4,0,0,16
SOSR603,0,0,0,12,4,6,0,0,0,27,0,6,11,43,18,18,24,16,3,147,0,3,0,35,12,24,66,58,43,248,4,11,16,28,12,5,5,0,0,74,4,21,17,135,11,21,4,3,0,224,0,0,0,18,5,4,9,0,0,42,0,5,70,171,24,32,29,11,5,347,0,0,0,0,4,4,6,0,6,20,0,0,4,19,6,0,0,0,0,26,0,0,10,20,8,7,9,0,0,55,9,68,242,1850,25,5,0,0,0,2202,0,4,8,27,21,28,95,89,25,293,3,34,49,224,157,154,122,36,6,791,0,0,0,0,0,4,0,0,0,4,13,28,32,469,14,3,0,0,0,560,0,0,0,6,19,6,0,0,0,42,6,45,52,177,49,16,13,3,0,364,0,0,3,29,7,15,32,18,7,121,0,0,0,8,6,6,0,0,0,15,0,9,5,45,69,78,94,61,30,395
SOSR611,0,0,0,0,0,0,0,0,0,3,0,3,4,18,11,4,3,5,3,48,0,3,0,8,0,6,14,19,20,67,0,0,5,3,0,0,0,0,0,16,0,4,3,31,8,4,4,0,0,51,0,0,0,0,0,7,0,0,0,6,7,9,39,65,15,8,6,0,0,152,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,12,28,33,25,3,0,0,0,98,4,58,110,525,7,0,0,0,6,713,0,0,0,15,11,6,39,54,19,141,0,11,22,79,68,64,41,18,3,314,0,0,0,0,0,0,0,0,0,0,4,20,15,207,7,0,0,0,0,252,0,0,0,3,7,0,0,0,0,15,4,11,25,43,15,11,6,0,0,107,0,0,0,0,8,7,5,7,8,28,0,0,8,9,3,0,0,0,0,16,0,4,3,18,17,36,50,23,13,163
SOSR612,0,3,0,3,0,0,0,0,0,13,0,0,4,0,4,0,5,3,0,18,0,0,0,3,4,9,4,4,0,24,0,0,0,0,0,0,0,0,0,7,0,0,3,16,0,0,0,0,0,20,0,0,0,0,0,4,0,0,0,7,0,4,4,12,6,0,6,0,0,23,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,4,113,0,0,0,0,0,129,0,0,0,10,3,8,21,16,7,60,0,0,8,39,45,43,36,13,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,3,0,3,5,21,9,0,3,0,0,41,0,0,0,0,0,0,6,4,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,18,19,24,11,78
SOSR613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,5,4,19,19,11,56,0,4,0,10,6,5,9,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,0,24
SOSR614,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,12,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,13,0,0,0,4,0,5,14,5,0,31,3,0,0,24,13,14,20,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,3,0,4,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,9,8,0,34
SOSR615,0,0,0,3,0,0,0,0,0,4,0,0,0,4,6,5,12,4,3,36,0,0,0,8,0,5,13,12,7,47,0,0,0,0,0,0,0,0,0,8,0,3,5,16,0,3,0,0,0,31,0,0,0,0,0,0,0,0,0,8,0,0,0,11,6,4,0,4,0,27,0,0,0,0,0,3,8,3,0,11,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,121,0,0,0,0,0,134,0,0,0,12,13,19,68,52,16,179,0,9,15,71,61,80,83,29,5,357,0,0,0,0,0,0,0,0,0,0,0,0,6,60,5,0,0,0,0,65,0,0,0,11,6,4,0,0,0,28,0,13,8,27,6,4,0,0,0,54,0,0,0,3,0,0,5,0,0,21,0,0,0,0,0,0,0,0,0,3,0,6,3,11,12,24,42,36,14,139
SOSR621,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,12,0,0,0,3,0,5,6,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,47,0,0,0,0,0,7,14,24,0,45,0,0,3,23,25,36,39,11,4,137,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,0,3,0,13,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,27,11,5,66
SOSR622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,3,0,5,4,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,3,4,10,3,0,18,0,0,0,7,6,22,15,6,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,6,10,0,26
SOSR631,0,0,0,0,0,0,0,0,0,3,0,0,5,13,13,20,19,4,4,83,0,0,0,11,8,8,23,11,3,71,0,0,0,7,3,3,0,0,0,10,0,0,4,4,3,9,0,0,0,24,0,0,0,0,0,0,0,0,0,6,0,0,0,13,7,7,7,0,0,34,0,0,0,0,3,7,12,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,67,0,0,0,0,0,83,0,0,6,25,19,32,87,57,5,239,0,23,30,145,159,189,137,64,9,747,0,0,0,0,0,0,0,0,0,5,0,0,0,104,0,0,0,0,0,105,0,0,0,8,15,15,5,5,0,46,0,12,9,16,4,5,4,0,0,48,0,0,0,3,3,12,11,4,0,37,0,0,5,4,0,0,0,0,0,6,0,0,8,17,29,57,69,41,13,239
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
SOSR703,0,0,5,3,6,0,0,0,0,7,0,15,14,175,19,17,21,14,0,274,0,8,3,71,20,23,40,29,13,199,0,8,3,29,3,5,0,0,0,55,3,15,11,81,17,8,0,0,0,133,0,0,0,21,0,3,0,0,0,25,4,15,20,100,48,34,34,26,3,276,0,0,0,0,0,0,8,0,0,13,0,5,0,23,3,5,0,0,0,40,0,4,4,31,23,7,11,3,0,79,0,33,220,1075,34,10,0,0,0,1374,0,0,0,15,13,11,31,11,3,86,10,53,75,287,208,250,165,43,3,1104,0,0,0,0,0,0,0,0,0,3,11,25,26,300,19,10,3,0,0,392,0,4,9,50,55,22,8,4,3,158,16,209,400,837,418,171,69,14,4,2139,0,0,0,20,5,5,7,6,0,34,0,0,3,5,4,3,3,0,0,16,0,5,12,47,25,46,30,21,4,188
SOSR712,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,3,3,0,0,42,0,0,0,18,0,0,7,10,5,35,0,0,0,9,0,0,0,0,0,13,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,4,0,0,0,3,0,0,0,11,6,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,4,9,107,0,0,0,0,0,118,0,0,0,3,0,3,4,4,8,24,5,38,44,143,49,67,39,5,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,45,0,0,0,7,9,4,0,0,0,25,3,17,37,121,42,15,10,0,0,254,0,0,0,5,0,4,0,0,0,11,0,0,5,9,0,6,0,0,0,15,0,0,0,8,4,4,6,3,0,31
SOSR714,0,0,0,8,0,4,0,0,0,14,0,0,0,6,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,74,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,5,0,0,5,13,8,8,7,5,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,11,13,32,6,5,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8
SOSR715,0,0,0,0,4,0,0,0,0,6,0,0,0,6,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,3,3,48,22,26,12,0,0,111,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,6,0,3,5,11,6,3,0,0,0,30,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9
SOSR721,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,8,0,0,3,22,12,16,7,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,13,0,3,4,14,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SOSR722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,20,9,6,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,6,0,0,0,7
SOSR731,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,12,9,0,33,0,0,0,5,0,4,8,5,0,27,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,5,4,0,0,27,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,7,0,0,0,3,0,6,14,16,5,46,0,4,8,58,54,72,60,22,0,275,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,6,8,9,0,0,0,24,0,5,0,22,12,6,3,0,0,49,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13,14,4,0,38
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,12,4,7,12,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
