SOSR_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
SOSR511,0,7,4,9,6,12,7,0,0,50,3,53,110,181,154,116,45,22,5,693,0,3,3,14,5,4,0,0,0,32,0,0,0,45,0,0,0,0,0,53,0,11,8,7,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,4,6,15,15,15,21,6,0,90,0,0,3,12,10,5,9,0,0,35,0,0,5,10,10,15,17,3,0,60,0,13,21,48,52,50,34,5,3,224,6,39,27,145,72,83,61,30,10,479,80,206,187,623,314,301,209,112,77,2115,2348,5413,4269,9451,4750,4551,3690,1901,584,36962,0,0,0,4,0,0,0,0,0,4,2056,4493,3490,6915,3516,3294,2732,1447,588,28540,0,0,5,14,3,0,0,0,0,24,0,0,0,4,0,0,0,0,0,3,0,0,3,18,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,8,0,0,5,29,7,8,4,0,3,64
SOSR512,0,4,0,13,17,13,0,3,0,45,4,67,104,232,179,99,55,22,14,756,4,6,4,29,15,4,7,3,0,77,0,4,0,23,0,0,0,0,0,28,0,45,38,30,8,0,0,0,0,120,0,0,0,7,0,0,0,0,0,13,0,13,10,33,21,25,25,15,5,147,0,5,8,38,23,10,7,5,0,102,0,0,0,16,19,26,21,15,3,95,0,13,30,98,68,44,24,5,0,280,10,51,61,274,150,105,91,83,33,856,216,566,469,1329,652,630,438,284,113,4688,3616,8281,6935,14820,7607,7498,6098,3357,1143,59351,0,5,6,12,5,0,0,0,0,21,3206,6776,5322,10306,5698,5250,4485,2426,1150,44616,0,0,0,8,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,8,0,3,0,27,9,0,0,0,0,47,0,0,4,5,0,0,0,0,0,15,5,7,12,53,23,30,13,4,3,139
SOSR513,0,11,0,20,8,6,10,4,0,53,4,38,52,169,106,58,22,9,0,466,0,10,4,38,18,6,0,0,0,83,0,0,0,22,0,0,0,0,0,20,0,19,24,14,0,5,0,0,0,61,0,0,0,10,0,5,0,0,0,12,0,6,3,28,12,12,10,3,0,72,0,11,7,25,4,3,0,0,0,40,0,0,10,17,4,10,9,6,3,49,0,6,12,57,46,29,6,3,0,162,0,31,39,234,89,87,38,19,4,542,287,627,512,1611,687,545,203,98,18,4580,2837,5568,3815,11040,4739,3721,1823,814,207,34557,0,0,0,5,0,0,0,0,0,6,2334,4415,2517,6894,2508,1833,1037,510,185,22227,0,0,0,4,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,8,0,0,5,26,0,4,0,0,0,37,0,0,0,10,0,0,0,0,0,11,0,0,4,49,18,9,3,0,0,81
SOSR514,0,0,0,3,0,5,0,0,0,11,0,5,4,35,28,12,18,5,4,115,0,3,0,6,0,0,0,0,0,15,0,0,0,13,0,0,0,0,0,17,0,4,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,6,8,7,14,12,3,0,55,0,0,0,9,0,4,0,0,0,14,0,0,0,10,0,7,7,9,0,38,0,0,0,0,4,0,8,4,0,21,5,8,13,84,31,35,26,11,6,210,70,148,131,354,214,155,116,67,37,1286,898,2074,1491,3433,1829,1670,1657,777,226,14058,0,0,0,0,0,0,0,0,0,0,740,1731,1066,2537,1366,1222,1137,548,218,10571,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,17,5,3,0,0,0,21,0,0,0,3,0,0,0,0,0,4,0,0,5,27,12,6,7,0,0,55
SOSR515,3,0,12,18,16,3,5,3,0,49,0,16,34,114,86,60,32,19,5,356,0,0,0,28,7,8,3,6,0,42,0,4,0,21,0,0,0,0,0,31,0,17,30,19,4,0,0,0,0,74,0,0,0,0,0,0,0,3,0,3,0,10,7,40,24,19,20,12,0,137,0,8,0,31,12,12,4,0,0,63,0,0,0,16,11,20,10,4,0,74,0,5,13,43,24,27,14,8,0,136,6,22,48,279,94,76,95,67,9,691,310,726,590,1540,784,706,505,270,95,5523,3111,6642,4949,11511,5998,5946,4934,2547,755,46388,0,0,13,27,5,4,0,0,0,51,2567,5162,3602,8169,3845,3752,3217,1507,685,32500,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,5,0,15,5,0,0,0,0,26,0,0,0,13,0,0,0,0,0,16,0,8,0,48,8,12,12,5,0,89
SOSR521,0,0,0,0,6,3,5,0,0,17,5,16,12,37,32,28,10,4,0,144,0,0,0,4,0,0,0,0,0,4,0,0,0,17,0,0,0,0,0,17,4,4,3,10,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,4,5,0,29,0,3,4,9,0,0,0,0,0,12,0,0,0,4,9,8,9,4,0,33,0,0,0,6,12,7,8,6,0,44,0,8,15,85,28,34,39,28,4,238,110,233,199,579,388,395,263,157,46,2365,1203,2504,1870,4212,2513,2859,2418,1177,320,19079,0,0,0,0,0,0,0,0,0,0,1000,1951,1467,3131,1656,1758,1494,753,291,13502,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,11,0,0,0,15,4,9,6,0,0,33
SOSR522,0,0,0,0,0,0,0,0,0,3,0,6,0,13,10,10,9,3,0,52,0,0,0,3,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,0,0,25,0,0,0,4,0,0,0,0,0,11,0,0,0,0,6,4,4,0,3,14,0,0,0,7,0,3,0,0,0,15,0,3,0,31,9,12,17,14,3,93,51,138,111,278,159,187,158,85,29,1197,685,1432,1187,2466,1348,1543,1432,688,176,10961,0,0,0,0,0,0,0,0,0,0,568,1262,1013,1934,942,1020,824,408,128,8105,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,14
SOSR531,0,9,11,19,27,18,19,8,0,96,6,45,92,268,209,165,92,31,6,914,0,0,4,24,5,5,7,0,0,53,0,0,0,25,0,5,0,0,0,31,0,15,11,12,3,0,0,0,0,44,0,0,0,9,4,4,0,0,0,13,5,12,23,46,30,68,57,22,6,264,0,8,11,79,64,47,22,4,0,236,0,0,6,17,24,42,37,13,0,143,0,6,14,80,69,75,49,12,0,302,0,19,76,521,205,296,235,111,20,1479,241,798,1148,3676,1988,1766,1145,490,95,11338,3737,10087,9381,21551,13733,14468,11045,4509,841,89366,0,0,0,9,0,0,0,0,0,9,3230,8246,6008,11519,7886,7947,5587,2082,475,52983,0,0,0,4,0,6,0,0,0,5,0,0,0,9,0,0,0,3,0,19,0,0,0,23,6,0,3,0,0,32,0,0,0,3,0,0,0,0,0,6,0,8,12,68,34,46,26,3,0,194
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,0,0,0,14,0,0,14,110,46,25,4,0,0,197,0,0,30,262,103,55,14,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,3,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR599,0,0,0,0,0,0,0,0,0,3,0,3,0,14,8,4,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,6,4,0,0,21,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,3,0,9,0,0,0,3,6,0,0,0,0,6,3,0,10,49,9,15,7,3,0,102,31,31,87,456,250,169,93,35,9,1156,149,244,414,1753,842,667,444,118,14,4639,5,0,0,0,0,0,0,0,0,13,119,194,247,755,298,267,167,20,4,2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,13
SOSR603,0,11,25,43,17,13,6,0,0,130,0,27,48,146,84,48,41,35,5,434,5,14,22,325,29,10,11,8,0,422,4,9,8,130,5,7,0,0,0,162,0,29,33,60,11,4,5,0,0,135,0,0,0,10,7,0,0,0,0,28,13,32,32,112,61,68,59,24,7,412,0,27,64,292,22,14,8,6,0,432,0,4,0,12,14,23,20,23,6,104,0,6,14,24,20,10,8,0,3,92,18,133,151,797,243,224,183,133,64,1949,176,432,445,1199,481,488,460,357,150,4174,5261,11367,11613,29465,11047,10655,9363,5279,1795,95846,0,0,7,20,9,0,5,0,0,58,4654,9483,9165,18643,9555,9538,8325,4772,2115,76244,0,8,16,135,3,0,0,0,0,170,0,0,0,8,5,7,8,0,3,26,0,3,0,154,4,0,0,0,0,170,0,0,0,24,4,0,0,0,0,32,0,7,12,78,46,29,28,8,0,215
SOSR611,0,8,4,33,5,4,0,0,0,60,0,3,11,40,22,18,15,4,4,112,3,9,14,90,15,8,0,0,0,138,0,5,0,35,0,0,0,0,0,43,0,9,6,14,5,0,0,0,0,27,0,0,0,6,4,0,0,0,0,8,3,8,10,24,20,12,9,3,3,97,0,10,18,64,6,3,0,0,0,105,0,0,0,4,0,7,5,8,3,25,0,0,4,9,0,4,0,0,0,23,8,50,53,335,128,87,79,53,20,820,72,155,296,566,205,219,218,176,73,1977,2146,4798,5114,11022,4658,4467,3806,2358,794,39168,0,6,16,47,15,9,4,0,0,88,1987,4086,4050,7920,4297,4063,3571,2169,1064,33202,0,0,8,30,0,0,0,0,0,41,0,0,0,5,3,0,0,0,0,6,0,0,0,18,4,0,4,0,0,28,0,0,0,6,0,0,0,0,0,7,0,5,9,35,19,13,0,9,0,86
SOSR612,0,0,0,0,0,3,0,3,0,9,0,4,6,18,7,13,11,4,0,57,0,10,8,31,18,0,0,0,0,63,0,0,0,33,0,0,0,0,0,36,0,5,4,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,12,11,9,9,4,0,53,0,3,0,13,3,0,3,0,0,27,0,0,0,3,4,3,0,7,0,19,0,0,0,0,3,6,0,4,0,12,4,5,22,81,31,31,29,36,16,250,47,109,104,253,153,165,150,134,53,1167,1239,2681,2548,5176,2642,2690,2439,1540,472,21432,0,0,0,0,0,0,0,0,0,0,1110,2501,2340,4515,2477,2571,2247,1317,619,19698,0,4,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,22
SOSR613,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,12,6,4,10,7,9,44,10,41,43,82,56,55,62,54,17,421,277,738,669,1213,691,872,847,542,188,6037,0,0,0,0,0,0,0,0,0,0,271,584,621,1123,705,878,778,486,219,5661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,15
SOSR614,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,4,0,12,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,13,0,0,0,3,5,0,0,0,0,9,0,0,3,17,8,9,7,9,6,57,25,61,59,127,67,83,87,42,24,582,480,1053,897,1851,912,1214,1059,527,144,8144,0,0,0,0,0,0,0,0,0,0,410,937,774,1706,904,1010,878,464,155,7236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10
SOSR615,0,0,0,5,0,0,0,0,0,6,0,0,11,34,23,12,6,6,5,103,0,4,0,26,3,0,6,0,0,31,0,0,0,9,0,0,0,0,0,5,0,5,0,7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,8,9,23,15,10,7,3,0,76,0,0,0,0,0,0,0,0,0,7,0,0,0,4,5,3,12,9,5,41,0,0,0,3,0,0,0,5,0,13,5,21,17,83,42,42,76,49,13,342,85,190,152,405,235,261,324,195,76,1935,1754,3932,3321,6981,3552,4196,4374,2452,764,31321,0,0,0,0,0,0,0,0,0,0,1566,3417,2844,6274,3363,3746,3612,2080,867,27772,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,13,9,8,9,7,0,59
SOSR621,0,0,0,0,0,0,0,0,0,6,0,5,6,15,10,8,10,0,0,52,0,3,0,5,0,0,0,0,0,11,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,5,8,9,7,0,47,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,6,0,0,10,0,0,0,3,0,4,0,0,0,12,0,0,3,31,14,25,24,15,0,124,28,65,77,142,109,135,142,87,24,804,538,1244,1037,2302,1370,1718,1663,878,201,10961,0,0,0,0,0,0,0,0,0,0,461,1143,815,1922,1127,1429,1187,580,206,8861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,3,0,0,21
SOSR622,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,4,0,0,13,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,3,0,0,0,4,0,3,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,17,3,10,9,8,3,57,9,32,28,53,43,57,81,48,23,375,202,474,394,830,593,807,866,388,98,4659,0,0,0,0,0,0,0,0,0,0,168,437,333,724,509,651,547,237,76,3677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,0,0,6
SOSR631,0,5,0,4,9,4,5,0,0,24,0,10,13,46,47,45,45,5,0,210,3,0,8,19,0,3,3,0,0,43,0,0,0,16,0,0,0,0,0,19,5,11,3,4,0,3,0,0,0,17,0,0,0,3,0,5,0,0,0,10,0,12,15,53,33,51,52,30,4,244,0,0,0,12,0,0,0,0,0,14,0,0,0,12,12,17,19,5,0,71,0,0,0,3,17,8,12,0,0,42,6,12,25,162,70,101,118,78,14,588,128,359,303,845,614,794,705,294,75,4117,2610,6649,5613,11184,7739,9634,8133,3249,600,55419,0,0,0,0,0,0,0,0,0,4,2296,5791,4481,9292,6283,7024,4824,1677,393,42059,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,12,41,21,30,22,4,0,127
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,15,0,8,11,24,14,26,40,4,0,131,21,50,108,234,130,104,90,18,0,758,0,0,0,0,0,0,0,0,0,0,19,33,76,135,56,60,32,10,4,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR703,0,16,0,34,10,18,14,4,0,102,5,36,46,126,56,34,11,9,0,319,5,43,37,318,64,36,26,12,3,541,5,16,0,95,4,3,0,0,0,127,4,28,46,83,26,22,0,0,0,205,0,0,0,3,5,9,0,0,0,24,6,17,14,61,32,20,14,10,4,185,6,44,53,184,47,44,29,7,0,411,0,0,7,26,7,0,10,0,5,53,0,12,17,82,32,16,3,0,0,172,20,172,171,690,352,286,218,127,43,2080,281,650,662,1942,731,541,335,116,46,5299,4374,8277,7790,21376,7817,6100,3989,1528,336,61583,0,0,0,7,0,0,0,0,0,6,3739,6227,4758,11335,4360,3452,2053,742,166,36832,0,14,39,162,16,7,6,3,0,250,0,0,0,9,5,6,3,0,0,20,0,5,3,79,3,3,0,0,0,95,0,9,7,56,18,10,10,5,0,110,3,0,0,66,20,9,13,7,0,124
SOSR712,0,0,0,0,3,0,0,0,0,7,0,5,14,30,21,4,5,3,0,77,0,5,3,42,11,9,0,0,0,71,0,0,0,22,0,0,0,0,0,24,0,0,3,7,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,15,50,24,177,50,50,11,4,0,375,0,0,6,16,8,9,0,0,0,36,0,0,0,3,0,7,0,0,0,16,0,0,18,29,20,10,0,0,0,81,6,19,27,171,79,43,29,13,0,395,43,81,76,292,95,106,54,16,4,771,956,1755,1339,4096,1466,1382,780,252,48,12075,0,0,0,4,0,0,0,0,0,4,777,1348,1038,2569,1056,940,537,199,88,8551,0,0,0,16,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,18,0,0,0,5,0,0,0,0,0,4,0,0,0,19,3,0,3,0,0,35
SOSR714,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,3,0,0,17,0,0,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,6,0,0,3,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,14,0,0,8,29,12,4,0,0,0,52,29,53,50,148,43,40,35,14,4,411,249,474,393,989,317,298,197,77,16,3009,0,0,0,0,0,0,0,0,0,0,176,383,265,633,246,207,99,38,10,2069,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SOSR715,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,14,0,0,0,4,0,0,4,0,0,9,0,0,0,5,0,0,0,0,0,5,0,5,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,11,3,3,0,0,0,21,0,4,0,18,19,3,3,3,0,63,47,90,90,258,97,91,33,9,0,708,701,1595,1526,2832,1013,739,327,77,10,8819,0,0,0,0,0,0,0,0,0,0,621,1343,1326,2529,879,574,223,59,16,7564,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
SOSR721,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,9,0,0,0,16,0,0,0,12,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,20,13,10,6,3,0,51,25,34,34,153,59,64,29,7,0,407,530,1007,1036,1932,735,538,247,67,11,6106,0,0,0,0,0,0,0,0,0,0,436,937,1004,1757,636,474,199,49,13,5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,3,0,0,0,13
SOSR722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,4,3,0,0,0,30,25,41,33,104,50,43,40,10,0,342,491,1115,950,1676,642,508,314,99,17,5813,0,0,0,0,0,0,0,0,0,0,407,929,894,1623,639,498,269,82,8,5352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8
