SAL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SAL51211,..,0,0,0,0,6,4,0,0,10,..,0,0,0,5,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,7,0,6,4,4,9,0,0,28,..,0,0,0,4,3,3,0,0,12,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51212,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,12,..,0,0,3,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,5,..,0,0,0,0,0,0,0,0,0
SAL51213,..,0,0,0,3,4,3,4,0,19,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,3,..,..,..,..,..,..,..,3,..,3,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,8,3,4,4,6,6,7,4,0,44,..,0,0,0,5,4,3,0,0,21,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0
SAL51214,..,0,0,3,6,6,0,0,0,8,..,0,6,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,3,6,7,0,0,0,35,..,0,0,0,3,5,0,0,0,14,..,0,4,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51215,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51216,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51217,..,0,0,0,0,0,5,3,0,10,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,8,5,0,24,..,0,0,0,0,0,6,5,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51218,..,0,0,0,0,0,0,0,0,4,..,3,0,4,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,8,4,0,8,3,0,0,25,..,0,0,0,0,0,0,0,0,5,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
SAL51219,..,0,119,201,167,125,87,26,6,739,..,17,101,48,25,13,0,3,0,216,..,0,0,9,18,5,4,0,0,31,429,..,..,..,..,..,..,..,..,429,..,87,..,..,..,..,..,..,..,87,..,82,53,10,5,0,0,0,0,157,..,13,7,6,0,4,3,5,0,32,..,3,15,0,0,0,0,0,0,20,..,5,7,4,4,3,0,0,0,25,..,0,27,29,18,15,13,11,0,120,9,7,11,0,0,5,0,3,0,27,433,225,333,309,241,169,116,44,11,1885,..,4,159,230,165,109,77,22,0,771,..,30,118,38,26,13,3,0,0,232,..,0,21,48,41,34,18,3,0,170,460,..,..,..,..,..,..,..,..,460,..,115,..,..,..,..,..,..,..,115,..,70,30,4,7,0,0,0,0,111,..,8,11,0,0,4,10,6,0,46,..,4,4,0,0,0,0,0,0,10
SAL51220,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51221,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51222,..,3,35,67,61,42,16,3,0,217,..,15,59,39,17,7,5,0,0,134,..,0,0,0,7,0,0,0,0,18,175,..,..,..,..,..,..,..,..,175,..,19,..,..,..,..,..,..,..,19,..,29,14,4,0,0,0,0,0,43,..,7,3,0,3,4,0,0,0,19,..,3,11,4,0,0,0,0,0,24,..,8,14,4,9,4,0,0,0,39,..,7,38,28,27,27,16,0,0,138,0,3,3,3,4,3,3,0,0,30,179,85,173,156,127,87,35,4,0,860,..,6,56,55,61,35,11,0,0,220,..,28,60,29,15,13,4,0,0,144,..,0,15,14,14,0,0,0,0,38,157,..,..,..,..,..,..,..,..,157,..,27,..,..,..,..,..,..,..,27,..,17,4,0,0,0,0,0,0,18,..,0,5,0,0,7,0,0,0,13,..,0,8,0,0,0,0,0,0,12
SAL51223,..,0,15,27,40,51,58,30,0,215,..,0,6,4,0,5,3,3,0,24,..,0,0,0,4,0,0,0,0,0,69,..,..,..,..,..,..,..,..,69,..,19,..,..,..,..,..,..,..,19,..,16,6,0,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,5,..,0,4,0,0,0,0,0,0,4,..,0,5,5,5,6,7,3,0,29,0,4,0,6,0,0,0,0,0,3,72,37,32,41,43,69,65,39,3,395,..,0,19,37,41,60,47,25,3,223,..,5,3,4,4,3,3,0,0,26,..,0,0,4,7,0,0,0,0,7,64,..,..,..,..,..,..,..,..,64,..,21,..,..,..,..,..,..,..,21,..,10,0,0,0,0,0,0,0,9,..,4,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0
SAL51224,..,0,9,14,30,28,28,9,5,134,..,4,7,5,7,6,6,0,0,28,..,0,0,0,4,4,0,0,0,8,54,..,..,..,..,..,..,..,..,54,..,13,..,..,..,..,..,..,..,13,..,26,4,3,4,0,0,0,0,30,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,5,0,0,0,3,0,0,9,..,0,3,4,8,16,8,9,3,56,0,3,0,0,4,3,0,4,0,16,60,41,28,31,50,59,44,25,14,358,..,0,16,27,33,27,30,8,3,134,..,4,3,5,8,3,0,0,0,31,..,0,3,8,5,5,4,0,4,27,61,..,..,..,..,..,..,..,..,61,..,10,..,..,..,..,..,..,..,10,..,17,0,0,0,3,0,0,0,18,..,0,0,0,0,0,0,3,0,4,..,0,0,0,0,0,0,0,0,0
SAL51225,..,0,5,30,77,88,72,38,15,314,..,4,17,3,6,8,5,0,0,36,..,0,0,0,0,3,0,0,0,7,97,..,..,..,..,..,..,..,..,97,..,68,..,..,..,..,..,..,..,68,..,19,19,0,4,0,0,0,0,37,..,0,0,0,0,0,3,0,0,8,..,0,5,0,0,0,0,0,0,5,..,4,4,0,0,0,0,0,0,12,..,0,0,5,6,8,4,4,5,38,0,5,3,5,0,0,0,0,0,22,99,97,54,43,94,99,79,46,17,631,..,0,7,39,91,92,55,28,10,327,..,3,12,9,6,5,3,0,0,38,..,0,4,3,12,0,7,0,4,40,118,..,..,..,..,..,..,..,..,118,..,106,..,..,..,..,..,..,..,106,..,14,3,3,0,0,0,0,0,28,..,0,0,0,0,0,0,4,0,8,..,3,6,0,0,0,0,0,0,12
SAL51226,..,0,9,12,18,26,19,6,0,98,..,4,3,5,8,7,4,0,0,33,..,0,0,0,0,0,0,0,0,6,40,..,..,..,..,..,..,..,..,40,..,10,..,..,..,..,..,..,..,10,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,3,..,0,0,0,0,3,5,4,0,15,3,0,0,0,0,0,0,0,0,10,40,16,17,18,33,44,33,11,0,216,..,0,11,15,24,22,15,5,0,101,..,3,7,0,8,7,3,0,0,25,..,0,0,0,3,6,0,0,0,11,52,..,..,..,..,..,..,..,..,52,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51227,..,0,0,3,16,16,8,0,0,37,..,0,3,0,5,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,18,..,..,..,..,..,..,..,..,18,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,18,6,9,5,15,14,8,5,0,89,..,0,5,4,8,13,4,0,0,35,..,0,5,0,4,0,0,0,0,11,..,0,0,3,0,0,0,0,0,5,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51228,..,0,0,3,3,0,3,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,4,4,0,0,18,..,0,0,0,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51229,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51230,..,7,314,414,188,177,150,57,10,1309,..,106,534,208,90,55,21,12,6,1021,..,0,3,11,24,18,0,5,0,57,393,..,..,..,..,..,..,..,..,393,..,67,..,..,..,..,..,..,..,67,..,42,34,12,5,6,0,0,0,92,..,35,50,10,4,0,3,0,0,99,..,22,50,14,4,0,0,0,0,93,..,198,395,89,40,23,16,3,0,765,..,111,477,421,225,187,109,36,11,1580,3,30,43,21,19,7,10,3,0,135,395,616,1905,1187,593,472,298,104,25,5609,..,22,422,380,187,160,122,32,4,1332,..,142,563,167,58,28,15,3,0,973,..,4,19,50,50,35,12,3,10,186,458,..,..,..,..,..,..,..,..,458,..,78,..,..,..,..,..,..,..,78,..,17,26,9,4,4,0,0,0,66,..,30,36,12,3,19,15,7,0,123,..,8,33,16,0,0,0,0,0,60
SAL51231,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51232,..,0,0,3,8,8,5,0,0,29,..,0,0,0,0,4,0,0,0,8,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,6,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,11,3,0,4,13,13,9,4,4,69,..,0,4,5,10,5,8,0,0,26,..,0,0,0,0,4,0,0,0,9,..,0,0,0,0,0,0,0,0,3,9,..,..,..,..,..,..,..,..,9,..,3,..,..,..,..,..,..,..,3,..,3,5,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51233,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51234,..,10,595,1405,535,268,133,45,5,2992,..,28,238,113,65,19,5,0,0,476,..,0,7,25,18,13,0,0,0,64,2252,..,..,..,..,..,..,..,..,2252,..,302,..,..,..,..,..,..,..,302,..,182,96,18,5,0,0,0,0,304,..,59,73,20,4,7,7,5,0,180,..,20,34,14,4,0,0,0,0,77,..,22,75,16,7,0,0,0,0,123,..,23,95,67,36,17,10,0,0,240,18,11,11,10,0,3,4,0,0,60,2269,641,1236,1683,673,330,167,55,4,7069,..,29,945,1369,447,224,119,20,0,3163,..,61,268,121,56,16,6,0,0,540,..,0,53,114,80,43,20,0,0,321,2221,..,..,..,..,..,..,..,..,2221,..,337,..,..,..,..,..,..,..,337,..,133,67,11,3,0,4,0,0,224,..,39,48,11,8,36,45,12,4,213,..,23,25,4,0,3,0,0,0,53
SAL51235,..,0,0,0,0,4,0,0,0,10,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,4,0,0,24,..,0,4,4,0,3,3,0,0,12,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51236,..,0,46,72,63,60,44,8,0,296,..,14,67,37,24,14,4,0,0,156,..,0,0,7,6,3,0,0,0,19,218,..,..,..,..,..,..,..,..,218,..,34,..,..,..,..,..,..,..,34,..,40,18,0,0,0,0,0,0,60,..,12,8,4,0,3,0,0,0,31,..,3,0,4,6,0,0,0,0,15,..,22,23,8,4,0,0,0,0,58,..,13,36,28,29,31,11,12,0,167,4,6,8,6,0,3,3,0,0,27,219,138,205,160,133,118,59,24,3,1073,..,0,60,78,66,58,27,11,0,306,..,30,63,24,30,10,6,0,0,159,..,0,13,30,12,3,0,3,0,68,228,..,..,..,..,..,..,..,..,228,..,23,..,..,..,..,..,..,..,23,..,18,4,5,0,0,0,0,0,30,..,5,5,0,3,7,8,0,0,22,..,7,0,0,0,0,0,0,0,12
SAL51237,..,0,4,13,25,30,25,11,4,114,..,0,7,4,6,3,0,0,0,20,..,0,0,0,0,3,0,0,0,9,58,..,..,..,..,..,..,..,..,58,..,16,..,..,..,..,..,..,..,16,..,13,8,8,3,0,0,0,0,31,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,3,..,0,0,3,7,4,7,0,0,23,0,0,0,0,0,0,0,0,0,3,58,31,21,29,42,36,36,14,10,273,..,0,10,22,23,23,29,11,0,115,..,0,4,3,5,0,0,0,0,17,..,0,3,3,4,0,4,0,0,19,36,..,..,..,..,..,..,..,..,36,..,20,..,..,..,..,..,..,..,20,..,7,0,0,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6
SAL51238,..,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,8,3,0,0,17,..,0,0,0,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
