SAL_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
SAL30111,0,11,0,9,0,0,0,0,0,28,3,19,0,9,4,0,0,0,0,39,3,5,0,0,15,5,0,0,0,30,6,5,0,16,6,0,0,0,0,25,0,3,0,0,0,0,0,0,0,7,0,0,5,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,45,8,40,30,12,0,3,6,157,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,4,10,28,0,3,0,12,10,6,71,0,0,14,0,0,0,0,3,0,14,5,6,0,0,0,0,0,0,0,9,6,20,0,11,0,0,0,0,0,37,3,24,0,13,3,0,0,0,0,52,5,5,0,0,17,4,0,0,0,35,6,6,0,19,4,0,0,0,0,34,0,3,0,0,4,0,0,0,0,6
SAL30112,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SAL30113,0,3,0,0,3,0,0,0,0,8,0,4,0,6,0,0,0,0,0,17,10,0,0,0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,9,15,0,7,13,7,0,7,5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,6,8,0,5,0,0,4,0,15,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,10,0,8,0,0,0,0,0,18,8,0,0,0,5,0,0,0,0,21,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5
SAL30114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30116,3,78,4,39,22,5,0,3,0,158,13,59,0,28,4,4,0,0,0,109,27,34,3,12,90,23,6,9,4,204,8,36,0,69,26,11,0,6,0,164,8,5,6,7,6,0,0,0,0,29,9,3,11,13,14,14,6,8,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,3,0,0,0,0,13,73,233,35,183,166,63,12,29,7,810,4,10,7,0,0,0,0,0,0,20,8,11,8,4,4,0,0,5,0,37,26,31,113,8,18,10,32,22,4,266,10,3,84,0,4,0,4,16,4,130,5,0,3,0,4,0,0,6,0,19,8,103,7,53,22,3,3,3,0,202,10,75,6,29,4,4,0,4,0,132,57,63,15,20,105,39,21,22,7,351,14,47,10,98,27,16,4,14,3,235,7,14,9,7,6,0,4,4,0,45
SAL30117,0,7,0,0,5,0,3,0,0,6,0,8,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,5,3,3,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,0,12,6,0,10,5,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,6,0,4,29,0,0,4,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,8,0,7,0,0,5,0,3,0,0,6,0,8,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,9,3,3,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
SAL30118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30119,0,22,0,10,0,0,0,0,0,42,0,11,0,6,0,0,0,0,0,15,4,11,0,9,21,7,4,6,0,65,3,10,0,6,5,0,0,5,0,38,0,3,0,0,0,0,0,0,0,5,0,0,4,3,0,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,20,50,19,40,34,12,8,23,0,205,0,3,3,0,0,0,0,0,0,6,0,3,0,0,0,0,0,3,0,6,16,12,91,0,0,3,29,10,3,165,5,0,10,0,3,0,5,0,3,27,0,0,0,0,0,0,5,0,0,4,3,25,3,11,0,0,0,4,0,50,6,16,0,6,0,0,0,0,0,28,10,13,7,14,24,7,9,10,5,86,3,12,7,11,6,0,3,3,0,39,0,3,0,0,0,0,0,0,0,9
SAL30120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL30121,0,3,0,5,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,3,0,0,9,0,0,5,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,0,10,12,0,0,9,0,53,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,31,0,0,0,6,0,0,52,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,9,8,3,0,0,9,0,5,5,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
SAL30122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30123,12,120,4,56,21,3,0,0,0,223,11,87,0,44,10,8,0,3,0,160,48,65,8,26,142,28,3,13,8,332,19,53,7,88,43,7,0,9,4,228,9,13,6,8,12,12,0,0,0,60,9,0,20,18,18,13,0,4,4,89,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,4,0,11,0,6,0,6,0,4,0,0,9,26,123,372,72,256,261,71,18,44,15,1241,6,24,5,7,0,5,5,0,0,45,11,53,18,9,14,3,10,5,0,117,37,49,190,10,16,12,29,33,6,376,22,9,106,6,9,8,8,28,0,195,5,3,16,0,3,0,5,4,0,43,16,145,9,62,20,9,7,9,0,278,18,105,0,42,12,8,0,3,0,198,95,103,21,30,177,48,24,29,3,544,29,72,14,115,48,12,8,18,7,324,14,23,10,6,19,7,3,3,0,95
SAL30124,0,8,0,6,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,4,5,0,0,0,4,0,0,0,0,7,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,3,6,4,0,0,3,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,4,0,0,13,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,16,0,4,0,0,0,0,0,18,0,8,0,0,4,0,0,0,0,8,6,0,0,0,4,0,0,0,0,14,4,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
SAL30125,0,7,0,7,0,0,0,0,0,24,0,7,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,20,0,3,0,8,5,3,0,3,0,15,0,0,0,0,0,0,0,4,0,4,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,25,0,28,22,11,0,12,0,102,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,4,13,0,4,0,5,0,0,33,3,0,10,0,0,0,0,4,0,13,0,0,0,3,0,0,0,0,0,6,0,9,0,11,3,0,0,0,0,25,0,11,0,0,0,0,0,0,0,12,6,5,0,3,4,3,0,0,0,32,0,8,0,7,5,3,0,3,0,19,0,0,0,0,0,0,0,4,0,3
SAL30126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30127,0,6,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,6,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17,0,7,8,5,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13,0,0,0,3,0,0,31,0,3,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,10,0,5,3,0,0,0,0,0,0,10,0,3,0,0,5,0,0,0,0,14,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
SAL30128,0,3,0,4,0,0,0,0,0,12,3,5,0,0,0,0,0,0,0,7,3,3,0,0,5,0,0,0,0,14,0,5,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,0,5,6,0,0,7,4,51,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,6,0,10,0,4,0,0,0,0,0,12,3,4,0,0,0,0,0,3,0,8,4,3,0,0,5,0,0,0,0,13,0,3,0,0,3,0,5,4,0,13,0,3,0,0,0,0,0,0,0,4
SAL30129,0,6,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,4,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,13,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL30130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30131,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL30132,11,119,8,18,12,3,0,0,0,177,9,61,0,17,15,6,0,0,0,102,94,91,3,18,57,9,0,0,3,275,14,76,4,17,30,4,0,4,5,153,9,34,7,7,9,9,0,0,3,75,4,4,7,11,17,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,5,0,3,4,5,0,0,0,4,20,162,434,43,101,150,35,0,14,15,947,13,41,4,0,7,4,0,0,0,67,12,43,0,0,4,0,0,0,0,62,61,82,45,6,8,6,5,10,0,223,25,27,46,0,5,3,5,6,0,115,4,9,6,0,0,0,0,3,0,26,9,168,8,23,12,3,0,0,3,239,15,80,0,20,14,6,0,0,0,130,211,161,11,30,79,29,5,7,8,541,31,110,5,37,33,10,0,7,5,240,19,56,15,9,10,11,0,7,5,122
SAL30133,0,5,0,0,0,0,0,0,0,8,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,5,3,11,4,0,4,0,50,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,16,0,4,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,3,4,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,10,4,10,3,0,0,0,0,0,0,20,0,8,0,3,0,0,0,0,0,7
SAL30134,0,15,0,0,0,0,0,0,0,19,0,6,0,5,4,0,0,0,0,12,3,5,0,0,4,4,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,3,3,13,4,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,43,0,0,0,5,5,0,65,4,0,0,0,0,0,3,0,0,9,4,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,20,0,4,0,5,4,0,0,0,0,12,7,4,0,0,6,4,0,0,0,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SAL30135,0,15,0,3,0,0,0,0,0,20,3,36,0,6,5,0,0,0,0,48,11,9,0,12,10,0,0,3,0,49,5,5,0,12,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,3,0,11,18,69,0,41,23,7,0,10,0,176,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,7,0,31,0,4,11,3,4,0,5,0,4,31,0,0,0,0,4,0,6,0,0,9,4,14,0,10,0,0,0,0,0,36,3,42,0,6,5,0,0,0,0,63,14,9,0,9,18,0,0,3,3,56,8,9,6,16,5,0,0,0,0,41,0,4,0,0,0,0,0,0,0,6
SAL30136,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
