SAL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
SAL22020,123,105,52,17,69,67,14,26,96,16,84,523,43,982,3,4,0,0,3,0,0,0,3,0,4,7,0,12,0,0,0,0,0,0,0,0,0,0,3,10,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,20,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,7,0,0,3,3,0,11,43,7,71,3,6,0,0,5,3,0,0,3,0,0,21,84,118,131,120,51,15,86,69,14,23,101,17,93,589,132,1170,26,56,17,5
SAL22021,20,19,4,0,13,7,7,8,21,0,14,95,0,156,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,5,11,14,19,19,4,0,8,8,7,8,24,0,14,113,14,197,7,9,3,0
SAL22022,66,52,24,0,25,31,3,8,43,6,28,382,25,600,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,3,0,0,3,0,0,10,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5,0,0,8,0,3,31,0,50,6,0,6,0,3,4,0,0,3,0,3,10,42,65,76,54,27,0,32,38,4,6,51,3,35,417,65,710,33,27,16,0
SAL22023,7,4,5,0,0,0,0,0,4,0,4,24,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,5,0,0,0,0,0,4,0,4,26,3,49,7,4,5,0
SAL22024,4,0,0,0,0,0,0,0,0,0,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,15,0,25,9,0,0,0
SAL22025,0,0,0,0,0,0,0,0,3,0,0,25,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,3,0,0,27,3,36,0,0,0,0
SAL22026,5,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,5,0,0,3,3,0,7,3,5,14,0,0,0,0
SAL22027,2782,4440,850,156,1447,1144,298,613,4720,312,3271,22114,1449,36444,93,137,42,4,91,59,16,12,111,11,111,869,47,1365,476,234,147,35,247,232,40,118,273,67,265,934,78,2134,164,56,43,15,85,82,27,33,60,19,65,284,34,669,146,53,44,22,121,78,24,26,76,20,141,415,38,868,36,28,9,3,42,16,9,6,38,0,55,668,27,870,52,105,23,6,104,25,10,6,54,3,113,1381,47,1805,10,19,8,0,29,13,5,0,15,5,35,571,9,686,109,180,31,11,351,88,23,15,130,24,202,4276,120,5235,43,31,10,0,36,18,5,3,42,3,47,291,19,468,51,62,15,0,81,39,3,14,58,11,69,702,35,1013,1180,909,372,103,1184,648,163,237,847,173,1093,10397,453,15112,70,39,24,13,33,43,19,23,37,13,34,162,2236,2562,4030,5384,1246,267,2672,1835,480,872,5606,497,4402,32670,4134,54118,1254,2710,373,9
SAL22028,20,11,12,5,6,7,4,3,13,0,12,128,11,191,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,6,5,0,0,0,0,3,11,5,30,0,0,0,0,0,0,0,0,0,0,0,0,11,11,26,14,12,4,14,12,4,7,17,5,16,142,26,229,9,8,3,0
SAL22029,84,79,34,0,27,44,8,13,77,6,68,645,37,991,0,0,0,0,0,0,0,0,0,0,0,6,0,15,13,4,7,0,3,3,0,5,7,0,0,37,0,71,0,0,3,0,0,3,0,0,0,0,0,14,0,26,3,0,0,0,3,6,0,0,0,0,3,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,7,12,0,15,19,4,10,17,5,15,100,6,178,0,0,0,0,0,0,0,0,0,0,0,0,30,30,105,84,42,0,38,59,12,23,99,8,82,753,75,1196,47,53,21,0
SAL22030,3,4,0,0,0,0,0,0,3,0,0,44,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,4,0,0,0,0,0,0,3,0,0,50,6,67,3,0,0,0
SAL22031,31,31,7,0,14,19,3,9,35,7,22,255,8,398,0,4,0,0,0,0,0,0,4,0,4,5,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,5,0,3,0,0,10,0,21,0,0,0,0,0,0,0,0,0,0,0,3,20,27,38,32,7,0,22,18,3,10,40,7,27,270,31,442,16,14,3,0
SAL22032,74,77,22,3,22,33,8,16,90,3,62,553,31,876,0,0,0,0,0,3,0,0,0,0,4,14,0,17,5,0,0,0,3,4,0,0,9,0,4,34,3,61,0,3,0,0,0,3,0,0,0,0,0,5,0,15,0,0,0,0,0,5,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,5,12,7,4,0,4,11,4,6,13,3,8,77,4,130,4,0,0,0,0,3,0,0,0,0,4,12,39,59,89,82,27,5,20,45,6,21,103,9,79,634,71,1063,39,50,12,0
SAL22033,5,7,0,0,0,0,0,0,4,0,7,24,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,7,0,0,0,0,0,5,10,0,3,21,3,41,5,0,0,0
SAL22034,34,11,7,0,11,4,0,8,9,0,14,55,4,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,15,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,5,3,0,4,0,0,0,5,0,0,23,0,40,0,4,0,0,0,4,0,0,0,0,0,3,7,14,45,18,7,0,17,11,0,11,17,0,15,81,14,172,6,5,0,0
SAL22035,7,3,9,0,0,6,0,0,11,0,8,106,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,3,9,0,0,10,0,0,17,0,8,117,7,167,10,4,3,0
SAL22036,190,250,93,8,63,83,20,35,219,17,215,2057,127,3053,3,4,0,0,0,0,0,0,0,0,7,40,0,50,28,19,7,0,8,15,3,3,9,0,18,89,4,173,9,3,7,0,6,0,0,3,0,0,6,38,0,60,11,3,5,0,8,12,0,0,8,3,6,54,0,102,4,0,3,0,3,0,0,0,4,0,8,16,0,36,4,0,3,0,3,0,0,0,0,0,4,45,0,56,0,0,0,0,4,3,0,0,0,0,5,74,0,89,5,4,0,0,5,0,0,0,4,0,3,28,0,47,0,5,0,0,0,0,0,0,6,0,7,20,0,28,3,0,4,0,5,0,0,0,3,0,0,33,5,56,72,38,30,9,41,38,11,8,34,10,67,438,10,694,4,0,0,0,0,0,0,0,5,0,0,3,82,96,265,291,121,15,105,123,31,39,259,25,274,2499,220,3835,94,163,49,0
SAL22037,698,832,333,57,255,302,59,129,745,60,763,6052,369,9357,19,20,5,0,3,4,3,9,16,0,7,136,11,197,81,74,31,7,32,50,3,9,52,13,70,456,22,767,20,11,9,4,8,13,0,4,14,7,17,144,5,212,67,27,22,16,59,48,14,15,42,4,48,230,9,448,17,6,0,0,11,13,0,0,8,4,23,77,6,116,10,7,4,3,4,7,0,0,7,4,16,114,0,154,6,8,0,0,11,3,0,0,3,0,15,160,0,199,9,10,3,0,13,7,0,5,8,0,13,138,8,195,7,16,4,0,8,3,0,0,20,0,15,126,0,170,8,18,6,0,15,8,0,4,10,0,16,112,5,185,239,192,82,36,152,158,33,46,186,34,239,1696,65,2652,5,4,7,0,5,8,0,5,0,4,6,23,258,301,940,1033,426,90,411,468,93,172,939,99,1002,7773,689,12308,327,583,148,3
SAL22038,179,482,99,31,71,86,28,24,677,37,385,2565,90,4109,4,25,5,0,0,3,0,5,37,0,16,103,3,173,18,31,6,0,4,4,3,5,40,3,16,175,6,270,8,12,7,3,3,3,4,0,8,0,10,69,0,107,22,16,4,10,12,15,3,0,19,7,27,71,5,147,8,5,0,3,6,5,0,0,7,0,11,101,0,132,14,34,11,5,22,11,4,0,31,6,31,370,11,508,24,19,0,14,15,14,6,0,26,9,24,455,13,568,8,8,0,0,16,4,0,0,16,0,16,261,5,320,3,17,0,0,0,0,0,0,21,0,20,225,10,291,6,8,0,0,3,5,0,0,11,0,11,99,5,130,117,176,43,36,86,68,16,19,224,28,178,1930,59,2643,0,0,0,0,0,0,0,0,0,0,4,10,304,320,297,658,143,58,158,151,46,40,908,61,569,4505,449,7074,79,420,41,0
SAL22039,13,9,6,0,3,4,0,4,6,0,3,77,3,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,4,0,7,9,0,28,0,0,0,0,0,0,0,0,0,0,0,0,38,45,21,13,6,0,7,5,0,4,15,5,10,89,47,188,9,7,3,0
SAL22040,6,3,0,0,0,0,0,0,0,0,0,25,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,0,0,0,0,0,0,29,0,33,6,0,0,0
SAL22041,761,1203,239,93,333,329,68,127,1235,105,955,7769,410,11832,14,38,6,0,12,10,8,5,31,4,26,206,10,316,43,40,22,11,23,24,3,13,44,4,43,230,18,414,23,19,7,5,16,15,3,11,26,4,23,99,3,192,290,67,79,56,203,174,28,35,94,43,186,550,37,1273,78,41,14,7,72,37,11,6,52,4,83,461,31,757,6,28,8,6,25,11,6,3,24,5,44,458,14,586,9,17,8,4,12,8,0,0,10,0,17,315,4,382,21,27,8,5,55,14,9,0,18,0,44,969,13,1132,14,25,5,3,10,7,4,0,31,0,7,265,6,355,6,15,3,0,12,0,0,0,6,0,11,121,4,167,507,330,156,98,438,289,73,75,344,66,488,3669,135,5577,20,10,3,0,12,7,0,9,16,0,11,39,670,765,1289,1535,398,187,777,625,142,213,1596,174,1453,11471,1218,18171,355,912,126,0
SAL22042,422,696,143,38,216,171,35,68,708,49,640,5273,288,7854,7,24,0,0,0,3,0,0,13,0,7,85,3,137,14,27,10,3,6,7,0,0,18,0,14,122,3,193,4,4,3,3,5,0,0,0,0,0,10,59,0,96,229,59,67,44,166,128,28,28,76,31,138,383,31,971,30,14,8,4,21,13,0,7,11,7,24,129,9,225,11,18,0,0,10,6,0,0,11,5,11,174,3,245,5,0,0,0,6,3,0,0,3,0,12,102,0,125,6,10,0,0,10,4,4,0,4,0,9,197,3,238,9,11,4,0,7,4,6,0,15,3,6,98,7,148,0,0,0,0,0,0,0,0,5,0,3,33,0,47,328,162,92,54,237,166,45,42,156,42,243,1380,69,2421,10,0,0,0,5,5,0,0,7,0,5,12,230,261,756,853,240,94,455,344,81,112,866,93,892,6669,586,10534,239,509,76,0
SAL22043,5,0,0,0,3,5,0,0,0,0,5,31,3,49,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,24,6,0,3,0,3,4,0,0,0,0,3,40,23,75,0,0,0,0
