SAL_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
SAL10837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,18,0,0,0,0,5,0,4,0,0,3,0,9,0,14,0,0,0,0,4,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,12,0,11,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,7,0,0,0,0,4,0,3,0,0,3,0,3,0,5,0,0,6,5,0,0,8,4,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,10,4,15,6,0,32,22,60,11,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0
SAL10838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10839,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10840,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,13,0,20,0,0,0,0,5,0,5,0,0,0,4,68,0,77,0,0,0,0,0,0,3,0,0,3,0,5,0,8,0,0,0,0,4,0,3,0,0,3,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,10,0,14,5,5,0,36,0,0,0,0,0,0,4,20,4,20,14,20,3,79,4,0,3,10,0,0,21,3,0,7,0,4,0,17,0,0,5,4,0,0,8,0,0,0,4,5,0,10,0,0,0,0,6,4,11,43,13,56,43,164,11,326,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,11,0,0,0,0,0,0,5,0,0,3,0,4,0,7,0,0,0,0
SAL10841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10842,0,0,17,5,35,4,56,0,0,0,0,13,0,13,0,0,8,10,159,10,186,0,0,0,0,18,0,20,0,0,3,0,113,3,121,0,0,4,0,33,3,39,3,0,7,0,55,9,70,0,0,3,0,28,0,37,0,0,5,10,56,7,71,0,0,0,0,8,0,10,0,0,0,0,7,0,8,0,0,5,4,5,4,14,0,0,14,0,13,0,33,0,0,0,0,24,0,23,3,0,9,10,39,0,69,7,9,19,3,6,0,43,5,3,18,4,36,6,73,0,0,0,0,9,0,11,5,3,0,5,50,0,65,3,0,0,3,37,13,56,21,13,112,68,732,62,1014,0,4,4,3,3,0,18,0,0,0,0,0,0,0,0,0,11,11,51,6,78,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,0,0,0,11,0,13,0,0,5,15,68,3,94,0,0,8,9
SAL10843,0,0,3,4,8,7,24,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,17,7,38,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SAL10844,0,0,0,0,0,0,0,6,0,0,0,0,0,5,6,0,7,4,4,0,19,0,0,0,0,0,0,3,10,0,17,4,17,0,44,8,0,8,3,3,0,22,3,0,11,4,0,0,21,0,0,0,0,3,0,12,0,0,9,4,3,0,16,0,0,8,3,3,0,12,22,6,35,11,3,3,83,8,0,15,0,0,0,31,27,8,73,10,0,7,122,5,0,9,0,0,0,13,0,0,5,0,4,0,14,8,8,3,0,0,0,21,9,0,20,0,5,0,31,0,0,3,0,0,0,3,0,0,3,0,7,0,14,4,0,4,6,3,4,20,107,25,246,53,59,16,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,15,0,0,0,0,0,0,6,0,0,4,3,0,0,6,0,0,4,0,3,0,14,0,0,16,4,4,0,28,0,0,3,5
SAL10845,3,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,19,0,38,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10846,0,0,6,0,9,3,18,4,0,15,0,5,0,22,115,20,221,64,132,13,561,42,0,46,16,22,3,128,105,13,222,109,450,15,913,105,10,171,55,81,15,433,84,15,226,73,108,12,515,26,0,80,41,56,8,215,57,6,102,56,65,11,297,71,9,124,34,25,0,263,260,32,385,85,42,11,807,46,7,72,30,35,5,196,422,52,676,101,76,30,1357,37,10,50,36,41,5,186,103,29,143,62,60,4,408,157,16,173,32,26,6,414,196,29,287,65,51,18,633,10,0,41,18,15,0,88,33,6,56,34,108,5,242,83,3,123,41,63,37,348,1945,256,3224,955,1457,209,8053,3,0,12,5,8,0,23,3,0,4,0,0,0,9,65,3,123,57,31,13,294,8,5,17,3,0,0,33,43,6,97,61,53,5,264,68,6,121,48,36,4,287,72,8,244,98,121,18,566,21,3,66,38
SAL10847,0,0,0,4,0,0,8,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,0,23,0,0,0,0,3,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10848,0,0,3,0,0,0,4,0,0,0,0,0,0,5,4,0,8,6,3,0,17,0,0,3,0,0,0,4,9,0,19,4,10,0,38,7,0,9,0,0,0,16,3,0,10,0,0,0,19,3,0,6,5,3,0,14,0,0,0,0,3,0,8,3,0,11,4,0,0,21,30,10,65,6,4,0,119,10,0,16,3,5,0,23,52,8,108,15,3,0,183,4,0,8,3,0,0,19,0,0,16,4,0,0,20,0,0,8,0,0,0,19,30,0,34,0,0,3,70,4,0,6,0,0,0,14,0,0,3,4,5,0,10,3,0,17,4,0,0,30,167,24,349,50,39,16,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,3,0,0,0,5,0,0,10,4,0,0,14,8,0,6,3,0,0,22,5,0,18,4,4,3,27,0,0,8,4
SAL10849,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,4,0,5,0,0,4,0,54,5,66,0,0,0,0,5,0,7,0,0,0,0,12,0,12,0,0,0,0,0,0,7,0,0,0,0,23,0,20,0,0,4,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,3,5,0,4,0,14,0,0,0,0,8,0,8,0,0,7,0,4,0,10,0,0,5,0,6,0,11,3,0,5,5,0,0,15,0,0,0,0,0,0,3,0,0,0,0,21,0,21,0,0,0,0,5,0,9,4,3,27,15,155,3,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,6,7,0,18,0,0,3,3,0,0,8,0,0,4,7,7,0,15,0,0,3,0
SAL10850,0,0,3,0,0,0,3,0,0,0,0,6,0,10,0,0,6,7,13,4,36,0,0,0,0,9,0,12,3,0,21,20,108,4,153,0,0,3,4,5,0,14,0,0,7,9,9,4,25,0,0,11,0,15,0,23,0,0,0,3,12,0,18,0,0,3,4,4,0,8,0,0,13,9,7,0,26,0,0,3,0,3,0,11,11,0,41,7,9,0,71,6,0,8,9,6,0,20,3,7,13,10,5,0,36,12,0,21,10,11,0,49,14,8,27,6,12,0,65,0,0,5,3,0,0,10,0,0,0,0,6,0,14,0,5,5,4,11,3,26,63,19,197,111,234,16,632,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,4,4,6,0,17,0,0,0,0,0,0,0,0,0,9,10,4,0,25,5,0,5,0,0,0,10,0,0,7,7,20,4,36,0,0,14,7
SAL10851,0,0,4,0,5,0,7,4,0,0,0,0,0,8,19,0,59,45,92,9,227,3,0,4,0,13,0,25,4,5,48,44,169,7,280,7,0,26,19,40,3,99,17,0,67,18,55,13,175,3,0,26,13,23,3,77,14,0,36,45,89,8,198,10,0,16,7,11,0,42,15,5,45,19,20,0,111,0,0,9,3,18,4,43,30,3,87,28,13,7,168,0,0,19,8,27,0,65,15,3,56,37,38,5,151,32,0,45,9,12,0,103,35,7,69,28,25,10,174,0,0,6,3,8,0,17,6,0,13,12,79,0,109,12,0,23,19,47,15,108,230,46,653,362,796,92,2176,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,6,22,17,32,4,76,0,0,3,0,0,0,4,4,0,17,14,10,4,45,3,0,27,10,14,7,64,9,4,56,36,56,0,165,6,0,6,13
SAL10852,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,4,0,0,0,0,55,0,56,0,0,0,0,4,0,3,0,0,0,0,17,0,19,0,0,3,8,14,0,23,0,0,0,0,5,4,11,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,10,0,0,4,6,7,0,16,0,4,0,3,17,0,27,0,0,7,0,0,0,12,0,0,4,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,6,7,14,6,5,27,30,161,21,237,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,6,0,5,5,20,4,33,0,0,4,7
SAL10853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10854,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10855,0,0,0,4,6,0,8,0,0,0,0,0,0,0,0,0,5,0,27,0,35,0,0,0,0,4,0,5,3,0,19,8,77,0,110,0,0,6,0,4,0,13,0,0,3,4,7,0,23,0,0,0,4,4,0,10,3,0,4,11,25,5,43,4,0,6,0,0,0,9,0,0,5,3,0,0,11,0,0,0,3,3,0,9,7,0,20,0,3,0,33,0,0,0,4,14,0,21,0,0,11,9,7,0,26,4,3,6,4,0,0,21,0,0,9,5,8,0,24,0,0,3,0,0,0,0,0,0,3,0,25,0,26,0,0,3,3,11,5,16,26,7,98,73,233,19,457,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,3,4,3,5,17,0,0,0,0,0,0,0,0,0,6,11,9,0,28,0,0,0,4,0,0,3,0,0,7,15,13,0,31,0,0,5,0
SAL10856,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,4,3,38,4,42,0,0,0,0,0,0,3,0,0,0,0,5,0,10,0,0,0,0,0,0,3,0,0,0,3,5,0,10,0,0,3,0,0,0,7,0,0,3,0,0,0,5,0,0,0,0,0,0,0,4,0,5,4,4,0,21,0,0,0,0,3,0,3,0,0,3,3,5,0,18,0,0,3,0,0,6,7,0,0,4,6,3,0,10,0,0,0,0,4,0,4,0,0,0,0,8,0,10,0,0,0,0,7,0,7,12,5,33,23,93,9,178,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0
SAL10857,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10858,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,18,0,26,0,0,0,0,0,0,3,0,0,9,4,77,6,87,0,0,0,0,8,0,8,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,7,9,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,3,0,5,5,0,9,4,0,0,12,0,0,0,0,0,0,4,0,0,0,4,6,0,15,0,0,0,3,4,0,5,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,12,0,19,0,0,3,0,10,0,14,6,5,29,25,163,6,230,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,4,7,4,16,0,27,0,0,3,3,3,0,4,0,0,3,0,4,0,10,0,0,0,0
SAL10859,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10861,0,0,5,0,5,0,3,0,0,8,10,24,0,44,0,3,7,8,28,0,45,0,0,4,4,7,0,16,0,3,5,3,110,4,130,0,0,4,8,16,0,20,3,0,0,5,13,0,28,0,0,0,5,16,0,24,0,0,4,0,13,0,23,0,0,0,0,3,0,7,4,4,12,5,3,0,26,0,0,4,3,0,0,6,4,0,34,13,5,0,58,0,0,5,4,3,0,13,5,0,7,20,20,0,55,10,3,23,0,3,0,45,3,0,16,3,9,0,37,0,0,0,0,7,0,7,0,0,0,5,13,0,23,0,0,0,3,21,0,29,30,15,139,102,318,11,619,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,14,0,0,0,0,3,0,3,0,0,0,10,0,0,16,0,0,0,0,0,0,0,0,0,3,11,13,0,29,0,0,0,4
SAL10862,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,5,0,3,0,6,0,0,0,0,0,0,0,0,0,3,3,27,0,29,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,15,7,46,0,77,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,0,3,0,0,0,0
SAL10863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
