SAL_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
SAL11203,104,504,368,3481,36,4491,0,37,21,460,0,519,62,6,8,27,0,97,31,13,3,23,0,71,75,50,14,54,0,199,931,475,381,2774,49,4609,96,4,29,15,0,144,24,6,4,28,0,57,140,46,39,220,8,456,29,6,3,37,0,75,24,4,0,11,0,46,41,0,0,8,0,46,162,68,55,752,7,1055,146,69,19,226,0,458,6,0,0,0,0,6,22,8,3,14,0,49,91,20,7,31,0,152,77,17,9,77,0,190,46,11,6,0,0,69,38,18,16,8,5,81,29,11,12,18,0,77,0,0,0,7,0,11,3,0,0,0,0,3,269,88,68,711,15,1150,36,5,9,7,0,60,6,4,6,5,0,17,43,11,5,36,4,98,8,0,0,3,0,13,18,0,5,0,0,20,67,17,17,39,0,134,458,114,63,164,5,806,23,7,3,50,335,410,2512,938,668,6394,438,10954
SAL11204,4,11,8,168,3,207,0,0,0,36,0,36,0,0,0,0,0,0,0,0,4,0,0,5,0,6,0,0,0,7,15,12,9,111,4,152,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,24,0,34,6,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,8,0,31,0,46,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,9,0,0,4,0,18,0,0,0,3,50,55,55,29,17,298,57,451
SAL11205,0,0,0,37,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0,0,53,6,62
SAL11206,3,7,4,93,6,110,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,6,3,79,0,98,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,28,0,31,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,26,26,29,10,7,168,30,243
SAL11207,0,10,8,121,0,133,0,5,0,98,6,107,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,10,4,98,0,123,7,0,0,0,0,3,0,0,0,4,0,5,3,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,36,0,40,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,10,0,15,0,0,0,9,95,107,30,21,8,300,106,456
SAL11208,0,4,0,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,19,0,40,0,0,0,0,0,0,3,0,0,4,0,5,3,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,26,10,4,48,0,83
SAL11209,0,5,0,20,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,6,9,8,4,0,23,8,45
SAL11210,0,8,0,37,3,52,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,43,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,4,14,6,69,4,95
SAL11211,0,9,5,35,5,49,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,19,7,3,73,0,98,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,28,0,33,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,27,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,4,5,0,23,0,0,0,4,41,45,46,16,12,118,49,237
SAL11212,50,170,139,559,5,930,0,0,0,12,0,13,187,14,9,12,0,229,18,3,5,0,0,27,21,10,5,10,0,43,422,141,109,749,8,1441,30,0,0,0,0,33,48,4,0,17,0,70,96,23,16,59,0,196,45,8,0,32,0,91,51,10,5,7,0,72,24,0,0,0,0,28,121,39,30,346,3,538,89,23,11,51,0,182,10,0,4,0,0,9,18,18,4,9,0,46,10,0,4,0,0,16,9,0,0,3,0,18,7,0,0,4,0,9,25,6,3,0,0,39,76,12,8,19,0,112,48,3,5,11,0,72,0,0,0,0,0,0,114,40,33,254,0,442,6,0,8,0,0,14,63,5,10,0,0,79,19,7,6,8,0,30,6,0,0,0,0,6,16,0,0,0,0,14,13,0,3,9,0,24,445,57,51,62,4,616,15,4,5,6,229,254,1625,353,275,1473,256,3977
SAL11213,98,367,271,1314,19,2062,5,6,0,74,0,84,532,34,33,37,0,633,41,10,8,16,0,72,100,28,20,26,0,172,1199,344,272,1730,17,3570,140,3,9,0,0,161,170,10,13,27,3,219,209,27,34,190,5,464,87,28,4,74,0,200,36,15,7,20,0,72,149,3,3,4,0,161,402,104,98,857,10,1463,271,76,33,177,5,567,69,0,0,0,0,73,56,8,9,37,0,104,27,0,0,5,0,32,27,12,9,21,0,69,36,11,6,3,0,45,69,12,9,4,0,93,111,23,7,27,0,163,66,9,9,23,0,106,6,0,0,0,0,11,304,98,74,620,5,1105,18,0,0,5,0,29,55,7,6,6,0,74,127,4,0,12,0,144,22,5,3,0,0,27,106,4,0,0,0,111,45,6,3,36,0,91,1561,133,104,148,17,1973,49,5,5,23,772,851,4908,793,584,3489,839,10615
SAL11214,6,11,3,145,0,162,6,0,0,18,0,27,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,3,13,8,6,145,0,182,10,0,0,0,0,10,0,0,0,0,0,0,7,0,0,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,29,0,34,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,3,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,20,0,27,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,8,12,20,50,16,13,289,12,378
SAL11215,19,115,106,363,3,605,3,0,0,33,3,35,453,15,15,12,0,482,5,3,0,9,0,14,16,7,0,9,0,30,184,96,86,360,0,717,24,0,7,0,0,27,19,3,3,3,0,35,30,10,19,43,0,96,21,6,3,25,0,50,0,0,0,0,0,8,73,4,0,0,0,77,62,29,21,222,0,333,37,13,15,37,0,97,25,0,0,0,0,26,9,3,6,4,0,21,0,0,0,0,0,0,0,3,3,6,0,12,11,0,0,0,0,14,20,4,5,0,0,34,9,7,0,10,0,22,11,0,5,3,0,17,4,0,0,0,0,4,50,25,30,134,0,240,0,0,0,0,0,0,9,0,0,0,0,13,14,3,0,0,0,19,4,0,0,0,0,9,35,4,0,0,0,39,7,5,4,10,0,20,305,36,42,44,0,423,13,0,5,4,151,167,1211,211,206,809,159,2597
SAL11216,0,13,14,415,4,443,0,0,0,164,0,173,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,13,11,13,308,12,361,20,0,0,0,0,20,0,0,0,0,0,5,5,0,0,37,0,48,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,4,3,4,85,0,94,12,5,0,29,0,51,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,83,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,0,0,13,0,44,0,0,0,9,102,112,96,25,26,765,115,1030
SAL11217,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,19,4,30
SAL11218,0,0,0,44,0,44,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,3,0,0,72,5,88
SAL11219,0,5,9,53,0,64,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,19,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,13,13,5,9,9,76,13,110
SAL11220,0,18,17,352,0,387,0,0,0,45,0,45,0,0,0,0,0,0,0,3,0,0,0,8,3,0,0,0,0,8,29,16,17,297,0,363,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,28,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,5,83,0,93,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,8,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,73,0,93,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,7,0,5,12,0,25,0,0,0,5,8,12,63,32,30,632,17,770
SAL11221,21,169,130,546,0,869,0,0,3,14,0,16,96,6,8,21,0,128,14,11,0,0,0,24,34,6,11,13,0,58,458,175,120,583,8,1340,17,4,0,3,0,27,16,8,5,4,0,38,39,14,4,31,0,84,14,0,3,7,0,32,4,0,0,0,0,6,21,0,0,0,0,23,87,30,21,229,0,370,48,19,3,38,0,108,5,0,5,0,0,13,4,0,0,6,0,12,6,0,0,0,0,6,8,0,0,6,0,20,0,5,0,0,0,4,25,5,4,6,0,36,20,4,3,11,0,38,3,0,0,3,0,7,0,0,0,0,0,0,102,37,31,140,0,307,4,0,0,0,0,6,28,6,3,0,0,40,31,3,0,0,0,35,0,0,0,0,0,0,5,0,0,0,0,5,17,5,0,10,0,36,202,25,30,44,0,305,4,0,0,5,23,30,1020,307,220,1148,30,2725
SAL11222,0,0,3,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,29,0,34
SAL11223,8,95,76,909,9,1109,0,4,5,103,0,110,0,0,0,9,0,12,5,0,0,10,0,12,13,3,8,14,0,45,202,111,72,823,7,1212,4,0,0,0,0,8,4,0,5,11,0,18,19,3,3,57,0,86,10,3,0,3,0,22,0,0,0,0,0,0,11,0,0,6,0,12,37,21,16,291,6,376,10,5,0,29,0,47,0,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,16,4,3,4,0,25,7,5,0,0,0,7,13,3,3,7,0,25,4,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,54,28,19,192,3,298,0,0,0,0,0,0,5,0,8,3,0,14,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,9,0,23,46,19,14,26,0,105,0,0,0,32,86,118,384,185,135,1792,104,2602
SAL11224,6,9,3,51,0,64,0,0,0,0,0,0,30,0,3,0,0,31,0,0,0,3,0,4,0,0,0,0,0,0,43,9,13,68,0,136,0,0,0,0,0,0,4,0,0,0,0,6,6,0,0,11,0,12,4,4,0,0,0,9,0,0,0,0,0,0,12,0,0,0,0,12,10,0,0,32,0,39,14,0,0,11,0,19,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,9,3,0,30,0,54,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,0,3,58,4,8,3,0,67,0,0,0,0,12,14,195,19,20,146,13,385
SAL11225,0,0,0,19,0,19,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,0,35,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,6,13,4,0,60,3,83
SAL11226,47,82,39,500,7,680,0,14,7,112,0,133,51,0,0,4,0,55,16,3,0,12,0,28,11,0,0,9,0,19,126,54,48,371,0,604,344,9,10,0,4,357,3,0,0,0,0,8,34,3,0,33,0,73,42,3,0,21,0,72,105,0,0,0,0,110,175,0,0,9,4,180,21,13,7,101,0,139,35,8,6,33,0,81,9,0,0,0,0,9,43,17,10,29,0,97,7,0,0,0,0,8,53,19,3,61,0,138,35,8,0,4,0,44,16,5,0,0,0,17,14,0,3,13,0,22,10,4,0,6,0,17,66,13,3,0,0,82,22,15,13,92,0,135,15,0,0,0,0,17,17,0,0,4,0,21,25,0,0,0,0,22,0,0,0,0,0,0,26,0,0,0,0,28,4,0,0,0,0,5,588,43,28,43,9,708,22,4,3,16,185,224,1696,188,113,975,210,3180
SAL11227,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,24,0,29
SAL11228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SAL11229,288,863,774,3281,26,5233,17,15,11,149,0,181,897,15,36,31,7,987,144,14,9,42,4,213,228,86,37,119,0,475,2567,753,560,3099,45,7028,629,3,69,5,5,720,195,17,26,49,0,287,492,80,53,235,4,859,63,19,6,62,3,158,84,16,3,19,0,127,545,15,10,3,7,581,603,162,133,1238,14,2134,1033,141,72,343,9,1604,207,3,3,0,0,211,75,4,10,29,0,118,19,4,5,8,0,36,34,13,10,33,0,84,119,20,15,11,4,170,165,42,31,31,0,269,214,10,17,38,0,277,173,8,12,14,0,205,50,0,0,3,0,58,551,151,123,968,4,1805,393,15,11,24,4,453,182,25,19,0,0,230,298,6,13,13,0,328,9,0,0,5,0,13,90,0,6,3,0,102,93,18,9,46,0,165,4769,256,318,236,30,5606,196,9,13,50,788,1060,12634,1613,1360,6827,921,23354
SAL11230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
